accession	cell	matched	density	identity	others_median	others_identity_median	n_others	diff
GCF_023851605.1	ITPR1	1	0	0.983	0	0.9791	2	0
GCF_023851605.1	ITPR2	1	0	0.9789	0	0.9793	3	0
GCF_023851605.1	ITPR3	1	0	0.9626	0	0.9791	2	0
GCF_023851605.1	RYR	1	0	0.9793	0	0.9789	3	0
GCF_024166365.1	ITPR1	1	0	0.9855	0	0.9793	3	0
GCF_024166365.1	ITPR2	1	0	0.9815	0	0.9793	3	0
GCF_024166365.1	ITPR3	1	0	0.9738	0	0.9815	3	0
GCF_024166365.1	RYR	1	0	0.9793	0	0.9815	3	0
GCF_025201925.1	ITPR2	1	0	0.9526	0	0.9414	1	0
GCF_025201925.1	ITPR3	1	0	0.9414	0	0.9526	1	0
GCF_027244095.1	ITPR1	1	0	0.9807	0	0.9618	1	0
GCF_027244095.1	ITPR2	1	0.3702	0.9441	0	0.9618	1	0.3702
GCF_027244095.1	ITPR3	1	0	0.9618	0.1851	0.9624	2	-0.1851
GCF_027409185.1	ITPR1	1	0	0.988	0	0.9805	3	0
GCF_027409185.1	ITPR2	1	0	0.9815	0	0.9805	3	0
GCF_027409185.1	ITPR3	1	0	0.976	0	0.9815	3	0
GCF_027409185.1	RYR	1	0	0.9805	0	0.9815	3	0
GCF_027409825.1	ITPR2	1	0.7405	0.8673	0	0.8808	1	0.7405
GCF_027409825.1	ITPR3	1	0	0.888	0	0.8808	1	0
GCF_027409825.1	RYR	1	0	0.8808	0.37025	0.87765	2	-0.37025
GCF_027579695.1	ITPR1	1	0	0.929	0	0.9261	1	0
GCF_027579695.1	ITPR2	1	0	0.8259	0	0.833	1	0
GCF_027579695.1	ITPR3	1	0	0.833	0	0.8259	1	0
GCF_027579695.1	RYR	1	0	0.9261	0	0.929	1	0
GCF_027579735.1	ITPR1	1	0	0.9189	0.7941	0.91805	2	-0.7941
GCF_027579735.1	ITPR2	1	0	0.9234	0.7941	0.9158	2	-0.7941
GCF_027579735.1	RYR	1	1.5882	0.9127	0	0.92115	2	1.5882
GCF_027595985.1	ITPR1	1	0	0.9585	0	0.96625	2	0
GCF_027595985.1	ITPR3	1	0	0.9558	0	0.9585	1	0
GCF_027595985.1	RYR	1	0	0.9767	0	0.9585	1	0
GCF_028372415.1	ITPR1	1	0	0.9692	0	0.9558	2	0
GCF_028372415.1	ITPR2	1	0	0.9504	0	0.9612	3	0
GCF_028372415.1	ITPR3	1	0	0.9397	0	0.9504	1	0
GCF_028372415.1	RYR	1	0	0.9612	0	0.9598	2	0
GCF_028389875.1	ITPR1	1	0	0.9896	0	0.9833	3	0
GCF_028389875.1	ITPR2	1	0	0.9833	0	0.9876	3	0
GCF_028389875.1	ITPR3	1	0	0.9876	0	0.9833	3	0
GCF_028389875.1	RYR	1	0	0.9785	0	0.9876	3	0
GCF_028858725.1	ITPR1	1	0	0.9885	0	0.98305	2	0
GCF_028858725.1	ITPR2	1	0	0.9826	0	0.986	2	0
GCF_028858725.1	ITPR3	1	0	0.9835	0	0.98555	2	0
GCF_029633855.1	ITPR2	1	0	0.8149	0	0.8053	1	0
GCF_029633855.1	RYR	1	0	0.8053	0	0.8149	1	0
GCF_029633865.1	ITPR2	1	0.3702	0.8575	0	0.87	1	0.3702
GCF_029633865.1	RYR	1	0	0.87	0.3702	0.8575	1	-0.3702
GCF_030020395.1	ITPR1	1	0	0.9833	0	0.9716	3	0
GCF_030020395.1	ITPR2	1	0	0.9678	0	0.9753	3	0
GCF_030020395.1	ITPR3	1	0	0.9716	0	0.9753	3	0
GCF_030020395.1	RYR	1	0	0.9753	0	0.9716	3	0
GCF_030445035.2	ITPR1	1	0	0.9837	0	0.97015	2	0
GCF_030445035.2	ITPR2	1	0	0.9648	0	0.9755	3	0
GCF_030445035.2	ITPR3	1	0.3744	0.9501	0	0.9648	1	0.3744
GCF_030445035.2	RYR	1	0	0.9755	0	0.97425	2	0
GCF_030463565.1	ITPR1	1	0	0.9917	0	0.9882	3	0
GCF_030463565.1	ITPR2	1	0	0.9882	0	0.9895	3	0
GCF_030463565.1	ITPR3	1	0	0.9895	0	0.9882	3	0
GCF_030463565.1	RYR	1	0	0.9859	0	0.9895	3	0
GCF_030490865.1	ITPR1	1	0	0.9827	0	0.9807	3	0
GCF_030490865.1	ITPR2	1	0	0.9807	0	0.9827	3	0
GCF_030490865.1	ITPR3	1	0	0.9974	0	0.9807	3	0
GCF_030490865.1	RYR	1	0	0.9785	0	0.9827	3	0
GCF_030867095.1	ITPR1	1	0	0.9659	0	0.9536	2	0
GCF_030867095.1	ITPR2	1	0	0.9552	0	0.95895	2	0
GCF_030867095.1	ITPR3	1	0	0.952	0	0.96055	2	0
GCF_030867145.1	ITPR1	1	0	0.9888	0	0.9841	3	0
GCF_030867145.1	ITPR2	1	0	0.9841	0	0.9884	3	0
GCF_030867145.1	ITPR3	1	0	0.9884	0	0.9841	3	0
GCF_030867145.1	RYR	1	0	0.9807	0	0.9884	3	0
GCF_030936135.1	ITPR1	1	0	0.9924	0	0.9889	3	0
GCF_030936135.1	ITPR2	1	0	0.9889	0	0.9899	3	0
GCF_030936135.1	ITPR3	1	0	0.9899	0	0.9889	3	0
GCF_030936135.1	RYR	1	0	0.9829	0	0.9899	3	0
GCF_033026475.1	ITPR2	1	0.3702	0.8588	0	0.8724	1	0.3702
GCF_033026475.1	RYR	1	0	0.8724	0.3702	0.8588	1	-0.3702
GCF_034619465.1	ITPR1	1	0	0.9903	0	0.9889	3	0
GCF_034619465.1	ITPR2	1	0	0.9889	0	0.9899	3	0
GCF_034619465.1	ITPR3	1	0	0.9899	0	0.9889	3	0
GCF_034619465.1	RYR	1	0	0.9817	0	0.9899	3	0
GCF_034638445.1	ITPR1	1	0	0.9921	0	0.99	3	0
GCF_034638445.1	ITPR2	1	0	0.99	0	0.9902	3	0
GCF_034638445.1	ITPR3	1	0	0.9902	0	0.99	3	0
GCF_034638445.1	RYR	1	0	0.9843	0	0.9902	3	0
GCF_034702125.1	ITPR1	1	0	0.8786	0	0.8787	1	0
GCF_034702125.1	ITPR2	1	0	0.8087	0	0.8021	1	0
GCF_034702125.1	ITPR3	1	0	0.8021	0	0.8087	1	0
GCF_034702125.1	RYR	1	0	0.8787	0	0.8786	1	0
GCF_035084215.1	ITPR1	1	0	0.876	0.3802	0.8577	1	-0.3802
GCF_035084215.1	ITPR3	1	0.3802	0.8577	0	0.876	1	0.3802
GCF_035582795.1	ITPR1	1	0	0.9932	0	0.9891	3	0
GCF_035582795.1	ITPR2	1	0	0.9893	0	0.9891	3	0
GCF_035582795.1	ITPR3	1	0	0.9891	0	0.9893	3	0
GCF_035582795.1	RYR	1	0	0.9843	0	0.9893	3	0
GCF_035609145.1	ITPR1	1	0.3646	0.9304	0	0.9215	1	0.3646
GCF_035609145.1	ITPR2	1	0	0.8915	0	0.886	1	0
GCF_035609145.1	ITPR3	1	0	0.886	0	0.8915	1	0
GCF_035609145.1	RYR	1	0	0.9215	0.3646	0.9304	1	-0.3646
GCF_036013445.1	ITPR1	1	0	0.9914	0	0.9827	3	0
GCF_036013445.1	ITPR2	1	0	0.9885	0	0.9827	3	0
GCF_036013445.1	ITPR3	1	0	0.9769	0	0.9885	3	0
GCF_036013445.1	RYR	1	0	0.9827	0	0.9885	3	0
GCF_036370855.1	ITPR1	1	0	0.9906	0	0.9841	3	0
GCF_036370855.1	ITPR2	1	0	0.9841	0	0.9891	3	0
GCF_036370855.1	ITPR3	1	0	0.9891	0	0.9841	3	0
GCF_036370855.1	RYR	1	0	0.9789	0	0.9891	3	0
GCF_036373705.1	ITPR1	1	0	0.9096	0	0.9043	1	0
GCF_036373705.1	ITPR2	1	0	0.8125	0	0.8297	1	0
GCF_036373705.1	ITPR3	1	0	0.8297	0	0.8125	1	0
GCF_036373705.1	RYR	1	0	0.9043	0	0.9096	1	0
GCF_036417535.1	ITPR1	1	0	0.9881	0	0.9874	3	0
GCF_036417535.1	ITPR2	1	0	0.9874	0	0.9881	3	0
GCF_036417535.1	ITPR3	1	0	0.9884	0	0.9874	3	0
GCF_036417535.1	RYR	1	0	0.9805	0	0.9881	3	0
GCF_036417845.1	ITPR1	1	0	0.9896	0	0.9864	2	0
GCF_036417845.1	ITPR2	1	0	0.9833	0	0.98955	2	0
GCF_036417845.1	ITPR3	1	0	0.9895	0	0.98645	2	0
GCF_036850765.1	ITPR1	1	0	0.9753	0	0.9648	2	0
GCF_036850765.1	ITPR2	1	0	0.9674	0	0.96875	2	0
GCF_036850765.1	ITPR3	1	0	0.9622	0	0.97135	2	0
GCF_037157495.1	ITPR1	1	0	0.9896	0	0.9854	3	0
GCF_037157495.1	ITPR2	1	0	0.9907	0	0.9854	3	0
GCF_037157495.1	ITPR3	1	0	0.9854	0	0.9896	3	0
GCF_037157495.1	RYR	1	0	0.9815	0	0.9896	3	0
GCF_037176945.1	ITPR1	1	0.367	0.9847	0.66025	0.9875	2	-0.29325
GCF_037176945.1	ITPR3	1	1.1215	0.9827	0.283	0.9885	2	0.8385
GCF_037176945.1	RYR	1	0.199	0.9923	0.74425	0.9837	2	-0.54525
GCF_037893015.1	ITPR1	1	0	0.9713	0	0.9626	1	0
GCF_037893015.1	ITPR2	1	0	0.926	0	0.9379	1	0
GCF_037893015.1	ITPR3	1	0	0.9379	0	0.926	1	0
GCF_037893015.1	RYR	1	0	0.9626	0	0.9713	1	0
GCF_039877785.1	ITPR2	1	0.7405	0.876	0	0.8822	1	0.7405
GCF_039877785.1	RYR	1	0	0.8822	0.7405	0.876	1	-0.7405
GCF_040054535.1	ITPR2	1	0.3702	0.859	0	0.862	1	0.3702
GCF_040054535.1	RYR	1	0	0.862	0.3702	0.859	1	-0.3702
GCF_040807025.1	ITPR1	1	0	0.9889	0	0.9841	3	0
GCF_040807025.1	ITPR2	1	0	0.9841	0	0.9889	3	0
GCF_040807025.1	ITPR3	1	0	0.9899	0	0.9841	3	0
GCF_040807025.1	RYR	1	0	0.9767	0	0.9889	3	0
GCF_040954835.1	ITPR1	1	0	0.9042	0.4031	0.902	1	-0.4031
GCF_040954835.1	ITPR2	1	0	0.8174	0	0.8367	1	0
GCF_040954835.1	ITPR3	1	0	0.8367	0	0.8174	1	0
GCF_040954835.1	RYR	1	0.4031	0.902	0	0.9042	1	0.4031
GCF_041296385.2	ITPR1	1	0	0.986	0	0.9807	3	0
GCF_041296385.2	ITPR2	1	0	0.9807	0	0.986	3	0
GCF_041296385.2	ITPR3	1	0	0.9933	0	0.9807	3	0
GCF_041296385.2	RYR	1	0	0.9779	0	0.986	3	0
GCF_042186555.1	ITPR2	1	0	0.9011	0	0.9014	2	0
GCF_042186555.1	ITPR3	1	0	0.8903	0	0.9011	1	0
GCF_042186555.1	RYR	1	0	0.9125	0	0.9011	1	0
GCF_042242105.1	ITPR2	1	0	0.8757	0	0.8766	1	0
GCF_042242105.1	RYR	1	0	0.8766	0	0.8757	1	0
GCF_045865225.1	ITPR2	1	0.3702	0.8688	0.4031	0.8776	1	-0.0329
GCF_045865225.1	RYR	1	0.4031	0.8776	0.3702	0.8688	1	0.0329
GCF_046128005.1	ITPR3	1	0.4188	0.8721	0.2016	0.8644	1	0.2172
GCF_046128005.1	RYR	1	0.2016	0.8644	0.4188	0.8721	1	-0.2172
GCF_047370975.1	ITPR1	1	0	0.9921	0	0.9869	3	0
GCF_047370975.1	ITPR2	1	0	0.9889	0	0.9869	3	0
GCF_047370975.1	ITPR3	1	0	0.9869	0	0.9889	3	0
GCF_047370975.1	RYR	1	0	0.9849	0	0.9889	3	0
GCF_047663525.1	ITPR1	1	0	0.9914	0	0.9826	3	0
GCF_047663525.1	ITPR2	1	0	0.9826	0	0.9914	3	0
GCF_047663525.1	ITPR3	1	0	0.9936	0	0.9826	3	0
GCF_047663525.1	RYR	1	0	0.9799	0	0.9914	3	0
GCF_047716275.1	ITPR1	1	0	0.9921	0	0.9851	3	0
GCF_047716275.1	ITPR2	1	0	0.9774	0	0.991	3	0
GCF_047716275.1	ITPR3	1	0	0.991	0	0.9851	3	0
GCF_047716275.1	RYR	1	0	0.9851	0	0.991	3	0
GCF_048418815.1	ITPR1	1	0	0.8681	0	0.87	1	0
GCF_048418815.1	ITPR2	1	0	0.806	0	0.8002	1	0
GCF_048418815.1	ITPR3	1	0	0.8002	0	0.806	1	0
GCF_048418815.1	RYR	1	0	0.87	0	0.8681	1	0
GCF_048593235.1	ITPR1	1	0	0.9716	0	0.9612	1	0
GCF_048593235.1	ITPR2	1	0	0.9489	0	0.949	2	0
GCF_048593235.1	ITPR3	1	0	0.9368	0	0.9489	1	0
GCF_048593235.1	RYR	1	0	0.9612	0	0.96025	2	0
GCF_048594095.1	ITPR1	1	0.3639	0.9067	0	0.9072	1	0.3639
GCF_048594095.1	RYR	1	0	0.9072	0.3639	0.9067	1	-0.3639
GCF_049350105.2	ITPR1	1	0	0.9956	0	0.9948	3	0
GCF_049350105.2	ITPR2	1	0	0.9948	0	0.9956	3	0
GCF_049350105.2	ITPR3	1	0	0.9921	0	0.9956	3	0
GCF_049350105.2	RYR	1	0	0.9972	0	0.9948	3	0
GCF_050624435.1	ITPR1	1	0	0.9782	0	0.95975	2	0
GCF_050624435.1	ITPR2	1	0	0.9596	0	0.9599	3	0
GCF_050624435.1	ITPR3	1	0	0.9577	0	0.95975	2	0
GCF_050624435.1	RYR	1	0	0.9599	0	0.9596	3	0
GCF_052040795.1	ITPR1	1	0	1	0	1	3	0
GCF_052040795.1	ITPR2	1	0	1	0	1	3	0
GCF_052040795.1	ITPR3	1	0	0.9977	0	1	3	0
GCF_052040795.1	RYR	1	0	1	0	1	3	0
GCF_052327205.1	ITPR1	1	1.4545	0.8496	0	0.8496	1	1.4545
GCF_052327205.1	ITPR3	1	0	0.8496	1.4545	0.8496	1	-1.4545
GCF_054371585.1	ITPR1	1	0	0.9833	0	0.9778	3	0
GCF_054371585.1	ITPR2	1	0	0.9778	0	0.9809	3	0
GCF_054371585.1	ITPR3	1	0	0.9708	0	0.9809	3	0
GCF_054371585.1	RYR	1	0	0.9809	0	0.9778	3	0
GCF_056507025.1	ITPR2	1	0.3702	0.8792	0	0.8813	1	0.3702
GCF_056507025.1	RYR	1	0	0.8813	0.3702	0.8792	1	-0.3702
GCF_900324485.3	ITPR2	1	0.7405	0.8522	0	0.8679	1	0.7405
GCF_900324485.3	RYR	1	0	0.8679	0.7405	0.8522	1	-0.7405
GCF_900634775.2	ITPR2	1	0.3702	0.8353	0	0.849	1	0.3702
GCF_900634775.2	ITPR3	1	1.8727	0.8599	0	0.849	1	1.8727
GCF_900634775.2	RYR	1	0	0.849	1.12145	0.8476	2	-1.12145
GCF_900747795.2	ITPR1	1	0	0.8922	0	0.8802	1	0
GCF_900747795.2	ITPR2	1	0	0.7614	0	0.759	1	0
GCF_900747795.2	ITPR3	1	0	0.759	0	0.7614	1	0
GCF_900747795.2	RYR	1	0	0.8802	0	0.8922	1	0
GCF_900880675.2	ITPR2	1	0.7405	0.8605	0	0.8794	1	0.7405
GCF_900880675.2	RYR	1	0	0.8794	0.7405	0.8605	1	-0.7405
GCF_901000725.3	ITPR2	1	0.3702	0.8535	16.8539	0.8589	1	-16.4837
GCF_901000725.3	ITPR3	1	16.8539	0.8589	0.3702	0.8535	1	16.4837
GCF_901001135.2	ITPR1	1	0.3626	0.9033	0.7407	0.9031	1	-0.3781
GCF_901001135.2	ITPR2	1	0.7407	0.9031	0.3626	0.9033	1	0.3781
GCF_901001135.2	ITPR3	1	0	0.8694	0	0.8814	1	0
GCF_901001135.2	RYR	1	0	0.8814	0	0.8694	1	0
GCF_902150065.1	ITPR3	1	0	0.8947	0	0.8854	1	0
GCF_902150065.1	RYR	1	0	0.8854	0	0.8947	1	0
GCF_902167405.1	ITPR2	1	0	0.8243	0.3754	0.8433	1	-0.3754
GCF_902167405.1	ITPR3	1	0.3754	0.8433	0	0.8427	2	0.3754
GCF_902167405.1	RYR	1	0	0.8611	0.3754	0.8433	1	-0.3754
GCF_902362185.1	ITPR1	1	0.3689	0.9082	0	0.9264	1	0.3689
GCF_902362185.1	ITPR2	1	0	0.8407	0.3795	0.8376	1	-0.3795
GCF_902362185.1	ITPR3	1	0.3795	0.8376	0	0.8407	1	0.3795
GCF_902362185.1	RYR	1	0	0.9264	0.3689	0.9082	1	-0.3689
GCF_907165065.1	ITPR1	1	0	0.9914	0	0.9869	3	0
GCF_907165065.1	ITPR2	1	0	0.99	0	0.9869	3	0
GCF_907165065.1	ITPR3	1	0	0.9869	0	0.99	3	0
GCF_907165065.1	RYR	1	0	0.9791	0	0.99	3	0
GCF_947461875.1	ITPR1	1	0	0.9924	0	0.99	3	0
GCF_947461875.1	ITPR2	1	0	0.99	0	0.9914	3	0
GCF_947461875.1	ITPR3	1	0	0.9914	0	0.99	3	0
GCF_947461875.1	RYR	1	0	0.9853	0	0.9914	3	0
GCF_949152265.1	ITPR1	1	0	0.9683	0	0.9553	1	0
GCF_949152265.1	ITPR3	1	0	0.9421	0	0.9553	1	0
GCF_949152265.1	RYR	1	0	0.9553	0	0.9552	2	0
GCF_949606895.1	ITPR2	1	0.3702	0.8634	0.4031	0.8707	1	-0.0329
GCF_949606895.1	ITPR3	1	0.3745	0.8866	0.4031	0.8707	1	-0.0286
GCF_949606895.1	RYR	1	0.4031	0.8707	0.37235	0.875	2	0.03075
GCF_949987685.1	ITPR2	1	0.3702	0.8596	0.2016	0.863	1	0.1686
GCF_949987685.1	RYR	1	0.2016	0.863	0.3702	0.8596	1	-0.1686
GCF_951640355.1	ITPR1	1	0	0.9655	0	0.9715	2	0
GCF_951640355.1	ITPR2	1	0	0.9748	0	0.96685	2	0
GCF_951640355.1	ITPR3	1	0	0.9682	0	0.97015	2	0
GCF_951799975.1	ITPR2	1	0.3702	0.8394	0	0.839	1	0.3702
GCF_951799975.1	RYR	1	0	0.839	0.3702	0.8394	1	-0.3702
GCF_960531495.1	ITPR3	1	0	0.8777	0	0.8943	1	0
GCF_960531495.1	RYR	1	0	0.8943	0	0.8777	1	0
GCF_963457635.1	ITPR2	1	0.3702	0.8581	0	0.872	1	0.3702
GCF_963457635.1	RYR	1	0	0.872	0.3702	0.8581	1	-0.3702
GCF_963514005.1	ITPR1	1	0	0.8638	0	0.867	1	0
GCF_963514005.1	RYR	1	0	0.867	0	0.8638	1	0
GCF_963514075.1	ITPR1	1	0.7278	0.9059	0	0.9136	1	0.7278
GCF_963514075.1	RYR	1	0	0.9136	0.7278	0.9059	1	-0.7278
GCF_963514085.1	ITPR2	1	0.3702	0.8729	0	0.859	1	0.3702
GCF_963514085.1	RYR	1	0	0.859	0.3702	0.8729	1	-0.3702
GCF_963921795.1	ITPR3	1	0	0.8689	0.2016	0.8798	1	-0.2016
GCF_963921795.1	RYR	1	0.2016	0.8798	0	0.8689	1	0.2016
GCF_963921805.1	ITPR1	1	0	0.991	0	0.9841	3	0
GCF_963921805.1	ITPR2	1	0	0.9841	0	0.9895	3	0
GCF_963921805.1	ITPR3	1	0	0.9895	0	0.9841	3	0
GCF_963921805.1	RYR	1	0	0.9833	0	0.9895	3	0
GCF_963971535.1	ITPR1	1	0	0.8501	0.3702	0.8336	1	-0.3702
GCF_963971535.1	ITPR2	1	0.3702	0.8336	0	0.8501	1	0.3702
GCF_963989245.1	ITPR2	1	0	0.8177	0	0.81005	2	0
GCF_963989245.1	ITPR3	1	0	0.8201	0	0.8177	1	0
GCF_963989245.1	RYR	1	0	0.8	0	0.8177	1	0
GCF_964195595.1	ITPR1	1	0	0.9924	0	0.9893	3	0
GCF_964195595.1	ITPR2	1	0	0.9893	0	0.9899	3	0
GCF_964195595.1	ITPR3	1	0	0.9899	0	0.9893	3	0
GCF_964195595.1	RYR	1	0	0.9845	0	0.9899	3	0
GCF_964237555.1	ITPR1	1	0	0.9739	0	0.96215	2	0
GCF_964237555.1	ITPR2	1	0	0.9659	0	0.96615	2	0
GCF_964237555.1	ITPR3	1	0	0.9584	0	0.9699	2	0
GCF_964237585.1	ITPR1	1	0	0.9921	0	0.987	3	0
GCF_964237585.1	ITPR2	1	0	0.987	0	0.9872	3	0
GCF_964237585.1	ITPR3	1	0	0.9872	0	0.987	3	0
GCF_964237585.1	RYR	1	0	0.9839	0	0.9872	3	0
GCF_964261635.1	ITPR1	1	0	0.9077	0	0.8893	1	0
GCF_964261635.1	ITPR2	1	0	0.8893	0	0.89645	2	0
GCF_964261635.1	RYR	1	0	0.8852	0	0.8893	1	0
GCF_964289735.1	ITPR1	1	0	0.9921	0	0.9879	2	0
GCF_964289735.1	ITPR2	1	0	0.9889	0	0.9895	2	0
GCF_964289735.1	ITPR3	1	0	0.9869	0	0.9905	2	0
GCF_964417175.1	ITPR1	1	0	0.991	0	0.987	3	0
GCF_964417175.1	ITPR2	1	0	0.987	0	0.9906	3	0
GCF_964417175.1	ITPR3	1	0	0.9906	0	0.987	3	0
GCF_964417175.1	RYR	1	0	0.9853	0	0.9906	3	0
GCF_964638095.1	ITPR3	1	0	0.8896	0	0.8833	1	0
GCF_964638095.1	RYR	1	0	0.8833	0	0.8896	1	0
GCF_965183815.1	ITPR1	1	0	0.9917	0	0.9865	3	0
GCF_965183815.1	ITPR2	1	0	0.9885	0	0.9865	3	0
GCF_965183815.1	ITPR3	1	0	0.9865	0	0.9885	3	0
GCF_965183815.1	RYR	1	0	0.9853	0	0.9885	3	0
GCF_965638725.1	ITPR1	1	0	0.9917	0	0.9885	3	0
GCF_965638725.1	ITPR2	1	0	0.9885	0	0.9902	3	0
GCF_965638725.1	ITPR3	1	0	0.9902	0	0.9885	3	0
GCF_965638725.1	RYR	1	0	0.9845	0	0.9902	3	0
