accession	organism	vclass	cell	locus_idx	contig	coverage	identity	aligned_aa	frameshifts	stop_codons	lesions	lesion_density	contig_edge	n_gap	longest_n_run	annot_gene	annot_paralog_matches	contig_n50	contig_spans_gene	scored	verdict	verdict_reason
GCA_013396875.1	Vireo altiloquus	Aves	RYR	0	VZRF01001132.1	0.9974	0.9782	4955	0	0	0	0	0	1	163	Ryr2	1	121572	0	1	intact	density 0.00 <= bar 1.59
GCA_013396875.1	Vireo altiloquus	Aves	RYR	1	VZRF01009222.1	1	0.6724	5037	0	1	1	0.1985	0	1	1203		0	121572	0	1	intact	density 0.20 <= bar 1.59
GCA_013396935.1	Baryphthengus martii	Aves	ITPR1	0	VWZK01014558.1	0.6715	0.9936	1866	0	0	0	0	1	0	20		0	70136	0	0	not_scored	coverage 0.67 < 0.7
GCA_013396935.1	Baryphthengus martii	Aves	ITPR2	0	VWZK01012176.1	0.9885	0.9768	2669	0	0	0	0	0	1	109		0	70136	0	1	intact	density 0.00 <= bar 1.59
GCA_013396935.1	Baryphthengus martii	Aves	ITPR3	0	VWZK01016629.1	1	0.9771	2664	1	0	1	0.3754	0	0	1	BARMAR_R11863	0	70136	0	1	intact	density 0.38 <= bar 1.59
GCA_013396935.1	Baryphthengus martii	Aves	RYR	0	VWZK01006851.1	0.4229	0.9786	2101	0	0	0	0	1	1	148		0	70136	0	0	not_scored	coverage 0.42 < 0.7
GCA_013396935.1	Baryphthengus martii	Aves	RYR	1	VWZK01008086.1	0.2524	0.9785	1254	0	0	0	0	1	0	25		0	70136	0	0	not_scored	coverage 0.25 < 0.7
GCA_013396935.1	Baryphthengus martii	Aves	RYR	2	VWZK01009413.1	0.3356	0.6458	1672	0	0	0	0	1	0	40		0	70136	0	0	not_scored	coverage 0.34 < 0.7
GCA_013396935.1	Baryphthengus martii	Aves	RYR	3	VWZK01010928.1	0.3032	0.7077	1512	0	0	0	0	1	0	92		0	70136	0	0	not_scored	coverage 0.30 < 0.7
GCA_013396935.1	Baryphthengus martii	Aves	RYR	4	VWZK01000280.1	0.2164	0.8009	1090	1	0	1	0.9174	1	1	246		0	70136	0	0	not_scored	coverage 0.22 < 0.7
GCA_013396935.1	Baryphthengus martii	Aves	RYR	5	VWZK01003819.1	0.1488	0.9851	739	0	0	0	0	1	0	26		0	70136	0	0	not_scored	coverage 0.15 < 0.7
GCA_013396935.1	Baryphthengus martii	Aves	RYR	6	VWZK01003262.1	0.1796	0.7106	891	0	0	0	0	1	0	1		0	70136	0	0	not_scored	coverage 0.18 < 0.7
GCA_013396975.1	Bucco capensis	Aves	ITPR1	0	VWZO01019971.1	1	0.9867	2779	0	0	0	0	0	0	1		0	66968	0	1	intact	density 0.00 <= bar 1.59
GCA_013396975.1	Bucco capensis	Aves	ITPR3	0	VWZO01010546.1	0.6854	0.9858	1826	0	0	0	0	1	1	163	Itpr3_0	1	66968	0	0	not_scored	coverage 0.69 < 0.7
GCA_013396975.1	Bucco capensis	Aves	ITPR3	1	VWZO01013041.1	0.2924	0.9846	779	0	0	0	0	1	1	1227		0	66968	0	0	not_scored	coverage 0.29 < 0.7
GCA_013396975.1	Bucco capensis	Aves	RYR	0	VWZO01001808.1	0.5366	0.9711	2666	1	0	1	0.3751	1	1	764		0	66968	0	0	not_scored	coverage 0.54 < 0.7
GCA_013396975.1	Bucco capensis	Aves	RYR	1	VWZO01021750.1	0.4636	0.9739	2303	0	0	0	0	1	1	414		0	66968	0	0	not_scored	coverage 0.46 < 0.7
GCA_013396975.1	Bucco capensis	Aves	RYR	2	VWZO01002875.1	0.411	0.6816	2070	0	0	0	0	1	1	163		0	66968	0	0	not_scored	coverage 0.41 < 0.7
GCA_013396975.1	Bucco capensis	Aves	RYR	3	VWZO01015568.1	0.4259	0.6611	2122	1	0	1	0.4713	1	1	643		0	66968	0	0	not_scored	coverage 0.43 < 0.7
GCA_013397015.1	Myiagra hebetior	Aves	ITPR1	0	VWZQ01007131.1	1	0.9845	2779	0	0	0	0	0	1	305	MYIHEB_R06248	0	66181	0	1	intact	density 0.00 <= bar 1.59
GCA_013397015.1	Myiagra hebetior	Aves	ITPR2	0	VWZQ01006530.1	0.9885	0.982	2669	0	0	0	0	0	1	898		0	66181	0	1	intact	density 0.00 <= bar 1.59
GCA_013397015.1	Myiagra hebetior	Aves	ITPR3	0	VWZQ01007200.1	1	0.9965	2670	1	0	1	0.3745	0	1	688	Itpr3	1	66181	0	1	intact	density 0.37 <= bar 1.59
GCA_013397015.1	Myiagra hebetior	Aves	RYR	0	VWZQ01001806.1	0.9974	0.978	4955	0	0	0	0	0	1	130	Ryr2	1	66181	0	1	intact	density 0.00 <= bar 1.59
GCA_013397015.1	Myiagra hebetior	Aves	RYR	1	VWZQ01008955.1	1	0.6748	5037	0	1	1	0.1985	0	1	247		0	66181	0	1	intact	density 0.20 <= bar 1.59
GCA_013397245.1	Thryothorus ludovicianus	Aves	ITPR1	0	VZTB01016242.1	0.5156	0.9767	1418	0	0	0	0	1	1	154		0	60402	0	0	not_scored	coverage 0.52 < 0.7
GCA_013397245.1	Thryothorus ludovicianus	Aves	ITPR1	1	VZTB01012331.1	0.4901	0.9634	1362	1	0	1	0.7342	1	1	578		0	60402	0	0	not_scored	coverage 0.49 < 0.7
GCA_013397245.1	Thryothorus ludovicianus	Aves	ITPR2	0	VZTB01004788.1	0.877	0.978	2368	0	0	0	0	1	1	109		0	60402	0	1	intact	density 0.00 <= bar 1.59
GCA_013397245.1	Thryothorus ludovicianus	Aves	ITPR3	0	VZTB01002909.1	0.6157	0.9927	1644	0	0	0	0	1	1	536		0	60402	0	0	not_scored	coverage 0.62 < 0.7
GCA_013397245.1	Thryothorus ludovicianus	Aves	ITPR3	1	VZTB01014641.1	0.385	0.987	1028	1	0	1	0.9728	1	1	268		0	60402	0	0	not_scored	coverage 0.39 < 0.7
GCA_013397245.1	Thryothorus ludovicianus	Aves	RYR	0	VZTB01006589.1	0.6804	0.9595	3380	0	0	0	0	1	1	529		0	60402	0	0	not_scored	coverage 0.68 < 0.7
GCA_013397245.1	Thryothorus ludovicianus	Aves	RYR	1	VZTB01009153.1	0.5954	0.6748	2999	0	1	1	0.3334	1	0	5	THRLUD_R12892	0	60402	0	0	not_scored	coverage 0.60 < 0.7
GCA_013397245.1	Thryothorus ludovicianus	Aves	RYR	2	VZTB01011882.1	0.2524	0.9681	1254	0	0	0	0	1	1	1078		0	60402	0	0	not_scored	coverage 0.25 < 0.7
GCA_013397245.1	Thryothorus ludovicianus	Aves	RYR	3	VZTB01014661.1	0.2907	0.6569	1442	2	0	2	1.387	1	1	1054		0	60402	0	0	not_scored	coverage 0.29 < 0.7
GCA_013397295.1	Polioptila caerulea	Aves	ITPR2	0	VYXF01001320.1	1	0.98	2700	0	0	0	0	0	1	390		0	50944	0	1	intact	density 0.00 <= bar 1.59
GCA_013397295.1	Polioptila caerulea	Aves	ITPR3	0	VYXF01003972.1	1	0.9732	2670	1	0	1	0.3745	1	1	398	Itpr3	1	50944	0	1	intact	density 0.37 <= bar 1.59
GCA_013397295.1	Polioptila caerulea	Aves	RYR	0	VYXF01004723.1	0.9974	0.977	4955	0	0	0	0	0	1	525	POLCAE_R12426	0	50944	0	1	intact	density 0.00 <= bar 1.59
GCA_013397295.1	Polioptila caerulea	Aves	RYR	1	VYXF01009487.1	1	0.6768	5037	1	0	1	0.1985	0	1	185		0	50944	0	1	intact	density 0.20 <= bar 1.59
GCA_013397395.1	Sinosuthora webbiana	Aves	ITPR1	0	VXBN01013252.1	1	0.9842	2779	0	1	1	0.3598	0	0	31		0	78603	0	1	intact	density 0.36 <= bar 1.59
GCA_013397395.1	Sinosuthora webbiana	Aves	ITPR2	0	VXBN01011463.1	1	0.9819	2700	0	0	0	0	0	1	122		0	78603	0	1	intact	density 0.00 <= bar 1.59
GCA_013397395.1	Sinosuthora webbiana	Aves	ITPR3	0	VXBN01011685.1	0.9652	0.9551	2577	0	0	0	0	1	1	944	Itpr3	1	78603	0	1	intact	density 0.00 <= bar 1.59
GCA_013397395.1	Sinosuthora webbiana	Aves	RYR	0	VXBN01012045.1	1	0.9773	4968	0	0	0	0	0	1	429	Ryr2	1	78603	0	1	intact	density 0.00 <= bar 1.59
GCA_013397395.1	Sinosuthora webbiana	Aves	RYR	1	VXBN01015030.1	1	0.676	5037	1	0	1	0.1985	0	0	1		0	78603	0	1	intact	density 0.20 <= bar 1.59
GCA_013397465.1	Furnarius figulus	Aves	ITPR1	0	VYZD01000015.1	1	0.9853	2779	0	0	0	0	0	1	319	FURFIG_R11996	0	55547	0	1	intact	density 0.00 <= bar 1.59
GCA_013397465.1	Furnarius figulus	Aves	ITPR2	0	VYZD01000396.1	1	0.9796	2700	0	0	0	0	0	1	255		0	55547	0	1	intact	density 0.00 <= bar 1.59
GCA_013397465.1	Furnarius figulus	Aves	ITPR3	0	VYZD01000217.1	1	0.9888	2670	0	0	0	0	0	1	479	Itpr3	1	55547	0	1	intact	density 0.00 <= bar 1.59
GCA_013397465.1	Furnarius figulus	Aves	RYR	0	VYZD01002042.1	0.6228	0.6506	3103	2	0	2	0.6445	1	1	2485	FURFIG_R02901	0	55547	0	0	not_scored	coverage 0.62 < 0.7
GCA_013397465.1	Furnarius figulus	Aves	RYR	1	VYZD01000784.1	0.215	0.9794	1068	0	0	0	0	1	1	1697		0	55547	0	0	not_scored	coverage 0.21 < 0.7
GCA_013397465.1	Furnarius figulus	Aves	RYR	2	VYZD01003068.1	0.2037	0.7391	1012	0	0	0	0	1	1	1746		0	55547	0	0	not_scored	coverage 0.20 < 0.7
GCA_013397495.1	Mionectes macconnelli	Aves	ITPR1	0	VYZC01000789.1	0.6189	0.9849	1720	0	0	0	0	1	1	285		0	72805	0	0	not_scored	coverage 0.62 < 0.7
GCA_013397495.1	Mionectes macconnelli	Aves	ITPR2	0	VYZC01000147.1	1	0.9819	2700	0	0	0	0	0	1	3637		0	72805	0	1	intact	density 0.00 <= bar 1.59
GCA_013397495.1	Mionectes macconnelli	Aves	RYR	0	VYZC01000047.1	1	0.9783	4968	0	0	0	0	0	1	160	Ryr2	1	72805	0	1	intact	density 0.00 <= bar 1.59
GCA_013397495.1	Mionectes macconnelli	Aves	RYR	1	VYZC01000019.1	1	0.6711	5037	0	0	0	0	0	1	2720		0	72805	0	1	intact	density 0.00 <= bar 1.59
GCA_013397535.1	Pterocles burchelli	Aves	ITPR1	0	VYZE01000085.1	1	0.9914	2779	0	0	0	0	0	0	60		0	43196	0	1	intact	density 0.00 <= bar 1.59
GCA_013397535.1	Pterocles burchelli	Aves	ITPR2	0	VYZE01000061.1	0.9885	0.9865	2669	0	0	0	0	0	1	1782		0	43196	0	1	intact	density 0.00 <= bar 1.59
GCA_013397535.1	Pterocles burchelli	Aves	ITPR3	0	VYZE01000639.1	1	0.9857	2664	0	0	0	0	0	0	1	PTEBUR_R13752	0	43196	0	1	intact	density 0.00 <= bar 1.59
GCA_013397535.1	Pterocles burchelli	Aves	RYR	0	VYZE01000008.1	0.993	0.9761	4933	0	0	0	0	0	1	940	Ryr2	1	43196	0	1	intact	density 0.00 <= bar 1.59
GCA_013397635.1	Columbina picui	Aves	ITPR1	0	VYZG01001033.1	1	0.9773	2779	0	0	0	0	0	1	2275	Itpr1	1	24994	0	1	intact	density 0.00 <= bar 1.59
GCA_013397635.1	Columbina picui	Aves	ITPR2	0	VYZG01000419.1	0.9885	0.9693	2669	0	0	0	0	0	1	1516		0	24994	0	1	intact	density 0.00 <= bar 1.59
GCA_013397635.1	Columbina picui	Aves	RYR	0	VYZG01000063.1	1	0.9732	4968	1	0	1	0.2013	0	1	1503	Ryr2	1	24994	0	1	intact	density 0.20 <= bar 1.59
GCA_013397635.1	Columbina picui	Aves	RYR	1	VYZG01000089.1	1	0.6664	5037	3	0	3	0.5956	0	1	585		0	24994	0	1	intact	density 0.60 <= bar 1.59
GCA_013397815.1	Aleadryas rufinucha	Aves	ITPR1	0	VZTH01000998.1	1	0.986	2779	0	0	0	0	0	0	1		0	90297	0	1	intact	density 0.00 <= bar 1.59
GCA_013397815.1	Aleadryas rufinucha	Aves	ITPR2	0	VZTH01019192.1	0.9956	0.9792	2688	0	0	0	0	0	1	748		0	90297	0	1	intact	density 0.00 <= bar 1.59
GCA_013397815.1	Aleadryas rufinucha	Aves	ITPR3	0	VZTH01008759.1	0.9652	0.9981	2577	0	0	0	0	1	0	93	ALERUF_R06457	0	90297	0	1	intact	density 0.00 <= bar 1.59
GCA_013397815.1	Aleadryas rufinucha	Aves	RYR	0	VZTH01000269.1	0.9312	0.9769	4626	0	0	0	0	1	1	247		0	90297	0	1	intact	density 0.00 <= bar 1.59
GCA_013397815.1	Aleadryas rufinucha	Aves	RYR	1	VZTH01018405.1	1	0.6732	5037	0	1	1	0.1985	0	1	666		0	90297	0	1	intact	density 0.20 <= bar 1.59
GCA_013397895.1	Origma solitaria	Aves	ITPR1	0	VZRL01005794.1	1	0.9856	2779	0	0	0	0	0	1	611		0	99117	0	1	intact	density 0.00 <= bar 1.59
GCA_013397895.1	Origma solitaria	Aves	ITPR2	0	VZRL01002161.1	0.9885	0.982	2669	0	0	0	0	0	0	48		0	99117	0	1	intact	density 0.00 <= bar 1.59
GCA_013397895.1	Origma solitaria	Aves	ITPR3	0	VZRL01001132.1	0.7067	0.9942	1887	0	0	0	0	1	1	323	Itpr3_0	1	99117	0	1	intact	density 0.00 <= bar 1.59
GCA_013397895.1	Origma solitaria	Aves	ITPR3	1	VZRL01004771.1	0.2936	0.9836	784	0	0	0	0	1	0	81		0	99117	0	0	not_scored	coverage 0.29 < 0.7
GCA_013397895.1	Origma solitaria	Aves	RYR	0	VZRL01003992.1	0.9976	0.9782	4956	0	0	0	0	0	0	6	Ryr2	1	99117	0	1	intact	density 0.00 <= bar 1.59
GCA_013397895.1	Origma solitaria	Aves	RYR	1	VZRL01002523.1	1	0.6754	5037	0	0	0	0	0	0	1		0	99117	0	1	intact	density 0.00 <= bar 1.59
GCA_013397955.1	Grantiella picta	Aves	ITPR1	0	VZRM01002778.1	1	0.9867	2779	0	0	0	0	0	1	575		0	100624	0	1	intact	density 0.00 <= bar 1.59
GCA_013397955.1	Grantiella picta	Aves	ITPR2	0	VZRM01003629.1	1	0.98	2700	0	0	0	0	0	1	222		0	100624	0	1	intact	density 0.00 <= bar 1.59
GCA_013397955.1	Grantiella picta	Aves	ITPR3	0	VZRM01006298.1	1	0.9819	2670	1	0	1	0.3745	0	1	434	GRAPIC_R11688	0	100624	0	1	intact	density 0.37 <= bar 1.59
GCA_013397955.1	Grantiella picta	Aves	RYR	0	VZRM01002603.1	0.9976	0.9754	4956	0	0	0	0	0	0	34	Ryr2	1	100624	0	1	intact	density 0.00 <= bar 1.59
GCA_013397955.1	Grantiella picta	Aves	RYR	1	VZRM01007608.1	1	0.6765	5037	2	0	2	0.3971	0	0	1		0	100624	0	1	intact	density 0.40 <= bar 1.59
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR1	0	VZRW01010862.1	1	0.9899	2779	0	0	0	0	0	0	0		0	65833	0	1	intact	density 0.00 <= bar 1.59
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR2	0	VZRW01011159.1	0.5063	0.9832	1367	0	0	0	0	1	1	442		0	65833	0	0	not_scored	coverage 0.51 < 0.7
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR3	0	VZRW01011544.1	0.708	0.9857	1886	0	0	0	0	1	1	344	Itpr3_1	1	65833	0	1	intact	density 0.00 <= bar 1.59
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR3	1	VZRW01006512.1	0.2936	0.9835	784	0	0	0	0	1	0	0		0	65833	0	0	not_scored	coverage 0.29 < 0.7
GCA_013398125.1	Aegotheles bennettii	Aves	RYR	0	VZRW01002778.1	0.9764	0.9823	4851	0	0	0	0	1	1	546	Ryr2_1	1	65833	0	1	intact	density 0.00 <= bar 1.59
GCA_013398125.1	Aegotheles bennettii	Aves	RYR	1	VZRW01014125.1	0.9248	0.6709	4658	0	0	0	0	1	1	367		0	65833	0	1	intact	density 0.00 <= bar 1.59
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR1	0	VZRU01011476.1	1	0.9824	2779	0	0	0	0	1	1	1449	PEDTOR_R00561	0	36855	0	1	intact	density 0.00 <= bar 1.59
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR2	0	VZRU01019648.1	0.9885	0.9809	2669	0	0	0	0	0	1	225		0	36855	0	1	intact	density 0.00 <= bar 1.59
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR3	0	VZRU01018657.1	0.9887	0.9871	2634	0	0	0	0	1	0	6	Itpr3	1	36855	0	1	intact	density 0.00 <= bar 1.59
GCA_013398155.1	Pedionomus torquatus	Aves	RYR	0	VZRU01009960.1	0.9974	0.9812	4955	0	0	0	0	0	1	1007	Ryr2	1	36855	0	1	intact	density 0.00 <= bar 1.59
GCA_013398175.1	Climacteris rufus	Aves	ITPR1	0	VZRZ01002771.1	1	0.9813	2779	0	0	0	0	0	1	271	CLIRUF_R00391	0	72434	0	1	intact	density 0.00 <= bar 1.59
GCA_013398175.1	Climacteris rufus	Aves	ITPR2	0	VZRZ01004463.1	1	0.9763	2700	0	0	0	0	0	1	409		0	72434	0	1	intact	density 0.00 <= bar 1.59
GCA_013398175.1	Climacteris rufus	Aves	ITPR3	0	VZRZ01005358.1	1	0.9903	2670	0	0	0	0	0	1	867	Itpr3	1	72434	0	1	intact	density 0.00 <= bar 1.59
GCA_013398175.1	Climacteris rufus	Aves	RYR	0	VZRZ01007597.1	0.9974	0.9782	4955	0	0	0	0	0	1	485	Ryr2	1	72434	0	1	intact	density 0.00 <= bar 1.59
GCA_013398175.1	Climacteris rufus	Aves	RYR	1	VZRZ01002579.1	1	0.6783	5037	0	0	0	0	0	1	282		0	72434	0	1	intact	density 0.00 <= bar 1.59
GCA_013398455.1	Loxia curvirostra	Aves	ITPR1	0	VZSM01004910.1	1	0.9806	2779	0	0	0	0	0	1	352		0	211346	1	1	intact	density 0.00 <= bar 1.59
GCA_013398455.1	Loxia curvirostra	Aves	ITPR2	0	VZSM01004385.1	1	0.9789	2700	0	0	0	0	0	0	1		0	211346	1	1	intact	density 0.00 <= bar 1.59
GCA_013398455.1	Loxia curvirostra	Aves	ITPR3	0	VZSM01006023.1	1	0.9959	2670	0	0	0	0	0	0	73	LOXCUR_R12629	0	211346	1	1	intact	density 0.00 <= bar 1.59
GCA_013398455.1	Loxia curvirostra	Aves	RYR	0	VZSM01006932.1	0.9974	0.9766	4955	0	0	0	0	0	0	1	Ryr2	1	211346	1	1	intact	density 0.00 <= bar 1.59
GCA_013398455.1	Loxia curvirostra	Aves	RYR	1	VZSM01002731.1	1	0.6737	5037	0	0	0	0	0	0	7		0	211346	1	1	intact	density 0.00 <= bar 1.59
GCA_013398575.1	Certhia familiaris	Aves	ITPR1	0	WBNC01000937.1	0.823	0.9821	2287	0	0	0	0	1	0	10	CERFAM_R07849	0	48850	0	1	intact	density 0.00 <= bar 1.59
GCA_013398575.1	Certhia familiaris	Aves	ITPR2	0	WBNC01001413.1	0.7848	0.9802	2119	0	0	0	0	1	1	5000		0	48850	0	1	intact	density 0.00 <= bar 1.59
GCA_013398575.1	Certhia familiaris	Aves	ITPR3	0	WBNC01002225.1	1	0.995	2670	1	0	1	0.3745	0	1	3000	Itpr3	1	48850	0	1	intact	density 0.37 <= bar 1.59
GCA_013398575.1	Certhia familiaris	Aves	RYR	0	WBNC01000059.1	0.9976	0.9675	4956	1	0	1	0.2018	0	1	5000	Ryr2	1	48850	0	1	intact	density 0.20 <= bar 1.59
GCA_013398575.1	Certhia familiaris	Aves	RYR	1	WBNC01000130.1	1	0.6765	5037	1	0	1	0.1985	0	0	0		0	48850	0	1	intact	density 0.20 <= bar 1.59
GCA_013398615.1	Brachypodius melanocephalos	Aves	ITPR1	0	VZSR01001459.1	1	0.9856	2779	0	0	0	0	0	1	142		0	85408	0	1	intact	density 0.00 <= bar 1.59
GCA_013398615.1	Brachypodius melanocephalos	Aves	ITPR2	0	VZSR01002340.1	1	0.98	2700	0	0	0	0	0	1	184		0	85408	0	1	intact	density 0.00 <= bar 1.59
GCA_013398615.1	Brachypodius melanocephalos	Aves	ITPR3	0	VZSR01002526.1	1	0.9522	2670	1	0	1	0.3745	0	1	100	BRAATR_R04662	0	85408	0	1	intact	density 0.37 <= bar 1.59
GCA_013398615.1	Brachypodius melanocephalos	Aves	RYR	0	VZSR01003807.1	1	0.9775	4968	0	0	0	0	0	1	156	Ryr2	1	85408	0	1	intact	density 0.00 <= bar 1.59
GCA_013398615.1	Brachypodius melanocephalos	Aves	RYR	1	VZSR01000520.1	1	0.674	5037	0	0	0	0	0	1	134		0	85408	0	1	intact	density 0.00 <= bar 1.59
GCA_013398795.1	Elachura formosa	Aves	ITPR1	0	WBNG01000009.1	1	0.9838	2779	0	0	0	0	0	1	365		0	43159	0	1	intact	density 0.00 <= bar 1.59
GCA_013398795.1	Elachura formosa	Aves	ITPR2	0	WBNG01000249.1	1	0.9793	2700	0	0	0	0	0	1	10566		0	43159	0	1	intact	density 0.00 <= bar 1.59
GCA_013398795.1	Elachura formosa	Aves	RYR	0	WBNG01000058.1	1	0.9716	4968	0	0	0	0	0	1	745	ELAFOR_R07682	0	43159	0	1	intact	density 0.00 <= bar 1.59
GCA_013398795.1	Elachura formosa	Aves	RYR	1	WBNG01000069.1	1	0.6735	5037	1	0	1	0.1985	0	1	475		0	43159	0	1	intact	density 0.20 <= bar 1.59
GCA_013398835.1	Emberiza fucata	Aves	ITPR1	0	VYZJ01000868.1	0.6222	0.9902	1729	0	0	0	0	1	1	1547		0	19687	0	0	not_scored	coverage 0.62 < 0.7
GCA_013398835.1	Emberiza fucata	Aves	ITPR2	0	VYZJ01000507.1	1	0.9744	2700	0	0	0	0	0	1	475		0	19687	0	1	intact	density 0.00 <= bar 1.59
GCA_013398835.1	Emberiza fucata	Aves	ITPR3	0	VYZJ01001343.1	1	0.9066	2670	2	0	2	0.7491	1	1	1470	EMBFUC_R03987	0	19687	0	1	intact	density 0.75 <= bar 1.59
GCA_013398835.1	Emberiza fucata	Aves	RYR	0	VYZJ01000130.1	1	0.9664	4968	0	0	0	0	0	1	1471	Ryr2	1	19687	0	1	intact	density 0.00 <= bar 1.59
GCA_013398835.1	Emberiza fucata	Aves	RYR	1	VYZJ01000340.1	0.9476	0.6638	4773	2	0	2	0.419	1	1	1241		0	19687	0	1	intact	density 0.42 <= bar 1.59
GCA_013398935.1	Ceuthmochares aereus	Aves	ITPR1	0	VWPQ01001063.1	1	0.9856	2779	0	0	0	0	1	0	1		0	29269	0	1	intact	density 0.00 <= bar 1.59
GCA_013398935.1	Ceuthmochares aereus	Aves	ITPR2	0	VWPQ01000308.1	0.9963	0.973	2690	0	0	0	0	0	1	9495		0	29269	0	1	intact	density 0.00 <= bar 1.59
GCA_013398935.1	Ceuthmochares aereus	Aves	ITPR3	0	VWPQ01011835.1	0.4749	0.9535	1268	0	0	0	0	1	1	800		0	29269	0	0	not_scored	coverage 0.47 < 0.7
GCA_013398935.1	Ceuthmochares aereus	Aves	RYR	0	VWPQ01000040.1	1	0.9793	4968	1	0	1	0.2013	0	1	10773	Ryr2	1	29269	0	1	intact	density 0.20 <= bar 1.59
GCA_013398935.1	Ceuthmochares aereus	Aves	RYR	1	VWPQ01001982.1	0.699	0.6799	3512	0	0	0	0	1	1	895		0	29269	0	0	not_scored	coverage 0.70 < 0.7
GCA_013398955.1	Callaeas wilsoni	Aves	ITPR1	0	VWPU01015536.1	0.6715	0.9861	1866	0	0	0	0	1	0	1		0	118426	0	0	not_scored	coverage 0.67 < 0.7
GCA_013398955.1	Callaeas wilsoni	Aves	ITPR2	0	VWPU01018490.1	1	0.9811	2700	0	0	0	0	1	0	1		0	118426	0	1	intact	density 0.00 <= bar 1.59
GCA_013398955.1	Callaeas wilsoni	Aves	ITPR3	0	VWPU01009981.1	0.7457	0.998	1991	0	0	0	0	1	0	1	Itpr3_1	1	118426	0	1	intact	density 0.00 <= bar 1.59
GCA_013398955.1	Callaeas wilsoni	Aves	ITPR3	1	VWPU01006914.1	0.2547	0.9826	680	0	0	0	0	1	0	1	Itpr3_0	1	118426	0	0	not_scored	coverage 0.25 < 0.7
GCA_013398955.1	Callaeas wilsoni	Aves	RYR	0	VWPU01018445.1	0.9974	0.9776	4955	0	0	0	0	0	0	0	Ryr2	1	118426	0	1	intact	density 0.00 <= bar 1.59
GCA_013398955.1	Callaeas wilsoni	Aves	RYR	1	VWPU01007266.1	1	0.6746	5037	0	1	1	0.1985	0	0	1		0	118426	0	1	intact	density 0.20 <= bar 1.59
GCA_013398975.1	Catharus fuscescens	Aves	ITPR1	0	VWYD01006567.1	0.6956	0.9778	1933	0	0	0	0	1	1	315		0	56061	0	0	not_scored	coverage 0.70 < 0.7
GCA_013398975.1	Catharus fuscescens	Aves	ITPR1	1	VWYD01006459.1	0.2454	0.9853	682	0	0	0	0	1	1	579		0	56061	0	0	not_scored	coverage 0.25 < 0.7
GCA_013398975.1	Catharus fuscescens	Aves	ITPR2	0	VWYD01008180.1	1	0.98	2700	0	0	0	0	0	1	281		0	56061	0	1	intact	density 0.00 <= bar 1.59
GCA_013398975.1	Catharus fuscescens	Aves	ITPR3	0	VWYD01019667.1	1	0.9944	2670	0	0	0	0	1	1	201	Itpr3	1	56061	0	1	intact	density 0.00 <= bar 1.59
GCA_013398975.1	Catharus fuscescens	Aves	RYR	0	VWYD01013793.1	0.9974	0.978	4955	0	0	0	0	0	1	312	CATFUS_R13731	0	56061	0	1	intact	density 0.00 <= bar 1.59
GCA_013398975.1	Catharus fuscescens	Aves	RYR	1	VWYD01065695.1	1	0.6764	5037	0	0	0	0	0	0	25		0	56061	0	1	intact	density 0.00 <= bar 1.59
GCA_013399035.1	Quiscalus mexicanus	Aves	ITPR1	0	VWYF01032520.1	0.6887	0.9667	1914	0	0	0	0	1	0	86	QUIMEX_R00733	0	60532	0	0	not_scored	coverage 0.69 < 0.7
GCA_013399035.1	Quiscalus mexicanus	Aves	ITPR1	1	VWYF01007789.1	0.2479	0.9884	689	0	0	0	0	1	1	130		0	60532	0	0	not_scored	coverage 0.25 < 0.7
GCA_013399035.1	Quiscalus mexicanus	Aves	ITPR2	0	VWYF01003474.1	0.5615	0.9802	1516	0	0	0	0	1	0	0		0	60532	0	0	not_scored	coverage 0.56 < 0.7
GCA_013399035.1	Quiscalus mexicanus	Aves	ITPR3	0	VWYF01000032.1	1	0.9935	2670	1	0	1	0.3745	0	1	505	Itpr3	1	60532	0	1	intact	density 0.37 <= bar 1.59
GCA_013399035.1	Quiscalus mexicanus	Aves	RYR	0	VWYF01012987.1	0.7816	0.9761	3883	0	0	0	0	1	0	0		0	60532	0	1	intact	density 0.00 <= bar 1.59
GCA_013399035.1	Quiscalus mexicanus	Aves	RYR	1	VWYF01015411.1	0.8878	0.6693	4472	0	0	0	0	1	0	30		0	60532	0	1	intact	density 0.00 <= bar 1.59
GCA_013399075.1	Chloroceryle aenea	Aves	ITPR1	0	VWZY01001946.1	0.991	0.9848	2754	0	1	1	0.3631	1	1	1183	CHLAEN_R10158	0	34835	0	1	intact	density 0.36 <= bar 1.59
GCA_013399075.1	Chloroceryle aenea	Aves	ITPR2	0	VWZY01002652.1	0.7715	0.9827	2083	0	0	0	0	0	1	550		0	34835	0	1	intact	density 0.00 <= bar 1.59
GCA_013399075.1	Chloroceryle aenea	Aves	ITPR3	0	VWZY01000040.1	0.991	0.9753	2640	1	0	1	0.3788	0	1	1367	CHLAEN_R07046	0	34835	0	1	intact	density 0.38 <= bar 1.59
