panel	accession	organism	vclass	cell	full_found	full_coverage	full_bait	panel_found	panel_coverage	panel_bait	direction	full_coverage_distance_from_bar
basal_only	GCA_013396875.1	Vireo altiloquus	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCA_013396875.1	Vireo altiloquus	Aves	ITPR3	1	1.0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.3
basal_only	GCA_013396875.1	Vireo altiloquus	Aves	RYR	1	0.9974	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.2974
no_ryr_control	GCA_013396875.1	Vireo altiloquus	Aves	RYR	1	0.9974	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.2974
drop_ITPR1_baits	GCA_013396875.1	Vireo altiloquus	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_013396875.1	Vireo altiloquus	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCA_013396875.1	Vireo altiloquus	Aves	ITPR3	1	1.0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.3
basal_only	GCA_013396935.1	Baryphthengus martii	Aves	ITPR2	1	0.9885	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.2885
basal_only	GCA_013396935.1	Baryphthengus martii	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_013396935.1	Baryphthengus martii	Aves	ITPR2	1	0.9885	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.2885
drop_ITPR3_baits	GCA_013396935.1	Baryphthengus martii	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCA_013396975.1	Bucco capensis	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_013396975.1	Bucco capensis	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_013396975.1	Bucco capensis	Aves	ITPR2	0	0.0		1	0.9993	A0A672UP22|ITPR2|Strigops_habroptila	gain	0.7
basal_only	GCA_013397015.1	Myiagra hebetior	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCA_013397015.1	Myiagra hebetior	Aves	ITPR2	1	0.9885	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.2885
basal_only	GCA_013397015.1	Myiagra hebetior	Aves	ITPR3	1	1.0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.3
basal_only	GCA_013397015.1	Myiagra hebetior	Aves	RYR	1	0.9974	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.2974
no_ryr_control	GCA_013397015.1	Myiagra hebetior	Aves	RYR	1	0.9974	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.2974
drop_ITPR1_baits	GCA_013397015.1	Myiagra hebetior	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_013397015.1	Myiagra hebetior	Aves	ITPR2	1	0.9885	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.2885
drop_ITPR3_baits	GCA_013397015.1	Myiagra hebetior	Aves	ITPR3	1	1.0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.3
basal_only	GCA_013397245.1	Thryothorus ludovicianus	Aves	ITPR2	1	0.877	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.177
drop_ITPR2_baits	GCA_013397245.1	Thryothorus ludovicianus	Aves	ITPR1	0	0.5156	A0ABM4F3U0|ITPR1|Apteryx_mantelli	1	0.8705	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	gain	0.1844
drop_ITPR2_baits	GCA_013397245.1	Thryothorus ludovicianus	Aves	ITPR2	1	0.877	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.177
basal_only	GCA_013397295.1	Polioptila caerulea	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCA_013397295.1	Polioptila caerulea	Aves	ITPR3	1	1.0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.3
basal_only	GCA_013397295.1	Polioptila caerulea	Aves	RYR	1	0.9974	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.2974
no_ryr_control	GCA_013397295.1	Polioptila caerulea	Aves	RYR	1	0.9974	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.2974
drop_ITPR2_baits	GCA_013397295.1	Polioptila caerulea	Aves	ITPR1	0	0.0		1	0.995	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	gain	0.7
drop_ITPR2_baits	GCA_013397295.1	Polioptila caerulea	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCA_013397295.1	Polioptila caerulea	Aves	ITPR1	0	0.0		1	0.9975	A0ABM4F3U0|ITPR1|Apteryx_mantelli	gain	0.7
drop_ITPR3_baits	GCA_013397295.1	Polioptila caerulea	Aves	ITPR3	1	1.0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.3
basal_only	GCA_013397395.1	Sinosuthora webbiana	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCA_013397395.1	Sinosuthora webbiana	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCA_013397395.1	Sinosuthora webbiana	Aves	ITPR3	1	0.9652	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.2652
basal_only	GCA_013397395.1	Sinosuthora webbiana	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
no_ryr_control	GCA_013397395.1	Sinosuthora webbiana	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_013397395.1	Sinosuthora webbiana	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_013397395.1	Sinosuthora webbiana	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCA_013397395.1	Sinosuthora webbiana	Aves	ITPR3	1	0.9652	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.2652
basal_only	GCA_013397465.1	Furnarius figulus	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCA_013397465.1	Furnarius figulus	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCA_013397465.1	Furnarius figulus	Aves	ITPR3	1	1.0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_013397465.1	Furnarius figulus	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_013397465.1	Furnarius figulus	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCA_013397465.1	Furnarius figulus	Aves	ITPR3	1	1.0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.3
basal_only	GCA_013397495.1	Mionectes macconnelli	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCA_013397495.1	Mionectes macconnelli	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
no_ryr_control	GCA_013397495.1	Mionectes macconnelli	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_013397495.1	Mionectes macconnelli	Aves	ITPR1	0	0.6189	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1	0.9996	Q14643|ITPR1|Homo_sapiens|ITPR1	gain	0.0811
drop_ITPR2_baits	GCA_013397495.1	Mionectes macconnelli	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCA_013397535.1	Pterocles burchelli	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCA_013397535.1	Pterocles burchelli	Aves	ITPR2	1	0.9885	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.2885
basal_only	GCA_013397535.1	Pterocles burchelli	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCA_013397535.1	Pterocles burchelli	Aves	RYR	1	0.993	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.293
no_ryr_control	GCA_013397535.1	Pterocles burchelli	Aves	RYR	1	0.993	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.293
drop_ITPR1_baits	GCA_013397535.1	Pterocles burchelli	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_013397535.1	Pterocles burchelli	Aves	ITPR2	1	0.9885	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.2885
drop_ITPR3_baits	GCA_013397535.1	Pterocles burchelli	Aves	ITPR3	1	1.0	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.3
basal_only	GCA_013397635.1	Columbina picui	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCA_013397635.1	Columbina picui	Aves	ITPR2	1	0.9885	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.2885
basal_only	GCA_013397635.1	Columbina picui	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
no_ryr_control	GCA_013397635.1	Columbina picui	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_013397635.1	Columbina picui	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_013397635.1	Columbina picui	Aves	ITPR2	1	0.9885	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.2885
basal_only	GCA_013397815.1	Aleadryas rufinucha	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCA_013397815.1	Aleadryas rufinucha	Aves	ITPR2	1	0.9956	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.2956
basal_only	GCA_013397815.1	Aleadryas rufinucha	Aves	ITPR3	1	0.9652	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.2652
basal_only	GCA_013397815.1	Aleadryas rufinucha	Aves	RYR	1	0.9312	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.2312
no_ryr_control	GCA_013397815.1	Aleadryas rufinucha	Aves	RYR	1	0.9312	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.2312
drop_ITPR1_baits	GCA_013397815.1	Aleadryas rufinucha	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_013397815.1	Aleadryas rufinucha	Aves	ITPR2	1	0.9956	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.2956
drop_ITPR3_baits	GCA_013397815.1	Aleadryas rufinucha	Aves	ITPR3	1	0.9652	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.2652
basal_only	GCA_013397895.1	Origma solitaria	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCA_013397895.1	Origma solitaria	Aves	ITPR2	1	0.9885	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.2885
basal_only	GCA_013397895.1	Origma solitaria	Aves	ITPR3	1	0.7067	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.0067
basal_only	GCA_013397895.1	Origma solitaria	Aves	RYR	1	0.9976	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.2976
no_ryr_control	GCA_013397895.1	Origma solitaria	Aves	RYR	1	0.9976	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.2976
drop_ITPR1_baits	GCA_013397895.1	Origma solitaria	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_013397895.1	Origma solitaria	Aves	ITPR2	1	0.9885	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.2885
drop_ITPR3_baits	GCA_013397895.1	Origma solitaria	Aves	ITPR3	1	0.7067	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.0067
basal_only	GCA_013397955.1	Grantiella picta	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCA_013397955.1	Grantiella picta	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCA_013397955.1	Grantiella picta	Aves	ITPR3	1	1.0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.3
basal_only	GCA_013397955.1	Grantiella picta	Aves	RYR	1	0.9976	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.2976
no_ryr_control	GCA_013397955.1	Grantiella picta	Aves	RYR	1	0.9976	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.2976
drop_ITPR1_baits	GCA_013397955.1	Grantiella picta	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_013397955.1	Grantiella picta	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCA_013397955.1	Grantiella picta	Aves	ITPR3	1	1.0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.3
basal_only	GCA_013398125.1	Aegotheles bennettii	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCA_013398125.1	Aegotheles bennettii	Aves	ITPR3	1	0.708	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.008
basal_only	GCA_013398125.1	Aegotheles bennettii	Aves	RYR	1	0.9764	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.2764
no_ryr_control	GCA_013398125.1	Aegotheles bennettii	Aves	RYR	1	0.9764	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.2764
drop_ITPR1_baits	GCA_013398125.1	Aegotheles bennettii	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_013398125.1	Aegotheles bennettii	Aves	ITPR2	0	0.5063	A0A672UP22|ITPR2|Strigops_habroptila	1	0.9993	A0A672UP22|ITPR2|Strigops_habroptila	gain	0.1937
drop_ITPR3_baits	GCA_013398125.1	Aegotheles bennettii	Aves	ITPR3	1	0.708	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.008
basal_only	GCA_013398155.1	Pedionomus torquatus	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCA_013398155.1	Pedionomus torquatus	Aves	ITPR2	1	0.9885	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.2885
basal_only	GCA_013398155.1	Pedionomus torquatus	Aves	ITPR3	1	0.9887	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.2887
basal_only	GCA_013398155.1	Pedionomus torquatus	Aves	RYR	1	0.9974	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.2974
no_ryr_control	GCA_013398155.1	Pedionomus torquatus	Aves	RYR	1	0.9974	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.2974
drop_ITPR1_baits	GCA_013398155.1	Pedionomus torquatus	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_013398155.1	Pedionomus torquatus	Aves	ITPR2	1	0.9885	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.2885
drop_ITPR3_baits	GCA_013398155.1	Pedionomus torquatus	Aves	ITPR3	1	0.9887	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0	0.0		loss	0.2887
basal_only	GCA_013398175.1	Climacteris rufus	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCA_013398175.1	Climacteris rufus	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCA_013398175.1	Climacteris rufus	Aves	ITPR3	1	1.0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.3
basal_only	GCA_013398175.1	Climacteris rufus	Aves	RYR	1	0.9974	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.2974
no_ryr_control	GCA_013398175.1	Climacteris rufus	Aves	RYR	1	0.9974	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.2974
drop_ITPR1_baits	GCA_013398175.1	Climacteris rufus	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_013398175.1	Climacteris rufus	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCA_013398175.1	Climacteris rufus	Aves	ITPR3	1	1.0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.3
basal_only	GCA_013398455.1	Loxia curvirostra	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCA_013398455.1	Loxia curvirostra	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCA_013398455.1	Loxia curvirostra	Aves	ITPR3	1	1.0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.3
basal_only	GCA_013398455.1	Loxia curvirostra	Aves	RYR	1	0.9974	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.2974
no_ryr_control	GCA_013398455.1	Loxia curvirostra	Aves	RYR	1	0.9974	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.2974
drop_ITPR1_baits	GCA_013398455.1	Loxia curvirostra	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_013398455.1	Loxia curvirostra	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCA_013398455.1	Loxia curvirostra	Aves	ITPR3	1	1.0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.3
basal_only	GCA_013398575.1	Certhia familiaris	Aves	ITPR1	1	0.823	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.123
basal_only	GCA_013398575.1	Certhia familiaris	Aves	ITPR2	1	0.7848	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.0848
basal_only	GCA_013398575.1	Certhia familiaris	Aves	ITPR3	1	1.0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.3
basal_only	GCA_013398575.1	Certhia familiaris	Aves	RYR	1	0.9976	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.2976
no_ryr_control	GCA_013398575.1	Certhia familiaris	Aves	RYR	1	0.9976	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.2976
drop_ITPR1_baits	GCA_013398575.1	Certhia familiaris	Aves	ITPR1	1	0.823	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.123
drop_ITPR2_baits	GCA_013398575.1	Certhia familiaris	Aves	ITPR2	1	0.7848	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.0848
drop_ITPR3_baits	GCA_013398575.1	Certhia familiaris	Aves	ITPR3	1	1.0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.3
basal_only	GCA_013398615.1	Brachypodius melanocephalos	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCA_013398615.1	Brachypodius melanocephalos	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCA_013398615.1	Brachypodius melanocephalos	Aves	ITPR3	1	1.0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.3
basal_only	GCA_013398615.1	Brachypodius melanocephalos	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
no_ryr_control	GCA_013398615.1	Brachypodius melanocephalos	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_013398615.1	Brachypodius melanocephalos	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_013398615.1	Brachypodius melanocephalos	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCA_013398615.1	Brachypodius melanocephalos	Aves	ITPR3	1	1.0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.3
basal_only	GCA_013398795.1	Elachura formosa	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCA_013398795.1	Elachura formosa	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCA_013398795.1	Elachura formosa	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
no_ryr_control	GCA_013398795.1	Elachura formosa	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_013398795.1	Elachura formosa	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_013398795.1	Elachura formosa	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCA_013398835.1	Emberiza fucata	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCA_013398835.1	Emberiza fucata	Aves	ITPR3	1	1.0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.3
basal_only	GCA_013398835.1	Emberiza fucata	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
no_ryr_control	GCA_013398835.1	Emberiza fucata	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_013398835.1	Emberiza fucata	Aves	ITPR1	0	0.6222	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	1	1.0	A0ABM4F3U0|ITPR1|Apteryx_mantelli	gain	0.0778
drop_ITPR2_baits	GCA_013398835.1	Emberiza fucata	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
drop_ITPR3_baits	GCA_013398835.1	Emberiza fucata	Aves	ITPR3	1	1.0	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.3
basal_only	GCA_013398935.1	Ceuthmochares aereus	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
basal_only	GCA_013398935.1	Ceuthmochares aereus	Aves	ITPR2	1	0.9963	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.2963
basal_only	GCA_013398935.1	Ceuthmochares aereus	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
no_ryr_control	GCA_013398935.1	Ceuthmochares aereus	Aves	RYR	1	1.0	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.3
drop_ITPR1_baits	GCA_013398935.1	Ceuthmochares aereus	Aves	ITPR1	1	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0	0.0		loss	0.3
drop_ITPR2_baits	GCA_013398935.1	Ceuthmochares aereus	Aves	ITPR2	1	0.9963	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.2963
basal_only	GCA_013398955.1	Callaeas wilsoni	Aves	ITPR2	1	1.0	A0A672UP22|ITPR2|Strigops_habroptila	0	0.0		loss	0.3
basal_only	GCA_013398955.1	Callaeas wilsoni	Aves	ITPR3	1	0.7457	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0	0.0		loss	0.0457
basal_only	GCA_013398955.1	Callaeas wilsoni	Aves	RYR	1	0.9974	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0	0.0		loss	0.2974
