accession	organism	vclass	cell	ledger_status	gene_present	has_reference_proteome	proteome_id	n_family_protein_records_species	n_records_resolving_to_any_cell	n_records_resolving_to_cell	recovery_channel
GCF_023851605.1	Tamandua tetradactyla	Mammalia	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_023851605.1	Tamandua tetradactyla	Mammalia	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_023851605.1	Tamandua tetradactyla	Mammalia	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_024166365.1	Elephas maximus indicus	Mammalia	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_024166365.1	Elephas maximus indicus	Mammalia	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_024166365.1	Elephas maximus indicus	Mammalia	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_024166365.1	Elephas maximus indicus	Mammalia	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_025201925.1	Gopherus flavomarginatus	Testudines	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_027409185.1	Cynocephalus volans	Mammalia	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_027409825.1	Scomber japonicus	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_027579695.1	Neoarius graeffei	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_027579735.1	Bombina bombina	Amphibia	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_027579735.1	Bombina bombina	Amphibia	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_027579735.1	Bombina bombina	Amphibia	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_027579735.1	Bombina bombina	Amphibia	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_027595985.1	Sorex araneus	Mammalia	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_027595985.1	Sorex araneus	Mammalia	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_027595985.1	Sorex araneus	Mammalia	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_027595985.1	Sorex araneus	Mammalia	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_028372415.1	Notamacropus eugenii	Mammalia	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_028389875.1	Rhea pennata	Aves	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_028389875.1	Rhea pennata	Aves	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_028389875.1	Rhea pennata	Aves	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_028389875.1	Rhea pennata	Aves	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_028858725.1	Colius striatus	Aves	ITPR1	found_annotated	1	1	UP000053615	3	0	0	genome_only:records_exist_but_none_full_length
GCF_028858725.1	Colius striatus	Aves	ITPR2	found_annotated	1	1	UP000053615	3	0	0	genome_only:records_exist_but_none_full_length
GCF_028858725.1	Colius striatus	Aves	ITPR3	found_annotated	1	1	UP000053615	3	0	0	genome_only:records_exist_but_none_full_length
GCF_028858725.1	Colius striatus	Aves	RYR	found_annotated	1	1	UP000053615	3	0	0	genome_only:records_exist_but_none_full_length
GCF_029633855.1	Hoplias malabaricus	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_029633855.1	Hoplias malabaricus	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_029633855.1	Hoplias malabaricus	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_029633855.1	Hoplias malabaricus	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_029633865.1	Lampris incognitus	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_029633865.1	Lampris incognitus	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_029633865.1	Lampris incognitus	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_029633865.1	Lampris incognitus	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_030020395.1	Manis pentadactyla	Mammalia	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_030020395.1	Manis pentadactyla	Mammalia	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_030020395.1	Manis pentadactyla	Mammalia	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_030020395.1	Manis pentadactyla	Mammalia	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_030445035.2	Dasypus novemcinctus	Mammalia	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_030445035.2	Dasypus novemcinctus	Mammalia	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_030445035.2	Dasypus novemcinctus	Mammalia	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_030445035.2	Dasypus novemcinctus	Mammalia	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_030463565.1	Pelecanus crispus	Aves	ITPR1	found_annotated	1	1	UP000054150	1	0	0	genome_only:records_exist_but_none_full_length
GCF_030463565.1	Pelecanus crispus	Aves	ITPR2	found_annotated	1	1	UP000054150	1	0	0	genome_only:records_exist_but_none_full_length
GCF_030463565.1	Pelecanus crispus	Aves	ITPR3	found_annotated	1	1	UP000054150	1	0	0	genome_only:records_exist_but_none_full_length
GCF_030463565.1	Pelecanus crispus	Aves	RYR	found_annotated	1	1	UP000054150	1	0	0	genome_only:records_exist_but_none_full_length
GCF_030490865.1	Poecile atricapillus	Aves	ITPR1	found_annotated	1	1	UP000540071	4	2	0	genome_only:no_record_resolves_to_this_paralog
GCF_030490865.1	Poecile atricapillus	Aves	ITPR2	found_annotated	1	1	UP000540071	4	2	0	genome_only:no_record_resolves_to_this_paralog
GCF_030490865.1	Poecile atricapillus	Aves	ITPR3	found_annotated	1	1	UP000540071	4	2	1	protein_database_and_genome
GCF_030490865.1	Poecile atricapillus	Aves	RYR	found_annotated	1	1	UP000540071	4	2	1	protein_database_and_genome
GCF_030867095.1	Alligator mississippiensis	Crocodylia	ITPR1	found_annotated	1	1	UP000050525	20	7	0	genome_only:no_record_resolves_to_this_paralog
GCF_030867095.1	Alligator mississippiensis	Crocodylia	ITPR2	found_annotated	1	1	UP000050525	20	7	1	protein_database_and_genome
GCF_030867095.1	Alligator mississippiensis	Crocodylia	ITPR3	found_annotated	1	1	UP000050525	20	7	1	protein_database_and_genome
GCF_030867095.1	Alligator mississippiensis	Crocodylia	RYR	found_annotated	1	1	UP000050525	20	7	5	protein_database_and_genome
GCF_030867145.1	Opisthocomus hoazin	Aves	ITPR1	found_annotated	1	1	UP000053605	3	2	1	protein_database_and_genome
GCF_030867145.1	Opisthocomus hoazin	Aves	ITPR2	found_annotated	1	1	UP000053605	3	2	0	genome_only:no_record_resolves_to_this_paralog
GCF_030867145.1	Opisthocomus hoazin	Aves	ITPR3	found_annotated	1	1	UP000053605	3	2	0	genome_only:no_record_resolves_to_this_paralog
GCF_030867145.1	Opisthocomus hoazin	Aves	RYR	found_annotated	1	1	UP000053605	3	2	1	protein_database_and_genome
GCF_030936135.1	Gavia stellata	Aves	ITPR1	found_annotated	1	1	UP000054313	1	0	0	genome_only:records_exist_but_none_full_length
GCF_030936135.1	Gavia stellata	Aves	ITPR2	found_annotated	1	1	UP000054313	1	0	0	genome_only:records_exist_but_none_full_length
GCF_030936135.1	Gavia stellata	Aves	ITPR3	found_annotated	1	1	UP000054313	1	0	0	genome_only:records_exist_but_none_full_length
GCF_030936135.1	Gavia stellata	Aves	RYR	found_annotated	1	1	UP000054313	1	0	0	genome_only:records_exist_but_none_full_length
GCF_033026475.1	Channa argus	Actinopteri	ITPR1	found_annotated	1	1	UP000503349	9	8	2	protein_database_and_genome
GCF_033026475.1	Channa argus	Actinopteri	ITPR2	found_annotated	1	1	UP000503349	9	8	1	protein_database_and_genome
GCF_033026475.1	Channa argus	Actinopteri	ITPR3	found_annotated	1	1	UP000503349	9	8	1	protein_database_and_genome
GCF_033026475.1	Channa argus	Actinopteri	RYR	found_annotated	1	1	UP000503349	9	8	4	protein_database_and_genome
GCF_033807715.1	Cololabis saira	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_033807715.1	Cololabis saira	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_033807715.1	Cololabis saira	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_033807715.1	Cololabis saira	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_033978785.1	Entelurus aequoreus	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_033978785.1	Entelurus aequoreus	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_033978785.1	Entelurus aequoreus	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_033978785.1	Entelurus aequoreus	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_034619465.1	Leptosomus discolor	Aves	ITPR1	found_annotated	1	1	UP000053001	1	0	0	genome_only:records_exist_but_none_full_length
GCF_034619465.1	Leptosomus discolor	Aves	ITPR2	found_annotated	1	1	UP000053001	1	0	0	genome_only:records_exist_but_none_full_length
GCF_034619465.1	Leptosomus discolor	Aves	ITPR3	found_annotated	1	1	UP000053001	1	0	0	genome_only:records_exist_but_none_full_length
GCF_034619465.1	Leptosomus discolor	Aves	RYR	found_annotated	1	1	UP000053001	1	0	0	genome_only:records_exist_but_none_full_length
GCF_034638445.1	Ciconia boyciana	Aves	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_034638445.1	Ciconia boyciana	Aves	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_034638445.1	Ciconia boyciana	Aves	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_034638445.1	Ciconia boyciana	Aves	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_034702125.1	Engraulis encrasicolus	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_035084215.1	Heptranchias perlo	Chondrichthyes	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_035084215.1	Heptranchias perlo	Chondrichthyes	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_035084215.1	Heptranchias perlo	Chondrichthyes	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_035084215.1	Heptranchias perlo	Chondrichthyes	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_035582795.1	Mycteria americana	Aves	ITPR1	found_annotated	1	1	UP001333110	3	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_035582795.1	Mycteria americana	Aves	ITPR2	found_annotated	1	1	UP001333110	3	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_035582795.1	Mycteria americana	Aves	ITPR3	found_annotated	1	1	UP001333110	3	1	1	protein_database_and_genome
GCF_035582795.1	Mycteria americana	Aves	RYR	found_annotated	1	1	UP001333110	3	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_035609145.1	Eleutherodactylus coqui	Amphibia	ITPR1	found_annotated	1	1	UP000770717	18	10	0	genome_only:no_record_resolves_to_this_paralog
GCF_035609145.1	Eleutherodactylus coqui	Amphibia	ITPR2	found_annotated	1	1	UP000770717	18	10	0	genome_only:no_record_resolves_to_this_paralog
GCF_035609145.1	Eleutherodactylus coqui	Amphibia	ITPR3	found_annotated	1	1	UP000770717	18	10	0	genome_only:no_record_resolves_to_this_paralog
GCF_035609145.1	Eleutherodactylus coqui	Amphibia	RYR	found_annotated	1	1	UP000770717	18	10	10	protein_database_and_genome
GCF_036013445.1	Caloenas nicobarica	Aves	ITPR1	found_annotated	1	1	UP000546235	5	2	0	genome_only:no_record_resolves_to_this_paralog
GCF_036013445.1	Caloenas nicobarica	Aves	ITPR2	found_annotated	1	1	UP000546235	5	2	0	genome_only:no_record_resolves_to_this_paralog
GCF_036013445.1	Caloenas nicobarica	Aves	ITPR3	found_annotated	1	1	UP000546235	5	2	1	protein_database_and_genome
GCF_036013445.1	Caloenas nicobarica	Aves	RYR	found_annotated	1	1	UP000546235	5	2	1	protein_database_and_genome
GCF_036365525.1	Heterodontus francisci	Chondrichthyes	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_036365525.1	Heterodontus francisci	Chondrichthyes	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_036365525.1	Heterodontus francisci	Chondrichthyes	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_036365525.1	Heterodontus francisci	Chondrichthyes	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_036370855.1	Dromaius novaehollandiae	Aves	ITPR1	found_annotated	1	1	UP000694423	26	21	6	protein_database_and_genome
GCF_036370855.1	Dromaius novaehollandiae	Aves	ITPR2	found_annotated	1	1	UP000694423	26	21	3	protein_database_and_genome
GCF_036370855.1	Dromaius novaehollandiae	Aves	ITPR3	found_annotated	1	1	UP000694423	26	21	2	protein_database_and_genome
GCF_036370855.1	Dromaius novaehollandiae	Aves	RYR	found_annotated	1	1	UP000694423	26	21	10	protein_database_and_genome
GCF_036373705.1	Amia ocellicauda	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_036373705.1	Amia ocellicauda	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_036373705.1	Amia ocellicauda	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_036373705.1	Amia ocellicauda	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_036417535.1	Chlamydotis macqueenii	Aves	ITPR1	found_annotated	1	1	UP000053330	3	1	1	protein_database_and_genome
GCF_036417535.1	Chlamydotis macqueenii	Aves	ITPR2	found_annotated	1	1	UP000053330	3	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_036417535.1	Chlamydotis macqueenii	Aves	ITPR3	found_annotated	1	1	UP000053330	3	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_036417535.1	Chlamydotis macqueenii	Aves	RYR	found_annotated	1	1	UP000053330	3	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_036417845.1	Apteryx mantelli	Aves	ITPR1	found_annotated	1	1	UP001652627	6	5	1	protein_database_and_genome
GCF_036417845.1	Apteryx mantelli	Aves	ITPR2	found_annotated	1	1	UP001652627	6	5	1	protein_database_and_genome
GCF_036417845.1	Apteryx mantelli	Aves	ITPR3	found_annotated	1	1	UP001652627	6	5	1	protein_database_and_genome
GCF_036417845.1	Apteryx mantelli	Aves	RYR	found_annotated	1	1	UP001652627	6	5	2	protein_database_and_genome
GCF_036850765.1	Saccopteryx bilineata	Mammalia	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_036850765.1	Saccopteryx bilineata	Mammalia	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_036850765.1	Saccopteryx bilineata	Mammalia	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_036850765.1	Saccopteryx bilineata	Mammalia	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_036971445.1	Narcine bancroftii	Chondrichthyes	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_036971445.1	Narcine bancroftii	Chondrichthyes	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_036971445.1	Narcine bancroftii	Chondrichthyes	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_036971445.1	Narcine bancroftii	Chondrichthyes	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_037157495.1	Lathamus discolor	Aves	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_037157495.1	Lathamus discolor	Aves	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_037157495.1	Lathamus discolor	Aves	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_037157495.1	Lathamus discolor	Aves	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	ITPR1	found_annotated	1	1	UP000008672	10	4	1	protein_database_and_genome
GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	ITPR2	found_annotated	1	1	UP000008672	10	4	0	genome_only:no_record_resolves_to_this_paralog
GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	ITPR3	found_annotated	1	1	UP000008672	10	4	1	protein_database_and_genome
GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	RYR	found_annotated	1	1	UP000008672	10	4	2	protein_database_and_genome
GCF_037893015.1	Macrotis lagotis	Mammalia	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_037893015.1	Macrotis lagotis	Mammalia	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_037893015.1	Macrotis lagotis	Mammalia	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_037893015.1	Macrotis lagotis	Mammalia	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_039877785.1	Chaetodon trifascialis	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_040054535.1	Antennarius striatus	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_040054535.1	Antennarius striatus	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_040054535.1	Antennarius striatus	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_040054535.1	Antennarius striatus	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_040807025.1	Struthio camelus	Aves	ITPR1	found_annotated	1	1	UP000053584	2	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_040807025.1	Struthio camelus	Aves	ITPR2	found_annotated	1	1	UP000053584	2	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_040807025.1	Struthio camelus	Aves	ITPR3	found_annotated	1	1	UP000053584	2	1	1	protein_database_and_genome
GCF_040807025.1	Struthio camelus	Aves	RYR	found_annotated	1	1	UP000053584	2	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	ITPR1	found_annotated	1	1	UP000018468	9	8	2	protein_database_and_genome
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	ITPR2	found_annotated	1	1	UP000018468	9	8	2	protein_database_and_genome
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	ITPR3	found_annotated	1	1	UP000018468	9	8	1	protein_database_and_genome
GCF_040954835.1	Lepisosteus oculatus	Actinopteri	RYR	found_annotated	1	1	UP000018468	9	8	3	protein_database_and_genome
GCF_041296385.2	Aphelocoma coerulescens	Aves	ITPR1	found_annotated	1	1	UP000575874	4	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_041296385.2	Aphelocoma coerulescens	Aves	ITPR2	found_annotated	1	1	UP000575874	4	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_041296385.2	Aphelocoma coerulescens	Aves	ITPR3	found_annotated	1	1	UP000575874	4	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_041296385.2	Aphelocoma coerulescens	Aves	RYR	found_annotated	1	1	UP000575874	4	1	1	protein_database_and_genome
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	found_annotated	1	1	UP000314983	29	22	3	protein_database_and_genome
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR2	found_annotated	1	1	UP000314983	29	22	4	protein_database_and_genome
GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR3	found_annotated	1	1	UP000314983	29	22	5	protein_database_and_genome
GCF_041902795.1	Electrophorus electricus	Actinopteri	RYR	found_annotated	1	1	UP000314983	29	22	10	protein_database_and_genome
GCF_042186555.1	Aquarana catesbeiana	Amphibia	ITPR1	assembly_gap	1	1	UP000228934	12	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_042186555.1	Aquarana catesbeiana	Amphibia	ITPR2	found_annotated	1	1	UP000228934	12	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_042186555.1	Aquarana catesbeiana	Amphibia	ITPR3	found_annotated	1	1	UP000228934	12	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_042186555.1	Aquarana catesbeiana	Amphibia	RYR	found_annotated	1	1	UP000228934	12	1	1	protein_database_and_genome
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_042242105.1	Pempheris klunzingeri	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	found_annotated	1	1	UP000694548	5	5	1	protein_database_and_genome
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR2	found_annotated	1	1	UP000694548	5	5	0	genome_only:no_record_resolves_to_this_paralog
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR3	found_annotated	1	1	UP000694548	5	5	4	protein_database_and_genome
GCF_043380555.1	Nothobranchius furzeri	Actinopteri	RYR	found_annotated	1	1	UP000694548	5	5	0	genome_only:no_record_resolves_to_this_paralog
GCF_045865225.1	Trachurus japonicus	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_045865225.1	Trachurus japonicus	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_045865225.1	Trachurus japonicus	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_045865225.1	Trachurus japonicus	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_046128005.1	Genypterus blacodes	Actinopteri	ITPR1	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_046128005.1	Genypterus blacodes	Actinopteri	ITPR2	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_046128005.1	Genypterus blacodes	Actinopteri	ITPR3	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_046128005.1	Genypterus blacodes	Actinopteri	RYR	found_annotated	1	0		0	0	0	genome_only:no_reference_proteome
GCF_047370975.1	Nipponia nippon	Aves	ITPR1	found_annotated	1	1	UP000053283	1	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_047370975.1	Nipponia nippon	Aves	ITPR2	found_annotated	1	1	UP000053283	1	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_047370975.1	Nipponia nippon	Aves	ITPR3	found_annotated	1	1	UP000053283	1	1	0	genome_only:no_record_resolves_to_this_paralog
GCF_047370975.1	Nipponia nippon	Aves	RYR	found_annotated	1	1	UP000053283	1	1	1	protein_database_and_genome
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	ITPR1	found_annotated	1	1	UP000287033	7	6	2	protein_database_and_genome
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	ITPR2	found_annotated	1	1	UP000287033	7	6	1	protein_database_and_genome
GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	ITPR3	found_annotated	1	1	UP000287033	7	6	0	genome_only:no_record_resolves_to_this_paralog
