accession	organism	vclass	cell	bait	bait_species	bait_band	bait_group	bait_origin	identity	coverage	aligned	found
GCA_006937325.1	Anomalopteryx didiformis	Aves	RYR	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Gallus_gallus	aves	bird	s3_seed	0.9043	0.7081	1	1
GCA_006937325.1	Anomalopteryx didiformis	Aves	RYR	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s3_seed	0.6345	0.7063	1	1
GCA_006937325.1	Anomalopteryx didiformis	Aves	RYR	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	Petromyzon_marinus	cyclostomata	cyclostome	s3_seed	0.6367	0.7105	1	1
GCA_006937325.1	Anomalopteryx didiformis	Aves	RYR	Q92736|RYR2|Homo_sapiens|RYR2	Homo_sapiens	mammalia	mammal	s3_seed	0.8661	0.7053	1	1
GCA_006937325.1	Anomalopteryx didiformis	Aves	RYR	A0A3Q0HBW9|RYR|Alligator_sinensis	Alligator_sinensis	reptilia	reptile	s5_addition	0.8888	0.7076	1	1
GCA_006937325.1	Anomalopteryx didiformis	Aves	RYR	H3BGR5|RYR|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.6149	0.704	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR1	A0A672IUQ7|ITPR1|Salarias_fasciatus	Salarias_fasciatus	actinopteri	ray-finned fish	s5_addition	0.8619	1.0	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR1	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8243	1.0	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR1	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8886	1.0	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR1	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	Gallus_gallus	aves	bird	s3_seed	0.9364	0.996	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR1	A0ABM4F3U0|ITPR1|Apteryx_mantelli	Apteryx_mantelli	aves	bird	s5_addition	0.9436	1.0	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR1	P11881|Itpr1|Mus_musculus|ITPR1	Mus_musculus	mammalia	mammal	s3_seed	0.9814	1.0	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR1	Q14643|ITPR1|Homo_sapiens|ITPR1	Homo_sapiens	mammalia	mammal	s3_seed	0.9797	1.0	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR1	A0A670JBK6|ITPR1|Podarcis_muralis	Podarcis_muralis	reptilia	reptile	s5_addition	0.9371	1.0	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR1	H3A1P5|ITPR1|Latimeria_chalumnae|ITPR1	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s3_seed	0.859	1.0	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR2	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7424	0.9992	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR2	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	Astatotilapia_calliptera	actinopteri	ray-finned fish	s5_addition	0.7379	1.0	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR2	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8647	1.0	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR2	A0A672UP22|ITPR2|Strigops_habroptila	Strigops_habroptila	aves	bird	s5_addition	0.913	1.0	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR2	F1P1X4|ITPR2|Gallus_gallus|ITPR2	Gallus_gallus	aves	bird	s3_seed	0.9108	1.0	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR2	Q14571|ITPR2|Homo_sapiens|ITPR2	Homo_sapiens	mammalia	mammal	s3_seed	0.9594	1.0	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR2	Q9Z329|Itpr2|Mus_musculus|ITPR2	Mus_musculus	mammalia	mammal	s3_seed	0.9367	1.0	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR2	A0ABM1LG32|ITPR2|Gekko_japonicus	Gekko_japonicus	reptilia	reptile	s5_addition	0.8908	1.0	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR3	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	Nothobranchius_furzeri	actinopteri	ray-finned fish	s5_addition	0.7549	0.9921	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR3	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7437	0.992	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR3	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8336	0.9944	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR3	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	Falcunculus_frontatus	aves	bird	s5_addition	0.8916	1.0	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR3	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	Gallus_gallus	aves	bird	s3_seed	0.899	1.0	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR3	A0A4W3GWE7|ITPR3|Callorhinchus_milii	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s5_addition	0.7796	0.9954	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR3	P70227|Itpr3|Mus_musculus|ITPR3	Mus_musculus	mammalia	mammal	s3_seed	0.9554	1.0	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR3	Q14573|ITPR3|Homo_sapiens|ITPR3	Homo_sapiens	mammalia	mammal	s3_seed	0.9738	1.0	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR3	A0A6J0TV85|ITPR3|Pogona_vitticeps	Pogona_vitticeps	reptilia	reptile	s5_addition	0.8844	1.0	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	ITPR3	H3B932|ITPR3|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.7563	0.9944	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	RYR	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8564	0.997	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	RYR	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.6726	0.9968	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	RYR	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Gallus_gallus	aves	bird	s3_seed	0.9305	0.993	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	RYR	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s3_seed	0.6781	1.0	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	RYR	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	Petromyzon_marinus	cyclostomata	cyclostome	s3_seed	0.6815	0.9969	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	RYR	Q92736|RYR2|Homo_sapiens|RYR2	Homo_sapiens	mammalia	mammal	s3_seed	0.9763	1.0	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	RYR	A0A3Q0HBW9|RYR|Alligator_sinensis	Alligator_sinensis	reptilia	reptile	s5_addition	0.9266	0.9966	1	1
GCA_007760645.1	Sousa chinensis	Mammalia	RYR	H3BGR5|RYR|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.6599	1.0	1	1
GCA_008658365.1	Alca torda	Aves	ITPR1	A0A672IUQ7|ITPR1|Salarias_fasciatus	Salarias_fasciatus	actinopteri	ray-finned fish	s5_addition	0.8587	1.0	1	1
GCA_008658365.1	Alca torda	Aves	ITPR1	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8247	1.0	1	1
GCA_008658365.1	Alca torda	Aves	ITPR1	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8909	1.0	1	1
GCA_008658365.1	Alca torda	Aves	ITPR1	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	Gallus_gallus	aves	bird	s3_seed	0.9903	1.0	1	1
GCA_008658365.1	Alca torda	Aves	ITPR1	A0ABM4F3U0|ITPR1|Apteryx_mantelli	Apteryx_mantelli	aves	bird	s5_addition	0.9905	1.0	1	1
GCA_008658365.1	Alca torda	Aves	ITPR1	P11881|Itpr1|Mus_musculus|ITPR1	Mus_musculus	mammalia	mammal	s3_seed	0.9422	1.0	1	1
GCA_008658365.1	Alca torda	Aves	ITPR1	Q14643|ITPR1|Homo_sapiens|ITPR1	Homo_sapiens	mammalia	mammal	s3_seed	0.942	1.0	1	1
GCA_008658365.1	Alca torda	Aves	ITPR1	A0A670JBK6|ITPR1|Podarcis_muralis	Podarcis_muralis	reptilia	reptile	s5_addition	0.9563	1.0	1	1
GCA_008658365.1	Alca torda	Aves	ITPR1	H3A1P5|ITPR1|Latimeria_chalumnae|ITPR1	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s3_seed	0.8564	1.0	1	1
GCA_008658365.1	Alca torda	Aves	ITPR2	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.751	0.9992	1	1
GCA_008658365.1	Alca torda	Aves	ITPR2	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	Astatotilapia_calliptera	actinopteri	ray-finned fish	s5_addition	0.7513	1.0	1	1
GCA_008658365.1	Alca torda	Aves	ITPR2	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.878	1.0	1	1
GCA_008658365.1	Alca torda	Aves	ITPR2	A0A672UP22|ITPR2|Strigops_habroptila	Strigops_habroptila	aves	bird	s5_addition	0.9772	1.0	1	1
GCA_008658365.1	Alca torda	Aves	ITPR2	F1P1X4|ITPR2|Gallus_gallus|ITPR2	Gallus_gallus	aves	bird	s3_seed	0.9731	1.0	1	1
GCA_008658365.1	Alca torda	Aves	ITPR2	Q14571|ITPR2|Homo_sapiens|ITPR2	Homo_sapiens	mammalia	mammal	s3_seed	0.9261	1.0	1	1
GCA_008658365.1	Alca torda	Aves	ITPR2	Q9Z329|Itpr2|Mus_musculus|ITPR2	Mus_musculus	mammalia	mammal	s3_seed	0.9122	1.0	1	1
GCA_008658365.1	Alca torda	Aves	ITPR2	A0ABM1LG32|ITPR2|Gekko_japonicus	Gekko_japonicus	reptilia	reptile	s5_addition	0.909	1.0	1	1
GCA_008658365.1	Alca torda	Aves	ITPR3	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	Nothobranchius_furzeri	actinopteri	ray-finned fish	s5_addition	0.7541	0.9921	1	1
GCA_008658365.1	Alca torda	Aves	ITPR3	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7502	0.9932	1	1
GCA_008658365.1	Alca torda	Aves	ITPR3	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8354	0.9959	1	1
GCA_008658365.1	Alca torda	Aves	ITPR3	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	Falcunculus_frontatus	aves	bird	s5_addition	0.9796	1.0	1	1
GCA_008658365.1	Alca torda	Aves	ITPR3	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	Gallus_gallus	aves	bird	s3_seed	0.9831	1.0	1	1
GCA_008658365.1	Alca torda	Aves	ITPR3	A0A4W3GWE7|ITPR3|Callorhinchus_milii	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s5_addition	0.7863	0.9958	1	1
GCA_008658365.1	Alca torda	Aves	ITPR3	P70227|Itpr3|Mus_musculus|ITPR3	Mus_musculus	mammalia	mammal	s3_seed	0.8857	1.0	1	1
GCA_008658365.1	Alca torda	Aves	ITPR3	Q14573|ITPR3|Homo_sapiens|ITPR3	Homo_sapiens	mammalia	mammal	s3_seed	0.889	1.0	1	1
GCA_008658365.1	Alca torda	Aves	ITPR3	A0A6J0TV85|ITPR3|Pogona_vitticeps	Pogona_vitticeps	reptilia	reptile	s5_addition	0.918	1.0	1	1
GCA_008658365.1	Alca torda	Aves	ITPR3	H3B932|ITPR3|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.767	0.9944	1	1
GCA_008658365.1	Alca torda	Aves	RYR	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8605	0.997	1	1
GCA_008658365.1	Alca torda	Aves	RYR	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.6749	0.9968	1	1
GCA_008658365.1	Alca torda	Aves	RYR	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Gallus_gallus	aves	bird	s3_seed	0.9847	1.0	1	1
GCA_008658365.1	Alca torda	Aves	RYR	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s3_seed	0.6778	0.9972	1	1
GCA_008658365.1	Alca torda	Aves	RYR	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	Petromyzon_marinus	cyclostomata	cyclostome	s3_seed	0.6856	0.9969	1	1
GCA_008658365.1	Alca torda	Aves	RYR	Q92736|RYR2|Homo_sapiens|RYR2	Homo_sapiens	mammalia	mammal	s3_seed	0.9374	0.9968	1	1
GCA_008658365.1	Alca torda	Aves	RYR	A0A3Q0HBW9|RYR|Alligator_sinensis	Alligator_sinensis	reptilia	reptile	s5_addition	0.964	0.996	1	1
GCA_008658365.1	Alca torda	Aves	RYR	H3BGR5|RYR|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.6643	1.0	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR1	A0A672IUQ7|ITPR1|Salarias_fasciatus	Salarias_fasciatus	actinopteri	ray-finned fish	s5_addition	0.8581	1.0	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR1	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8239	1.0	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR1	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8901	1.0	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR1	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	Gallus_gallus	aves	bird	s3_seed	0.9888	1.0	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR1	A0ABM4F3U0|ITPR1|Apteryx_mantelli	Apteryx_mantelli	aves	bird	s5_addition	0.9895	1.0	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR1	P11881|Itpr1|Mus_musculus|ITPR1	Mus_musculus	mammalia	mammal	s3_seed	0.9433	1.0	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR1	Q14643|ITPR1|Homo_sapiens|ITPR1	Homo_sapiens	mammalia	mammal	s3_seed	0.9434	1.0	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR1	A0A670JBK6|ITPR1|Podarcis_muralis	Podarcis_muralis	reptilia	reptile	s5_addition	0.9571	1.0	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR1	H3A1P5|ITPR1|Latimeria_chalumnae|ITPR1	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s3_seed	0.8579	1.0	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR2	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7498	0.9992	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR2	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	Astatotilapia_calliptera	actinopteri	ray-finned fish	s5_addition	0.7528	1.0	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR2	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8799	1.0	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR2	A0A672UP22|ITPR2|Strigops_habroptila	Strigops_habroptila	aves	bird	s5_addition	0.9767	1.0	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR2	F1P1X4|ITPR2|Gallus_gallus|ITPR2	Gallus_gallus	aves	bird	s3_seed	0.973	1.0	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR2	Q14571|ITPR2|Homo_sapiens|ITPR2	Homo_sapiens	mammalia	mammal	s3_seed	0.9264	1.0	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR2	Q9Z329|Itpr2|Mus_musculus|ITPR2	Mus_musculus	mammalia	mammal	s3_seed	0.9112	1.0	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR2	A0ABM1LG32|ITPR2|Gekko_japonicus	Gekko_japonicus	reptilia	reptile	s5_addition	0.9136	1.0	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR3	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	Nothobranchius_furzeri	actinopteri	ray-finned fish	s5_addition	0.7601	0.9921	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR3	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7569	0.9932	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR3	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8429	0.9959	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR3	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	Falcunculus_frontatus	aves	bird	s5_addition	0.9831	1.0	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR3	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	Gallus_gallus	aves	bird	s3_seed	0.9865	1.0	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR3	A0A4W3GWE7|ITPR3|Callorhinchus_milii	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s5_addition	0.7896	0.9958	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR3	P70227|Itpr3|Mus_musculus|ITPR3	Mus_musculus	mammalia	mammal	s3_seed	0.8908	1.0	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR3	Q14573|ITPR3|Homo_sapiens|ITPR3	Homo_sapiens	mammalia	mammal	s3_seed	0.8941	1.0	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR3	A0A6J0TV85|ITPR3|Pogona_vitticeps	Pogona_vitticeps	reptilia	reptile	s5_addition	0.9262	1.0	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR3	H3B932|ITPR3|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.7743	0.9944	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	RYR	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8605	0.997	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	RYR	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.6735	0.9968	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	RYR	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Gallus_gallus	aves	bird	s3_seed	0.9795	0.993	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	RYR	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s3_seed	0.6754	0.9972	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	RYR	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	Petromyzon_marinus	cyclostomata	cyclostome	s3_seed	0.6836	0.9969	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	RYR	Q92736|RYR2|Homo_sapiens|RYR2	Homo_sapiens	mammalia	mammal	s3_seed	0.9352	0.9968	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	RYR	A0A3Q0HBW9|RYR|Alligator_sinensis	Alligator_sinensis	reptilia	reptile	s5_addition	0.9571	0.996	1	1
GCA_009769605.1	Bucorvus abyssinicus	Aves	RYR	H3BGR5|RYR|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.6604	1.0	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR1	A0A672IUQ7|ITPR1|Salarias_fasciatus	Salarias_fasciatus	actinopteri	ray-finned fish	s5_addition	0.8599	1.0	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR1	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8258	1.0	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR1	A0A8J0T3U5|itpr1|Xenopus_tropicalis|ITPR1	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8905	1.0	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR1	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	Gallus_gallus	aves	bird	s3_seed	0.9928	1.0	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR1	A0ABM4F3U0|ITPR1|Apteryx_mantelli	Apteryx_mantelli	aves	bird	s5_addition	0.9931	1.0	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR1	P11881|Itpr1|Mus_musculus|ITPR1	Mus_musculus	mammalia	mammal	s3_seed	0.9436	1.0	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR1	Q14643|ITPR1|Homo_sapiens|ITPR1	Homo_sapiens	mammalia	mammal	s3_seed	0.9439	1.0	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR1	A0A670JBK6|ITPR1|Podarcis_muralis	Podarcis_muralis	reptilia	reptile	s5_addition	0.9582	1.0	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR1	H3A1P5|ITPR1|Latimeria_chalumnae|ITPR1	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s3_seed	0.8575	1.0	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR2	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7475	0.9992	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR2	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	Astatotilapia_calliptera	actinopteri	ray-finned fish	s5_addition	0.751	1.0	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR2	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8825	1.0	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR2	A0A672UP22|ITPR2|Strigops_habroptila	Strigops_habroptila	aves	bird	s5_addition	0.9865	1.0	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR2	F1P1X4|ITPR2|Gallus_gallus|ITPR2	Gallus_gallus	aves	bird	s3_seed	0.9821	1.0	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR2	Q14571|ITPR2|Homo_sapiens|ITPR2	Homo_sapiens	mammalia	mammal	s3_seed	0.9303	1.0	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR2	Q9Z329|Itpr2|Mus_musculus|ITPR2	Mus_musculus	mammalia	mammal	s3_seed	0.9163	1.0	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR2	A0ABM1LG32|ITPR2|Gekko_japonicus	Gekko_japonicus	reptilia	reptile	s5_addition	0.9158	1.0	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR3	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	Nothobranchius_furzeri	actinopteri	ray-finned fish	s5_addition	0.7542	0.9921	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR3	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.7601	0.9932	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR3	A0A8J0SYK9|itpr3|Xenopus_tropicalis|ITPR3	Xenopus_tropicalis	amphibia	amphibian	s3_seed	0.8444	0.9959	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR3	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	Falcunculus_frontatus	aves	bird	s5_addition	0.9847	1.0	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR3	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	Gallus_gallus	aves	bird	s3_seed	0.9899	1.0	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR3	A0A4W3GWE7|ITPR3|Callorhinchus_milii	Callorhinchus_milii	chondrichthyes	cartilaginous fish	s5_addition	0.7856	0.9958	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR3	P70227|Itpr3|Mus_musculus|ITPR3	Mus_musculus	mammalia	mammal	s3_seed	0.8919	1.0	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR3	Q14573|ITPR3|Homo_sapiens|ITPR3	Homo_sapiens	mammalia	mammal	s3_seed	0.8956	1.0	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR3	A0A6J0TV85|ITPR3|Pogona_vitticeps	Pogona_vitticeps	reptilia	reptile	s5_addition	0.9281	1.0	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR3	H3B932|ITPR3|Latimeria_chalumnae	Latimeria_chalumnae	sarcopterygian_fish	lobe-finned fish	s5_addition	0.773	0.9944	1	1
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	RYR	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	Danio_rerio	actinopteri	ray-finned fish	s3_seed	0.8604	0.997	1	1
