accession	organism	vclass	cell	status	grade	found	control	control_reason	false_negative	s15_state	s15_rule	level	annotated_assembly	annotation_source	contig_n50	scaffold_n50	total_length_bp	spans_gene	best_coverage	recon_coverage
GCA_013397465.1	Furnarius figulus	Aves	ITPR2	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	55547	650940	1020012445	0	1.0	0.0
GCA_013397465.1	Furnarius figulus	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	55547	650940	1020012445	0	1.0	0.0
GCA_013397465.1	Furnarius figulus	Aves	RYR	assembly_gap	assembly_gap	0	ryr_sister	present in every vertebrate	1			Scaffold	Y	GenBank	55547	650940	1020012445	0	0.6228	0.0
GCA_013397495.1	Mionectes macconnelli	Aves	ITPR1	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	72805	1646422	1042002978	0	0.6189	0.0
GCA_013397495.1	Mionectes macconnelli	Aves	ITPR2	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	72805	1646422	1042002978	0	1.0	0.0
GCA_013397495.1	Mionectes macconnelli	Aves	ITPR3	tblastn_trace	trace	0	itpr_present	S15a present_fragmented (R4)	1	present_fragmented	R4	Scaffold	Y	GenBank	72805	1646422	1042002978	0	0.0	0.794
GCA_013397495.1	Mionectes macconnelli	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	72805	1646422	1042002978	0	1.0	0.0
GCA_013397535.1	Pterocles burchelli	Aves	ITPR1	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	43196	594480	1101016587	0	1.0	0.0
GCA_013397535.1	Pterocles burchelli	Aves	ITPR2	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	43196	594480	1101016587	0	0.9885	0.0
GCA_013397535.1	Pterocles burchelli	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	43196	594480	1101016587	0	1.0	0.0
GCA_013397535.1	Pterocles burchelli	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	43196	594480	1101016587	0	0.993	0.0
GCA_013397635.1	Columbina picui	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	24994	616882	1097919941	0	1.0	0.0
GCA_013397635.1	Columbina picui	Aves	ITPR2	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	24994	616882	1097919941	0	0.9885	0.0
GCA_013397635.1	Columbina picui	Aves	ITPR3	tblastn_trace	trace	0	itpr_present	S15a present_fragmented (R4)	1	present_fragmented	R4	Scaffold	Y	GenBank	24994	616882	1097919941	0	0.0	0.4547
GCA_013397635.1	Columbina picui	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	24994	616882	1097919941	0	1.0	0.0
GCA_013397815.1	Aleadryas rufinucha	Aves	ITPR1	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	90297	367770	1050107613	0	1.0	0.0
GCA_013397815.1	Aleadryas rufinucha	Aves	ITPR2	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	90297	367770	1050107613	0	0.9956	0.0
GCA_013397815.1	Aleadryas rufinucha	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	90297	367770	1050107613	0	0.9652	0.0
GCA_013397815.1	Aleadryas rufinucha	Aves	RYR	found_unannotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	90297	367770	1050107613	0	0.9312	0.0
GCA_013397895.1	Origma solitaria	Aves	ITPR1	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	99117	1255867	1033410747	0	1.0	0.0
GCA_013397895.1	Origma solitaria	Aves	ITPR2	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	99117	1255867	1033410747	0	0.9885	0.0
GCA_013397895.1	Origma solitaria	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	99117	1255867	1033410747	0	0.7067	0.0
GCA_013397895.1	Origma solitaria	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	99117	1255867	1033410747	0	0.9976	0.0
GCA_013397955.1	Grantiella picta	Aves	ITPR1	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	100624	1131194	1014521746	0	1.0	0.0
GCA_013397955.1	Grantiella picta	Aves	ITPR2	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	100624	1131194	1014521746	0	1.0	0.0
GCA_013397955.1	Grantiella picta	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	100624	1131194	1014521746	0	1.0	0.0
GCA_013397955.1	Grantiella picta	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	100624	1131194	1014521746	0	0.9976	0.0
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR1	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	65833	324808	1089119258	0	1.0	0.0
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR2	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	65833	324808	1089119258	0	0.5063	0.0
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	65833	324808	1089119258	0	0.708	0.0
GCA_013398125.1	Aegotheles bennettii	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	65833	324808	1089119258	0	0.9764	0.0
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	36855	254645	1134620722	0	1.0	0.0
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR2	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	36855	254645	1134620722	0	0.9885	0.0
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	36855	254645	1134620722	0	0.9887	0.0
GCA_013398155.1	Pedionomus torquatus	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	36855	254645	1134620722	0	0.9974	0.0
GCA_013398175.1	Climacteris rufus	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	72434	863000	1058972301	0	1.0	0.0
GCA_013398175.1	Climacteris rufus	Aves	ITPR2	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	72434	863000	1058972301	0	1.0	0.0
GCA_013398175.1	Climacteris rufus	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	72434	863000	1058972301	0	1.0	0.0
GCA_013398175.1	Climacteris rufus	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	72434	863000	1058972301	0	0.9974	0.0
GCA_013398455.1	Loxia curvirostra	Aves	ITPR1	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	211346	3116274	1028271095	1	1.0	0.0
GCA_013398455.1	Loxia curvirostra	Aves	ITPR2	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	211346	3116274	1028271095	1	1.0	0.0
GCA_013398455.1	Loxia curvirostra	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	211346	3116274	1028271095	1	1.0	0.0
GCA_013398455.1	Loxia curvirostra	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	211346	3116274	1028271095	1	0.9974	0.0
GCA_013398575.1	Certhia familiaris	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	48850	857734	1066430070	0	0.823	0.0
GCA_013398575.1	Certhia familiaris	Aves	ITPR2	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	48850	857734	1066430070	0	0.7848	0.0
GCA_013398575.1	Certhia familiaris	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	48850	857734	1066430070	0	1.0	0.0
GCA_013398575.1	Certhia familiaris	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	48850	857734	1066430070	0	0.9976	0.0
GCA_013398615.1	Brachypodius melanocephalos	Aves	ITPR1	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	85408	17537833	906727256	0	1.0	0.0
GCA_013398615.1	Brachypodius melanocephalos	Aves	ITPR2	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	85408	17537833	906727256	0	1.0	0.0
GCA_013398615.1	Brachypodius melanocephalos	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	85408	17537833	906727256	0	1.0	0.0
GCA_013398615.1	Brachypodius melanocephalos	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	85408	17537833	906727256	0	1.0	0.0
GCA_013398795.1	Elachura formosa	Aves	ITPR1	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	43159	1152566	1013707244	0	1.0	0.0
GCA_013398795.1	Elachura formosa	Aves	ITPR2	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	43159	1152566	1013707244	0	1.0	0.0
GCA_013398795.1	Elachura formosa	Aves	ITPR3	tblastn_trace	trace	0	itpr_present	S15a present_fragmented (R4)	1	present_fragmented	R4	Scaffold	Y	GenBank	43159	1152566	1013707244	0	0.0	0.8169
GCA_013398795.1	Elachura formosa	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	43159	1152566	1013707244	0	1.0	0.0
GCA_013398835.1	Emberiza fucata	Aves	ITPR1	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	19687	892245	1032579516	0	0.6222	0.0
GCA_013398835.1	Emberiza fucata	Aves	ITPR2	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	19687	892245	1032579516	0	1.0	0.0
GCA_013398835.1	Emberiza fucata	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	19687	892245	1032579516	0	1.0	0.0
GCA_013398835.1	Emberiza fucata	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	19687	892245	1032579516	0	1.0	0.0
GCA_013398935.1	Ceuthmochares aereus	Aves	ITPR1	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	29269	163031	1120248821	0	1.0	0.0
GCA_013398935.1	Ceuthmochares aereus	Aves	ITPR2	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	29269	163031	1120248821	0	0.9963	0.0
GCA_013398935.1	Ceuthmochares aereus	Aves	ITPR3	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	29269	163031	1120248821	0	0.4749	0.0
GCA_013398935.1	Ceuthmochares aereus	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	29269	163031	1120248821	0	1.0	0.0
GCA_013398955.1	Callaeas wilsoni	Aves	ITPR1	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	118426	133026	1047533504	0	0.6715	0.0
GCA_013398955.1	Callaeas wilsoni	Aves	ITPR2	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	118426	133026	1047533504	0	1.0	0.0
GCA_013398955.1	Callaeas wilsoni	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	118426	133026	1047533504	0	0.7457	0.0
GCA_013398955.1	Callaeas wilsoni	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	118426	133026	1047533504	0	0.9974	0.0
GCA_013398975.1	Catharus fuscescens	Aves	ITPR1	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	56061	276328	1041802491	0	0.6956	0.0
GCA_013398975.1	Catharus fuscescens	Aves	ITPR2	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	56061	276328	1041802491	0	1.0	0.0
GCA_013398975.1	Catharus fuscescens	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	56061	276328	1041802491	0	1.0	0.0
GCA_013398975.1	Catharus fuscescens	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	56061	276328	1041802491	0	0.9974	0.0
GCA_013399035.1	Quiscalus mexicanus	Aves	ITPR1	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	60532	93215	1041398572	0	0.6887	0.0
GCA_013399035.1	Quiscalus mexicanus	Aves	ITPR2	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	60532	93215	1041398572	0	0.5615	0.0
GCA_013399035.1	Quiscalus mexicanus	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	60532	93215	1041398572	0	1.0	0.0
GCA_013399035.1	Quiscalus mexicanus	Aves	RYR	found_unannotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	60532	93215	1041398572	0	0.7816	0.0
GCA_013399075.1	Chloroceryle aenea	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	34835	324840	1062127307	0	0.991	0.0
GCA_013399075.1	Chloroceryle aenea	Aves	ITPR2	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	34835	324840	1062127307	0	0.7715	0.0
GCA_013399075.1	Chloroceryle aenea	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	34835	324840	1062127307	0	0.991	0.0
GCA_013399075.1	Chloroceryle aenea	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	34835	324840	1062127307	0	0.9386	0.0
GCA_013399305.1	Rostratula benghalensis	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	78725	3398382	1103097556	0	1.0	0.0
GCA_013399305.1	Rostratula benghalensis	Aves	ITPR2	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	78725	3398382	1103097556	0	0.9885	0.0
GCA_013399305.1	Rostratula benghalensis	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	78725	3398382	1103097556	0	1.0	0.0
GCA_013399305.1	Rostratula benghalensis	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	78725	3398382	1103097556	0	1.0	0.0
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	28894	190423	1115538861	0	1.0	0.0
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR2	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	28894	190423	1115538861	0	0.7678	0.0
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	28894	190423	1115538861	0	1.0	0.0
GCA_013399395.1	Nyctiprogne leucopyga	Aves	RYR	assembly_gap	assembly_gap	0	ryr_sister	present in every vertebrate	1			Scaffold	Y	GenBank	28894	190423	1115538861	0	0.2343	0.0
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR1	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	49651	108848	978848727	0	1.0	0.0
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR2	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	49651	108848	978848727	0	0.5941	0.0
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR3	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	49651	108848	978848727	0	0.5045	0.0
GCA_013399455.1	Anthoscopus minutus	Aves	RYR	assembly_gap	assembly_gap	0	ryr_sister	present in every vertebrate	1			Scaffold	Y	GenBank	49651	108848	978848727	0	0.5712	0.0
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR1	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	52683	1108645	1187728577	0	0.9712	0.0
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR2	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	52683	1108645	1187728577	0	0.9885	0.0
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	52683	1108645	1187728577	0	1.0	0.0
GCA_013399495.1	Corythaixoides concolor	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	52683	1108645	1187728577	0	1.0	0.0
GCA_013399565.1	Podilymbus podiceps	Aves	ITPR1	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	35810	692269	1197106122	0	1.0	0.0
GCA_013399565.1	Podilymbus podiceps	Aves	ITPR2	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	35810	692269	1197106122	0	0.6622	0.0
GCA_013399565.1	Podilymbus podiceps	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	35810	692269	1197106122	0	1.0	0.0
GCA_013399565.1	Podilymbus podiceps	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	35810	692269	1197106122	0	1.0	0.0
GCA_013399735.1	Tyrannus savana	Aves	ITPR1	found_unannotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	72317	436182	1055499921	0	1.0	0.0
GCA_013399735.1	Tyrannus savana	Aves	ITPR2	assembly_gap	assembly_gap	0	itpr_present	S15a present_truncated (R2)	1	present_truncated	R2	Scaffold	Y	GenBank	72317	436182	1055499921	0	0.5733	0.0
GCA_013399735.1	Tyrannus savana	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	72317	436182	1055499921	0	1.0	0.0
GCA_013399735.1	Tyrannus savana	Aves	RYR	found_unannotated	found	1	ryr_sister	present in every vertebrate	0			Scaffold	Y	GenBank	72317	436182	1055499921	0	0.7391	0.0
GCA_013399775.1	Semnornis frantzii	Aves	ITPR1	tblastn_trace	trace	0	itpr_present	S15a present_fragmented (R4)	1	present_fragmented	R4	Scaffold	Y	GenBank	8608	16361	1068132104	0	0.0	0.9449
GCA_013399775.1	Semnornis frantzii	Aves	ITPR2	tblastn_trace	trace	0	itpr_present	S15a present_fragmented (R4)	1	present_fragmented	R4	Scaffold	Y	GenBank	8608	16361	1068132104	0	0.0	0.9589
GCA_013399775.1	Semnornis frantzii	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Scaffold	Y	GenBank	8608	16361	1068132104	0	1.0	0.0
GCA_013399775.1	Semnornis frantzii	Aves	RYR	assembly_gap	assembly_gap	0	ryr_sister	present in every vertebrate	1			Scaffold	Y	GenBank	8608	16361	1068132104	0	0.3406	0.0
