accession	organism	vclass	cell	panel	n_baits	found	best_coverage	best_identity	best_bait
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR2	drop_bird	31	1	1.0	0.8296	Q14571|ITPR2|Homo_sapiens|ITPR2
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR3	drop_bird	31	0	0.0	0.0	
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	RYR	drop_bird	31	1	0.9974	0.8775	Q92736|RYR2|Homo_sapiens|RYR2
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR1	drop_cartilaginous_fish	35	1	1.0	0.8879	Q14643|ITPR1|Homo_sapiens|ITPR1
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR2	drop_cartilaginous_fish	35	1	1.0	0.8296	Q14571|ITPR2|Homo_sapiens|ITPR2
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR3	drop_cartilaginous_fish	35	0	0.0	0.0	
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	RYR	drop_cartilaginous_fish	35	1	0.9974	0.8775	Q92736|RYR2|Homo_sapiens|RYR2
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR1	drop_cyclostome	36	1	1.0	0.8879	Q14643|ITPR1|Homo_sapiens|ITPR1
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR2	drop_cyclostome	36	1	1.0	0.8296	Q14571|ITPR2|Homo_sapiens|ITPR2
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR3	drop_cyclostome	36	0	0.0	0.0	
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	RYR	drop_cyclostome	36	1	0.9974	0.8775	Q92736|RYR2|Homo_sapiens|RYR2
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR1	drop_mammal	31	1	1.0	0.8504	A0ABM4F3U0|ITPR1|Apteryx_mantelli
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR2	drop_mammal	31	1	1.0	0.7867	A0A672UP22|ITPR2|Strigops_habroptila
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR3	drop_mammal	31	0	0.0	0.0	
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	RYR	drop_mammal	31	1	0.9962	0.8279	A0A3Q0HBW9|RYR|Alligator_sinensis
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR1	drop_reptile	34	1	1.0	0.8879	Q14643|ITPR1|Homo_sapiens|ITPR1
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR2	drop_reptile	34	1	1.0	0.8296	Q14571|ITPR2|Homo_sapiens|ITPR2
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR3	drop_reptile	34	0	0.0	0.0	
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	RYR	drop_reptile	34	1	0.9974	0.8775	Q92736|RYR2|Homo_sapiens|RYR2
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR1	drop_lobe_finned_fish	35	1	1.0	0.8879	Q14643|ITPR1|Homo_sapiens|ITPR1
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR2	drop_lobe_finned_fish	35	1	1.0	0.8296	Q14571|ITPR2|Homo_sapiens|ITPR2
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR3	drop_lobe_finned_fish	35	0	0.0	0.0	
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	RYR	drop_lobe_finned_fish	35	1	0.9974	0.8775	Q92736|RYR2|Homo_sapiens|RYR2
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR1	drop_ITPR1_baits	29	0	0.0	0.0	
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR2	drop_ITPR1_baits	29	1	1.0	0.8296	Q14571|ITPR2|Homo_sapiens|ITPR2
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR3	drop_ITPR1_baits	29	0	0.0	0.0	
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	RYR	drop_ITPR1_baits	29	1	0.9974	0.8775	Q92736|RYR2|Homo_sapiens|RYR2
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR1	drop_ITPR2_baits	30	1	1.0	0.8879	Q14643|ITPR1|Homo_sapiens|ITPR1
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR2	drop_ITPR2_baits	30	0	0.0	0.0	
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR3	drop_ITPR2_baits	30	0	0.0	0.0	
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	RYR	drop_ITPR2_baits	30	1	0.9974	0.8775	Q92736|RYR2|Homo_sapiens|RYR2
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR1	drop_ITPR3_baits	28	1	1.0	0.8879	Q14643|ITPR1|Homo_sapiens|ITPR1
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR2	drop_ITPR3_baits	28	1	1.0	0.8296	Q14571|ITPR2|Homo_sapiens|ITPR2
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR3	drop_ITPR3_baits	28	0	0.0	0.0	
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	RYR	drop_ITPR3_baits	28	1	0.9974	0.8775	Q92736|RYR2|Homo_sapiens|RYR2
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR1	one_per_cell_nonhuman	4	1	0.996	0.8438	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR2	one_per_cell_nonhuman	4	1	1.0	0.7433	A0A6I8RGU0|itpr2|Xenopus_tropicalis|ITPR2
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	ITPR3	one_per_cell_nonhuman	4	0	0.0	0.0	
GCA_002197005.1	Cervus elaphus hippelaphus	Mammalia	RYR	one_per_cell_nonhuman	4	1	0.9975	0.6182	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR1	full38	38	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR2	full38	38	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR3	full38	38	1	0.9801	0.8623	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002844005.1	Limosa lapponica baueri	Aves	RYR	full38	38	1	1.0	0.9845	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR1	s3_seeds_only	25	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR2	s3_seeds_only	25	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR3	s3_seeds_only	25	1	0.9801	0.8623	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002844005.1	Limosa lapponica baueri	Aves	RYR	s3_seeds_only	25	1	1.0	0.9845	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR1	labelled_only	35	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR2	labelled_only	35	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR3	labelled_only	35	1	0.9801	0.8623	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002844005.1	Limosa lapponica baueri	Aves	RYR	labelled_only	35	1	1.0	0.9845	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR1	basal_only	3	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR2	basal_only	3	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR3	basal_only	3	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	RYR	basal_only	3	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR1	no_ryr_control	30	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR2	no_ryr_control	30	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR3	no_ryr_control	30	1	0.9801	0.8623	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002844005.1	Limosa lapponica baueri	Aves	RYR	no_ryr_control	30	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR1	amniote_only	18	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR2	amniote_only	18	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR3	amniote_only	18	1	0.9801	0.8623	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002844005.1	Limosa lapponica baueri	Aves	RYR	amniote_only	18	1	1.0	0.9845	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR1	human_only	4	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR2	human_only	4	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR3	human_only	4	1	0.9802	0.7739	Q14573|ITPR3|Homo_sapiens|ITPR3
GCA_002844005.1	Limosa lapponica baueri	Aves	RYR	human_only	4	1	0.9968	0.9374	Q92736|RYR2|Homo_sapiens|RYR2
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR1	drop_ray_finned_fish	30	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR2	drop_ray_finned_fish	30	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR3	drop_ray_finned_fish	30	1	0.9801	0.8623	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002844005.1	Limosa lapponica baueri	Aves	RYR	drop_ray_finned_fish	30	1	1.0	0.9845	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR1	drop_amphibian	34	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR2	drop_amphibian	34	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR3	drop_amphibian	34	1	0.9801	0.8623	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002844005.1	Limosa lapponica baueri	Aves	RYR	drop_amphibian	34	1	1.0	0.9845	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR1	drop_bird	31	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR2	drop_bird	31	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR3	drop_bird	31	1	0.9801	0.8047	A0A6J0TV85|ITPR3|Pogona_vitticeps
GCA_002844005.1	Limosa lapponica baueri	Aves	RYR	drop_bird	31	1	0.996	0.9631	A0A3Q0HBW9|RYR|Alligator_sinensis
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR1	drop_cartilaginous_fish	35	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR2	drop_cartilaginous_fish	35	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR3	drop_cartilaginous_fish	35	1	0.9801	0.8623	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002844005.1	Limosa lapponica baueri	Aves	RYR	drop_cartilaginous_fish	35	1	1.0	0.9845	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR1	drop_cyclostome	36	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR2	drop_cyclostome	36	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR3	drop_cyclostome	36	1	0.9801	0.8623	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002844005.1	Limosa lapponica baueri	Aves	RYR	drop_cyclostome	36	1	1.0	0.9845	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR1	drop_mammal	31	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR2	drop_mammal	31	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR3	drop_mammal	31	1	0.9801	0.8623	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002844005.1	Limosa lapponica baueri	Aves	RYR	drop_mammal	31	1	1.0	0.9845	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR1	drop_reptile	34	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR2	drop_reptile	34	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR3	drop_reptile	34	1	0.9801	0.8623	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002844005.1	Limosa lapponica baueri	Aves	RYR	drop_reptile	34	1	1.0	0.9845	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR1	drop_lobe_finned_fish	35	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR2	drop_lobe_finned_fish	35	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR3	drop_lobe_finned_fish	35	1	0.9801	0.8623	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002844005.1	Limosa lapponica baueri	Aves	RYR	drop_lobe_finned_fish	35	1	1.0	0.9845	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR1	drop_ITPR1_baits	29	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR2	drop_ITPR1_baits	29	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR3	drop_ITPR1_baits	29	1	0.9801	0.8623	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002844005.1	Limosa lapponica baueri	Aves	RYR	drop_ITPR1_baits	29	1	1.0	0.9845	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR1	drop_ITPR2_baits	30	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR2	drop_ITPR2_baits	30	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR3	drop_ITPR2_baits	30	1	0.9801	0.8623	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002844005.1	Limosa lapponica baueri	Aves	RYR	drop_ITPR2_baits	30	1	1.0	0.9845	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR1	drop_ITPR3_baits	28	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR2	drop_ITPR3_baits	28	1	0.9104	0.5792	A0ABM1LG32|ITPR2|Gekko_japonicus
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR3	drop_ITPR3_baits	28	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	RYR	drop_ITPR3_baits	28	1	1.0	0.9845	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR1	one_per_cell_nonhuman	4	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR2	one_per_cell_nonhuman	4	0	0.0	0.0	
GCA_002844005.1	Limosa lapponica baueri	Aves	ITPR3	one_per_cell_nonhuman	4	1	0.975	0.664	H3B932|ITPR3|Latimeria_chalumnae
GCA_002844005.1	Limosa lapponica baueri	Aves	RYR	one_per_cell_nonhuman	4	1	0.9969	0.6875	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR1	full38	38	0	0.3516	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR2	full38	38	0	0.2111	0.9	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR3	full38	38	0	0.6295	0.9988	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002909625.1	Bambusicola thoracicus	Aves	RYR	full38	38	0	0.1985	0.9929	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR1	s3_seeds_only	25	0	0.3516	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR2	s3_seeds_only	25	0	0.2111	0.9	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR3	s3_seeds_only	25	0	0.6295	0.9988	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002909625.1	Bambusicola thoracicus	Aves	RYR	s3_seeds_only	25	0	0.1985	0.9929	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR1	labelled_only	35	0	0.3516	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR2	labelled_only	35	0	0.2111	0.9	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR3	labelled_only	35	0	0.6295	0.9988	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002909625.1	Bambusicola thoracicus	Aves	RYR	labelled_only	35	0	0.1985	0.9929	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR1	basal_only	3	0	0.0	0.0	
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR2	basal_only	3	0	0.0	0.0	
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR3	basal_only	3	0	0.0	0.0	
GCA_002909625.1	Bambusicola thoracicus	Aves	RYR	basal_only	3	0	0.0	0.0	
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR1	no_ryr_control	30	0	0.3516	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR2	no_ryr_control	30	0	0.2111	0.9	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR3	no_ryr_control	30	0	0.6295	0.9988	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002909625.1	Bambusicola thoracicus	Aves	RYR	no_ryr_control	30	0	0.0	0.0	
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR1	amniote_only	18	0	0.3516	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR2	amniote_only	18	0	0.2111	0.9	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR3	amniote_only	18	0	0.6295	0.9988	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002909625.1	Bambusicola thoracicus	Aves	RYR	amniote_only	18	0	0.1985	0.9929	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR1	human_only	4	0	0.3532	0.9302	Q14643|ITPR1|Homo_sapiens|ITPR1
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR2	human_only	4	0	0.2114	0.8476	Q14571|ITPR2|Homo_sapiens|ITPR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR3	human_only	4	0	0.6282	0.9095	Q14573|ITPR3|Homo_sapiens|ITPR3
GCA_002909625.1	Bambusicola thoracicus	Aves	RYR	human_only	4	0	0.1991	0.8959	Q92736|RYR2|Homo_sapiens|RYR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR1	drop_ray_finned_fish	30	0	0.3516	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR2	drop_ray_finned_fish	30	0	0.2111	0.9	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR3	drop_ray_finned_fish	30	0	0.6295	0.9988	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002909625.1	Bambusicola thoracicus	Aves	RYR	drop_ray_finned_fish	30	0	0.1985	0.9929	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR1	drop_amphibian	34	0	0.3516	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR2	drop_amphibian	34	0	0.2111	0.9	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR3	drop_amphibian	34	0	0.6295	0.9988	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002909625.1	Bambusicola thoracicus	Aves	RYR	drop_amphibian	34	0	0.1985	0.9929	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR1	drop_bird	31	0	0.3546	0.9395	A0A670JBK6|ITPR1|Podarcis_muralis
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR2	drop_bird	31	0	0.2114	0.8476	Q14571|ITPR2|Homo_sapiens|ITPR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR3	drop_bird	31	0	0.6275	0.935	A0A6J0TV85|ITPR3|Pogona_vitticeps
GCA_002909625.1	Bambusicola thoracicus	Aves	RYR	drop_bird	31	0	0.204	0.9381	A0A3Q0HBW9|RYR|Alligator_sinensis
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR1	drop_cartilaginous_fish	35	0	0.3516	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR2	drop_cartilaginous_fish	35	0	0.2111	0.9	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR3	drop_cartilaginous_fish	35	0	0.6295	0.9988	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002909625.1	Bambusicola thoracicus	Aves	RYR	drop_cartilaginous_fish	35	0	0.1985	0.9929	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR1	drop_cyclostome	36	0	0.3516	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR2	drop_cyclostome	36	0	0.2111	0.9	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR3	drop_cyclostome	36	0	0.6295	0.9988	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002909625.1	Bambusicola thoracicus	Aves	RYR	drop_cyclostome	36	0	0.1985	0.9929	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR1	drop_mammal	31	0	0.3516	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR2	drop_mammal	31	0	0.2111	0.9	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR3	drop_mammal	31	0	0.6295	0.9988	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002909625.1	Bambusicola thoracicus	Aves	RYR	drop_mammal	31	0	0.1985	0.9929	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR1	drop_reptile	34	0	0.3516	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR2	drop_reptile	34	0	0.2111	0.9	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR3	drop_reptile	34	0	0.6295	0.9988	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002909625.1	Bambusicola thoracicus	Aves	RYR	drop_reptile	34	0	0.1985	0.9929	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR1	drop_lobe_finned_fish	35	0	0.3516	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR2	drop_lobe_finned_fish	35	0	0.2111	0.9	F1P1X4|ITPR2|Gallus_gallus|ITPR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR3	drop_lobe_finned_fish	35	0	0.6295	0.9988	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002909625.1	Bambusicola thoracicus	Aves	RYR	drop_lobe_finned_fish	35	0	0.1985	0.9929	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR1	drop_ITPR1_baits	29	0	0.0	0.0	
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR2	drop_ITPR1_baits	29	0	0.3606	0.7072	Q9Z329|Itpr2|Mus_musculus|ITPR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR3	drop_ITPR1_baits	29	0	0.6295	0.9988	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002909625.1	Bambusicola thoracicus	Aves	RYR	drop_ITPR1_baits	29	0	0.1985	0.9929	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR1	drop_ITPR2_baits	30	0	0.3516	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR2	drop_ITPR2_baits	30	0	0.0	0.0	
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR3	drop_ITPR2_baits	30	0	0.6295	0.9988	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3
GCA_002909625.1	Bambusicola thoracicus	Aves	RYR	drop_ITPR2_baits	30	0	0.1985	0.9929	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR1	drop_ITPR3_baits	28	0	0.3516	1.0	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR2	drop_ITPR3_baits	28	0	0.6219	0.6548	A0A672UP22|ITPR2|Strigops_habroptila
GCA_002909625.1	Bambusicola thoracicus	Aves	ITPR3	drop_ITPR3_baits	28	0	0.0	0.0	
