accession	assignment	confidence	evidence	reason	itpr_score	ryr_score	score_margin	rel_margin	itpr_evalue	ryr_evalue	best_evalue	itpr_coverage	ryr_coverage	itpr_positions	ryr_positions	target_coverage	length	gene	species	taxon_id	reviewed	protein_name
A0A7K4ZIG0	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	41.9	319.8	277.9	0.869	1.1e-08	1.1e-92	1.1e-92	0.028	0.035	75	173	0.983	174	Ryr3_2	Centropus unirufus	1118519	0	RYR3 protein (Fragment)
A0A7K4ZMH8	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Centropus unirufus	1118519	0	ITPR2 protein (Fragment)
A0A7K4ZVC1	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	108.8	0.0	108.8	1.0	7.3e-29		7.3e-29	0.03	0.0	81	0	0.988	82	Itpr1_1	Centropus unirufus	1118519	0	ITPR1 protein (Fragment)
A0A7K5B2J8	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	100.6	0.0	100.6	1.0	2.2e-26		2.2e-26	0.028	0.0	75	0	0.938	81	Itpr2_0	Furnarius figulus	463165	0	ITPR2 protein (Fragment)
A0A7K5BHE2	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Furnarius figulus	463165	0	RYR3 protein (Fragment)
A0A7K5BHS6	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	40.9	326.1	285.2	0.8746	2.1e-08	1.4e-94	1.4e-94	0.027	0.035	72	173	0.989	175	Ryr2_2	Furnarius figulus	463165	0	RYR2 protein (Fragment)
A0A7K5BHU2	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.2	321.8	279.6	0.8689	8.5e-09	2.8e-93	2.8e-93	0.029	0.035	78	173	0.994	175	Ryr3_1	Furnarius figulus	463165	0	RYR3 protein (Fragment)
A0A7K5BI38	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	130.3	256.2	125.9	0.4914	2.4e-35	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr2_3	Furnarius figulus	463165	0	RYR2 protein (Fragment)
A0A7K5BVQ3	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	103.4	0.0	103.4	1.0	3e-27		3e-27	0.03	0.0	81	0	0.964	83	Itpr1_0	Motacilla alba	45807	0	ITPR1 protein (Fragment)
A0A7K5CBN9	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Motacilla alba	45807	0	ITPR2 protein (Fragment)
A0A7K5CFR3	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	45.0	45.0	1.0		6.6e-10	6.6e-10	0.0	0.01	0	49	0.923	52	Ryr1_2	Motacilla alba	45807	0	RYR1 protein (Fragment)
A0A7K5CGG2	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.5	321.0	278.5	0.8676	6.9e-09	4.7e-93	4.7e-93	0.029	0.035	78	173	0.983	175	Ryr3_0	Motacilla alba	45807	0	RYR3 protein (Fragment)
A0A7K5CGS6	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_1	Motacilla alba	45807	0	RYR3 protein (Fragment)
A0A7K5CH61	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	35.3	249.5	214.2	0.8585	1e-06	1.7e-71	1.7e-71	0.022	0.035	59	173	0.977	171	Ryr1_3	Motacilla alba	45807	0	RYR1 protein (Fragment)
A0A7K5CTJ1	unassigned	none	module	itpr.hmm matched only 78 profile positions (< 200) — a shared module, not a family assignment	104.1	0.0	104.1	1.0	2e-27		2e-27	0.029	0.0	78	0	0.94	83	Itpr1_0	Pachyramphus minor	369605	0	ITPR1 protein (Fragment)
A0A7K5CVW4	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Pachyramphus minor	369605	0	ITPR2 protein (Fragment)
A0A7K5D7J5	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	130.3	256.2	125.9	0.4914	2.4e-35	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr2_1	Pachyramphus minor	369605	0	RYR2 protein (Fragment)
A0A7K5D7Z6	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	41.1	326.3	285.2	0.874	1.9e-08	1.2e-94	1.2e-94	0.027	0.035	72	173	0.977	177	Ryr2_0	Pachyramphus minor	369605	0	RYR2 protein (Fragment)
A0A7K5DGL1	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	41.9	320.2	278.3	0.8691	1e-08	8.5e-93	8.5e-93	0.029	0.035	78	173	0.983	175	Ryr3_1	Pachyramphus minor	369605	0	RYR3 protein (Fragment)
A0A7K5DH41	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	46.2	46.2	1.0		3e-10	3e-10	0.0	0.009	0	44	0.979	47	Ryr3_0	Pachyramphus minor	369605	0	RYR3 protein (Fragment)
A0A7K5DI84	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Pachyramphus minor	369605	0	RYR3 protein (Fragment)
A0A7K5DJ32	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	44.1	44.1	1.0		1.3e-09	1.3e-09	0.0	0.009	0	44	0.979	47	Ryr1_1	Pachyramphus minor	369605	0	RYR1 protein (Fragment)
A0A7K5DWB1	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	100.6	0.0	100.6	1.0	2.2e-26		2.2e-26	0.028	0.0	75	0	0.938	81	Itpr2_0	Polioptila caerulea	66707	0	ITPR2 protein (Fragment)
A0A7K5E373	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	100.6	0.0	100.6	1.0	2.1e-26		2.1e-26	0.03	0.0	81	0	0.964	83	Itpr1_0	Polioptila caerulea	66707	0	ITPR1 protein (Fragment)
A0A7K5E391	unassigned	none	module	itpr.hmm matched only 102 profile positions (< 200) — a shared module, not a family assignment	229.2	118.6	110.6	0.4825	3.6e-65	4.6e-32	3.6e-65	0.038	0.02	102	99	1.0	101	Itpr1_1	Polioptila caerulea	66707	0	ITPR1 protein (Fragment)
A0A7K5EKI9	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.5	321.3	278.8	0.8677	7.1e-09	4e-93	4e-93	0.029	0.035	78	173	0.983	175	Ryr3_1	Polioptila caerulea	66707	0	RYR3 protein (Fragment)
A0A7K5EKM3	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Polioptila caerulea	66707	0	RYR3 protein (Fragment)
A0A7K5F493	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	100.6	0.0	100.6	1.0	2.2e-26		2.2e-26	0.028	0.0	75	0	0.938	81	Itpr2_0	Probosciger aterrimus	141839	0	ITPR2 protein (Fragment)
A0A7K5F650	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	102.8	0.0	102.8	1.0	4.6e-27		4.6e-27	0.028	0.0	75	0	0.95	80	Itpr1_0	Probosciger aterrimus	141839	0	ITPR1 protein (Fragment)
A0A7K5F739	unassigned	none	module	itpr.hmm matched only 102 profile positions (< 200) — a shared module, not a family assignment	229.2	118.6	110.6	0.4825	3.6e-65	4.6e-32	3.6e-65	0.038	0.02	102	99	1.0	101	Itpr1_2	Probosciger aterrimus	141839	0	ITPR1 protein (Fragment)
A0A7K5FAF3	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	130.3	256.2	125.9	0.4914	2.4e-35	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr2_1	Probosciger aterrimus	141839	0	RYR2 protein (Fragment)
A0A7K5FCA1	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	40.6	327.1	286.5	0.8759	2.6e-08	7.1e-95	7.1e-95	0.025	0.035	67	173	0.989	175	Ryr2_0	Probosciger aterrimus	141839	0	RYR2 protein (Fragment)
A0A7K5FYT5	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	37.5	234.9	197.4	0.8404	2.2e-07	4.2e-67	4.2e-67	0.025	0.035	67	173	0.981	156	Ryr3_1	Probosciger aterrimus	141839	0	RYR3 protein (Fragment)
A0A7K5FZ28	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Probosciger aterrimus	141839	0	RYR3 protein (Fragment)
A0A7K5G4E1	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.4	321.1	278.7	0.868	7.3e-09	4.4e-93	4.4e-93	0.029	0.035	78	173	0.989	174	Ryr3_2	Chunga burmeisteri	1352770	0	RYR3 protein (Fragment)
A0A7K5G4I6	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	44.9	44.9	1.0		7.4e-10	7.4e-10	0.0	0.009	0	44	0.979	47	Ryr3_0	Chunga burmeisteri	1352770	0	RYR3 protein (Fragment)
A0A7K5G4J6	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_3	Chunga burmeisteri	1352770	0	RYR3 protein (Fragment)
A0A7K5G4W3	unassigned	none	module	ryr.hmm matched only 143 profile positions (< 200) — a shared module, not a family assignment	0.0	193.3	193.3	1.0		1.4e-54	1.4e-54	0.0	0.029	0	143	0.719	199	Ryr3_1	Chunga burmeisteri	1352770	0	RYR3 protein (Fragment)
A0A7K5G689	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Chunga burmeisteri	1352770	0	ITPR2 protein (Fragment)
A0A7K5GDA4	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	109.0	0.0	109.0	1.0	6.3e-29		6.3e-29	0.03	0.0	81	0	0.988	82	Itpr1_0	Chunga burmeisteri	1352770	0	ITPR1 protein (Fragment)
A0A7K5H729	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	46.0	46.0	1.0		3.3e-10	3.3e-10	0.0	0.009	0	44	0.979	47	Ryr1	Chunga burmeisteri	1352770	0	RYR1 protein (Fragment)
A0A7K5HIS3	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Crotophaga sulcirostris	33598	0	RYR3 protein (Fragment)
A0A7K5HIU3	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	47.4	47.4	1.0		1.3e-10	1.3e-10	0.0	0.009	0	44	0.979	47	Ryr3_0	Crotophaga sulcirostris	33598	0	RYR3 protein (Fragment)
A0A7K5HJH2	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.4	320.4	278.0	0.8677	7.7e-09	7.3e-93	7.3e-93	0.029	0.035	78	173	0.989	174	Ryr3_1	Crotophaga sulcirostris	33598	0	RYR3 protein (Fragment)
A0A7K5HJX7	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	109.1	0.0	109.1	1.0	6e-29		6e-29	0.03	0.0	81	0	0.988	82	Itpr1_0	Crotophaga sulcirostris	33598	0	ITPR1 protein (Fragment)
A0A7K5HQ45	unassigned	none	module	itpr.hmm matched only 72 profile positions (< 200) — a shared module, not a family assignment	100.5	0.0	100.5	1.0	2.3e-26		2.3e-26	0.027	0.0	72	0	0.878	82	Itpr2_0	Crotophaga sulcirostris	33598	0	ITPR2 protein (Fragment)
A0A7K5IQ71	unassigned	none	module	itpr.hmm matched only 102 profile positions (< 200) — a shared module, not a family assignment	229.2	118.6	110.6	0.4825	3.6e-65	4.6e-32	3.6e-65	0.038	0.02	102	99	1.0	101	Itpr1_2	Toxostoma redivivum	99882	0	ITPR1 protein (Fragment)
A0A7K5IQ80	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	103.4	0.0	103.4	1.0	3e-27		3e-27	0.03	0.0	81	0	0.964	83	Itpr1_0	Toxostoma redivivum	99882	0	ITPR1 protein (Fragment)
A0A7K5IZG5	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	68.3	123.3	55.0	0.4461	1.2e-16	1.7e-33	1.7e-33	0.021	0.011	56	54	1.0	56	Ryr1_0	Toxostoma redivivum	99882	0	RYR1 protein (Fragment)
A0A7K5JC99	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	100.6	0.0	100.6	1.0	2.2e-26		2.2e-26	0.028	0.0	75	0	0.938	81	Itpr2_0	Toxostoma redivivum	99882	0	ITPR2 protein (Fragment)
A0A7K5JF24	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.5	321.3	278.8	0.8677	7.1e-09	4e-93	4e-93	0.029	0.035	78	173	0.983	175	Ryr3_1	Toxostoma redivivum	99882	0	RYR3 protein (Fragment)
A0A7K5JF59	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Toxostoma redivivum	99882	0	RYR3 protein (Fragment)
A0A7K5JKW5	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_2	Mionectes macconnelli	254557	0	RYR3 protein (Fragment)
A0A7K5JL17	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.5	321.3	278.8	0.8677	7.1e-09	4e-93	4e-93	0.029	0.035	78	173	0.983	175	Ryr3_1	Mionectes macconnelli	254557	0	RYR3 protein (Fragment)
A0A7K5JL82	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	46.2	46.2	1.0		3e-10	3e-10	0.0	0.009	0	44	0.979	47	Ryr3_0	Mionectes macconnelli	254557	0	RYR3 protein (Fragment)
A0A7K5K034	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Mionectes macconnelli	254557	0	ITPR2 protein (Fragment)
A0A7K5KN32	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	101.0	0.0	101.0	1.0	1.6e-26		1.6e-26	0.028	0.0	75	0	0.939	82	Itpr2	Vireo altiloquus	34956	0	ITPR2 protein (Fragment)
A0A7K5KP69	unassigned	none	module	ryr.hmm matched only 163 profile positions (< 200) — a shared module, not a family assignment	0.0	173.1	173.1	1.0		1.7e-48	1.7e-48	0.0	0.033	0	163	0.925	187	Ryr1_1	Vireo altiloquus	34956	0	RYR1 protein (Fragment)
A0A7K5KP70	unassigned	none	module	ryr.hmm matched only 99 profile positions (< 200) — a shared module, not a family assignment	118.3	222.0	103.7	0.4671	1e-31	3.3e-63	3.3e-63	0.037	0.02	99	99	1.0	98	Ryr1_0	Vireo altiloquus	34956	0	RYR1 protein (Fragment)
A0A7K5KP90	unassigned	none	module	ryr.hmm matched only 49 profile positions (< 200) — a shared module, not a family assignment	0.0	44.8	44.8	1.0		7.8e-10	7.8e-10	0.0	0.01	0	49	0.904	52	Ryr1_2	Vireo altiloquus	34956	0	RYR1 protein (Fragment)
A0A7K5L9I5	unassigned	none	module	ryr.hmm matched only 44 profile positions (< 200) — a shared module, not a family assignment	0.0	46.7	46.7	1.0		2e-10	2e-10	0.0	0.009	0	44	0.979	47	Ryr3_0	Vireo altiloquus	34956	0	RYR3 protein (Fragment)
A0A7K5LAM6	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_1	Vireo altiloquus	34956	0	RYR3 protein (Fragment)
A0A7K5LC97	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	103.4	0.0	103.4	1.0	3e-27		3e-27	0.03	0.0	81	0	0.964	83	Itpr1_0	Vireo altiloquus	34956	0	ITPR1 protein (Fragment)
A0A7K5LYR1	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	44.6	321.5	276.9	0.8613	1.7e-09	3.3e-93	3.3e-93	0.029	0.035	78	173	0.983	175	Ryr3_0	Cardinalis cardinalis	98964	0	RYR3 protein (Fragment)
A0A7K5LYW7	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_1	Cardinalis cardinalis	98964	0	RYR3 protein (Fragment)
A0A7K5MEX1	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	40.9	326.1	285.2	0.8746	2.1e-08	1.4e-94	1.4e-94	0.027	0.035	72	173	0.989	175	Ryr2_0	Cardinalis cardinalis	98964	0	RYR2 protein (Fragment)
A0A7K5MG23	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	130.3	256.2	125.9	0.4914	2.4e-35	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr2_1	Cardinalis cardinalis	98964	0	RYR2 protein (Fragment)
A0A7K5MIR0	unassigned	none	module	itpr.hmm matched only 102 profile positions (< 200) — a shared module, not a family assignment	229.2	118.6	110.6	0.4825	3.6e-65	4.6e-32	3.6e-65	0.038	0.02	102	99	1.0	101	Itpr1_2	Cardinalis cardinalis	98964	0	ITPR1 protein (Fragment)
A0A7K5MJ93	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	100.6	0.0	100.6	1.0	2.2e-26		2.2e-26	0.028	0.0	75	0	0.938	81	Itpr2_0	Cardinalis cardinalis	98964	0	ITPR2 protein (Fragment)
A0A7K5MKY1	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	103.4	0.0	103.4	1.0	3e-27		3e-27	0.03	0.0	81	0	0.964	83	Itpr1_0	Cardinalis cardinalis	98964	0	ITPR1 protein (Fragment)
A0A7K5N5Y7	unassigned	none	module	itpr.hmm matched only 81 profile positions (< 200) — a shared module, not a family assignment	109.1	0.0	109.1	1.0	5.9e-29		5.9e-29	0.03	0.0	81	0	0.988	82	Itpr1_0	Chroicocephalus maculipennis	287016	0	ITPR1 protein (Fragment)
A0A7K5NBG7	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	130.3	256.2	125.9	0.4914	2.4e-35	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr2_1	Chroicocephalus maculipennis	287016	0	RYR2 protein (Fragment)
A0A7K5NC17	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	41.0	327.5	286.5	0.8748	1.9e-08	5.5e-95	5.5e-95	0.025	0.035	67	173	0.977	177	Ryr2_0	Chroicocephalus maculipennis	287016	0	RYR2 protein (Fragment)
A0A7K5NN80	unassigned	none	module	itpr.hmm matched only 83 profile positions (< 200) — a shared module, not a family assignment	101.3	0.0	101.3	1.0	1.3e-26		1.3e-26	0.031	0.0	83	0	0.939	82	Itpr2_0	Chroicocephalus maculipennis	287016	0	ITPR2 protein (Fragment)
A0A7K5NVR0	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.4	320.6	278.2	0.8677	7.6e-09	6.2e-93	6.2e-93	0.029	0.035	78	173	0.989	174	Ryr3_0	Chroicocephalus maculipennis	287016	0	RYR3 protein (Fragment)
A0A7K5NW10	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_1	Chroicocephalus maculipennis	287016	0	RYR3 protein (Fragment)
A0A7K5NY97	unassigned	none	module	ryr.hmm matched only 143 profile positions (< 200) — a shared module, not a family assignment	0.0	192.7	192.7	1.0		2.1e-54	2.1e-54	0.0	0.029	0	143	0.569	255	Ryr3_2	Chroicocephalus maculipennis	287016	0	RYR3 protein (Fragment)
A0A7K5P848	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	Ryr3_1	Erythrocercus mccallii	107208	0	RYR3 protein (Fragment)
