accession	call	confidence	reason	instruments	arch_call	profile_call	profile_confidence	itpr_score	ryr_score	rel_margin	searches	source	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams
A0A3P8UX00	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 356.4 bits (100.0% of 356.4) over 281 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	356.4	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Cynoglossus semilaevis	244447	Vertebrata	Metazoa	Chordata				290			0						
A0A3P8VI78	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 534.4 bits (100.0% of 534.4) over 301 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	534.4	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Cynoglossus semilaevis	244447	Vertebrata	Metazoa	Chordata				397			0						
A0A3P9CS01	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 533.1 bits (100.0% of 533.1) over 301 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	533.1	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Maylandia zebra	106582	Vertebrata	Metazoa	Chordata				308			0						
A0A3P9DRC1	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 415.2 bits (100.0% of 415.2) over 301 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	415.2	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Maylandia zebra	106582	Vertebrata	Metazoa	Chordata				336			0						
A0A3P9N7C9	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 529.1 bits (100.0% of 529.1) over 301 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	529.1	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Poecilia reticulata	8081	Vertebrata	Metazoa	Chordata				307			0						
A0A3P9NCT7	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 520.0 bits (69.2% of 751.2) over 440 profile positions	profile		ITPR	medium	751.2	231.2	0.6922	sweep	HMM		Ion transport domain-containing protein	Poecilia reticulata	8081	Vertebrata	Metazoa	Chordata				477			0						
A0A3P9P1B7	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 523.2 bits (100.0% of 523.2) over 301 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	523.2	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Poecilia reticulata	8081	Vertebrata	Metazoa	Chordata				309			0						
A0A3Q0DEB2	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 468.1 bits (72.2% of 648.5) over 325 profile positions	profile		RYR	medium	180.4	648.5	0.7218	sweep	HMM	LOC103276631	Ryanodine receptor 1	Carlito syrichta	1868482	Vertebrata	Metazoa	Chordata				352			0						
A0A3Q0RPB6	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 541.0 bits (69.8% of 775.2) over 440 profile positions	profile		ITPR	medium	775.2	234.2	0.6979	sweep	HMM		Ion transport domain-containing protein	Amphilophus citrinellus	61819	Vertebrata	Metazoa	Chordata				484			0						
A0A3Q0RQD3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 589.9 bits (100.0% of 589.9) over 365 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	589.9	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Amphilophus citrinellus	61819	Vertebrata	Metazoa	Chordata				375			0						
A0A3Q1F572	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 506.4 bits (68.6% of 738.2) over 446 profile positions	profile		ITPR	medium	738.2	231.8	0.686	sweep	HMM		Ion transport domain-containing protein	Acanthochromis polyacanthus	80966	Vertebrata	Metazoa	Chordata				466			0						
A0A3Q1FA33	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 517.5 bits (69.1% of 748.5) over 443 profile positions	profile		ITPR	medium	748.5	231.0	0.6914	sweep	HMM		Inositol 1,4,5-trisphosphate receptor type 3-like	Acanthochromis polyacanthus	80966	Vertebrata	Metazoa	Chordata				482			0						
A0A3Q2C736	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 488.5 bits (68.1% of 717.1) over 424 profile positions	profile		ITPR	medium	717.1	228.6	0.6812	sweep	HMM		Ion transport domain-containing protein	Cyprinodon variegatus	28743	Vertebrata	Metazoa	Chordata				468			0						
A0A3Q2DWE3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 311.6 bits (65.4% of 476.6) over 232 profile positions	profile		RYR	medium	165.0	476.6	0.6538	sweep	HMM		Ion transport domain-containing protein	Cyprinodon variegatus	28743	Vertebrata	Metazoa	Chordata				255			0						
A0A3Q2NQM8	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 484.6 bits (68.4% of 708.7) over 424 profile positions	profile		ITPR	medium	708.7	224.1	0.6838	sweep	HMM		Ion transport domain-containing protein	Fundulus heteroclitus	8078	Vertebrata	Metazoa	Chordata				490			0						
A0A3Q2PL08	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 535.4 bits (100.0% of 535.4) over 301 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	535.4	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Fundulus heteroclitus	8078	Vertebrata	Metazoa	Chordata				339			0						
A0A3Q2QPY6	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 498.5 bits (100.0% of 498.5) over 301 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	498.5	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Fundulus heteroclitus	8078	Vertebrata	Metazoa	Chordata				302			0						
A0A3Q2WFC3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 534.6 bits (100.0% of 534.6) over 301 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	534.6	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Haplochromis burtoni	8153	Vertebrata	Metazoa	Chordata				308			0						
A0A3Q2XHV8	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 521.7 bits (100.0% of 521.7) over 301 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	521.7	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Hippocampus comes	109280	Vertebrata	Metazoa	Chordata				323			0						
A0A3Q2XI59	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 492.0 bits (70.1% of 701.8) over 429 profile positions	profile		ITPR	medium	701.8	209.8	0.7011	sweep	HMM		Ion transport domain-containing protein	Hippocampus comes	109280	Vertebrata	Metazoa	Chordata				497			0						
A0A3Q2YL51	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 507.5 bits (100.0% of 507.5) over 301 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	507.5	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Hippocampus comes	109280	Vertebrata	Metazoa	Chordata				335			0						
A0A3Q2YXR3	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 451.8 bits (65.9% of 685.5) over 432 profile positions	profile		ITPR	medium	685.5	233.7	0.6591	sweep	HMM		Ion transport domain-containing protein	Hippocampus comes	109280	Vertebrata	Metazoa	Chordata				432			0						
A0A3Q2ZBT3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 503.9 bits (100.0% of 503.9) over 301 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	503.9	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Kryptolebias marmoratus	37003	Vertebrata	Metazoa	Chordata				296			0						
A0A3Q3DNK0	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 555.5 bits (69.9% of 795.1) over 451 profile positions	profile		ITPR	medium	795.1	239.6	0.6987	sweep	HMM		Ion transport domain-containing protein	Hippocampus comes	109280	Vertebrata	Metazoa	Chordata				475			0						
A0A3Q3GY29	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 510.7 bits (68.1% of 749.5) over 448 profile positions	profile		ITPR	medium	749.5	238.8	0.6814	sweep	HMM		Ion transport domain-containing protein	Labrus bergylta	56723	Vertebrata	Metazoa	Chordata				469			0						
A0A3Q3JW96	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 538.0 bits (100.0% of 538.0) over 306 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	538.0	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Monopterus albus	43700	Vertebrata	Metazoa	Chordata				327			0						
A0A3Q4BSX6	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 538.0 bits (100.0% of 538.0) over 301 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	538.0	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Mola mola	94237	Vertebrata	Metazoa	Chordata				315			0						
A0A3Q4GCK1	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 535.1 bits (100.0% of 535.1) over 306 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	535.1	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Neolamprologus brichardi	32507	Vertebrata	Metazoa	Chordata				308			0						
A0A3Q4HH24	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 410.3 bits (100.0% of 410.3) over 291 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	410.3	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Neolamprologus brichardi	32507	Vertebrata	Metazoa	Chordata				313			0						
A0A3S2LYZ2	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 418.5 bits (100.0% of 418.5) over 503 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	418.5	1.0	sweep	HMM	OJAV_G00145280	Ryanodine receptor Ryr domain-containing protein	Oryzias javanicus	123683	Vertebrata	Metazoa	Chordata				594			0						
A0A3S2P961	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1695.2 bits (96.2% of 1762.6) over 1247 profile positions	profile		RYR	medium	67.4	1762.6	0.9618	sweep	HMM	OJAV_G00236070	Ryanodine receptor Ryr domain-containing protein	Oryzias javanicus	123683	Vertebrata	Metazoa	Chordata				1247			0						
A0A401NN11	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1232.1 bits (79.5% of 1550.8) over 991 profile positions	profile		RYR	medium	318.7	1550.8	0.7945	sweep	HMM	scyTo_0009481	EF-hand domain-containing protein (Fragment)	Scyliorhinus torazame	75743	Vertebrata	Metazoa	Chordata				973			0						
A0A401Q792	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 407.2 bits (100.0% of 407.2) over 242 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	407.2	1.0	sweep	HMM	scyTo_0021804	B30.2/SPRY domain-containing protein (Fragment)	Scyliorhinus torazame	75743	Vertebrata	Metazoa	Chordata				289			0						
A0A437BYD6	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 750.3 bits (100.0% of 750.3) over 656 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	750.3	1.0	sweep	HMM	OJAV_G00235810	Ryanodine receptor Ryr domain-containing protein	Oryzias javanicus	123683	Vertebrata	Metazoa	Chordata				690			0						
A0A437BYE8	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 259.2 bits (100.0% of 259.2) over 222 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	259.2	1.0	sweep	HMM	OJAV_G00235770	Ryanodine receptor Ryr domain-containing protein	Oryzias javanicus	123683	Vertebrata	Metazoa	Chordata				246			0						
A0A437BYF0	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 213.7 bits (100.0% of 213.7) over 246 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	213.7	1.0	sweep	HMM	OJAV_G00235780	Ryanodine receptor Ryr domain-containing protein	Oryzias javanicus	123683	Vertebrata	Metazoa	Chordata				278			0						
A0A437CBE1	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 448.8 bits (100.0% of 448.8) over 399 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	448.8	1.0	sweep	HMM	OJAV_G00195030	Ryanodine receptor Ryr domain-containing protein	Oryzias javanicus	123683	Vertebrata	Metazoa	Chordata				377			0						
A0A437CBG8	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 575.1 bits (100.0% of 575.1) over 454 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	575.1	1.0	sweep	HMM	OJAV_G00195050	Ryanodine receptor Ryr domain-containing protein	Oryzias javanicus	123683	Vertebrata	Metazoa	Chordata				456			0						
A0A437CCN1	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1199.2 bits (95.9% of 1250.8) over 784 profile positions	profile		RYR	medium	51.6	1250.8	0.9587	sweep	HMM	OJAV_G00195040	Ryanodine receptor Ryr domain-containing protein	Oryzias javanicus	123683	Vertebrata	Metazoa	Chordata				943			0						
A0A437CML3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 750.5 bits (71.8% of 1045.6) over 661 profile positions	profile		RYR	medium	295.1	1045.6	0.7178	sweep	HMM	OJAV_G00139890	Ion transport domain-containing protein	Oryzias javanicus	123683	Vertebrata	Metazoa	Chordata				700			0						
A0A437CNA2	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 287.7 bits (100.0% of 287.7) over 232 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	287.7	1.0	sweep	HMM	OJAV_G00145270	Ryanodine receptor junctional solenoid domain-containing protein	Oryzias javanicus	123683	Vertebrata	Metazoa	Chordata				250			0						
A0A437DB53	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 700.7 bits (100.0% of 700.7) over 493 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	700.7	1.0	sweep	HMM	OJAV_G00058690	Ryanodine receptor Ryr domain-containing protein	Oryzias javanicus	123683	Vertebrata	Metazoa	Chordata				469			0						
A0A444V486	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 507.0 bits (74.8% of 677.8) over 494 profile positions	profile		ITPR	medium	677.8	170.8	0.748	sweep	HMM	EOD39_17122	Inositol 1,4,5-trisphosphate receptor type 1	Acipenser ruthenus	7906	Vertebrata	Metazoa	Chordata				535			0						
A0A452R0T3	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 459.0 bits (66.5% of 690.4) over 357 profile positions	profile		ITPR	medium	690.4	231.4	0.6648	sweep	HMM		Ion transport domain-containing protein	Ursus americanus	9643	Vertebrata	Metazoa	Chordata				408			0						
A0A452R258	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 536.7 bits (100.0% of 536.7) over 301 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	536.7	1.0	sweep	HMM		B30.2/SPRY domain-containing protein	Ursus americanus	9643	Vertebrata	Metazoa	Chordata				334			0						
A0A455AEJ6	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 856.3 bits (88.0% of 972.5) over 744 profile positions	profile		RYR	medium	116.2	972.5	0.8805	sweep	HMM	LOC114484063	Ryanodine receptor 1-like	Physeter macrocephalus	9755	Vertebrata	Metazoa	Chordata				805			0						
A0A484C9T4	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 628.6 bits (69.0% of 910.6) over 636 profile positions	profile		RYR	medium	282.0	910.6	0.6903	sweep	HMM	EPR50_G00218870	Ion transport domain-containing protein	Perca flavescens	8167	Vertebrata	Metazoa	Chordata				677			0						
A0A498LBJ3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 2076.9 bits (100.0% of 2076.9) over 1267 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	2076.9	1.0	sweep	HMM	ROHU_035595	Ryanodine receptor 3-like protein	Labeo rohita	84645	Vertebrata	Metazoa	Chordata				1474			0						
A0A498M5C0	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1820.3 bits (100.0% of 1820.3) over 1267 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	1820.3	1.0	sweep	HMM	ROHU_037174	Ryanodine receptor 3-like protein	Labeo rohita	84645	Vertebrata	Metazoa	Chordata				1280			0						
A0A498MET8	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 40.1 bits (100.0% of 40.1) over 237 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	40.1	1.0	sweep	HMM	ROHU_036961	Ran-binding 10	Labeo rohita	84645	Vertebrata	Metazoa	Chordata				609			0						
A0A498NXE8	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 353.1 bits (100.0% of 353.1) over 246 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	353.1	1.0	sweep	HMM	ROHU_002994	Ryanodine receptor 3-like protein	Labeo rohita	84645	Vertebrata	Metazoa	Chordata				285			0						
A0A498P4Q1	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 308.2 bits (100.0% of 308.2) over 320 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	308.2	1.0	sweep	HMM	ROHU_000593	Ryanodine receptor 2-like protein	Labeo rohita	84645	Vertebrata	Metazoa	Chordata				333			0						
A0A4D9DSU3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 900.8 bits (94.5% of 953.2) over 720 profile positions	profile		RYR	medium	52.4	953.2	0.945	sweep	HMM	DR999_PMT18525	Ryanodine receptor 1	Platysternon megacephalum	55544	Vertebrata	Metazoa	Chordata				756			0						
A0A4U5UAQ0	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 422.9 bits (66.5% of 635.9) over 368 profile positions	profile		ITPR	medium	635.9	213.0	0.665	sweep	HMM	D9C73_004984	Inositol 1,4,5-trisphosphate receptor type 1 IP3 receptor isoform 1	Collichthys lucidus	240159	Vertebrata	Metazoa	Chordata				836			0						
A0A4V6AN71	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 317.8 bits (60.0% of 529.9) over 298 profile positions	profile		ITPR	medium	529.9	212.1	0.5997	sweep	HMM	D9C73_004996	Inositol 1,4,5-trisphosphate receptor type 1 IP3 receptor isoform 1	Collichthys lucidus	240159	Vertebrata	Metazoa	Chordata				778			0						
A0A4W5LNA5	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 833.9 bits (100.0% of 833.9) over 513 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	833.9	1.0	sweep	HMM		Ryanodine receptor Ryr domain-containing protein	Hucho hucho	62062	Vertebrata	Metazoa	Chordata				515			0						
A0A4W5MF44	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 410.9 bits (75.2% of 546.7) over 271 profile positions	profile		RYR	medium	135.8	546.7	0.7516	sweep	HMM		Ion transport domain-containing protein	Hucho hucho	62062	Vertebrata	Metazoa	Chordata				313			0						
A0A4W5MGK5	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 551.1 bits (93.4% of 590.0) over 380 profile positions	profile		RYR	medium	38.9	590.0	0.9341	sweep	HMM		Ryanodine Receptor TM 4-6 domain-containing protein	Hucho hucho	62062	Vertebrata	Metazoa	Chordata				449			0						
A0A4W5N862	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 507.5 bits (100.0% of 507.5) over 385 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	507.5	1.0	sweep	HMM		Uncharacterized protein	Hucho hucho	62062	Vertebrata	Metazoa	Chordata				399			0						
