accession	call	confidence	reason	instruments	arch_call	profile_call	profile_confidence	itpr_score	ryr_score	rel_margin	searches	source	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams	verdict
A0A2I3M3J1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4300.0	435.0	0.8988	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Papio anubis (Olive baboon)	9555	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	2641	1		0	Inferred from homology	1	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A2I3MQ68	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3960.8	424.1	0.8929	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Papio anubis (Olive baboon)	9555	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	2629	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A2I3MR85	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4026.5	422.5	0.8951	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Papio anubis (Olive baboon)	9555	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	2686	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A2I3N710	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4171.9	435.0	0.8957	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Papio anubis (Olive baboon)	9555	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	2581	1		0	Inferred from homology	1	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A2I3NA92	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4260.7	451.8	0.894	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Papio anubis (Olive baboon)	9555	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	2690	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A2I3NCV7	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4449.9	436.4	0.9019	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Papio anubis (Olive baboon)	9555	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	2719	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A2I3RK49	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4276.6	447.6	0.8953	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Pan troglodytes (Chimpanzee)	9598	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	2701	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A2I3S5U1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4043.2	418.5	0.8965	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Pan troglodytes (Chimpanzee)	9598	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	2671	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A2I3SE78	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	medium	993.8	122.1	0.8771	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Pan troglodytes (Chimpanzee)	9598	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	714	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		not in the DB; another entry of the same gene was hit
A0A2I3STP4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3986.8	393.7	0.9012	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Pan troglodytes (Chimpanzee)	9598	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	2658	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A2I3SX77	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4343.0	435.5	0.8997	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Pan troglodytes (Chimpanzee)	9598	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	2694	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A2I3TCW5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	medium	1622.7	158.6	0.9023	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Pan troglodytes (Chimpanzee)	9598	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	1021	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		not in the DB; another entry of the same gene was hit
A0A2I3TRL3	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	medium	1315.8	328.0	0.7507	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Pan troglodytes (Chimpanzee)	9598	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	721	0		0	Inferred from homology	1	PF08709	PF00520;PF02815;PF08709	3		not in the DB; another entry of the same gene was hit
A0A2I3TWE9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4014.9	309.2	0.923	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Pan troglodytes (Chimpanzee)	9598	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	2689	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A2I3TWZ8	ITPR	low	architecture only — no profile verdict	architecture	ITPR	unassigned	none	317.3	26.3	0.9171	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Pan troglodytes (Chimpanzee)	9598	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	181	0		0	Inferred from homology	1	PF08709	PF08709	1		not in the DB; another entry of the same gene was hit
A0A2I4AZN2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3548.7	380.1	0.8929	interpro+calibration	InterPro	itpr2	Inositol 1,4,5-trisphosphate receptor	Austrofundulus limnaeus (Annual killifish)	52670	Vertebrata	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Rivulidae	2500	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A2I4AZQ6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3903.7	427.2	0.8906	interpro+calibration	InterPro	itpr2	Inositol 1,4,5-trisphosphate receptor	Austrofundulus limnaeus (Annual killifish)	52670	Vertebrata	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Rivulidae	2686	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A2J8WBK6	ITPR	low	architecture only — no profile verdict	architecture	ITPR	unassigned	none	317.0	26.3	0.917	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	9601	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	181	0		0	Inferred from homology	1	PF08709	PF08709	1		not in the DB; another entry of the same gene was hit
A0A2J8WE20	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	medium	1315.8	328.0	0.7507	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	9601	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	721	0		0	Inferred from homology	1	PF08709	PF00520;PF02815;PF08709	3		not in the DB; another entry of the same gene was hit
A0A2J8WE37	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4456.0	436.2	0.9021	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	9601	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	2710	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A2K5F4F5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4008.4	420.1	0.8952	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Aotus nancymaae (Ma's night monkey)	37293	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Aotidae	2654	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A2K5F4K1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4023.0	420.4	0.8955	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Aotus nancymaae (Ma's night monkey)	37293	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Aotidae	2663	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A2K5J2D1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4032.3	420.4	0.8957	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Colobus angolensis palliatus (Peters' Angolan colobus)	336983	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	2662	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A2K5J2V0	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3971.4	422.5	0.8936	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Colobus angolensis palliatus (Peters' Angolan colobus)	336983	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	2648	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A2K5JL94	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4347.2	436.5	0.8996	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Colobus angolensis palliatus (Peters' Angolan colobus)	336983	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	2689	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A2K5K812	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4126.1	366.5	0.9112	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Colobus angolensis palliatus (Peters' Angolan colobus)	336983	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	2694	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A2K5MUQ5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3822.6	403.6	0.8944	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys)	9531	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	2567	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A2K5MV28	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3808.1	403.7	0.894	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys)	9531	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	2558	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A2K5MVB6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4117.2	370.4	0.91	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys)	9531	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	2677	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A2K5NJ04	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4328.5	428.8	0.9009	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys)	9531	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	2725	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A2K5NJ10	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4324.6	428.8	0.9008	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys)	9531	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	2717	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A2K5NJB0	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4320.6	426.5	0.9013	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys)	9531	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	2730	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A2K5NJE1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4331.6	427.4	0.9013	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys)	9531	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	2686	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A2K5QVB1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	medium	1314.9	328.5	0.7502	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator)	2715852	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cebidae	721	0		0	Inferred from homology	1	PF08709	PF00520;PF02815;PF08709	3		not in the DB; another entry of the same gene was hit
A0A2K5R130	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4331.0	433.9	0.8998	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator)	2715852	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cebidae	2712	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A2K5R169	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4337.9	434.0	0.9	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator)	2715852	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cebidae	2699	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A2K5R188	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4265.1	434.1	0.8982	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator)	2715852	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cebidae	2681	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A2K5R1F2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	medium	1613.3	158.8	0.9016	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator)	2715852	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cebidae	977	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		not in the DB; another entry of the same gene was hit
A0A2K5R1K8	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	medium	993.0	122.8	0.8763	interpro+calibration	InterPro	ITPR1	Inositol 1,4,5-trisphosphate receptor	Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator)	2715852	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cebidae	621	0		0	Inferred from homology	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		not in the DB; another entry of the same gene was hit
A0A2K5R5T6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4047.2	418.9	0.8965	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator)	2715852	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cebidae	2671	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A2K5R631	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4018.6	418.9	0.8958	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator)	2715852	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cebidae	2663	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A2K5R635	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4032.6	418.9	0.8961	interpro+calibration	InterPro	ITPR3	Inositol 1,4,5-trisphosphate receptor	Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator)	2715852	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cebidae	2662	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A2K5RZ45	ITPR	low	architecture only — no profile verdict	architecture	ITPR	unassigned	none	317.0	26.3	0.917	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator)	2715852	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cebidae	181	0		0	Inferred from homology	1	PF08709	PF08709	1		not in the DB; another entry of the same gene was hit
A0A2K5W261	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4438.1	434.2	0.9022	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	9541	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	2744	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0A2K5W2A2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4326.4	435.2	0.8994	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	9541	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	2694	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
