accession	band	role	length	n_itpr_arch	itpr_score	verdict	detail
A0A1I8GHA8	Platyhelminthes	ITPR	758	3	446.9	shape	length 758 outside measured bait band 2450-3250
A0A1I8GHB2	Platyhelminthes	ITPR	771	3	452.2	shape	length 771 outside measured bait band 2450-3250
A0A1I8GIY6	Platyhelminthes	ITPR	919	1	268.6	shape	length 919 outside measured bait band 2450-3250
A0A1I8GP13	Platyhelminthes	ITPR	286	1	213.4	shape	length 286 outside measured bait band 2450-3250
A0A1I8GTX8	Platyhelminthes	RYR	1497	3	169.5	shape	length 1497 outside RyR bait band 4600-5400
A0A1I8H777	Platyhelminthes	ITPR	1094	3	631.8	shape	length 1094 outside measured bait band 2450-3250
A0A1I8HAH5	Platyhelminthes	ITPR	466	1	166.7	shape	length 466 outside measured bait band 2450-3250
A0A1I8HB83	Platyhelminthes	ITPR	2009	3	2251.2	shape	length 2009 outside measured bait band 2450-3250
A0A1I8HB99	Platyhelminthes	ITPR	2311	2	1052.8	shape	length 2311 outside measured bait band 2450-3250
A0A1I8HBP4	Platyhelminthes	ITPR	503	2	278.1	shape	length 503 outside measured bait band 2450-3250
A0A1I8HBP7	Platyhelminthes	ITPR	422	2	657.2	shape	length 422 outside measured bait band 2450-3250
A0A1I8HG94	Platyhelminthes	ITPR	1174	1	205.9	shape	length 1174 outside measured bait band 2450-3250
A0A1I8HJB5	Platyhelminthes	ITPR	418	2	297.5	shape	length 418 outside measured bait band 2450-3250
A0A1I8HM54	Platyhelminthes	ITPR	1721	2	1477.2	shape	length 1721 outside measured bait band 2450-3250
A0A1I8HNQ9	Platyhelminthes	ITPR	888	1	141.0	shape	length 888 outside measured bait band 2450-3250
A0A1I8HTC7	Platyhelminthes	ITPR	1449	3	323.4	shape	length 1449 outside measured bait band 2450-3250
A0A1I8HTI5	Platyhelminthes	ITPR	839	2	961.6	shape	length 839 outside measured bait band 2450-3250
A0A1I8HTT3	Platyhelminthes	ITPR	1405	1	246.5	shape	length 1405 outside measured bait band 2450-3250
A0A1I8HXV4	Platyhelminthes	ITPR	1102	3	658.5	shape	length 1102 outside measured bait band 2450-3250
A0A1I8I1W7	Platyhelminthes	ITPR	611	2	151.6	shape	length 611 outside measured bait band 2450-3250
A0A1I8IAB8	Platyhelminthes	ITPR	1814	3	833.8	shape	length 1814 outside measured bait band 2450-3250
A0A1I8IDC1	Platyhelminthes	ITPR	1796	3	807.2	shape	length 1796 outside measured bait band 2450-3250
A0A1I8IHP6	Platyhelminthes	ITPR	392	1	187.3	shape	length 392 outside measured bait band 2450-3250
A0A1I8IP63	Platyhelminthes	ITPR	1167	2	248.4	shape	length 1167 outside measured bait band 2450-3250
A0A1I8IQR2	Platyhelminthes	ITPR	806	1	288.3	shape	length 806 outside measured bait band 2450-3250
A0A1I8IWE4	Platyhelminthes	ITPR	1134	3	825.2	shape	length 1134 outside measured bait band 2450-3250
A0A1I8JCD5	Platyhelminthes	ITPR	256	1	187.2	shape	length 256 outside measured bait band 2450-3250
A0A1I8JCI5	Platyhelminthes	ITPR	1794	3	815.8	shape	length 1794 outside measured bait band 2450-3250
A0A1I8JD59	Platyhelminthes	ITPR	755	3	432.4	shape	length 755 outside measured bait band 2450-3250
A0A1I8JJ97	Platyhelminthes	ITPR	3927	2	569.8	shape	length 3927 outside measured bait band 2450-3250
A0A1I8JKV2	Platyhelminthes	ITPR	1501	2	440.2	shape	length 1501 outside measured bait band 2450-3250
A0A1I8JRY4	Platyhelminthes	RYR	1192	1	0.0	shape	length 1192 outside RyR bait band 4600-5400
A0A1J1INF5	Arthropoda	RYR	6166	5	734.1	shape	length 6166 outside RyR bait band 4600-5400
A0A1J1IT56	Arthropoda	RYR	6190	5	730.7	shape	length 6190 outside RyR bait band 4600-5400
A0A1P6C331	Nematoda	RYR	2365	2	445.4	shape	length 2365 outside RyR bait band 4600-5400
A0A1P6C343	Nematoda	RYR	2364	2	445.0	shape	length 2364 outside RyR bait band 4600-5400
A0A1P6C413	Nematoda	RYR	3732	3	221.0	shape	length 3732 outside RyR bait band 4600-5400
A0A1R2BBG7	Ciliophora	ITPR	1049	1	380.6	shape	length 1049 outside measured bait band 2450-3250
A0A1R2BF56	Ciliophora	ITPR	791	1	155.5	shape	length 791 outside measured bait band 2450-3250
A0A1R2BF67	Ciliophora	ITPR	1676	2	464.8	shape	length 1676 outside measured bait band 2450-3250
A0A1R2BFZ9	Ciliophora	ITPR	2737	3	610.4	shape	architecture 3/5, not complete, and itpr.hmm scores it only 610 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A1R2BJI9	Ciliophora	ITPR	892	2	409.5	shape	length 892 outside measured bait band 2450-3250
A0A1R2BR82	Ciliophora	ITPR	1917	3	508.5	shape	length 1917 outside measured bait band 2450-3250
A0A1R2BTQ3	Ciliophora	ITPR	2802	3	647.8	shape	architecture 3/5, not complete, and itpr.hmm scores it only 648 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A1R2C8W3	Ciliophora	ITPR	1248	2	399.9	shape	length 1248 outside measured bait band 2450-3250
A0A1R2CRJ9	Ciliophora	ITPR	2627	4	712.7	shape	architecture 4/5, not complete, and itpr.hmm scores it only 713 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A1R2D1Y0	Ciliophora	ITPR	1005	2	472.8	shape	length 1005 outside measured bait band 2450-3250
A0A1R2D1Y7	Ciliophora	ITPR	1571	2	398.7	shape	length 1571 outside measured bait band 2450-3250
A0A1S3H407	Brachiopoda	ITPR	707	3	620.5	shape	length 707 outside measured bait band 2450-3250
A0A1S3I1E5	Brachiopoda	RYR	1692	3	182.6	shape	length 1692 outside RyR bait band 4600-5400
A0A1S3I400	Brachiopoda	RYR	3518	3	510.3	shape	length 3518 outside RyR bait band 4600-5400
A0A1S3IV44	Brachiopoda	ITPR	2268	4	1231.2	shape	length 2268 outside measured bait band 2450-3250
A0A1S3JN51	Brachiopoda	ITPR	274	1	425.5	shape	length 274 outside measured bait band 2450-3250
A0A1S3JN54	Brachiopoda	ITPR	323	1	312.0	shape	length 323 outside measured bait band 2450-3250
A0A1S4EE60	Arthropoda	RYR	3137	3	264.1	shape	length 3137 outside RyR bait band 4600-5400
A0A1S4ER78	Arthropoda	RYR	344	1	37.8	shape	length 344 outside RyR bait band 4600-5400
A0A1S8WMW4	Platyhelminthes	RYR	293	2	40.8	shape	length 293 outside RyR bait band 4600-5400
A0A1S8X878	Platyhelminthes	ITPR	861	3	755.5	shape	length 861 outside measured bait band 2450-3250
A0A1S8X8A6	Platyhelminthes	ITPR	1816	2	869.1	shape	length 1816 outside measured bait band 2450-3250
A0A1V9WZ08	Arthropoda	RYR	2990	2	186.5	shape	length 2990 outside RyR bait band 4600-5400
A0A1V9WZ27	Arthropoda	RYR	1847	2	433.2	shape	length 1847 outside RyR bait band 4600-5400
A0A1V9XEK6	Arthropoda	ITPR	1963	3	2181.5	shape	length 1963 outside measured bait band 2450-3250
A0A1V9XW01	Arthropoda	ITPR	911	3	1278.2	shape	length 911 outside measured bait band 2450-3250
A0A1V9Y9G5	Oomycota	ITPR	942	2	255.6	shape	length 942 outside measured bait band 2450-3250
A0A1V9YWU7	Oomycota	ITPR	1050	2	259.4	shape	length 1050 outside measured bait band 2450-3250
A0A1V9Z525	Oomycota	ITPR	2929	2	389.4	shape	architecture 2/5, not complete, and itpr.hmm scores it only 389 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A1V9Z7F2	Oomycota	ITPR	2268	3	538.0	shape	length 2268 outside measured bait band 2450-3250
A0A1V9Z878	Oomycota	ITPR	354	1	169.7	shape	length 354 outside measured bait band 2450-3250
A0A1V9Z879	Oomycota	ITPR	2362	2	627.5	shape	length 2362 outside measured bait band 2450-3250
A0A1V9ZF13	Oomycota	ITPR	2365	4	603.2	shape	length 2365 outside measured bait band 2450-3250
A0A1V9ZLR7	Oomycota	ITPR	1042	2	260.2	shape	length 1042 outside measured bait band 2450-3250
A0A1V9ZVZ4	Oomycota	ITPR	418	2	177.3	shape	length 418 outside measured bait band 2450-3250
A0A1W0A619	Oomycota	ITPR	1026	2	261.6	shape	length 1026 outside measured bait band 2450-3250
A0A1W0A656	Oomycota	ITPR	950	2	270.4	shape	length 950 outside measured bait band 2450-3250
A0A1W0A661	Oomycota	ITPR	3006	2	361.9	shape	architecture 2/5, not complete, and itpr.hmm scores it only 362 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A1W0A9F8	Oomycota	ITPR	1944	3	377.2	shape	length 1944 outside measured bait band 2450-3250
A0A1W0WNM8	Tardigrada	RYR	3045	3	208.1	shape	length 3045 outside RyR bait band 4600-5400
A0A1W0WNS5	Tardigrada	RYR	2143	2	454.4	shape	length 2143 outside RyR bait band 4600-5400
A0A1W0WNU6	Tardigrada	RYR	3033	3	208.1	shape	length 3033 outside RyR bait band 4600-5400
A0A1X0NWX8	Euglenozoa	ITPR	3141	4	664.7	shape	architecture 4/5, not complete, and itpr.hmm scores it only 665 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A1X7V9E7	Porifera	ITPR	2455	2	602.0	shape	architecture 2/5, not complete, and itpr.hmm scores it only 602 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A1Y1YQ92	Basidiobolomycota	ITPR	2278	5	1647.1	shape	length 2278 outside measured bait band 2450-3250
A0A1Y3AL80	Arthropoda	RYR	373	2	102.4	shape	length 373 outside RyR bait band 4600-5400
A0A1Y3B4M9	Arthropoda	ITPR	1241	3	1427.6	shape	length 1241 outside measured bait band 2450-3250
A0A1Y3B5P7	Arthropoda	RYR	2355	1	106.2	shape	length 2355 outside RyR bait band 4600-5400
A0A1Y3B8U4	Arthropoda	RYR	991	1	68.6	shape	length 991 outside RyR bait band 4600-5400
A0A1Y3B9E9	Arthropoda	ITPR	431	1	427.1	shape	length 431 outside measured bait band 2450-3250
A0A1Y3BRS3	Arthropoda	RYR	575	1	121.1	shape	length 575 outside RyR bait band 4600-5400
A0A210Q2I6	Mollusca	ITPR	1979	3	2543.5	shape	length 1979 outside measured bait band 2450-3250
A0A210Q2K2	Mollusca	ITPR	224	1	261.7	shape	length 224 outside measured bait band 2450-3250
A0A210Q2M9	Mollusca	ITPR	476	2	709.6	shape	length 476 outside measured bait band 2450-3250
A0A226ESW6	Arthropoda	RYR	3178	3	489.7	shape	length 3178 outside RyR bait band 4600-5400
A0A238BWD7	Nematoda	RYR	2326	1	71.4	shape	length 2326 outside RyR bait band 4600-5400
A0A238BX76	Nematoda	RYR	467	3	86.5	shape	length 467 outside RyR bait band 4600-5400
A0A238BY17	Nematoda	RYR	525	1	97.4	shape	length 525 outside RyR bait band 4600-5400
A0A267DSB4	Platyhelminthes	ITPR	1819	2	464.5	shape	length 1819 outside measured bait band 2450-3250
A0A267DVH0	Platyhelminthes	ITPR	2332	3	1098.3	shape	length 2332 outside measured bait band 2450-3250
A0A267DVM1	Platyhelminthes	ITPR	1672	3	786.0	shape	length 1672 outside measured bait band 2450-3250
A0A267DX28	Platyhelminthes	RYR	2874	3	224.0	shape	length 2874 outside RyR bait band 4600-5400
A0A267DX41	Platyhelminthes	ITPR	1666	3	781.6	shape	length 1666 outside measured bait band 2450-3250
A0A267E5V9	Platyhelminthes	ITPR	1410	2	657.1	shape	length 1410 outside measured bait band 2450-3250
A0A267EBW6	Platyhelminthes	ITPR	1892	2	918.4	shape	length 1892 outside measured bait band 2450-3250
A0A267FNK0	Platyhelminthes	RYR	2694	3	452.3	shape	length 2694 outside RyR bait band 4600-5400
A0A267FP64	Platyhelminthes	RYR	1554	1	167.2	shape	length 1554 outside RyR bait band 4600-5400
A0A267G6C6	Platyhelminthes	ITPR	767	2	503.8	shape	length 767 outside measured bait band 2450-3250
A0A267G824	Platyhelminthes	ITPR	721	2	458.6	shape	length 721 outside measured bait band 2450-3250
A0A267GA57	Platyhelminthes	ITPR	1973	2	947.6	shape	length 1973 outside measured bait band 2450-3250
A0A267GBS6	Platyhelminthes	ITPR	870	3	540.5	shape	length 870 outside measured bait band 2450-3250
A0A267GJE7	Platyhelminthes	RYR	4427	4	381.7	shape	length 4427 outside RyR bait band 4600-5400
A0A267GN77	Platyhelminthes	ITPR	1696	3	831.3	shape	length 1696 outside measured bait band 2450-3250
A0A267H5M4	Platyhelminthes	ITPR	1371	2	653.5	shape	length 1371 outside measured bait band 2450-3250
A0A267H5S7	Platyhelminthes	ITPR	2145	4	1010.7	shape	length 2145 outside measured bait band 2450-3250
A0A2A2JM86	Nematoda	RYR	4249	4	312.9	shape	length 4249 outside RyR bait band 4600-5400
A0A2A2JMI1	Nematoda	RYR	3676	3	214.8	shape	length 3676 outside RyR bait band 4600-5400
A0A2A2JML4	Nematoda	RYR	3795	3	214.8	shape	length 3795 outside RyR bait band 4600-5400
A0A2A2LNJ4	Nematoda	ITPR	2215	4	1963.6	shape	length 2215 outside measured bait band 2450-3250
A0A2B4T0S0	Cnidaria	ITPR	2000	3	2554.7	shape	length 2000 outside measured bait band 2450-3250
A0A2G5TKJ0	Nematoda	RYR	1395	2	442.5	shape	length 1395 outside RyR bait band 4600-5400
A0A2G5TKJ1	Nematoda	RYR	1364	2	438.9	shape	length 1364 outside RyR bait band 4600-5400
A0A2G5TKL2	Nematoda	RYR	3749	3	267.9	shape	length 3749 outside RyR bait band 4600-5400
A0A2G5TKM5	Nematoda	RYR	3865	3	263.0	shape	length 3865 outside RyR bait band 4600-5400
A0A2G5TLD0	Nematoda	RYR	3896	3	262.2	shape	length 3896 outside RyR bait band 4600-5400
A0A2G8JD16	Echinodermata	RYR	218	2	35.3	shape	length 218 outside RyR bait band 4600-5400
A0A2G8KPF5	Echinodermata	ITPR	1963	3	2456.6	shape	length 1963 outside measured bait band 2450-3250
A0A2G8KPL1	Echinodermata	ITPR	722	3	1100.4	shape	length 722 outside measured bait band 2450-3250
A0A2G8KUS3	Echinodermata	ITPR	1666	3	1993.0	shape	length 1666 outside measured bait band 2450-3250
A0A2G8L782	Echinodermata	RYR	1723	2	136.4	shape	length 1723 outside RyR bait band 4600-5400
A0A2G8L788	Echinodermata	RYR	988	1	39.1	shape	length 988 outside RyR bait band 4600-5400
A0A2G8L7A0	Echinodermata	RYR	646	1	33.8	shape	length 646 outside RyR bait band 4600-5400
A0A2G8L7H1	Echinodermata	RYR	412	2	131.7	shape	length 412 outside RyR bait band 4600-5400
A0A2G9THF2	Nematoda	ITPR	294	1	260.0	shape	length 294 outside measured bait band 2450-3250
A0A2G9TLI0	Nematoda	ITPR	284	1	193.8	shape	length 284 outside measured bait band 2450-3250
A0A2G9TMH0	Nematoda	ITPR	257	1	303.4	shape	length 257 outside measured bait band 2450-3250
A0A2G9TNV7	Nematoda	ITPR	462	1	299.4	shape	length 462 outside measured bait band 2450-3250
A0A2G9TSN8	Nematoda	ITPR	499	2	569.6	shape	length 499 outside measured bait band 2450-3250
A0A2G9TYF0	Nematoda	ITPR	215	1	264.0	shape	length 215 outside measured bait band 2450-3250
A0A2G9TZZ6	Nematoda	ITPR	401	1	319.2	shape	length 401 outside measured bait band 2450-3250
A0A2G9U2U5	Nematoda	RYR	360	1	0.0	shape	length 360 outside RyR bait band 4600-5400
A0A2G9U3T6	Nematoda	RYR	962	1	120.9	shape	length 962 outside RyR bait band 4600-5400
A0A2G9U3V0	Nematoda	RYR	777	2	76.0	shape	length 777 outside RyR bait band 4600-5400
A0A2G9U492	Nematoda	ITPR	1020	1	682.0	shape	length 1020 outside measured bait band 2450-3250
A0A2G9U539	Nematoda	RYR	327	1	46.5	shape	length 327 outside RyR bait band 4600-5400
A0A2G9U7Y1	Nematoda	RYR	240	1	28.4	shape	length 240 outside RyR bait band 4600-5400
A0A2J7QMC6	Arthropoda	RYR	1475	1	84.9	shape	length 1475 outside RyR bait band 4600-5400
A0A2J7QMC9	Arthropoda	RYR	1024	3	160.8	shape	length 1024 outside RyR bait band 4600-5400
A0A2J7QMF5	Arthropoda	RYR	899	1	87.6	shape	length 899 outside RyR bait band 4600-5400
A0A2J7QMF6	Arthropoda	RYR	2087	1	115.0	shape	length 2087 outside RyR bait band 4600-5400
A0A2J7QMF8	Arthropoda	RYR	2487	2	426.3	shape	length 2487 outside RyR bait band 4600-5400
A0A2J7QMG7	Arthropoda	RYR	242	1	35.2	shape	length 242 outside RyR bait band 4600-5400
A0A2J7QMI6	Arthropoda	RYR	2236	1	157.6	shape	length 2236 outside RyR bait band 4600-5400
A0A2J8AAQ9	Chlorophyta	ITPR	2680	3	533.4	shape	architecture 3/5, not complete, and itpr.hmm scores it only 533 bits (< 752, the 5th percentile of the complete-architecture records' own scores)
A0A2L2YWK1	Arthropoda	RYR	201	1	41.8	shape	length 201 outside RyR bait band 4600-5400
A0A2P2I6I6	Arthropoda	RYR	522	1	74.6	shape	length 522 outside RyR bait band 4600-5400
A0A2P2IAP5	Arthropoda	RYR	231	1	39.1	shape	length 231 outside RyR bait band 4600-5400
A0A2P2IAQ5	Arthropoda	ITPR	891	1	980.6	shape	length 891 outside measured bait band 2450-3250
A0A2P2IEB7	Arthropoda	RYR	310	1	47.9	shape	length 310 outside RyR bait band 4600-5400
A0A2P6NT28	Evosea	ITPR	2332	4	751.2	shape	length 2332 outside measured bait band 2450-3250
A0A2T7NGN4	Mollusca	ITPR	1228	2	415.6	shape	length 1228 outside measured bait band 2450-3250
A0A2T7NGN7	Mollusca	ITPR	297	1	212.3	shape	length 297 outside measured bait band 2450-3250
A0A2T7NGS9	Mollusca	ITPR	1267	2	568.1	shape	length 1267 outside measured bait band 2450-3250
A0A2W1B8H2	Arthropoda	RYR	774	1	80.3	shape	length 774 outside RyR bait band 4600-5400
A0A2W1BCG1	Arthropoda	RYR	995	1	61.9	shape	length 995 outside RyR bait band 4600-5400
A0A2W1BTP8	Arthropoda	RYR	1626	3	181.0	shape	length 1626 outside RyR bait band 4600-5400
A0A329SCW7	Oomycota	ITPR	3782	5	2005.3	shape	length 3782 outside measured bait band 2450-3250
A0A367KEP6	Mucoromycota	ITPR	1501	1	447.9	shape	length 1501 outside measured bait band 2450-3250
A0A368GMA7	Nematoda	ITPR	948	2	975.1	shape	length 948 outside measured bait band 2450-3250
A0A368GNZ1	Nematoda	ITPR	1190	3	1203.6	shape	length 1190 outside measured bait band 2450-3250
A0A368H228	Nematoda	RYR	1359	2	428.9	shape	length 1359 outside RyR bait band 4600-5400
A0A368H5X8	Nematoda	RYR	2871	3	243.4	shape	length 2871 outside RyR bait band 4600-5400
A0A3B0JQA3	Arthropoda	ITPR	2078	3	2659.8	shape	length 2078 outside measured bait band 2450-3250
A0A3L5TQH2	Mollusca	RYR	712	1	42.0	shape	length 712 outside RyR bait band 4600-5400
A0A3L5TRS9	Mollusca	ITPR	353	1	161.3	shape	length 353 outside measured bait band 2450-3250
A0A3M7P5I4	Rotifera	ITPR	250	2	281.3	shape	length 250 outside measured bait band 2450-3250
A0A3M7PNH8	Rotifera	ITPR	286	2	407.4	shape	length 286 outside measured bait band 2450-3250
A0A3M7Q4L9	Rotifera	RYR	1626	1	161.1	shape	length 1626 outside RyR bait band 4600-5400
A0A3M7QQ86	Rotifera	ITPR	694	1	634.1	shape	length 694 outside measured bait band 2450-3250
A0A3M7S5B6	Rotifera	ITPR	381	2	430.7	shape	length 381 outside measured bait band 2450-3250
A0A3M7S5P4	Rotifera	ITPR	811	1	435.4	shape	length 811 outside measured bait band 2450-3250
A0A3M7S5S2	Rotifera	ITPR	289	1	339.0	shape	length 289 outside measured bait band 2450-3250
A0A3M7T2M2	Rotifera	ITPR	2297	3	2014.9	shape	length 2297 outside measured bait band 2450-3250
A0A3M7T832	Rotifera	RYR	1241	3	194.1	shape	length 1241 outside RyR bait band 4600-5400
A0A3P6QHA2	Nematoda	ITPR	286	2	354.9	shape	length 286 outside measured bait band 2450-3250
A0A3P6RX41	Nematoda	RYR	294	2	40.1	shape	length 294 outside RyR bait band 4600-5400
A0A3P6SAI8	Nematoda	RYR	308	1	46.8	shape	length 308 outside RyR bait band 4600-5400
A0A3P6SAQ4	Nematoda	ITPR	1718	3	1219.0	shape	length 1718 outside measured bait band 2450-3250
A0A3P6SJE8	Nematoda	RYR	2445	2	423.4	shape	length 2445 outside RyR bait band 4600-5400
A0A3P6TKM6	Nematoda	RYR	1313	2	414.7	shape	length 1313 outside RyR bait band 4600-5400
A0A3P6UQP9	Nematoda	RYR	3662	3	261.7	shape	length 3662 outside RyR bait band 4600-5400
A0A3P7BK22	Nematoda	ITPR	851	2	1022.5	shape	length 851 outside measured bait band 2450-3250
A0A3P7E2Z7	Platyhelminthes	RYR	1838	2	414.3	shape	length 1838 outside RyR bait band 4600-5400
A0A3P7IZ60	Nematoda	RYR	933	1	139.2	shape	length 933 outside RyR bait band 4600-5400
A0A3P7J5Y5	Nematoda	ITPR	857	2	946.9	shape	length 857 outside measured bait band 2450-3250
A0A3P7KV74	Platyhelminthes	RYR	803	2	105.2	shape	length 803 outside RyR bait band 4600-5400
A0A3P7LB65	Nematoda	RYR	403	1	61.7	shape	length 403 outside RyR bait band 4600-5400
A0A3P7LT57	Platyhelminthes	RYR	470	1	0.0	shape	length 470 outside RyR bait band 4600-5400
A0A3P7N118	Nematoda	RYR	491	1	108.8	shape	length 491 outside RyR bait band 4600-5400
A0A3P7P8J6	Platyhelminthes	RYR	429	1	137.9	shape	length 429 outside RyR bait band 4600-5400
A0A3P7SCR0	Nematoda	ITPR	321	2	400.8	shape	length 321 outside measured bait band 2450-3250
A0A3P7SYB0	Nematoda	RYR	4014	3	507.8	shape	length 4014 outside RyR bait band 4600-5400
A0A3P7UGQ4	Nematoda	ITPR	1031	2	984.1	shape	length 1031 outside measured bait band 2450-3250
A0A3P7WM79	Nematoda	RYR	880	3	176.2	shape	length 880 outside RyR bait band 4600-5400
A0A3P7WS61	Nematoda	ITPR	970	2	1021.1	shape	length 970 outside measured bait band 2450-3250
A0A3P7XUG0	Nematoda	RYR	898	1	153.2	shape	length 898 outside RyR bait band 4600-5400
A0A3P7XVX9	Nematoda	ITPR	1243	2	990.1	shape	length 1243 outside measured bait band 2450-3250
A0A3P7ZQ38	Platyhelminthes	ITPR	715	1	342.7	shape	length 715 outside measured bait band 2450-3250
A0A3P8ALE8	Nematoda	RYR	2653	1	59.6	shape	length 2653 outside RyR bait band 4600-5400
A0A3P8C3K1	Platyhelminthes	RYR	245	1	40.8	shape	length 245 outside RyR bait band 4600-5400
A0A3Q0KS03	Platyhelminthes	RYR	5669	5	701.4	shape	length 5669 outside RyR bait band 4600-5400
A0A3R6WNG4	Oomycota	ITPR	694	1	70.6	shape	length 694 outside measured bait band 2450-3250
A0A3R6ZW45	Oomycota	ITPR	1834	1	121.9	shape	length 1834 outside measured bait band 2450-3250
