species	seq	junction_index	cds_offset	left_exon	right_exon	intron_start	intron_end	intron_length	class	annotated	donor	acceptor	splice_class	left_models	right_models
nalbiflora	RYR|nalbiflora	41	5907	41	42	1607921	1608176	256	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	42	6013	42	43	1608283	1608377	95	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	43	6157	43	44	1608522	1608671	150	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	44	6285	44	45	1608800	1609236	437	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	45	6431	45	46	1609383	1609606	224	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	46	6546	46	47	1609722	1610073	352	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	47	6679	47	48	1610207	1610505	299	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	48	6783	48	49	1610610	1611536	927	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	49	6919	49	50	1611673	1611763	91	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	50	7106	50	51	1611951	1612483	533	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	51	7218	51	52	1612596	1612692	97	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	52	7339	52	53	1612814	1612984	171	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	53	7509	53	54	1613155	1613360	206	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	54	7730	54	55	1613582	1613701	120	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	55	7821	55	56	1613793	1614170	378	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	56	7962	56	57	1614312	1614841	530	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	57	8126	57	58	1615006	1615202	197	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	58	8205	58	59	1615282	1615365	84	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	59	8295	59	60	1615456	1616970	1515	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	60	8430	60	61	1617106	1617207	102	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	61	8508	61	62	1617286	1617450	165	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	62	8584	62	63	1617527	1617841	315	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	63	8708	63	64	1617966	1618296	331	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	64	8824	64	65	1618413	1618913	501	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	65	8889	65	66	1618979	1619546	568	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	66	9011	66	67	1619669	1619938	270	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	67	9061	67	68	1619989	1621853	1865	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	68	9122	68	69	1621915	1622843	929	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	69	9361	69	70	1623083	1623174	92	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	70	9443	70	71	1623257	1624218	962	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	71	9574	71	72	1624350	1624865	516	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	72	9702	72	73	1624994	1625444	451	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	73	9895	73	74	1625638	1625814	177	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	74	9978	74	75	1625898	1626197	300	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	75	10136	75	76	1626356	1626750	395	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	76	10224	76	77	1626839	1628206	1368	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	77	10317	77	78	1628300	1628417	118	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	78	10488	78	79	1628589	1628849	261	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	79	10548	79	80	1628910	1629094	185	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	80	10683	80	81	1629230	1629486	257	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	81	10796	81	82	1629600	1629712	113	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	82	10893	82	83	1629810	1629935	126	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	83	11000	83	84	1630043	1630491	449	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	84	11052	84	85	1630544	1630697	154	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	85	11103	85	86	1630749	1630865	117	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	86	11203	86	87	1630966	1631243	278	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	87	11283	87	88	1631324	1631733	410	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	88	11360	88	89	1631811	1632494	684	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	89	11434	89	90	1632569	1633861	1293	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	90	11452	90	91	1633880	1638692	4813	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	91	11533	91	92	1638774	1639541	768	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	92	11622	92	93	1639631	1640957	1327	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	93	11751	93	94	1641087	1641308	222	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	94	11856	94	95	1641414	1641715	302	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	95	11938	95	96	1641798	1641984	187	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	96	12097	96	97	1642144	1642272	129	unannotated	0	GC	AG	minor		
nalbiflora	RYR|nalbiflora	97	12252	97	98	1642428	1642845	418	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	98	12468	98	99	1643062	1643143	82	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	99	12741	99	100	1643417	1643993	577	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	100	12948	100	101	1644201	1644293	93	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	101	13263	101	102	1644609	1644975	367	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	102	13334	102	103	1645047	1645558	512	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	103	13482	103	104	1645707	1645859	153	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	104	13569	104	105	1645947	1646101	155	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	105	13839	105	106	1646372	1646577	206	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	106	13970	106	107	1646709	1647062	354	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	107	14013	107	108	1647106	1647278	173	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	108	14147	108	109	1647413	1647718	306	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	109	14208	109	110	1647780	1648943	1164	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	110	14355	110	111	1649091	1649274	184	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	111	14490	111	112	1649410	1652009	2600	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	112	14647	112	113	1652167	1653466	1300	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	113	14712	113	114	1653532	1653777	246	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	114	14813	114	115	1653879	1654405	527	unannotated	0	GT	AG	canonical		
nalbiflora	RYR|nalbiflora	115	14865	115	116	1654458	1654895	438	unannotated	0	GT	AG	canonical		
nalbiflora	hk_EEF1A1|nalbiflora	1	144	1	2	3962023	3962136	114	within_one_model	1	GT	AG	canonical	gene-GBF38_002534	gene-GBF38_002534
nalbiflora	hk_EEF1A1|nalbiflora	2	324	2	3	3962317	3962519	203	within_one_model	1	GT	AG	canonical	gene-GBF38_002534	gene-GBF38_002534
nalbiflora	hk_EEF1A1|nalbiflora	3	621	3	4	3962817	3963032	216	within_one_model	1	GT	AG	canonical	gene-GBF38_002534	gene-GBF38_002534
nalbiflora	hk_EEF1A1|nalbiflora	4	772	4	5	3963184	3963319	136	within_one_model	1	GC	AG	minor	gene-GBF38_002534	gene-GBF38_002534
nalbiflora	hk_EEF1A1|nalbiflora	5	1029	5	6	3963577	3963730	154	within_one_model	1	GT	AG	canonical	gene-GBF38_002534	gene-GBF38_002534
nalbiflora	hk_EEF1A1|nalbiflora	6	1264	6	7	3963966	3964056	91	within_one_model	1	GT	AG	canonical	gene-GBF38_002534	gene-GBF38_002534
nalbiflora	hk_GAPDH|nalbiflora	1	23	1	2	18225111	18228669	3559	unannotated	0	GT	AG	canonical		
nalbiflora	hk_GAPDH|nalbiflora	2	123	2	3	18224932	18225010	79	unannotated	0	GT	AG	canonical		
nalbiflora	hk_GAPDH|nalbiflora	3	233	3	4	18224718	18224821	104	unannotated	0	GT	AG	canonical		
nalbiflora	hk_GAPDH|nalbiflora	4	324	4	5	18224519	18224626	108	unannotated	0	GT	AG	canonical		
nalbiflora	hk_GAPDH|nalbiflora	5	440	5	6	18223947	18224402	456	unannotated	0	GT	AG	canonical		
nalbiflora	hk_GAPDH|nalbiflora	6	522	6	7	18223444	18223864	421	unannotated	0	GT	AG	canonical		
nalbiflora	hk_GAPDH|nalbiflora	7	674	7	8	18223075	18223291	217	unannotated	0	GT	AG	canonical		
nalbiflora	hk_GAPDH|nalbiflora	8	753	8	9	18222835	18222995	161	unannotated	0	GT	AG	canonical		
nalbiflora	hk_GAPDH|nalbiflora	9	837	9	10	18222479	18222750	272	unannotated	0	GT	AG	canonical		
nalbiflora	hk_GAPDH|nalbiflora	10	935	10	11	18222124	18222380	257	unannotated	0	GT	AG	canonical		
nalbiflora	hk_RPL13A|nalbiflora	1	21	1	2	22230419	22231083	665	model_to_gap	0	GT	AG	canonical		gene-GBF38_021634
nalbiflora	hk_RPL13A|nalbiflora	2	94	2	3	22231157	22231406	250	within_one_model	1	GT	AG	canonical	gene-GBF38_021634	gene-GBF38_021634
nalbiflora	hk_RPL13A|nalbiflora	3	160	3	4	22231473	22231684	212	within_one_model	1	GT	AG	canonical	gene-GBF38_021634	gene-GBF38_021634
nalbiflora	hk_RPL13A|nalbiflora	4	262	4	5	22231787	22232225	439	within_one_model	1	GT	AG	canonical	gene-GBF38_021634	gene-GBF38_021634
nalbiflora	hk_RPL13A|nalbiflora	5	348	5	6	22232312	22232520	209	within_one_model	1	GT	AG	canonical	gene-GBF38_021634	gene-GBF38_021634
nalbiflora	hk_RPL13A|nalbiflora	6	408	6	7	22232581	22232951	371	within_one_model	1	GT	AG	canonical	gene-GBF38_021634	gene-GBF38_021634
