accession	organism	vclass	class	status	contig	start	coverage	identity	family_margin	paralog_margin	assigned_via	bait	annot_gene	annot_paralog	annot_agrees
GCA_013396675.1	Eubucco bourcierii	Aves	RYR	found_annotated	VWZE01018075.1	1207	0.2403	0.9724	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2			0
GCA_013396835.1	Psilopogon haemacephalus	Aves	ITPR1	found_annotated	VWZI01023573.1	1704	0.8178	0.9835	1.0	0.3203	primary	A0ABM4F3U0|ITPR1|Apteryx_mantelli	PSIHAE_R07019		0
GCA_013396835.1	Psilopogon haemacephalus	Aves	ITPR2	assembly_gap	VWZI01001715.1	61011	0.5256	0.9626	1.0	1.0	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013396835.1	Psilopogon haemacephalus	Aves	ITPR3	found_annotated	VWZI01004865.1	499854	1.0	0.9719	1.0	0.331	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	PSIHAE_R03075		0
GCA_013396835.1	Psilopogon haemacephalus	Aves	RYR	found_unannotated	VWZI01009657.1	287938	1.0	0.6838	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2			0
GCA_013396835.1	Psilopogon haemacephalus	Aves	RYR	found_unannotated	VWZI01019360.1	1284	0.6679	0.9786	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2			0
GCA_013396875.1	Vireo altiloquus	Aves	ITPR1	found_unannotated	VZRF01009815.1	164036	1.0	0.9849	1.0	0.3258	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_013396875.1	Vireo altiloquus	Aves	ITPR2	found_unannotated	VZRF01000017.1	33571	1.0	0.9796	1.0	0.3102	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013396875.1	Vireo altiloquus	Aves	ITPR3	found_annotated	VZRF01014545.1	203966	1.0	0.9973	1.0	0.3894	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	Itpr3	ITPR3	1
GCA_013396875.1	Vireo altiloquus	Aves	RYR	found_annotated	VZRF01001132.1	258552	0.9974	0.9782	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Ryr2	RYR2	1
GCA_013396875.1	Vireo altiloquus	Aves	RYR	found_annotated	VZRF01009222.1	594031	1.0	0.6724	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_013396935.1	Baryphthengus martii	Aves	ITPR1	assembly_gap	VWZK01014558.1	16091	0.6715	0.9936	1.0	1.0	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_013396935.1	Baryphthengus martii	Aves	ITPR2	found_unannotated	VWZK01012176.1	17477	0.9885	0.9768	1.0	0.3033	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013396935.1	Baryphthengus martii	Aves	ITPR3	found_annotated	VWZK01016629.1	161004	1.0	0.9771	1.0	0.3646	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	BARMAR_R11863		0
GCA_013396935.1	Baryphthengus martii	Aves	RYR	assembly_gap	VWZK01006851.1	3293	0.4229	0.9786	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2			0
GCA_013396935.1	Baryphthengus martii	Aves	RYR	assembly_gap	VWZK01008086.1	155041	0.2524	0.9785	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2			0
GCA_013396935.1	Baryphthengus martii	Aves	RYR	assembly_gap	VWZK01009413.1	756	0.3356	0.6458	1.0	1.0	primary	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal			0
GCA_013396935.1	Baryphthengus martii	Aves	RYR	assembly_gap	VWZK01010928.1	36663	0.3032	0.7077	1.0	1.0	primary	A0A3Q0HBW9|RYR|Alligator_sinensis			0
GCA_013396935.1	Baryphthengus martii	Aves	RYR	assembly_gap	VWZK01000280.1	53	0.2164	0.8009	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_013396935.1	Baryphthengus martii	Aves	RYR	assembly_gap	VWZK01003819.1	914	0.1488	0.9851	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2			0
GCA_013396935.1	Baryphthengus martii	Aves	RYR	assembly_gap	VWZK01003262.1	726	0.1796	0.7106	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2			0
GCA_013396975.1	Bucco capensis	Aves	ITPR1	found_unannotated	VWZO01019971.1	305321	1.0	0.9867	1.0	0.3235	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_013396975.1	Bucco capensis	Aves	ITPR3	assembly_gap	VWZO01010546.1	42	0.6854	0.9858	1.0	1.0	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	Itpr3_0	ITPR3	1
GCA_013396975.1	Bucco capensis	Aves	ITPR3	assembly_gap	VWZO01013041.1	21178	0.2924	0.9846	1.0	1.0	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3			0
GCA_013396975.1	Bucco capensis	Aves	RYR	assembly_gap	VWZO01001808.1	57	0.5366	0.9711	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2			0
GCA_013396975.1	Bucco capensis	Aves	RYR	assembly_gap	VWZO01021750.1	85276	0.4636	0.9739	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2			0
GCA_013396975.1	Bucco capensis	Aves	RYR	assembly_gap	VWZO01002875.1	878	0.411	0.6816	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_013396975.1	Bucco capensis	Aves	RYR	assembly_gap	VWZO01015568.1	1351	0.4259	0.6611	1.0	1.0	primary	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal			0
GCA_013397015.1	Myiagra hebetior	Aves	ITPR1	found_annotated	VWZQ01007131.1	499494	1.0	0.9845	1.0	0.3283	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	MYIHEB_R06248		0
GCA_013397015.1	Myiagra hebetior	Aves	ITPR2	found_unannotated	VWZQ01006530.1	363409	0.9885	0.982	1.0	0.3105	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013397015.1	Myiagra hebetior	Aves	ITPR3	found_annotated	VWZQ01007200.1	310561	1.0	0.9965	1.0	0.3915	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	Itpr3	ITPR3	1
GCA_013397015.1	Myiagra hebetior	Aves	RYR	found_annotated	VWZQ01001806.1	609461	0.9974	0.978	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Ryr2	RYR2	1
GCA_013397015.1	Myiagra hebetior	Aves	RYR	found_annotated	VWZQ01008955.1	470059	1.0	0.6748	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_013397245.1	Thryothorus ludovicianus	Aves	ITPR1	assembly_gap	VZTB01016242.1	12021	0.5156	0.9767	1.0	0.4235	primary	A0ABM4F3U0|ITPR1|Apteryx_mantelli			0
GCA_013397245.1	Thryothorus ludovicianus	Aves	ITPR1	assembly_gap	VZTB01012331.1	363128	0.4901	0.9634	1.0	1.0	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_013397245.1	Thryothorus ludovicianus	Aves	ITPR2	found_unannotated	VZTB01004788.1	1910	0.877	0.978	1.0	0.3146	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013397245.1	Thryothorus ludovicianus	Aves	ITPR3	assembly_gap	VZTB01002909.1	45	0.6157	0.9927	1.0	1.0	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus			0
GCA_013397245.1	Thryothorus ludovicianus	Aves	ITPR3	assembly_gap	VZTB01014641.1	197054	0.385	0.987	1.0	1.0	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus			0
GCA_013397245.1	Thryothorus ludovicianus	Aves	RYR	assembly_gap	VZTB01006589.1	395	0.6804	0.9595	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2			0
GCA_013397245.1	Thryothorus ludovicianus	Aves	RYR	assembly_gap	VZTB01009153.1	168	0.5954	0.6748	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	THRLUD_R12892		0
GCA_013397245.1	Thryothorus ludovicianus	Aves	RYR	assembly_gap	VZTB01011882.1	217828	0.2524	0.9681	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2			0
GCA_013397245.1	Thryothorus ludovicianus	Aves	RYR	assembly_gap	VZTB01014661.1	171938	0.2907	0.6569	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2			0
GCA_013397295.1	Polioptila caerulea	Aves	ITPR2	found_unannotated	VYXF01001320.1	235431	1.0	0.98	1.0	0.295	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013397295.1	Polioptila caerulea	Aves	ITPR3	found_annotated	VYXF01003972.1	2335	1.0	0.9732	1.0	0.3663	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	Itpr3	ITPR3	1
GCA_013397295.1	Polioptila caerulea	Aves	RYR	found_annotated	VYXF01004723.1	45110	0.9974	0.977	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	POLCAE_R12426		0
GCA_013397295.1	Polioptila caerulea	Aves	RYR	found_annotated	VYXF01009487.1	85514	1.0	0.6768	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_013397395.1	Sinosuthora webbiana	Aves	ITPR1	found_unannotated	VXBN01013252.1	1291350	1.0	0.9842	1.0	0.33	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_013397395.1	Sinosuthora webbiana	Aves	ITPR2	found_unannotated	VXBN01011463.1	166562	1.0	0.9819	1.0	0.3128	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013397395.1	Sinosuthora webbiana	Aves	ITPR3	found_annotated	VXBN01011685.1	297	0.9652	0.9551	1.0	0.4067	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	Itpr3	ITPR3	1
GCA_013397395.1	Sinosuthora webbiana	Aves	RYR	found_annotated	VXBN01012045.1	281508	1.0	0.9773	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Ryr2	RYR2	1
GCA_013397395.1	Sinosuthora webbiana	Aves	RYR	found_annotated	VXBN01015030.1	901189	1.0	0.676	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_013397465.1	Furnarius figulus	Aves	ITPR1	found_annotated	VYZD01000015.1	3558831	1.0	0.9853	1.0	0.3303	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	FURFIG_R11996		0
GCA_013397465.1	Furnarius figulus	Aves	ITPR2	found_unannotated	VYZD01000396.1	298467	1.0	0.9796	1.0	0.3072	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013397465.1	Furnarius figulus	Aves	ITPR3	found_annotated	VYZD01000217.1	676899	1.0	0.9888	1.0	0.3907	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	Itpr3	ITPR3	1
GCA_013397465.1	Furnarius figulus	Aves	RYR	assembly_gap	VYZD01002042.1	234	0.6228	0.6506	1.0	1.0	primary	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	FURFIG_R02901		0
GCA_013397465.1	Furnarius figulus	Aves	RYR	assembly_gap	VYZD01000784.1	143411	0.215	0.9794	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2			0
GCA_013397465.1	Furnarius figulus	Aves	RYR	assembly_gap	VYZD01003068.1	373	0.2037	0.7391	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2			0
GCA_013397495.1	Mionectes macconnelli	Aves	ITPR1	assembly_gap	VYZC01000789.1	167834	0.6189	0.9849	1.0	1.0	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_013397495.1	Mionectes macconnelli	Aves	ITPR2	found_unannotated	VYZC01000147.1	1147216	1.0	0.9819	1.0	0.3053	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013397495.1	Mionectes macconnelli	Aves	RYR	found_annotated	VYZC01000047.1	483865	1.0	0.9783	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Ryr2	RYR2	1
GCA_013397495.1	Mionectes macconnelli	Aves	RYR	found_annotated	VYZC01000019.1	1653182	1.0	0.6711	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_013397535.1	Pterocles burchelli	Aves	ITPR1	found_unannotated	VYZE01000085.1	1051875	1.0	0.9914	1.0	0.3333	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_013397535.1	Pterocles burchelli	Aves	ITPR2	found_unannotated	VYZE01000061.1	324147	0.9885	0.9865	1.0	0.3158	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013397535.1	Pterocles burchelli	Aves	ITPR3	found_annotated	VYZE01000639.1	21766	1.0	0.9857	1.0	0.3908	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	PTEBUR_R13752		0
GCA_013397535.1	Pterocles burchelli	Aves	RYR	found_annotated	VYZE01000008.1	59405	0.993	0.9761	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Ryr2	RYR2	1
GCA_013397635.1	Columbina picui	Aves	ITPR1	found_annotated	VYZG01001033.1	29819	1.0	0.9773	1.0	0.333	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	Itpr1	ITPR1	1
GCA_013397635.1	Columbina picui	Aves	ITPR2	found_unannotated	VYZG01000419.1	130253	0.9885	0.9693	1.0	0.3126	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013397635.1	Columbina picui	Aves	RYR	found_annotated	VYZG01000063.1	1015244	1.0	0.9732	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Ryr2	RYR2	1
GCA_013397635.1	Columbina picui	Aves	RYR	found_annotated	VYZG01000089.1	98286	1.0	0.6664	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_013397815.1	Aleadryas rufinucha	Aves	ITPR1	found_unannotated	VZTH01000998.1	284869	1.0	0.986	1.0	0.3252	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_013397815.1	Aleadryas rufinucha	Aves	ITPR2	found_unannotated	VZTH01019192.1	239755	0.9956	0.9792	1.0	0.3104	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013397815.1	Aleadryas rufinucha	Aves	ITPR3	found_annotated	VZTH01008759.1	1293	0.9652	0.9981	1.0	0.4016	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ALERUF_R06457		0
GCA_013397815.1	Aleadryas rufinucha	Aves	RYR	found_unannotated	VZTH01000269.1	550972	0.9312	0.9769	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2			0
GCA_013397815.1	Aleadryas rufinucha	Aves	RYR	found_unannotated	VZTH01018405.1	213306	1.0	0.6732	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_013397895.1	Origma solitaria	Aves	ITPR1	found_unannotated	VZRL01005794.1	229952	1.0	0.9856	1.0	0.328	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_013397895.1	Origma solitaria	Aves	ITPR2	found_unannotated	VZRL01002161.1	388382	0.9885	0.982	1.0	0.3159	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013397895.1	Origma solitaria	Aves	ITPR3	found_annotated	VZRL01001132.1	236819	0.7067	0.9942	1.0	1.0	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	Itpr3_0	ITPR3	1
GCA_013397895.1	Origma solitaria	Aves	ITPR3	found_annotated	VZRL01004771.1	2311	0.2936	0.9836	1.0	1.0	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus			0
GCA_013397895.1	Origma solitaria	Aves	RYR	found_annotated	VZRL01003992.1	573360	0.9976	0.9782	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Ryr2	RYR2	1
GCA_013397895.1	Origma solitaria	Aves	RYR	found_annotated	VZRL01002523.1	468171	1.0	0.6754	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_013397955.1	Grantiella picta	Aves	ITPR1	found_unannotated	VZRM01002778.1	346574	1.0	0.9867	1.0	0.3276	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_013397955.1	Grantiella picta	Aves	ITPR2	found_unannotated	VZRM01003629.1	237073	1.0	0.98	1.0	0.3184	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013397955.1	Grantiella picta	Aves	ITPR3	found_annotated	VZRM01006298.1	16047	1.0	0.9819	1.0	0.3927	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	GRAPIC_R11688		0
GCA_013397955.1	Grantiella picta	Aves	RYR	found_annotated	VZRM01002603.1	1392669	0.9976	0.9754	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Ryr2	RYR2	1
GCA_013397955.1	Grantiella picta	Aves	RYR	found_annotated	VZRM01007608.1	60189	1.0	0.6765	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR1	found_unannotated	VZRW01010862.1	518735	1.0	0.9899	1.0	0.3247	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR2	assembly_gap	VZRW01011159.1	524789	0.5063	0.9832	1.0	0.3823	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR3	found_annotated	VZRW01011544.1	62	0.708	0.9857	1.0	1.0	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	Itpr3_1	ITPR3	1
GCA_013398125.1	Aegotheles bennettii	Aves	ITPR3	found_annotated	VZRW01006512.1	7118	0.2936	0.9835	1.0	1.0	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus			0
GCA_013398125.1	Aegotheles bennettii	Aves	RYR	found_annotated	VZRW01002778.1	7683	0.9764	0.9823	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Ryr2_1	RYR2	1
GCA_013398125.1	Aegotheles bennettii	Aves	RYR	found_annotated	VZRW01014125.1	219985	0.9248	0.6709	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR1	found_annotated	VZRU01011476.1	54341	1.0	0.9824	1.0	0.3314	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	PEDTOR_R00561		0
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR2	found_unannotated	VZRU01019648.1	81166	0.9885	0.9809	1.0	0.3116	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013398155.1	Pedionomus torquatus	Aves	ITPR3	found_annotated	VZRU01018657.1	5848	0.9887	0.9871	1.0	0.3932	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	Itpr3	ITPR3	1
GCA_013398155.1	Pedionomus torquatus	Aves	RYR	found_annotated	VZRU01009960.1	171297	0.9974	0.9812	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Ryr2	RYR2	1
GCA_013398175.1	Climacteris rufus	Aves	ITPR1	found_annotated	VZRZ01002771.1	821575	1.0	0.9813	1.0	0.3308	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	CLIRUF_R00391		0
GCA_013398175.1	Climacteris rufus	Aves	ITPR2	found_unannotated	VZRZ01004463.1	409686	1.0	0.9763	1.0	0.3113	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013398175.1	Climacteris rufus	Aves	ITPR3	found_annotated	VZRZ01005358.1	42484	1.0	0.9903	1.0	0.394	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	Itpr3	ITPR3	1
GCA_013398175.1	Climacteris rufus	Aves	RYR	found_annotated	VZRZ01007597.1	193079	0.9974	0.9782	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Ryr2	RYR2	1
GCA_013398175.1	Climacteris rufus	Aves	RYR	found_annotated	VZRZ01002579.1	769125	1.0	0.6783	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_013398455.1	Loxia curvirostra	Aves	ITPR1	found_unannotated	VZSM01004910.1	1210115	1.0	0.9806	1.0	0.3246	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_013398455.1	Loxia curvirostra	Aves	ITPR2	found_unannotated	VZSM01004385.1	562622	1.0	0.9789	1.0	0.3135	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013398455.1	Loxia curvirostra	Aves	ITPR3	found_annotated	VZSM01006023.1	1096375	1.0	0.9959	1.0	0.3981	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	LOXCUR_R12629		0
GCA_013398455.1	Loxia curvirostra	Aves	RYR	found_annotated	VZSM01006932.1	2392609	0.9974	0.9766	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Ryr2	RYR2	1
GCA_013398455.1	Loxia curvirostra	Aves	RYR	found_annotated	VZSM01002731.1	5502326	1.0	0.6737	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_013398575.1	Certhia familiaris	Aves	ITPR1	found_annotated	WBNC01000937.1	369	0.823	0.9821	1.0	0.3249	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	CERFAM_R07849		0
GCA_013398575.1	Certhia familiaris	Aves	ITPR2	found_unannotated	WBNC01001413.1	115465	0.7848	0.9802	1.0	1.0	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013398575.1	Certhia familiaris	Aves	ITPR3	found_annotated	WBNC01002225.1	22061	1.0	0.995	1.0	0.3476	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	Itpr3	ITPR3	1
GCA_013398575.1	Certhia familiaris	Aves	RYR	found_annotated	WBNC01000059.1	569150	0.9976	0.9675	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Ryr2	RYR2	1
GCA_013398575.1	Certhia familiaris	Aves	RYR	found_annotated	WBNC01000130.1	524004	1.0	0.6765	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_013398615.1	Brachypodius melanocephalos	Aves	ITPR1	found_unannotated	VZSR01001459.1	10232712	1.0	0.9856	1.0	0.3255	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_013398615.1	Brachypodius melanocephalos	Aves	ITPR2	found_unannotated	VZSR01002340.1	8119033	1.0	0.98	1.0	0.3156	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013398615.1	Brachypodius melanocephalos	Aves	ITPR3	found_annotated	VZSR01002526.1	2552752	1.0	0.9522	1.0	0.3971	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	BRAATR_R04662		0
GCA_013398615.1	Brachypodius melanocephalos	Aves	RYR	found_annotated	VZSR01003807.1	4412913	1.0	0.9775	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Ryr2	RYR2	1
GCA_013398615.1	Brachypodius melanocephalos	Aves	RYR	found_annotated	VZSR01000520.1	18929082	1.0	0.674	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_013398795.1	Elachura formosa	Aves	ITPR1	found_unannotated	WBNG01000009.1	5257043	1.0	0.9838	1.0	0.3299	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_013398795.1	Elachura formosa	Aves	ITPR2	found_unannotated	WBNG01000249.1	103434	1.0	0.9793	1.0	0.3103	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013398795.1	Elachura formosa	Aves	RYR	found_annotated	WBNG01000058.1	2626492	1.0	0.9716	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ELAFOR_R07682		0
GCA_013398795.1	Elachura formosa	Aves	RYR	found_annotated	WBNG01000069.1	2325252	1.0	0.6735	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_013398835.1	Emberiza fucata	Aves	ITPR1	assembly_gap	VYZJ01000868.1	159473	0.6222	0.9902	1.0	1.0	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_013398835.1	Emberiza fucata	Aves	ITPR2	found_unannotated	VYZJ01000507.1	235276	1.0	0.9744	1.0	0.2945	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013398835.1	Emberiza fucata	Aves	ITPR3	found_annotated	VYZJ01001343.1	32354	1.0	0.9066	1.0	0.3658	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	EMBFUC_R03987		0
GCA_013398835.1	Emberiza fucata	Aves	RYR	found_annotated	VYZJ01000130.1	910050	1.0	0.9664	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Ryr2	RYR2	1
GCA_013398835.1	Emberiza fucata	Aves	RYR	found_annotated	VYZJ01000340.1	650006	0.9476	0.6638	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCA_013398935.1	Ceuthmochares aereus	Aves	ITPR1	found_unannotated	VWPQ01001063.1	5121	1.0	0.9856	1.0	0.3307	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_013398935.1	Ceuthmochares aereus	Aves	ITPR2	found_unannotated	VWPQ01000308.1	95545	0.9963	0.973	1.0	0.31	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
GCA_013398935.1	Ceuthmochares aereus	Aves	ITPR3	assembly_gap	VWPQ01011835.1	3	0.4749	0.9535	1.0	1.0	primary	A0A7K6LHC3|ITPR3|Falcunculus_frontatus			0
GCA_013398935.1	Ceuthmochares aereus	Aves	RYR	found_annotated	VWPQ01000040.1	129171	1.0	0.9793	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Ryr2	RYR2	1
GCA_013398935.1	Ceuthmochares aereus	Aves	RYR	found_annotated	VWPQ01001982.1	853	0.699	0.6799	1.0	1.0	primary	H3BGR5|RYR|Latimeria_chalumnae			0
GCA_013398955.1	Callaeas wilsoni	Aves	ITPR1	assembly_gap	VWPU01015536.1	7010	0.6715	0.9861	1.0	1.0	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1			0
GCA_013398955.1	Callaeas wilsoni	Aves	ITPR2	found_unannotated	VWPU01018490.1	68	1.0	0.9811	1.0	0.3014	primary	A0A672UP22|ITPR2|Strigops_habroptila			0
