group	profile	accession	target	species	taxon_id	gene	length	full_evalue	full_score	hmm_coverage	qlen	positions	protein_name
fungi	itpr	A0ABQ7K153	tr|A0ABQ7K153|A0ABQ7K153_9FUNG	Linnemannia gamsii	64522	SDF2L1	216	0.0046	23.5	0.021	2684	56	Stromal cell-derived factor 2-like protein 1
fungi	itpr	A0A1R1Y6B8	tr|A0A1R1Y6B8|A0A1R1Y6B8_9FUNG	Smittium culicis	133412	AYI70_g2955	937	0.0052	23.3	0.042	2684	113	MIR domain-containing protein
fungi	itpr	A0A9W8GUK6	tr|A0A9W8GUK6|A0A9W8GUK6_9FUNG	Coemansia pectinata	1052879	PMT2_5	775	0.0054	23.2	0.056	2684	150	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A9P9BU07	tr|A0A9P9BU07|A0A9P9BU07_9PEZI	Microdochium trichocladiopsis	1682393	B0I36DRAFT_232854	742	0.0055	23.2	0.054	2684	145	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A9P6YTS2	tr|A0A9P6YTS2|A0A9P6YTS2_9FUNG	Rhizopus delemar	936053	G6F50_011117	207	0.0055	23.2	0.019	2684	51	MIR domain-containing protein
fungi	itpr	A0A9P6X4Z7	tr|A0A9P6X4Z7|A0A9P6X4Z7_RHIOR	Rhizopus oryzae	64495	G6F64_008589	207	0.0056	23.2	0.019	2684	51	MIR domain-containing protein
fungi	itpr	A0A1R1WYD4	tr|A0A1R1WYD4|A0A1R1WYD4_9FUNG	Smittium culicis	133412	AYI70_g12225	513	0.0057	23.2	0.041	2684	110	Stromal cell-derived factor 2-like protein
fungi	itpr	A0A9N9NUF1	tr|A0A9N9NUF1|A0A9N9NUF1_9GLOM	Acaulospora morrowiae	94023	AMORRO_LOCUS15739	167	0.0057	23.2	0.049	2684	132	12070_t:CDS:1 (Fragment)
fungi	itpr	A0A1R1XSP3	tr|A0A1R1XSP3|A0A1R1XSP3_9FUNG	Smittium culicis	133412	AYI69_g7343	893	0.0059	23.1	0.042	2684	113	p30 adhesin
fungi	itpr	A0A9N9BM08	tr|A0A9N9BM08|A0A9N9BM08_9GLOM	Acaulospora morrowiae	94023	AMORRO_LOCUS6437	357	0.0063	23.0	0.053	2684	142	18361_t:CDS:1 (Fragment)
fungi	itpr	A0A9W8GGL0	tr|A0A9W8GGL0|A0A9W8GGL0_9FUNG	Coemansia spiralis	417178	IWW39_004547	435	0.0066	22.9	0.04	2684	107	MIR domain-containing protein
fungi	itpr	A0A9P6IJQ2	tr|A0A9P6IJQ2|A0A9P6IJQ2_9FUNG	Modicella reniformis	1440133	SDF2L1	182	0.0071	22.8	0.06	2684	161	Stromal cell-derived factor 2-like protein 1 (Fragment)
fungi	itpr	A0ACC1K8E4	tr|A0ACC1K8E4|A0ACC1K8E4_9FUNG	Coemansia nantahalensis	2789366	PMT2_1	736	0.0072	22.8	0.054	2684	145	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A9W8IAF4	tr|A0A9W8IAF4|A0A9W8IAF4_9FUNG	Coemansia brasiliensis	2650707	IWW36_000792	219	0.0079	22.7	0.037	2684	99	MIR domain-containing protein
fungi	itpr	A0ACA9JYM8	tr|A0ACA9JYM8|A0ACA9JYM8_9GLOM	Acaulospora colombiana	27376	ACOLOM_LOCUS317	1354	0.0082	22.6	0.038	2684	102	3648_t:CDS:1
fungi	itpr	A0A1X2H413	tr|A0A1X2H413|A0A1X2H413_SYNRA	Syncephalastrum racemosum	13706	BCR43DRAFT_552419	208	0.0087	22.6	0.05	2684	134	MIR motif-containing protein
fungi	itpr	A0A9W8HU75	tr|A0A9W8HU75|A0A9W8HU75_9FUNG	Coemansia guatemalensis	2761395	PMT2_8	260	0.0088	22.5	0.054	2684	145	Protein O-mannosyltransferase 2 (Fragment)
fungi	itpr	A0A2S4UCM4	tr|A0A2S4UCM4|A0A2S4UCM4_9BASI	Puccinia striiformis	27350	PSTT_16513	506	0.0092	22.5	0.054	2684	145	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A2U1IZC7	tr|A0A2U1IZC7|A0A2U1IZC7_SMIAN	Smittium angustum	133377	BB558_005812	755	0.0094	22.4	0.036	2684	97	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A2U1IZ95	tr|A0A2U1IZ95|A0A2U1IZ95_SMIAN	Smittium angustum	133377	BB558_005982	756	0.0094	22.4	0.036	2684	97	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A367KU13	tr|A0A367KU13|A0A367KU13_RHIST	Rhizopus stolonifer	4846	CU098_011710	195	0.0096	22.4	0.033	2684	89	MIR domain-containing protein
fungi	itpr	A0A1Y1XKV3	tr|A0A1Y1XKV3|A0A1Y1XKV3_9FUNG	Anaeromyces robustus	1754192	BCR32DRAFT_290216	213	0.011	22.3	0.028	2684	75	Stromal cell-derived factor 2-like protein
fungi	itpr	A0A9N8VBC2	tr|A0A9N8VBC2|A0A9N8VBC2_9GLOM	Acaulospora morrowiae	94023	AMORRO_LOCUS564	216	0.011	22.2	0.02	2684	54	895_t:CDS:1
fungi	itpr	A0A1R0H1S0	tr|A0A1R0H1S0|A0A1R0H1S0_9FUNG	Smittium mucronatum	133383	AYI68_g2781	456	0.011	22.2	0.05	2684	134	Stromal cell-derived factor 2-like protein
fungi	itpr	A0A9N8ZAB7	tr|A0A9N8ZAB7|A0A9N8ZAB7_9GLOM	Ambispora gerdemannii	144530	AGERDE_LOCUS3392	657	0.012	22.1	0.029	2684	78	12577_t:CDS:1
fungi	itpr	A0ACC1IBJ0	tr|A0ACC1IBJ0|A0ACC1IBJ0_9FUNG	Kickxella alabastrina	61397	LPJ66_007361	489	0.012	22.0	0.034	2684	91	MIR domain-containing protein
fungi	itpr	A0A433D6F6	tr|A0A433D6F6|A0A433D6F6_9FUNG	Jimgerdemannia flammicorona	994334	BC936DRAFT_146994	263	0.013	22.0	0.053	2684	142	MIR motif-containing protein
fungi	itpr	A0A137P7D3	tr|A0A137P7D3|A0A137P7D3_CONC2	Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638)	796925	CONCODRAFT_156065	237	0.013	21.9	0.048	2684	129	MIR domain-containing protein
fungi	itpr	A0A433Q6S0	tr|A0A433Q6S0|A0A433Q6S0_9FUNG	Jimgerdemannia flammicorona	994334	BC938DRAFT_472119	263	0.014	21.9	0.053	2684	142	MIR motif-containing protein
fungi	itpr	A0A367J314	tr|A0A367J314|A0A367J314_RHIAZ	Rhizopus azygosporus	86630	SDF2L1	200	0.014	21.9	0.022	2684	59	Stromal cell-derived factor 2-like protein 1
fungi	itpr	A0A9W8H3V9	tr|A0A9W8H3V9|A0A9W8H3V9_9FUNG	Coemansia pectinata	1052879	GGI19_000273	432	0.014	21.8	0.04	2684	107	MIR domain-containing protein
fungi	itpr	A0A2Z6S2X1	tr|A0A2Z6S2X1|A0A2Z6S2X1_9GLOM	Rhizophagus clarus	94130	RclHR1_00610027	376	0.015	21.8	0.051	2684	137	MIR domain-containing protein
fungi	itpr	A0A8H7VVP1	tr|A0A8H7VVP1|A0A8H7VVP1_9FUNG	Thamnidium elegans	101142	INT48_001645	183	0.015	21.8	0.054	2684	145	MIR domain-containing protein
fungi	itpr	A0A2G4SIB1	tr|A0A2G4SIB1|A0A2G4SIB1_RHIZD	Rhizopus microsporus ATCC 52813	1340429	RHIMIDRAFT_295043	200	0.016	21.7	0.022	2684	59	Stromal cell-derived factor 2-like protein
fungi	itpr	A0ACC3SHM6	tr|A0ACC3SHM6|A0ACC3SHM6_9PEZI	Zalaria obscura	2024903	PMT4	777	0.016	21.6	0.041	2684	110	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A177VIJ4	tr|A0A177VIJ4|A0A177VIJ4_9BASI	Tilletia caries	13290	JKIAZH3_G2782	806	0.017	21.6	0.046	2684	123	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A8X7SXL9	tr|A0A8X7SXL9|A0A8X7SXL9_9BASI	Tilletia controversa	13291	A4X06_0g3253	806	0.017	21.6	0.046	2684	123	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A9N8Q883	tr|A0A9N8Q883|A0A9N8Q883_9BASI	Tilletia laevis	157183	JKILLFL_G7540	806	0.017	21.6	0.046	2684	123	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A8X7T2T6	tr|A0A8X7T2T6|A0A8X7T2T6_9BASI	Tilletia walkeri	117179	A4X09_0g5721	807	0.017	21.6	0.044	2684	118	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0ACC1KIK1	tr|A0ACC1KIK1|A0ACC1KIK1_9FUNG	Coemansia linderi	2663919	PMT2_2	745	0.018	21.5	0.053	2684	142	Dolichyl-phosphate-mannose--protein mannosyltransferase (Fragment)
fungi	itpr	A0A9P5RRT4	tr|A0A9P5RRT4|A0A9P5RRT4_9FUNG	Linnemannia schmuckeri	64567	SDF2L1	216	0.018	21.5	0.031	2684	83	Stromal cell-derived factor 2-like protein 1
fungi	itpr	A0A9N8YX07	tr|A0A9N8YX07|A0A9N8YX07_9GLOM	Ambispora gerdemannii	144530	AGERDE_LOCUS1954	733	0.019	21.5	0.053	2684	142	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A2I1GJH3	tr|A0A2I1GJH3|A0A2I1GJH3_9GLOM	Rhizophagus irregularis	588596	RhiirA4_461729	398	0.019	21.4	0.05	2684	134	MIR domain-containing protein
fungi	itpr	A0ACC0EXB2	tr|A0ACC0EXB2|A0ACC0EXB2_9BASI	Puccinia striiformis f. sp. tritici	168172	MJO28_002014	765	0.019	21.4	0.054	2684	145	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A2P4Q3L2	tr|A0A2P4Q3L2|A0A2P4Q3L2_RHIID	Rhizophagus irregularis (strain DAOM 181602 / DAOM 197198 / MUCL 43194)	747089	GLOIN_2v1597913	339	0.02	21.4	0.053	2684	142	MIR domain-containing protein
fungi	itpr	A0ACC1IZ01	tr|A0ACC1IZ01|A0ACC1IZ01_9FUNG	Linderina macrospora	4868	FBU59_006867	327	0.02	21.3	0.041	2684	110	MIR domain-containing protein (Fragment)
fungi	itpr	A0ACA9YAW8	tr|A0ACA9YAW8|A0ACA9YAW8_9ASCO	[Candida] jaroonii	467808	CLIB1444_08S04280	720	0.02	21.3	0.031	2684	83	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A1R1Y337	tr|A0A1R1Y337|A0A1R1Y337_9FUNG	Smittium culicis	133412	AYI69_g5891	530	0.021	21.3	0.041	2684	110	Stromal cell-derived factor 2-like protein
fungi	itpr	A0A2I1HNS0	tr|A0A2I1HNS0|A0A2I1HNS0_9GLOM	Rhizophagus irregularis	588596	RhiirA4_550416	379	0.021	21.3	0.05	2684	134	Concanavalin A-like lectin/glucanase
fungi	itpr	A0A8H4AUR1	tr|A0A8H4AUR1|A0A8H4AUR1_GIGMA	Gigaspora margarita	4874	F8M41_009910	352	0.021	21.3	0.043	2684	115	Mir domain containing protein
fungi	itpr	A0A9P5SVI8	tr|A0A9P5SVI8|A0A9P5SVI8_9FUNG	Podila minutissima	64525	BG006_002536	928	0.022	21.2	0.022	2684	59	ATP-dependent RNA helicase
fungi	itpr	A0A8H7BNM8	tr|A0A8H7BNM8|A0A8H7BNM8_9FUNG	Apophysomyces ossiformis	679940	EC973_001708	183	0.023	21.1	0.049	2684	132	MIR domain-containing protein
fungi	itpr	A0ABP9Y0J7	tr|A0ABP9Y0J7|A0ABP9Y0J7_9FUNG	Helicostylum pulchrum	562976	HPULCUR_005678	183	0.024	21.1	0.061	2684	164	MIR domain-containing protein
fungi	itpr	Q6BMI7	tr|Q6BMI7|Q6BMI7_DEBHA	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968)	284592	DEHA2F05126g	754	0.024	21.1	0.039	2684	105	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0ABQ8PLC2	tr|A0ABQ8PLC2|A0ABQ8PLC2_9FUNG	Coemansia umbellata	1424467	EDC05_003461	702	0.027	20.9	0.04	2684	107	MIR domain-containing protein
fungi	itpr	A0A9N9BUY1	tr|A0A9N9BUY1|A0A9N9BUY1_FUNMO	Funneliformis mosseae	27381	FMOSSE_LOCUS7837	324	0.028	20.9	0.035	2684	94	559_t:CDS:1
fungi	itpr	A0A068RP51	tr|A0A068RP51|A0A068RP51_9FUNG	Lichtheimia corymbifera JMRC:FSU:9682	1263082	LCOR_03328.1	211	0.03	20.8	0.078	2684	209	MIR domain-containing protein
fungi	itpr	A0A9P6FXX1	tr|A0A9P6FXX1|A0A9P6FXX1_9FUNG	Lunasporangiospora selenospora	979761	BGW38_009351	217	0.03	20.8	0.041	2684	110	MIR domain-containing protein
fungi	itpr	A0A2I1GWR7	tr|A0A2I1GWR7|A0A2I1GWR7_9GLOM	Rhizophagus irregularis	588596	RhiirA4_546340	362	0.032	20.7	0.051	2684	137	Concanavalin A-like lectin/glucanase
fungi	itpr	A0ABP0ZMI2	tr|A0ABP0ZMI2|A0ABP0ZMI2_9ASCO	Lodderomyces beijingensis	1775926	LODBEIA_P25550	769	0.032	20.7	0.041	2684	110	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0ABQ8PNR1	tr|A0ABQ8PNR1|A0ABQ8PNR1_9FUNG	Coemansia umbellata	1424467	EDC05_003460	435	0.033	20.6	0.069	2684	185	MIR domain-containing protein
fungi	itpr	A0A9W4TSU0	tr|A0A9W4TSU0|A0A9W4TSU0_9ASCO	Candida verbasci	1227364	CANVERA_P0768	700	0.034	20.6	0.036	2684	97	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0AAD5PFL1	tr|A0AAD5PFL1|A0AAD5PFL1_9FUNG	Phascolomyces articulosus	60185	BDA99DRAFT_435642	147	0.035	20.5	0.022	2684	59	MIR motif-containing protein (Fragment)
fungi	itpr	A0AAD5XX05	tr|A0AAD5XX05|A0AAD5XX05_9FUNG	Clydaea vesicula	447962	HK099_001403	98	0.036	20.5	0.023	2684	62	Uncharacterized protein
fungi	itpr	A0A4P9YY61	tr|A0A4P9YY61|A0A4P9YY61_9FUNG	Syncephalis pseudoplumigaleata	1712513	SYNPS1DRAFT_8818	604	0.039	20.4	0.057	2684	153	Dolichyl-phosphate-mannose--protein mannosyltransferase (Fragment)
fungi	itpr	A0A9W7XHW7	tr|A0A9W7XHW7|A0A9W7XHW7_9FUNG	Coemansia asiatica	1052880	LPJ64_005049	452	0.039	20.4	0.037	2684	99	MIR domain-containing protein
fungi	itpr	A0A1X2I3E1	tr|A0A1X2I3E1|A0A1X2I3E1_9FUNG	Absidia repens	90262	BCR42DRAFT_442175	208	0.039	20.4	0.041	2684	110	MIR motif-containing protein
fungi	itpr	A0A9P6J6M9	tr|A0A9P6J6M9|A0A9P6J6M9_MORAP	Mortierella alpina	64518	SDF2L1	213	0.04	20.4	0.022	2684	59	Stromal cell-derived factor 2-like protein 1
fungi	itpr	A0A1Y1V027	tr|A0A1Y1V027|A0A1Y1V027_9FUNG	Piromyces finnis	1754191	BCR36DRAFT_334894	742	0.04	20.3	0.053	2684	142	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A9W8IS02	tr|A0A9W8IS02|A0A9W8IS02_9FUNG	Coemansia aciculifera	417176	GGH94_002622	432	0.042	20.3	0.039	2684	105	MIR domain-containing protein
fungi	itpr	A0A015IAT0	tr|A0A015IAT0|A0A015IAT0_RHIIW	Rhizophagus irregularis (strain DAOM 197198w)	1432141	RirG_235680	366	0.042	20.3	0.051	2684	137	Pmt1p
fungi	itpr	A0A9W8LK30	tr|A0A9W8LK30|A0A9W8LK30_9FUNG	Coemansia interrupta	1126814	GGI15_002646	428	0.043	20.2	0.037	2684	99	MIR domain-containing protein
fungi	itpr	A0A1C7NBG1	tr|A0A1C7NBG1|A0A1C7NBG1_9FUNG	Choanephora cucurbitarum	101091	SDF2L1	209	0.043	20.2	0.023	2684	62	Stromal cell-derived factor 2-like protein 1
fungi	itpr	A0A2H5TVN5	tr|A0A2H5TVN5|A0A2H5TVN5_RHIID	Rhizophagus irregularis (strain DAOM 181602 / DAOM 197198 / MUCL 43194)	747089	GLOIN_2v1473517	372	0.044	20.2	0.051	2684	137	Glycosyltransferase family 39 protein
fungi	itpr	A0ACH0HGK4	tr|A0ACH0HGK4|A0ACH0HGK4_9GLOM	Rhizophagus irregularis	588596	OCT59_017712	372	0.044	20.2	0.051	2684	137	Uncharacterized protein
fungi	itpr	A0ACH0HGK3	tr|A0ACH0HGK3|A0ACH0HGK3_9GLOM	Rhizophagus irregularis	588596	OCT59_017688	365	0.044	20.2	0.054	2684	145	Uncharacterized protein
fungi	itpr	U9U4B2	tr|U9U4B2|U9U4B2_RHIID	Rhizophagus irregularis (strain DAOM 181602 / DAOM 197198 / MUCL 43194)	747089	GLOIN_2v1837226	365	0.044	20.2	0.054	2684	145	MIR domain-containing protein
fungi	itpr	A0ACH0HGJ9	tr|A0ACH0HGJ9|A0ACH0HGJ9_9GLOM	Rhizophagus irregularis	588596	OCT59_017702	373	0.044	20.2	0.051	2684	137	Uncharacterized protein
fungi	itpr	A0ACB7CFG5	tr|A0ACB7CFG5|A0ACB7CFG5_9ASCO	Pneumocystis oryctolagi	42067	PORY_000346	727	0.044	20.2	0.047	2684	126	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0AAI9T2D8	tr|A0AAI9T2D8|A0AAI9T2D8_9ASCO	Candida oxycetoniae	497107	KGF56_000192	1151	0.044	20.2	0.067	2684	180	MIR domain-containing protein
fungi	itpr	A0ACA9QWU3	tr|A0ACA9QWU3|A0ACA9QWU3_9GLOM	Racocetra persica	160502	RPERSI_LOCUS15983	337	0.046	20.2	0.048	2684	129	9146_t:CDS:1 (Fragment)
fungi	itpr	A0A015MSY5	tr|A0A015MSY5|A0A015MSY5_RHIIW	Rhizophagus irregularis (strain DAOM 197198w)	1432141	RirG_092510	379	0.047	20.1	0.051	2684	137	Pmt1p
fungi	itpr	A0A2I1GWS5	tr|A0A2I1GWS5|A0A2I1GWS5_9GLOM	Rhizophagus irregularis	588596	RhiirA4_467898	374	0.047	20.1	0.051	2684	137	Concanavalin A-like lectin/glucanase
fungi	itpr	A0A9W8I8Z1	tr|A0A9W8I8Z1|A0A9W8I8Z1_9FUNG	Coemansia brasiliensis	2650707	IWW36_002801	453	0.047	20.1	0.039	2684	105	Rhodopsin
fungi	itpr	A0ACC0EXR2	tr|A0ACC0EXR2|A0ACC0EXR2_9BASI	Puccinia striiformis f. sp. tritici	168172	MJO28_002053	765	0.049	20.1	0.054	2684	145	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	H8WZX4	tr|H8WZX4|H8WZX4_CANO9	Candida orthopsilosis (strain 90-125)	1136231	CORT_0B06100	768	0.05	20.0	0.04	2684	107	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A0L0UT30	tr|A0A0L0UT30|A0A0L0UT30_9BASI	Puccinia striiformis f. sp. tritici PST-78	1165861	PSTG_16647	793	0.05	20.0	0.054	2684	145	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A9N9NGH9	tr|A0A9N9NGH9|A0A9N9NGH9_9GLOM	Ambispora leptoticha	144679	ALEPTO_LOCUS12636	159	0.051	20.0	0.02	2684	54	12148_t:CDS:1 (Fragment)
fungi	itpr	A0A9N9EGS7	tr|A0A9N9EGS7|A0A9N9EGS7_9GLOM	Acaulospora morrowiae	94023	AMORRO_LOCUS11119	331	0.051	20.0	0.074	2684	199	763_t:CDS:1 (Fragment)
fungi	itpr	A0A2I1GNF1	tr|A0A2I1GNF1|A0A2I1GNF1_9GLOM	Rhizophagus irregularis	588596	RhiirA4_544419	366	0.052	20.0	0.054	2684	145	MIR domain-containing protein
fungi	itpr	A0AAD5T7E3	tr|A0AAD5T7E3|A0AAD5T7E3_9FUNG	Physocladia obscura	109957	PMT2_2	602	0.055	19.9	0.034	2684	91	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A9W7XZ69	tr|A0A9W7XZ69|A0A9W7XZ69_9FUNG	Coemansia erecta	147472	LPJ53_004328	469	0.055	19.9	0.037	2684	99	MIR domain-containing protein
fungi	itpr	A0A9N9FJ69	tr|A0A9N9FJ69|A0A9N9FJ69_9GLOM	Racocetra fulgida	60492	RFULGI_LOCUS4087	163	0.058	19.8	0.039	2684	105	dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A177T3K7	tr|A0A177T3K7|A0A177T3K7_9BASI	Tilletia indica	43049	A4X13_0g7531	807	0.059	19.8	0.038	2684	102	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A9N9C8X4	tr|A0A9N9C8X4|A0A9N9C8X4_FUNMO	Funneliformis mosseae	27381	FMOSSE_LOCUS8551	248	0.06	19.8	0.053	2684	142	14037_t:CDS:1
fungi	itpr	A0ABR3AN85	tr|A0ABR3AN85|A0ABR3AN85_PHYBL	Phycomyces blakesleeanus	4837	J3Q64DRAFT_1646689	218	0.06	19.8	0.038	2684	102	MIR motif-containing protein
fungi	itpr	A0A8H5BGX3	tr|A0A8H5BGX3|A0A8H5BGX3_9AGAR	Ephemerocybe angulata	980116	D9611_009308	827	0.061	19.7	0.054	2684	145	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A8H4EQG2	tr|A0A8H4EQG2|A0A8H4EQG2_GIGMA	Gigaspora margarita	4874	F8M41_009905	352	0.061	19.7	0.045	2684	121	Mir domain containing protein
fungi	itpr	A0A4Q0A1D2	tr|A0A4Q0A1D2|A0A4Q0A1D2_9FUNG	Dimargaris cristalligena	215637	BJ085DRAFT_24003	785	0.062	19.7	0.057	2684	153	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A1Y1XHP3	tr|A0A1Y1XHP3|A0A1Y1XHP3_9FUNG	Anaeromyces robustus	1754192	BCR32DRAFT_276511	745	0.062	19.7	0.053	2684	142	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A138ZWE7	tr|A0A138ZWE7|A0A138ZWE7_GONPJ	Gonapodya prolifera (strain JEL478)	1344416	M427DRAFT_50336	141	0.063	19.7	0.021	2684	56	MIR domain-containing protein (Fragment)
fungi	itpr	A0A8H6HJU5	tr|A0A8H6HJU5|A0A8H6HJU5_9AGAR	Ephemerocybe angulata	980116	DFP72DRAFT_1174605	827	0.064	19.7	0.054	2684	145	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0ACF5AKX1	tr|A0ACF5AKX1|A0ACF5AKX1_9ASCO	Scheffersomyces xylosifermentans	1304137	RJT20DRAFT_130714	756	0.065	19.7	0.038	2684	102	Dolichyl-phosphate-mannose-protein mannosyltransferase-domain-containing protein
fungi	itpr	A0AAN6GT64	tr|A0AAN6GT64|A0AAN6GT64_9BASI	Tilletia horrida	155126	PMT4	807	0.065	19.7	0.05	2684	134	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A015K340	tr|A0A015K340|A0A015K340_RHIIW	Rhizophagus irregularis (strain DAOM 197198w)	1432141	RirG_035400	351	0.065	19.6	0.048	2684	129	MIR domain-containing protein
fungi	itpr	A0ACH0H4I4	tr|A0ACH0H4I4|A0ACH0H4I4_9GLOM	Rhizophagus irregularis	588596	OCT59_013535	351	0.065	19.6	0.048	2684	129	Uncharacterized protein
fungi	itpr	A0A1E3PPQ5	tr|A0A1E3PPQ5|A0A1E3PPQ5_9ASCO	Nadsonia fulvescens var. elongata DSM 6958	857566	NADFUDRAFT_81897	539	0.068	19.6	0.049	2684	132	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0ACC1IL60	tr|A0ACC1IL60|A0ACC1IL60_9FUNG	Kickxella alabastrina	61397	PMT2_5	759	0.068	19.6	0.077	2684	207	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A401GI07	tr|A0A401GI07|A0A401GI07_9APHY	Sparassis crispa	139825	SCP_0401990	815	0.071	19.5	0.054	2684	145	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0ABN7ULI1	tr|A0ABN7ULI1|A0ABN7ULI1_GIGMA	Gigaspora margarita	4874	GMARGA_LOCUS7966	336	0.072	19.5	0.049	2684	132	25278_t:CDS:1 (Fragment)
fungi	itpr	A0ABN7V044	tr|A0ABN7V044|A0ABN7V044_GIGMA	Gigaspora margarita	4874	GMARGA_LOCUS12788	352	0.073	19.5	0.045	2684	121	28999_t:CDS:1
fungi	itpr	A0A137P9B0	tr|A0A137P9B0|A0A137P9B0_CONC2	Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638)	796925	CONCODRAFT_69742	325	0.075	19.4	0.053	2684	142	MIR domain-containing protein
fungi	itpr	A0A9W7YBY0	tr|A0A9W7YBY0|A0A9W7YBY0_9FUNG	Coemansia biformis	1286918	LPJ61_003160	664	0.076	19.4	0.031	2684	83	MIR domain-containing protein
fungi	itpr	A0AAE0JV59	tr|A0AAE0JV59|A0AAE0JV59_9PEZI	Lasiosphaeria ovina	92902	B0T24DRAFT_641009	777	0.078	19.4	0.038	2684	102	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	Q8SSD9	tr|Q8SSD9|Q8SSD9_ENCCU	Encephalitozoon cuniculi (strain GB-M1)	284813	ECU02_1300	671	0.081	19.3	0.051	2684	137	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A8H7VQB9	tr|A0A8H7VQB9|A0A8H7VQB9_9FUNG	Thamnidium elegans	101142	INT48_005068	211	0.081	19.3	0.021	2684	56	MIR domain-containing protein
fungi	itpr	A0A9W8DIL0	tr|A0A9W8DIL0|A0A9W8DIL0_9FUNG	Tieghemiomyces parasiticus	78921	PMT4_2	782	0.082	19.3	0.05	2684	134	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A9W4T4W8	tr|A0A9W4T4W8|A0A9W4T4W8_9GLOM	Funneliformis geosporum	1117311	FWILDA_LOCUS15691	246	0.088	19.2	0.046	2684	123	8318_t:CDS:1
fungi	itpr	A0A433P6E3	tr|A0A433P6E3|A0A433P6E3_9FUNG	Jimgerdemannia flammicorona	994334	BC938DRAFT_478126	260	0.09	19.2	0.028	2684	75	Uncharacterized protein (Fragment)
fungi	itpr	A0A2G5B5N6	tr|A0A2G5B5N6|A0A2G5B5N6_COERN	Coemansia reversa (strain ATCC 12441 / NRRL 1564)	763665	COEREDRAFT_18306	175	0.09	19.2	0.037	2684	99	MIR domain-containing protein (Fragment)
fungi	itpr	A0AA40DK60	tr|A0AA40DK60|A0AA40DK60_9PEZI	Lasiosphaeria miniovina	1954250	B0T26DRAFT_658596	777	0.091	19.2	0.038	2684	102	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0A9W7ZP65	tr|A0A9W7ZP65|A0A9W7ZP65_9FUNG	Tieghemiomyces parasiticus	78921	PMT4_1	782	0.092	19.2	0.05	2684	134	Dolichyl-phosphate-mannose--protein mannosyltransferase
fungi	itpr	A0ABN7UUW8	tr|A0ABN7UUW8|A0ABN7UUW8_GIGMA	Gigaspora margarita	4874	GMARGA_LOCUS10965	350	0.094	19.1	0.045	2684	121	8593_t:CDS:1 (Fragment)
