accession	organism	vclass	cell	contig	coverage	identity	aligned_aa	frameshifts	stop_codons	lesion_density	verdict	cell_state	elevated	incomplete	not_live	state_reading_available	is_fossil	reading
GCA_013398175.1	Climacteris rufus	Aves	ITPR1	VZRZ01002771.1	1	0.9813	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013398175.1	Climacteris rufus	Aves	ITPR2	VZRZ01004463.1	1	0.9763	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013398175.1	Climacteris rufus	Aves	ITPR3	VZRZ01005358.1	1	0.9903	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013398175.1	Climacteris rufus	Aves	RYR	VZRZ01007597.1	0.9974	0.9782	4955	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013398175.1	Climacteris rufus	Aves	RYR	VZRZ01002579.1	1	0.6783	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013398455.1	Loxia curvirostra	Aves	ITPR1	VZSM01004910.1	1	0.9806	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013398455.1	Loxia curvirostra	Aves	ITPR2	VZSM01004385.1	1	0.9789	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013398455.1	Loxia curvirostra	Aves	ITPR3	VZSM01006023.1	1	0.9959	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013398455.1	Loxia curvirostra	Aves	RYR	VZSM01006932.1	0.9974	0.9766	4955	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013398455.1	Loxia curvirostra	Aves	RYR	VZSM01002731.1	1	0.6737	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013398575.1	Certhia familiaris	Aves	ITPR1	WBNC01000937.1	0.823	0.9821	2287	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013398575.1	Certhia familiaris	Aves	ITPR2	WBNC01001413.1	0.7848	0.9802	2119	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013398575.1	Certhia familiaris	Aves	ITPR3	WBNC01002225.1	1	0.995	2670	1	0	0.3745	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013398575.1	Certhia familiaris	Aves	RYR	WBNC01000059.1	0.9976	0.9675	4956	1	0	0.2018	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013398575.1	Certhia familiaris	Aves	RYR	WBNC01000130.1	1	0.6765	5037	1	0	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013398615.1	Brachypodius melanocephalos	Aves	ITPR1	VZSR01001459.1	1	0.9856	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013398615.1	Brachypodius melanocephalos	Aves	ITPR2	VZSR01002340.1	1	0.98	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013398615.1	Brachypodius melanocephalos	Aves	ITPR3	VZSR01002526.1	1	0.9522	2670	1	0	0.3745	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013398615.1	Brachypodius melanocephalos	Aves	RYR	VZSR01003807.1	1	0.9775	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013398615.1	Brachypodius melanocephalos	Aves	RYR	VZSR01000520.1	1	0.674	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013398795.1	Elachura formosa	Aves	ITPR1	WBNG01000009.1	1	0.9838	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013398795.1	Elachura formosa	Aves	ITPR2	WBNG01000249.1	1	0.9793	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013398795.1	Elachura formosa	Aves	RYR	WBNG01000058.1	1	0.9716	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013398795.1	Elachura formosa	Aves	RYR	WBNG01000069.1	1	0.6735	5037	1	0	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013398835.1	Emberiza fucata	Aves	ITPR2	VYZJ01000507.1	1	0.9744	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013398835.1	Emberiza fucata	Aves	ITPR3	VYZJ01001343.1	1	0.9066	2670	2	0	0.7491	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013398835.1	Emberiza fucata	Aves	RYR	VYZJ01000130.1	1	0.9664	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013398835.1	Emberiza fucata	Aves	RYR	VYZJ01000340.1	0.9476	0.6638	4773	2	0	0.419	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013398935.1	Ceuthmochares aereus	Aves	ITPR1	VWPQ01001063.1	1	0.9856	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013398935.1	Ceuthmochares aereus	Aves	ITPR2	VWPQ01000308.1	0.9963	0.973	2690	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013398935.1	Ceuthmochares aereus	Aves	RYR	VWPQ01000040.1	1	0.9793	4968	1	0	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013398955.1	Callaeas wilsoni	Aves	ITPR2	VWPU01018490.1	1	0.9811	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013398955.1	Callaeas wilsoni	Aves	ITPR3	VWPU01009981.1	0.7457	0.998	1991	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013398955.1	Callaeas wilsoni	Aves	RYR	VWPU01018445.1	0.9974	0.9776	4955	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013398955.1	Callaeas wilsoni	Aves	RYR	VWPU01007266.1	1	0.6746	5037	0	1	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013398975.1	Catharus fuscescens	Aves	ITPR2	VWYD01008180.1	1	0.98	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013398975.1	Catharus fuscescens	Aves	ITPR3	VWYD01019667.1	1	0.9944	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013398975.1	Catharus fuscescens	Aves	RYR	VWYD01013793.1	0.9974	0.978	4955	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013398975.1	Catharus fuscescens	Aves	RYR	VWYD01065695.1	1	0.6764	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013399035.1	Quiscalus mexicanus	Aves	ITPR3	VWYF01000032.1	1	0.9935	2670	1	0	0.3745	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399035.1	Quiscalus mexicanus	Aves	RYR	VWYF01012987.1	0.7816	0.9761	3883	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013399035.1	Quiscalus mexicanus	Aves	RYR	VWYF01015411.1	0.8878	0.6693	4472	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013399075.1	Chloroceryle aenea	Aves	ITPR1	VWZY01001946.1	0.991	0.9848	2754	0	1	0.3631	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399075.1	Chloroceryle aenea	Aves	ITPR2	VWZY01002652.1	0.7715	0.9827	2083	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399075.1	Chloroceryle aenea	Aves	ITPR3	VWZY01000040.1	0.991	0.9753	2640	1	0	0.3788	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399075.1	Chloroceryle aenea	Aves	RYR	VWZY01006903.1	0.9386	0.9811	4663	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013399305.1	Rostratula benghalensis	Aves	ITPR1	VXAI01000036.1	1	0.9892	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399305.1	Rostratula benghalensis	Aves	ITPR2	VXAI01000006.1	0.9885	0.9779	2669	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399305.1	Rostratula benghalensis	Aves	ITPR3	VXAI01000357.1	1	0.9887	2664	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399305.1	Rostratula benghalensis	Aves	RYR	VXAI01000004.1	1	0.9595	4968	2	0	0.4026	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013399305.1	Rostratula benghalensis	Aves	RYR	VXAI01000009.1	1	0.6752	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR1	VZZU01000042.1	1	0.991	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR2	VZZU01000124.1	0.7678	0.9301	2073	2	0	0.9648	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399395.1	Nyctiprogne leucopyga	Aves	ITPR3	VZZU01001619.1	1	0.9876	2664	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399455.1	Anthoscopus minutus	Aves	ITPR1	VWYI01047507.1	1	0.9824	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR1	VXAM01000844.1	0.9712	0.9915	2699	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR2	VXAM01000304.1	0.9885	0.9742	2669	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399495.1	Corythaixoides concolor	Aves	ITPR3	VXAM01000033.1	1	0.988	2664	0	1	0.3754	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399495.1	Corythaixoides concolor	Aves	RYR	VXAM01000550.1	1	0.9757	4968	0	1	0.2013	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013399565.1	Podilymbus podiceps	Aves	ITPR1	VXAO01000176.1	1	0.9903	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399565.1	Podilymbus podiceps	Aves	ITPR3	VXAO01000163.1	1	0.9906	2664	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399565.1	Podilymbus podiceps	Aves	RYR	VXAO01000097.1	1	0.9827	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013399565.1	Podilymbus podiceps	Aves	RYR	VXAO01000161.1	1	0.6745	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013399735.1	Tyrannus savana	Aves	ITPR1	VXAW01003770.1	1	0.986	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399735.1	Tyrannus savana	Aves	ITPR3	VXAW01010101.1	1	0.9764	2670	1	0	0.3745	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399735.1	Tyrannus savana	Aves	RYR	VXAW01002520.1	0.7391	0.9739	3672	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013399735.1	Tyrannus savana	Aves	RYR	VXAW01003324.1	1	0.6757	5037	0	1	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013399775.1	Semnornis frantzii	Aves	ITPR3	VWYK01019522.1	1	0.9727	2670	0	1	0.3745	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399795.1	Zosterops hypoxanthus	Aves	ITPR2	VWYL01018137.1	1	0.98	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399795.1	Zosterops hypoxanthus	Aves	ITPR3	VWYL01030448.1	0.9809	0.9909	2619	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399795.1	Zosterops hypoxanthus	Aves	RYR	VWYL01030747.1	0.7558	0.9766	3755	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013399795.1	Zosterops hypoxanthus	Aves	RYR	VWYL01031540.1	0.7362	0.6697	3708	3	1	1.0787	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013399855.1	Oxyruncus cristatus	Aves	ITPR1	VXAY01004762.1	1	0.9881	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399855.1	Oxyruncus cristatus	Aves	ITPR2	VXAY01004465.1	1	0.9826	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399855.1	Oxyruncus cristatus	Aves	ITPR3	VXAY01006930.1	1	0.9854	2670	0	1	0.3745	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399855.1	Oxyruncus cristatus	Aves	RYR	VXAY01002711.1	0.8893	0.9774	4418	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013399855.1	Oxyruncus cristatus	Aves	RYR	VXAY01001352.1	1	0.6751	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013399895.1	Serilophus lunatus	Aves	ITPR1	VXBA01004282.1	1	0.9819	2779	1	0	0.3598	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399895.1	Serilophus lunatus	Aves	ITPR2	VXBA01005702.1	1	0.9815	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399895.1	Serilophus lunatus	Aves	ITPR3	VXBA01002447.1	1	0.9873	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013399895.1	Serilophus lunatus	Aves	RYR	VXBA01001840.1	1	0.9767	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013399895.1	Serilophus lunatus	Aves	RYR	VXBA01005560.1	1	0.6742	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013400075.1	Hippolais icterina	Aves	ITPR2	VWYN01013987.1	0.9885	0.9801	2669	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400075.1	Hippolais icterina	Aves	ITPR3	VWYN01026794.1	1	0.9944	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400075.1	Hippolais icterina	Aves	RYR	VWYN01024224.1	0.93	0.9768	4620	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013400195.1	Aramus guarauna	Aves	ITPR1	VXBL01002157.1	1	0.9917	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400195.1	Aramus guarauna	Aves	ITPR2	VXBL01000728.1	1	0.9856	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400195.1	Aramus guarauna	Aves	ITPR3	VXBL01003098.1	1	0.9891	2664	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400195.1	Aramus guarauna	Aves	RYR	VXBL01009547.1	0.9974	0.9833	4955	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013400195.1	Aramus guarauna	Aves	RYR	VXBL01009441.1	1	0.6736	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013400215.1	Cisticola juncidis	Aves	ITPR1	VXBR01003613.1	1	0.9683	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400215.1	Cisticola juncidis	Aves	ITPR2	VXBR01000324.1	0.9885	0.9798	2669	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400215.1	Cisticola juncidis	Aves	ITPR3	VXBR01010904.1	0.9895	0.9853	2642	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400215.1	Cisticola juncidis	Aves	RYR	VXBR01009377.1	0.9974	0.9756	4955	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013400215.1	Cisticola juncidis	Aves	RYR	VXBR01005532.1	1	0.6763	5037	1	0	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013400415.1	Scytalopus superciliaris	Aves	ITPR1	VXBX01005888.1	0.9705	0.9867	2697	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400415.1	Scytalopus superciliaris	Aves	ITPR2	VXBX01000030.1	0.9137	0.9765	2467	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400415.1	Scytalopus superciliaris	Aves	ITPR3	VXBX01001803.1	1	0.9854	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400415.1	Scytalopus superciliaris	Aves	RYR	VXBX01009827.1	0.8831	0.9703	4387	1	0	0.2279	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013400415.1	Scytalopus superciliaris	Aves	RYR	VXBX01004616.1	1	0.6811	4967	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013400445.1	Leiothrix lutea	Aves	ITPR2	VXBY01000177.1	1	0.9819	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400445.1	Leiothrix lutea	Aves	ITPR3	VXBY01000669.1	1	0.9914	2670	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400445.1	Leiothrix lutea	Aves	RYR	VXBY01000496.1	0.7107	0.9774	3531	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013400515.1	Erpornis zantholeuca	Aves	ITPR1	VZTN01006051.1	1	0.9842	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400515.1	Erpornis zantholeuca	Aves	ITPR2	VZTN01005749.1	0.9885	0.9805	2669	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400515.1	Erpornis zantholeuca	Aves	ITPR3	VZTN01001861.1	1	0.9954	2670	1	0	0.3745	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400585.1	Chloropsis cyanopogon	Aves	ITPR1	WEZZ01015506.1	1	0.9845	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400585.1	Chloropsis cyanopogon	Aves	ITPR2	WEZZ01021076.1	0.9885	0.979	2669	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400585.1	Chloropsis cyanopogon	Aves	ITPR3	WEZZ01019221.1	1	0.9899	2670	1	0	0.3745	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400635.1	Hypocryptadius cinnamomeus	Aves	ITPR3	VYZP01027902.1	1	0.9973	2670	1	0	0.3745	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400655.1	Mystacornis crossleyi	Aves	ITPR2	VYZQ01028303.1	0.7374	0.9238	1991	1	0	0.5023	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400735.1	Pomatostomus ruficeps	Aves	ITPR3	VYZT01008480.1	1	0.9668	2670	1	0	0.3745	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400815.1	Centropus bengalensis	Aves	ITPR2	WBNK01000445.1	1	0.9848	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400815.1	Centropus bengalensis	Aves	ITPR3	WBNK01000718.1	0.9655	0.9833	2572	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400815.1	Centropus bengalensis	Aves	RYR	WBNK01000420.1	1	0.974	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013400815.1	Centropus bengalensis	Aves	RYR	WBNK01000174.1	1	0.6681	5037	2	0	0.3971	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013400895.1	Thalassarche chlororhynchos	Aves	ITPR1	VZTW01023184.1	0.7629	0.9914	2098	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400895.1	Thalassarche chlororhynchos	Aves	ITPR3	VZTW01014806.1	1	0.9906	2664	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400915.1	Pardalotus punctatus	Aves	RYR	VZTX01026248.1	0.9976	0.9778	4956	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013400915.1	Pardalotus punctatus	Aves	RYR	VZTX01001965.1	1	0.6753	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013400955.1	Drymodes brunneopygia	Aves	ITPR1	VZTZ01014074.1	0.706	0.9806	1962	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400955.1	Drymodes brunneopygia	Aves	ITPR3	VZTZ01042630.1	0.9652	0.9965	2577	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400955.1	Drymodes brunneopygia	Aves	RYR	VZTZ01040289.1	0.9764	0.9771	4851	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013400995.1	Oreotrochilus melanogaster	Aves	ITPR2	VZUB01003832.1	0.7311	0.9818	1974	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013400995.1	Oreotrochilus melanogaster	Aves	ITPR3	VZUB01029421.1	0.9655	0.9567	2572	2	0	0.7776	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013401195.1	Pomatorhinus ruficollis	Aves	ITPR2	VZSW01000361.1	1	0.9815	2700	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013401195.1	Pomatorhinus ruficollis	Aves	RYR	VZSW01000052.1	1	0.9781	4968	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013401195.1	Pomatorhinus ruficollis	Aves	RYR	VZSW01000030.1	1	0.6661	5037	1	0	0.1985	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013401255.1	Urocolius indicus	Aves	ITPR1	WBNH01003138.1	1	0.9881	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013401255.1	Urocolius indicus	Aves	RYR	WBNH01001939.1	0.9764	0.973	4851	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013401255.1	Urocolius indicus	Aves	RYR	WBNH01005367.1	1	0.6734	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013401295.1	Glareola pratincola	Aves	ITPR1	VWPO01000826.1	1	0.9914	2779	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013401295.1	Glareola pratincola	Aves	ITPR2	VWPO01001832.1	0.7444	0.9856	2010	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013401295.1	Glareola pratincola	Aves	RYR	VWPO01000031.1	0.9974	0.9776	4955	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013401295.1	Glareola pratincola	Aves	RYR	VWPO01000327.1	1	0.6746	5037	0	0	0	intact	not_in_matrix	0	0	0	0	0	not a fossil under any reading
GCA_013401315.1	Balaeniceps rex	Aves	ITPR1	VYZW01040117.1	0.8793	0.9909	2418	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013401315.1	Balaeniceps rex	Aves	ITPR3	VYZW01003126.1	0.9125	0.9868	2431	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_013401355.1	Ceyx cyanopectus	Aves	ITPR2	VYZU01018639.1	0.783	0.9782	2114	0	0	0	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_014281875.1	Nibea albiflora	Actinopteri	ITPR1	CM024790.1	1	0.9595	2748	2	0	0.7278	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_014281875.1	Nibea albiflora	Actinopteri	ITPR1	CM024790.1	1	0.8654	2748	3	0	1.0917	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
GCA_014281875.1	Nibea albiflora	Actinopteri	ITPR2	CM024800.1	1	0.8663	2701	2	0	0.7405	intact	present_single_locus	0	0	0	1	0	not a fossil under any reading
