accession	call	confidence	reason	instruments	arch_call	profile_call	profile_confidence	itpr_score	ryr_score	rel_margin	searches	source	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams	source_detail	genome_accession	contig	start	end	strand	cell	cell_status	db_status	coverage	contig_spans_gene	s20_call	s20_confidence	s20_group	s20_itpr_score	s20_ryr_score	s20_rel_margin	s20_evidence	tax_domain	tax_kingdom	tax_phylum	tax_class	tax_order	tax_family	tax_genus	tax_group	plant_fungal_verdict	plant_fungal_rule
A0A067CX89	unassigned	none	neither instrument called it	none	unassigned	unassigned	none	52.4	0.0	1.0	interpro+calibration	InterPro	SPRG_00158	RyR/IP3R Homology associated domain-containing protein	Saprolegnia parasitica (strain CBS 223.65)	695850	SAR		Oomycota	Saprolegniomycetes	Saprolegniales	Saprolegniaceae	407	0	fragment	0	Predicted	1	PF08454	PF08454	1		InterPro											unassigned	none	protista_other	52.4	0.0	1.0	module	Eukaryota		Oomycota	Saprolegniomycetes	Saprolegniales	Saprolegniaceae	Saprolegnia	SAR		
A0A067CZC0	ITPR	high	census v4 and the S20 sweep both call ITPR	v4+s20	ITPR	ITPR	medium	386.1	147.8	0.6172	interpro+calibration	InterPro	SPRG_00668	Uncharacterized protein	Saprolegnia parasitica (strain CBS 223.65)	695850	SAR		Oomycota	Saprolegniomycetes	Saprolegniales	Saprolegniaceae	2875	1		0	Predicted	0	PF08454;PF08709	PF00023;PF00520;PF08454;PF08709;PF12796	3		InterPro											ITPR	medium	protista_other	386.1	147.8	0.6172	partial	Eukaryota		Oomycota	Saprolegniomycetes	Saprolegniales	Saprolegniaceae	Saprolegnia	SAR		
A0A067CZJ8	ITPR	high	census v4 and the S20 sweep both call ITPR	v4+s20	unassigned	ITPR	medium	407.6	86.1	0.7888	interpro+calibration	InterPro	SPRG_03409	MIR domain-containing protein	Saprolegnia parasitica (strain CBS 223.65)	695850	SAR		Oomycota	Saprolegniomycetes	Saprolegniales	Saprolegniaceae	1070	0		0	Predicted	1	PF01365;PF08709	PF01365;PF08709	2		InterPro											ITPR	medium	protista_other	407.6	86.1	0.7888	partial	Eukaryota		Oomycota	Saprolegniomycetes	Saprolegniales	Saprolegniaceae	Saprolegnia	SAR		
A0A067QF10	unassigned	none	neither instrument called it	none	unassigned	unassigned	none	43.8	170.6	0.7433	interpro+calibration	InterPro	L798_05245	Ryanodine receptor 44F	Zootermopsis nevadensis (Dampwood termite)	136037	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Blattodea	Termopsidae	110	0		0	Predicted	1	PF08709	PF08709	1		InterPro											unassigned	none	metazoa_nonvert	43.8	170.6	0.7433	module	Eukaryota	Metazoa	Arthropoda	Insecta	Blattodea	Termopsidae	Zootermopsis	Metazoa (non-vertebrate)		
A0A067QFR8	RYR	high	census v4 and the S20 sweep both call RYR	v4+s20	unassigned	RYR	medium	68.8	662.3	0.8961	interpro+calibration	InterPro	L798_04426	Ryanodine receptor 44F	Zootermopsis nevadensis (Dampwood termite)	136037	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Blattodea	Termopsidae	444	0		0	Predicted	1	PF01365	PF01365	1		InterPro											RYR	medium	metazoa_nonvert	68.8	662.3	0.8961	partial	Eukaryota	Metazoa	Arthropoda	Insecta	Blattodea	Termopsidae	Zootermopsis	Metazoa (non-vertebrate)		
A0A067QPY8	unassigned	none	neither instrument called it	none	unassigned	unassigned	none	35.6	150.1	0.7628	interpro+calibration	InterPro	L798_05244	Ryanodine receptor 44F	Zootermopsis nevadensis (Dampwood termite)	136037	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Blattodea	Termopsidae	92	0		0	Predicted	1	PF01365	PF01365	1		InterPro											unassigned	none	metazoa_nonvert	35.6	150.1	0.7628	module	Eukaryota	Metazoa	Arthropoda	Insecta	Blattodea	Termopsidae	Zootermopsis	Metazoa (non-vertebrate)		
A0A068Y0W3	RYR	high	census v4 and the S20 sweep both call RYR	v4+s20	RYR	RYR	high	522.4	4293.4	0.8783	interpro+calibration	InterPro	EmuJ_000544400	Ryanodine receptor 44f	Echinococcus multilocularis (Fox tapeworm)	6211	Metazoa (non-vertebrate)	Metazoa	Platyhelminthes	Cestoda	Cyclophyllidea	Taeniidae	4760	0		0	Predicted	0	PF01365;PF08454	PF00520;PF00622;PF01365;PF02026;PF06459;PF08454;PF13499;PF21119	3	PF00622;PF02026;PF06459;PF21119	InterPro											RYR	high	metazoa_nonvert	522.4	4293.4	0.8783	architecture	Eukaryota	Metazoa	Platyhelminthes	Cestoda	Cyclophyllidea	Taeniidae	Echinococcus	Metazoa (non-vertebrate)		
A0A068Y4L9	RYR	high	census v4 and the S20 sweep both call RYR	v4+s20	RYR	RYR	medium	175.8	1103.1	0.8406	interpro+calibration	InterPro	EmuJ_000544500	Ryanodine receptor 44f	Echinococcus multilocularis (Fox tapeworm)	6211	Metazoa (non-vertebrate)	Metazoa	Platyhelminthes	Cestoda	Cyclophyllidea	Taeniidae	928	0		0	Predicted	1	PF01365;PF08709	PF00622;PF01365;PF02026;PF02815;PF08709	3	PF00622;PF02026	InterPro											RYR	medium	metazoa_nonvert	175.8	1103.1	0.8406	partial	Eukaryota	Metazoa	Platyhelminthes	Cestoda	Cyclophyllidea	Taeniidae	Echinococcus	Metazoa (non-vertebrate)		
A0A074Z731	ITPR	high	census v4 and the S20 sweep both call ITPR	v4+s20	ITPR	ITPR	high	1616.8	283.6	0.8246	interpro+calibration	InterPro	T265_14735	Inositol 1,4,5-trisphosphate receptor	Opisthorchis viverrini (Southeast Asian liver fluke)	6198	Metazoa (non-vertebrate)	Metazoa	Platyhelminthes	Trematoda	Opisthorchiida	Opisthorchiidae	2826	1	fragment	0	Inferred from homology	0	PF01365;PF08709	PF00520;PF01365;PF02815;PF08709	4		InterPro											ITPR	high	metazoa_nonvert	1616.8	283.6	0.8246	architecture	Eukaryota	Metazoa	Platyhelminthes	Trematoda	Opisthorchiida	Opisthorchiidae	Opisthorchis	Metazoa (non-vertebrate)		
A0A075A5M8	RYR	high	census v4 and the S20 sweep both call RYR	v4+s20	RYR	RYR	high	578.1	4821.9	0.8801	interpro+calibration	InterPro	T265_09254	Uncharacterized protein	Opisthorchis viverrini (Southeast Asian liver fluke)	6198	Metazoa (non-vertebrate)	Metazoa	Platyhelminthes	Trematoda	Opisthorchiida	Opisthorchiidae	5727	0		0	Predicted	0	PF01365;PF08454	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF13499;PF21119	4	PF00622;PF02026;PF06459;PF21119	InterPro											RYR	high	metazoa_nonvert	578.1	4821.9	0.8801	architecture	Eukaryota	Metazoa	Platyhelminthes	Trematoda	Opisthorchiida	Opisthorchiidae	Opisthorchis	Metazoa (non-vertebrate)		
A0A077YYA4	ITPR	high	census v4 and the S20 sweep both call ITPR	v4+s20	ITPR	ITPR	high	2445.8	374.4	0.8469	interpro+calibration	InterPro	TTRE_0000103301	Inositol 1,4,5-trisphosphate receptor	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	36087	Metazoa (non-vertebrate)	Metazoa	Nematoda	Enoplea	Trichinellida	Trichuridae	2639	1		0	Inferred from homology	1	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro											ITPR	high	metazoa_nonvert	2445.8	374.4	0.8469	architecture	Eukaryota	Metazoa	Nematoda	Enoplea	Trichinellida	Trichuridae	Trichuris	Metazoa (non-vertebrate)		
A0A077YYK0	RYR	high	census v4 and the S20 sweep both call RYR	v4+s20	RYR	RYR	high	667.3	5887.8	0.8867	interpro+calibration	InterPro	TTRE_0000115801	Ryanodine receptor	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	36087	Metazoa (non-vertebrate)	Metazoa	Nematoda	Enoplea	Trichinellida	Trichuridae	5172	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro											RYR	high	metazoa_nonvert	667.3	5887.8	0.8867	architecture	Eukaryota	Metazoa	Nematoda	Enoplea	Trichinellida	Trichuridae	Trichuris	Metazoa (non-vertebrate)		
A0A077ZVT6	ITPR	high	census v4 and the S20 sweep both call ITPR	v4+s20	ITPR	ITPR	high	594.6	236.5	0.6023	interpro+calibration	InterPro	Contig10331.g11023	Inositol-triphosphate receptor	Stylonychia lemnae (Ciliate)	5949	SAR		Ciliophora	Spirotrichea	Sporadotrichida	Oxytrichidae	3398	1		0	Predicted	0	PF08454;PF08709	PF00520;PF02815;PF08454;PF08709	4		InterPro											ITPR	high	protista_other	594.6	236.5	0.6023	architecture	Eukaryota		Ciliophora	Spirotrichea	Sporadotrichida	Oxytrichidae	Stylonychia	SAR		
A0A077ZYI0	ITPR	high	census v4 and the S20 sweep both call ITPR	v4+s20	unassigned	ITPR	high	349.1	127.2	0.6356	interpro+calibration	InterPro	Contig4758.g5084	RyR/IP3R Homology associated domain-containing protein	Stylonychia lemnae (Ciliate)	5949	SAR		Ciliophora	Spirotrichea	Sporadotrichida	Oxytrichidae	2799	1		0	Predicted	0	PF08454	PF08454	1		InterPro											ITPR	high	protista_other	349.1	127.2	0.6356	architecture	Eukaryota		Ciliophora	Spirotrichea	Sporadotrichida	Oxytrichidae	Stylonychia	SAR		
A0A078A1U0	ITPR	high	census v4 and the S20 sweep both call ITPR	v4+s20	ITPR	ITPR	high	556.1	273.0	0.5091	interpro+calibration	InterPro	Contig1440.g1580	Cation channel family protein	Stylonychia lemnae (Ciliate)	5949	SAR		Ciliophora	Spirotrichea	Sporadotrichida	Oxytrichidae	3530	1		0	Predicted	0	PF08709	PF00520;PF02815;PF08709	3		InterPro											ITPR	high	protista_other	556.1	273.0	0.5091	architecture	Eukaryota		Ciliophora	Spirotrichea	Sporadotrichida	Oxytrichidae	Stylonychia	SAR		
A0A078A4T9	ITPR	high	census v4 and the S20 sweep both call ITPR	v4+s20	unassigned	ITPR	medium	343.6	156.5	0.5445	interpro+calibration	InterPro	Contig15245.g16249	Uncharacterized protein	Stylonychia lemnae (Ciliate)	5949	SAR		Ciliophora	Spirotrichea	Sporadotrichida	Oxytrichidae	2116	1		0	Predicted	0	PF08454	PF00520;PF08454	2		InterPro											ITPR	medium	protista_other	343.6	156.5	0.5445	partial	Eukaryota		Ciliophora	Spirotrichea	Sporadotrichida	Oxytrichidae	Stylonychia	SAR		
A0A078A8I0	ITPR	high	census v4 and the S20 sweep both call ITPR	v4+s20	ITPR	ITPR	high	1135.8	339.4	0.7012	interpro+calibration	InterPro	Contig9742.g10423	Cation channel family protein	Stylonychia lemnae (Ciliate)	5949	SAR		Ciliophora	Spirotrichea	Sporadotrichida	Oxytrichidae	2894	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro											ITPR	high	protista_other	1135.8	339.4	0.7012	architecture	Eukaryota		Ciliophora	Spirotrichea	Sporadotrichida	Oxytrichidae	Stylonychia	SAR		
A0A078ASZ8	ITPR	high	census v4 and the S20 sweep both call ITPR	v4+s20	ITPR	ITPR	high	1326.9	377.4	0.7156	interpro+calibration	InterPro	Contig10368.g11065	Cation channel family protein	Stylonychia lemnae (Ciliate)	5949	SAR		Ciliophora	Spirotrichea	Sporadotrichida	Oxytrichidae	2773	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro											ITPR	high	protista_other	1326.9	377.4	0.7156	architecture	Eukaryota		Ciliophora	Spirotrichea	Sporadotrichida	Oxytrichidae	Stylonychia	SAR		
A0A084W6J0	ITPR	high	census v4 and the S20 sweep both call ITPR	v4+s20	ITPR	ITPR	high	3625.8	439.0	0.8789	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Anopheles sinensis (Mosquito)	74873	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	2987	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro											ITPR	high	metazoa_nonvert	3625.8	439.0	0.8789	architecture	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Metazoa (non-vertebrate)		
A0A084WAS3	RYR	high	census v4 and the S20 sweep both call RYR	v4+s20	RYR	RYR	high	713.3	7072.3	0.8991	interpro+calibration	InterPro		Uncharacterized protein	Anopheles sinensis (Mosquito)	74873	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	5077	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro											RYR	high	metazoa_nonvert	713.3	7072.3	0.8991	architecture	Eukaryota	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Metazoa (non-vertebrate)		
A0A085LRI9	RYR	high	census v4 and the S20 sweep both call RYR	v4+s20	RYR	RYR	high	703.2	5967.3	0.8822	interpro+calibration	InterPro	M513_11549	Ryanodine receptor 44F	Trichuris suis (pig whipworm)	68888	Metazoa (non-vertebrate)	Metazoa	Nematoda	Enoplea	Trichinellida	Trichuridae	5145	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro											RYR	high	metazoa_nonvert	703.2	5967.3	0.8822	architecture	Eukaryota	Metazoa	Nematoda	Enoplea	Trichinellida	Trichuridae	Trichuris	Metazoa (non-vertebrate)		
A0A087R6Z5	unassigned	none	neither instrument calls it	neither	unassigned	unassigned	none	0.0	113.4	1.0	interpro+calibration+sweep	InterPro	AS27_01519	Ryanodine receptor 2	Aptenodytes forsteri (Emperor penguin)	9233	Vertebrata	Metazoa	Chordata	Aves	Sphenisciformes	Spheniscidae	73	0	fragment	0	Predicted	1	PF08709	PF08709	1		InterPro																		Eukaryota	Metazoa	Chordata	Aves	Sphenisciformes	Spheniscidae	Aptenodytes	Vertebrata		
A0A087TIZ3	RYR	high	census v4 and the S20 sweep both call RYR	v4+s20	RYR	RYR	medium	185.8	1486.5	0.875	interpro+calibration	InterPro	X975_01125	Ryanodine receptor 44F	Stegodyphus mimosarum (African social velvet spider)	407821	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Arachnida	Araneae	Eresidae	919	0	fragment	0	Predicted	1	PF01365;PF08709	PF00622;PF01365;PF02026;PF02815;PF08709	3	PF00622;PF02026	InterPro											RYR	medium	metazoa_nonvert	185.8	1486.5	0.875	partial	Eukaryota	Metazoa	Arthropoda	Arachnida	Araneae	Eresidae	Stegodyphus	Metazoa (non-vertebrate)		
A0A087TIZ4	RYR	high	census v4 and the S20 sweep both call RYR	v4+s20	RYR	RYR	medium	87.8	1860.8	0.9528	interpro+calibration	InterPro	X975_01126	Ryanodine receptor 44F	Stegodyphus mimosarum (African social velvet spider)	407821	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Arachnida	Araneae	Eresidae	1626	0	fragment	0	Predicted	0	PF01365	PF00622;PF01365;PF02026;PF21119	1	PF00622;PF02026;PF21119	InterPro											RYR	medium	metazoa_nonvert	87.8	1860.8	0.9528	partial	Eukaryota	Metazoa	Arthropoda	Arachnida	Araneae	Eresidae	Stegodyphus	Metazoa (non-vertebrate)		
A0A087UU98	unassigned	none	neither instrument called it	none	unassigned	unassigned	none	307.4	46.1	0.85	interpro+calibration	InterPro	X975_03089	Inositol 1,4,5-trisphosphate receptor type 1	Stegodyphus mimosarum (African social velvet spider)	407821	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Arachnida	Araneae	Eresidae	177	0	fragment	0	Predicted	1	PF08709	PF08709	1		InterPro											unassigned	none	metazoa_nonvert	307.4	46.1	0.85	module	Eukaryota	Metazoa	Arthropoda	Arachnida	Araneae	Eresidae	Stegodyphus	Metazoa (non-vertebrate)		
A0A087UU99	unassigned	none	neither instrument called it	none	unassigned	unassigned	none	213.5	0.0	1.0	interpro+calibration	InterPro	X975_03090	Inositol 1,4,5-trisphosphate receptor	Stegodyphus mimosarum (African social velvet spider)	407821	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Arachnida	Araneae	Eresidae	159	0	fragment	0	Inferred from homology	1	PF01365	PF01365	1		InterPro											unassigned	none	metazoa_nonvert	213.5	0.0	1.0	module	Eukaryota	Metazoa	Arthropoda	Arachnida	Araneae	Eresidae	Stegodyphus	Metazoa (non-vertebrate)		
A0A087UUA0	unassigned	none	neither instrument called it	none	unassigned	unassigned	none	176.3	27.0	0.8469	interpro+calibration	InterPro	X975_03091	Inositol 1,4,5-trisphosphate receptor	Stegodyphus mimosarum (African social velvet spider)	407821	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Arachnida	Araneae	Eresidae	142	0	fragment	0	Predicted	1	PF01365	PF01365	1		InterPro											unassigned	none	metazoa_nonvert	176.3	0.0	1.0	module	Eukaryota	Metazoa	Arthropoda	Arachnida	Araneae	Eresidae	Stegodyphus	Metazoa (non-vertebrate)		
A0A087UUA3	ITPR	high	census v4 and the S20 sweep both call ITPR	v4+s20	unassigned	ITPR	medium	480.1	0.0	1.0	interpro+calibration	InterPro	X975_03094	Inositol 1,4,5-trisphosphate receptor type 1	Stegodyphus mimosarum (African social velvet spider)	407821	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Arachnida	Araneae	Eresidae	290	0	fragment	0	Predicted	1	PF01365	PF01365	1		InterPro											ITPR	medium	metazoa_nonvert	480.1	0.0	1.0	partial	Eukaryota	Metazoa	Arthropoda	Arachnida	Araneae	Eresidae	Stegodyphus	Metazoa (non-vertebrate)		
A0A087UUA7	ITPR	high	census v4 and the S20 sweep both call ITPR	v4+s20	unassigned	ITPR	medium	413.3	30.3	0.9267	interpro+calibration	InterPro	X975_03098	Inositol 1,4,5-trisphosphate receptor	Stegodyphus mimosarum (African social velvet spider)	407821	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Arachnida	Araneae	Eresidae	264	0	fragment	0	Predicted	1	PF08454	PF08454	1		InterPro											ITPR	medium	metazoa_nonvert	413.3	0.0	1.0	partial	Eukaryota	Metazoa	Arthropoda	Arachnida	Araneae	Eresidae	Stegodyphus	Metazoa (non-vertebrate)		
A0A087V716	unassigned	none	neither instrument calls it	neither	unassigned	unassigned	none	0.0	113.4	1.0	interpro+calibration+sweep	InterPro	N312_12170	Ryanodine receptor 2	Balearica regulorum gibbericeps (East African grey crowned-crane)	100784	Vertebrata	Metazoa	Chordata	Aves	Gruiformes	Gruidae	73	0	fragment	0	Predicted	1	PF08709	PF08709	1		InterPro																		Eukaryota	Metazoa	Chordata	Aves	Gruiformes	Gruidae	Balearica	Vertebrata		
A0A087V7R1	unassigned	none	neither instrument calls it	neither	unassigned	unassigned	none	0.0	106.7	1.0	interpro+calibration+sweep	InterPro	N312_12823	Ryanodine receptor 3	Balearica regulorum gibbericeps (East African grey crowned-crane)	100784	Vertebrata	Metazoa	Chordata	Aves	Gruiformes	Gruidae	76	0	fragment	0	Predicted	1	PF08709	PF08709	1		InterPro																		Eukaryota	Metazoa	Chordata	Aves	Gruiformes	Gruidae	Balearica	Vertebrata		
A0A087VFN4	RYR	high	architecture and profile both call RYR	both	RYR	RYR	medium	0.0	310.6	1.0	interpro+calibration+sweep	InterPro	N312_03192	Ryanodine receptor 2	Balearica regulorum gibbericeps (East African grey crowned-crane)	100784	Vertebrata	Metazoa	Chordata	Aves	Gruiformes	Gruidae	273	0	fragment	0	Predicted	1	PF01365	PF01365;PF21119	1	PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Aves	Gruiformes	Gruidae	Balearica	Vertebrata		
A0A087VQE3	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2586.1	159.6	0.9383	interpro+calibration+sweep	InterPro	N312_09773	Inositol 1,4,5-trisphosphate receptor	Balearica regulorum gibbericeps (East African grey crowned-crane)	100784	Vertebrata	Metazoa	Chordata	Aves	Gruiformes	Gruidae	1637	0	fragment	0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		InterPro																		Eukaryota	Metazoa	Chordata	Aves	Gruiformes	Gruidae	Balearica	Vertebrata		
A0A087XJU3	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3624.2	291.2	0.9197	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Poecilia formosa (Amazon molly) (Limia formosa)	48698	Vertebrata	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	2426	1		0	Inferred from homology	0	PF01365;PF08454	PF00520;PF01365;PF02815;PF08454	4		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Poecilia	Vertebrata		
A0A087XLG9	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	544.9	5783.4	0.9058	interpro+calibration+sweep	InterPro		Uncharacterized protein	Poecilia formosa (Amazon molly) (Limia formosa)	48698	Vertebrata	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	3549	1		0	Predicted	0	PF01365;PF08454	PF00520;PF00622;PF01365;PF02026;PF06459;PF08454;PF21119	3	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Poecilia	Vertebrata		
A0A087XPK2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4145.9	397.4	0.9041	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Poecilia formosa (Amazon molly) (Limia formosa)	48698	Vertebrata	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	2693	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Poecilia	Vertebrata		
A0A087Y2Z5	ITPR	high	profile only — architecture incomplete	profile	unassigned	ITPR	high	2292.8	134.0	0.9416	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Poecilia formosa (Amazon molly) (Limia formosa)	48698	Vertebrata	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	1517	0		0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Poecilia	Vertebrata		
A0A087Y437	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	708.9	7904.7	0.9103	interpro+calibration+sweep	InterPro		Ryanodine receptor 3 (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodin	Poecilia formosa (Amazon molly) (Limia formosa)	48698	Vertebrata	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	4867	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Poecilia	Vertebrata		
A0A087YBV3	RYR	high	architecture and profile both call RYR	both	RYR	RYR	high	538.5	6761.8	0.9204	interpro+calibration+sweep	InterPro		Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Poecilia formosa (Amazon molly) (Limia formosa)	48698	Vertebrata	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	4258	0		0	Predicted	0	PF01365;PF08454	PF00520;PF00622;PF01365;PF02026;PF06459;PF08454;PF21119	3	PF00622;PF02026;PF06459;PF21119	InterPro																		Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Poecilia	Vertebrata		
