label	accession	organism	vclass	vorder	cell	locus_idx	status	contig	start	end	span_bp	identity	coverage	bait	bait_paralog	annot_gene	annot_paralog	has_gene_table
Geococcyx_californianus|GCA_013389885.1|RYR.0	GCA_013389885.1	Geococcyx californianus	Aves	Cuculiformes	RYR	0	assembly_gap	VWPV01009501.1	2457	125848	123391	0.9795	0.5779	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	Ryr2_2	RYR2	1
Geococcyx_californianus|GCA_013389885.1|RYR.1	GCA_013389885.1	Geococcyx californianus	Aves	Cuculiformes	RYR	1	assembly_gap	VWPV01031520.1	759	103791	103032	0.6928	0.5634	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2			1
Geococcyx_californianus|GCA_013389885.1|RYR.2	GCA_013389885.1	Geococcyx californianus	Aves	Cuculiformes	RYR	2	assembly_gap	VWPV01000077.1	38012	107773	69761	0.9807	0.3549	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2			1
Todus_mexicanus|GCA_013389965.1|ITPR3.0	GCA_013389965.1	Todus mexicanus	Aves	Coraciiformes	ITPR3	0	found_annotated	WEIS01036230.1	1967	48807	46840	0.9476	1.0000	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3	TODMEX_R03131		1
Todus_mexicanus|GCA_013389965.1|RYR.0	GCA_013389965.1	Todus mexicanus	Aves	Coraciiformes	RYR	0	found_unannotated	WEIS01025216.1	1	35164	35163	0.6968	0.8074	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1			1
Dryoscopus_gambensis|GCA_013389985.1|ITPR1.0	GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	ITPR1	0	found_unannotated	WEIT01025007.1	6149	161000	154851	0.9853	1.0000	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1			1
Dryoscopus_gambensis|GCA_013389985.1|ITPR2.0	GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	ITPR2	0	found_unannotated	WEIT01016686.1	1	169312	169311	0.9456	0.7630	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			1
Dryoscopus_gambensis|GCA_013389985.1|ITPR3.0	GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	ITPR3	0	found_annotated	WEIT01027115.1	18120	55110	36990	0.9925	1.0000	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3	DRYGAM_R08247		1
Dryoscopus_gambensis|GCA_013389985.1|RYR.0	GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	RYR	0	assembly_gap	WEIT01008220.1	2604	28419	25815	0.7488	0.1707	A0A3Q0HBW9|RYR|Alligator_sinensis	RYR			1
Dryoscopus_gambensis|GCA_013389985.1|RYR.1	GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	RYR	1	assembly_gap	WEIT01027086.1	2446	38927	36481	0.9443	0.1035	A0A3Q0HBW9|RYR|Alligator_sinensis	RYR			1
Chloropsis_hardwickii|GCA_013390065.1|ITPR1.0	GCA_013390065.1	Chloropsis hardwickii	Aves	Passeriformes	ITPR1	0	found_unannotated	WEIW01000372.1	584206	736259	152053	0.9661	1.0000	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1			1
Chloropsis_hardwickii|GCA_013390065.1|ITPR2.0	GCA_013390065.1	Chloropsis hardwickii	Aves	Passeriformes	ITPR2	0	found_unannotated	WEIW01000437.1	216914	459762	242848	0.9554	1.0000	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			1
Chloropsis_hardwickii|GCA_013390065.1|ITPR3.0	GCA_013390065.1	Chloropsis hardwickii	Aves	Passeriformes	ITPR3	0	found_annotated	WEIW01003401.1	12699	37703	25004	0.9224	0.9337	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3	CHLHAR_R12659		1
Chloropsis_hardwickii|GCA_013390065.1|RYR.0	GCA_013390065.1	Chloropsis hardwickii	Aves	Passeriformes	RYR	0	found_annotated	WEIW01000007.1	603461	986066	382605	0.9679	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	CHLHAR_R11689		1
Chloropsis_hardwickii|GCA_013390065.1|RYR.1	GCA_013390065.1	Chloropsis hardwickii	Aves	Passeriformes	RYR	1	found_annotated	WEIW01000336.1	3014	195968	192954	0.6669	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1			1
Tichodroma_muraria|GCA_013390105.1|ITPR3.0	GCA_013390105.1	Tichodroma muraria	Aves	Passeriformes	ITPR3	0	found_annotated	WAAG01017736.1	29323	69603	40280	0.9899	1.0000	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3	Itpr3	ITPR3	1
Menura_novaehollandiae|GCA_013396355.1|ITPR1.0	GCA_013396355.1	Menura novaehollandiae	Aves	Passeriformes	ITPR1	0	found_unannotated	VWPS01000057.1	1454359	1609868	155509	0.9863	1.0000	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1			1
Menura_novaehollandiae|GCA_013396355.1|ITPR2.0	GCA_013396355.1	Menura novaehollandiae	Aves	Passeriformes	ITPR2	0	found_unannotated	VWPS01000128.1	596224	815047	218823	0.9719	1.0000	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			1
Menura_novaehollandiae|GCA_013396355.1|ITPR3.0	GCA_013396355.1	Menura novaehollandiae	Aves	Passeriformes	ITPR3	0	found_annotated	VWPS01000164.1	595136	635528	40392	0.9931	1.0000	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3	MENNOV_R13731		1
Menura_novaehollandiae|GCA_013396355.1|RYR.0	GCA_013396355.1	Menura novaehollandiae	Aves	Passeriformes	RYR	0	found_annotated	VWPS01000054.1	947597	1329405	381808	0.9788	0.9974	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	Ryr2	RYR2	1
Menura_novaehollandiae|GCA_013396355.1|RYR.1	GCA_013396355.1	Menura novaehollandiae	Aves	Passeriformes	RYR	1	found_annotated	VWPS01000022.1	4514479	4727368	212889	0.6757	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1			1
Smithornis_capensis|GCA_013396465.1|ITPR1.0	GCA_013396465.1	Smithornis capensis	Aves	Passeriformes	ITPR1	0	found_unannotated	VWYW01000920.1	2801	137380	134579	0.9856	0.9712	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1			1
Smithornis_capensis|GCA_013396465.1|ITPR2.0	GCA_013396465.1	Smithornis capensis	Aves	Passeriformes	ITPR2	0	found_unannotated	VWYW01000229.1	449541	677297	227756	0.9848	1.0000	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			1
Smithornis_capensis|GCA_013396465.1|ITPR3.0	GCA_013396465.1	Smithornis capensis	Aves	Passeriformes	ITPR3	0	found_annotated	VWYW01001199.1	8	30487	30479	0.8400	0.8573	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3	Itpr3	ITPR3	1
Smithornis_capensis|GCA_013396465.1|RYR.0	GCA_013396465.1	Smithornis capensis	Aves	Passeriformes	RYR	0	found_annotated	VWYW01000101.1	1644478	2036936	392458	0.9783	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	Ryr2	RYR2	1
Smithornis_capensis|GCA_013396465.1|RYR.1	GCA_013396465.1	Smithornis capensis	Aves	Passeriformes	RYR	1	found_annotated	VWYW01000072.1	911143	1129658	218515	0.6559	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1			1
Ptilorrhoa_leucosticta|GCA_013396485.1|ITPR1.0	GCA_013396485.1	Ptilorrhoa leucosticta	Aves	Passeriformes	ITPR1	0	found_unannotated	VWYY01001129.1	8355	148788	140433	0.9655	0.8395	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1			1
Ptilorrhoa_leucosticta|GCA_013396485.1|ITPR2.0	GCA_013396485.1	Ptilorrhoa leucosticta	Aves	Passeriformes	ITPR2	0	found_unannotated	VWYY01000731.1	1727	219592	217865	0.9798	0.9885	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			1
Ptilorrhoa_leucosticta|GCA_013396485.1|ITPR3.0	GCA_013396485.1	Ptilorrhoa leucosticta	Aves	Passeriformes	ITPR3	0	assembly_gap	VWYY01003676.1	3	11749	11746	0.8709	0.5311	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3			1
Ptilorrhoa_leucosticta|GCA_013396485.1|RYR.0	GCA_013396485.1	Ptilorrhoa leucosticta	Aves	Passeriformes	RYR	0	found_annotated	VWYY01000123.1	510360	912092	401732	0.9777	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	Ryr2	RYR2	1
Ptilorrhoa_leucosticta|GCA_013396485.1|RYR.1	GCA_013396485.1	Ptilorrhoa leucosticta	Aves	Passeriformes	RYR	1	found_annotated	VWYY01000118.1	1297525	1497345	199820	0.6753	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1			1
Eubucco_bourcierii|GCA_013396675.1|ITPR1.0	GCA_013396675.1	Eubucco bourcierii	Aves	Piciformes	ITPR1	0	found_annotated	VWZE01010273.1	79466	278172	198706	0.9820	0.9971	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	Itpr1	ITPR1	1
Eubucco_bourcierii|GCA_013396675.1|ITPR2.0	GCA_013396675.1	Eubucco bourcierii	Aves	Piciformes	ITPR2	0	assembly_gap	VWZE01018369.1	1271	131764	130493	0.9565	0.6381	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			1
Eubucco_bourcierii|GCA_013396675.1|ITPR3.0	GCA_013396675.1	Eubucco bourcierii	Aves	Piciformes	ITPR3	0	found_annotated	VWZE01023714.1	96269	224427	128158	0.9738	1.0000	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3	Itpr3	ITPR3	1
Eubucco_bourcierii|GCA_013396675.1|RYR.0	GCA_013396675.1	Eubucco bourcierii	Aves	Piciformes	RYR	0	found_annotated	VWZE01005099.1	1658	195174	193516	0.9795	0.7363	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	Ryr2_0	RYR2	1
Eubucco_bourcierii|GCA_013396675.1|RYR.1	GCA_013396675.1	Eubucco bourcierii	Aves	Piciformes	RYR	1	found_annotated	VWZE01015450.1	306854	551883	245029	0.6826	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2			1
Eubucco_bourcierii|GCA_013396675.1|RYR.2	GCA_013396675.1	Eubucco bourcierii	Aves	Piciformes	RYR	2	found_annotated	VWZE01018075.1	1207	43685	42478	0.9724	0.2403	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2			1
Psilopogon_haemacephalus|GCA_013396835.1|ITPR1.0	GCA_013396835.1	Psilopogon haemacephalus	Aves	Piciformes	ITPR1	0	found_annotated	VWZI01023573.1	1704	107607	105903	0.9835	0.8178	A0ABM4F3U0|ITPR1|Apteryx_mantelli	ITPR1	PSIHAE_R07019		1
Psilopogon_haemacephalus|GCA_013396835.1|ITPR2.0	GCA_013396835.1	Psilopogon haemacephalus	Aves	Piciformes	ITPR2	0	assembly_gap	VWZI01001715.1	61011	162135	101124	0.9626	0.5256	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			1
Psilopogon_haemacephalus|GCA_013396835.1|ITPR3.0	GCA_013396835.1	Psilopogon haemacephalus	Aves	Piciformes	ITPR3	0	found_annotated	VWZI01004865.1	499854	631096	131242	0.9719	1.0000	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3	PSIHAE_R03075		1
Psilopogon_haemacephalus|GCA_013396835.1|RYR.0	GCA_013396835.1	Psilopogon haemacephalus	Aves	Piciformes	RYR	0	found_unannotated	VWZI01009657.1	287938	514786	226848	0.6838	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2			1
Psilopogon_haemacephalus|GCA_013396835.1|RYR.1	GCA_013396835.1	Psilopogon haemacephalus	Aves	Piciformes	RYR	1	found_unannotated	VWZI01019360.1	1284	135498	134214	0.9786	0.6679	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2			1
Vireo_altiloquus|GCA_013396875.1|ITPR1.0	GCA_013396875.1	Vireo altiloquus	Aves	Passeriformes	ITPR1	0	found_unannotated	VZRF01009815.1	164036	324131	160095	0.9849	1.0000	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1			1
Vireo_altiloquus|GCA_013396875.1|ITPR2.0	GCA_013396875.1	Vireo altiloquus	Aves	Passeriformes	ITPR2	0	found_unannotated	VZRF01000017.1	33571	274938	241367	0.9796	1.0000	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			1
Vireo_altiloquus|GCA_013396875.1|ITPR3.0	GCA_013396875.1	Vireo altiloquus	Aves	Passeriformes	ITPR3	0	found_annotated	VZRF01014545.1	203966	288081	84115	0.9973	1.0000	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3	Itpr3	ITPR3	1
Vireo_altiloquus|GCA_013396875.1|RYR.0	GCA_013396875.1	Vireo altiloquus	Aves	Passeriformes	RYR	0	found_annotated	VZRF01001132.1	258552	637824	379272	0.9782	0.9974	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	Ryr2	RYR2	1
Vireo_altiloquus|GCA_013396875.1|RYR.1	GCA_013396875.1	Vireo altiloquus	Aves	Passeriformes	RYR	1	found_annotated	VZRF01009222.1	594031	799678	205647	0.6724	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1			1
Baryphthengus_martii|GCA_013396935.1|ITPR1.0	GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	ITPR1	0	assembly_gap	VWZK01014558.1	16091	127741	111650	0.9936	0.6715	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1			1
Baryphthengus_martii|GCA_013396935.1|ITPR2.0	GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	ITPR2	0	found_unannotated	VWZK01012176.1	17477	248521	231044	0.9768	0.9885	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			1
Baryphthengus_martii|GCA_013396935.1|ITPR3.0	GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	ITPR3	0	found_annotated	VWZK01016629.1	161004	208872	47868	0.9771	1.0000	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	BARMAR_R11863		1
Baryphthengus_martii|GCA_013396935.1|RYR.0	GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	RYR	0	assembly_gap	VWZK01006851.1	3293	80661	77368	0.9786	0.4229	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2			1
Baryphthengus_martii|GCA_013396935.1|RYR.1	GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	RYR	1	assembly_gap	VWZK01008086.1	155041	202048	47007	0.9785	0.2524	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2			1
Baryphthengus_martii|GCA_013396935.1|RYR.2	GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	RYR	2	assembly_gap	VWZK01009413.1	756	36712	35956	0.6458	0.3356	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	vertebrate_basal			1
Baryphthengus_martii|GCA_013396935.1|RYR.3	GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	RYR	3	assembly_gap	VWZK01010928.1	36663	72959	36296	0.7077	0.3032	A0A3Q0HBW9|RYR|Alligator_sinensis	RYR			1
Baryphthengus_martii|GCA_013396935.1|RYR.4	GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	RYR	4	assembly_gap	VWZK01000280.1	53	15459	15406	0.8009	0.2164	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1			1
Baryphthengus_martii|GCA_013396935.1|RYR.5	GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	RYR	5	assembly_gap	VWZK01003819.1	914	38461	37547	0.9851	0.1488	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2			1
Baryphthengus_martii|GCA_013396935.1|RYR.6	GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	RYR	6	assembly_gap	VWZK01003262.1	726	39644	38918	0.7106	0.1796	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	RYR2			1
Bucco_capensis|GCA_013396975.1|ITPR1.0	GCA_013396975.1	Bucco capensis	Aves	Piciformes	ITPR1	0	found_unannotated	VWZO01019971.1	305321	469383	164062	0.9867	1.0000	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1			1
Bucco_capensis|GCA_013396975.1|ITPR3.0	GCA_013396975.1	Bucco capensis	Aves	Piciformes	ITPR3	0	assembly_gap	VWZO01010546.1	42	35401	35359	0.9858	0.6854	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	Itpr3_0	ITPR3	1
Bucco_capensis|GCA_013396975.1|ITPR3.1	GCA_013396975.1	Bucco capensis	Aves	Piciformes	ITPR3	1	assembly_gap	VWZO01013041.1	21178	34387	13209	0.9846	0.2924	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3			1
Bucco_capensis|GCA_013396975.1|RYR.0	GCA_013396975.1	Bucco capensis	Aves	Piciformes	RYR	0	assembly_gap	VWZO01001808.1	57	213887	213830	0.9711	0.5366	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2			1
Bucco_capensis|GCA_013396975.1|RYR.1	GCA_013396975.1	Bucco capensis	Aves	Piciformes	RYR	1	assembly_gap	VWZO01021750.1	85276	188023	102747	0.9739	0.4636	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2			1
Bucco_capensis|GCA_013396975.1|RYR.2	GCA_013396975.1	Bucco capensis	Aves	Piciformes	RYR	2	assembly_gap	VWZO01002875.1	878	62659	61781	0.6816	0.4110	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1			1
Bucco_capensis|GCA_013396975.1|RYR.3	GCA_013396975.1	Bucco capensis	Aves	Piciformes	RYR	3	assembly_gap	VWZO01015568.1	1351	83337	81986	0.6611	0.4259	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	vertebrate_basal			1
Myiagra_hebetior|GCA_013397015.1|ITPR1.0	GCA_013397015.1	Myiagra hebetior	Aves	Passeriformes	ITPR1	0	found_annotated	VWZQ01007131.1	499494	658436	158942	0.9845	1.0000	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	MYIHEB_R06248		1
Myiagra_hebetior|GCA_013397015.1|ITPR2.0	GCA_013397015.1	Myiagra hebetior	Aves	Passeriformes	ITPR2	0	found_unannotated	VWZQ01006530.1	363409	582080	218671	0.9820	0.9885	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			1
Myiagra_hebetior|GCA_013397015.1|ITPR3.0	GCA_013397015.1	Myiagra hebetior	Aves	Passeriformes	ITPR3	0	found_annotated	VWZQ01007200.1	310561	354898	44337	0.9965	1.0000	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3	Itpr3	ITPR3	1
Myiagra_hebetior|GCA_013397015.1|RYR.0	GCA_013397015.1	Myiagra hebetior	Aves	Passeriformes	RYR	0	found_annotated	VWZQ01001806.1	609461	985178	375717	0.9780	0.9974	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	Ryr2	RYR2	1
Myiagra_hebetior|GCA_013397015.1|RYR.1	GCA_013397015.1	Myiagra hebetior	Aves	Passeriformes	RYR	1	found_annotated	VWZQ01008955.1	470059	671917	201858	0.6748	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1			1
Thryothorus_ludovicianus|GCA_013397245.1|ITPR1.0	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	ITPR1	0	assembly_gap	VZTB01016242.1	12021	91901	79880	0.9767	0.5156	A0ABM4F3U0|ITPR1|Apteryx_mantelli	ITPR1			1
Thryothorus_ludovicianus|GCA_013397245.1|ITPR1.1	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	ITPR1	1	assembly_gap	VZTB01012331.1	363128	433269	70141	0.9634	0.4901	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1			1
Thryothorus_ludovicianus|GCA_013397245.1|ITPR2.0	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	ITPR2	0	found_unannotated	VZTB01004788.1	1910	176611	174701	0.9780	0.8770	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			1
Thryothorus_ludovicianus|GCA_013397245.1|ITPR3.0	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	ITPR3	0	assembly_gap	VZTB01002909.1	45	27455	27410	0.9927	0.6157	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3			1
Thryothorus_ludovicianus|GCA_013397245.1|ITPR3.1	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	ITPR3	1	assembly_gap	VZTB01014641.1	197054	208749	11695	0.9870	0.3850	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3			1
Thryothorus_ludovicianus|GCA_013397245.1|RYR.0	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	RYR	0	assembly_gap	VZTB01006589.1	395	296542	296147	0.9595	0.6804	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2			1
Thryothorus_ludovicianus|GCA_013397245.1|RYR.1	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	RYR	1	assembly_gap	VZTB01009153.1	168	77998	77830	0.6748	0.5954	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	THRLUD_R12892		1
Thryothorus_ludovicianus|GCA_013397245.1|RYR.2	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	RYR	2	assembly_gap	VZTB01011882.1	217828	265175	47347	0.9681	0.2524	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2			1
Thryothorus_ludovicianus|GCA_013397245.1|RYR.3	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	RYR	3	assembly_gap	VZTB01014661.1	171938	208409	36471	0.6569	0.2907	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	RYR2			1
Polioptila_caerulea|GCA_013397295.1|ITPR2.0	GCA_013397295.1	Polioptila caerulea	Aves	Passeriformes	ITPR2	0	found_unannotated	VYXF01001320.1	235431	475463	240032	0.9800	1.0000	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			1
Polioptila_caerulea|GCA_013397295.1|ITPR3.0	GCA_013397295.1	Polioptila caerulea	Aves	Passeriformes	ITPR3	0	found_annotated	VYXF01003972.1	2335	43166	40831	0.9732	1.0000	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3	Itpr3	ITPR3	1
Polioptila_caerulea|GCA_013397295.1|RYR.0	GCA_013397295.1	Polioptila caerulea	Aves	Passeriformes	RYR	0	found_annotated	VYXF01004723.1	45110	412493	367383	0.9770	0.9974	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	POLCAE_R12426		1
Polioptila_caerulea|GCA_013397295.1|RYR.1	GCA_013397295.1	Polioptila caerulea	Aves	Passeriformes	RYR	1	found_annotated	VYXF01009487.1	85514	278560	193046	0.6768	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1			1
Sinosuthora_webbiana|GCA_013397395.1|ITPR1.0	GCA_013397395.1	Sinosuthora webbiana	Aves	Passeriformes	ITPR1	0	found_unannotated	VXBN01013252.1	1291350	1443844	152494	0.9842	1.0000	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1			1
Sinosuthora_webbiana|GCA_013397395.1|ITPR2.0	GCA_013397395.1	Sinosuthora webbiana	Aves	Passeriformes	ITPR2	0	found_unannotated	VXBN01011463.1	166562	407849	241287	0.9819	1.0000	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			1
Sinosuthora_webbiana|GCA_013397395.1|ITPR3.0	GCA_013397395.1	Sinosuthora webbiana	Aves	Passeriformes	ITPR3	0	found_annotated	VXBN01011685.1	297	45411	45114	0.9551	0.9652	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3	Itpr3	ITPR3	1
Sinosuthora_webbiana|GCA_013397395.1|RYR.0	GCA_013397395.1	Sinosuthora webbiana	Aves	Passeriformes	RYR	0	found_annotated	VXBN01012045.1	281508	658308	376800	0.9773	1.0000	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	Ryr2	RYR2	1
Sinosuthora_webbiana|GCA_013397395.1|RYR.1	GCA_013397395.1	Sinosuthora webbiana	Aves	Passeriformes	RYR	1	found_annotated	VXBN01015030.1	901189	1094514	193325	0.6760	1.0000	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1			1
Furnarius_figulus|GCA_013397465.1|ITPR1.0	GCA_013397465.1	Furnarius figulus	Aves	Passeriformes	ITPR1	0	found_annotated	VYZD01000015.1	3558831	3709701	150870	0.9853	1.0000	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	FURFIG_R11996		1
Furnarius_figulus|GCA_013397465.1|ITPR2.0	GCA_013397465.1	Furnarius figulus	Aves	Passeriformes	ITPR2	0	found_unannotated	VYZD01000396.1	298467	525932	227465	0.9796	1.0000	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			1
Furnarius_figulus|GCA_013397465.1|ITPR3.0	GCA_013397465.1	Furnarius figulus	Aves	Passeriformes	ITPR3	0	found_annotated	VYZD01000217.1	676899	713352	36453	0.9888	1.0000	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	ITPR3	Itpr3	ITPR3	1
Furnarius_figulus|GCA_013397465.1|RYR.0	GCA_013397465.1	Furnarius figulus	Aves	Passeriformes	RYR	0	assembly_gap	VYZD01002042.1	234	95900	95666	0.6506	0.6228	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	vertebrate_basal	FURFIG_R02901		1
Furnarius_figulus|GCA_013397465.1|RYR.1	GCA_013397465.1	Furnarius figulus	Aves	Passeriformes	RYR	1	assembly_gap	VYZD01000784.1	143411	392253	248842	0.9794	0.2150	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2			1
Furnarius_figulus|GCA_013397465.1|RYR.2	GCA_013397465.1	Furnarius figulus	Aves	Passeriformes	RYR	2	assembly_gap	VYZD01003068.1	373	27520	27147	0.7391	0.2037	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2			1
Mionectes_macconnelli|GCA_013397495.1|ITPR1.0	GCA_013397495.1	Mionectes macconnelli	Aves	Passeriformes	ITPR1	0	assembly_gap	VYZC01000789.1	167834	247534	79700	0.9849	0.6189	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1			1
Mionectes_macconnelli|GCA_013397495.1|ITPR2.0	GCA_013397495.1	Mionectes macconnelli	Aves	Passeriformes	ITPR2	0	found_unannotated	VYZC01000147.1	1147216	1384546	237330	0.9819	1.0000	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2			1
