label	accession	organism	vclass	vorder	cell	locus_idx	status	window	n_flanks	scanned_up	scanned_down	n_informative	n_root_keys	in_matrix	keys_relaxed
Baryphthengus_martii|GCA_013396935.1|RYR.1	GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	RYR	1	assembly_gap	fixed10	0	0	0	0	0	0	
Baryphthengus_martii|GCA_013396935.1|RYR.2	GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	RYR	2	assembly_gap	fixed10	0	0	0	0	0	0	
Baryphthengus_martii|GCA_013396935.1|RYR.3	GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	RYR	3	assembly_gap	fixed10	1	1	0	1	1	0	AVEN
Baryphthengus_martii|GCA_013396935.1|RYR.4	GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	RYR	4	assembly_gap	fixed10	0	0	0	0	0	0	
Baryphthengus_martii|GCA_013396935.1|RYR.5	GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	RYR	5	assembly_gap	fixed10	0	0	0	0	0	0	
Baryphthengus_martii|GCA_013396935.1|RYR.6	GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	RYR	6	assembly_gap	fixed10	0	0	0	0	0	0	
Bucco_capensis|GCA_013396975.1|ITPR1.0	GCA_013396975.1	Bucco capensis	Aves	Piciformes	ITPR1	0	found_unannotated	fixed10	6	4	2	5	5	1	ARL8B;BHLHE40;EDEM1;SETMAR;SUMF1
Bucco_capensis|GCA_013396975.1|ITPR3.0	GCA_013396975.1	Bucco capensis	Aves	Piciformes	ITPR3	0	assembly_gap	fixed10	2	0	2	1	1	1	BAK1
Bucco_capensis|GCA_013396975.1|ITPR3.1	GCA_013396975.1	Bucco capensis	Aves	Piciformes	ITPR3	1	assembly_gap	fixed10	2	2	0	2	2	0	IP6K3;UQCC2
Bucco_capensis|GCA_013396975.1|RYR.0	GCA_013396975.1	Bucco capensis	Aves	Piciformes	RYR	0	assembly_gap	fixed10	2	0	2	1	1	1	ACTN2
Bucco_capensis|GCA_013396975.1|RYR.1	GCA_013396975.1	Bucco capensis	Aves	Piciformes	RYR	1	assembly_gap	fixed10	0	0	0	0	0	0	
Bucco_capensis|GCA_013396975.1|RYR.2	GCA_013396975.1	Bucco capensis	Aves	Piciformes	RYR	2	assembly_gap	fixed10	0	0	0	0	0	0	
Bucco_capensis|GCA_013396975.1|RYR.3	GCA_013396975.1	Bucco capensis	Aves	Piciformes	RYR	3	assembly_gap	fixed10	0	0	0	0	0	0	
Myiagra_hebetior|GCA_013397015.1|ITPR1.0	GCA_013397015.1	Myiagra hebetior	Aves	Passeriformes	ITPR1	0	found_annotated	fixed10	10	7	3	10	10	1	ARL8BA;BHLHE40;CNTN4;CRBN;EDEM1;IL5RA;LRRN1;SETMAR;SUMF1;TRNT1
Myiagra_hebetior|GCA_013397015.1|ITPR2.0	GCA_013397015.1	Myiagra hebetior	Aves	Passeriformes	ITPR2	0	found_unannotated	fixed10	11	3	8	8	8	1	BHLHE41;FGFR1OP2;INTS13;MED21;PPFIBP1;REP15;SSPN;TM7SF3
Myiagra_hebetior|GCA_013397015.1|ITPR3.0	GCA_013397015.1	Myiagra hebetior	Aves	Passeriformes	ITPR3	0	found_annotated	fixed10	13	8	5	12	12	1	APOBEC2;BAK1;CD300LB;GRM4;IP6K3;LEMD2;MDFI;MLN;NFYA;OARD1;PRA1;TREM2
Myiagra_hebetior|GCA_013397015.1|RYR.0	GCA_013397015.1	Myiagra hebetior	Aves	Passeriformes	RYR	0	found_annotated	fixed10	10	10	0	9	9	0	ACTN2;B3GALNT2;EDARADD;ERO1B;GNG4;LGALS8;LYST;NID1;TBCE
Myiagra_hebetior|GCA_013397015.1|RYR.1	GCA_013397015.1	Myiagra hebetior	Aves	Passeriformes	RYR	1	found_annotated	fixed10	6	5	1	6	6	1	AVEN;GREM1;LD;RASGRP1;SCG5;SPRED1
Thryothorus_ludovicianus|GCA_013397245.1|ITPR1.0	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	ITPR1	0	assembly_gap	fixed10	0	0	0	0	0	1	
Thryothorus_ludovicianus|GCA_013397245.1|ITPR1.1	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	ITPR1	1	assembly_gap	fixed10	5	5	0	5	5	0	CRBN;IL5RA;LRRN1;SUMF1;TRNT1
Thryothorus_ludovicianus|GCA_013397245.1|ITPR2.0	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	ITPR2	0	found_unannotated	fixed10	5	0	5	5	5	1	BHLHB3;ETFRF1;KRAS;RASSF8;SSPN
Thryothorus_ludovicianus|GCA_013397245.1|ITPR3.0	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	ITPR3	0	assembly_gap	fixed10	1	0	1	1	1	1	BAK1
Thryothorus_ludovicianus|GCA_013397245.1|ITPR3.1	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	ITPR3	1	assembly_gap	fixed10	6	6	0	6	6	0	GRM4;IP6K3;LEMD2;MLN;PRA1;UQCC2
Thryothorus_ludovicianus|GCA_013397245.1|RYR.0	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	RYR	0	assembly_gap	fixed10	10	0	10	9	9	1	ACTN2;EDARADD;ERO1B;GNG4;GPR137B;HEATR1;LGALS8;LYST;NID1
Thryothorus_ludovicianus|GCA_013397245.1|RYR.1	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	RYR	1	assembly_gap	fixed10	0	0	0	0	0	0	
Thryothorus_ludovicianus|GCA_013397245.1|RYR.2	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	RYR	2	assembly_gap	fixed10	0	0	0	0	0	0	
Thryothorus_ludovicianus|GCA_013397245.1|RYR.3	GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	RYR	3	assembly_gap	fixed10	5	5	0	4	4	0	AVEN;CHRM5;EMC7;KATNBL1
Polioptila_caerulea|GCA_013397295.1|ITPR2.0	GCA_013397295.1	Polioptila caerulea	Aves	Passeriformes	ITPR2	0	found_unannotated	fixed10	8	6	2	6	6	1	BHLHE41;FGFR1OP2;INTS13;MED21;SSPN;TM7SF3
Polioptila_caerulea|GCA_013397295.1|ITPR3.0	GCA_013397295.1	Polioptila caerulea	Aves	Passeriformes	ITPR3	0	found_annotated	fixed10	1	0	1	1	1	1	BAK1
Polioptila_caerulea|GCA_013397295.1|RYR.0	GCA_013397295.1	Polioptila caerulea	Aves	Passeriformes	RYR	0	found_annotated	fixed10	3	0	3	3	3	0	ACTN2;HEATR1;LGALS8
Polioptila_caerulea|GCA_013397295.1|RYR.1	GCA_013397295.1	Polioptila caerulea	Aves	Passeriformes	RYR	1	found_annotated	fixed10	8	1	7	8	8	1	ARHGAP11A;AVEN;FAM98B;GREM1;LD;RASGRP1;SCG5;SPRED1
Sinosuthora_webbiana|GCA_013397395.1|ITPR1.0	GCA_013397395.1	Sinosuthora webbiana	Aves	Passeriformes	ITPR1	0	found_unannotated	fixed10	13	10	3	10	10	1	ARL8B;BHLHE40;CHL1;CNTN4;CRBN;EDEM1;IL5RA;LRRN1;SETMAR;SUMF1
Sinosuthora_webbiana|GCA_013397395.1|ITPR2.0	GCA_013397395.1	Sinosuthora webbiana	Aves	Passeriformes	ITPR2	0	found_unannotated	fixed10	9	3	6	6	6	1	BHLHE41;FGFR1OP2;INTS13;MED21;SSPN;TM7SF3
Sinosuthora_webbiana|GCA_013397395.1|ITPR3.0	GCA_013397395.1	Sinosuthora webbiana	Aves	Passeriformes	ITPR3	0	found_annotated	fixed10	3	0	3	3	3	1	LEMD2;MLN;PRA1
Sinosuthora_webbiana|GCA_013397395.1|RYR.0	GCA_013397395.1	Sinosuthora webbiana	Aves	Passeriformes	RYR	0	found_annotated	fixed10	10	0	10	9	9	1	ACTN2;EDARADD;ERO1B;GNG4;GPR137B;HEATR1;LGALS8;LYST;NID1
Sinosuthora_webbiana|GCA_013397395.1|RYR.1	GCA_013397395.1	Sinosuthora webbiana	Aves	Passeriformes	RYR	1	found_annotated	fixed10	16	6	10	16	16	0	ARHGAP11A;AVEN;CHRM5;EIF2AK4;EMC7;FGL1L;FSIP1;GPR176;GREM1;KATNBL1;LD;RASGRP1;SCG5;SPRED1;SRP14;THBS1
Furnarius_figulus|GCA_013397465.1|ITPR1.0	GCA_013397465.1	Furnarius figulus	Aves	Passeriformes	ITPR1	0	found_annotated	fixed10	18	10	8	12	12	1	BHLHE40;CAV3;CNTN4;CRBN;EDEM1;IL5RA;LMCD1;LRRN1;MTR;SETMAR;SUMF1;TRNT1
Furnarius_figulus|GCA_013397465.1|ITPR2.0	GCA_013397465.1	Furnarius figulus	Aves	Passeriformes	ITPR2	0	found_unannotated	fixed10	10	7	3	8	8	1	BHLHE41;FGFR1OP2;INTS13;MED21;PPFIBP1;RASSF8;SSPN;TM7SF3
Furnarius_figulus|GCA_013397465.1|ITPR3.0	GCA_013397465.1	Furnarius figulus	Aves	Passeriformes	ITPR3	0	found_annotated	fixed10	20	10	10	19	19	1	APOBEC2;BAK1;CD300LD;FOXP4;GRM4;HMGA1;IP6K3;LEMD2;MDFI;MLN;NFYA;NUDT3;OARD1;PRA1;RPS10;SMIM29;TFEB;TREM2;UQCC2
Furnarius_figulus|GCA_013397465.1|RYR.0	GCA_013397465.1	Furnarius figulus	Aves	Passeriformes	RYR	0	assembly_gap	fixed10	0	0	0	0	0	1	
Furnarius_figulus|GCA_013397465.1|RYR.1	GCA_013397465.1	Furnarius figulus	Aves	Passeriformes	RYR	1	assembly_gap	fixed10	1	1	0	1	1	0	ACTN2
Furnarius_figulus|GCA_013397465.1|RYR.2	GCA_013397465.1	Furnarius figulus	Aves	Passeriformes	RYR	2	assembly_gap	fixed10	0	0	0	0	0	0	
Mionectes_macconnelli|GCA_013397495.1|ITPR1.0	GCA_013397495.1	Mionectes macconnelli	Aves	Passeriformes	ITPR1	0	assembly_gap	fixed10	3	3	0	3	3	1	LRRN1;SETMAR;SUMF1
Mionectes_macconnelli|GCA_013397495.1|ITPR2.0	GCA_013397495.1	Mionectes macconnelli	Aves	Passeriformes	ITPR2	0	found_unannotated	fixed10	20	10	10	15	15	1	BHLHE41;CYB5R3;ENDOUA;ETFRF1;FGFR1OP2;GYS2;INTS13;KRAS;LDHB;MED21;PPFIBP1;SPX;SSPN;STK38L;TM7SF3
Mionectes_macconnelli|GCA_013397495.1|RYR.0	GCA_013397495.1	Mionectes macconnelli	Aves	Passeriformes	RYR	0	found_annotated	fixed10	10	0	10	9	9	1	ACTN2;B3GALNT2;EDARADD;ERO1B;GNG4;GPR137B;HEATR1;LYST;NID1
Mionectes_macconnelli|GCA_013397495.1|RYR.1	GCA_013397495.1	Mionectes macconnelli	Aves	Passeriformes	RYR	1	found_annotated	fixed10	20	10	10	17	17	0	ARHGAP11A;AVEN;CHRM5;EIF2AK4;EMC7;FAM98B;FGL1L;FSIP1;GPR176;GREM1;KATNBL1;LD;RASGRP1;SCG5;SPRED1;SRP14;THBS1
Pterocles_burchelli|GCA_013397535.1|ITPR1.0	GCA_013397535.1	Pterocles burchelli	Aves	Pterocliformes	ITPR1	0	found_unannotated	fixed10	8	5	3	8	8	1	ARL8B;BHLHE40;EDEM1;GRM7;LRRN1;SETMAR;SLMAP;SUMF1
Pterocles_burchelli|GCA_013397535.1|ITPR2.0	GCA_013397535.1	Pterocles burchelli	Aves	Pterocliformes	ITPR2	0	found_unannotated	fixed10	16	6	10	13	13	1	ARNTL2;BHLHE41;CASC1;ETFRF1;FGFR1OP2;GYS2;INTS13;KRAS;MED21;SPX;SSPN;STK38L;TM7SF3
Pterocles_burchelli|GCA_013397535.1|ITPR3.0	GCA_013397535.1	Pterocles burchelli	Aves	Pterocliformes	ITPR3	0	found_annotated	fixed10	10	0	10	9	9	1	GRM4;HMGA1;IP6K3;LEMD2;NUDT3;PACSIN1;RPS10;SNRPC;UQCC2
Pterocles_burchelli|GCA_013397535.1|RYR.0	GCA_013397535.1	Pterocles burchelli	Aves	Pterocliformes	RYR	0	found_annotated	fixed10	10	0	10	7	7	1	CHRM3;EXO1;FMN2;GREM2;OPN3;PLD5;RGS7
Columbina_picui|GCA_013397635.1|ITPR1.0	GCA_013397635.1	Columbina picui	Aves	Columbiformes	ITPR1	0	found_annotated	fixed10	1	0	1	1	1	1	BHLHE40
Columbina_picui|GCA_013397635.1|ITPR2.0	GCA_013397635.1	Columbina picui	Aves	Columbiformes	ITPR2	0	found_unannotated	fixed10	6	3	3	5	5	1	BHLHE41;FGFR1OP2;INTS13;SSPN;TM7SF3
Columbina_picui|GCA_013397635.1|RYR.0	GCA_013397635.1	Columbina picui	Aves	Columbiformes	RYR	0	found_annotated	fixed10	7	2	5	7	7	1	ACTN2;CHRM3;EDARADD;FMN2;GPR137B;HEATR1;NID1
Columbina_picui|GCA_013397635.1|RYR.1	GCA_013397635.1	Columbina picui	Aves	Columbiformes	RYR	1	found_annotated	fixed10	10	1	9	8	8	0	ARHGAP11A;AVEN;FAM98B;GREM1;LD;RASGRP1;SCG5;SPRED1
Aleadryas_rufinucha|GCA_013397815.1|ITPR1.0	GCA_013397815.1	Aleadryas rufinucha	Aves	Passeriformes	ITPR1	0	found_unannotated	fixed10	3	3	0	3	3	1	LRRN1;SETMAR;SUMF1
Aleadryas_rufinucha|GCA_013397815.1|ITPR2.0	GCA_013397815.1	Aleadryas rufinucha	Aves	Passeriformes	ITPR2	0	found_unannotated	fixed10	9	7	2	7	7	1	BHLHE41;FGFR1OP2;INTS13;MED21;SSPN;STK38L;TM7SF3
Aleadryas_rufinucha|GCA_013397815.1|ITPR3.0	GCA_013397815.1	Aleadryas rufinucha	Aves	Passeriformes	ITPR3	0	found_annotated	fixed10	1	0	1	1	1	1	UQCC2
Aleadryas_rufinucha|GCA_013397815.1|RYR.0	GCA_013397815.1	Aleadryas rufinucha	Aves	Passeriformes	RYR	0	found_unannotated	fixed10	0	0	0	0	0	0	
Aleadryas_rufinucha|GCA_013397815.1|RYR.1	GCA_013397815.1	Aleadryas rufinucha	Aves	Passeriformes	RYR	1	found_unannotated	fixed10	6	1	5	6	6	1	AVEN;CHRM5;EMC7;FGL1L;KATNBL1;LD
Origma_solitaria|GCA_013397895.1|ITPR1.0	GCA_013397895.1	Origma solitaria	Aves	Passeriformes	ITPR1	0	found_unannotated	fixed10	12	2	10	9	9	1	ARL8BA;CNTN4;CRBN;EDEM1;IL5RA;LRRN1;SETMAR;SUMF1;TRNT1
Origma_solitaria|GCA_013397895.1|ITPR2.0	GCA_013397895.1	Origma solitaria	Aves	Passeriformes	ITPR2	0	found_unannotated	fixed10	12	2	10	9	9	1	CYB5R3;ENDOUA;FGFR1OP2;INTS13;PPFIBP1;REP15;SSPN;STK38L;TM7SF3
Origma_solitaria|GCA_013397895.1|ITPR3.0	GCA_013397895.1	Origma solitaria	Aves	Passeriformes	ITPR3	0	found_annotated	fixed10	7	7	0	6	6	1	APOBEC2;BAK1;CD300LD;NFYA;OARD1;TREM2
Origma_solitaria|GCA_013397895.1|ITPR3.1	GCA_013397895.1	Origma solitaria	Aves	Passeriformes	ITPR3	1	found_annotated	fixed10	10	0	10	10	10	0	GRM4;HMGA1;IP6K3;LEMD2;MLN;NUDT3;PACSIN1;PRA1;RPS10;UQCC2
Origma_solitaria|GCA_013397895.1|RYR.0	GCA_013397895.1	Origma solitaria	Aves	Passeriformes	RYR	0	found_annotated	fixed10	7	0	7	7	7	0	ACTN2;EDARADD;ERO1B;GPR137B;HEATR1;LYST;NID1
Origma_solitaria|GCA_013397895.1|RYR.1	GCA_013397895.1	Origma solitaria	Aves	Passeriformes	RYR	1	found_annotated	fixed10	11	6	5	11	11	1	ARHGAP11A;AVEN;CHRM5;EMC7;FGL1L;GREM1;KATNBL1;LD;RASGRP1;SCG5;SPRED1
Grantiella_picta|GCA_013397955.1|ITPR1.0	GCA_013397955.1	Grantiella picta	Aves	Passeriformes	ITPR1	0	found_unannotated	fixed10	14	4	10	10	10	1	ARL8BA;BHLHE40;CNTN4;CRBN;EDEM1;IL5RA;LRRN1;SETMAR;SUMF1;TRNT1
Grantiella_picta|GCA_013397955.1|ITPR2.0	GCA_013397955.1	Grantiella picta	Aves	Passeriformes	ITPR2	0	found_unannotated	fixed10	17	7	10	11	11	1	BHLHE41;ETFRF1;FGFR1OP2;GYS2;INTS13;KRAS;MED21;SPX;SSPN;STK38L;TM7SF3
Grantiella_picta|GCA_013397955.1|ITPR3.0	GCA_013397955.1	Grantiella picta	Aves	Passeriformes	ITPR3	0	found_annotated	fixed10	3	0	3	3	3	1	IP6K3;LEMD2;MLN
Grantiella_picta|GCA_013397955.1|RYR.0	GCA_013397955.1	Grantiella picta	Aves	Passeriformes	RYR	0	found_annotated	fixed10	8	7	1	6	6	0	CHRM3;FMN2;GREM2;OPN3;PIGM;RGS7
Grantiella_picta|GCA_013397955.1|RYR.1	GCA_013397955.1	Grantiella picta	Aves	Passeriformes	RYR	1	found_annotated	fixed10	6	1	5	6	6	1	AVEN;CHRM5;EMC7;FGL1L;FMN1;KATNBL1
Aegotheles_bennettii|GCA_013398125.1|ITPR1.0	GCA_013398125.1	Aegotheles bennettii	Aves	Caprimulgiformes	ITPR1	0	found_unannotated	fixed10	7	7	0	7	7	1	CNTN4;CRBN;IL5RA;LRRN1;SETMAR;SUMF1;TRNT1
Aegotheles_bennettii|GCA_013398125.1|ITPR2.0	GCA_013398125.1	Aegotheles bennettii	Aves	Caprimulgiformes	ITPR2	0	assembly_gap	fixed10	5	5	0	4	4	1	CASC1;ETFRF1;KRAS;SSPN
Aegotheles_bennettii|GCA_013398125.1|ITPR3.0	GCA_013398125.1	Aegotheles bennettii	Aves	Caprimulgiformes	ITPR3	0	found_annotated	fixed10	10	0	10	9	9	1	APOBEC2;BAK1;CD300LD;FOXP4;MDFI;NFYA;OARD1;TFEB;TREM2
Aegotheles_bennettii|GCA_013398125.1|ITPR3.1	GCA_013398125.1	Aegotheles bennettii	Aves	Caprimulgiformes	ITPR3	1	found_annotated	fixed10	1	1	0	1	1	0	UQCC2
Aegotheles_bennettii|GCA_013398125.1|RYR.0	GCA_013398125.1	Aegotheles bennettii	Aves	Caprimulgiformes	RYR	0	found_annotated	fixed10	0	0	0	0	0	1	
Aegotheles_bennettii|GCA_013398125.1|RYR.1	GCA_013398125.1	Aegotheles bennettii	Aves	Caprimulgiformes	RYR	1	found_annotated	fixed10	5	5	0	4	4	0	AVEN;CHRM5;EMC7;KATNBL1
Pedionomus_torquatus|GCA_013398155.1|ITPR1.0	GCA_013398155.1	Pedionomus torquatus	Aves	Charadriiformes	ITPR1	0	found_annotated	fixed10	0	0	0	0	0	1	
Pedionomus_torquatus|GCA_013398155.1|ITPR2.0	GCA_013398155.1	Pedionomus torquatus	Aves	Charadriiformes	ITPR2	0	found_unannotated	fixed10	1	1	0	1	1	1	SSPN
Pedionomus_torquatus|GCA_013398155.1|ITPR3.0	GCA_013398155.1	Pedionomus torquatus	Aves	Charadriiformes	ITPR3	0	found_annotated	fixed10	2	1	1	2	2	1	BAK1;UQCC2
Pedionomus_torquatus|GCA_013398155.1|RYR.0	GCA_013398155.1	Pedionomus torquatus	Aves	Charadriiformes	RYR	0	found_annotated	fixed10	2	0	2	1	1	1	ACTN2
Climacteris_rufus|GCA_013398175.1|ITPR1.0	GCA_013398175.1	Climacteris rufus	Aves	Passeriformes	ITPR1	0	found_annotated	fixed10	9	7	2	9	9	1	ARL8BA;BHLHE40;CNTN4;CRBN;IL5RA;LRRN1;SETMAR;SUMF1;TRNT1
Climacteris_rufus|GCA_013398175.1|ITPR2.0	GCA_013398175.1	Climacteris rufus	Aves	Passeriformes	ITPR2	0	found_unannotated	fixed10	11	10	1	9	9	1	CYB5R3;ENDOUA;FGFR1OP2;INTS13;MED21;PPFIBP1;SSPN;STK38L;TM7SF3
Climacteris_rufus|GCA_013398175.1|ITPR3.0	GCA_013398175.1	Climacteris rufus	Aves	Passeriformes	ITPR3	0	found_annotated	fixed10	7	1	6	7	7	1	BAK1;GRM4;HMGA1;IP6K3;LEMD2;MLN;PRA1
Climacteris_rufus|GCA_013398175.1|RYR.0	GCA_013398175.1	Climacteris rufus	Aves	Passeriformes	RYR	0	found_annotated	fixed10	2	0	2	1	1	0	ACTN2
Climacteris_rufus|GCA_013398175.1|RYR.1	GCA_013398175.1	Climacteris rufus	Aves	Passeriformes	RYR	1	found_annotated	fixed10	15	9	6	15	15	1	ARHGAP11A;AVEN;CHRM5;EIF2AK4;EMC7;FAM98B;FGL1L;FSIP1;GPR176;GREM1;KATNBL1;LD;RASGRP1;SCG5;THBS1
Loxia_curvirostra|GCA_013398455.1|ITPR1.0	GCA_013398455.1	Loxia curvirostra	Aves	Passeriformes	ITPR1	0	found_unannotated	fixed10	20	10	10	13	13	1	ARL8BA;BHLHE40;CAV3;CRBN;EDEM1;IL5RA;LMCD1;LRRN1;RAD18;SETMAR;SRGAP3;SUMF1;TRNT1
Loxia_curvirostra|GCA_013398455.1|ITPR2.0	GCA_013398455.1	Loxia curvirostra	Aves	Passeriformes	ITPR2	0	found_unannotated	fixed10	13	6	7	10	10	1	ARFGAP3;BHLHE41;ETFRF1;FGFR1OP2;INTS13;KRAS;MED21;SSPN;STK38L;TM7SF3
Loxia_curvirostra|GCA_013398455.1|ITPR3.0	GCA_013398455.1	Loxia curvirostra	Aves	Passeriformes	ITPR3	0	found_annotated	fixed10	20	10	10	19	19	1	APOBEC2;BAK1;FOXP4;GRM4;HMGA1;IP6K3;LEMD2;MDFI;MLN;NFYA;NUDT3;OARD1;PACSIN1;PRA1;RPS10;SPDEF;TFEB;TREM2;TREML4
Loxia_curvirostra|GCA_013398455.1|RYR.0	GCA_013398455.1	Loxia curvirostra	Aves	Passeriformes	RYR	0	found_annotated	fixed10	20	10	10	17	17	0	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GNG4;GPR137B;GREM2;HEATR1;LGALS8;LYST;MAP1LC3C;NID1;OPN3;PIGM;RGS7
Loxia_curvirostra|GCA_013398455.1|RYR.1	GCA_013398455.1	Loxia curvirostra	Aves	Passeriformes	RYR	1	found_annotated	fixed10	20	10	10	16	16	1	ARHGAP11A;AVEN;CHRM5;EIF2AK4;EMC7;FGL1L;FSIP1;GPR176;GREM1;KATNBL1;LD;RASGRP1;SCG5;SPRED1;SRP14;THBS1
Certhia_familiaris|GCA_013398575.1|ITPR1.0	GCA_013398575.1	Certhia familiaris	Aves	Passeriformes	ITPR1	0	found_annotated	fixed10	0	0	0	0	0	1	
Certhia_familiaris|GCA_013398575.1|ITPR2.0	GCA_013398575.1	Certhia familiaris	Aves	Passeriformes	ITPR2	0	found_unannotated	fixed10	3	3	0	3	3	1	FGFR1OP2;INTS13;TM7SF3
Certhia_familiaris|GCA_013398575.1|ITPR3.0	GCA_013398575.1	Certhia familiaris	Aves	Passeriformes	ITPR3	0	found_annotated	fixed10	1	0	1	1	1	1	UQCC2
Certhia_familiaris|GCA_013398575.1|RYR.0	GCA_013398575.1	Certhia familiaris	Aves	Passeriformes	RYR	0	found_annotated	fixed10	20	10	10	18	18	0	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GNG4;GPR137B;GREM2;HEATR1;LGALS8;LYST;MAP1LC3C;MTR;NID1;OPN3;PIGM;RGS7
Certhia_familiaris|GCA_013398575.1|RYR.1	GCA_013398575.1	Certhia familiaris	Aves	Passeriformes	RYR	1	found_annotated	fixed10	11	5	6	11	11	1	ARHGAP11B;AVEN;CHRM5;EMC7;FAM98B;FGL1L;GREM1;KATNBL1;RASGRP1;SCG5;SPRED1
Brachypodius_melanocephalos|GCA_013398615.1|ITPR1.0	GCA_013398615.1	Brachypodius melanocephalos	Aves	Passeriformes	ITPR1	0	found_unannotated	fixed10	20	10	10	14	14	1	ARL8BA;BHLHE40;CAV3;CNTN4;CRBN;EDEM1;IL5RA;LRRN1;RAD18;SETMAR;SRGAP3;SUMF1;THUMPD3;TRNT1
Brachypodius_melanocephalos|GCA_013398615.1|ITPR2.0	GCA_013398615.1	Brachypodius melanocephalos	Aves	Passeriformes	ITPR2	0	found_unannotated	fixed10	20	10	10	17	17	1	A4GALT;ARFGAP3;BHLHE41;CL004;CYB5R3;DYRK4;ETFRF1;FGF6;FGFR1OP2;INTS13;KRAS;MED21;PPFIBP1;RAD51AP1;REP15;SSPN;TM7SF3
Brachypodius_melanocephalos|GCA_013398615.1|ITPR3.0	GCA_013398615.1	Brachypodius melanocephalos	Aves	Passeriformes	ITPR3	0	found_annotated	fixed10	20	10	10	17	17	1	APOBEC2;BAK1;IP6K3;LEMD2;MLN;NFYA;NUDT3;OARD1;PACSIN1;PGA18;PGC;PRA1;RPS10;TFEB;TREM2;TREML4;UQCC2
Brachypodius_melanocephalos|GCA_013398615.1|RYR.0	GCA_013398615.1	Brachypodius melanocephalos	Aves	Passeriformes	RYR	0	found_annotated	fixed10	20	10	10	16	16	1	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GNG4;GPR137B;GREM2;HEATR1;LGALS8;LYST;NID1;OPN3;PIGM;RGS7
Brachypodius_melanocephalos|GCA_013398615.1|RYR.1	GCA_013398615.1	Brachypodius melanocephalos	Aves	Passeriformes	RYR	1	found_annotated	fixed10	20	10	10	18	18	0	ARHGAP11A;AVEN;CHRM5;DPH6;EIF2AK4;EMC7;FAM98B;FGL1L;FSIP1;GPR176;GREM1;KATNBL1;LD;RASGRP1;SCG5;SPRED1;SRP14;THBS1
Elachura_formosa|GCA_013398795.1|ITPR1.0	GCA_013398795.1	Elachura formosa	Aves	Passeriformes	ITPR1	0	found_unannotated	fixed10	15	10	5	9	9	1	ARL8B;CNTN4;CRBN;EDEM1;IL5RA;LRRN1;SETMAR;SUMF1;TRNT1
Elachura_formosa|GCA_013398795.1|ITPR2.0	GCA_013398795.1	Elachura formosa	Aves	Passeriformes	ITPR2	0	found_unannotated	fixed10	14	4	10	13	12	1	ARFGAP3;BHLHE41;CL004;DYRK4;ETFRF1;FGF23;FGF6;FGFR1OP2;INTS13;KRAS;MED21;RAD51AP1;TM7SF3
Elachura_formosa|GCA_013398795.1|RYR.0	GCA_013398795.1	Elachura formosa	Aves	Passeriformes	RYR	0	found_annotated	fixed10	15	10	5	13	13	1	ACTN2;CHRM3;EDARADD;EXO1;FMN2;GREM2;HEATR1;LGALS8;MAP1LC3C;MTR;OPN3;PIGM;RGS7
Elachura_formosa|GCA_013398795.1|RYR.1	GCA_013398795.1	Elachura formosa	Aves	Passeriformes	RYR	1	found_annotated	fixed10	15	10	5	12	12	0	ARHGAP11A;AVEN;CHRM5;FAM98B;GREM1;KATNBL1;LD;ODF3;RASGRP1;SCG5;SPRED1;THBS1
Emberiza_fucata|GCA_013398835.1|ITPR1.0	GCA_013398835.1	Emberiza fucata	Aves	Passeriformes	ITPR1	0	assembly_gap	fixed10	3	3	0	3	3	1	LRRN1;SETMAR;SUMF1
Emberiza_fucata|GCA_013398835.1|ITPR2.0	GCA_013398835.1	Emberiza fucata	Aves	Passeriformes	ITPR2	0	found_unannotated	fixed10	7	6	1	5	5	1	FGFR1OP2;INTS13;MED21;SSPN;TM7SF3
Emberiza_fucata|GCA_013398835.1|ITPR3.0	GCA_013398835.1	Emberiza fucata	Aves	Passeriformes	ITPR3	0	found_annotated	fixed10	2	1	1	1	1	1	BAK1
Emberiza_fucata|GCA_013398835.1|RYR.0	GCA_013398835.1	Emberiza fucata	Aves	Passeriformes	RYR	0	found_annotated	fixed10	10	10	0	10	10	1	ACTN2;EDARADD;ERO1B;GNG4;GPR137B;HEATR1;LGALS8;LYST;MTR;NID1
