accession	organism	vclass	vorder	source	assembly_level	cell	locus_idx	is_control	contig	start	end	strand	bait	coverage	identity	frameshifts	stop_codons	cell_status	contig_spans_gene	contig_n50	gene_set	state	state_reason	locus_cds_bp	n_models	n_coding_models	n_coding_pieces	n_noncoding_models	best_model_frac	union_coding_frac	noncoding_biotype	top_overlapper_biotype	top_overlapper_pseudo	best_gene_id	best_symbol	best_product	best_biotype	namer_gene_id	namer_symbol	namer_product	namer_biotype	namer_coding	namer_frac_cds	namer_own_frac	namer_model_aa	symbol_verdict	symbol_claim	product_verdict	product_claim	integrity_verdict	lesion_density
GCA_009769605.1	Bucorvus abyssinicus	Aves	Bucerotiformes	GenBank	Chromosome	ITPR3	0	0	CM020055.1	2991828	3045426	+	A0A8V1ACE6	1	0.9865	0	0	found_annotated	1	12039478	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	7995	1	1	1	0	1	1		protein_coding	0	gene-FYN11_011711	ITPR3	inositol 1,4,5-trisphosphate receptor type 3	protein_coding	gene-FYN11_011711	ITPR3	inositol 1,4,5-trisphosphate receptor type 3	protein_coding	1	1	1	2665	correct_paralog	ITPR3	correct_paralog	ITPR3	intact	0
GCA_009769605.1	Bucorvus abyssinicus	Aves	Bucerotiformes	GenBank	Chromosome	RYR	0	1	CM020031.1	30080173	30383635	+	A0A8V0Y8K1	0.993	0.9795	0	0	found_annotated	1	12039478	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	14808	1	1	1	0	1	1		protein_coding	0	gene-FYN11_001961	RYR2	ryanodine receptor 2	protein_coding	gene-FYN11_001961	RYR2	ryanodine receptor 2	protein_coding	1	1	0.9932	4970	correct_paralog	RYR2	correct_paralog	RYR	intact	0
GCA_009769605.1	Bucorvus abyssinicus	Aves	Bucerotiformes	GenBank	Chromosome	RYR	1	1	CM020042.1	5133878	5346665	-	A0A6I8Q6P7	1	0.6738	1	0	found_annotated	1	12039478	present	complete	one model covers 0.97 of the coding footprint (bar 0.50)	14812	1	1	1	0	0.9723	0.9723		protein_coding	0	gene-FYN11_006471	RYR3	ryanodine receptor 3	protein_coding	gene-FYN11_006471	RYR3	ryanodine receptor 3	protein_coding	1	0.9723	0.9831	4883	correct_paralog	RYR3	correct_paralog	RYR	intact	0.1985
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	Phoenicopteriformes	GenBank	Chromosome	ITPR1	0	0	CM020224.1	2238597	2413674	-	A0A8V0ZJT0	1	0.9928	0	0	found_annotated	1	14700712	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	8337	1	1	1	0	0.9763	0.9763		protein_coding	0	gene-FYN12_006384	ITPR1	inositol 1,4,5-trisphosphate receptor type 1	protein_coding	gene-FYN12_006384	ITPR1	inositol 1,4,5-trisphosphate receptor type 1	protein_coding	1	0.9763	1	2713	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	Phoenicopteriformes	GenBank	Chromosome	ITPR2	0	0	CM020215.1	76787452	77053252	-	A0A672UP22	1	0.9865	3	0	found_annotated	1	14700712	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	8101	1	1	1	0	0.9995	0.9995		protein_coding	0	gene-FYN12_015139	ITPR2	inositol 1,4,5-trisphosphate receptor type 2	protein_coding	gene-FYN12_015139	ITPR2	inositol 1,4,5-trisphosphate receptor type 2	protein_coding	1	0.9995	0.9996	2700	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	1.1111
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	Phoenicopteriformes	GenBank	Chromosome	ITPR3	0	0	CM020239.1	4308884	4357363	+	A0A8V1ACE6	1	0.9899	0	0	found_annotated	1	14700712	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	7995	1	1	1	0	1	1		protein_coding	0	gene-FYN12_012058	ITPR3	inositol 1,4,5-trisphosphate receptor type 3	protein_coding	gene-FYN12_012058	ITPR3	inositol 1,4,5-trisphosphate receptor type 3	protein_coding	1	1	1	2665	correct_paralog	ITPR3	correct_paralog	ITPR3	intact	0
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	Phoenicopteriformes	GenBank	Chromosome	RYR	0	1	CM020217.1	43176402	43630802	-	A0A8V0Y8K1	1	0.9851	0	0	found_annotated	1	14700712	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	14913	1	1	1	0	0.996	0.996		protein_coding	0	gene-FYN12_001230	RYR2	ryanodine receptor 2	protein_coding	gene-FYN12_001230	RYR2	ryanodine receptor 2	protein_coding	1	0.996	0.999	4956	correct_paralog	RYR2	correct_paralog	RYR	intact	0
GCA_009819775.1	Phoenicopterus ruber ruber	Aves	Phoenicopteriformes	GenBank	Chromosome	RYR	1	1	CM020219.1	36415959	36660665	+	A0A6I8Q6P7	1	0.6771	1	0	found_annotated	1	14700712	present	complete	one model covers 0.98 of the coding footprint (bar 0.50)	14803	1	1	1	0	0.983	0.983		protein_coding	0	gene-FYN12_003757	RYR3	ryanodine receptor 3	protein_coding	gene-FYN12_003757	RYR3	ryanodine receptor 3	protein_coding	1	0.983	0.9956	4872	correct_paralog	RYR3	correct_paralog	RYR	intact	0.1985
GCA_010411085.1	Cervus hanglu yarkandensis	Mammalia	Artiodactyla	GenBank	Chromosome	ITPR1	0	0	CM021215.1	37515229	37833219	+	Q14643	1	0.9815	0	0	found_annotated	1	268660	present	complete	one model covers 0.94 of the coding footprint (bar 0.50)	8283	1	1	1	0	0.9423	0.9423		protein_coding	0	gene-G4228_016139	G4228_016139	hypothetical protein	protein_coding	gene-G4228_016139	G4228_016139	hypothetical protein	protein_coding	1	0.9423	0.9995	2603	placeholder		placeholder		intact	0
GCA_010411085.1	Cervus hanglu yarkandensis	Mammalia	Artiodactyla	GenBank	Chromosome	ITPR2	0	0	CM021213.1	22769371	23329935	+	Q14571	1	0.9785	0	0	found_annotated	1	268660	present	complete	one model covers 0.93 of the coding footprint (bar 0.50)	8106	1	1	1	0	0.9256	0.9256		protein_coding	0	gene-G4228_014783	G4228_014783	hypothetical protein	protein_coding	gene-G4228_014783	G4228_014783	hypothetical protein	protein_coding	1	0.9256	0.9956	2512	placeholder		placeholder		intact	0
GCA_010411085.1	Cervus hanglu yarkandensis	Mammalia	Artiodactyla	GenBank	Chromosome	ITPR3	0	0	CM021198.1	7228230	7444914	+	Q14573	1	0.9715	0	0	found_annotated	1	268660	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	8016	1	1	1	0	0.9936	0.9936		protein_coding	0	gene-G4228_004757	G4228_004757	hypothetical protein	protein_coding	gene-G4228_004757	G4228_004757	hypothetical protein	protein_coding	1	0.9936	1	2655	placeholder		placeholder		intact	0
GCA_010411085.1	Cervus hanglu yarkandensis	Mammalia	Artiodactyla	GenBank	Chromosome	RYR	0	1	CM021206.1	2723846	3495477	-	Q92736	1	0.9793	0	0	found_annotated	1	268660	present	complete	one model covers 0.93 of the coding footprint (bar 0.50)	14880	1	1	1	0	0.9266	0.9266		protein_coding	0	gene-G4228_010619	G4228_010619	hypothetical protein	protein_coding	gene-G4228_010619	G4228_010619	hypothetical protein	protein_coding	1	0.9266	0.997	4610	placeholder		placeholder		intact	0
GCA_010411085.1	Cervus hanglu yarkandensis	Mammalia	Artiodactyla	GenBank	Chromosome	RYR	1	1	CM021195.1	45417026	45713776	+	A0A6I8Q6P7	1	0.7888	0	0	found_annotated	1	268660	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	14910	1	1	1	0	0.9981	0.9981		protein_coding	0	gene-G4228_002289	G4228_002289	hypothetical protein	protein_coding	gene-G4228_002289	G4228_002289	hypothetical protein	protein_coding	1	0.9981	0.9923	4999	placeholder		placeholder		intact	0
GCA_010411085.1	Cervus hanglu yarkandensis	Mammalia	Artiodactyla	GenBank	Chromosome	RYR	2	1	CM021203.1	24710155	25256973	-	A0A6I8Q6P7	1	0.6715	1	0	found_annotated	1	268660	present	complete	one model covers 0.91 of the coding footprint (bar 0.50)	14912	2	2	1	0	0.9064	0.9144		protein_coding	0	gene-G4228_008671	G4228_008671	hypothetical protein	protein_coding	gene-G4228_008671	G4228_008671	hypothetical protein	protein_coding	1	0.9064	0.9948	4529	placeholder		placeholder		intact	0.1985
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	GenBank	Scaffold	ITPR1	0	0	JAAKFY010000006.1	25372485	25435846	-	A0A672IUQ7	1	0.9528	4	0	found_unannotated	1	3015437	present	unannotated	no same-strand coding model reaches 0.01 of the locus's 8228 coding bp	8228	0	0	0	0	0	0			0									0	0	0	0	absent		absent		intact	1.4556
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	GenBank	Scaffold	ITPR1	1	0	JAAKFY010000006.1	12061969	12166519	+	A0A672IUQ7	1	0.847	10	0	found_unannotated	1	3015437	present	complete	one model covers 0.69 of the coding footprint (bar 0.50)	8166	2	2	2	0	0.6914	0.7744		protein_coding	0	gene-F7725_016552	F7725_016552	hypothetical protein	protein_coding	gene-F7725_016552	F7725_016552	hypothetical protein	protein_coding	1	0.6914	0.9592	1962	placeholder		placeholder		elevated_lesions	3.639
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	GenBank	Scaffold	ITPR2	0	0	JAAKFY010000007.1	17781036	17839072	-	A0AAX7UHL1	1	0.8622	4	0	found_unannotated	1	3015437	present	unannotated	no same-strand coding model reaches 0.01 of the locus's 8065 coding bp	8065	0	0	0	0	0	0			0									0	0	0	0	absent		absent		intact	1.4809
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	GenBank	Scaffold	ITPR3	0	0	JAAKFY010000002.1	32293568	32378972	+	A0A8C6KWV8	1	0.8856	9	0	found_unannotated	1	3015437	present	fragmentary	coding models cover 0.01 of the footprint, best alone 0.01	8058	1	1	0	0	0.0114	0.0114		protein_coding	0	gene-F7725_001217	F7725_001217	hypothetical protein	protein_coding	gene-F7725_001217	F7725_001217	hypothetical protein	protein_coding	1	0.0114	0.1149	267	placeholder		placeholder		elevated_lesions	3.3708
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	GenBank	Scaffold	RYR	0	1	JAAKFY010000008.1	28825736	28999030	+	A0AC58GZ77	1	0.8696	17	1	found_annotated	1	3015437	present	split	2 models cover 0.82 together, best alone 0.47	14887	2	2	2	0	0.4682	0.8159		protein_coding	0	gene-F7725_014813	F7725_014813	hypothetical protein	protein_coding	gene-F7725_014813	F7725_014813	hypothetical protein	protein_coding	1	0.4682	0.9332	2489	placeholder		placeholder		elevated_lesions	3.6283
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	GenBank	Scaffold	RYR	1	1	JAAKFY010000013.1	8762014	8874393	-	A0A6I8Q6P7	0.9992	0.7975	6	0	found_annotated	1	3015437	present	complete	one model covers 0.96 of the coding footprint (bar 0.50)	15160	1	1	1	0	0.9619	0.9619		protein_coding	0	gene-F7725_020359	F7725_020359	hypothetical protein	protein_coding	gene-F7725_020359	F7725_020359	hypothetical protein	protein_coding	1	0.9619	0.9798	4961	placeholder		placeholder		intact	1.1921
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	GenBank	Scaffold	RYR	2	1	JAAKFY010000020.1	12009470	12064928	-	A0A6I8Q6P7	1	0.7939	10	0	found_annotated	1	3015437	present	split	2 models cover 0.60 together, best alone 0.40	15052	3	3	2	0	0.3966	0.6035		protein_coding	0	gene-F7725_006765	F7725_006765	hypothetical protein	protein_coding	gene-F7725_006765	F7725_006765	hypothetical protein	protein_coding	1	0.3966	0.9222	2158	placeholder		placeholder		elevated_lesions	1.9853
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	GenBank	Scaffold	RYR	3	1	JAAKFY010000015.1	14893862	15017626	+	Q92736	1	0.6669	10	0	found_annotated	1	3015437	present	complete	one model covers 0.67 of the coding footprint (bar 0.50)	14682	2	2	2	0	0.6665	0.9051		protein_coding	0	gene-F7725_007914	F7725_007914	hypothetical protein	protein_coding	gene-F7725_007914	F7725_007914	hypothetical protein	protein_coding	1	0.6665	0.9621	3390	placeholder		placeholder		elevated_lesions	2.0133
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	GenBank	Scaffold	RYR	4	1	JAAKFY010000019.1	13853216	13935566	+	Q92736	1	0.6456	8	0	found_annotated	1	3015437	present	fragmentary	coding models cover 0.19 of the footprint, best alone 0.19	14802	1	1	1	0	0.1917	0.1917		protein_coding	0	gene-F7725_023892	F7725_023892	hypothetical protein	protein_coding	gene-F7725_023892	F7725_023892	hypothetical protein	protein_coding	1	0.1917	0.9892	956	placeholder		placeholder		elevated_lesions	1.6106
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	GenBank	Scaffold	RYR	5	1	JAAKFY010000011.1	18743167	18859665	-	A0AAJ7XD62	1	0.6069	10	1	found_annotated	1	3015437	present	complete	one model covers 0.51 of the coding footprint (bar 0.50)	14831	3	3	2	0	0.5149	0.8963		protein_coding	0	gene-F7725_019825	F7725_019825	hypothetical protein	protein_coding	gene-F7725_019825	F7725_019825	hypothetical protein	protein_coding	1	0.5149	0.9742	2613	placeholder		placeholder		elevated_lesions	2.1285
GCA_013389825.1	Crypturellus undulatus	Aves	Tinamiformes	GenBank	Scaffold	ITPR1	0	0	VWPW01023980.1	74623	225975	+	A0A8V0ZJT0	1	0.9867	0	0	found_unannotated	0	99502	present	fragmentary	coding models cover 0.13 of the footprint, best alone 0.10	8337	2	2	1	0	0.103	0.1325		protein_coding	0	gene-CRYUND_R00513	Itpr1_1	ITPR1 protein	protein_coding	gene-CRYUND_R00513	Itpr1_1	ITPR1 protein	protein_coding	1	0.103	0.9942	288	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0
GCA_013389825.1	Crypturellus undulatus	Aves	Tinamiformes	GenBank	Scaffold	ITPR2	0	0	VWPW01014676.1	286425	522703	-	F1P1X4	1	0.98	0	0	found_unannotated	0	99502	present	fragmentary	coding models cover 0.14 of the footprint, best alone 0.11	8100	2	2	1	0	0.1053	0.1357		protein_coding	0	gene-CRYUND_R01892	Itpr2_1	ITPR2 protein	protein_coding	gene-CRYUND_R01892	Itpr2_1	ITPR2 protein	protein_coding	1	0.1053	0.9977	285	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0
GCA_013389825.1	Crypturellus undulatus	Aves	Tinamiformes	GenBank	Scaffold	RYR	0	1	VWPW01022533.1	2613	236680	-	A0A8V0Y8K1	0.9386	0.9768	0	0	found_annotated	0	99502	present	complete	one model covers 0.99 of the coding footprint (bar 0.50)	13992	1	1	1	0	0.9897	0.9897		protein_coding	0	gene-CRYUND_R05244	Ryr2_1	RYR2 protein	protein_coding	gene-CRYUND_R05244	Ryr2_1	RYR2 protein	protein_coding	1	0.9897	0.9927	4650	correct_paralog	RYR2	correct_paralog	RYR2	intact	0
GCA_013389825.1	Crypturellus undulatus	Aves	Tinamiformes	GenBank	Scaffold	RYR	1	1	VWPW01021686.1	6388	188083	-	A0A6I8Q6P7	1	0.6769	0	0	found_annotated	0	99502	present	fragmentary	coding models cover 0.07 of the footprint, best alone 0.03	14841	3	3	0	0	0.0344	0.0715		protein_coding	0	gene-CRYUND_R10337	Ryr3_0	RYR3 protein	protein_coding	gene-CRYUND_R10337	Ryr3_0	RYR3 protein	protein_coding	1	0.0344	0.977	174	correct_paralog	RYR3	correct_paralog	RYR3	intact	0
GCA_013389885.1	Geococcyx californianus	Aves	Cuculiformes	GenBank	Scaffold	ITPR1	0	0	VWPV01004098.1	11933	181147	-	A0A8V0ZJT0	1	0.987	0	0	found_unannotated	0	47040	present	fragmentary	coding models cover 0.13 of the footprint, best alone 0.10	8337	2	2	1	0	0.103	0.1325		protein_coding	0	gene-GEOCAL_R06914	Itpr1_1	ITPR1 protein	protein_coding	gene-GEOCAL_R06914	Itpr1_1	ITPR1 protein	protein_coding	1	0.103	0.9942	288	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0
GCA_013389885.1	Geococcyx californianus	Aves	Cuculiformes	GenBank	Scaffold	RYR	0	1	VWPV01009501.1	2457	125848	+	A0A8V0Y8K1	0.5779	0.9795	0	0	assembly_gap	0	47040	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	8622	1	1	1	0	0.9963	0.9963		protein_coding	0	gene-GEOCAL_R02141	Ryr2_2	RYR2 protein	protein_coding	gene-GEOCAL_R02141	Ryr2_2	RYR2 protein	protein_coding	1	0.9963	0.9994	2865	correct_paralog	RYR2	correct_paralog	RYR2	not_scored	0
GCA_013389885.1	Geococcyx californianus	Aves	Cuculiformes	GenBank	Scaffold	RYR	1	1	VWPV01031520.1	759	103791	-	A0A8V0Y8K1	0.5634	0.6928	0	0	assembly_gap	0	47040	present	fragmentary	coding models cover 0.08 of the footprint, best alone 0.06	8409	2	2	1	0	0.0606	0.0771		protein_coding	0	gene-GEOCAL_R12621	Ryr3_2	RYR3 protein	protein_coding	gene-GEOCAL_R12621	Ryr3_2	RYR3 protein	protein_coding	1	0.0606	0.977	174	correct_paralog	RYR3	correct_paralog	RYR3	not_scored	0
GCA_013389885.1	Geococcyx californianus	Aves	Cuculiformes	GenBank	Scaffold	RYR	2	1	VWPV01000077.1	38012	107773	-	A0A8V0Y8K1	0.3549	0.9807	0	0	assembly_gap	0	47040	present	fragmentary	coding models cover 0.16 of the footprint, best alone 0.10	5289	2	2	2	0	0.0976	0.1586		protein_coding	0	gene-GEOCAL_R04589	Ryr2_0	RYR2 protein	protein_coding	gene-GEOCAL_R04589	Ryr2_0	RYR2 protein	protein_coding	1	0.0976	0.9885	174	correct_paralog	RYR2	correct_paralog	RYR2	not_scored	0
GCA_013389965.1	Todus mexicanus	Aves	Coraciiformes	GenBank	Scaffold	ITPR3	0	0	WEIS01036230.1	1967	48807	+	A0A7K6LHC3	1	0.9476	0	0	found_annotated	0	8743	present	noncoding	1 same-strand non-coding feature(s) only (pseudogene); coding models reach 0.000 of the footprint	7833	1	0	0	1	0	0	pseudogene	pseudogene	1					gene-TODMEX_R03131	TODMEX_R03131	hypothetical protein	pseudogene	0	0.9704	0.9667	2621	placeholder		placeholder		intact	0
GCA_013389965.1	Todus mexicanus	Aves	Coraciiformes	GenBank	Scaffold	RYR	0	1	WEIS01025216.1	1	35164	-	A0A6I8Q6P7	0.8074	0.6968	2	0	found_unannotated	0	8743	present	fragmentary	coding models cover 0.01 of the footprint, best alone 0.01	11674	2	1	0	1	0.0118	0.0118	pseudogene	pseudogene	1	gene-TODMEX_R00213	Ryr1_0	RYR1 protein	protein_coding	gene-TODMEX_R00213	Ryr1_0	RYR1 protein	protein_coding	1	0.0118	0.9787	47	correct_paralog	RYR1	correct_paralog	RYR1	intact	0.4918
GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	GenBank	Scaffold	ITPR1	0	0	WEIT01025007.1	6149	161000	+	A0A8V0ZJT0	1	0.9853	0	0	found_unannotated	0	29388	present	fragmentary	coding models cover 0.16 of the footprint, best alone 0.10	8337	3	3	1	0	0.0976	0.1638		protein_coding	0	gene-DRYGAM_R07067	Itpr1_1	ITPR1 protein	protein_coding	gene-DRYGAM_R07067	Itpr1_1	ITPR1 protein	protein_coding	1	0.0976	0.9975	272	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0
GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	GenBank	Scaffold	ITPR2	0	0	WEIT01016686.1	1	169312	+	A0A672UP22	0.763	0.9456	0	0	found_unannotated	0	29388	present	fragmentary	coding models cover 0.04 of the footprint, best alone 0.04	6084	2	1	0	1	0.0399	0.0399	pseudogene	pseudogene	1	gene-DRYGAM_R00759	Itpr2	ITPR2 protein	protein_coding	gene-DRYGAM_R00759	Itpr2	ITPR2 protein	protein_coding	1	0.0399	1	81	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0
GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	GenBank	Scaffold	ITPR3	0	0	WEIT01027115.1	18120	55110	+	A0A7K6LHC3	1	0.9925	0	1	found_annotated	0	29388	present	noncoding	1 same-strand non-coding feature(s) only (pseudogene); coding models reach 0.000 of the footprint	8037	1	0	0	1	0	0	pseudogene	pseudogene	1					gene-DRYGAM_R08247	DRYGAM_R08247	hypothetical protein	pseudogene	0	0.9993	1	2677	placeholder		placeholder		intact	0.3745
GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	GenBank	Scaffold	RYR	0	1	WEIT01008220.1	2604	28419	+	A0A3Q0HBW9	0.1707	0.7488	0	0	assembly_gap	0	29388	present	fragmentary	coding models cover 0.18 of the footprint, best alone 0.18	2541	1	1	1	0	0.1802	0.1802		protein_coding	0	gene-DRYGAM_R01233	Ryr2_0	RYR2 protein	protein_coding	gene-DRYGAM_R01233	Ryr2_0	RYR2 protein	protein_coding	1	0.1802	0.5739	266	correct_paralog	RYR2	correct_paralog	RYR2	not_scored	0
GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	GenBank	Scaffold	RYR	1	1	WEIT01027086.1	2446	38927	+	A0A3Q0HBW9	0.1035	0.9443	0	0	assembly_gap	0	29388	present	unannotated	no same-strand coding model reaches 0.01 of the locus's 1563 coding bp	1563	0	0	0	0	0	0			0									0	0	0	0	absent		absent		not_scored	0
GCA_013390065.1	Chloropsis hardwickii	Aves	Passeriformes	GenBank	Scaffold	ITPR1	0	0	WEIW01000372.1	584206	736259	+	A0A8V0ZJT0	1	0.9661	0	0	found_unannotated	0	39381	present	fragmentary	coding models cover 0.13 of the footprint, best alone 0.10	8397	2	2	1	0	0.1023	0.132		protein_coding	0	gene-CHLHAR_R03134	Itpr1_1	ITPR1 protein	protein_coding	gene-CHLHAR_R03134	Itpr1_1	ITPR1 protein	protein_coding	1	0.1023	0.9942	288	correct_paralog	ITPR1	correct_paralog	ITPR1	intact	0
GCA_013390065.1	Chloropsis hardwickii	Aves	Passeriformes	GenBank	Scaffold	ITPR2	0	0	WEIW01000437.1	216914	459762	-	A0A672UP22	1	0.9554	0	0	found_unannotated	0	39381	present	fragmentary	coding models cover 0.14 of the footprint, best alone 0.11	8115	2	2	1	0	0.1051	0.1354		protein_coding	0	gene-CHLHAR_R00862	Itpr2_1	ITPR2 protein	protein_coding	gene-CHLHAR_R00862	Itpr2_1	ITPR2 protein	protein_coding	1	0.1051	0.9977	285	correct_paralog	ITPR2	correct_paralog	ITPR2	intact	0
GCA_013390065.1	Chloropsis hardwickii	Aves	Passeriformes	GenBank	Scaffold	ITPR3	0	0	WEIW01003401.1	12699	37703	-	A0A7K6LHC3	0.9337	0.9224	0	0	found_annotated	0	39381	present	noncoding	1 same-strand non-coding feature(s) only (pseudogene); coding models reach 0.000 of the footprint	7407	1	0	0	1	0	0	pseudogene	pseudogene	1					gene-CHLHAR_R12659	CHLHAR_R12659	hypothetical protein	pseudogene	0	0.9478	0.982	2383	placeholder		placeholder		intact	0
GCA_013390065.1	Chloropsis hardwickii	Aves	Passeriformes	GenBank	Scaffold	RYR	0	1	WEIW01000007.1	603461	986066	-	A0A8V0Y8K1	1	0.9679	0	1	found_annotated	0	39381	present	noncoding	1 same-strand non-coding feature(s) only (pseudogene); coding models reach 0.000 of the footprint	14934	1	0	0	1	0	0	pseudogene	pseudogene	1					gene-CHLHAR_R11689	CHLHAR_R11689	hypothetical protein	pseudogene	0	0.981	0.9987	4890	placeholder		placeholder		intact	0.2013
GCA_013390065.1	Chloropsis hardwickii	Aves	Passeriformes	GenBank	Scaffold	RYR	1	1	WEIW01000336.1	3014	195968	+	A0A6I8Q6P7	1	0.6669	1	0	found_annotated	0	39381	present	fragmentary	coding models cover 0.08 of the footprint, best alone 0.03	14771	4	4	0	0	0.0345	0.0812		protein_coding	0	gene-CHLHAR_R08981	Ryr3_1	RYR3 protein	protein_coding	gene-CHLHAR_R08981	Ryr3_1	RYR3 protein	protein_coding	1	0.0345	0.9714	175	correct_paralog	RYR3	correct_paralog	RYR3	intact	0.1985
GCA_013390105.1	Tichodroma muraria	Aves	Passeriformes	GenBank	Scaffold	ITPR3	0	0	WAAG01017736.1	29323	69603	+	A0A7K6LHC3	1	0.9899	0	0	found_annotated	0	14901	present	complete	one model covers 1.00 of the coding footprint (bar 0.50)	8061	1	1	1	0	0.9996	0.9996		protein_coding	0	gene-TICMUR_R08442	Itpr3	ITPR3 protein	protein_coding	gene-TICMUR_R08442	Itpr3	ITPR3 protein	protein_coding	1	0.9996	1	2686	correct_paralog	ITPR3	correct_paralog	ITPR3	intact	0
