accession	call	source	length	excluded_by
A0A1R1YNL6	unassigned	InterPro	166	P1 not a family call in census v6
A0A1R2BBG7	ITPR	InterPro	1049	P3 1049 aa < 2000 (not full length)
A0A1R2BF56	ITPR	InterPro	791	P3 791 aa < 2000 (not full length)
A0A1R2BF67	ITPR	InterPro	1676	P3 1676 aa < 2000 (not full length)
A0A1R2BJI9	ITPR	InterPro	892	P3 892 aa < 2000 (not full length)
A0A1R2BR82	ITPR	InterPro	1917	P3 1917 aa < 2000 (not full length)
A0A1R2C8W3	ITPR	InterPro	1248	P3 1248 aa < 2000 (not full length)
A0A1R2D1Y0	ITPR	InterPro	1005	P3 1005 aa < 2000 (not full length)
A0A1R2D1Y7	ITPR	InterPro	1571	P3 1571 aa < 2000 (not full length)
A0A1S3H407	ITPR	InterPro	707	P3 707 aa < 2000 (not full length)
A0A1S3I1E5	RYR	InterPro	1692	P3 1692 aa < 2000 (not full length)
A0A1S3JN51	ITPR	InterPro	274	P3 274 aa < 2000 (not full length)
A0A1S3JN54	ITPR	InterPro	323	P3 323 aa < 2000 (not full length)
A0A1S3U930	unassigned	InterPro	651	P1 not a family call in census v6
A0A1S4ER78	RYR	InterPro	344	P3 344 aa < 2000 (not full length)
A0A1S8WK36	unassigned	InterPro	332	P1 not a family call in census v6
A0A1S8WMW4	RYR	InterPro	293	P3 293 aa < 2000 (not full length)
A0A1S8X878	ITPR	InterPro	861	P3 861 aa < 2000 (not full length)
A0A1S8X8A6	ITPR	InterPro	1816	P3 1816 aa < 2000 (not full length)
A0A1U7SS77	ITPR	InterPro	1420	P3 1420 aa < 2000 (not full length)
A0A1U7T089	ITPR	InterPro	920	P3 920 aa < 2000 (not full length)
A0A1U7T4P2	RYR	InterPro	264	P3 264 aa < 2000 (not full length)
A0A1U8DP75	ITPR	InterPro	1297	P3 1297 aa < 2000 (not full length)
A0A1V4JKJ0	unassigned	InterPro	102	P1 not a family call in census v6
A0A1V4JKX3	RYR	InterPro	1354	P3 1354 aa < 2000 (not full length)
A0A1V4JQK0	unassigned	InterPro	132	P1 not a family call in census v6
A0A1V4K8X5	ITPR	InterPro	1851	P3 1851 aa < 2000 (not full length)
A0A1V4K917	ITPR	InterPro	1036	P3 1036 aa < 2000 (not full length)
A0A1V4K936	ITPR	InterPro	1813	P3 1813 aa < 2000 (not full length)
A0A1V4KAJ2	ITPR	InterPro	1051	P3 1051 aa < 2000 (not full length)
A0A1V9WZ27	RYR	InterPro	1847	P3 1847 aa < 2000 (not full length)
A0A1V9XCT7	unassigned	InterPro	153	P1 not a family call in census v6
A0A1V9XEK6	ITPR	InterPro	1963	P3 1963 aa < 2000 (not full length)
A0A1V9XW01	ITPR	InterPro	911	P3 911 aa < 2000 (not full length)
A0A1V9Y9G5	ITPR	InterPro	942	P3 942 aa < 2000 (not full length)
A0A1V9YWU7	ITPR	InterPro	1050	P3 1050 aa < 2000 (not full length)
A0A1V9Z878	ITPR	InterPro	354	P3 354 aa < 2000 (not full length)
A0A1V9ZLR7	ITPR	InterPro	1042	P3 1042 aa < 2000 (not full length)
A0A1V9ZVZ4	ITPR	InterPro	418	P3 418 aa < 2000 (not full length)
A0A1W0A619	ITPR	InterPro	1026	P3 1026 aa < 2000 (not full length)
A0A1W0A656	ITPR	InterPro	950	P3 950 aa < 2000 (not full length)
A0A1W0A9F8	ITPR	InterPro	1944	P3 1944 aa < 2000 (not full length)
A0A1X2J2C0	unassigned	InterPro	176	P1 not a family call in census v6
A0A1Y3AL80	RYR	InterPro	373	P3 373 aa < 2000 (not full length)
A0A1Y3B4M9	ITPR	InterPro	1241	P3 1241 aa < 2000 (not full length)
A0A1Y3B8U4	RYR	InterPro	991	P3 991 aa < 2000 (not full length)
A0A1Y3B9E9	ITPR	InterPro	431	P3 431 aa < 2000 (not full length)
A0A1Y3BRS3	RYR	InterPro	575	P3 575 aa < 2000 (not full length)
A0A1Y7VJP1	RYR	InterPro	1028	P3 1028 aa < 2000 (not full length)
A0A1Y7VL82	RYR	InterPro	1020	P3 1020 aa < 2000 (not full length)
A0A210Q2I6	ITPR	InterPro	1979	P3 1979 aa < 2000 (not full length)
A0A210Q2K2	ITPR	InterPro	224	P3 224 aa < 2000 (not full length)
A0A210Q2M9	ITPR	InterPro	476	P3 476 aa < 2000 (not full length)
A0A212CCJ8	ITPR	InterPro	410	P3 410 aa < 2000 (not full length)
A0A212CNL9	unassigned	InterPro	122	P1 not a family call in census v6
A0A212CQ71	RYR	InterPro	299	P3 299 aa < 2000 (not full length)
A0A212CU25	unassigned	InterPro	202	P1 not a family call in census v6
A0A212DC67	RYR	InterPro	1697	P3 1697 aa < 2000 (not full length)
A0A212DCG3	unassigned	InterPro	146	P1 not a family call in census v6
A0A212DE08	RYR	InterPro	1482	P3 1482 aa < 2000 (not full length)
A0A226MV36	RYR	InterPro	327	P3 327 aa < 2000 (not full length)
A0A226MV87	RYR	InterPro	274	P3 274 aa < 2000 (not full length)
A0A226MVY5	RYR	InterPro	1682	P3 1682 aa < 2000 (not full length)
A0A226N2M1	ITPR	InterPro	1136	P3 1136 aa < 2000 (not full length)
A0A226N2U3	ITPR	InterPro	451	P3 451 aa < 2000 (not full length)
A0A238BX76	RYR	InterPro	467	P3 467 aa < 2000 (not full length)
A0A238BXZ7	unassigned	InterPro	128	P1 not a family call in census v6
A0A238BY17	RYR	InterPro	525	P3 525 aa < 2000 (not full length)
A0A267DSB4	ITPR	InterPro	1819	P3 1819 aa < 2000 (not full length)
A0A267DVM1	ITPR	InterPro	1672	P3 1672 aa < 2000 (not full length)
A0A267DX41	ITPR	InterPro	1666	P3 1666 aa < 2000 (not full length)
A0A267E5V9	ITPR	InterPro	1410	P3 1410 aa < 2000 (not full length)
A0A267EBW6	ITPR	InterPro	1892	P3 1892 aa < 2000 (not full length)
A0A267FP64	RYR	InterPro	1554	P3 1554 aa < 2000 (not full length)
A0A267G6C6	ITPR	InterPro	767	P3 767 aa < 2000 (not full length)
A0A267G824	ITPR	InterPro	721	P3 721 aa < 2000 (not full length)
A0A267GA57	ITPR	InterPro	1973	P3 1973 aa < 2000 (not full length)
A0A267GBS6	ITPR	InterPro	870	P3 870 aa < 2000 (not full length)
A0A267GN77	ITPR	InterPro	1696	P3 1696 aa < 2000 (not full length)
A0A267H5M4	ITPR	InterPro	1371	P3 1371 aa < 2000 (not full length)
A0A287D5A0	ITPR	InterPro	637	P3 637 aa < 2000 (not full length)
A0A2G5TKJ0	RYR	InterPro	1395	P3 1395 aa < 2000 (not full length)
A0A2G5TKJ1	RYR	InterPro	1364	P3 1364 aa < 2000 (not full length)
A0A2G8JD16	RYR	InterPro	218	P3 218 aa < 2000 (not full length)
A0A2G8JD17	unassigned	InterPro	213	P1 not a family call in census v6
A0A2G8KPF5	ITPR	InterPro	1963	P3 1963 aa < 2000 (not full length)
A0A2G8KPL1	ITPR	InterPro	722	P3 722 aa < 2000 (not full length)
A0A2G8KUS3	ITPR	InterPro	1666	P3 1666 aa < 2000 (not full length)
A0A2G8L782	RYR	InterPro	1723	P3 1723 aa < 2000 (not full length)
A0A2G8L788	RYR	InterPro	988	P3 988 aa < 2000 (not full length)
A0A2G8L7A0	RYR	InterPro	646	P3 646 aa < 2000 (not full length)
A0A2G8L7H1	RYR	InterPro	412	P3 412 aa < 2000 (not full length)
A0A2G9QCF4	ITPR	InterPro	238	P3 238 aa < 2000 (not full length)
A0A2G9RE81	ITPR	InterPro	399	P3 399 aa < 2000 (not full length)
A0A2G9REB2	unassigned	InterPro	96	P1 not a family call in census v6
A0A2G9RRI9	ITPR	InterPro	259	P3 259 aa < 2000 (not full length)
A0A2G9SGL6	RYR	InterPro	1286	P3 1286 aa < 2000 (not full length)
A0A2G9SHC2	ITPR	InterPro	446	P3 446 aa < 2000 (not full length)
A0A2G9SIY0	unassigned	InterPro	85	P1 not a family call in census v6
A0A2G9SJB8	ITPR	InterPro	600	P3 600 aa < 2000 (not full length)
A0A2G9T6P5	unassigned	InterPro	79	P1 not a family call in census v6
A0A2G9T7F7	unassigned	InterPro	78	P1 not a family call in census v6
A0A2G9TBZ2	unassigned	InterPro	90	P1 not a family call in census v6
A0A2G9TD11	unassigned	InterPro	142	P1 not a family call in census v6
A0A2G9THF2	ITPR	InterPro	294	P3 294 aa < 2000 (not full length)
A0A2G9THP8	unassigned	InterPro	77	P1 not a family call in census v6
A0A2G9TLI0	ITPR	InterPro	284	P3 284 aa < 2000 (not full length)
A0A2G9TMH0	ITPR	InterPro	257	P3 257 aa < 2000 (not full length)
A0A2G9TNV7	ITPR	InterPro	462	P3 462 aa < 2000 (not full length)
A0A2G9TSN8	ITPR	InterPro	499	P3 499 aa < 2000 (not full length)
A0A2G9TYF0	ITPR	InterPro	215	P3 215 aa < 2000 (not full length)
A0A2G9TZK7	unassigned	InterPro	207	P1 not a family call in census v6
A0A2G9TZZ6	ITPR	InterPro	401	P3 401 aa < 2000 (not full length)
A0A2G9U2U5	RYR	InterPro	360	P3 360 aa < 2000 (not full length)
A0A2G9U3T6	RYR	InterPro	962	P3 962 aa < 2000 (not full length)
A0A2G9U3V0	RYR	InterPro	777	P3 777 aa < 2000 (not full length)
A0A2G9U492	ITPR	InterPro	1020	P3 1020 aa < 2000 (not full length)
A0A2G9U539	RYR	InterPro	327	P3 327 aa < 2000 (not full length)
A0A2G9U7Y1	RYR	InterPro	240	P3 240 aa < 2000 (not full length)
A0A2I0M9R2	ITPR	InterPro	1897	P3 1897 aa < 2000 (not full length)
A0A2I0T407	unassigned	InterPro	190	P1 not a family call in census v6
A0A2I0TD92	ITPR	InterPro	449	P3 449 aa < 2000 (not full length)
A0A2I0TDN6	ITPR	InterPro	352	P3 352 aa < 2000 (not full length)
A0A2I0TES3	unassigned	InterPro	176	P1 not a family call in census v6
A0A2I0TIQ6	ITPR	InterPro	1615	P3 1615 aa < 2000 (not full length)
A0A2I0TIT1	ITPR	InterPro	661	P3 661 aa < 2000 (not full length)
A0A2I0TIV6	ITPR	InterPro	392	P3 392 aa < 2000 (not full length)
A0A2I0TUI1	ITPR	InterPro	682	P3 682 aa < 2000 (not full length)
A0A2I0URB2	unassigned	InterPro	373	P1 not a family call in census v6
A0A2I2Y2V9	ITPR	InterPro	714	P3 714 aa < 2000 (not full length)
A0A2I2YU45	ITPR	InterPro	1021	P3 1021 aa < 2000 (not full length)
A0A2I2YUG6	ITPR	InterPro	721	P3 721 aa < 2000 (not full length)
A0A2I2Z1G9	ITPR	InterPro	150	P3 150 aa < 2000 (not full length)
A0A2I3G082	ITPR	InterPro	721	P3 721 aa < 2000 (not full length)
A0A2I3G3P1	ITPR	InterPro	631	P3 631 aa < 2000 (not full length)
A0A2I3H1T9	ITPR	InterPro	181	P3 181 aa < 2000 (not full length)
A0A2I3LNR3	unassigned	InterPro	181	P1 not a family call in census v6
A0A2I3SE78	ITPR	InterPro	714	P3 714 aa < 2000 (not full length)
A0A2I3TCW5	ITPR	InterPro	1021	P3 1021 aa < 2000 (not full length)
A0A2I3TRL3	ITPR	InterPro	721	P3 721 aa < 2000 (not full length)
A0A2I3TWZ8	ITPR	InterPro	181	P3 181 aa < 2000 (not full length)
A0A2I4ALA0	ITPR	InterPro	382	P3 382 aa < 2000 (not full length)
A0A2I4AMJ8	unassigned	InterPro	152	P1 not a family call in census v6
A0A2I4D5W3	ITPR	InterPro	232	P3 232 aa < 2000 (not full length)
A0A2J7QMC6	RYR	InterPro	1475	P3 1475 aa < 2000 (not full length)
A0A2J7QMC9	RYR	InterPro	1024	P3 1024 aa < 2000 (not full length)
A0A2J7QMF5	RYR	InterPro	899	P3 899 aa < 2000 (not full length)
A0A2J7QMG7	RYR	InterPro	242	P3 242 aa < 2000 (not full length)
A0A2J7ZJF3	unassigned	InterPro	185	P1 not a family call in census v6
A0A2J7ZP72	unassigned	InterPro	290	P1 not a family call in census v6
A0A2J8WBK6	ITPR	InterPro	181	P3 181 aa < 2000 (not full length)
A0A2J8WE20	ITPR	InterPro	721	P3 721 aa < 2000 (not full length)
A0A2K5BWE5	unassigned	InterPro	181	P1 not a family call in census v6
A0A2K5CJX7	unassigned	InterPro	181	P1 not a family call in census v6
A0A2K5DID6	ITPR	InterPro	619	P3 619 aa < 2000 (not full length)
A0A2K5DID7	ITPR	InterPro	1010	P3 1010 aa < 2000 (not full length)
A0A2K5DY19	RYR	InterPro	997	P3 997 aa < 2000 (not full length)
A0A2K5JI43	ITPR	InterPro	721	P3 721 aa < 2000 (not full length)
A0A2K5JL91	ITPR	InterPro	1021	P3 1021 aa < 2000 (not full length)
A0A2K5JLE7	ITPR	InterPro	631	P3 631 aa < 2000 (not full length)
A0A2K5K820	unassigned	InterPro	181	P1 not a family call in census v6
A0A2K5MVG1	unassigned	InterPro	181	P1 not a family call in census v6
A0A2K5NJ24	ITPR	InterPro	1021	P3 1021 aa < 2000 (not full length)
A0A2K5NJA6	ITPR	InterPro	631	P3 631 aa < 2000 (not full length)
A0A2K5QVB1	ITPR	InterPro	721	P3 721 aa < 2000 (not full length)
A0A2K5R1F2	ITPR	InterPro	977	P3 977 aa < 2000 (not full length)
A0A2K5R1K8	ITPR	InterPro	621	P3 621 aa < 2000 (not full length)
A0A2K5RZ45	ITPR	InterPro	181	P3 181 aa < 2000 (not full length)
A0A2K5W297	ITPR	InterPro	721	P3 721 aa < 2000 (not full length)
A0A2K5W2N9	ITPR	InterPro	631	P3 631 aa < 2000 (not full length)
A0A2K5XS20	unassigned	InterPro	150	P1 not a family call in census v6
A0A2K5XXS5	ITPR	InterPro	721	P3 721 aa < 2000 (not full length)
A0A2K5Y2P8	ITPR	InterPro	1007	P3 1007 aa < 2000 (not full length)
A0A2K5Y2R7	ITPR	InterPro	631	P3 631 aa < 2000 (not full length)
A0A2K6B0M7	unassigned	InterPro	181	P1 not a family call in census v6
A0A2K6CKJ8	ITPR	InterPro	721	P3 721 aa < 2000 (not full length)
A0A2K6CKX1	ITPR	InterPro	1021	P3 1021 aa < 2000 (not full length)
A0A2K6CKY6	ITPR	InterPro	631	P3 631 aa < 2000 (not full length)
A0A2K6EQ58	unassigned	InterPro	181	P1 not a family call in census v6
A0A2K6GGA6	ITPR	InterPro	721	P3 721 aa < 2000 (not full length)
A0A2K6GGB2	ITPR	InterPro	1026	P3 1026 aa < 2000 (not full length)
A0A2K6KAC5	RYR	InterPro	994	P3 994 aa < 2000 (not full length)
A0A2K6LGS1	unassigned	InterPro	181	P1 not a family call in census v6
A0A2K6LIF7	ITPR	InterPro	721	P3 721 aa < 2000 (not full length)
A0A2K6LIL7	ITPR	InterPro	632	P3 632 aa < 2000 (not full length)
A0A2K6Q349	ITPR	InterPro	181	P3 181 aa < 2000 (not full length)
A0A2K6R3X3	RYR	InterPro	1019	P3 1019 aa < 2000 (not full length)
A0A2K6RS70	ITPR	InterPro	721	P3 721 aa < 2000 (not full length)
A0A2K6RSB7	ITPR	InterPro	1007	P3 1007 aa < 2000 (not full length)
A0A2K6RSC9	ITPR	InterPro	632	P3 632 aa < 2000 (not full length)
A0A2K6SY62	ITPR	InterPro	721	P3 721 aa < 2000 (not full length)
A0A2K6SYS4	ITPR	InterPro	977	P3 977 aa < 2000 (not full length)
A0A2K6SYY5	ITPR	InterPro	634	P3 634 aa < 2000 (not full length)
A0A2K6TQN1	unassigned	InterPro	181	P1 not a family call in census v6
A0A2L2XVJ1	unassigned	InterPro	117	P1 not a family call in census v6
A0A2L2XYP6	unassigned	InterPro	73	P1 not a family call in census v6
A0A2L2YWK1	RYR	InterPro	201	P3 201 aa < 2000 (not full length)
A0A2N0S023	unassigned	InterPro	329	P1 not a family call in census v6
A0A2P2I6I6	RYR	InterPro	522	P3 522 aa < 2000 (not full length)
A0A2P2IAP5	RYR	InterPro	231	P3 231 aa < 2000 (not full length)
A0A2P2IAQ5	ITPR	InterPro	891	P3 891 aa < 2000 (not full length)
A0A2P2IEB7	RYR	InterPro	310	P3 310 aa < 2000 (not full length)
A0A2P4SME6	RYR	InterPro	258	P3 258 aa < 2000 (not full length)
A0A2P4SWX8	unassigned	InterPro	164	P1 not a family call in census v6
A0A2P4T3S3	ITPR	InterPro	1702	P3 1702 aa < 2000 (not full length)
A0A2P4T5C2	ITPR	InterPro	782	P3 782 aa < 2000 (not full length)
A0A2P4TDT6	ITPR	InterPro	615	P3 615 aa < 2000 (not full length)
A0A2P6RWJ0	unassigned	InterPro	2667	P1 not a family call in census v6
A0A2R5L0I3	unassigned	InterPro	174	P1 not a family call in census v6
A0A2R5L0X7	unassigned	InterPro	121	P1 not a family call in census v6
A0A2R8PL29	ITPR	InterPro	181	P3 181 aa < 2000 (not full length)
A0A2R9C4D3	ITPR	InterPro	721	P3 721 aa < 2000 (not full length)
A0A2R9C508	ITPR	InterPro	714	P3 714 aa < 2000 (not full length)
A0A2T7NGN4	ITPR	InterPro	1228	P3 1228 aa < 2000 (not full length)
A0A2T7NGN7	ITPR	InterPro	297	P3 297 aa < 2000 (not full length)
A0A2T7NGS9	ITPR	InterPro	1267	P3 1267 aa < 2000 (not full length)
A0A2U3X392	RYR	InterPro	1481	P3 1481 aa < 2000 (not full length)
A0A2U3YEA6	ITPR	InterPro	1593	P3 1593 aa < 2000 (not full length)
A0A2W1B8H2	RYR	InterPro	774	P3 774 aa < 2000 (not full length)
A0A2W1BCG1	RYR	InterPro	995	P3 995 aa < 2000 (not full length)
A0A2W1BTP8	RYR	InterPro	1626	P3 1626 aa < 2000 (not full length)
A0A2Z6PF63	unassigned	InterPro	523	P1 not a family call in census v6
A0A2Z6SBM3	unassigned	InterPro	340	P1 not a family call in census v6
A0A315UPK6	RYR	InterPro	291	P3 291 aa < 2000 (not full length)
A0A315V0U7	RYR	InterPro	1271	P3 1271 aa < 2000 (not full length)
A0A315VFY9	RYR	InterPro	1597	P3 1597 aa < 2000 (not full length)
A0A315VJZ8	ITPR	InterPro	735	P3 735 aa < 2000 (not full length)
A0A315VWL4	unassigned	InterPro	392	P1 not a family call in census v6
A0A345BJM4	unassigned	InterPro	180	P1 not a family call in census v6
A0A367KEP6	ITPR	InterPro	1501	P3 1501 aa < 2000 (not full length)
A0A368GMA7	ITPR	InterPro	948	P3 948 aa < 2000 (not full length)
A0A368GNZ1	ITPR	InterPro	1190	P3 1190 aa < 2000 (not full length)
A0A368H228	RYR	InterPro	1359	P3 1359 aa < 2000 (not full length)
A0A371ICJ5	unassigned	InterPro	410	P1 not a family call in census v6
A0A392MSG3	unassigned	InterPro	212	P1 not a family call in census v6
A0A397SZJ4	unassigned	InterPro	352	P1 not a family call in census v6
A0A397W141	unassigned	InterPro	362	P1 not a family call in census v6
A0A3B1JQF3	unassigned	InterPro	117	P1 not a family call in census v6
A0A3B3B7L4	unassigned	InterPro	111	P1 not a family call in census v6
A0A3B3BSZ3	unassigned	InterPro	127	P1 not a family call in census v6
A0A3B3BV40	unassigned	InterPro	171	P1 not a family call in census v6
A0A3B3BWX8	unassigned	InterPro	214	P1 not a family call in census v6
A0A3B3BXX3	ITPR	InterPro	1588	P3 1588 aa < 2000 (not full length)
A0A3B3C7X8	unassigned	InterPro	213	P1 not a family call in census v6
A0A3B3CHL5	unassigned	InterPro	136	P1 not a family call in census v6
A0A3B3CQK9	unassigned	InterPro	119	P1 not a family call in census v6
A0A3B3CYV7	unassigned	InterPro	121	P1 not a family call in census v6
A0A3B3DIK1	RYR	InterPro	997	P3 997 aa < 2000 (not full length)
A0A3B3E088	unassigned	InterPro	127	P1 not a family call in census v6
A0A3B3HI55	unassigned	InterPro	149	P1 not a family call in census v6
A0A3B3HNG3	unassigned	InterPro	135	P1 not a family call in census v6
A0A3B3I4F3	ITPR	InterPro	196	P3 196 aa < 2000 (not full length)
A0A3B3IBA7	unassigned	InterPro	123	P1 not a family call in census v6
A0A3B3IRP0	ITPR	InterPro	1548	P3 1548 aa < 2000 (not full length)
A0A3B3IRT5	ITPR	InterPro	296	P3 296 aa < 2000 (not full length)
A0A3B3ITM6	ITPR	InterPro	714	P3 714 aa < 2000 (not full length)
A0A3B3IU05	ITPR	InterPro	1818	P3 1818 aa < 2000 (not full length)
A0A3B3IU13	ITPR	InterPro	1739	P3 1739 aa < 2000 (not full length)
A0A3B3RDN0	unassigned	InterPro	139	P1 not a family call in census v6
A0A3B3TWF4	RYR	InterPro	1046	P3 1046 aa < 2000 (not full length)
A0A3B3U7X2	unassigned	InterPro	136	P1 not a family call in census v6
A0A3B3U9L4	unassigned	InterPro	213	P1 not a family call in census v6
A0A3B3UCI6	unassigned	InterPro	227	P1 not a family call in census v6
A0A3B3UCK9	unassigned	InterPro	187	P1 not a family call in census v6
A0A3B3VAI5	RYR	InterPro	1031	P3 1031 aa < 2000 (not full length)
A0A3B3VBA2	RYR	InterPro	1021	P3 1021 aa < 2000 (not full length)
A0A3B3WVC6	ITPR	InterPro	996	P3 996 aa < 2000 (not full length)
A0A3B3XZJ7	RYR	InterPro	1004	P3 1004 aa < 2000 (not full length)
A0A3B3Y4Z0	ITPR	InterPro	723	P3 723 aa < 2000 (not full length)
A0A3B3YC20	unassigned	InterPro	112	P1 not a family call in census v6
A0A3B3YMI0	unassigned	InterPro	149	P1 not a family call in census v6
A0A3B3Z1C9	unassigned	InterPro	207	P1 not a family call in census v6
A0A3B3Z6B3	unassigned	InterPro	168	P1 not a family call in census v6
A0A3B3ZTN0	ITPR	InterPro	690	P3 690 aa < 2000 (not full length)
A0A3B3ZWP9	unassigned	InterPro	130	P1 not a family call in census v6
A0A3B3ZXK8	unassigned	InterPro	119	P1 not a family call in census v6
A0A3B4APZ8	unassigned	InterPro	125	P1 not a family call in census v6
A0A3B4AQZ5	unassigned	InterPro	117	P1 not a family call in census v6
A0A3B4AUV7	unassigned	InterPro	140	P1 not a family call in census v6
A0A3B4B5H2	unassigned	InterPro	133	P1 not a family call in census v6
A0A3B4B8Y4	unassigned	InterPro	159	P1 not a family call in census v6
A0A3B4B907	unassigned	InterPro	130	P1 not a family call in census v6
A0A3B4B9J9	ITPR	InterPro	1588	P3 1588 aa < 2000 (not full length)
A0A3B4BJ96	ITPR	InterPro	1612	P3 1612 aa < 2000 (not full length)
A0A3B5KAM7	unassigned	InterPro	206	P1 not a family call in census v6
A0A3B5L5P5	ITPR	InterPro	993	P3 993 aa < 2000 (not full length)
A0A3B5LRU8	RYR	InterPro	1023	P3 1023 aa < 2000 (not full length)
A0A3B5M9W5	unassigned	InterPro	136	P1 not a family call in census v6
A0A3B5MG84	ITPR	InterPro	1217	P3 1217 aa < 2000 (not full length)
A0A3B5MGP5	unassigned	InterPro	126	P1 not a family call in census v6
A0A3B5MN66	unassigned	InterPro	188	P1 not a family call in census v6
A0A3B5MN81	ITPR	InterPro	1808	P3 1808 aa < 2000 (not full length)
A0A3B5Q524	unassigned	InterPro	126	P1 not a family call in census v6
A0A3B5R0U6	unassigned	InterPro	127	P1 not a family call in census v6
A0A3B5R6Z9	unassigned	InterPro	167	P1 not a family call in census v6
A0A3L5TQH2	RYR	InterPro	712	P3 712 aa < 2000 (not full length)
A0A3L5TRS9	ITPR	InterPro	353	P3 353 aa < 2000 (not full length)
A0A3L8SBR8	ITPR	InterPro	1801	P3 1801 aa < 2000 (not full length)
A0A3L8SGZ5	ITPR	InterPro	1634	P3 1634 aa < 2000 (not full length)
A0A3M0IP44	RYR	InterPro	1761	P3 1761 aa < 2000 (not full length)
A0A3M0JEG2	ITPR	InterPro	1169	P3 1169 aa < 2000 (not full length)
A0A3M0JFF8	ITPR	InterPro	393	P3 393 aa < 2000 (not full length)
A0A3M0JG87	ITPR	InterPro	1023	P3 1023 aa < 2000 (not full length)
A0A3M0LBS5	RYR	InterPro	1811	P3 1811 aa < 2000 (not full length)
A0A3M7P5I4	ITPR	InterPro	250	P3 250 aa < 2000 (not full length)
A0A3M7PEA9	unassigned	InterPro	372	P1 not a family call in census v6
A0A3M7PIG2	unassigned	InterPro	192	P1 not a family call in census v6
A0A3M7PNH8	ITPR	InterPro	286	P3 286 aa < 2000 (not full length)
A0A3M7Q4L9	RYR	InterPro	1626	P3 1626 aa < 2000 (not full length)
A0A3M7QAP5	unassigned	InterPro	127	P1 not a family call in census v6
A0A3M7QQ86	ITPR	InterPro	694	P3 694 aa < 2000 (not full length)
A0A3M7R0S9	unassigned	InterPro	98	P1 not a family call in census v6
A0A3M7S5B6	ITPR	InterPro	381	P3 381 aa < 2000 (not full length)
A0A3M7S5P4	ITPR	InterPro	811	P3 811 aa < 2000 (not full length)
A0A3M7S5S2	ITPR	InterPro	289	P3 289 aa < 2000 (not full length)
A0A3M7T832	RYR	InterPro	1241	P3 1241 aa < 2000 (not full length)
A0A3N0XCL1	RYR	InterPro	1274	P3 1274 aa < 2000 (not full length)
A0A3N0XG20	unassigned	InterPro	145	P1 not a family call in census v6
A0A3N0YGH5	RYR	InterPro	1437	P3 1437 aa < 2000 (not full length)
A0A3N0YZ86	RYR	InterPro	1710	P3 1710 aa < 2000 (not full length)
