accession	species	group	tax_class	length	reviewed	census_call	census_confidence	gene	protein_name	seq_family	family_rel_margin	family_runner_up	itpr_bits	ryr_bits	paralog_askable	seq_paralog	paralog_rel_margin	paralog_runner_up	symbol_verdict	symbol_claim	name_verdict	name_claim	n_bait_hits	panel_reaches_claim	has_naming_pfam	n_family_pfam	arch_call	profile_call	instruments	sequence_resolved
A0A096NHK1	Papio anubis (Olive baboon)	Vertebrata	Mammalia	2618	0	ITPR	high		Inositol 1,4,5-trisphosphate receptor	ITPR	0.9681	RYR	5397	172	1	ITPR3	0.373	ITPR2	absent		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A096NT77	Papio anubis (Olive baboon)	Vertebrata	Mammalia	4859	0	RYR	high		Ryanodine receptor 3 (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodin	RYR	0.9645	ITPR	177	4983	1	no_call	0.0219	RYR1	absent		correct_paralog	RYR3	38	1	1	4	RYR	RYR	both	1
A0A097P7A6	Tribolium castaneum (Red flour beetle)	Metazoa (non-vertebrate)	Insecta	5094	0	RYR	high		Ryanodine receptor RyR	RYR	0.9455	ITPR	176	3228	0	not_asked	0		absent		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0A097P7A8	Tribolium castaneum (Red flour beetle)	Metazoa (non-vertebrate)	Insecta	2724	0	ITPR	high		Inositol 1,4,5-trisphosphate receptor	ITPR	0.9496	RYR	3350	169	0	not_asked	0		absent		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A099YX28	Tinamus guttatus (White-throated tinamou)	Vertebrata	Aves	4618	0	RYR	high	N309_06504	Ryanodine receptor 3	RYR	0.9754	ITPR	112	4551	1	no_call	0.0132	RYR1	placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0A099ZIW7	Tinamus guttatus (White-throated tinamou)	Vertebrata	Aves	4917	0	RYR	high	N309_01010	Ryanodine receptor 2	RYR	0.982	ITPR	179	9954	1	RYR2	0.306	RYR1	placeholder		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A0A0AP67	Charadrius vociferus (Killdeer) (Aegialitis vocifera)	Vertebrata	Aves	4326	0	RYR	high	N301_02064	Ryanodine receptor 3	RYR	0.9734	ITPR	113	4251	1	no_call	0.0172	RYR1	placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0A0A0MY31	Rattus norvegicus (Rat)	Vertebrata	Mammalia	2738	0	ITPR	high	Itpr1	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9691	RYR	5596	173	1	ITPR1	0.3222	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A0A7RS32	Myzus persicae (Green peach aphid) (Aphis persicae)	Metazoa (non-vertebrate)	Insecta	5101	0	RYR	high		Myzus persicae clone 4106a ryanodine receptor mRNA	RYR	0.944	ITPR	179	3196	0	not_asked	0		absent		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0A0B2V2Q3	Toxocara canis (Canine roundworm)	Metazoa (non-vertebrate)	Chromadorea	4668	0	RYR	high	Rya-r44F	Ryanodine receptor 44F	RYR	0.9218	ITPR	63.9	817	0	not_asked	0		family_unnamed		correct_paralog	RYR	24	1	0	2	RYR	RYR	v4+s20	1
A0A0B2VE71	Toxocara canis (Canine roundworm)	Metazoa (non-vertebrate)	Chromadorea	3051	0	ITPR	high	ITPR1	Inositol 1,4,5-trisphosphate receptor	ITPR	0.8847	RYR	1336	154	0	not_asked	0		correct_paralog	ITPR1	correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	v4+s20	1
A0A0B4K6T5	Drosophila melanogaster (Fruit fly)	Metazoa (non-vertebrate)	Insecta	5130	0	RYR	high	RyR	Ryanodine receptor, isoform H	RYR	0.9446	ITPR	174	3141	0	not_asked	0		correct_paralog	RYR	correct_paralog	RYR	38	0	1	4	RYR	RYR	both	1
A0A0B4K715	Drosophila melanogaster (Fruit fly)	Metazoa (non-vertebrate)	Insecta	5115	0	RYR	high	RyR	Ryanodine receptor, isoform J	RYR	0.9445	ITPR	174	3135	0	not_asked	0		correct_paralog	RYR	correct_paralog	RYR	38	0	1	4	RYR	RYR	both	1
A0A0B4K719	Drosophila melanogaster (Fruit fly)	Metazoa (non-vertebrate)	Insecta	5134	0	RYR	high	RyR	Ryanodine receptor, isoform I	RYR	0.9445	ITPR	174	3133	0	not_asked	0		correct_paralog	RYR	correct_paralog	RYR	38	0	1	4	RYR	RYR	both	1
A0A0B4K7K0	Drosophila melanogaster (Fruit fly)	Metazoa (non-vertebrate)	Insecta	5119	0	RYR	high	RyR	Ryanodine receptor, isoform F	RYR	0.9451	ITPR	174	3171	0	not_asked	0		correct_paralog	RYR	correct_paralog	RYR	38	0	1	4	RYR	RYR	both	1
A0A0B4K7U9	Drosophila melanogaster (Fruit fly)	Metazoa (non-vertebrate)	Insecta	5123	0	RYR	high	RyR	Ryanodine receptor, isoform G	RYR	0.9451	ITPR	174	3172	0	not_asked	0		correct_paralog	RYR	correct_paralog	RYR	38	0	1	4	RYR	RYR	both	1
A0A0B4K837	Drosophila melanogaster (Fruit fly)	Metazoa (non-vertebrate)	Insecta	5117	0	RYR	high	RyR	Ryanodine receptor, isoform E	RYR	0.9451	ITPR	174	3168	0	not_asked	0		correct_paralog	RYR	correct_paralog	RYR	38	0	1	4	RYR	RYR	both	1
A0A0C2GYJ8	Ancylostoma duodenale	Metazoa (non-vertebrate)	Chromadorea	2116	0	RYR	high	ANCDUO_07507	RIH domain protein	RYR	1		0	693	0	not_asked	0		placeholder		family_unnamed		8	1	0	1	RYR	RYR	v4+s20	1
A0A0C9M4R7	Mucor ambiguus	Fungi	Mucoromycetes	2599	0	ITPR	high	MAM1_0060c03786	MIR domain-containing protein	ITPR	0.4702	RYR	336	178	0	not_asked	0		placeholder		family_unnamed		38	1	1	3	ITPR	ITPR	v4+s20	1
A0A0C9RIJ7	Fopius arisanus	Metazoa (non-vertebrate)	Insecta	2725	0	ITPR	high	Itpr	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9509	RYR	3361	165	0	not_asked	0		correct_paralog	ITPR	correct_paralog	ITPR	38	0	1	4	ITPR	ITPR	both	1
A0A0D2UGF9	Capsaspora owczarzaki (strain ATCC 30864)	Eukaryota (other)	Filasterea	3232	0	ITPR	high	CAOG_004826	Inositol 1,4,5-triphosphate receptor	ITPR	0.8314	RYR	1133	191	0	not_asked	0		placeholder		family_unnamed		38	1	1	4	ITPR	ITPR	v4+s20	1
A0A0D2WXI6	Capsaspora owczarzaki (strain ATCC 30864)	Eukaryota (other)	Filasterea	6625	0	RYR	high	CAOG_007989	Ryanodine receptor	RYR	0.4524	ITPR	190	347	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	v4+s20	1
A0A0D2X364	Capsaspora owczarzaki (strain ATCC 30864)	Eukaryota (other)	Filasterea	2653	0	ITPR	high	CAOG_009776	MIR domain-containing protein	ITPR	0.6133	RYR	375	145	0	not_asked	0		placeholder		family_unnamed		38	1	1	4	ITPR	ITPR	v4+s20	1
A0A0D3J326	Emiliania huxleyi (strain CCMP1516)	Eukaryota (other)		2712	0	ITPR	high		Inositol 1,4,5-trisphosphate receptor	ITPR	0.2381	RYR	210	160	0	not_asked	0		absent		correct_paralog	ITPR	38	1	1	3	ITPR	ITPR	v4+s20	1
A0A0D6LLP6	Ancylostoma ceylanicum	Metazoa (non-vertebrate)	Chromadorea	3360	0	RYR	high	ANCCEY_09971	Ryanodine receptor	RYR	0.9289	ITPR	80.5	1132	0	not_asked	0		placeholder		correct_paralog	RYR	34	1	1	3	RYR	RYR	v4+s20	1
A0A0D9QVL5	Chlorocebus sabaeus (Green monkey) (Simia sabaea)	Vertebrata	Mammalia	4303	0	RYR	high		Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9858	ITPR	99.8	7044	1	RYR1	0.1564	RYR2	absent		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A0D9R3K2	Chlorocebus sabaeus (Green monkey) (Simia sabaea)	Vertebrata	Mammalia	3921	0	RYR	high		Ryanodine receptor 3	RYR	0.9602	ITPR	177	4444	1	no_call	0.0662	RYR1	absent		correct_paralog	RYR	38	1	0	2	RYR	RYR	both	1
A0A0D9R5R7	Chlorocebus sabaeus (Green monkey) (Simia sabaea)	Vertebrata	Mammalia	2700	0	ITPR	high		Inositol 1,4,5-trisphosphate receptor	ITPR	0.9686	RYR	5600	176	1	ITPR2	0.3216	ITPR1	absent		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A0D9RBA7	Chlorocebus sabaeus (Green monkey) (Simia sabaea)	Vertebrata	Mammalia	2671	0	ITPR	high		Inositol 1,4,5-trisphosphate receptor	ITPR	0.9689	RYR	5527	172	1	ITPR3	0.3653	ITPR2	absent		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A0D9RBD2	Chlorocebus sabaeus (Green monkey) (Simia sabaea)	Vertebrata	Mammalia	4906	0	RYR	high		Ryanodine receptor 2 (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Ty	RYR	0.9826	ITPR	177	10164	1	RYR2	0.3228	RYR1	absent		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A0D9REW6	Chlorocebus sabaeus (Green monkey) (Simia sabaea)	Vertebrata	Mammalia	2758	0	ITPR	high		Inositol 1,4,5-trisphosphate receptor	ITPR	0.9694	RYR	5727	175	1	ITPR1	0.34	ITPR2	absent		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A0E3XBL1	Chilo suppressalis (Asiatic rice borer moth)	Metazoa (non-vertebrate)	Insecta	5133	0	RYR	high	RyR	Ryanodine receptor	RYR	0.9455	ITPR	176	3229	0	not_asked	0		correct_paralog	RYR	correct_paralog	RYR	38	0	1	4	RYR	RYR	both	1
A0A0F7ZAC3	Crotalus adamanteus (Eastern diamondback rattlesnake)	Vertebrata	Lepidosauria	2666	0	ITPR	high		Inositol 1,4,5-trisphosphate receptor	ITPR	0.9669	RYR	5202	172	1	ITPR3	0.3231	ITPR2	absent		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A0G2K260	Rattus norvegicus (Rat)	Vertebrata	Mammalia	2670	0	ITPR	high	Itpr2	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9674	RYR	5455	178	1	ITPR2	0.3193	ITPR1	correct_paralog	ITPR2	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A0G2K5J1	Rattus norvegicus (Rat)	Vertebrata	Mammalia	5061	0	RYR	high	Ryr1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9777	ITPR	180	8072	1	RYR1	0.1653	RYR2	correct_paralog	RYR1	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0A0G2K9N6	Rattus norvegicus (Rat)	Vertebrata	Mammalia	2649	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.968	RYR	5440	174	1	ITPR3	0.3671	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A0G2KAH9	Rattus norvegicus (Rat)	Vertebrata	Mammalia	2574	0	ITPR	high	Itpr1	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9673	RYR	5326	174	1	ITPR1	0.3466	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A0H3XSN1	Aphis citricidus (Brown citrus aphid) (Toxoptera citricida)	Metazoa (non-vertebrate)	Insecta	5104	0	RYR	high	RyR	Ryanodine receptor	RYR	0.945	ITPR	175	3180	0	not_asked	0		correct_paralog	RYR	correct_paralog	RYR	38	0	1	4	RYR	RYR	both	1
A0A0H4P5L6	Carposina sasakii (Peach fruit moth) (Carposina niponensis)	Metazoa (non-vertebrate)	Insecta	5134	0	RYR	high		Ryanodine receptor	RYR	0.9468	ITPR	171	3213	0	not_asked	0		absent		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0A0H5S2G8	Brugia malayi (Filarial nematode worm)	Metazoa (non-vertebrate)	Chromadorea	2850	0	ITPR	high	bma-itr-1	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9067	RYR	1714	160	0	not_asked	0		correct_paralog	ITPR	correct_paralog	ITPR	38	0	1	4	ITPR	ITPR	v4+s20	1
A0A0K0EWY3	Strongyloides venezuelensis (Threadworm)	Metazoa (non-vertebrate)	Chromadorea	2987	0	ITPR	high		Inositol 1,4,5-trisphosphate receptor	ITPR	0.8471	RYR	994	152	0	not_asked	0		absent		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	v4+s20	1
A0A0K0FNZ1	Strongyloides venezuelensis (Threadworm)	Metazoa (non-vertebrate)	Chromadorea	5313	0	RYR	high		Ryanodine receptor 1 (inferred by orthology to a human protein)	RYR	0.908	ITPR	175	1903	0	not_asked	0		absent		correct_paralog	RYR	38	1	1	4	RYR	RYR	v4+s20	1
A0A0L0BUZ9	Lucilia cuprina (Green bottle fly) (Australian sheep blowfly)	Metazoa (non-vertebrate)	Insecta	5136	0	RYR	high	FF38_06409	Ryanodine receptor 44F	RYR	0.9448	ITPR	176	3187	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	v4+s20	1
A0A0L0CKU0	Lucilia cuprina (Green bottle fly) (Australian sheep blowfly)	Metazoa (non-vertebrate)	Insecta	2810	0	ITPR	high	FF38_03739	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9472	RYR	3161	167	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	v4+s20	1
A0A0L0D838	Thecamonas trahens ATCC 50062	Eukaryota (other)		2895	0	ITPR	high	AMSG_04834	Inositol 1,4,5-trisphosphate receptor type 3	ITPR	0.3458	RYR	214	140	0	not_asked	0		placeholder		correct_paralog	ITPR3	38	1	1	2	ITPR	ITPR	v4+s20	1
A0A0L0DIL6	Thecamonas trahens ATCC 50062	Eukaryota (other)		3179	0	ITPR	high	AMSG_00953	Uncharacterized protein	ITPR	0.2523	RYR	218	163	0	not_asked	0		placeholder		placeholder		38	1	0	2	ITPR	ITPR	v4+s20	1
A0A0L7LMR0	Operophtera brumata (Winter moth) (Phalaena brumata)	Metazoa (non-vertebrate)	Insecta	3507	0	RYR	high	OBRU01_01730	Ryanodine receptor 44F	RYR	0.8805	ITPR	86.3	722	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	0	2	RYR	RYR	v4+s20	1
A0A0L7R9I1	Habropoda laboriosa	Metazoa (non-vertebrate)	Insecta	2988	0	ITPR	high	WH47_10941	Inositol 1,4,5-trisphosphate receptor	ITPR	0.92	RYR	2125	170	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	v4+s20	1
A0A0M0J4V2	Chrysochromulina tobinii	Eukaryota (other)		3272	0	ITPR	high	Ctob_001957	Ryanodine receptor tm 4-6 family protein	ITPR	0.1675	RYR	191	159	0	not_asked	0		placeholder		wrong_family	RYR	38	1	1	2	ITPR	ITPR	v4+s20	1
A0A0M3HW48	Ascaris lumbricoides (Giant roundworm)	Metazoa (non-vertebrate)	Chromadorea	2879	0	ITPR	high		Inositol 1,4,5-trisphosphate receptor	ITPR	0.9213	RYR	1918	151	0	not_asked	0		absent		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	v4+s20	1
A0A0M4EUA4	Drosophila busckii (Fruit fly)	Metazoa (non-vertebrate)	Insecta	2843	0	ITPR	high	Dbus_chr3Rg1392	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9476	RYR	3130	164	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	v4+s20	1
A0A0M8ZYB0	Melipona quadrifasciata	Metazoa (non-vertebrate)	Insecta	5082	0	RYR	high	WN51_13662	Ryanodine receptor 44F	RYR	0.9531	ITPR	146	3116	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	v4+s20	1
A0A0N0BFT7	Melipona quadrifasciata	Metazoa (non-vertebrate)	Insecta	2689	0	ITPR	high	WN51_13890	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9534	RYR	2683	125	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	v4+s20	1
A0A0N0DTZ2	Leptomonas pyrrhocoris (Firebug parasite)	Discoba	Kinetoplastea	2978	0	ITPR	high	ABB37_06626	MIR domain-containing protein	no_call	0.044	ITPR	152	159	0	not_asked	0		placeholder		family_unnamed		38	1	1	2	ITPR	ITPR	v4+s20	1
A0A0N0P7Y1	Leptomonas seymouri	Discoba	Kinetoplastea	2946	0	ITPR	high	ABL78_1548	MIR domain-containing protein	no_call	0.0316	RYR	158	153	0	not_asked	0		placeholder		family_unnamed		38	1	1	2	ITPR	ITPR	v4+s20	1
A0A0N1IGP3	Papilio machaon (Old World swallowtail butterfly)	Metazoa (non-vertebrate)	Insecta	2911	0	ITPR	high	RR48_05931	Chymotrypsin (EC 3.4.21.1)	ITPR	0.929	RYR	2437	173	0	not_asked	0		placeholder		family_unnamed		38	1	1	4	ITPR	ITPR	v4+s20	1
A0A0N1PDU9	Leptomonas seymouri	Discoba	Kinetoplastea	3823	0	ITPR	high	ABL78_3014	Uncharacterized protein	ITPR	0.3166	RYR	259	177	0	not_asked	0		placeholder		placeholder		38	1	1	2	unassigned	ITPR	v4+s20	1
A0A0N1PF50	Papilio xuthus (Asian swallowtail butterfly)	Metazoa (non-vertebrate)	Insecta	2362	0	ITPR	high	RR46_01024	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9272	RYR	2224	162	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	0	2	ITPR	ITPR	v4+s20	1
A0A0N4V1U6	Enterobius vermicularis (Human pinworm)	Metazoa (non-vertebrate)	Chromadorea	2974	0	RYR	high	EVEC_LOCUS3651	EF-hand domain-containing protein	RYR	0.6728	ITPR	177	541	0	not_asked	0		placeholder		family_unnamed		38	1	0	2	RYR	RYR	v4+s20	1
A0A0N4V2Y0	Enterobius vermicularis (Human pinworm)	Metazoa (non-vertebrate)	Chromadorea	2709	0	ITPR	high	EVEC_LOCUS4090	Inositol 1,4,5-trisphosphate receptor	ITPR	0.916	RYR	1833	154	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	v4+s20	1
A0A0N4ZIS5	Parastrongyloides trichosuri (Possum-specific nematode worm)	Metazoa (non-vertebrate)	Chromadorea	2933	0	ITPR	high		Inositol 1,4,5-trisphosphate receptor	ITPR	0.912	RYR	1750	154	0	not_asked	0		absent		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	v4+s20	1
A0A0N4ZPH7	Parastrongyloides trichosuri (Possum-specific nematode worm)	Metazoa (non-vertebrate)	Chromadorea	5293	0	RYR	high		Ryanodine receptor 44F	RYR	0.8829	ITPR	173	1477	0	not_asked	0		absent		correct_paralog	RYR	38	1	1	4	RYR	RYR	v4+s20	1
A0A0N5AR96	Syphacia muris	Metazoa (non-vertebrate)	Chromadorea	4873	0	RYR	high		Ryanodine receptor	RYR	0.9113	ITPR	168	1894	0	not_asked	0		absent		correct_paralog	RYR	38	1	1	4	RYR	RYR	v4+s20	1
A0A0N5BIM7	Strongyloides papillosus (Intestinal threadworm)	Metazoa (non-vertebrate)	Chromadorea	5177	0	RYR	high		Ryanodine receptor 44F	RYR	0.8802	ITPR	174	1452	0	not_asked	0		absent		correct_paralog	RYR	38	1	1	4	RYR	RYR	v4+s20	1
A0A0N5C5P1	Strongyloides papillosus (Intestinal threadworm)	Metazoa (non-vertebrate)	Chromadorea	2898	0	ITPR	high		Inositol 1,4,5-trisphosphate receptor	ITPR	0.8977	RYR	1486	152	0	not_asked	0		absent		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	v4+s20	1
A0A0N5CZR3	Thelazia callipaeda (Oriental eyeworm) (Parasitic nematode)	Metazoa (non-vertebrate)	Chromadorea	3363	0	RYR	high	TCLT_LOCUS5985	Ryanodine receptor	RYR	0.9267	ITPR	101	1378	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	3	RYR	RYR	v4+s20	1
A0A0N7JQQ1	Spodoptera exigua (Beet armyworm) (Noctua fulgens)	Metazoa (non-vertebrate)	Insecta	5140	0	RYR	high	RyR	Ryanodine receptor	RYR	0.9447	ITPR	178	3217	0	not_asked	0		correct_paralog	RYR	correct_paralog	RYR	38	0	1	4	RYR	RYR	both	1
A0A0P0QLR0	Spodoptera exigua (Beet armyworm) (Noctua fulgens)	Metazoa (non-vertebrate)	Insecta	5140	0	RYR	high	RyR	Ryanodine receptor	RYR	0.9446	ITPR	178	3212	0	not_asked	0		correct_paralog	RYR	correct_paralog	RYR	38	0	1	4	RYR	RYR	both	1
A0A0P0QLS4	Spodoptera exigua (Beet armyworm) (Noctua fulgens)	Metazoa (non-vertebrate)	Insecta	5140	0	RYR	high	RyR	Ryanodine receptor	RYR	0.9446	ITPR	178	3214	0	not_asked	0		correct_paralog	RYR	correct_paralog	RYR	38	0	1	4	RYR	RYR	both	1
A0A0P0QLT4	Spodoptera exigua (Beet armyworm) (Noctua fulgens)	Metazoa (non-vertebrate)	Insecta	5140	0	RYR	high	RyR	Ryanodine receptor	RYR	0.9445	ITPR	178	3207	0	not_asked	0		correct_paralog	RYR	correct_paralog	RYR	38	0	1	4	RYR	RYR	both	1
A0A0P0QLU2	Spodoptera exigua (Beet armyworm) (Noctua fulgens)	Metazoa (non-vertebrate)	Insecta	5140	0	RYR	high	RyR	Ryanodine receptor	RYR	0.9445	ITPR	178	3210	0	not_asked	0		correct_paralog	RYR	correct_paralog	RYR	38	0	1	4	RYR	RYR	both	1
A0A0P0QM12	Spodoptera exigua (Beet armyworm) (Noctua fulgens)	Metazoa (non-vertebrate)	Insecta	5140	0	RYR	high	RyR	Ryanodine receptor	RYR	0.9445	ITPR	178	3207	0	not_asked	0		correct_paralog	RYR	correct_paralog	RYR	38	0	1	4	RYR	RYR	both	1
A0A0P0QM17	Spodoptera exigua (Beet armyworm) (Noctua fulgens)	Metazoa (non-vertebrate)	Insecta	5140	0	RYR	high	RyR	Ryanodine receptor	RYR	0.9447	ITPR	178	3216	0	not_asked	0		correct_paralog	RYR	correct_paralog	RYR	38	0	1	4	RYR	RYR	both	1
A0A0P0QM29	Spodoptera exigua (Beet armyworm) (Noctua fulgens)	Metazoa (non-vertebrate)	Insecta	5140	0	RYR	high	RyR	Ryanodine receptor	RYR	0.9444	ITPR	178	3201	0	not_asked	0		correct_paralog	RYR	correct_paralog	RYR	38	0	1	4	RYR	RYR	both	1
A0A0P0QM31	Spodoptera exigua (Beet armyworm) (Noctua fulgens)	Metazoa (non-vertebrate)	Insecta	5140	0	RYR	high	RyR	Ryanodine receptor	RYR	0.9446	ITPR	178	3213	0	not_asked	0		correct_paralog	RYR	correct_paralog	RYR	38	0	1	4	RYR	RYR	both	1
A0A0P0QM39	Spodoptera exigua (Beet armyworm) (Noctua fulgens)	Metazoa (non-vertebrate)	Insecta	5141	0	RYR	high	RyR	Ryanodine receptor	RYR	0.9443	ITPR	178	3198	0	not_asked	0		correct_paralog	RYR	correct_paralog	RYR	38	0	1	4	RYR	RYR	both	1
A0A0P5ZUN0	Daphnia magna	Metazoa (non-vertebrate)	Branchiopoda	2851	0	ITPR	high	APZ42_022906	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9474	RYR	3214	169	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	v4+s20	1
A0A0P6JSC5	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	Metazoa (non-vertebrate)	Insecta	2912	0	ITPR	high		Inositol 1,4,5-trisphosphate receptor	ITPR	0.9131	RYR	1876	163	0	not_asked	0		absent		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A0P8XXF5	Drosophila ananassae (Fruit fly)	Metazoa (non-vertebrate)	Insecta	2829	0	ITPR	high	Dana\GF17257	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9471	RYR	3118	165	0	not_asked	0		family_unnamed		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A0Q3M5Z0	Amazona aestiva (Blue-fronted Amazon parrot)	Vertebrata	Aves	2601	0	RYR	high	AAES_119655	Ryanodine receptor 2	RYR	0.9793	ITPR	89.7	4327	1	RYR2	0.3081	RYR1	placeholder		paralog_unspecified	RYR	38	1	1	3	RYR	RYR	both	1
A0A0Q3PWY1	Amazona aestiva (Blue-fronted Amazon parrot)	Vertebrata	Aves	4375	0	RYR	high	AAES_38931	Ryanodine receptor 3 (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodin	RYR	0.9222	ITPR	175	2250	1	RYR2	0.1929	RYR1	placeholder		paralog_not_callable	RYR3	38	1	1	4	RYR	RYR	both	1
A0A0Q3WVF0	Amazona aestiva (Blue-fronted Amazon parrot)	Vertebrata	Aves	2462	0	ITPR	high	AAES_32080	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9828	RYR	4987	85.9	1	ITPR3	0.3694	ITPR2	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A0Q3X8E3	Amazona aestiva (Blue-fronted Amazon parrot)	Vertebrata	Aves	2228	0	ITPR	high	AAES_19388	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9771	RYR	4463	102	1	ITPR2	0.3204	ITPR1	placeholder		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0A0Q5WB49	Drosophila erecta (Fruit fly)	Metazoa (non-vertebrate)	Insecta	5127	0	RYR	high	Dere\GG23389	Ryanodine receptor	RYR	0.9451	ITPR	174	3167	0	not_asked	0		family_unnamed		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0A0Q5WBQ6	Drosophila erecta (Fruit fly)	Metazoa (non-vertebrate)	Insecta	3954	0	RYR	high	Dere\GG23389	B30.2/SPRY domain-containing protein	RYR	0.9448	ITPR	175	3169	0	not_asked	0		family_unnamed		family_unnamed		38	1	0	2	RYR	RYR	both	1
A0A0Q5WBQ7	Drosophila erecta (Fruit fly)	Metazoa (non-vertebrate)	Insecta	5130	0	RYR	high	Dere\GG23389	Ryanodine receptor	RYR	0.9442	ITPR	175	3134	0	not_asked	0		family_unnamed		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0A0Q5WBR3	Drosophila erecta (Fruit fly)	Metazoa (non-vertebrate)	Insecta	5116	0	RYR	high	Dere\GG23389	Ryanodine receptor	RYR	0.945	ITPR	174	3162	0	not_asked	0		family_unnamed		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0A0Q5WBT3	Drosophila erecta (Fruit fly)	Metazoa (non-vertebrate)	Insecta	5109	0	RYR	high	Dere\GG23389	Ryanodine receptor	RYR	0.945	ITPR	174	3166	0	not_asked	0		family_unnamed		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0A0Q5WBT8	Drosophila erecta (Fruit fly)	Metazoa (non-vertebrate)	Insecta	5130	0	RYR	high	Dere\GG23389	Ryanodine receptor	RYR	0.945	ITPR	174	3164	0	not_asked	0		family_unnamed		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
