accession	call	confidence	reason	arch_call	symbol_class	conflict	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams	source
A0A087UUA3	unassigned	none	itpr_arch_weak=1/5	unassigned		0	X975_03094	Inositol 1,4,5-trisphosphate receptor type 1	Stegodyphus mimosarum (African social velvet spider)	407821	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Arachnida	Araneae	Eresidae	290	0	fragment	0	Predicted	1	PF01365	PF01365	1		both
A0A087UUA7	unassigned	none	itpr_arch_weak=1/5	unassigned		0	X975_03098	Inositol 1,4,5-trisphosphate receptor	Stegodyphus mimosarum (African social velvet spider)	407821	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Arachnida	Araneae	Eresidae	264	0	fragment	0	Predicted	1	PF08454	PF08454	1		both
A0A087V716	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N312_12170	Ryanodine receptor 2	Balearica regulorum gibbericeps (East African grey crowned-crane)	100784	Vertebrata	Metazoa	Chordata	Aves	Gruiformes	Gruidae	73	0	fragment	0	Predicted	1	PF08709	PF08709	1		both
A0A087V7R1	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N312_12823	Ryanodine receptor 3	Balearica regulorum gibbericeps (East African grey crowned-crane)	100784	Vertebrata	Metazoa	Chordata	Aves	Gruiformes	Gruidae	76	0	fragment	0	Predicted	1	PF08709	PF08709	1		both
A0A087VFN4	RYR	medium	ryr_pfam=PF21119	RYR		0	N312_03192	Ryanodine receptor 2	Balearica regulorum gibbericeps (East African grey crowned-crane)	100784	Vertebrata	Metazoa	Chordata	Aves	Gruiformes	Gruidae	273	0	fragment	0	Predicted	1	PF01365	PF01365;PF21119	1	PF21119	both
A0A087VQE3	unassigned	none	itpr_arch_partial=3/5	unassigned		0	N312_09773	Inositol 1,4,5-trisphosphate receptor	Balearica regulorum gibbericeps (East African grey crowned-crane)	100784	Vertebrata	Metazoa	Chordata	Aves	Gruiformes	Gruidae	1637	0	fragment	0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		both
A0A087XJU3	ITPR	medium	itpr_arch_partial=4/5;length_in_band	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Poecilia formosa (Amazon molly) (Limia formosa)	48698	Vertebrata	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	2426	1		0	Inferred from homology	0	PF01365;PF08454	PF00520;PF01365;PF02815;PF08454	4		both
A0A087XLG9	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Uncharacterized protein	Poecilia formosa (Amazon molly) (Limia formosa)	48698	Vertebrata	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	3549	1		0	Predicted	0	PF01365;PF08454	PF00520;PF00622;PF01365;PF02026;PF06459;PF08454;PF21119	3	PF00622;PF02026;PF06459;PF21119	both
A0A087XPK2	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Poecilia formosa (Amazon molly) (Limia formosa)	48698	Vertebrata	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	2693	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A087Y2Z5	unassigned	none	itpr_arch_partial=3/5	unassigned		0		Inositol 1,4,5-trisphosphate receptor	Poecilia formosa (Amazon molly) (Limia formosa)	48698	Vertebrata	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	1517	0		0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		both
A0A087Y437	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 3 (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodin	Poecilia formosa (Amazon molly) (Limia formosa)	48698	Vertebrata	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	4867	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A087YBV3	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Poecilia formosa (Amazon molly) (Limia formosa)	48698	Vertebrata	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	4258	0		0	Predicted	0	PF01365;PF08454	PF00520;PF00622;PF01365;PF02026;PF06459;PF08454;PF21119	3	PF00622;PF02026;PF06459;PF21119	both
A0A087YDC8	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Poecilia formosa (Amazon molly) (Limia formosa)	48698	Vertebrata	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	2684	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A087YHP3	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 3	Poecilia formosa (Amazon molly) (Limia formosa)	48698	Vertebrata	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	4852	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A087YKM4	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 2	Poecilia formosa (Amazon molly) (Limia formosa)	48698	Vertebrata	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	4896	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A087YMU7	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 1	Poecilia formosa (Amazon molly) (Limia formosa)	48698	Vertebrata	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	4998	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A089FYX0	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor	Grapholitha molesta	499550	Metazoa (non-vertebrate)	Metazoa	Arthropoda	Insecta	Lepidoptera	Tortricidae	5133	0		0	Evidence at transcript level	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A090KQI1	ITPR	high	itpr_arch_complete	ITPR		0	SRAE_X000152300	Inositol 1,4,5-trisphosphate receptor	Strongyloides ratti (Parasitic roundworm)	34506	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Strongyloididae	2979	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A090MUA7	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0	SRAE_1000038700	Ryanodine receptor 1	Strongyloides ratti (Parasitic roundworm)	34506	Metazoa (non-vertebrate)	Metazoa	Nematoda	Chromadorea	Rhabditida	Strongyloididae	5303	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A091CU82	ITPR	high	itpr_arch_complete	ITPR		0	H920_17057	Inositol 1,4,5-trisphosphate receptor	Fukomys damarensis (Damaraland mole rat) (Cryptomys damarensis)	885580	Vertebrata	Metazoa	Chordata	Mammalia	Rodentia	Bathyergidae	2857	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00085;PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A091CUD0	ITPR	high	itpr_arch_complete	ITPR		0	H920_15467	Inositol 1,4,5-trisphosphate receptor	Fukomys damarensis (Damaraland mole rat) (Cryptomys damarensis)	885580	Vertebrata	Metazoa	Chordata	Mammalia	Rodentia	Bathyergidae	2613	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A091DH65	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0	H920_08983	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Fukomys damarensis (Damaraland mole rat) (Cryptomys damarensis)	885580	Vertebrata	Metazoa	Chordata	Mammalia	Rodentia	Bathyergidae	4775	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A091DQ63	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0	H920_04388	Ryanodine receptor 2	Fukomys damarensis (Damaraland mole rat) (Cryptomys damarensis)	885580	Vertebrata	Metazoa	Chordata	Mammalia	Rodentia	Bathyergidae	4980	0	fragment	0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
A0A091DQZ5	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0	H920_05514	Ryanodine receptor 3	Fukomys damarensis (Damaraland mole rat) (Cryptomys damarensis)	885580	Vertebrata	Metazoa	Chordata	Mammalia	Rodentia	Bathyergidae	4208	0		0	Predicted	0	PF01365;PF08454	PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF21119	3	PF00622;PF02026;PF06459;PF21119	both
A0A091DZN5	ITPR	high	itpr_arch_complete	ITPR		0	H920_02006	Inositol 1,4,5-trisphosphate receptor	Fukomys damarensis (Damaraland mole rat) (Cryptomys damarensis)	885580	Vertebrata	Metazoa	Chordata	Mammalia	Rodentia	Bathyergidae	2780	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A091ELT2	unassigned	none	itpr_arch_weak=1/5	unassigned		0	H920_02005	Inositol 1,4,5-trisphosphate receptor type 2	Fukomys damarensis (Damaraland mole rat) (Cryptomys damarensis)	885580	Vertebrata	Metazoa	Chordata	Mammalia	Rodentia	Bathyergidae	86	0		0	Predicted	1	PF08709	PF08709	1		both
A0A091EW40	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N302_14464	Ryanodine receptor 2	Corvus brachyrhynchos (American crow)	85066	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Corvidae	73	0	fragment	0	Predicted	1	PF08709	PF08709	1		both
A0A091F903	ITPR	high	itpr_arch_complete	ITPR		0	N302_05177	Inositol 1,4,5-trisphosphate receptor	Corvus brachyrhynchos (American crow)	85066	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Corvidae	2663	1	fragment	0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A091G574	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N303_13424	Ryanodine receptor 2	Cuculus canorus (Common cuckoo)	55661	Vertebrata	Metazoa	Chordata	Aves	Cuculiformes	Cuculidae	73	0	fragment	0	Predicted	1	PF08709	PF08709	1		both
A0A091GC17	RYR	high	ryr_pfam=PF00622+PF02026+PF21119	RYR		0	N303_00742	Ryanodine receptor 2	Cuculus canorus (Common cuckoo)	55661	Vertebrata	Metazoa	Chordata	Aves	Cuculiformes	Cuculidae	2957	1	fragment	0	Predicted	0	PF01365	PF00622;PF01365;PF02026;PF02815;PF21119	2	PF00622;PF02026;PF21119	both
A0A091GVF9	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N320_00053	Ryanodine receptor 3	Buceros rhinoceros silvestris	175836	Vertebrata	Metazoa	Chordata	Aves	Bucerotiformes	Bucerotidae	76	0	fragment	0	Predicted	1	PF08709	PF08709	1		both
A0A091H544	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N320_02922	Inositol 1,4,5-trisphosphate receptor	Buceros rhinoceros silvestris	175836	Vertebrata	Metazoa	Chordata	Aves	Bucerotiformes	Bucerotidae	285	0	fragment	0	Inferred from homology	1	PF01365	PF01365	1		both
A0A091H7S9	RYR	medium	ryr_pfam=PF21119	RYR		0	N320_00176	Ryanodine receptor 2	Buceros rhinoceros silvestris	175836	Vertebrata	Metazoa	Chordata	Aves	Bucerotiformes	Bucerotidae	244	0	fragment	0	Predicted	1	PF01365	PF01365;PF21119	1	PF21119	both
A0A091H8B4	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N320_06306	Ryanodine receptor 2	Buceros rhinoceros silvestris	175836	Vertebrata	Metazoa	Chordata	Aves	Bucerotiformes	Bucerotidae	73	0	fragment	0	Predicted	1	PF08709	PF08709	1		both
A0A091HBJ0	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N320_00704	Inositol 1,4,5-trisphosphate receptor type 1	Buceros rhinoceros silvestris	175836	Vertebrata	Metazoa	Chordata	Aves	Bucerotiformes	Bucerotidae	272	0	fragment	0	Predicted	1	PF01365	PF01365	1		both
A0A091HSL2	ITPR	high	itpr_arch_complete	ITPR		0	N300_07903	Inositol 1,4,5-trisphosphate receptor	Calypte anna (Anna's hummingbird) (Archilochus anna)	9244	Vertebrata	Metazoa	Chordata	Aves	Apodiformes	Trochilidae	2675	1	fragment	0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A091I5D1	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N300_14337	Ryanodine receptor 2	Calypte anna (Anna's hummingbird) (Archilochus anna)	9244	Vertebrata	Metazoa	Chordata	Aves	Apodiformes	Trochilidae	73	0	fragment	0	Predicted	1	PF08709	PF08709	1		both
A0A091IH39	ITPR	high	itpr_arch_complete	ITPR		0	N300_04391	Inositol 1,4,5-trisphosphate receptor	Calypte anna (Anna's hummingbird) (Archilochus anna)	9244	Vertebrata	Metazoa	Chordata	Aves	Apodiformes	Trochilidae	2706	1	fragment	0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A091IQT4	ITPR	high	itpr_arch_complete	ITPR		0	Z169_15590	Inositol 1,4,5-trisphosphate receptor	Egretta garzetta (Little egret)	188379	Vertebrata	Metazoa	Chordata	Aves	Pelecaniformes	Ardeidae	2655	1	fragment	0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A091JKP9	unassigned	none	itpr_arch_weak=1/5	unassigned		0	Z169_01092	Ryanodine receptor 2	Egretta garzetta (Little egret)	188379	Vertebrata	Metazoa	Chordata	Aves	Pelecaniformes	Ardeidae	73	0	fragment	0	Predicted	1	PF08709	PF08709	1		both
A0A091JMH3	ITPR	high	itpr_arch_complete	ITPR		0	Z169_04880	Inositol 1,4,5-trisphosphate receptor	Egretta garzetta (Little egret)	188379	Vertebrata	Metazoa	Chordata	Aves	Pelecaniformes	Ardeidae	2722	1	fragment	0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A091JXL0	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N325_08962	Inositol 1,4,5-trisphosphate receptor	Colius striatus (Speckled mousebird)	57412	Vertebrata	Metazoa	Chordata	Aves	Coliiformes	Coliidae	285	0	fragment	0	Inferred from homology	1	PF01365	PF01365	1		both
A0A091K1S9	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N325_11028	Ryanodine receptor 2	Colius striatus (Speckled mousebird)	57412	Vertebrata	Metazoa	Chordata	Aves	Coliiformes	Coliidae	48	0	fragment	0	Predicted	1	PF08709	PF08709	1		both
A0A091KHQ0	ITPR	high	itpr_arch_complete	ITPR		0	N324_08499	Inositol 1,4,5-trisphosphate receptor	Chlamydotis macqueenii (Macqueen's bustard)	187382	Vertebrata	Metazoa	Chordata	Aves	Otidiformes	Otididae	2688	1	fragment	0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A091KKT7	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N324_01278	Ryanodine receptor 2	Chlamydotis macqueenii (Macqueen's bustard)	187382	Vertebrata	Metazoa	Chordata	Aves	Otidiformes	Otididae	40	0	fragment	0	Predicted	1	PF08709	PF08709	1		both
A0A091KPA8	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N325_08049	Ryanodine receptor 3	Colius striatus (Speckled mousebird)	57412	Vertebrata	Metazoa	Chordata	Aves	Coliiformes	Coliidae	76	0	fragment	0	Predicted	1	PF08709	PF08709	1		both
A0A091KQH4	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N324_01020	Ryanodine receptor 3	Chlamydotis macqueenii (Macqueen's bustard)	187382	Vertebrata	Metazoa	Chordata	Aves	Otidiformes	Otididae	76	0	fragment	0	Predicted	1	PF08709	PF08709	1		both
A0A091KRZ0	unassigned	none	itpr_arch_partial=3/5	unassigned		0	N324_12012	Inositol 1,4,5-trisphosphate receptor	Chlamydotis macqueenii (Macqueen's bustard)	187382	Vertebrata	Metazoa	Chordata	Aves	Otidiformes	Otididae	1640	0	fragment	0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		both
A0A091KYC0	RYR	medium	ryr_pfam=PF21119	RYR		0	N324_05619	Ryanodine receptor 3	Chlamydotis macqueenii (Macqueen's bustard)	187382	Vertebrata	Metazoa	Chordata	Aves	Otidiformes	Otididae	248	0	fragment	0	Predicted	1	PF01365	PF01365;PF21119	1	PF21119	both
A0A091L2J7	RYR	medium	ryr_pfam=PF21119	RYR		0	N325_10117	Ryanodine receptor 2	Colius striatus (Speckled mousebird)	57412	Vertebrata	Metazoa	Chordata	Aves	Coliiformes	Coliidae	264	0	fragment	0	Predicted	1	PF01365	PF01365;PF21119	1	PF21119	both
A0A091LFC2	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N323_11534	Ryanodine receptor 3	Cathartes aura (Turkey vulture) (Vultur aura)	43455	Vertebrata	Metazoa	Chordata	Aves	Accipitriformes	Cathartidae	76	0	fragment	0	Predicted	1	PF08709	PF08709	1		both
A0A091LRX3	RYR	high	ryr_pfam=PF00622+PF02026+PF21119	RYR		0	N322_11888	Ryanodine receptor 3	Cariama cristata (Red-legged seriema)	54380	Vertebrata	Metazoa	Chordata	Aves	Cariamiformes	Cariamidae	3275	1	fragment	0	Predicted	0	PF01365	PF00622;PF01365;PF02026;PF21119	1	PF00622;PF02026;PF21119	both
A0A091LX29	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N322_07258	Inositol 1,4,5-trisphosphate receptor	Cariama cristata (Red-legged seriema)	54380	Vertebrata	Metazoa	Chordata	Aves	Cariamiformes	Cariamidae	285	0	fragment	0	Inferred from homology	1	PF01365	PF01365	1		both
A0A091MA22	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N323_04027	Inositol 1,4,5-trisphosphate receptor	Cathartes aura (Turkey vulture) (Vultur aura)	43455	Vertebrata	Metazoa	Chordata	Aves	Accipitriformes	Cathartidae	285	0	fragment	0	Inferred from homology	1	PF01365	PF01365	1		both
A0A091MBN6	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N310_03451	Ryanodine receptor 3	Acanthisitta chloris (rifleman)	57068	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Acanthisittidae	76	0	fragment	0	Predicted	1	PF08709	PF08709	1		both
A0A091MWX3	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N311_03730	Ryanodine receptor 3	Apaloderma vittatum (Bar-tailed trogon)	57397	Vertebrata	Metazoa	Chordata	Aves	Trogoniformes	Trogonidae	76	0	fragment	0	Predicted	1	PF08709	PF08709	1		both
A0A091NN28	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N311_00832	Inositol 1,4,5-trisphosphate receptor	Apaloderma vittatum (Bar-tailed trogon)	57397	Vertebrata	Metazoa	Chordata	Aves	Trogoniformes	Trogonidae	285	0	fragment	0	Inferred from homology	1	PF01365	PF01365	1		both
A0A091NUY9	RYR	medium	ryr_pfam=PF21119	RYR		0	N310_05866	Ryanodine receptor 3	Acanthisitta chloris (rifleman)	57068	Vertebrata	Metazoa	Chordata	Aves	Passeriformes	Acanthisittidae	239	0	fragment	0	Predicted	1	PF01365	PF01365;PF21119	1	PF21119	both
A0A091P2X3	ITPR	low	itpr_arch_weak=1/5;symbol=ITPR	unassigned	ITPR	0	Itpr2_1	Inositol 1,4,5-trisphosphate receptor	Haliaeetus albicilla (White-tailed sea-eagle) (Falco albicilla)	8969	Vertebrata	Metazoa	Chordata	Aves	Accipitriformes	Accipitridae	285	0	fragment	0	Inferred from homology	1	PF01365	PF01365	1		both
A0A091Q5I4	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N330_12371	Inositol 1,4,5-trisphosphate receptor	Leptosomus discolor (Madagascar cuckoo roller) (Cuculus discolor)	188344	Vertebrata	Metazoa	Chordata	Aves	Leptosomiformes	Leptosomidae	285	0	fragment	0	Inferred from homology	1	PF01365	PF01365	1		both
A0A091Q7E5	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N330_03302	Ryanodine receptor 3	Leptosomus discolor (Madagascar cuckoo roller) (Cuculus discolor)	188344	Vertebrata	Metazoa	Chordata	Aves	Leptosomiformes	Leptosomidae	76	0	fragment	0	Predicted	1	PF08709	PF08709	1		both
A0A091QEF9	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N331_03182	Ryanodine receptor 3	Merops nubicus (Northern carmine bee-eater)	57421	Vertebrata	Metazoa	Chordata	Aves	Coraciiformes	Meropidae	76	0	fragment	0	Predicted	1	PF08709	PF08709	1		both
A0A091QIL7	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N331_08892	Ryanodine receptor 2	Merops nubicus (Northern carmine bee-eater)	57421	Vertebrata	Metazoa	Chordata	Aves	Coraciiformes	Meropidae	73	0	fragment	0	Predicted	1	PF08709	PF08709	1		both
A0A091QV28	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N332_01915	Ryanodine receptor 2	Mesitornis unicolor (brown roatelo)	54374	Vertebrata	Metazoa	Chordata	Aves	Mesitornithiformes	Mesitornithidae	73	0	fragment	0	Predicted	1	PF08709	PF08709	1		both
A0A091R441	RYR	high	ryr_pfam=PF00622+PF02026+PF21119	RYR		0	N331_12283	Ryanodine receptor 2	Merops nubicus (Northern carmine bee-eater)	57421	Vertebrata	Metazoa	Chordata	Aves	Coraciiformes	Meropidae	3600	1	fragment	0	Predicted	0	PF01365;PF08709	PF00622;PF01365;PF02026;PF02815;PF08709;PF21119	3	PF00622;PF02026;PF21119	both
A0A091R4W2	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N331_01437	Inositol 1,4,5-trisphosphate receptor	Merops nubicus (Northern carmine bee-eater)	57421	Vertebrata	Metazoa	Chordata	Aves	Coraciiformes	Meropidae	285	0	fragment	0	Inferred from homology	1	PF01365	PF01365	1		both
A0A091R7I3	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N331_12848	Inositol 1,4,5-trisphosphate receptor type 3	Merops nubicus (Northern carmine bee-eater)	57421	Vertebrata	Metazoa	Chordata	Aves	Coraciiformes	Meropidae	270	0	fragment	0	Predicted	1	PF01365	PF01365	1		both
A0A091RIJ3	unassigned	none	itpr_arch_partial=3/5	unassigned		0	N332_06129	Inositol 1,4,5-trisphosphate receptor	Mesitornis unicolor (brown roatelo)	54374	Vertebrata	Metazoa	Chordata	Aves	Mesitornithiformes	Mesitornithidae	1637	0	fragment	0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		both
A0A091RUZ4	RYR	medium	ryr_pfam=PF21119	RYR		0	N333_03448	Ryanodine receptor 2	Nestor notabilis (Kea)	176057	Vertebrata	Metazoa	Chordata	Aves	Psittaciformes	Psittacidae	251	0	fragment	0	Predicted	1	PF01365	PF01365;PF21119	1	PF21119	both
A0A091RWL8	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N333_11579	Ryanodine receptor 2	Nestor notabilis (Kea)	176057	Vertebrata	Metazoa	Chordata	Aves	Psittaciformes	Psittacidae	73	0	fragment	0	Predicted	1	PF08709	PF08709	1		both
A0A091S5A7	ITPR	high	itpr_arch_complete	ITPR		0	N333_13397	Inositol 1,4,5-trisphosphate receptor	Nestor notabilis (Kea)	176057	Vertebrata	Metazoa	Chordata	Aves	Psittaciformes	Psittacidae	2753	1	fragment	0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
A0A091S5Y6	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N333_01126	Ryanodine receptor 3	Nestor notabilis (Kea)	176057	Vertebrata	Metazoa	Chordata	Aves	Psittaciformes	Psittacidae	76	0	fragment	0	Predicted	1	PF08709	PF08709	1		both
A0A091SMG4	unassigned	none	itpr_arch_weak=1/5	unassigned		0	N334_01061	Ryanodine receptor 3	Pelecanus crispus (Dalmatian pelican)	36300	Vertebrata	Metazoa	Chordata	Aves	Pelecaniformes	Pelecanidae	76	0	fragment	0	Predicted	1	PF08709	PF08709	1		both
A0A091SNX7	unassigned	none	itpr_arch_partial=3/5	unassigned		0	N334_10088	Inositol 1,4,5-trisphosphate receptor	Pelecanus crispus (Dalmatian pelican)	36300	Vertebrata	Metazoa	Chordata	Aves	Pelecaniformes	Pelecanidae	1650	0	fragment	0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		both
