accession	call	confidence	rule	core	gene	species	taxon_id	group	phylum	class	order	length
W8B8C9	ITPR	high	longest per species	0	ITPR	Ceratitis capitata (Mediterranean fruit fly) (Tephritis capitata)	7213	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2872
A0AAJ6VKI8	ITPR	high	longest per species	0	LOC105359496	Ceratosolen solmsi marchali	326594	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	2820
A0A8J2M9V3	ITPR	medium	longest per species	0	CJOHNSTONI_LOCUS8371	Cercopithifilaria johnstoni	2874296	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	2434
A0A9N9M9D7	ITPR	high	longest per species	0	CEUTPL_LOCUS331	Ceutorhynchus assimilis (cabbage seed weevil)	467358	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	2713
A0ABN8BA09	ITPR	high	longest per species	0	CHILSU_LOCUS6799	Chilo suppressalis (Asiatic rice borer moth)	168631	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	2707
A0A8J4XVZ7	ITPR	low	longest per species	0	ITPR1_1	Chionoecetes opilio (Atlantic snow crab) (Cancer opilio)	41210	Metazoa (non-vertebrate)	Arthropoda	Malacostraca	Decapoda	236
A0A9N9WYD0	ITPR	high	longest per species	0	CHIRRI_LOCUS13800	Chironomus riparius	315576	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2709
A0A9P0FTX1	ITPR	high	longest per species	0	CINC_LOCUS8495	Chrysodeixis includens (Soybean looper) (Pseudoplusia includens)	689277	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	2710
A0ABD2QH23	ITPR	low	longest per species	0	ITPR2	Cichlidogyrus casuarinus	1844966	Metazoa (non-vertebrate)	Platyhelminthes	Monogenea	Dactylogyridea	639
A0A8I6REX6	ITPR	high	longest per species	0		Cimex lectularius (Bed bug) (Acanthia lectularia)	79782	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	2735
A0A5E4MZD1	ITPR	high	longest per species	0	CINCED_3A015582	Cinara cedri	506608	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	3828
H2YYU4	ITPR	high	longest per species	0		Ciona savignyi (Pacific transparent sea squirt)	51511	Metazoa (non-vertebrate)	Chordata	Ascidiacea	Phlebobranchia	2776
A0ABP0G8H4	ITPR	high	longest per species	0	CVLEPA_LOCUS20152	Clavelina lepadiformis (Light-bulb sea squirt) (Ascidia lepadiformis)	159417	Metazoa (non-vertebrate)	Chordata	Ascidiacea	Aplousobranchia	2836
A0A8S1DS22	ITPR	high	longest per species	0	CLODIP_2_CD00020	Cloeon dipterum	197152	Metazoa (non-vertebrate)	Arthropoda	Insecta	Ephemeroptera	2745
A0A8T1MMW7	ITPR	medium	longest per species	0	CSKR_103133	Clonorchis sinensis (Chinese liver fluke)	79923	Metazoa (non-vertebrate)	Platyhelminthes	Trematoda	Opisthorchiida	2821
A0A1J1I8G9	ITPR	high	longest per species	0	putative	Clunio marinus	568069	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2689
A0A7M5V9X5	ITPR	high	longest per species	0		Clytia hemisphaerica	252671	Metazoa (non-vertebrate)	Cnidaria	Hydrozoa	Leptothecata	2739
A0A6L2Q503	ITPR	high	longest per species	0	Cfor_01649	Coptotermes formosanus (Formosan subterranean termite)	36987	Metazoa (non-vertebrate)	Arthropoda	Insecta	Blattodea	2742
W4VS92	ITPR	high	longest per species	0		Corethrella appendiculata	1370023	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2973
A0AAV7I3W7	ITPR	high	longest per species	0	ITPR83A	Cotesia glomerata (Lepidopteran parasitic wasp) (Apanteles glomeratus)	32391	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	2773
A0A8J5UYL7	ITPR	high	longest per species	0	G9C98_000036	Cotesia typhae	2053667	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	2810
A0A8B8F144	ITPR	high	longest per species	0	LOC111138392	Crassostrea virginica (Eastern oyster)	6565	Metazoa (non-vertebrate)	Mollusca	Bivalvia	Ostreida	2892
A0ABD2PGD6	ITPR	high	longest per species	0	HHI36_023360	Cryptolaemus montrouzieri	559131	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	2711
A0A2J7QR08	ITPR	high	longest per species	0	Itp-r83A	Cryptotermes secundus	105785	Metazoa (non-vertebrate)	Arthropoda	Insecta	Blattodea	2547
A0ABD1DU12	ITPR	high	longest per species	0	pipiens_005756	Culex pipiens pipiens (Northern house mosquito)	38569	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2917
A0AA36GZ85	ITPR	high	longest per species	0	CYNAS_LOCUS13094	Cylicocyclus nassatus (Nematode worm)	53992	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	2898
A0A195CBD1	ITPR	high	longest per species	0	ALC62_11715	Cyphomyrmex costatus	456900	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	2912
A0A8J2QXP1	ITPR	high	longest per species	0	DCHRY22_LOCUS9060	Danaus chrysippus (African queen)	151541	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	2726
A0A212FL15	ITPR	high	longest per species	0	KGM_214491B	Danaus plexippus plexippus	278856	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	2580
A0A0P5ZUN0	ITPR	high	longest per species	0	APZ42_022906	Daphnia magna	35525	Metazoa (non-vertebrate)	Arthropoda	Branchiopoda	Diplostraca	2851
E9H9P2	ITPR	high	longest per species	0	DAPPUDRAFT_227934	Daphnia pulex (Water flea)	6669	Metazoa (non-vertebrate)	Arthropoda	Branchiopoda	Diplostraca	2510
A0AAD5PX35	ITPR	high	longest per species	0	GHT06_010000	Daphnia sinensis	1820382	Metazoa (non-vertebrate)	Arthropoda	Branchiopoda	Diplostraca	2845
A0AAR5PI72	ITPR	high	longest per species	0		Dendroctonus ponderosae (Mountain pine beetle)	77166	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	2716
A0ACC1CHJ9	ITPR	high	longest per species	0	K1T71_013248	Dendrolimus kikuchii	765133	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	2700
A0ACM7Z4C8	ITPR	high	longest per species	0	Itpr	Dermacentor variabilis (American dog tick)	34621	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Ixodida	2725
A0A922HXT2	ITPR	high	longest per species	0	ITPR1_1	Dermatophagoides farinae (American house dust mite)	6954	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Sarcoptiformes	3487
A0ABQ8JTA7	ITPR	high	longest per species	0	ITPR1	Dermatophagoides pteronyssinus (European house dust mite)	6956	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Sarcoptiformes	3122
A0A9X0CMW0	ITPR	low	longest per species	0	IP3R	Desmophyllum pertusum	174260	Metazoa (non-vertebrate)	Cnidaria	Anthozoa	Scleractinia	455
A0A9N9SRZ5	ITPR	high	longest per species	0	DIABBA_LOCUS2163	Diabrotica balteata (Banded cucumber beetle)	107213	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	2737
A0ABM5JH36	ITPR	high	longest per species	0		Diabrotica virgifera virgifera (western corn rootworm)	50390	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	2755
A0A3Q0IVR9	ITPR	medium	longest per species	0	LOC103507937	Diaphorina citri (Asian citrus psyllid)	121845	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	2570
A0A9P0G179	ITPR	high	longest per species	0	DIATSA_LOCUS13421	Diatraea saccharalis (sugarcane borer)	40085	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	2654
A0A7I8V9P9	ITPR	medium	longest per species	0	DGYR_LOCUS1664	Dimorphilus gyrociliatus	2664684	Metazoa (non-vertebrate)	Annelida	Polychaeta		2772
A0A6P3Y8W6	ITPR	high	longest per species	0	LOC106750778	Dinoponera quadriceps (South American ant)	609295	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	2796
A0A3S3NU49	ITPR	high	longest per species	0	B4U79_11644	Dinothrombium tinctorium	1965070	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Trombidiformes	2889
A0A2A2LN25	ITPR	high	longest per species	0	WR25_26593	Diploscapter pachys	2018661	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	2637
A0AAD4MIP4	ITPR	high	longest per species	0	DdX_19300	Ditylenchus destructor	166010	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	3043
A0A915CQ64	ITPR	medium	longest per species	0		Ditylenchus dipsaci	166011	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	2955
A0A158Q3L2	ITPR	high	longest per species	0	DME_LOCUS6999	Dracunculus medinensis (Guinea worm)	318479	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	2564
A0A9D4G694	ITPR	high	longest per species	0	DPMN_137980	Dreissena polymorpha (Zebra mussel) (Mytilus polymorpha)	45954	Metazoa (non-vertebrate)	Mollusca	Bivalvia	Myida	2389
A0A9C6TD39	ITPR	high	longest per species	0	LOC117576871	Drosophila albomicans (Fruit fly)	7291	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2827
B3LZ38	ITPR	high	longest per species	0	Dana\GF17257	Drosophila ananassae (Fruit fly)	7217	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2838
A0A0M4EUA4	ITPR	high	longest per species	0	Dbus_chr3Rg1392	Drosophila busckii (Fruit fly)	30019	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2843
B3P2E7	ITPR	high	longest per species	0	Dere\GG12871	Drosophila erecta (Fruit fly)	7220	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2838
B4JHU9	ITPR	high	longest per species	0	Dgri\GH18600	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	7222	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2865
A0A3B0KF80	ITPR	high	longest per species	0	DGUA_6G016940	Drosophila guanche (Fruit fly)	7266	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2860
A0A6J2SX58	ITPR	high	longest per species	0	LOC115483351	Drosophila hydei (Fruit fly)	7224	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2845
A0A6P4I5M1	ITPR	high	longest per species	0	Itpr	Drosophila kikkawai (Fruit fly)	30033	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2829
A0A6J2TKC6	ITPR	high	longest per species	0	LOC115625531	Drosophila lebanonensis (Fruit fly) (Scaptodrosophila lebanonensis)	7225	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2846
A0AAU9F4B9	ITPR	high	longest per species	0	DMAD_08481	Drosophila madeirensis (Fruit fly)	30013	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2868
A0A6P8K8T0	ITPR	high	longest per species	0	LOC117144259	Drosophila mauritiana (Fruit fly)	7226	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2828
P29993	ITPR	high	longest per species	0	Itpr	Drosophila melanogaster (Fruit fly)	7227	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2837
B4KD89	ITPR	high	longest per species	0	Dmoj\GI23082	Drosophila mojavensis (Fruit fly)	7230	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2843
A0A484BH43	ITPR	high	longest per species	0	AWZ03_006011	Drosophila navojoa (Fruit fly)	7232	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2845
B4GF82	ITPR	medium	longest per species	0	Dper\GL21668	Drosophila persimilis (Fruit fly)	7234	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2390
A0A6I8VBI6	ITPR	high	longest per species	0	Itpr	Drosophila pseudoobscura pseudoobscura (Fruit fly)	46245	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2864
A0ABM5J2E5	ITPR	high	longest per species	0		Drosophila rhopaloa (Fruit fly)	1041015	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2838
A0AAD4PHT2	ITPR	high	longest per species	0	KR093_004208	Drosophila rubida	30044	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2873
B4QWW9	ITPR	high	longest per species	0	Dsim\GD19791	Drosophila simulans (Fruit fly)	7240	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2837
A0ABM4TSZ9	ITPR	high	longest per species	0	Itpr	Drosophila suzukii (Spotted-wing drosophila fruit fly)	28584	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2829
A0A0Q9WQK8	ITPR	high	longest per species	0	Dvir\GJ22702	Drosophila virilis (Fruit fly)	7244	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2849
B4MUL1	ITPR	high	longest per species	0	Dwil\GK15332	Drosophila willistoni (Fruit fly)	7260	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2843
B4PVB2	ITPR	high	longest per species	0	Dyak\GE25474	Drosophila yakuba (Fruit fly)	7245	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2840
A0A154P6Q2	ITPR	high	longest per species	0	WN55_08313	Dufourea novaeangliae (Sweat bee)	178035	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	2712
R9S1J3	ITPR	high	longest per species	0		Dugesia japonica (Planarian)	6161	Metazoa (non-vertebrate)	Platyhelminthes		Tricladida	2666
A0A158Q836	ITPR	high	longest per species	0		Elaeophora elaphi	1147741	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	2839
A0A433UB23	ITPR	high	longest per species	0	EGW08_001276	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	188477	Metazoa (non-vertebrate)	Mollusca	Gastropoda		2799
A0AAE1AEW6	ITPR	medium	longest per species	1	RRG08_064494	Elysia crispata (lettuce slug)	231223	Metazoa (non-vertebrate)	Mollusca	Gastropoda		3110
A0A0N4V2Y0	ITPR	high	longest per species	0	EVEC_LOCUS4090	Enterobius vermicularis (Human pinworm)	51028	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	2709
A0ACC2PB19	ITPR	high	longest per species	0	QAD02_014747	Eretmocerus hayati	131215	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	2710
A0A310SI82	ITPR	high	longest per species	0	WN48_10483	Eufriesea mexicana	516756	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	2772
A0A4C1SDP3	ITPR	low	longest per species	0	Itp-r83A	Eumeta variegata (Bagworm moth) (Eumeta japonica)	151549	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	985
A0AAU9UHG9	ITPR	high	longest per species	0	EEDITHA_LOCUS14101	Euphydryas editha (Edith's checkerspot)	104508	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	2709
A0A913WYC7	ITPR	high	longest per species	0		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	2652724	Metazoa (non-vertebrate)	Cnidaria	Anthozoa	Actiniaria	2714
A0AAV8WC50	ITPR	high	longest per species	0	NQ315_010164	Exocentrus adspersus	1586481	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	2641
A0A504YK77	ITPR	medium	longest per species	0	FGIG_06159	Fasciola gigantica (Giant liver fluke)	46835	Metazoa (non-vertebrate)	Platyhelminthes	Trematoda	Plagiorchiida	2366
A0A4E0RYC0	ITPR	high	longest per species	0	D915_000340	Fasciola hepatica (Liver fluke)	6192	Metazoa (non-vertebrate)	Platyhelminthes	Trematoda	Plagiorchiida	2838
A0A226F1K6	ITPR	high	longest per species	0	Fcan01_03939	Folsomia candida (Springtail)	158441	Metazoa (non-vertebrate)	Arthropoda	Collembola	Entomobryomorpha	2636
A0A9R1U4U1	ITPR	high	longest per species	0	Itpr	Fopius arisanus	64838	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	2795
A0ABQ7S8H2	ITPR	high	longest per species	0	IP3R	Fragariocoptes setiger	1670756	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Trombidiformes	2386
A0AAE1LT79	ITPR	high	longest per species	0	KUF71_020973	Frankliniella fusca	407009	Metazoa (non-vertebrate)	Arthropoda	Insecta	Thysanoptera	2730
A0A6J1ST83	ITPR	high	longest per species	0	LOC113210326	Frankliniella occidentalis (Western flower thrips) (Euthrips occidentalis)	133901	Metazoa (non-vertebrate)	Arthropoda	Insecta	Thysanoptera	2737
A0AAJ7SIH5	ITPR	high	longest per species	0	LOC100902659	Galendromus occidentalis (western predatory mite)	34638	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Mesostigmata	2893
A0ABM3MHV0	ITPR	high	longest per species	0	LOC113510486	Galleria mellonella (Greater wax moth)	7137	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	2667
A0A183CC87	ITPR	high	longest per species	0		Globodera pallida (Potato cyst nematode worm) (Heterodera pallida)	36090	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	3298
A0A914HHK4	ITPR	high	longest per species	1		Globodera rostochiensis (Golden nematode worm) (Heterodera rostochiensis)	31243	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	3709
A0A1A9VB51	ITPR	high	longest per species	0		Glossina austeni (Savannah tsetse fly)	7395	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2856
A0A1A9X1V5	ITPR	high	longest per species	0		Glossina brevipalpis	37001	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2756
A0A9C5ZFN5	ITPR	high	longest per species	0	LOC119642635	Glossina fuscipes	7396	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2760
A0A1B0FD97	ITPR	high	longest per species	0		Glossina morsitans morsitans (Savannah tsetse fly)	37546	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2775
A0A1A9Z8G3	ITPR	high	longest per species	0		Glossina pallidipes (Tsetse fly)	7398	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2764
A0A1B0AXI4	ITPR	high	longest per species	0		Glossina palpalis gambiensis	67801	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2820
A0AAN9W1H0	ITPR	high	longest per species	0	R5R35_003837	Gryllus longicercus	2509291	Metazoa (non-vertebrate)	Arthropoda	Insecta	Orthoptera	2735
A0A0L7R9I1	ITPR	high	longest per species	0	WH47_10941	Habropoda laboriosa	597456	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	2988
A0A7I4YKH1	ITPR	high	longest per species	0		Haemonchus contortus (Barber pole worm)	6289	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	2834
A0AAN8XQG7	ITPR	low	longest per species	0	ITPR1_2	Halocaridina rubra (Hawaiian red shrimp)	373956	Metazoa (non-vertebrate)	Arthropoda	Malacostraca	Decapoda	1399
E2C6L2	ITPR	high	longest per species	0	EAI_16051	Harpegnathos saltator (Jerdon's jumping ant)	610380	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	2630
A0AAW1V2D9	ITPR	high	longest per species	0	WA026_004699	Henosepilachna vigintioctopunctata	420089	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	2750
A0A7R8Z5B6	ITPR	high	longest per species	0	HERILL_LOCUS16184	Hermetia illucens (Black soldier fly)	343691	Metazoa (non-vertebrate)	Arthropoda	Insecta	Diptera	2765
A0ABD2IY74	ITPR	high	longest per species	0	niasHS_010607	Heterodera schachtii (Sugarbeet cyst nematode worm) (Tylenchus schachtii)	97005	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	3099
A0ABD2LXH7	ITPR	high	longest per species	0	niasHT_007103	Heterodera trifolii	157864	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	3127
A0A6V7HEH7	ITPR	high	longest per species	0	MHI_LOCUS807305	Heterotrigona itama	395501	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	2580
A0A6A7G5P7	ITPR	high	longest per species	0		Hirondellea gigas	1518452	Metazoa (non-vertebrate)	Arthropoda	Malacostraca	Amphipoda	2775
A0A9Q1HIR2	ITPR	high	longest per species	0	HOLleu_04993	Holothuria leucospilota (Black long sea cucumber) (Mertensiothuria leucospilota)	206669	Metazoa (non-vertebrate)	Echinodermata	Holothuroidea	Aspidochirotida	2757
A0A8J5JZN9	ITPR	high	longest per species	0	Itp-r83A-L	Homarus americanus (American lobster)	6706	Metazoa (non-vertebrate)	Arthropoda	Malacostraca	Decapoda	2114
A0A8B7N5U0	ITPR	high	longest per species	0	LOC108666338	Hyalella azteca (Mexican freshwater shrimp) (Ampithoe aztecus)	294128	Metazoa (non-vertebrate)	Arthropoda	Malacostraca	Amphipoda	2754
A0ACB7S0Q7	ITPR	high	longest per species	0	HPB50_016883	Hyalomma asiaticum (Tick)	266040	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Ixodida	2450
A0ABM4D4D9	ITPR	high	longest per species	0	LOC100202979	Hydra vulgaris (Hydra) (Hydra attenuata)	6087	Metazoa (non-vertebrate)	Cnidaria	Hydrozoa	Anthoathecata	2668
A0ABD1EEW5	ITPR	high	longest per species	0	ABEB36_011294	Hypothenemus hampei (Coffee berry borer)	57062	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	2707
A0A1W0X7F9	ITPR	high	longest per species	1	BV898_02971	Hypsibius exemplaris (Freshwater tardigrade)	2072580	Metazoa (non-vertebrate)	Tardigrada	Eutardigrada	Parachela	2727
A0ABN8IK88	ITPR	high	longest per species	0	IPOD504_LOCUS11097	Iphiclides podalirius (scarce swallowtail)	110791	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	2710
A0A131XWU7	ITPR	medium	longest per species	0		Ixodes ricinus (Common tick) (Acarus ricinus)	34613	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Ixodida	2225
A0ACM8FBX0	ITPR	high	longest per species	0	Itpr	Ixodes scapularis (Black-legged tick) (Deer tick)	6945	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Ixodida	2728
A0ACH3JMQ0	ITPR	high	longest per species	0	PGB90_009149	Kerria lacca (common lac scale)	473130	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	2722
A0A482XLK3	ITPR	high	longest per species	0	LSTR_LSTR012029	Laodelphax striatellus (Small brown planthopper) (Delphax striatella)	195883	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	2748
A0AAV2AIN0	ITPR	high	longest per species	0	LARSCL_LOCUS12808	Larinioides sclopetarius	280406	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Araneae	2815
A0AAV2N4X5	ITPR	high	longest per species	0	LPLAT_LOCUS1334	Lasius platythorax	488582	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	2796
A0AAV1JCG6	ITPR	high	longest per species	0	LNINA_LOCUS6193	Leptosia nina	320188	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	2819
A0A443SIG1	ITPR	medium	longest per species	0	B4U80_06599	Leptotrombidium deliense	299467	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Trombidiformes	2233
A0ABM1SEU2	ITPR	high	longest per species	0	LOC106459878	Limulus polyphemus (Atlantic horseshoe crab)	6850	Metazoa (non-vertebrate)	Arthropoda	Merostomata	Xiphosura	2810
A0A1S3H6V5	ITPR	medium	longest per species	1	LOC106152615	Lingula anatina (Brachiopod) (Lingula unguis)	7574	Metazoa (non-vertebrate)	Brachiopoda	Lingulata	Lingulida	2808
A0A3P6SQ38	ITPR	high	longest per species	0	NLS_LOCUS1663	Litomosoides sigmodontis (Filarial nematode worm)	42156	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	2711
A0AAN9C066	ITPR	high	longest per species	0	V1264_000891	Littorina saxatilis	31220	Metazoa (non-vertebrate)	Mollusca	Gastropoda	Littorinimorpha	2837
A0A1I7VYX4	ITPR	high	longest per species	0		Loa loa (Eye worm) (Filaria loa)	7209	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	2959
