accession	organism	vclass	vorder	contig_spans_gene	cell	n_copies	n_contigs	same_contig	copy_id	contig	start	end	strand	coverage	identity	integrity	bait	annot_gene
GCA_013400215.1	Cisticola juncidis	Aves	Passeriformes	0	RYR	2	2	0	GCA_013400215.1#RYR#copy2	VXBR01009377.1	36364	405242	-	0.9974	0.9756	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Ryr2
GCA_013400415.1	Scytalopus superciliaris	Aves	Passeriformes	0	RYR	2	2	0	GCA_013400415.1#RYR#copy1	VXBX01004616.1	1983150	2199773	-	1.0	0.6811	intact	Q92736|RYR2|Homo_sapiens|RYR2	
GCA_013400415.1	Scytalopus superciliaris	Aves	Passeriformes	0	RYR	2	2	0	GCA_013400415.1#RYR#copy2	VXBX01009827.1	154	174938	+	0.8831	0.9703	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	
GCA_013400445.1	Leiothrix lutea	Aves	Passeriformes	0	RYR	2	2	0	GCA_013400445.1#RYR#copy1	VXBY01000496.1	123605	435872	+	0.7107	0.9774	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	
GCA_013400445.1	Leiothrix lutea	Aves	Passeriformes	0	RYR	2	2	0	GCA_013400445.1#RYR#copy2	VXBY01003370.1	3917	70232	+	0.5405	0.6541	intact	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	
GCA_013400815.1	Centropus bengalensis	Aves	Cuculiformes	0	RYR	2	2	0	GCA_013400815.1#RYR#copy1	WBNK01000174.1	122183	311755	+	1.0	0.6681	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	
GCA_013400815.1	Centropus bengalensis	Aves	Cuculiformes	0	RYR	2	2	0	GCA_013400815.1#RYR#copy2	WBNK01000420.1	54288	381567	+	1.0	0.974	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	CENBEN_R03704
GCA_013400915.1	Pardalotus punctatus	Aves	Passeriformes	0	RYR	2	2	0	GCA_013400915.1#RYR#copy1	VZTX01001965.1	1190075	1382051	-	1.0	0.6753	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	
GCA_013400915.1	Pardalotus punctatus	Aves	Passeriformes	0	RYR	2	2	0	GCA_013400915.1#RYR#copy2	VZTX01026248.1	120870	495416	-	0.9976	0.9778	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Ryr2
GCA_013400995.1	Oreotrochilus melanogaster	Aves	Apodiformes	0	RYR	2	2	0	GCA_013400995.1#RYR#copy1	VZUB01000771.1	345	167403	-	0.5525	0.9632	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	
GCA_013400995.1	Oreotrochilus melanogaster	Aves	Apodiformes	0	RYR	2	2	0	GCA_013400995.1#RYR#copy2	VZUB01001871.1	2752	109975	+	0.5959	0.7012	intact	Q92736|RYR2|Homo_sapiens|RYR2	
GCA_013401195.1	Pomatorhinus ruficollis	Aves	Passeriformes	0	RYR	2	2	0	GCA_013401195.1#RYR#copy1	VZSW01000030.1	1555614	1746403	+	1.0	0.6661	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	
GCA_013401195.1	Pomatorhinus ruficollis	Aves	Passeriformes	0	RYR	2	2	0	GCA_013401195.1#RYR#copy2	VZSW01000052.1	2382872	2770601	+	1.0	0.9781	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Ryr2
GCA_013401255.1	Urocolius indicus	Aves	Coliiformes	0	RYR	2	2	0	GCA_013401255.1#RYR#copy1	WBNH01001939.1	31818	293336	-	0.9764	0.973	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	Ryr2_0
GCA_013401255.1	Urocolius indicus	Aves	Coliiformes	0	RYR	2	2	0	GCA_013401255.1#RYR#copy2	WBNH01005367.1	50317	262930	-	1.0	0.6734	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	
GCA_013401295.1	Glareola pratincola	Aves	Charadriiformes	0	RYR	2	2	0	GCA_013401295.1#RYR#copy1	VWPO01000031.1	677092	1087319	+	0.9974	0.9776	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	GLAPRA_R11670
GCA_013401295.1	Glareola pratincola	Aves	Charadriiformes	0	RYR	2	2	0	GCA_013401295.1#RYR#copy2	VWPO01000327.1	316909	544173	+	1.0	0.6746	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	
GCA_014281875.1	Nibea albiflora	Actinopteri		1	ITPR1	2	1	1	GCA_014281875.1#ITPR1#copy1	CM024790.1	3836243	3913687	+	1.0	0.8654	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	
GCA_014281875.1	Nibea albiflora	Actinopteri		1	ITPR1	2	1	1	GCA_014281875.1#ITPR1#copy2	CM024790.1	23069459	23127860	-	1.0	0.9595	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	ITPR1
GCA_014281875.1	Nibea albiflora	Actinopteri		1	ITPR3	2	2	0	GCA_014281875.1#ITPR3#copy1	CM024793.1	25693049	25721341	-	1.0	0.8823	intact	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	ITPR2
GCA_014281875.1	Nibea albiflora	Actinopteri		1	ITPR3	2	2	0	GCA_014281875.1#ITPR3#copy2	JABGLX010000148.1	3	27451	-	0.9772	0.8719	lesion_rich	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	
GCA_014281875.1	Nibea albiflora	Actinopteri		1	RYR	6	6	0	GCA_014281875.1#RYR#copy1	CM024794.1	23955621	24011236	+	1.0	0.811	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3.6
GCA_014281875.1	Nibea albiflora	Actinopteri		1	RYR	6	6	0	GCA_014281875.1#RYR#copy2	CM024797.1	8601923	8657968	+	1.0	0.5707	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	RYR2.3
GCA_014281875.1	Nibea albiflora	Actinopteri		1	RYR	6	6	0	GCA_014281875.1#RYR#copy3	CM024799.1	9216983	9320793	-	1.0	0.6754	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR3.3
GCA_014281875.1	Nibea albiflora	Actinopteri		1	RYR	6	6	0	GCA_014281875.1#RYR#copy4	CM024802.1	15520434	15617299	+	1.0	0.6625	intact	Q92736|RYR2|Homo_sapiens|RYR2	RYR3.5
GCA_014281875.1	Nibea albiflora	Actinopteri		1	RYR	6	6	0	GCA_014281875.1#RYR#copy5	CM024806.1	1526456	1654991	+	1.0	0.8835	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	
GCA_014281875.1	Nibea albiflora	Actinopteri		1	RYR	6	6	0	GCA_014281875.1#RYR#copy6	CM024807.1	19140926	19188436	-	1.0	0.7961	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR2
GCA_014363365.1	Leucopsar rothschildi	Aves	Passeriformes	0	RYR	2	2	0	GCA_014363365.1#RYR#copy1	BMBG01011160.1	1889	127688	+	0.5938	0.977	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	
GCA_014363365.1	Leucopsar rothschildi	Aves	Passeriformes	0	RYR	2	2	0	GCA_014363365.1#RYR#copy2	BMBG01011865.1	122984	202311	-	0.5372	0.6875	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	
GCA_014839755.1	Sylvia borin	Aves	Passeriformes	1	RYR	3	3	0	GCA_014839755.1#RYR#copy1	CM025959.1	44443883	44821709	+	1.0	0.9773	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2
GCA_014839755.1	Sylvia borin	Aves	Passeriformes	1	RYR	3	3	0	GCA_014839755.1#RYR#copy2	CM025962.1	31504005	31698058	+	1.0	0.6756	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCA_014839755.1	Sylvia borin	Aves	Passeriformes	1	RYR	3	3	0	GCA_014839755.1#RYR#copy3	JACEWE010000088.1	45824	111847	-	1.0	0.7575	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCA_015883425.2	Lamprotornis superbus	Aves	Passeriformes	1	RYR	2	2	0	GCA_015883425.2#RYR#copy1	CM040305.1	44034396	44416935	+	1.0	0.9783	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	IHE44_0009251
GCA_015883425.2	Lamprotornis superbus	Aves	Passeriformes	1	RYR	2	2	0	GCA_015883425.2#RYR#copy2	CM040308.1	31928689	32118203	+	1.0	0.6761	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	IHE44_0013890
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	Galaxiiformes	1	RYR	6	6	0	GCA_017639675.1#RYR#copy1	CM030175.1	4185570	4277957	-	1.0	0.8055	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	Galaxiiformes	1	RYR	6	6	0	GCA_017639675.1#RYR#copy2	CM030179.1	8706577	8788667	+	1.0	0.6627	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr3
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	Galaxiiformes	1	RYR	6	6	0	GCA_017639675.1#RYR#copy3	CM030181.1	4641422	4763407	+	1.0	0.6699	intact	Q92736|RYR2|Homo_sapiens|RYR2	FYW47_009868
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	Galaxiiformes	1	RYR	6	6	0	GCA_017639675.1#RYR#copy4	CM030184.1	14573839	14652808	-	1.0	0.5483	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	FYW47_012540
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	Galaxiiformes	1	RYR	6	6	0	GCA_017639675.1#RYR#copy5	CM030187.1	17498765	17605772	-	1.0	0.8665	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a
GCA_017639675.1	Aplochiton taeniatus	Actinopteri	Galaxiiformes	1	RYR	6	6	0	GCA_017639675.1#RYR#copy6	CM030190.1	14433793	14551334	+	1.0	0.7956	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	FYW47_017510
GCA_019447015.1	Hymenochirus boettgeri	Amphibia	Anura	1	RYR	2	1	1	GCA_019447015.1#RYR#copy1	CM033476.1	224511129	224663025	+	1.0	0.9321	lesion_rich	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	GDO86_015793
GCA_019447015.1	Hymenochirus boettgeri	Amphibia	Anura	1	RYR	2	1	1	GCA_019447015.1#RYR#copy2	CM033476.1	280306931	280760220	-	1.0	0.6802	lesion_rich	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	GDO86_016282
GCA_020745705.1	Hemiprocne comata	Aves	Apodiformes	1	RYR	2	2	0	GCA_020745705.1#RYR#copy1	CM036588.1	34893152	35292351	+	1.0	0.9837	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	
GCA_020745705.1	Hemiprocne comata	Aves	Apodiformes	1	RYR	2	2	0	GCA_020745705.1#RYR#copy2	CM036590.1	34422341	34654005	-	1.0	0.6729	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	
GCA_022829145.1	Albula goreensis	Actinopteri	Albuliformes	1	ITPR1	2	2	0	GCA_022829145.1#ITPR1#copy1	CM040752.1	21878282	21997885	-	1.0	0.9123	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	AGOR_G00136570
GCA_022829145.1	Albula goreensis	Actinopteri	Albuliformes	1	ITPR1	2	2	0	GCA_022829145.1#ITPR1#copy2	CM040754.1	22707866	22825293	+	1.0	0.8959	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	AGOR_G00158330
GCA_022829145.1	Albula goreensis	Actinopteri	Albuliformes	1	RYR	5	5	0	GCA_022829145.1#RYR#copy1	CM040742.1	34919547	35013503	+	1.0	0.8244	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	AGOR_G00027850
GCA_022829145.1	Albula goreensis	Actinopteri	Albuliformes	1	RYR	5	5	0	GCA_022829145.1#RYR#copy2	CM040747.1	9691543	9773327	-	1.0	0.6607	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	AGOR_G00081990
GCA_022829145.1	Albula goreensis	Actinopteri	Albuliformes	1	RYR	5	5	0	GCA_022829145.1#RYR#copy3	CM040749.1	20095895	20222069	+	1.0	0.6843	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	AGOR_G00106540
GCA_022829145.1	Albula goreensis	Actinopteri	Albuliformes	1	RYR	5	5	0	GCA_022829145.1#RYR#copy4	CM040751.1	24611709	24704829	+	1.0	0.8273	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	AGOR_G00126200
GCA_022829145.1	Albula goreensis	Actinopteri	Albuliformes	1	RYR	5	5	0	GCA_022829145.1#RYR#copy5	CM040759.1	16437064	16594011	-	1.0	0.9211	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	AGOR_G00200940
GCA_023764695.1	Pygathrix nigripes	Mammalia	Primates	1	RYR	3	3	0	GCA_023764695.1#RYR#copy1	JAKFHG010000439.1	10241512	11035618	-	1.0	0.9973	intact	Q92736|RYR2|Homo_sapiens|RYR2	
GCA_023764695.1	Pygathrix nigripes	Mammalia	Primates	1	RYR	3	3	0	GCA_023764695.1#RYR#copy2	JAKFHG010000719.1	752703	1324570	+	1.0	0.6679	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	
GCA_023764695.1	Pygathrix nigripes	Mammalia	Primates	1	RYR	3	3	0	GCA_023764695.1#RYR#copy3	JAKFHG010003308.1	1255185	1421623	-	1.0	0.741	lesion_rich	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	Perciformes	1	ITPR1	2	1	1	GCA_023974075.1#ITPR1#copy1	CM043789.1	23300234	23365372	+	1.0	0.9363	lesion_rich	A0A672IUQ7|ITPR1|Salarias_fasciatus	KUCAC02_030453
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	Perciformes	1	ITPR1	2	1	1	GCA_023974075.1#ITPR1#copy2	CM043789.1	39026518	39154347	-	1.0	0.8566	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	KUCAC02_030490
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	Perciformes	1	RYR	6	6	0	GCA_023974075.1#RYR#copy1	CM043797.1	4456321	4585881	+	1.0	0.7945	lesion_rich	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	KUCAC02_005149
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	Perciformes	1	RYR	6	6	0	GCA_023974075.1#RYR#copy2	CM043798.1	27895918	27949157	+	1.0	0.7886	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	KUCAC02_003163
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	Perciformes	1	RYR	6	6	0	GCA_023974075.1#RYR#copy3	CM043799.1	17635115	17771875	+	1.0	0.6687	lesion_rich	Q92736|RYR2|Homo_sapiens|RYR2	KUCAC02_025721
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	Perciformes	1	RYR	6	6	0	GCA_023974075.1#RYR#copy4	CM043806.1	27459891	27545295	-	1.0	0.6388	lesion_rich	Q92736|RYR2|Homo_sapiens|RYR2	KUCAC02_023889
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	Perciformes	1	RYR	6	6	0	GCA_023974075.1#RYR#copy5	CM043808.1	28620203	28748116	-	0.9972	0.6363	lesion_rich	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	KUCAC02_019985
GCA_023974075.1	Chaenocephalus aceratus	Actinopteri	Perciformes	1	RYR	6	6	0	GCA_023974075.1#RYR#copy6	JAMFTG010000034.1	5122522	5429460	+	1.0	0.8541	lesion_rich	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	Gadiformes	1	ITPR1	2	1	1	GCA_027704905.1#ITPR1#copy1	CM051002.1	10936378	11012142	+	1.0	0.9279	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	NHX12_030004
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	Gadiformes	1	ITPR1	2	1	1	GCA_027704905.1#ITPR1#copy2	CM051002.1	17934113	18076709	+	1.0	0.842	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	Gadiformes	1	RYR	6	5	1	GCA_027704905.1#RYR#copy1	CM050999.1	9470430	9575121	+	1.0	0.8023	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	NHX12_008210
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	Gadiformes	1	RYR	6	5	1	GCA_027704905.1#RYR#copy2	CM050999.1	39319098	39389884	-	1.0	0.7978	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	NHX12_009262
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	Gadiformes	1	RYR	6	5	1	GCA_027704905.1#RYR#copy3	CM051014.1	21631775	21768678	-	1.0	0.8583	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	NHX12_024470
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	Gadiformes	1	RYR	6	5	1	GCA_027704905.1#RYR#copy4	CM051016.1	22949944	23080470	+	1.0	0.6713	intact	Q92736|RYR2|Homo_sapiens|RYR2	
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	Gadiformes	1	RYR	6	5	1	GCA_027704905.1#RYR#copy5	CM051018.1	1005149	1080332	-	1.0	0.5454	intact	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	NHX12_022681
GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	Gadiformes	1	RYR	6	5	1	GCA_027704905.1#RYR#copy6	CM051019.1	1170263	1296383	+	1.0	0.6443	intact	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	NHX12_025855
GCA_028571685.1	Heterohyrax brucei	Mammalia	Hyracoidea	1	RYR	3	3	0	GCA_028571685.1#RYR#copy1	CM053151.1	31701161	32421882	+	1.0	0.671	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3
GCA_028571685.1	Heterohyrax brucei	Mammalia	Hyracoidea	1	RYR	3	3	0	GCA_028571685.1#RYR#copy2	CM053152.1	115304135	115443234	-	1.0	0.7865	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1
GCA_028571685.1	Heterohyrax brucei	Mammalia	Hyracoidea	1	RYR	3	3	0	GCA_028571685.1#RYR#copy3	CM053155.1	72769510	73529839	+	1.0	0.9797	intact	Q92736|RYR2|Homo_sapiens|RYR2	RYR2
GCA_029706075.1	Aldrovandia affinis	Actinopteri	Notacanthiformes	1	ITPR1	2	2	0	GCA_029706075.1#ITPR1#copy1	JAINUG010000031.1	6749355	6889501	-	1.0	0.892	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	AAFF_G00235840
GCA_029706075.1	Aldrovandia affinis	Actinopteri	Notacanthiformes	1	ITPR1	2	2	0	GCA_029706075.1#ITPR1#copy2	JAINUG010000036.1	4880415	5041120	+	1.0	0.8942	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	AAFF_G00263920
GCA_029706075.1	Aldrovandia affinis	Actinopteri	Notacanthiformes	1	RYR	5	5	0	GCA_029706075.1#RYR#copy1	JAINUG010000051.1	14896	203401	-	1.0	0.9115	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	
GCA_029706075.1	Aldrovandia affinis	Actinopteri	Notacanthiformes	1	RYR	5	5	0	GCA_029706075.1#RYR#copy2	JAINUG010000065.1	804474	911707	+	1.0	0.8107	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	AAFF_G00370470
GCA_029706075.1	Aldrovandia affinis	Actinopteri	Notacanthiformes	1	RYR	5	5	0	GCA_029706075.1#RYR#copy3	JAINUG010000085.1	1307572	1461305	-	1.0	0.6776	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	AAFF_G00414720
GCA_029706075.1	Aldrovandia affinis	Actinopteri	Notacanthiformes	1	RYR	5	5	0	GCA_029706075.1#RYR#copy4	JAINUG010000136.1	1480661	1583084	+	1.0	0.6571	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	AAFF_G00059960
GCA_029706075.1	Aldrovandia affinis	Actinopteri	Notacanthiformes	1	RYR	5	5	0	GCA_029706075.1#RYR#copy5	JAINUG010000546.1	2052	162640	-	1.0	0.8064	lesion_rich	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	
GCA_031216635.1	Dissostichus eleginoides	Actinopteri	Perciformes	1	ITPR1	2	1	1	GCA_031216635.1#ITPR1#copy1	CM062265.1	10215838	10320589	+	1.0	0.8538	lesion_rich	A0A672IUQ7|ITPR1|Salarias_fasciatus	
GCA_031216635.1	Dissostichus eleginoides	Actinopteri	Perciformes	1	ITPR1	2	1	1	GCA_031216635.1#ITPR1#copy2	CM062265.1	23122254	23184229	-	1.0	0.9535	intact	A0A672IUQ7|ITPR1|Salarias_fasciatus	
GCA_031216635.1	Dissostichus eleginoides	Actinopteri	Perciformes	1	RYR	6	6	0	GCA_031216635.1#RYR#copy1	CM062268.1	4334554	4461285	+	1.0	0.7984	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	
GCA_031216635.1	Dissostichus eleginoides	Actinopteri	Perciformes	1	RYR	6	6	0	GCA_031216635.1#RYR#copy2	CM062275.1	16223837	16338903	+	1.0	0.6726	intact	Q92736|RYR2|Homo_sapiens|RYR2	
GCA_031216635.1	Dissostichus eleginoides	Actinopteri	Perciformes	1	RYR	6	6	0	GCA_031216635.1#RYR#copy3	CM062278.1	21247394	21337828	-	1.0	0.6439	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	KUDE01_013069
GCA_031216635.1	Dissostichus eleginoides	Actinopteri	Perciformes	1	RYR	6	6	0	GCA_031216635.1#RYR#copy4	CM062279.1	21300722	21355620	+	1.0	0.7884	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	KUDE01_023636
GCA_031216635.1	Dissostichus eleginoides	Actinopteri	Perciformes	1	RYR	6	6	0	GCA_031216635.1#RYR#copy5	CM062281.1	22588045	22710537	-	0.9972	0.6428	intact	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	KUDE01_014032
GCA_031216635.1	Dissostichus eleginoides	Actinopteri	Perciformes	1	RYR	6	6	0	GCA_031216635.1#RYR#copy6	CM062284.1	25145335	25314970	+	1.0	0.8727	intact	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	KUDE01_024247
GCA_031835075.1	Saguinus oedipus	Mammalia	Primates	1	RYR	3	3	0	GCA_031835075.1#RYR#copy1	CM063176.1	60743023	61311848	+	1.0	0.6727	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	
GCA_031835075.1	Saguinus oedipus	Mammalia	Primates	1	RYR	3	3	0	GCA_031835075.1#RYR#copy2	CM063187.1	41356972	41511690	+	1.0	0.7871	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	
GCA_031835075.1	Saguinus oedipus	Mammalia	Primates	1	RYR	3	3	0	GCA_031835075.1#RYR#copy3	CM063188.1	10062847	10841146	-	1.0	0.9915	intact	Q92736|RYR2|Homo_sapiens|RYR2	
GCA_032275445.1	Crypturellus soui	Aves	Tinamiformes	0	RYR	2	2	0	GCA_032275445.1#RYR#copy1	JAUBNY010000184.1	1020968	1137172	-	0.9248	0.6739	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	
GCA_032275445.1	Crypturellus soui	Aves	Tinamiformes	0	RYR	2	2	0	GCA_032275445.1#RYR#copy2	JAUBNY010000465.1	80009	394602	-	0.9974	0.8949	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	
GCA_033238685.1	Lates japonicus	Actinopteri		1	ITPR1	2	2	0	GCA_033238685.1#ITPR1#copy1	BRZM01000050.1	1574299	1656000	+	1.0	0.8541	lesion_rich	A0A672IUQ7|ITPR1|Salarias_fasciatus	AKAME5_001391900
GCA_033238685.1	Lates japonicus	Actinopteri		1	ITPR1	2	2	0	GCA_033238685.1#ITPR1#copy2	BRZM01000069.1	1149756	1197924	+	1.0	0.6863	lesion_rich	A0A672IUQ7|ITPR1|Salarias_fasciatus	AKAME5_001590300
GCA_033238685.1	Lates japonicus	Actinopteri		1	ITPR3	3	3	0	GCA_033238685.1#ITPR3#copy1	BRZM01000063.1	5361081	5411590	-	1.0	0.9058	intact	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	
GCA_033238685.1	Lates japonicus	Actinopteri		1	ITPR3	3	3	0	GCA_033238685.1#ITPR3#copy2	BRZM01000698.1	1057	32926	+	0.8337	0.8832	lesion_rich	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	
GCA_033238685.1	Lates japonicus	Actinopteri		1	ITPR3	3	3	0	GCA_033238685.1#ITPR3#copy3	BRZM01003583.1	257	33720	+	0.9337	0.9087	intact	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	
GCA_033238685.1	Lates japonicus	Actinopteri		1	RYR	6	6	0	GCA_033238685.1#RYR#copy1	BRZM01000003.1	2361416	2393113	+	0.7502	0.8054	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	AKAME5_000111200
GCA_033238685.1	Lates japonicus	Actinopteri		1	RYR	6	6	0	GCA_033238685.1#RYR#copy2	BRZM01000008.1	4169805	4275627	-	0.9938	0.6652	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	AKAME5_000332500
GCA_033238685.1	Lates japonicus	Actinopteri		1	RYR	6	6	0	GCA_033238685.1#RYR#copy3	BRZM01000015.1	353264	417450	+	1.0	0.7475	lesion_rich	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	
GCA_033238685.1	Lates japonicus	Actinopteri		1	RYR	6	6	0	GCA_033238685.1#RYR#copy4	BRZM01000052.1	2634345	2738539	-	0.9972	0.6131	lesion_rich	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	
GCA_033238685.1	Lates japonicus	Actinopteri		1	RYR	6	6	0	GCA_033238685.1#RYR#copy5	BRZM01000065.1	1502864	1561407	+	1.0	0.6507	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	AKAME5_001555600
GCA_033238685.1	Lates japonicus	Actinopteri		1	RYR	6	6	0	GCA_033238685.1#RYR#copy6	BRZM01000068.1	1428669	1599443	+	1.0	0.8547	lesion_rich	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	
GCA_035590135.1	Circaetus pectoralis	Aves	Accipitriformes	0	RYR	3	3	0	GCA_035590135.1#RYR#copy1	JAVJGK010000032.1	12640839	12886101	+	1.0	0.6748	intact	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	
GCA_035590135.1	Circaetus pectoralis	Aves	Accipitriformes	0	RYR	3	3	0	GCA_035590135.1#RYR#copy2	JAVJGK010000051.1	8106347	8556408	-	1.0	0.9853	intact	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	
