gene_a	gene_b	symbol_a	symbol_b	duplication_level
ENSG00000054523	ENSG00000138160	KIF1B	KIF11	Opisthokonta
ENSG00000054523	ENSG00000084731	KIF1B	KIF3C	Opisthokonta
ENSG00000054523	ENSG00000101350	KIF1B	KIF3B	Opisthokonta
ENSG00000054523	ENSG00000164627	KIF1B	KIF6	Opisthokonta
ENSG00000054523	ENSG00000116852	KIF1B	KIF21B	Opisthokonta
ENSG00000054523	ENSG00000117245	KIF1B	KIF17	Opisthokonta
ENSG00000054523	ENSG00000112984	KIF1B	KIF20A	Opisthokonta
ENSG00000160049	ENSG00000187288	DFFA	CIDEC	Bilateria
ENSG00000076067	ENSG00000120948	RBMS2	TARDBP	Opisthokonta
ENSG00000120948	ENSG00000188739	TARDBP	RBM34	Opisthokonta
ENSG00000102172	ENSG00000116649	SMS	SRM	Opisthokonta
ENSG00000171824	ENSG00000178997	EXOSC10	EXD1	Opisthokonta
ENSG00000198793	ENSG00000253729	MTOR	PRKDC	Opisthokonta
ENSG00000140323	ENSG00000204624	DISP2	DISP3	Opisthokonta
ENSG00000116661	ENSG00000161243	FBXO2	FBXO27	Vertebrata
ENSG00000116661	ENSG00000116663	FBXO2	FBXO6	Vertebrata
ENSG00000116661	ENSG00000188505	FBXO2	NCCRP1	Vertebrata
ENSG00000116661	ENSG00000269190	FBXO2	FBXO17	Vertebrata
ENSG00000116661	ENSG00000132879	FBXO2	FBXO44	Vertebrata
ENSG00000132879	ENSG00000161243	FBXO44	FBXO27	Vertebrata
ENSG00000132879	ENSG00000188505	FBXO44	NCCRP1	Vertebrata
ENSG00000132879	ENSG00000269190	FBXO44	FBXO17	Vertebrata
ENSG00000116670	ENSG00000164109	MAD2L2	MAD2L1	Bilateria
ENSG00000116663	ENSG00000161243	FBXO6	FBXO27	Vertebrata
ENSG00000116663	ENSG00000188505	FBXO6	NCCRP1	Vertebrata
ENSG00000116663	ENSG00000269190	FBXO6	FBXO17	Vertebrata
ENSG00000116984	ENSG00000177000	MTR	MTHFR	Opisthokonta
ENSG00000126088	ENSG00000177000	UROD	MTHFR	Opisthokonta
ENSG00000132840	ENSG00000177000	BHMT2	MTHFR	Opisthokonta
ENSG00000145692	ENSG00000177000	BHMT	MTHFR	Opisthokonta
ENSG00000011021	ENSG00000073464	CLCN6	CLCN4	Bilateria
ENSG00000011021	ENSG00000109572	CLCN6	CLCN3	Bilateria
ENSG00000011021	ENSG00000171365	CLCN6	CLCN5	Bilateria
ENSG00000011021	ENSG00000103249	CLCN6	CLCN7	Bilateria
ENSG00000011021	ENSG00000184908	CLCN6	CLCNKB	Bilateria
ENSG00000011021	ENSG00000186510	CLCN6	CLCNKA	Bilateria
ENSG00000011021	ENSG00000114859	CLCN6	CLCN2	Bilateria
ENSG00000011021	ENSG00000188037	CLCN6	CLCN1	Bilateria
ENSG00000120937	ENSG00000175206	NPPB	NPPA	Euteleostomi
ENSG00000116688	ENSG00000171109	MFN2	MFN1	Gnathostomata
ENSG00000026103	ENSG00000120949	FAS	TNFRSF8	Chordata
ENSG00000026103	ENSG00000028137	FAS	TNFRSF1B	Chordata
ENSG00000048707	ENSG00000129003	VPS13D	VPS13C	Bilateria
ENSG00000048707	ENSG00000197969	VPS13D	VPS13A	Bilateria
ENSG00000139988	ENSG00000162496	RDH12	DHRS3	Opisthokonta
ENSG00000162496	ENSG00000204228	DHRS3	HSD17B8	Opisthokonta
ENSG00000103160	ENSG00000162496	HSDL1	DHRS3	Opisthokonta
ENSG00000116726	ENSG00000185028	PRAMEF12	LRRC14B	Vertebrata
ENSG00000116721	ENSG00000185028	PRAMEF1	LRRC14B	Vertebrata
ENSG00000185028	ENSG00000239810	LRRC14B	PRAMEF11	Vertebrata
ENSG00000120952	ENSG00000185028	PRAMEF2	LRRC14B	Vertebrata
ENSG00000185028	ENSG00000243073	LRRC14B	PRAMEF4	Vertebrata
ENSG00000185028	ENSG00000187545	LRRC14B	PRAMEF10	Vertebrata
ENSG00000185028	ENSG00000204510	LRRC14B	PRAMEF7	Vertebrata
ENSG00000185028	ENSG00000232423	LRRC14B	PRAMEF6	Vertebrata
ENSG00000185028	ENSG00000274764	LRRC14B	PRAMEF27	Vertebrata
ENSG00000185028	ENSG00000229571	LRRC14B	PRAMEF25	Vertebrata
ENSG00000185028	ENSG00000280267	LRRC14B	PRAMEF26	Vertebrata
ENSG00000185028	ENSG00000204505	LRRC14B	PRAMEF9	Vertebrata
ENSG00000185028	ENSG00000279169	LRRC14B	PRAMEF13	Vertebrata
ENSG00000185028	ENSG00000279804	LRRC14B	PRAMEF18	Vertebrata
ENSG00000185028	ENSG00000270601	LRRC14B	PRAMEF5	Vertebrata
ENSG00000182330	ENSG00000185028	PRAMEF8	LRRC14B	Vertebrata
ENSG00000185028	ENSG00000237700	LRRC14B	PRAMEF33	Vertebrata
ENSG00000185028	ENSG00000204501	LRRC14B	PRAMEF15	Vertebrata
ENSG00000185028	ENSG00000204481	LRRC14B	PRAMEF14	Vertebrata
ENSG00000185028	ENSG00000204480	LRRC14B	PRAMEF19	Vertebrata
ENSG00000185028	ENSG00000204479	LRRC14B	PRAMEF17	Vertebrata
ENSG00000185028	ENSG00000204478	LRRC14B	PRAMEF20	Vertebrata
ENSG00000162494	ENSG00000239732	LRRC38	TLR9	Bilateria
ENSG00000162494	ENSG00000175928	LRRC38	LRRN1	Bilateria
ENSG00000162494	ENSG00000170382	LRRC38	LRRN2	Bilateria
ENSG00000128011	ENSG00000162494	LRFN1	LRRC38	Bilateria
ENSG00000116731	ENSG00000166716	PRDM2	ZNF592	Bilateria
ENSG00000110851	ENSG00000116731	PRDM4	PRDM2	Bilateria
ENSG00000116731	ENSG00000116809	PRDM2	ZBTB17	Bilateria
ENSG00000116731	ENSG00000189164	PRDM2	ZNF527	Bilateria
ENSG00000115468	ENSG00000142634	EFHD1	EFHD2	Vertebrata
ENSG00000139610	ENSG00000142615	CELA1	CELA2A	Vertebrata
ENSG00000139610	ENSG00000215704	CELA1	CELA2B	Vertebrata
ENSG00000003402	ENSG00000132906	CFLAR	CASP9	Bilateria
ENSG00000105141	ENSG00000132906	CASP14	CASP9	Bilateria
ENSG00000132906	ENSG00000169900	CASP9	PYDC1	Bilateria
ENSG00000132906	ENSG00000204403	CASP9	CASP12	Bilateria
ENSG00000132906	ENSG00000196954	CASP9	CASP4	Bilateria
ENSG00000132906	ENSG00000137757	CASP9	CASP5	Bilateria
ENSG00000106144	ENSG00000132906	CASP2	CASP9	Bilateria
ENSG00000132906	ENSG00000164305	CASP9	CASP3	Bilateria
ENSG00000132906	ENSG00000165806	CASP9	CASP7	Bilateria
ENSG00000103490	ENSG00000132906	PYCARD	CASP9	Bilateria
ENSG00000132906	ENSG00000138794	CASP9	CASP6	Bilateria
ENSG00000003400	ENSG00000132906	CASP10	CASP9	Bilateria
ENSG00000132906	ENSG00000204397	CASP9	CARD16	Bilateria
ENSG00000132906	ENSG00000137752	CASP9	CASP1	Bilateria
ENSG00000132906	ENSG00000255501	CASP9	CARD18	Bilateria
ENSG00000064012	ENSG00000132906	CASP8	CASP9	Bilateria
ENSG00000101152	ENSG00000116138	DNAJC5	DNAJC16	Opisthokonta
ENSG00000116138	ENSG00000168259	DNAJC16	DNAJC7	Opisthokonta
ENSG00000116138	ENSG00000138246	DNAJC16	DNAJC13	Opisthokonta
ENSG00000116138	ENSG00000136770	DNAJC16	DNAJC1	Opisthokonta
ENSG00000110011	ENSG00000116138	DNAJC4	DNAJC16	Opisthokonta
ENSG00000116138	ENSG00000163793	DNAJC16	DNAJC5G	Opisthokonta
ENSG00000116138	ENSG00000170946	DNAJC16	DNAJC24	Opisthokonta
ENSG00000102580	ENSG00000116138	DNAJC3	DNAJC16	Opisthokonta
ENSG00000116138	ENSG00000213551	DNAJC16	DNAJC9	Opisthokonta
ENSG00000104129	ENSG00000116138	DNAJC17	DNAJC16	Opisthokonta
ENSG00000105821	ENSG00000116138	DNAJC2	DNAJC16	Opisthokonta
ENSG00000116138	ENSG00000135392	DNAJC16	DNAJC14	Opisthokonta
ENSG00000116138	ENSG00000176410	DNAJC16	DNAJC30	Opisthokonta
ENSG00000116138	ENSG00000168724	DNAJC16	DNAJC21	Opisthokonta
ENSG00000059769	ENSG00000116138	DNAJC25	DNAJC16	Opisthokonta
ENSG00000108176	ENSG00000116138	DNAJC12	DNAJC16	Opisthokonta
ENSG00000077232	ENSG00000116138	DNAJC10	DNAJC16	Opisthokonta
ENSG00000116138	ENSG00000170464	DNAJC16	DNAJC18	Opisthokonta
ENSG00000116138	ENSG00000147570	DNAJC16	DNAJC5B	Opisthokonta
ENSG00000116771	ENSG00000118520	AGMAT	ARG1	Bilateria
ENSG00000081181	ENSG00000116771	ARG2	AGMAT	Bilateria
ENSG00000053702	ENSG00000197312	NRIP2	DDI2	Gnathostomata
ENSG00000175352	ENSG00000197312	NRIP3	DDI2	Gnathostomata
ENSG00000134882	ENSG00000197312	UBAC2	DDI2	Gnathostomata
ENSG00000072121	ENSG00000116786	ZFYVE26	PLEKHM2	Bilateria
ENSG00000116786	ENSG00000166140	PLEKHM2	ZFYVE19	Bilateria
ENSG00000116786	ENSG00000165861	PLEKHM2	ZFYVE1	Bilateria
ENSG00000048471	ENSG00000116786	SNX29	PLEKHM2	Bilateria
ENSG00000005022	ENSG00000162461	SLC25A5	SLC25A34	Opisthokonta
ENSG00000144659	ENSG00000162461	SLC25A38	SLC25A34	Opisthokonta
ENSG00000162461	ENSG00000175567	SLC25A34	UCP2	Opisthokonta
ENSG00000125648	ENSG00000162461	SLC25A23	SLC25A34	Opisthokonta
ENSG00000162461	ENSG00000175564	SLC25A34	UCP3	Opisthokonta
ENSG00000160785	ENSG00000162461	SLC25A44	SLC25A34	Opisthokonta
ENSG00000075415	ENSG00000162461	SLC25A3	SLC25A34	Opisthokonta
ENSG00000125434	ENSG00000162461	SLC25A35	SLC25A34	Opisthokonta
ENSG00000122696	ENSG00000162461	SLC25A51	SLC25A34	Opisthokonta
ENSG00000141437	ENSG00000162461	SLC25A52	SLC25A34	Opisthokonta
ENSG00000147454	ENSG00000162461	SLC25A37	SLC25A34	Opisthokonta
ENSG00000162461	ENSG00000181240	SLC25A34	SLC25A41	Opisthokonta
ENSG00000148339	ENSG00000162461	SLC25A25	SLC25A34	Opisthokonta
ENSG00000162461	ENSG00000197119	SLC25A34	SLC25A29	Opisthokonta
ENSG00000075303	ENSG00000162461	SLC25A40	SLC25A34	Opisthokonta
ENSG00000085491	ENSG00000162461	SLC25A24	SLC25A34	Opisthokonta
ENSG00000151475	ENSG00000162461	SLC25A31	SLC25A34	Opisthokonta
ENSG00000120329	ENSG00000162461	SLC25A2	SLC25A34	Opisthokonta
ENSG00000162461	ENSG00000269743	SLC25A34	SLC25A53	Opisthokonta
ENSG00000077713	ENSG00000162461	SLC25A43	SLC25A34	Opisthokonta
ENSG00000100372	ENSG00000162461	SLC25A17	SLC25A34	Opisthokonta
ENSG00000162461	ENSG00000181035	SLC25A34	SLC25A42	Opisthokonta
ENSG00000004864	ENSG00000162461	SLC25A13	SLC25A34	Opisthokonta
ENSG00000162461	ENSG00000183032	SLC25A34	SLC25A21	Opisthokonta
ENSG00000153291	ENSG00000162461	SLC25A27	SLC25A34	Opisthokonta
ENSG00000122912	ENSG00000162461	SLC25A16	SLC25A34	Opisthokonta
ENSG00000100075	ENSG00000162461	SLC25A1	SLC25A34	Opisthokonta
ENSG00000125454	ENSG00000162461	SLC25A19	SLC25A34	Opisthokonta
ENSG00000162461	ENSG00000178537	SLC25A34	SLC25A20	Opisthokonta
ENSG00000162461	ENSG00000183048	SLC25A34	SLC25A10	Opisthokonta
ENSG00000140107	ENSG00000162461	SLC25A47	SLC25A34	Opisthokonta
ENSG00000162461	ENSG00000164933	SLC25A34	SLC25A32	Opisthokonta
ENSG00000013306	ENSG00000162461	SLC25A39	SLC25A34	Opisthokonta
ENSG00000108528	ENSG00000162461	SLC25A11	SLC25A34	Opisthokonta
ENSG00000162241	ENSG00000162461	SLC25A45	SLC25A34	Opisthokonta
ENSG00000102078	ENSG00000162461	SLC25A14	SLC25A34	Opisthokonta
ENSG00000144741	ENSG00000162461	SLC25A26	SLC25A34	Opisthokonta
ENSG00000102743	ENSG00000162461	SLC25A15	SLC25A34	Opisthokonta
ENSG00000115840	ENSG00000162461	SLC25A12	SLC25A34	Opisthokonta
ENSG00000151729	ENSG00000162461	SLC25A4	SLC25A34	Opisthokonta
ENSG00000109424	ENSG00000162461	UCP1	SLC25A34	Opisthokonta
ENSG00000162461	ENSG00000169100	SLC25A34	SLC25A6	Opisthokonta
ENSG00000162461	ENSG00000182902	SLC25A34	SLC25A18	Opisthokonta
ENSG00000162461	ENSG00000174032	SLC25A34	SLC25A30	Opisthokonta
ENSG00000155287	ENSG00000162461	SLC25A28	SLC25A34	Opisthokonta
ENSG00000162461	ENSG00000177542	SLC25A34	SLC25A22	Opisthokonta
ENSG00000145832	ENSG00000162461	SLC25A48	SLC25A34	Opisthokonta
ENSG00000114120	ENSG00000162461	SLC25A36	SLC25A34	Opisthokonta
ENSG00000145012	ENSG00000162458	LPP	FBLIM1	Bilateria
ENSG00000065526	ENSG00000161847	SPEN	RAVER1	Bilateria
ENSG00000065526	ENSG00000162775	SPEN	RBM15	Bilateria
ENSG00000065526	ENSG00000162437	SPEN	RAVER2	Bilateria
ENSG00000065526	ENSG00000147140	SPEN	NONO	Bilateria
ENSG00000065526	ENSG00000121390	SPEN	PSPC1	Bilateria
ENSG00000065526	ENSG00000116560	SPEN	SFPQ	Bilateria
ENSG00000065526	ENSG00000259956	SPEN	RBM15B	Bilateria
ENSG00000116809	ENSG00000180938	ZBTB17	ZNF572	Bilateria
ENSG00000116809	ENSG00000149050	ZBTB17	ZNF214	Bilateria
ENSG00000116809	ENSG00000168813	ZBTB17	ZNF507	Bilateria
ENSG00000116809	ENSG00000277462	ZBTB17	ZNF670	Bilateria
ENSG00000116809	ENSG00000178386	ZBTB17	ZNF223	Bilateria
ENSG00000116809	ENSG00000159885	ZBTB17	ZNF222	Bilateria
ENSG00000116809	ENSG00000197024	ZBTB17	ZNF398	Bilateria
ENSG00000083817	ENSG00000116809	ZNF416	ZBTB17	Bilateria
ENSG00000116809	ENSG00000196345	ZBTB17	ZKSCAN7	Bilateria
ENSG00000116809	ENSG00000159915	ZBTB17	ZNF233	Bilateria
ENSG00000116809	ENSG00000166716	ZBTB17	ZNF592	Bilateria
ENSG00000116809	ENSG00000196391	ZBTB17	ZNF774	Bilateria
ENSG00000116809	ENSG00000125812	ZBTB17	GZF1	Bilateria
ENSG00000116809	ENSG00000160961	ZBTB17	ZNF333	Bilateria
ENSG00000116809	ENSG00000152443	ZBTB17	ZNF776	Bilateria
ENSG00000110851	ENSG00000116809	PRDM4	ZBTB17	Bilateria
ENSG00000011451	ENSG00000116809	WIZ	ZBTB17	Bilateria
ENSG00000116809	ENSG00000179922	ZBTB17	ZNF784	Bilateria
ENSG00000116809	ENSG00000122482	ZBTB17	ZNF644	Bilateria
ENSG00000116809	ENSG00000141040	ZBTB17	ZNF287	Bilateria
ENSG00000116809	ENSG00000167395	ZBTB17	ZNF646	Bilateria
ENSG00000116809	ENSG00000284691	ZBTB17	ENSG00000284691	Bilateria
ENSG00000116809	ENSG00000196453	ZBTB17	ZNF777	Bilateria
ENSG00000116809	ENSG00000186272	ZBTB17	ZNF17	Bilateria
ENSG00000116809	ENSG00000181220	ZBTB17	ZNF746	Bilateria
ENSG00000116809	ENSG00000198551	ZBTB17	ZNF627	Bilateria
ENSG00000116809	ENSG00000143067	ZBTB17	ZNF697	Bilateria
ENSG00000116809	ENSG00000204644	ZBTB17	ZFP57	Bilateria
ENSG00000116809	ENSG00000152433	ZBTB17	ZNF547	Bilateria
ENSG00000116809	ENSG00000196646	ZBTB17	ZNF136	Bilateria
ENSG00000116809	ENSG00000183647	ZBTB17	ZNF530	Bilateria
ENSG00000116809	ENSG00000196378	ZBTB17	ZNF34	Bilateria
ENSG00000116809	ENSG00000257591	ZBTB17	ZNF625	Bilateria
ENSG00000116809	ENSG00000178917	ZBTB17	ZNF852	Bilateria
ENSG00000116809	ENSG00000181444	ZBTB17	ZNF467	Bilateria
ENSG00000116809	ENSG00000130818	ZBTB17	ZNF426	Bilateria
ENSG00000116809	ENSG00000159882	ZBTB17	ZNF230	Bilateria
ENSG00000116809	ENSG00000204920	ZBTB17	ZNF155	Bilateria
ENSG00000116809	ENSG00000143373	ZBTB17	ZNF687	Bilateria
ENSG00000116809	ENSG00000189164	ZBTB17	ZNF527	Bilateria
ENSG00000116809	ENSG00000175213	ZBTB17	ZNF408	Bilateria
ENSG00000116809	ENSG00000267508	ZBTB17	ZNF285	Bilateria
ENSG00000116809	ENSG00000198466	ZBTB17	ZNF587	Bilateria
ENSG00000116809	ENSG00000173480	ZBTB17	ZNF417	Bilateria
ENSG00000116809	ENSG00000169957	ZBTB17	ZNF768	Bilateria
ENSG00000116809	ENSG00000215421	ZBTB17	ZNF407	Bilateria
ENSG00000116809	ENSG00000181135	ZBTB17	ZNF707	Bilateria
ENSG00000085274	ENSG00000116809	MYNN	ZBTB17	Bilateria
ENSG00000116809	ENSG00000166188	ZBTB17	ZNF319	Bilateria
ENSG00000116809	ENSG00000177888	ZBTB17	ZBTB41	Bilateria
ENSG00000173641	ENSG00000260325	HSPB7	HSPB9	Bilateria
ENSG00000169271	ENSG00000173641	HSPB3	HSPB7	Bilateria
ENSG00000004776	ENSG00000173641	HSPB6	HSPB7	Bilateria
ENSG00000109846	ENSG00000173641	CRYAB	HSPB7	Bilateria
ENSG00000170276	ENSG00000173641	HSPB2	HSPB7	Bilateria
ENSG00000152137	ENSG00000173641	HSPB8	HSPB7	Bilateria
ENSG00000106211	ENSG00000173641	HSPB1	HSPB7	Bilateria
ENSG00000160202	ENSG00000173641	CRYAA	HSPB7	Bilateria
ENSG00000159784	ENSG00000185519	FAM131B	FAM131C	Gnathostomata
ENSG00000175182	ENSG00000185519	FAM131A	FAM131C	Gnathostomata
ENSG00000062524	ENSG00000142627	LTK	EPHA2	Bilateria
ENSG00000142627	ENSG00000160867	EPHA2	FGFR4	Bilateria
ENSG00000142627	ENSG00000171094	EPHA2	ALK	Bilateria
ENSG00000142627	ENSG00000167601	EPHA2	AXL	Bilateria
ENSG00000142627	ENSG00000164078	EPHA2	MST1R	Bilateria
ENSG00000142627	ENSG00000153208	EPHA2	MERTK	Bilateria
ENSG00000142627	ENSG00000165731	EPHA2	RET	Bilateria
ENSG00000070886	ENSG00000142627	EPHA8	EPHA2	Bilateria
ENSG00000037637	ENSG00000136933	FBXO42	RABEPK	Opisthokonta
ENSG00000037637	ENSG00000099949	FBXO42	LZTR1	Opisthokonta
ENSG00000037637	ENSG00000124702	FBXO42	KLHDC3	Opisthokonta
ENSG00000037637	ENSG00000104731	FBXO42	KLHDC4	Opisthokonta
ENSG00000037637	ENSG00000128607	FBXO42	KLHDC10	Opisthokonta
ENSG00000037637	ENSG00000197776	FBXO42	KLHDC1	Opisthokonta
ENSG00000037637	ENSG00000162755	FBXO42	KLHDC9	Opisthokonta
ENSG00000037637	ENSG00000172534	FBXO42	HCFC1	Opisthokonta
ENSG00000037637	ENSG00000111727	FBXO42	HCFC2	Opisthokonta
ENSG00000037637	ENSG00000165516	FBXO42	KLHDC2	Opisthokonta
ENSG00000089818	ENSG00000157191	NECAP1	NECAP2	Gnathostomata
ENSG00000117122	ENSG00000197614	MFAP2	MFAP5	Gnathostomata
ENSG00000017260	ENSG00000159363	ATP2C1	ATP13A2	Opisthokonta
ENSG00000117115	ENSG00000142623	PADI2	PADI1	Tetrapoda
ENSG00000117115	ENSG00000159339	PADI2	PADI4	Tetrapoda
ENSG00000117115	ENSG00000142619	PADI2	PADI3	Tetrapoda
ENSG00000117115	ENSG00000276747	PADI2	PADI6	Tetrapoda
ENSG00000166965	ENSG00000179051	RCCD1	RCC2	Opisthokonta
ENSG00000136161	ENSG00000179051	RCBTB2	RCC2	Opisthokonta
ENSG00000074964	ENSG00000104728	ARHGEF10L	ARHGEF10	Gnathostomata
ENSG00000074964	ENSG00000110237	ARHGEF10L	ARHGEF17	Bilateria
ENSG00000113812	ENSG00000117148	ACTR8	ACTL8	Opisthokonta
ENSG00000117148	ENSG00000159251	ACTL8	ACTC1	Opisthokonta
ENSG00000075089	ENSG00000117148	ACTR6	ACTL8	Opisthokonta
ENSG00000107796	ENSG00000117148	ACTA2	ACTL8	Opisthokonta
ENSG00000117154	ENSG00000139304	IGSF21	PTPRQ	Bilateria
ENSG00000117154	ENSG00000134121	IGSF21	CHL1	Bilateria
ENSG00000117154	ENSG00000163531	IGSF21	NFASC	Bilateria
ENSG00000113805	ENSG00000117154	CNTN3	IGSF21	Bilateria
ENSG00000117154	ENSG00000171587	IGSF21	DSCAM	Bilateria
ENSG00000117154	ENSG00000184144	IGSF21	CNTN2	Bilateria
ENSG00000117154	ENSG00000134115	IGSF21	CNTN6	Bilateria
ENSG00000117154	ENSG00000144619	IGSF21	CNTN4	Bilateria
ENSG00000080854	ENSG00000117154	IGSF9B	IGSF21	Bilateria
ENSG00000165572	ENSG00000179023	KBTBD6	KLHDC7A	Bilateria
ENSG00000120696	ENSG00000179023	KBTBD7	KLHDC7A	Bilateria
ENSG00000179023	ENSG00000186231	KLHDC7A	KLHL32	Bilateria
ENSG00000163376	ENSG00000179023	KBTBD8	KLHDC7A	Bilateria
ENSG00000170852	ENSG00000179023	KBTBD2	KLHDC7A	Bilateria
ENSG00000109790	ENSG00000179023	KLHL5	KLHDC7A	Bilateria
ENSG00000157119	ENSG00000179023	KLHL40	KLHDC7A	Bilateria
ENSG00000179023	ENSG00000182359	KLHDC7A	KBTBD3	Bilateria
ENSG00000175946	ENSG00000179023	KLHL38	KLHDC7A	Bilateria
ENSG00000156273	ENSG00000179023	BACH1	KLHDC7A	Bilateria
ENSG00000179023	ENSG00000185915	KLHDC7A	KLHL34	Bilateria
ENSG00000116679	ENSG00000179023	IVNS1ABP	KLHDC7A	Bilateria
ENSG00000135686	ENSG00000179023	KLHL36	KLHDC7A	Bilateria
ENSG00000145332	ENSG00000179023	KLHL8	KLHDC7A	Bilateria
ENSG00000176595	ENSG00000179023	KBTBD11	KLHDC7A	Bilateria
ENSG00000102271	ENSG00000179023	KLHL4	KLHDC7A	Bilateria
ENSG00000099910	ENSG00000179023	KLHL22	KLHDC7A	Bilateria
ENSG00000109466	ENSG00000179023	KLHL2	KLHDC7A	Bilateria
ENSG00000124743	ENSG00000179023	KLHL31	KLHDC7A	Bilateria
ENSG00000167487	ENSG00000179023	KLHL26	KLHDC7A	Bilateria
ENSG00000179023	ENSG00000185909	KLHDC7A	KLHDC8B	Bilateria
ENSG00000179023	ENSG00000185271	KLHDC7A	KLHL33	Bilateria
ENSG00000179023	ENSG00000233436	KLHDC7A	BTBD18	Bilateria
ENSG00000179023	ENSG00000197705	KLHDC7A	KLHL14	Bilateria
ENSG00000179023	ENSG00000187715	KLHDC7A	KBTBD12	Bilateria
ENSG00000179023	ENSG00000198642	KLHDC7A	KLHL9	Bilateria
ENSG00000003096	ENSG00000179023	KLHL13	KLHDC7A	Bilateria
ENSG00000179023	ENSG00000197429	KLHDC7A	IPP	Bilateria
ENSG00000076321	ENSG00000179023	KLHL20	KLHDC7A	Bilateria
ENSG00000146021	ENSG00000179023	KLHL3	KLHDC7A	Bilateria
ENSG00000179023	ENSG00000261609	KLHDC7A	GAN	Bilateria
ENSG00000119771	ENSG00000179023	KLHL29	KLHDC7A	Bilateria
ENSG00000168427	ENSG00000179023	KLHL30	KLHDC7A	Bilateria
ENSG00000149243	ENSG00000179023	KLHL35	KLHDC7A	Bilateria
ENSG00000179023	ENSG00000239474	KLHDC7A	KLHL41	Bilateria
ENSG00000130487	ENSG00000179023	KLHDC7B	KLHDC7A	Bilateria
ENSG00000112182	ENSG00000179023	BACH2	KLHDC7A	Bilateria
ENSG00000172578	ENSG00000179023	KLHL6	KLHDC7A	Bilateria
ENSG00000114796	ENSG00000179023	KLHL24	KLHDC7A	Bilateria
ENSG00000174010	ENSG00000179023	KLHL15	KLHDC7A	Bilateria
ENSG00000162873	ENSG00000179023	KLHDC8A	KLHDC7A	Bilateria
ENSG00000179023	ENSG00000185972	KLHDC7A	CCIN	Bilateria
ENSG00000114648	ENSG00000179023	KLHL18	KLHDC7A	Bilateria
ENSG00000179023	ENSG00000213160	KLHDC7A	KLHL23	Bilateria
ENSG00000117153	ENSG00000179023	KLHL12	KLHDC7A	Bilateria
ENSG00000150361	ENSG00000179023	KLHL1	KLHDC7A	Bilateria
ENSG00000079999	ENSG00000179023	KEAP1	KLHDC7A	Bilateria
ENSG00000087448	ENSG00000179023	KLHL42	KLHDC7A	Bilateria
ENSG00000122550	ENSG00000179023	KLHL7	KLHDC7A	Bilateria
ENSG00000179023	ENSG00000179454	KLHDC7A	KLHL28	Bilateria
ENSG00000179023	ENSG00000234438	KLHDC7A	KBTBD13	Bilateria
ENSG00000161594	ENSG00000179023	KLHL10	KLHDC7A	Bilateria
ENSG00000009709	ENSG00000119614	PAX7	VSX2	Bilateria
ENSG00000009709	ENSG00000163666	PAX7	HESX1	Bilateria
ENSG00000009709	ENSG00000069011	PAX7	PITX1	Bilateria
ENSG00000009709	ENSG00000180318	PAX7	ALX1	Bilateria
ENSG00000009709	ENSG00000105392	PAX7	CRX	Bilateria
ENSG00000009709	ENSG00000133937	PAX7	GSC	Bilateria
ENSG00000036828	ENSG00000179002	CASR	TAS1R2	Chordata
ENSG00000119711	ENSG00000159423	ALDH6A1	ALDH4A1	Opisthokonta
ENSG00000144908	ENSG00000159423	ALDH1L1	ALDH4A1	Opisthokonta
ENSG00000165568	ENSG00000211454	AKR1E2	AKR7L	Opisthokonta
ENSG00000085662	ENSG00000211454	AKR1B1	AKR7L	Opisthokonta
ENSG00000122787	ENSG00000211454	AKR1D1	AKR7L	Opisthokonta
ENSG00000162482	ENSG00000165568	AKR7A3	AKR1E2	Opisthokonta
ENSG00000085662	ENSG00000162482	AKR1B1	AKR7A3	Opisthokonta
ENSG00000122787	ENSG00000162482	AKR1D1	AKR7A3	Opisthokonta
ENSG00000040487	ENSG00000145014	SLC66A1	TMEM44	Opisthokonta
ENSG00000053371	ENSG00000165568	AKR7A2	AKR1E2	Opisthokonta
ENSG00000053371	ENSG00000085662	AKR7A2	AKR1B1	Opisthokonta
ENSG00000053371	ENSG00000122787	AKR7A2	AKR1D1	Opisthokonta
ENSG00000158747	ENSG00000166923	NBL1	GREM1	Chordata
ENSG00000158747	ENSG00000180875	NBL1	GREM2	Chordata
ENSG00000068308	ENSG00000169914	OTUD5	OTUD3	Opisthokonta
ENSG00000162543	ENSG00000163960	UBXN10	UBXN7	Opisthokonta
ENSG00000113194	ENSG00000162543	FAF2	UBXN10	Opisthokonta
ENSG00000162543	ENSG00000185104	UBXN10	FAF1	Opisthokonta
ENSG00000104691	ENSG00000162543	UBXN8	UBXN10	Opisthokonta
ENSG00000158816	ENSG00000162267	VWA5B1	ITIH3	Chordata
ENSG00000055957	ENSG00000158816	ITIH1	VWA5B1	Chordata
ENSG00000123243	ENSG00000158816	ITIH5	VWA5B1	Chordata
ENSG00000145198	ENSG00000158816	VWA5B2	VWA5B1	Chordata
ENSG00000158816	ENSG00000168658	VWA5B1	VWA3B	Chordata
ENSG00000110002	ENSG00000158816	VWA5A	VWA5B1	Chordata
ENSG00000158816	ENSG00000175267	VWA5B1	VWA3A	Chordata
ENSG00000151655	ENSG00000158816	ITIH2	VWA5B1	Chordata
ENSG00000102313	ENSG00000158816	ITIH6	VWA5B1	Chordata
ENSG00000102699	ENSG00000158816	PARP4	VWA5B1	Chordata
