accession	organism	vclass	vorder	group	cell	copy_id	label	contig	start	end	n_informative	keys
GCA_013397955.1	Grantiella picta	Aves	Passeriformes	non_actinopterygian	ITPR1	Grantiella_picta|GCA_013397955.1|ITPR1.0	Grantiella_picta|GCA_013397955.1|ITPR1.0	VZRM01002778.1	346574	494715	10	ARL8BA;BHLHE40;CNTN4;CRBN;EDEM1;IL5RA;LRRN1;SETMAR;SUMF1;TRNT1
GCA_013397955.1	Grantiella picta	Aves	Passeriformes	non_actinopterygian	ITPR2	Grantiella_picta|GCA_013397955.1|ITPR2.0	Grantiella_picta|GCA_013397955.1|ITPR2.0	VZRM01003629.1	237073	476309	11	BHLHE41;ETFRF1;FGFR1OP2;GYS2;INTS13;KRAS;MED21;SPX;SSPN;STK38L;TM7SF3
GCA_013397955.1	Grantiella picta	Aves	Passeriformes	non_actinopterygian	RYR	Grantiella_picta|GCA_013397955.1|RYR.0	Grantiella_picta|GCA_013397955.1|RYR.0	VZRM01002603.1	1392669	1765554	6	CHRM3;FMN2;GREM2;OPN3;PIGM;RGS7
GCA_013397955.1	Grantiella picta	Aves	Passeriformes	non_actinopterygian	RYR	Grantiella_picta|GCA_013397955.1|RYR.1	Grantiella_picta|GCA_013397955.1|RYR.1	VZRM01007608.1	60189	246791	6	AVEN;CHRM5;EMC7;FGL1L;FMN1;KATNBL1
GCA_013398125.1	Aegotheles bennettii	Aves	Caprimulgiformes	non_actinopterygian	ITPR1	Aegotheles_bennettii|GCA_013398125.1|ITPR1.0	Aegotheles_bennettii|GCA_013398125.1|ITPR1.0	VZRW01010862.1	518735	677741	7	CNTN4;CRBN;IL5RA;LRRN1;SETMAR;SUMF1;TRNT1
GCA_013398125.1	Aegotheles bennettii	Aves	Caprimulgiformes	non_actinopterygian	ITPR3	Aegotheles_bennettii|GCA_013398125.1|ITPR3.0	Aegotheles_bennettii|GCA_013398125.1|ITPR3.0	VZRW01011544.1	62	33975	9	APOBEC2;BAK1;CD300LD;FOXP4;MDFI;NFYA;OARD1;TFEB;TREM2
GCA_013398175.1	Climacteris rufus	Aves	Passeriformes	non_actinopterygian	ITPR1	Climacteris_rufus|GCA_013398175.1|ITPR1.0	Climacteris_rufus|GCA_013398175.1|ITPR1.0	VZRZ01002771.1	821575	977803	9	ARL8BA;BHLHE40;CNTN4;CRBN;IL5RA;LRRN1;SETMAR;SUMF1;TRNT1
GCA_013398175.1	Climacteris rufus	Aves	Passeriformes	non_actinopterygian	ITPR2	Climacteris_rufus|GCA_013398175.1|ITPR2.0	Climacteris_rufus|GCA_013398175.1|ITPR2.0	VZRZ01004463.1	409686	656819	9	CYB5R3;ENDOUA;FGFR1OP2;INTS13;MED21;PPFIBP1;SSPN;STK38L;TM7SF3
GCA_013398175.1	Climacteris rufus	Aves	Passeriformes	non_actinopterygian	ITPR3	Climacteris_rufus|GCA_013398175.1|ITPR3.0	Climacteris_rufus|GCA_013398175.1|ITPR3.0	VZRZ01005358.1	42484	82154	7	BAK1;GRM4;HMGA1;IP6K3;LEMD2;MLN;PRA1
GCA_013398175.1	Climacteris rufus	Aves	Passeriformes	non_actinopterygian	RYR	Climacteris_rufus|GCA_013398175.1|RYR.1	Climacteris_rufus|GCA_013398175.1|RYR.1	VZRZ01002579.1	769125	979284	15	ARHGAP11A;AVEN;CHRM5;EIF2AK4;EMC7;FAM98B;FGL1L;FSIP1;GPR176;GREM1;KATNBL1;LD;RASGRP1;SCG5;THBS1
GCA_013398455.1	Loxia curvirostra	Aves	Passeriformes	non_actinopterygian	ITPR1	Loxia_curvirostra|GCA_013398455.1|ITPR1.0	Loxia_curvirostra|GCA_013398455.1|ITPR1.0	VZSM01004910.1	1210115	1402937	13	ARL8BA;BHLHE40;CAV3;CRBN;EDEM1;IL5RA;LMCD1;LRRN1;RAD18;SETMAR;SRGAP3;SUMF1;TRNT1
GCA_013398455.1	Loxia curvirostra	Aves	Passeriformes	non_actinopterygian	ITPR2	Loxia_curvirostra|GCA_013398455.1|ITPR2.0	Loxia_curvirostra|GCA_013398455.1|ITPR2.0	VZSM01004385.1	562622	802507	10	ARFGAP3;BHLHE41;ETFRF1;FGFR1OP2;INTS13;KRAS;MED21;SSPN;STK38L;TM7SF3
GCA_013398455.1	Loxia curvirostra	Aves	Passeriformes	non_actinopterygian	ITPR3	Loxia_curvirostra|GCA_013398455.1|ITPR3.0	Loxia_curvirostra|GCA_013398455.1|ITPR3.0	VZSM01006023.1	1096375	1135930	19	APOBEC2;BAK1;FOXP4;GRM4;HMGA1;IP6K3;LEMD2;MDFI;MLN;NFYA;NUDT3;OARD1;PACSIN1;PRA1;RPS10;SPDEF;TFEB;TREM2;TREML4
GCA_013398455.1	Loxia curvirostra	Aves	Passeriformes	non_actinopterygian	RYR	Loxia_curvirostra|GCA_013398455.1|RYR.1	Loxia_curvirostra|GCA_013398455.1|RYR.1	VZSM01002731.1	5502326	5695489	16	ARHGAP11A;AVEN;CHRM5;EIF2AK4;EMC7;FGL1L;FSIP1;GPR176;GREM1;KATNBL1;LD;RASGRP1;SCG5;SPRED1;SRP14;THBS1
GCA_013398455.1	Loxia curvirostra	Aves	Passeriformes	non_actinopterygian	RYR	Loxia_curvirostra|GCA_013398455.1|RYR.0	Loxia_curvirostra|GCA_013398455.1|RYR.0	VZSM01006932.1	2392609	2761404	17	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GNG4;GPR137B;GREM2;HEATR1;LGALS8;LYST;MAP1LC3C;NID1;OPN3;PIGM;RGS7
GCA_013398575.1	Certhia familiaris	Aves	Passeriformes	non_actinopterygian	RYR	Certhia_familiaris|GCA_013398575.1|RYR.0	Certhia_familiaris|GCA_013398575.1|RYR.0	WBNC01000059.1	569150	939120	18	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GNG4;GPR137B;GREM2;HEATR1;LGALS8;LYST;MAP1LC3C;MTR;NID1;OPN3;PIGM;RGS7
GCA_013398575.1	Certhia familiaris	Aves	Passeriformes	non_actinopterygian	RYR	Certhia_familiaris|GCA_013398575.1|RYR.1	Certhia_familiaris|GCA_013398575.1|RYR.1	WBNC01000130.1	524004	713634	11	ARHGAP11B;AVEN;CHRM5;EMC7;FAM98B;FGL1L;GREM1;KATNBL1;RASGRP1;SCG5;SPRED1
GCA_013398615.1	Brachypodius melanocephalos	Aves	Passeriformes	non_actinopterygian	ITPR1	Brachypodius_melanocephalos|GCA_013398615.1|ITPR1.0	Brachypodius_melanocephalos|GCA_013398615.1|ITPR1.0	VZSR01001459.1	10232712	10378678	14	ARL8BA;BHLHE40;CAV3;CNTN4;CRBN;EDEM1;IL5RA;LRRN1;RAD18;SETMAR;SRGAP3;SUMF1;THUMPD3;TRNT1
GCA_013398615.1	Brachypodius melanocephalos	Aves	Passeriformes	non_actinopterygian	ITPR2	Brachypodius_melanocephalos|GCA_013398615.1|ITPR2.0	Brachypodius_melanocephalos|GCA_013398615.1|ITPR2.0	VZSR01002340.1	8119033	8359258	17	A4GALT;ARFGAP3;BHLHE41;CL004;CYB5R3;DYRK4;ETFRF1;FGF6;FGFR1OP2;INTS13;KRAS;MED21;PPFIBP1;RAD51AP1;REP15;SSPN;TM7SF3
GCA_013398615.1	Brachypodius melanocephalos	Aves	Passeriformes	non_actinopterygian	ITPR3	Brachypodius_melanocephalos|GCA_013398615.1|ITPR3.0	Brachypodius_melanocephalos|GCA_013398615.1|ITPR3.0	VZSR01002526.1	2552752	2589225	17	APOBEC2;BAK1;IP6K3;LEMD2;MLN;NFYA;NUDT3;OARD1;PACSIN1;PGA18;PGC;PRA1;RPS10;TFEB;TREM2;TREML4;UQCC2
GCA_013398615.1	Brachypodius melanocephalos	Aves	Passeriformes	non_actinopterygian	RYR	Brachypodius_melanocephalos|GCA_013398615.1|RYR.1	Brachypodius_melanocephalos|GCA_013398615.1|RYR.1	VZSR01000520.1	18929082	19118951	18	ARHGAP11A;AVEN;CHRM5;DPH6;EIF2AK4;EMC7;FAM98B;FGL1L;FSIP1;GPR176;GREM1;KATNBL1;LD;RASGRP1;SCG5;SPRED1;SRP14;THBS1
GCA_013398615.1	Brachypodius melanocephalos	Aves	Passeriformes	non_actinopterygian	RYR	Brachypodius_melanocephalos|GCA_013398615.1|RYR.0	Brachypodius_melanocephalos|GCA_013398615.1|RYR.0	VZSR01003807.1	4412913	4791937	16	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GNG4;GPR137B;GREM2;HEATR1;LGALS8;LYST;NID1;OPN3;PIGM;RGS7
GCA_013398795.1	Elachura formosa	Aves	Passeriformes	non_actinopterygian	ITPR1	Elachura_formosa|GCA_013398795.1|ITPR1.0	Elachura_formosa|GCA_013398795.1|ITPR1.0	WBNG01000009.1	5257043	5405887	9	ARL8B;CNTN4;CRBN;EDEM1;IL5RA;LRRN1;SETMAR;SUMF1;TRNT1
GCA_013398795.1	Elachura formosa	Aves	Passeriformes	non_actinopterygian	ITPR2	Elachura_formosa|GCA_013398795.1|ITPR2.0	Elachura_formosa|GCA_013398795.1|ITPR2.0	WBNG01000249.1	103434	351395	13	ARFGAP3;BHLHE41;CL004;DYRK4;ETFRF1;FGF23;FGF6;FGFR1OP2;INTS13;KRAS;MED21;RAD51AP1;TM7SF3
GCA_013398795.1	Elachura formosa	Aves	Passeriformes	non_actinopterygian	RYR	Elachura_formosa|GCA_013398795.1|RYR.0	Elachura_formosa|GCA_013398795.1|RYR.0	WBNG01000058.1	2626492	3006297	13	ACTN2;CHRM3;EDARADD;EXO1;FMN2;GREM2;HEATR1;LGALS8;MAP1LC3C;MTR;OPN3;PIGM;RGS7
GCA_013398795.1	Elachura formosa	Aves	Passeriformes	non_actinopterygian	RYR	Elachura_formosa|GCA_013398795.1|RYR.1	Elachura_formosa|GCA_013398795.1|RYR.1	WBNG01000069.1	2325252	2516903	12	ARHGAP11A;AVEN;CHRM5;FAM98B;GREM1;KATNBL1;LD;ODF3;RASGRP1;SCG5;SPRED1;THBS1
GCA_013398835.1	Emberiza fucata	Aves	Passeriformes	non_actinopterygian	ITPR2	Emberiza_fucata|GCA_013398835.1|ITPR2.0	Emberiza_fucata|GCA_013398835.1|ITPR2.0	VYZJ01000507.1	235276	475527	5	FGFR1OP2;INTS13;MED21;SSPN;TM7SF3
GCA_013398835.1	Emberiza fucata	Aves	Passeriformes	non_actinopterygian	RYR	Emberiza_fucata|GCA_013398835.1|RYR.0	Emberiza_fucata|GCA_013398835.1|RYR.0	VYZJ01000130.1	910050	1289332	10	ACTN2;EDARADD;ERO1B;GNG4;GPR137B;HEATR1;LGALS8;LYST;MTR;NID1
GCA_013398835.1	Emberiza fucata	Aves	Passeriformes	non_actinopterygian	RYR	Emberiza_fucata|GCA_013398835.1|RYR.1	Emberiza_fucata|GCA_013398835.1|RYR.1	VYZJ01000340.1	650006	783095	6	CHRM5;FGL1L;FSIP1;GPR176;KATNBL1;THBS1
GCA_013398975.1	Catharus fuscescens	Aves	Passeriformes	non_actinopterygian	RYR	Catharus_fuscescens|GCA_013398975.1|RYR.1	Catharus_fuscescens|GCA_013398975.1|RYR.1	VWYD01065695.1	559436	755825	11	AVEN;CHRM5;EMC7;FAM98B;FGL1L;GREM1;KATNBL1;LD;RASGRP1;SCG5;THBS1
GCA_013399075.1	Chloroceryle aenea	Aves	Coraciiformes	non_actinopterygian	ITPR3	Chloroceryle_aenea|GCA_013399075.1|ITPR3.0	Chloroceryle_aenea|GCA_013399075.1|ITPR3.0	VWZY01000040.1	258710	339501	7	APOBEC2;BAK1;GRM4;NFYA;OARD1;PRA1;TREM2
GCA_013399305.1	Rostratula benghalensis	Aves	Charadriiformes	non_actinopterygian	ITPR1	Rostratula_benghalensis|GCA_013399305.1|ITPR1.0	Rostratula_benghalensis|GCA_013399305.1|ITPR1.0	VXAI01000036.1	5697540	5874783	9	ARL8B;BHLHE40;CNTN4;CRBN;IL5RA;LRRN1;SETMAR;SUMF1;TRNT1
GCA_013399305.1	Rostratula benghalensis	Aves	Charadriiformes	non_actinopterygian	ITPR2	Rostratula_benghalensis|GCA_013399305.1|ITPR2.0	Rostratula_benghalensis|GCA_013399305.1|ITPR2.0	VXAI01000006.1	11343912	11608406	14	BHLHE41;CASC1;CYB5R3;ETFRF1;FGFR1OP2;GYS2;INTS13;KRAS;MED21;PPFIBP1;SPX;SSPN;STK38L;TM7SF3
GCA_013399305.1	Rostratula benghalensis	Aves	Charadriiformes	non_actinopterygian	RYR	Rostratula_benghalensis|GCA_013399305.1|RYR.0	Rostratula_benghalensis|GCA_013399305.1|RYR.0	VXAI01000004.1	229833	617047	9	ACTN2;B3GALNT2;EDARADD;ERO1B;GNG4;GPR137B;HEATR1;LYST;NID1
GCA_013399305.1	Rostratula benghalensis	Aves	Charadriiformes	non_actinopterygian	RYR	Rostratula_benghalensis|GCA_013399305.1|RYR.1	Rostratula_benghalensis|GCA_013399305.1|RYR.1	VXAI01000009.1	8100978	8317864	17	ARHGAP11A;AVEN;CHRM5;DPH6;EIF2AK4;EMC7;FAM98B;FSIP1;GPR176;GREM1;KATNBL1;LD;RASGRP1;SCG5;SPRED1;SRP14;THBS1
GCA_013399395.1	Nyctiprogne leucopyga	Aves	Caprimulgiformes	non_actinopterygian	ITPR1	Nyctiprogne_leucopyga|GCA_013399395.1|ITPR1.0	Nyctiprogne_leucopyga|GCA_013399395.1|ITPR1.0	VZZU01000042.1	509754	681771	5	BHLHE40;EDEM1;LRRN1;SETMAR;SUMF1
GCA_013399395.1	Nyctiprogne leucopyga	Aves	Caprimulgiformes	non_actinopterygian	ITPR3	Nyctiprogne_leucopyga|GCA_013399395.1|ITPR3.0	Nyctiprogne_leucopyga|GCA_013399395.1|ITPR3.0	VZZU01001619.1	130212	174732	7	APOBEC2;BAK1;NFYA;OARD1;TREM2;TREML1;UQCC2
GCA_013399455.1	Anthoscopus minutus	Aves	Passeriformes	non_actinopterygian	ITPR1	Anthoscopus_minutus|GCA_013399455.1|ITPR1.0	Anthoscopus_minutus|GCA_013399455.1|ITPR1.0	VWYI01047507.1	143620	295325	9	BHLHE40;CAV3;EDEM1;LMCD1;LRRN1;RAD18;SETMAR;SRGAP3;SUMF1
GCA_013399495.1	Corythaixoides concolor	Aves	Musophagiformes	non_actinopterygian	ITPR2	Corythaixoides_concolor|GCA_013399495.1|ITPR2.0	Corythaixoides_concolor|GCA_013399495.1|ITPR2.0	VXAM01000304.1	434291	734122	13	ARNTL2;BHLHE41;CYB5R3;ETFRF1;FGFR1OP2;GYS2;INTS13;KRAS;LDHB;PPFIBP1;SPX;SSPN;TM7SF3
GCA_013399495.1	Corythaixoides concolor	Aves	Musophagiformes	non_actinopterygian	ITPR3	Corythaixoides_concolor|GCA_013399495.1|ITPR3.0	Corythaixoides_concolor|GCA_013399495.1|ITPR3.0	VXAM01000033.1	368612	412129	14	APOBEC2;BAK1;FOXP4;GRM4;HMGA1;IP6K3;LEMD2;MDFI;MLN;NFYA;OARD1;RPS10;TFEB;TREM2
GCA_013399565.1	Podilymbus podiceps	Aves	Podicipediformes	non_actinopterygian	ITPR1	Podilymbus_podiceps|GCA_013399565.1|ITPR1.0	Podilymbus_podiceps|GCA_013399565.1|ITPR1.0	VXAO01000176.1	1065495	1237751	7	CNTN4;CRBN;IL5RA;LRRN1;SETMAR;SUMF1;TRNT1
GCA_013399565.1	Podilymbus podiceps	Aves	Podicipediformes	non_actinopterygian	ITPR3	Podilymbus_podiceps|GCA_013399565.1|ITPR3.0	Podilymbus_podiceps|GCA_013399565.1|ITPR3.0	VXAO01000163.1	435533	548892	14	BAK1;CD300LD;FOXP4;GRM4;HMGA1;MDFI;NFYA;NUDT3;OARD1;PACSIN1;SNRPC;SPDEF;TFEB;TREM2
GCA_013399565.1	Podilymbus podiceps	Aves	Podicipediformes	non_actinopterygian	RYR	Podilymbus_podiceps|GCA_013399565.1|RYR.0	Podilymbus_podiceps|GCA_013399565.1|RYR.0	VXAO01000097.1	961397	1389636	9	ACTN2;B3GALNT2;EDARADD;ERO1B;GNG4;GPR137B;HEATR1;LGALS8;LYST
GCA_013399565.1	Podilymbus podiceps	Aves	Podicipediformes	non_actinopterygian	RYR	Podilymbus_podiceps|GCA_013399565.1|RYR.1	Podilymbus_podiceps|GCA_013399565.1|RYR.1	VXAO01000161.1	281873	529214	11	AVEN;CHRM5;EIF2AK4;EMC7;FSIP1;GPR176;GREM1;KATNBL1;LD;SRP14;THBS1
GCA_013399735.1	Tyrannus savana	Aves	Passeriformes	non_actinopterygian	ITPR1	Tyrannus_savana|GCA_013399735.1|ITPR1.0	Tyrannus_savana|GCA_013399735.1|ITPR1.0	VXAW01003770.1	651721	808483	12	ARL8BA;BHLHE40;CAV3;CNTN4;CRBN;EDEM1;IL5RA;LMCD1;LRRN1;SETMAR;SUMF1;TRNT1
GCA_013399735.1	Tyrannus savana	Aves	Passeriformes	non_actinopterygian	ITPR3	Tyrannus_savana|GCA_013399735.1|ITPR3.0	Tyrannus_savana|GCA_013399735.1|ITPR3.0	VXAW01010101.1	229002	338277	11	APOBEC2;BAK1;FOXP4;GRM4;HMGA1;NFYA;NUDT3;OARD1;RPS10;TREM2;TREML2
GCA_013399735.1	Tyrannus savana	Aves	Passeriformes	non_actinopterygian	RYR	Tyrannus_savana|GCA_013399735.1|RYR.1	Tyrannus_savana|GCA_013399735.1|RYR.1	VXAW01003324.1	332648	547640	12	ARHGAP11A;AVEN;CHRM5;EMC7;FAM98B;FGL1L;GREM1;KATNBL1;LD;RASGRP1;SCG5;SPRED1
GCA_013399795.1	Zosterops hypoxanthus	Aves	Passeriformes	non_actinopterygian	ITPR2	Zosterops_hypoxanthus|GCA_013399795.1|ITPR2.0	Zosterops_hypoxanthus|GCA_013399795.1|ITPR2.0	VWYL01018137.1	130450	398472	6	BHLHE41;FGFR1OP2;INTS13;MED21;SSPN;STK38L
GCA_013399855.1	Oxyruncus cristatus	Aves	Passeriformes	non_actinopterygian	ITPR1	Oxyruncus_cristatus|GCA_013399855.1|ITPR1.0	Oxyruncus_cristatus|GCA_013399855.1|ITPR1.0	VXAY01004762.1	2375397	2529988	14	BHLHE40;CAV3;CHL1;CNTN4;EDEM1;IL5RA;LMCD1;LRRN1;MTR;RAD18;SETMAR;SRGAP3;SUMF1;TRNT1
GCA_013399855.1	Oxyruncus cristatus	Aves	Passeriformes	non_actinopterygian	ITPR2	Oxyruncus_cristatus|GCA_013399855.1|ITPR2.0	Oxyruncus_cristatus|GCA_013399855.1|ITPR2.0	VXAY01004465.1	75393	311101	11	BHLHE41;ETFRF1;FGFR1OP2;GYS2;INTS13;KCNJ8;KRAS;LDHB;RASSF8;SSPN;TM7SF3
GCA_013399855.1	Oxyruncus cristatus	Aves	Passeriformes	non_actinopterygian	ITPR3	Oxyruncus_cristatus|GCA_013399855.1|ITPR3.0	Oxyruncus_cristatus|GCA_013399855.1|ITPR3.0	VXAY01006930.1	717935	755531	19	APOBEC2;BAK1;FOXP4;GRM4;HMGA1;IP6K3;LEMD2;MDFI;MLN;NFYA;NUDT3;OARD1;PRA1;RPS10;SMIM29;TFEB;TREM2;TREML2;UQCC2
GCA_013399855.1	Oxyruncus cristatus	Aves	Passeriformes	non_actinopterygian	RYR	Oxyruncus_cristatus|GCA_013399855.1|RYR.1	Oxyruncus_cristatus|GCA_013399855.1|RYR.1	VXAY01001352.1	293252	512248	7	AVEN;CHRM5;EMC7;GREM1;KATNBL1;LD;SCG5
GCA_013399895.1	Serilophus lunatus	Aves	Passeriformes	non_actinopterygian	ITPR2	Serilophus_lunatus|GCA_013399895.1|ITPR2.0	Serilophus_lunatus|GCA_013399895.1|ITPR2.0	VXBA01005702.1	411321	635807	13	BHLHE41;CYB5R3;ENDOUA;ETFRF1;FGFR1OP2;INTS13;KRAS;MED21;PPFIBP1;RASSF8;REP15;SSPN;TM7SF3
GCA_013399895.1	Serilophus lunatus	Aves	Passeriformes	non_actinopterygian	ITPR3	Serilophus_lunatus|GCA_013399895.1|ITPR3.0	Serilophus_lunatus|GCA_013399895.1|ITPR3.0	VXBA01002447.1	184804	284099	12	APOBEC2;BAK1;GRM4;HMGA1;NFYA;NUDT3;OARD1;PACSIN1;RPS10;SMIM29;SNRPC;SPDEF
GCA_013399895.1	Serilophus lunatus	Aves	Passeriformes	non_actinopterygian	RYR	Serilophus_lunatus|GCA_013399895.1|RYR.0	Serilophus_lunatus|GCA_013399895.1|RYR.0	VXBA01001840.1	56628	433628	9	ACTN2;EDARADD;ERO1B;GNG4;GPR137B;HEATR1;LGALS8;LYST;NID1
GCA_013399895.1	Serilophus lunatus	Aves	Passeriformes	non_actinopterygian	RYR	Serilophus_lunatus|GCA_013399895.1|RYR.1	Serilophus_lunatus|GCA_013399895.1|RYR.1	VXBA01005560.1	402796	613975	12	ARHGAP11A;AVEN;CHRM5;EMC7;FAM98B;FGL1L;GREM1;KATNBL1;LD;RASGRP1;SCG5;SPRED1
GCA_013400075.1	Hippolais icterina	Aves	Passeriformes	non_actinopterygian	ITPR2	Hippolais_icterina|GCA_013400075.1|ITPR2.0	Hippolais_icterina|GCA_013400075.1|ITPR2.0	VWYN01013987.1	375873	594494	6	BHLHE41;FGFR1OP2;INTS13;RASSF8;SSPN;TM7SF3
GCA_013400195.1	Aramus guarauna	Aves	Gruiformes	non_actinopterygian	ITPR1	Aramus_guarauna|GCA_013400195.1|ITPR1.0	Aramus_guarauna|GCA_013400195.1|ITPR1.0	VXBL01002157.1	1575190	1746624	15	ARL8BA;BHLHE40;CAV3;CNTN4;CRBN;IL5RA;LMCD1;LRRN1;OXTR;RAD18;SETMAR;SRGAP3;SSUH2;SUMF1;TRNT1
GCA_013400195.1	Aramus guarauna	Aves	Gruiformes	non_actinopterygian	ITPR2	Aramus_guarauna|GCA_013400195.1|ITPR2.0	Aramus_guarauna|GCA_013400195.1|ITPR2.0	VXBL01000728.1	232459	493506	10	BHLHE41;CASC1;ETFRF1;FGFR1OP2;INTS13;KRAS;MED21;RASSF8;SSPN;TM7SF3
GCA_013400195.1	Aramus guarauna	Aves	Gruiformes	non_actinopterygian	ITPR3	Aramus_guarauna|GCA_013400195.1|ITPR3.0	Aramus_guarauna|GCA_013400195.1|ITPR3.0	VXBL01003098.1	326541	371899	16	APOBEC2;BAK1;FOXP4;GRM4;IP6K3;LEMD2;MLN;NFYA;NUDT3;OARD1;PACSIN1;PRA1;RPS10;SNRPC;TREM1;TREM2
GCA_013400195.1	Aramus guarauna	Aves	Gruiformes	non_actinopterygian	RYR	Aramus_guarauna|GCA_013400195.1|RYR.1	Aramus_guarauna|GCA_013400195.1|RYR.1	VXBL01009441.1	447354	685554	11	ARHGAP11A;AVEN;CHRM5;EMC7;FAM98B;GREM1;KATNBL1;LD;RASGRP1;SCG5;SPRED1
GCA_013400215.1	Cisticola juncidis	Aves	Passeriformes	non_actinopterygian	ITPR1	Cisticola_juncidis|GCA_013400215.1|ITPR1.0	Cisticola_juncidis|GCA_013400215.1|ITPR1.0	VXBR01003613.1	1069633	1215817	8	ARL8B;BHLHE40;CNTN4;CRBN;EDEM1;LRRN1;SUMF1;TRNT1
GCA_013400215.1	Cisticola juncidis	Aves	Passeriformes	non_actinopterygian	ITPR2	Cisticola_juncidis|GCA_013400215.1|ITPR2.0	Cisticola_juncidis|GCA_013400215.1|ITPR2.0	VXBR01000324.1	451987	664734	9	BHLHE41;ETFRF1;FGFR1OP2;INTS13;KRAS;MED21;RASSF8;SSPN;TM7SF3
GCA_013400215.1	Cisticola juncidis	Aves	Passeriformes	non_actinopterygian	ITPR3	Cisticola_juncidis|GCA_013400215.1|ITPR3.0	Cisticola_juncidis|GCA_013400215.1|ITPR3.0	VXBR01010904.1	32883	72262	5	BAK1;IP6K3;LEMD2;MLN;PRA1
GCA_013400215.1	Cisticola juncidis	Aves	Passeriformes	non_actinopterygian	RYR	Cisticola_juncidis|GCA_013400215.1|RYR.1	Cisticola_juncidis|GCA_013400215.1|RYR.1	VXBR01005532.1	2477378	2666572	16	ARHGAP11A;AVEN;CHRM5;EIF2AK4;EMC7;FAM98B;FGL1L;FSIP1;GPR176;GREM1;KATNBL1;RASGRP1;SCG5;SPRED1;SRP14;THBS1
GCA_013400215.1	Cisticola juncidis	Aves	Passeriformes	non_actinopterygian	RYR	Cisticola_juncidis|GCA_013400215.1|RYR.0	Cisticola_juncidis|GCA_013400215.1|RYR.0	VXBR01009377.1	36364	405242	9	ACTN2;EDARADD;ERO1B;GNG4;GPR137B;HEATR1;LGALS8;LYST;NID1
GCA_013400415.1	Scytalopus superciliaris	Aves	Passeriformes	non_actinopterygian	ITPR1	Scytalopus_superciliaris|GCA_013400415.1|ITPR1.0	Scytalopus_superciliaris|GCA_013400415.1|ITPR1.0	VXBX01005888.1	25951	155460	7	CNTN4;CRBN;IL5RA;LRRN1;SETMAR;SUMF1;TRNT1
GCA_013400415.1	Scytalopus superciliaris	Aves	Passeriformes	non_actinopterygian	ITPR3	Scytalopus_superciliaris|GCA_013400415.1|ITPR3.0	Scytalopus_superciliaris|GCA_013400415.1|ITPR3.0	VXBX01001803.1	124156	158478	11	APOBEC2;BAK1;CD300LG;IP6K3;LEMD2;MLN;NFYA;OARD1;PRA1;TREM2;UQCC2
GCA_013400415.1	Scytalopus superciliaris	Aves	Passeriformes	non_actinopterygian	RYR	Scytalopus_superciliaris|GCA_013400415.1|RYR.1	Scytalopus_superciliaris|GCA_013400415.1|RYR.1	VXBX01004616.1	1983150	2199773	10	AVEN;CHRM5;EIF2AK4;EMC7;FSIP1;GPR176;KATNBL1;LD;SRP14;THBS1
GCA_013400415.1	Scytalopus superciliaris	Aves	Passeriformes	non_actinopterygian	RYR	Scytalopus_superciliaris|GCA_013400415.1|RYR.0	Scytalopus_superciliaris|GCA_013400415.1|RYR.0	VXBX01009827.1	154	174938	10	CAPN3;CDAN1;HAUS2;LRRC57;RDS2;SNAP23;STARD9;TTBK2;UBR1;ZNF106
GCA_013400445.1	Leiothrix lutea	Aves	Passeriformes	non_actinopterygian	ITPR2	Leiothrix_lutea|GCA_013400445.1|ITPR2.0	Leiothrix_lutea|GCA_013400445.1|ITPR2.0	VXBY01000177.1	219864	466848	8	ARNTL2;BHLHE41;FGFR1OP2;INTS13;MED21;RASSF8;SSPN;TM7SF3
GCA_013400445.1	Leiothrix lutea	Aves	Passeriformes	non_actinopterygian	ITPR3	Leiothrix_lutea|GCA_013400445.1|ITPR3.0	Leiothrix_lutea|GCA_013400445.1|ITPR3.0	VXBY01000669.1	42710	178492	6	BAK1;GRM4;HMGA1;NUDT3;RPS10;SMIM29
GCA_013400515.1	Erpornis zantholeuca	Aves	Passeriformes	non_actinopterygian	ITPR3	Erpornis_zantholeuca|GCA_013400515.1|ITPR3.0	Erpornis_zantholeuca|GCA_013400515.1|ITPR3.0	VZTN01001861.1	496957	543264	16	APOBEC2;BAK1;GRM4;HMGA1;IP6K3;LEMD2;MLN;NFYA;NUDT3;OARD1;PACSIN1;PRA1;RPS10;SNRPC;TREM2;TREML2
GCA_013400585.1	Chloropsis cyanopogon	Aves	Passeriformes	non_actinopterygian	ITPR1	Chloropsis_cyanopogon|GCA_013400585.1|ITPR1.0	Chloropsis_cyanopogon|GCA_013400585.1|ITPR1.0	WEZZ01015506.1	399273	553190	9	ARL8BA;BHLHE40;CRBN;EDEM1;IL5RA;LRRN1;SETMAR;SUMF1;TRNT1
GCA_013400585.1	Chloropsis cyanopogon	Aves	Passeriformes	non_actinopterygian	ITPR2	Chloropsis_cyanopogon|GCA_013400585.1|ITPR2.0	Chloropsis_cyanopogon|GCA_013400585.1|ITPR2.0	WEZZ01021076.1	268745	484547	6	BHLHE41;FGFR1OP2;INTS13;MED21;SSPN;TM7SF3
