accession	organism	vclass	vorder	assembly_level	contig_n50	contig_spans_gene	cell	cell_status	slot	locus_idx	locus_clade	assigned_via	contig	start	end	strand	bait	identity	coverage	aligned_aa	q_start	q_end	bait_len	frameshifts	stop_codons	lesions	lesion_density	integrity	family_margin	paralog_margin	contig_edge	longest_n_run	annot_gene	annot_frac_cds	annot_paralog_matches	merged_models	merged_from	is_copy	excluded_reason
GCA_010411085.1	Cervus hanglu yarkandensis	Mammalia	Artiodactyla	Chromosome	268660	True	RYR	found_annotated	cell	1	RYR	primary	CM021195.1	45417026	45713776	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.7888	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	400	G4228_002289	1.0	False	1		True	
GCA_010411085.1	Cervus hanglu yarkandensis	Mammalia	Artiodactyla	Chromosome	268660	True	RYR	found_annotated	cell	2	RYR	primary	CM021203.1	24710155	25256973	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6715	1.0	5037	1	5037	5037	1	0	1	0.1985	intact	1.0	1.0	False	400	G4228_008671	0.984	False	1		True	
GCA_010411085.1	Cervus hanglu yarkandensis	Mammalia	Artiodactyla	Chromosome	268660	True	RYR	found_annotated	cell	0	RYR	primary	CM021206.1	2723846	3495477	-	Q92736|RYR2|Homo_sapiens|RYR2	0.9793	1.0	4967	1	4967	4967	0	0	0	0.0	intact	1.0	1.0	False	400	G4228_010619	0.974	False	1		True	
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	Scaffold	3015437	True	ITPR1	found_unannotated	cell	1	vertebrate_basal	unresolved:vertebrate_basal	JAAKFY010000006.1	12061969	12166519	+	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.847	1.0	2748	1	2748	2748	10	0	10	3.639	lesion_rich	1.0	0.2301	False	0	F7725_016552	0.821	False	1		True	
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	Scaffold	3015437	True	ITPR1	found_unannotated	cell	0	ITPR1	primary	JAAKFY010000006.1	25372485	25435846	-	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.9528	1.0	2748	1	2748	2748	4	0	4	1.4556	intact	1.0	0.2963	False	0		0.0	False	1		True	
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	Scaffold	3015437	True	ITPR2	found_unannotated	cell	0	ITPR2	primary	JAAKFY010000007.1	17781036	17839072	-	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0.8622	1.0	2701	1	2701	2701	4	0	4	1.4809	intact	1.0	0.2894	False	0		0.0	False	1		True	
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	Scaffold	3015437	True	ITPR3	found_unannotated	cell	0	ITPR3	primary	JAAKFY010000002.1	32293568	32378972	+	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0.8856	1.0	2670	1	2670	2670	9	0	9	3.3708	lesion_rich	1.0	0.3039	False	0		0.0	False	1		True	
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	Scaffold	3015437	True	RYR	found_annotated	cell	0	RYR	primary	JAAKFY010000008.1	28825736	28999030	+	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0.8696	1.0	4961	1	4961	4961	17	1	18	3.6283	lesion_rich	1.0	1.0	False	0	F7725_014813	0.564	False	1		True	
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	Scaffold	3015437	True	RYR	found_annotated	cell	5	RYR	primary	JAAKFY010000011.1	18743167	18859665	-	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	0.6069	1.0	5168	1	5168	5168	10	1	11	2.1285	lesion_rich	1.0	1.0	False	0	F7725_019825	0.56	False	1		True	
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	Scaffold	3015437	True	RYR	found_annotated	cell	1	RYR	primary	JAAKFY010000013.1	8762014	8874393	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.7975	0.9992	5033	5	5037	5037	6	0	6	1.1921	intact	1.0	1.0	False	0	F7725_020359	0.998	False	1		True	
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	Scaffold	3015437	True	RYR	found_annotated	cell	3	RYR	primary	JAAKFY010000015.1	14893862	15017626	+	Q92736|RYR2|Homo_sapiens|RYR2	0.6669	1.0	4967	1	4967	4967	10	0	10	2.0133	lesion_rich	1.0	1.0	False	0	F7725_007914	0.728	False	1		True	
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	Scaffold	3015437	True	RYR	found_annotated	cell	4	RYR	primary	JAAKFY010000019.1	13853216	13935566	+	Q92736|RYR2|Homo_sapiens|RYR2	0.6456	1.0	4967	1	4967	4967	8	0	8	1.6106	lesion_rich	1.0	1.0	False	0		0.0	False	1		True	
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	Scaffold	3015437	True	RYR	found_annotated	cell	2	RYR	primary	JAAKFY010000020.1	12009470	12064928	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.7939	1.0	5037	1	5037	5037	10	0	10	1.9853	lesion_rich	1.0	1.0	False	0		0.0	False	1		True	
GCA_013389825.1	Crypturellus undulatus	Aves	Tinamiformes	Scaffold	99502	False	ITPR1	found_unannotated	cell	0	ITPR1	primary	VWPW01023980.1	74623	225975	+	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9867	1.0	2779	1	2779	2779	0	0	0	0.0	intact	1.0	0.3377	False	2332		0.0	False	1		True	
GCA_013389825.1	Crypturellus undulatus	Aves	Tinamiformes	Scaffold	99502	False	ITPR2	found_unannotated	cell	0	ITPR2	primary	VWPW01014676.1	286425	522703	-	F1P1X4|ITPR2|Gallus_gallus|ITPR2	0.98	1.0	2700	1	2700	2700	0	0	0	0.0	intact	1.0	0.3104	False	1		0.0	False	1		True	
GCA_013389825.1	Crypturellus undulatus	Aves	Tinamiformes	Scaffold	99502	False	RYR	found_annotated	cell	1	RYR	primary	VWPW01021686.1	6388	188083	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6769	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	True	1		0.0	False	1		True	
GCA_013389825.1	Crypturellus undulatus	Aves	Tinamiformes	Scaffold	99502	False	RYR	found_annotated	cell	0	RYR	primary	VWPW01022533.1	2613	236680	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9768	0.9386	4663	36	4698	4968	0	0	0	0.0	intact	1.0	1.0	True	243	Ryr2_1	0.991	True	1		True	
GCA_013389885.1	Geococcyx californianus	Aves	Cuculiformes	Scaffold	47040	False	ITPR1	found_unannotated	cell	0	ITPR1	primary	VWPV01004098.1	11933	181147	-	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.987	1.0	2779	1	2779	2779	0	0	0	0.0	intact	1.0	0.3219	False	548		0.0	False	1		True	
GCA_013389885.1	Geococcyx californianus	Aves	Cuculiformes	Scaffold	47040	False	RYR	assembly_gap	cell	2	RYR	primary	VWPV01000077.1	38012	107773	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9807	0.3549	1763	3206	4968	4968	0	0	0	0.0	intact	1.0	1.0	True	64		0.0	False	1		False	coverage_below_full
GCA_013389885.1	Geococcyx californianus	Aves	Cuculiformes	Scaffold	47040	False	RYR	assembly_gap	cell	0	RYR	primary	VWPV01009501.1	2457	125848	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9795	0.5779	2871	272	3142	4968	0	0	0	0.0	intact	1.0	1.0	True	41	Ryr2_2	0.997	True	1		True	
GCA_013389885.1	Geococcyx californianus	Aves	Cuculiformes	Scaffold	47040	False	RYR	assembly_gap	cell	1	RYR	primary	VWPV01031520.1	759	103791	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.6928	0.5634	2799	2019	4817	4968	0	0	0	0.0	intact	1.0	1.0	True	1		0.0	False	1		True	
GCA_013389965.1	Todus mexicanus	Aves	Coraciiformes	Scaffold	8743	False	ITPR3	found_annotated	cell	0	ITPR3	primary	WEIS01036230.1	1967	48807	+	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0.9476	1.0	2670	1	2670	2670	0	0	0	0.0	intact	1.0	0.3324	True	726	TODMEX_R03131	1.0	False	1		True	
GCA_013389965.1	Todus mexicanus	Aves	Coraciiformes	Scaffold	8743	False	RYR	found_unannotated	cell	0	RYR	primary	WEIS01025216.1	1	35164	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6968	0.8074	4067	851	4917	5037	2	0	2	0.4918	intact	1.0	1.0	True	878		0.0	False	1		True	
GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	Scaffold	29388	False	ITPR1	found_unannotated	cell	0	ITPR1	primary	WEIT01025007.1	6149	161000	+	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9853	1.0	2779	1	2779	2779	0	0	0	0.0	intact	1.0	0.3198	True	247		0.0	False	1		True	
GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	Scaffold	29388	False	ITPR2	found_unannotated	cell	0	ITPR2	primary	WEIT01016686.1	1	169312	+	A0A672UP22|ITPR2|Strigops_habroptila	0.9456	0.763	2060	641	2700	2700	0	0	0	0.0	intact	1.0	1.0	True	47		0.0	False	1		True	
GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	Scaffold	29388	False	ITPR3	found_annotated	cell	0	ITPR3	primary	WEIT01027115.1	18120	55110	+	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0.9925	1.0	2670	1	2670	2670	0	1	1	0.3745	intact	1.0	0.3491	False	358	DRYGAM_R08247	1.0	False	1		True	
GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	Scaffold	29388	False	RYR	assembly_gap	cell	0	RYR	primary	WEIT01008220.1	2604	28419	+	A0A3Q0HBW9|RYR|Alligator_sinensis	0.7488	0.1707	851	2084	2934	4986	0	0	0	0.0	intact	1.0	1.0	True	117		0.0	False	1		False	coverage_below_full
GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	Scaffold	29388	False	RYR	assembly_gap	cell	1	RYR	primary	WEIT01027086.1	2446	38927	+	A0A3Q0HBW9|RYR|Alligator_sinensis	0.9443	0.1035	516	534	1049	4986	0	0	0	0.0	intact	1.0	1.0	True	200		0.0	False	1		False	coverage_below_full
GCA_013390065.1	Chloropsis hardwickii	Aves	Passeriformes	Scaffold	39381	False	ITPR1	found_unannotated	cell	0	ITPR1	primary	WEIW01000372.1	584206	736259	+	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9661	1.0	2779	1	2779	2779	0	0	0	0.0	intact	1.0	0.3292	False	1085		0.0	False	1		True	
GCA_013390065.1	Chloropsis hardwickii	Aves	Passeriformes	Scaffold	39381	False	ITPR2	found_unannotated	cell	0	ITPR2	primary	WEIW01000437.1	216914	459762	-	A0A672UP22|ITPR2|Strigops_habroptila	0.9554	1.0	2700	1	2700	2700	0	0	0	0.0	intact	1.0	0.3112	False	1480		0.0	False	1		True	
GCA_013390065.1	Chloropsis hardwickii	Aves	Passeriformes	Scaffold	39381	False	ITPR3	found_annotated	cell	0	ITPR3	primary	WEIW01003401.1	12699	37703	-	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0.9224	0.9337	2493	178	2670	2670	0	0	0	0.0	intact	1.0	1.0	True	1380	CHLHAR_R12659	1.0	False	1		True	
GCA_013390065.1	Chloropsis hardwickii	Aves	Passeriformes	Scaffold	39381	False	RYR	found_annotated	cell	0	RYR	primary	WEIW01000007.1	603461	986066	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9679	1.0	4968	1	4968	4968	0	1	1	0.2013	intact	1.0	1.0	False	234	CHLHAR_R11689	0.985	False	1		True	
GCA_013390065.1	Chloropsis hardwickii	Aves	Passeriformes	Scaffold	39381	False	RYR	found_annotated	cell	1	RYR	primary	WEIW01000336.1	3014	195968	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6669	1.0	5037	1	5037	5037	1	0	1	0.1985	intact	1.0	1.0	True	505		0.0	False	1		True	
GCA_013390105.1	Tichodroma muraria	Aves	Passeriformes	Scaffold	14901	False	ITPR3	found_annotated	cell	0	ITPR3	primary	WAAG01017736.1	29323	69603	+	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0.9899	1.0	2670	1	2670	2670	0	0	0	0.0	intact	1.0	0.346	False	77	Itpr3	1.0	True	1		True	
GCA_013396355.1	Menura novaehollandiae	Aves	Passeriformes	Scaffold	85461	False	ITPR1	found_unannotated	cell	0	ITPR1	primary	VWPS01000057.1	1454359	1609868	-	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9863	1.0	2779	1	2779	2779	0	0	0	0.0	intact	1.0	0.3305	False	0		0.0	False	1		True	
GCA_013396355.1	Menura novaehollandiae	Aves	Passeriformes	Scaffold	85461	False	ITPR2	found_unannotated	cell	0	ITPR2	primary	VWPS01000128.1	596224	815047	+	A0A672UP22|ITPR2|Strigops_habroptila	0.9719	1.0	2700	1	2700	2700	0	0	0	0.0	intact	1.0	0.3134	False	0		0.0	False	1		True	
GCA_013396355.1	Menura novaehollandiae	Aves	Passeriformes	Scaffold	85461	False	ITPR3	found_annotated	cell	0	ITPR3	primary	VWPS01000164.1	595136	635528	-	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0.9931	1.0	2670	1	2670	2670	1	0	1	0.3745	intact	1.0	0.395	False	960	MENNOV_R13731	1.0	False	1		True	
GCA_013396355.1	Menura novaehollandiae	Aves	Passeriformes	Scaffold	85461	False	RYR	found_annotated	cell	1	RYR	primary	VWPS01000022.1	4514479	4727368	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6757	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	30		0.0	False	1		True	
GCA_013396355.1	Menura novaehollandiae	Aves	Passeriformes	Scaffold	85461	False	RYR	found_annotated	cell	0	RYR	primary	VWPS01000054.1	947597	1329405	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9788	0.9974	4955	14	4968	4968	0	0	0	0.0	intact	1.0	1.0	False	220	Ryr2	0.987	True	1		True	
GCA_013396465.1	Smithornis capensis	Aves	Passeriformes	Scaffold	67220	False	ITPR1	found_unannotated	cell	0	ITPR1	primary	VWYW01000920.1	2801	137380	+	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9856	0.9712	2699	1	2699	2779	0	0	0	0.0	intact	1.0	0.3366	True	873		0.0	False	1		True	
GCA_013396465.1	Smithornis capensis	Aves	Passeriformes	Scaffold	67220	False	ITPR2	found_unannotated	cell	0	ITPR2	primary	VWYW01000229.1	449541	677297	+	A0A672UP22|ITPR2|Strigops_habroptila	0.9848	1.0	2700	1	2700	2700	0	0	0	0.0	intact	1.0	0.3074	False	290		0.0	False	1		True	
GCA_013396465.1	Smithornis capensis	Aves	Passeriformes	Scaffold	67220	False	ITPR3	found_annotated	cell	0	ITPR3	primary	VWYW01001199.1	8	30487	+	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0.84	0.8573	2289	382	2670	2670	0	0	0	0.0	intact	1.0	1.0	True	10109	Itpr3	0.849	True	1		True	
GCA_013396465.1	Smithornis capensis	Aves	Passeriformes	Scaffold	67220	False	RYR	found_annotated	cell	1	RYR	primary	VWYW01000072.1	911143	1129658	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6559	1.0	5037	1	5037	5037	2	0	2	0.3971	intact	1.0	1.0	False	1152		0.0	False	1		True	
GCA_013396465.1	Smithornis capensis	Aves	Passeriformes	Scaffold	67220	False	RYR	found_annotated	cell	0	RYR	primary	VWYW01000101.1	1644478	2036936	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9783	1.0	4968	1	4968	4968	0	0	0	0.0	intact	1.0	1.0	False	10115	Ryr2	0.985	True	1		True	
GCA_013396485.1	Ptilorrhoa leucosticta	Aves	Passeriformes	Scaffold	77643	False	ITPR1	found_unannotated	cell	0	ITPR1	primary	VWYY01001129.1	8355	148788	+	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9655	0.8395	2333	1	2333	2779	0	0	0	0.0	intact	1.0	0.3808	True	15231		0.0	False	1		True	
GCA_013396485.1	Ptilorrhoa leucosticta	Aves	Passeriformes	Scaffold	77643	False	ITPR2	found_unannotated	cell	0	ITPR2	primary	VWYY01000731.1	1727	219592	+	A0A672UP22|ITPR2|Strigops_habroptila	0.9798	0.9885	2669	32	2700	2700	0	0	0	0.0	intact	1.0	0.3095	True	560		0.0	False	1		True	
GCA_013396485.1	Ptilorrhoa leucosticta	Aves	Passeriformes	Scaffold	77643	False	ITPR3	assembly_gap	cell	0	ITPR3	primary	VWYY01003676.1	3	11749	-	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0.8709	0.5311	1418	572	1989	2670	0	0	0	0.0	intact	1.0	1.0	True	1444		0.0	False	1		True	
GCA_013396485.1	Ptilorrhoa leucosticta	Aves	Passeriformes	Scaffold	77643	False	RYR	found_annotated	cell	1	RYR	primary	VWYY01000118.1	1297525	1497345	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6753	1.0	5037	1	5037	5037	0	1	1	0.1985	intact	1.0	1.0	False	50		0.0	False	1		True	
GCA_013396485.1	Ptilorrhoa leucosticta	Aves	Passeriformes	Scaffold	77643	False	RYR	found_annotated	cell	0	RYR	primary	VWYY01000123.1	510360	912092	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9777	1.0	4968	1	4968	4968	0	0	0	0.0	intact	1.0	1.0	False	14670	Ryr2	0.985	True	1		True	
GCA_013396675.1	Eubucco bourcierii	Aves	Piciformes	Scaffold	26549	False	ITPR1	found_annotated	cell	0	ITPR1	primary	VWZE01010273.1	79466	278172	+	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.982	0.9971	2771	9	2779	2779	0	0	0	0.0	intact	1.0	0.3202	False	121	Itpr1	0.987	True	1		True	
GCA_013396675.1	Eubucco bourcierii	Aves	Piciformes	Scaffold	26549	False	ITPR2	assembly_gap	cell	0	ITPR2	primary	VWZE01018369.1	1271	131764	+	A0A672UP22|ITPR2|Strigops_habroptila	0.9565	0.6381	1723	978	2700	2700	0	0	0	0.0	intact	1.0	1.0	True	166		0.0	False	1		True	
GCA_013396675.1	Eubucco bourcierii	Aves	Piciformes	Scaffold	26549	False	ITPR3	found_annotated	cell	0	ITPR3	primary	VWZE01023714.1	96269	224427	-	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0.9738	1.0	2670	1	2670	2670	0	0	0	0.0	intact	1.0	0.3311	False	577	Itpr3	1.0	True	1		True	
GCA_013396675.1	Eubucco bourcierii	Aves	Piciformes	Scaffold	26549	False	RYR	found_annotated	cell	0	RYR	primary	VWZE01005099.1	1658	195174	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9795	0.7363	3658	118	3775	4968	0	0	0	0.0	intact	1.0	1.0	True	693	Ryr2_0	1.0	True	1		True	
GCA_013396675.1	Eubucco bourcierii	Aves	Piciformes	Scaffold	26549	False	RYR	found_annotated	cell	1	RYR	primary	VWZE01015450.1	306854	551883	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.6826	1.0	4968	1	4968	4968	0	0	0	0.0	intact	1.0	1.0	False	791		0.0	False	1		True	
GCA_013396675.1	Eubucco bourcierii	Aves	Piciformes	Scaffold	26549	False	RYR	found_annotated	cell	2	RYR	primary	VWZE01018075.1	1207	43685	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9724	0.2403	1194	3775	4968	4968	0	0	0	0.0	intact	1.0	1.0	True	69		0.0	False	1		False	coverage_below_full
GCA_013396835.1	Psilopogon haemacephalus	Aves	Piciformes	Scaffold	36269	False	ITPR1	found_annotated	cell	0	ITPR1	primary	VWZI01023573.1	1704	107607	+	A0ABM4F3U0|ITPR1|Apteryx_mantelli	0.9835	0.8178	2249	53	2301	2750	0	0	0	0.0	intact	1.0	0.3203	True	436	PSIHAE_R07019	1.0	False	1		True	
GCA_013396835.1	Psilopogon haemacephalus	Aves	Piciformes	Scaffold	36269	False	ITPR2	assembly_gap	cell	0	ITPR2	primary	VWZI01001715.1	61011	162135	+	A0A672UP22|ITPR2|Strigops_habroptila	0.9626	0.5256	1419	1	1419	2700	0	0	0	0.0	intact	1.0	1.0	True	1200		0.0	False	1		True	
GCA_013396835.1	Psilopogon haemacephalus	Aves	Piciformes	Scaffold	36269	False	ITPR3	found_annotated	cell	0	ITPR3	primary	VWZI01004865.1	499854	631096	-	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0.9719	1.0	2670	1	2670	2670	1	0	1	0.3745	intact	1.0	0.331	False	736	PSIHAE_R03075	1.0	False	1		True	
GCA_013396835.1	Psilopogon haemacephalus	Aves	Piciformes	Scaffold	36269	False	RYR	found_unannotated	cell	0	RYR	primary	VWZI01009657.1	287938	514786	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.6838	1.0	4968	1	4968	4968	0	0	0	0.0	intact	1.0	1.0	False	40		0.0	False	1		True	
GCA_013396835.1	Psilopogon haemacephalus	Aves	Piciformes	Scaffold	36269	False	RYR	found_unannotated	cell	1	RYR	primary	VWZI01019360.1	1284	135498	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9786	0.6679	3318	1651	4968	4968	0	0	0	0.0	intact	1.0	1.0	True	37		0.0	False	1		True	
GCA_013396835.1	Psilopogon haemacephalus	Aves	Piciformes	Scaffold	36269	False	vertebrate_basal	other	other	0	vertebrate_basal		VWZI01007542.1	9626	45346	-	A0AAJ7U4X1|LOC116952798|Petromyzon_marinus|vertebrate_basal	0.5947	0.327	928	1825	2752	2838	1	0	1	1.0776	intact	1.0	1.0	True	424		0.0	False	1		False	cell_vertebrate_basal
GCA_013396875.1	Vireo altiloquus	Aves	Passeriformes	Scaffold	121572	False	ITPR1	found_unannotated	cell	0	ITPR1	primary	VZRF01009815.1	164036	324131	+	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9849	1.0	2779	1	2779	2779	0	0	0	0.0	intact	1.0	0.3258	False	840		0.0	False	1		True	
GCA_013396875.1	Vireo altiloquus	Aves	Passeriformes	Scaffold	121572	False	ITPR2	found_unannotated	cell	0	ITPR2	primary	VZRF01000017.1	33571	274938	+	A0A672UP22|ITPR2|Strigops_habroptila	0.9796	1.0	2700	1	2700	2700	0	0	0	0.0	intact	1.0	0.3102	False	287		0.0	False	1		True	
GCA_013396875.1	Vireo altiloquus	Aves	Passeriformes	Scaffold	121572	False	ITPR3	found_annotated	cell	0	ITPR3	primary	VZRF01014545.1	203966	288081	-	A0A7K6LHC3|ITPR3|Falcunculus_frontatus	0.9973	1.0	2670	1	2670	2670	1	0	1	0.3745	intact	1.0	0.3894	False	547	Itpr3	1.0	True	1		True	
GCA_013396875.1	Vireo altiloquus	Aves	Passeriformes	Scaffold	121572	False	RYR	found_annotated	cell	0	RYR	primary	VZRF01001132.1	258552	637824	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9782	0.9974	4955	14	4968	4968	0	0	0	0.0	intact	1.0	1.0	False	163	Ryr2	0.987	True	1		True	
GCA_013396875.1	Vireo altiloquus	Aves	Passeriformes	Scaffold	121572	False	RYR	found_annotated	cell	1	RYR	primary	VZRF01009222.1	594031	799678	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6724	1.0	5037	1	5037	5037	0	1	1	0.1985	intact	1.0	1.0	False	1203		0.0	False	1		True	
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	Scaffold	70136	False	ITPR1	assembly_gap	cell	0	ITPR1	primary	VWZK01014558.1	16091	127741	-	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9936	0.6715	1866	1	1866	2779	0	0	0	0.0	intact	1.0	1.0	True	20		0.0	False	1		True	
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	Scaffold	70136	False	ITPR2	found_unannotated	cell	0	ITPR2	primary	VWZK01012176.1	17477	248521	+	A0A672UP22|ITPR2|Strigops_habroptila	0.9768	0.9885	2669	32	2700	2700	0	0	0	0.0	intact	1.0	0.3033	False	109		0.0	False	1		True	
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	Scaffold	70136	False	ITPR3	found_annotated	cell	0	ITPR3	primary	VWZK01016629.1	161004	208872	+	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	0.9771	1.0	2664	1	2664	2664	1	0	1	0.3754	intact	1.0	0.3646	False	1	BARMAR_R11863	1.0	False	1		True	
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	Scaffold	70136	False	RYR	assembly_gap	cell	4	RYR	primary	VWZK01000280.1	53	15459	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.8009	0.2164	1090	2584	3673	5037	1	0	1	0.9174	intact	1.0	1.0	True	246		0.0	False	1		False	coverage_below_full
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	Scaffold	70136	False	RYR	assembly_gap	cell	6	RYR	primary	VWZK01003262.1	726	39644	-	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0.7106	0.1796	891	16	906	4961	0	0	0	0.0	intact	1.0	1.0	True	1		0.0	False	1		False	coverage_below_full
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	Scaffold	70136	False	RYR	assembly_gap	cell	5	RYR	primary	VWZK01003819.1	914	38461	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9851	0.1488	739	2977	3715	4968	0	0	0	0.0	intact	1.0	1.0	True	26		0.0	False	1		False	coverage_below_full
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	Scaffold	70136	False	RYR	assembly_gap	cell	0	RYR	primary	VWZK01006851.1	3293	80661	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9786	0.4229	2101	749	2849	4968	0	0	0	0.0	intact	1.0	1.0	True	148		0.0	False	1		False	coverage_below_full
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	Scaffold	70136	False	RYR	assembly_gap	cell	1	RYR	primary	VWZK01008086.1	155041	202048	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.9785	0.2524	1254	3715	4968	4968	0	0	0	0.0	intact	1.0	1.0	True	25		0.0	False	1		False	coverage_below_full
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	Scaffold	70136	False	RYR	assembly_gap	cell	2	RYR	primary	VWZK01009413.1	756	36712	-	A0A4W3I1N0|LOC103190328|Callorhinchus_milii|vertebrate_basal	0.6458	0.3356	1672	962	2633	4982	0	0	0	0.0	intact	1.0	1.0	True	40		0.0	False	1		False	coverage_below_full
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	Scaffold	70136	False	RYR	assembly_gap	cell	3	RYR	primary	VWZK01010928.1	36663	72959	-	A0A3Q0HBW9|RYR|Alligator_sinensis	0.7077	0.3032	1512	3475	4986	4986	0	0	0	0.0	intact	1.0	1.0	True	92		0.0	False	1		False	coverage_below_full
GCA_013396975.1	Bucco capensis	Aves	Piciformes	Scaffold	66968	False	ITPR1	found_unannotated	cell	0	ITPR1	primary	VWZO01019971.1	305321	469383	-	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	0.9867	1.0	2779	1	2779	2779	0	0	0	0.0	intact	1.0	0.3235	False	1		0.0	False	1		True	
