symbol	ensembl_gene	status
PMS2P8	ENSG00000273897	background
PMS2P9	ENSG00000233448	background
PMVK	ENSG00000163344	wanted
PNCK	ENSG00000130822	wanted
PNCRNA-D	ENSG00000298300	background
PNISR	ENSG00000132424	background
PNISR-AS1	ENSG00000228506	background
PNKD	ENSG00000127838	background
PNKDP1	ENSG00000228089	background
PNKP	ENSG00000039650	wanted
PNLDC1	ENSG00000146453	background
PNLIP	ENSG00000175535	background
PNLIPP1	ENSG00000232091	background
PNLIPRP1	ENSG00000187021	background
PNLIPRP2	ENSG00000266200	background
PNLIPRP3	ENSG00000203837	background
PNMA1	ENSG00000176903	background
PNMA2	ENSG00000240694	background
PNMA3	ENSG00000183837	background
PNMA5	ENSG00000198883	background
PNMA6A	ENSG00000235961	background
PNMA6B	ENSG00000268883	background
PNMA6E	ENSG00000214897	background
PNMA6F	ENSG00000225110	background
PNMA8A	ENSG00000182013	background
PNMA8B	ENSG00000204851	background
PNMA8C	ENSG00000277531	background
PNMT	ENSG00000141744	wanted
PNN	ENSG00000100941	background
PNN-AS1	ENSG00000259083	background
PNO1	ENSG00000115946	background
PNOC	ENSG00000168081	wanted
PNP	ENSG00000198805	background
PNPLA1	ENSG00000180316	background
PNPLA10P	ENSG00000230538	background
PNPLA2	ENSG00000177666	background
PNPLA3	ENSG00000100344	background
PNPLA4	ENSG00000006757	background
PNPLA4P1	ENSG00000235451	background
PNPLA5	ENSG00000100341	background
PNPLA6	ENSG00000032444	background
PNPLA7	ENSG00000130653	background
PNPLA8	ENSG00000135241	wanted
PNPO	ENSG00000108439	background
PNPP1	ENSG00000228209	background
PNPT1	ENSG00000138035	background
PNPT1P1	ENSG00000229241	background
PNPT1P2	ENSG00000233272	background
PNRC1	ENSG00000146278	background
PNRC1-DT	ENSG00000271931	background
PNRC2	ENSG00000189266	background
PNRC2P1	ENSG00000228217	background
PNRC2P2	ENSG00000250728	background
PNRC2P3	ENSG00000227257	background
PNRC2P4	ENSG00000224815	background
POC1A	ENSG00000164087	wanted
POC1B	ENSG00000139323	background
POC1B-AS1	ENSG00000270344	background
POC1B-GALNT4	ENSG00000259075	background
POC5	ENSG00000152359	background
PODN	ENSG00000174348	background
PODNL1	ENSG00000132000	background
PODXL	ENSG00000128567	background
PODXL2	ENSG00000114631	background
POF1B	ENSG00000124429	wanted
POFUT1	ENSG00000101346	wanted
POFUT2	ENSG00000186866	background
POFUT3	ENSG00000172728	background
POFUT4	ENSG00000196968	background
POGK	ENSG00000143157	background
POGLUT1	ENSG00000163389	background
POGLUT2	ENSG00000134901	background
POGLUT2P1	ENSG00000250329	background
POGLUT3	ENSG00000178202	wanted
POGZ	ENSG00000143442	background
POLA1	ENSG00000101868	background
POLA2	ENSG00000014138	background
POLB	ENSG00000070501	wanted
POLD1	ENSG00000062822	background
POLD2	ENSG00000106628	background
POLD2P1	ENSG00000213730	background
POLD3	ENSG00000077514	wanted
POLD4	ENSG00000175482	background
POLDIP2	ENSG00000004142	background
POLDIP3	ENSG00000100227	background
POLE	ENSG00000177084	background
POLE2	ENSG00000100479	background
POLE3	ENSG00000148229	background
POLE4	ENSG00000115350	background
POLE4P1	ENSG00000226955	background
POLG	ENSG00000140521	wanted
POLG-DT	ENSG00000261441	background
POLG2	ENSG00000256525	background
POLGARF	ENSG00000291307	background
POLH	ENSG00000170734	wanted
POLH-AS1	ENSG00000203362	background
POLHP1	ENSG00000232970	background
POLI	ENSG00000101751	background
POLK	ENSG00000122008	background
POLL	ENSG00000166169	background
POLM	ENSG00000122678	background
POLN	ENSG00000130997	background
POLQ	ENSG00000051341	background
POLR1A	ENSG00000068654	background
POLR1B	ENSG00000125630	wanted
POLR1C	ENSG00000171453	wanted
POLR1D	ENSG00000186184	background
POLR1E	ENSG00000137054	background
POLR1F	ENSG00000105849	background
POLR1G	ENSG00000117877	wanted
POLR1H	ENSG00000066379	background
POLR1HASP	ENSG00000293508	background
POLR2A	ENSG00000181222	background
POLR2B	ENSG00000047315	background
POLR2C	ENSG00000102978	background
POLR2CP1	ENSG00000228600	background
POLR2D	ENSG00000144231	background
POLR2DP1	ENSG00000232090	background
POLR2DP2	ENSG00000244565	background
POLR2E	ENSG00000099817	background
POLR2F	ENSG00000100142	background
POLR2F-AS1	ENSG00000222044	background
POLR2G	ENSG00000168002	background
POLR2H	ENSG00000163882	background
POLR2I	ENSG00000105258	background
POLR2J	ENSG00000005075	background
POLR2J2	ENSG00000228049	background
POLR2J3	ENSG00000285437	background
POLR2J3-UPK3BL2	ENSG00000267645	background
POLR2J4	ENSG00000290758	background
POLR2K	ENSG00000147669	wanted
POLR2KP1	ENSG00000258284	background
POLR2KP2	ENSG00000224510	background
POLR2L	ENSG00000177700	background
POLR2LP1	ENSG00000238211	background
POLR2M	ENSG00000255529	background
POLR2MP1	ENSG00000227725	background
POLR3A	ENSG00000148606	wanted
POLR3B	ENSG00000013503	wanted
POLR3C	ENSG00000186141	background
POLR3D	ENSG00000168495	background
POLR3DP1	ENSG00000214626	background
POLR3E	ENSG00000058600	background
POLR3F	ENSG00000132664	background
POLR3G	ENSG00000113356	background
POLR3GL	ENSG00000121851	background
POLR3GP1	ENSG00000268295	background
POLR3GP2	ENSG00000266984	background
POLR3H	ENSG00000100413	background
POLR3K	ENSG00000161980	background
POLR3KP1	ENSG00000232647	background
POLR3KP2	ENSG00000265469	background
POLRMT	ENSG00000099821	background
POLRMTP1	ENSG00000266066	background
POM121	ENSG00000196313	wanted
POM121B	ENSG00000205578	background
POM121C	ENSG00000272391	background
POM121L10P	ENSG00000224124	background
POM121L12	ENSG00000221900	background
POM121L13P	ENSG00000236339	background
POM121L14P	ENSG00000218189	background
POM121L15P	ENSG00000293159	background
POM121L1P	ENSG00000183169	background
POM121L2	ENSG00000158553	background
POM121L3P	ENSG00000167390	background
POM121L4P	ENSG00000217261	background
POM121L6P	ENSG00000243307	background
POM121L7P	ENSG00000239511	background
POM121L8P	ENSG00000229266	background
POM121L9P	ENSG00000290696	background
POMC	ENSG00000115138	background
POMGNT1	ENSG00000085998	background
POMGNT2	ENSG00000144647	background
POMGNT2-AS1	ENSG00000227245	background
POMK	ENSG00000185900	wanted
POMP	ENSG00000132963	background
POMPP1	ENSG00000236870	background
POMT1	ENSG00000130714	background
POMT2	ENSG00000009830	wanted
POMZP3	ENSG00000146707	background
PON1	ENSG00000005421	background
PON2	ENSG00000105854	background
PON3	ENSG00000105852	background
POP1	ENSG00000104356	background
POP4	ENSG00000105171	background
POP5	ENSG00000167272	background
POP7	ENSG00000172336	background
POPDC1	ENSG00000112276	background
POPDC1-AS1	ENSG00000203808	background
POPDC2	ENSG00000121577	background
POPDC3	ENSG00000132429	background
POR	ENSG00000127948	background
PORCN	ENSG00000102312	wanted
PORCN-DT	ENSG00000224292	background
POSTN	ENSG00000133110	wanted
POT1	ENSG00000128513	background
POT1-AS1	ENSG00000224897	background
POTEA	ENSG00000188877	background
POTEB	ENSG00000233917	background
POTEB2	ENSG00000230031	background
POTEB3	ENSG00000278522	background
POTEC	ENSG00000183206	background
POTED	ENSG00000166351	background
POTEE	ENSG00000188219	background
POTEF	ENSG00000196604	background
POTEF-AS1	ENSG00000224087	background
POTEG	ENSG00000187537	background
POTEH	ENSG00000198062	background
POTEH-AS1	ENSG00000236666	background
POTEI	ENSG00000196834	background
POTEJ	ENSG00000222038	background
POTEKP	ENSG00000204434	background
POTEM	ENSG00000222036	background
POU1F1	ENSG00000064835	background
POU2AF1	ENSG00000110777	background
POU2AF2	ENSG00000150750	background
POU2AF3	ENSG00000214290	background
POU2F1	ENSG00000143190	background
POU2F1-DT	ENSG00000272205	background
POU2F2	ENSG00000028277	background
POU2F3	ENSG00000137709	background
POU2F3-AS1	ENSG00000259541	background
POU3F1	ENSG00000185668	background
POU3F2	ENSG00000184486	background
POU3F3	ENSG00000198914	background
POU3F4	ENSG00000196767	background
POU4F1	ENSG00000152192	background
POU4F2	ENSG00000151615	background
POU4F3	ENSG00000091010	background
POU5F1	ENSG00000204531	background
POU5F1B	ENSG00000212993	background
POU5F1P2	ENSG00000253382	background
POU5F1P3	ENSG00000235602	background
POU5F1P4	ENSG00000237872	background
POU5F1P5	ENSG00000236375	background
POU5F1P6	ENSG00000242551	background
POU5F1P7	ENSG00000248365	background
POU5F2	ENSG00000248483	background
POU6F1	ENSG00000184271	wanted
POU6F2	ENSG00000106536	background
POU6F2-AS1	ENSG00000224122	background
POU6F2-AS2	ENSG00000233854	background
PP12613	ENSG00000226757	background
PP1P	ENSG00000213383	background
PP2D1	ENSG00000183977	background
PPA1	ENSG00000180817	background
PPA2	ENSG00000138777	background
PPAN	ENSG00000130810	background
PPAN-P2RY11	ENSG00000243207	background
PPARA	ENSG00000186951	background
PPARD	ENSG00000112033	wanted
PPARG	ENSG00000132170	wanted
PPARGC1A	ENSG00000109819	background
PPARGC1A-AS1	ENSG00000249453	background
PPARGC1B	ENSG00000155846	background
PPAT	ENSG00000128059	background
PPATP1	ENSG00000241293	background
PPATP2	ENSG00000271433	background
PPBP	ENSG00000163736	background
PPBPP1	ENSG00000250550	background
PPBPP2	ENSG00000290910	background
PPCDC	ENSG00000138621	background
PPCS	ENSG00000127125	background
PPDPF	ENSG00000125534	wanted
PPDPFL	ENSG00000168333	background
PPDPFP1	ENSG00000242613	background
PPDPFP2	ENSG00000256963	background
PPEF1	ENSG00000086717	background
PPEF1-AS1	ENSG00000237221	background
PPEF2	ENSG00000156194	background
PPFIA1	ENSG00000131626	background
PPFIA1P1	ENSG00000271639	background
PPFIA2	ENSG00000139220	background
PPFIA2-AS1	ENSG00000257467	background
PPFIA2-AS2	ENSG00000258162	background
PPFIA3	ENSG00000177380	background
PPFIA4	ENSG00000143847	wanted
PPFIBP1	ENSG00000110841	wanted
PPFIBP2	ENSG00000166387	background
PPHLN1	ENSG00000134283	wanted
PPIA	ENSG00000196262	background
PPIAL4A	ENSG00000263353	background
PPIAL4C	ENSG00000288867	background
PPIAL4D	ENSG00000289549	background
PPIAL4E	ENSG00000271567	background
PPIAL4F	ENSG00000279782	background
PPIAL4G	ENSG00000236334	background
PPIAL4H	ENSG00000270339	background
PPIAP1	ENSG00000215351	background
PPIAP10	ENSG00000224530	background
PPIAP11	ENSG00000251495	background
PPIAP13	ENSG00000237882	background
PPIAP14	ENSG00000264775	background
PPIAP15	ENSG00000244196	background
PPIAP16	ENSG00000213509	background
PPIAP17	ENSG00000225622	background
PPIAP19	ENSG00000228169	background
PPIAP2	ENSG00000227379	background
PPIAP20	ENSG00000235686	background
PPIAP21	ENSG00000226038	background
PPIAP22	ENSG00000198618	background
PPIAP23	ENSG00000214178	background
PPIAP24	ENSG00000174408	background
PPIAP25	ENSG00000229303	background
PPIAP26	ENSG00000150276	background
PPIAP27	ENSG00000234363	background
PPIAP28	ENSG00000226633	background
PPIAP29	ENSG00000214975	background
PPIAP3	ENSG00000235044	background
PPIAP30	ENSG00000206448	background
PPIAP31	ENSG00000217094	background
PPIAP32	ENSG00000233319	background
PPIAP33	ENSG00000178654	background
PPIAP34	ENSG00000234397	background
PPIAP35	ENSG00000232369	background
PPIAP36	ENSG00000236872	background
PPIAP37	ENSG00000226003	background
PPIAP38	ENSG00000233477	background
PPIAP39	ENSG00000230018	background
PPIAP4	ENSG00000258591	background
PPIAP40	ENSG00000230593	background
PPIAP41	ENSG00000254463	background
PPIAP42	ENSG00000213592	background
PPIAP43	ENSG00000255059	background
PPIAP44	ENSG00000258118	background
PPIAP45	ENSG00000258116	background
PPIAP46	ENSG00000260266	background
PPIAP47	ENSG00000260815	background
PPIAP48	ENSG00000260187	background
PPIAP49	ENSG00000260471	background
PPIAP5	ENSG00000258996	background
PPIAP50	ENSG00000261330	background
PPIAP51	ENSG00000260229	background
PPIAP52	ENSG00000270606	background
PPIAP53	ENSG00000223878	background
PPIAP54	ENSG00000264655	background
PPIAP55	ENSG00000228979	background
PPIAP56	ENSG00000267663	background
PPIAP57	ENSG00000266809	background
PPIAP58	ENSG00000267258	background
PPIAP59	ENSG00000228674	background
PPIAP6	ENSG00000258477	background
PPIAP60	ENSG00000226961	background
PPIAP62	ENSG00000226473	background
PPIAP63	ENSG00000231570	background
PPIAP64	ENSG00000236259	background
PPIAP65	ENSG00000233428	background
PPIAP66	ENSG00000226131	background
PPIAP67	ENSG00000237260	background
PPIAP68	ENSG00000213739	background
PPIAP69	ENSG00000228337	background
PPIAP7	ENSG00000173810	background
PPIAP70	ENSG00000232407	background
PPIAP71	ENSG00000244183	background
PPIAP72	ENSG00000174715	background
PPIAP73	ENSG00000182000	background
PPIAP74	ENSG00000220343	background
PPIAP75	ENSG00000271131	background
PPIAP76	ENSG00000250484	background
PPIAP77	ENSG00000249092	background
PPIAP78	ENSG00000234838	background
PPIAP79	ENSG00000214853	background
PPIAP8	ENSG00000225185	background
PPIAP80	ENSG00000174495	background
PPIAP81	ENSG00000213548	background
PPIAP82	ENSG00000213455	background
PPIAP83	ENSG00000242978	background
PPIAP84	ENSG00000254152	background
PPIAP85	ENSG00000254103	background
PPIAP86	ENSG00000213873	background
PPIAP87	ENSG00000219149	background
PPIAP88	ENSG00000227350	background
PPIAP89	ENSG00000223819	background
PPIAP9	ENSG00000219797	background
PPIAP90	ENSG00000234557	background
PPIAP91	ENSG00000228728	background
PPIAP93	ENSG00000227847	background
PPIB	ENSG00000166794	background
PPIC	ENSG00000168938	background
PPIC-AS1	ENSG00000249996	background
PPID	ENSG00000171497	background
PPIE	ENSG00000084072	background
PPIEL	ENSG00000291129	background
PPIF	ENSG00000108179	background
PPIG	ENSG00000138398	background
PPIH	ENSG00000171960	background
PPIHP1	ENSG00000230911	background
PPIHP2	ENSG00000220541	background
PPIL1	ENSG00000137168	wanted
PPIL1P1	ENSG00000237951	background
PPIL2	ENSG00000100023	background
PPIL3	ENSG00000240344	background
PPIL4	ENSG00000131013	wanted
PPIL6	ENSG00000185250	wanted
PPIP5K1	ENSG00000168781	background
PPIP5K1P1	ENSG00000249839	background
PPIP5K2	ENSG00000145725	background
PPL	ENSG00000118898	background
PPM1A	ENSG00000100614	wanted
PPM1AP1	ENSG00000250483	background
PPM1B	ENSG00000138032	wanted
PPM1B-DT	ENSG00000273106	background
PPM1D	ENSG00000170836	wanted
PPM1E	ENSG00000175175	wanted
PPM1F	ENSG00000100034	background
PPM1F-AS1	ENSG00000224086	background
PPM1G	ENSG00000115241	background
PPM1H	ENSG00000111110	background
PPM1J	ENSG00000155367	background
PPM1J-DT	ENSG00000261595	background
PPM1K	ENSG00000163644	background
PPM1K-DT	ENSG00000246375	background
PPM1L	ENSG00000163590	background
PPM1L-DT	ENSG00000260572	background
PPM1M	ENSG00000164088	background
PPM1N	ENSG00000213889	background
PPME1	ENSG00000214517	wanted
PPOX	ENSG00000143224	background
PPP1CA	ENSG00000172531	background
PPP1CB	ENSG00000213639	background
PPP1CB-DT	ENSG00000226833	background
PPP1CC	ENSG00000186298	background
PPP1R10	ENSG00000204569	background
PPP1R10P1	ENSG00000255352	background
PPP1R11	ENSG00000204619	background
PPP1R11P1	ENSG00000236216	background
PPP1R11P2	ENSG00000231765	background
PPP1R12A	ENSG00000058272	background
PPP1R12A-AS1	ENSG00000257557	background
PPP1R12A-AS2	ENSG00000258048	background
PPP1R12B	ENSG00000077157	wanted
PPP1R12BP1	ENSG00000229238	background
PPP1R12BP2	ENSG00000205936	background
PPP1R12C	ENSG00000125503	background
PPP1R13B	ENSG00000088808	background
PPP1R13B-DT	ENSG00000258735	background
PPP1R13L	ENSG00000104881	wanted
PPP1R14A	ENSG00000167641	wanted
PPP1R14B	ENSG00000173457	background
PPP1R14B-AS1	ENSG00000256940	background
PPP1R14BP2	ENSG00000213082	background
PPP1R14BP3	ENSG00000179967	background
PPP1R14BP4	ENSG00000270889	background
PPP1R14BP5	ENSG00000213133	background
PPP1R14C	ENSG00000198729	background
PPP1R14D	ENSG00000166143	wanted
PPP1R15A	ENSG00000087074	background
PPP1R15B	ENSG00000158615	background
PPP1R15B-AS1	ENSG00000226330	background
PPP1R16A	ENSG00000160972	background
PPP1R16B	ENSG00000101445	background
PPP1R17	ENSG00000106341	background
PPP1R18	ENSG00000146112	background
PPP1R1A	ENSG00000135447	background
PPP1R1AP1	ENSG00000255255	background
PPP1R1AP2	ENSG00000261084	background
PPP1R1B	ENSG00000131771	background
PPP1R1C	ENSG00000150722	background
PPP1R2	ENSG00000184203	background
PPP1R21	ENSG00000162869	wanted
PPP1R21-DT	ENSG00000272663	background
PPP1R26	ENSG00000196422	background
PPP1R26-AS1	ENSG00000225361	background
PPP1R26P1	ENSG00000238086	background
PPP1R26P2	ENSG00000273643	background
PPP1R26P3	ENSG00000275060	background
PPP1R26P4	ENSG00000278008	background
PPP1R26P5	ENSG00000232771	background
PPP1R27	ENSG00000182676	background
PPP1R2B	ENSG00000231989	background
PPP1R2C	ENSG00000102055	background
PPP1R2P1	ENSG00000234515	background
PPP1R2P10	ENSG00000213232	background
PPP1R2P2	ENSG00000234008	background
PPP1R2P4	ENSG00000241353	background
PPP1R2P5	ENSG00000229360	background
PPP1R2P6	ENSG00000241661	background
PPP1R35	ENSG00000160813	background
PPP1R35-AS1	ENSG00000240211	background
PPP1R36	ENSG00000165807	background
PPP1R37	ENSG00000104866	wanted
PPP1R3A	ENSG00000154415	background
PPP1R3B	ENSG00000173281	background
PPP1R3B-AS1	ENSG00000254340	background
PPP1R3B-DT	ENSG00000248538	background
PPP1R3C	ENSG00000119938	background
PPP1R3D	ENSG00000132825	wanted
PPP1R3E	ENSG00000235194	background
PPP1R3F	ENSG00000049769	wanted
PPP1R3G	ENSG00000219607	background
PPP1R42	ENSG00000178125	background
PPP1R7	ENSG00000115685	background
PPP1R8	ENSG00000117751	background
PPP1R8P1	ENSG00000224986	background
PPP1R9A	ENSG00000158528	background
PPP1R9A-AS1	ENSG00000236197	background
PPP1R9B	ENSG00000108819	background
PPP2CA	ENSG00000113575	background
PPP2CA-DT	ENSG00000270177	background
PPP2CB	ENSG00000104695	background
PPP2R1A	ENSG00000105568	background
PPP2R1A-AS1	ENSG00000268015	background
PPP2R1B	ENSG00000137713	background
PPP2R2A	ENSG00000221914	background
PPP2R2B	ENSG00000156475	background
PPP2R2B-AS2	ENSG00000250407	background
PPP2R2B-IT1	ENSG00000249553	background
PPP2R2C	ENSG00000074211	background
PPP2R2D	ENSG00000175470	wanted
PPP2R2DP1	ENSG00000231668	background
PPP2R3A	ENSG00000073711	background
PPP2R3B	ENSG00000167393	background
PPP2R3C	ENSG00000092020	background
PPP2R5A	ENSG00000066027	background
PPP2R5B	ENSG00000068971	background
PPP2R5C	ENSG00000078304	background
PPP2R5CP	ENSG00000239557	background
PPP2R5D	ENSG00000112640	background
PPP2R5E	ENSG00000154001	background
PPP3CA	ENSG00000138814	wanted
PPP3CA-DT	ENSG00000254531	background
PPP3CB	ENSG00000107758	background
PPP3CB-AS1	ENSG00000221817	background
PPP3CC	ENSG00000120910	background
PPP3R1	ENSG00000221823	background
PPP3R1-AS1	ENSG00000289156	background
PPP3R2	ENSG00000188386	background
PPP4C	ENSG00000149923	background
PPP4R1	ENSG00000154845	background
PPP4R1-AS1	ENSG00000263627	background
PPP4R1L	ENSG00000124224	background
PPP4R2	ENSG00000163605	wanted
PPP4R2P1	ENSG00000250848	background
PPP4R2P2	ENSG00000231443	background
PPP4R2P3	ENSG00000231464	background
PPP4R2P4	ENSG00000249626	background
PPP4R2P5	ENSG00000232615	background
PPP4R2P6	ENSG00000271662	background
PPP4R3A	ENSG00000100796	background
PPP4R3B	ENSG00000275052	wanted
PPP4R3B-DT	ENSG00000272606	background
PPP4R3C	ENSG00000224960	background
PPP4R4	ENSG00000119698	background
PPP5C	ENSG00000011485	wanted
PPP5C-AS1	ENSG00000269151	background
PPP5D1P	ENSG00000230510	background
PPP6C	ENSG00000119414	background
PPP6R1	ENSG00000105063	background
PPP6R2	ENSG00000100239	background
