accession	organism	vclass	vorder	assembly_level	contig_n50	contig_spans_gene	cell	n_loci	n_copies	n_intact_copies	n_contigs	same_contig_copies	max_coverage	annot_named	copy_contigs
GCF_014839835.1	Dryobates pubescens	Aves	Piciformes	Chromosome	19150283	1	ITPR2	1	1	1	1	0	1.0	1	NC_071626.1
GCF_014839835.1	Dryobates pubescens	Aves	Piciformes	Chromosome	19150283	1	ITPR3	1	1	1	1	0	1.0	1	NC_071646.1
GCF_014839835.1	Dryobates pubescens	Aves	Piciformes	Chromosome	19150283	1	RYR	2	2	2	2	0	1.0	2	NC_071616.1;NC_071617.1
GCF_016433145.1	Gracilinanus agilis	Mammalia	Didelphimorphia	Chromosome	73170	0	ITPR1	1	1	1	1	0	1.0	1	NC_058130.1
GCF_016433145.1	Gracilinanus agilis	Mammalia	Didelphimorphia	Chromosome	73170	0	ITPR2	1	1	1	1	0	1.0	1	NC_058134.1
GCF_016433145.1	Gracilinanus agilis	Mammalia	Didelphimorphia	Chromosome	73170	0	ITPR3	1	1	1	1	0	1.0	1	NC_058133.1
GCF_016433145.1	Gracilinanus agilis	Mammalia	Didelphimorphia	Chromosome	73170	0	RYR	3	3	2	3	0	1.0	3	NC_058131.1;NC_058132.1;NC_058133.1
GCF_016699485.2	Gallus gallus	Aves	Galliformes	Chromosome	18834961	1	ITPR1	1	1	1	1	0	1.0	1	NC_052543.1
GCF_016699485.2	Gallus gallus	Aves	Galliformes	Chromosome	18834961	1	ITPR2	1	1	1	1	0	1.0	1	NC_052532.1
GCF_016699485.2	Gallus gallus	Aves	Galliformes	Chromosome	18834961	1	ITPR3	1	1	1	1	0	1.0	1	NC_052557.1
GCF_016699485.2	Gallus gallus	Aves	Galliformes	Chromosome	18834961	1	RYR	3	3	3	3	0	1.0	3	NC_052534.1;NC_052536.1;NC_052569.1
GCF_016859285.1	Xiphias gladius	Actinopteri	Istiophoriformes	Chromosome	5252707	1	ITPR1	2	2	2	1	1	1.0	2	NC_053420.1
GCF_016859285.1	Xiphias gladius	Actinopteri	Istiophoriformes	Chromosome	5252707	1	ITPR2	1	1	1	1	0	1.0	1	NC_053407.1
GCF_016859285.1	Xiphias gladius	Actinopteri	Istiophoriformes	Chromosome	5252707	1	ITPR3	1	1	1	1	0	1.0	1	NC_053417.1
GCF_016859285.1	Xiphias gladius	Actinopteri	Istiophoriformes	Chromosome	5252707	1	RYR	6	6	6	6	0	1.0	6	NC_053403.1;NC_053406.1;NC_053409.1;NC_053410.1;NC_053416.1;NW_024401803.1
GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	Lamniformes	Chromosome	6544962	1	ITPR1	1	1	1	1	0	1.0	1	NC_054473.1
GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	Lamniformes	Chromosome	6544962	1	ITPR2	1	1	1	1	0	1.0	1	NC_054479.1
GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	Lamniformes	Chromosome	6544962	1	ITPR3	1	1	1	1	0	1.0	1	NC_054475.1
GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	Lamniformes	Chromosome	6544962	1	RYR	3	3	3	3	0	0.9994	3	NC_054468.1;NC_054486.1;NC_054500.1
GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	Chromosome	3441286	1	ITPR1	2	2	2	2	0	1.0	2	NC_054549.1;NC_054556.1
GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	Chromosome	3441286	1	ITPR2	2	2	2	2	0	1.0	2	NC_054540.1;NC_054541.1
GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	Chromosome	3441286	1	ITPR3	2	2	2	2	0	1.0	2	NC_054558.1;NC_054572.1
GCF_017654505.1	Polyodon spathula	Actinopteri	Acipenseriformes	Chromosome	3441286	1	RYR	6	6	6	6	0	1.0	6	NC_054538.1;NC_054539.1;NC_054545.1;NC_054550.1;NC_054568.1;NC_054573.1
GCF_017976375.1	Cuculus canorus	Aves	Cuculiformes	Chromosome	20797936	1	ITPR1	1	1	1	1	0	1.0	1	NC_071411.1
GCF_017976375.1	Cuculus canorus	Aves	Cuculiformes	Chromosome	20797936	1	ITPR2	1	1	1	1	0	1.0	1	NC_071401.1
GCF_017976375.1	Cuculus canorus	Aves	Cuculiformes	Chromosome	20797936	1	ITPR3	1	1	1	1	0	1.0	1	NC_071424.1
GCF_017976375.1	Cuculus canorus	Aves	Cuculiformes	Chromosome	20797936	1	RYR	3	3	3	3	0	1.0	3	NC_071403.1;NC_071405.1;NC_071437.1
GCF_018139145.2	Gymnogyps californianus	Aves	Accipitriformes	Chromosome	17075888	1	ITPR1	1	1	1	1	0	1.0	1	NC_059483.1
GCF_018139145.2	Gymnogyps californianus	Aves	Accipitriformes	Chromosome	17075888	1	ITPR2	1	1	1	1	0	1.0	1	NC_059471.1
GCF_018139145.2	Gymnogyps californianus	Aves	Accipitriformes	Chromosome	17075888	1	ITPR3	1	1	1	1	0	1.0	1	NC_059497.1
GCF_018139145.2	Gymnogyps californianus	Aves	Accipitriformes	Chromosome	17075888	1	RYR	2	2	2	2	0	1.0	2	NC_059473.1;NC_059475.1
GCF_018320785.1	Cheilinus undulatus	Actinopteri	Labriformes	Chromosome	16477222	1	ITPR1	2	2	2	1	1	1.0	2	NC_054867.1
GCF_018320785.1	Cheilinus undulatus	Actinopteri	Labriformes	Chromosome	16477222	1	ITPR2	1	1	1	1	0	1.0	1	NC_054873.1
GCF_018320785.1	Cheilinus undulatus	Actinopteri	Labriformes	Chromosome	16477222	1	ITPR3	1	1	1	1	0	1.0	1	NC_054875.1
GCF_018320785.1	Cheilinus undulatus	Actinopteri	Labriformes	Chromosome	16477222	1	RYR	6	6	6	6	0	1.0	6	NC_054866.1;NC_054870.1;NC_054876.1;NC_054878.1;NC_054882.1;NC_054884.1
GCF_018691265.1	Tyto alba	Aves	Strigiformes	Scaffold	17955177	1	ITPR1	1	1	1	1	0	1.0	1	NW_024881304.1
GCF_018691265.1	Tyto alba	Aves	Strigiformes	Scaffold	17955177	1	ITPR2	1	1	1	1	0	1.0	1	NW_024881295.1
GCF_018691265.1	Tyto alba	Aves	Strigiformes	Scaffold	17955177	1	ITPR3	1	1	1	1	0	1.0	1	NW_024881305.1
GCF_018691265.1	Tyto alba	Aves	Strigiformes	Scaffold	17955177	1	RYR	2	2	2	2	0	1.0	2	NW_024881280.1;NW_024881296.1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	Chimaeriformes	Scaffold	1626615	1	ITPR1	1	1	1	1	0	1.0	1	NW_024704753.1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	Chimaeriformes	Scaffold	1626615	1	ITPR2	1	1	1	1	0	0.9885	1	NW_024704746.1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	Chimaeriformes	Scaffold	1626615	1	ITPR3	1	1	1	1	0	1.0	1	NW_024704760.1
GCF_018977255.1	Callorhinchus milii	Chondrichthyes	Chimaeriformes	Scaffold	1626615	1	RYR	3	3	3	3	0	1.0	3	NW_024704744.1;NW_024704750.1;NW_024704809.1
GCF_019279795.1	Protopterus annectens	Dipnoi	Ceratodontiformes	Chromosome	1603140	1	ITPR1	1	1	1	1	0	1.0	1	NC_056739.1
GCF_019279795.1	Protopterus annectens	Dipnoi	Ceratodontiformes	Chromosome	1603140	1	ITPR2	1	1	1	1	0	1.0	1	NC_056745.1
GCF_019279795.1	Protopterus annectens	Dipnoi	Ceratodontiformes	Chromosome	1603140	1	ITPR3	1	1	1	1	0	1.0	1	NC_056739.1
GCF_019279795.1	Protopterus annectens	Dipnoi	Ceratodontiformes	Chromosome	1603140	1	RYR	3	3	3	3	0	1.0	3	NC_056725.1;NC_056727.1;NC_056737.1
GCF_019393635.1	Dromiciops gliroides	Mammalia	Microbiotheria	Chromosome	38230856	1	ITPR1	1	1	1	1	0	1.0	1	NC_057861.1
GCF_019393635.1	Dromiciops gliroides	Mammalia	Microbiotheria	Chromosome	38230856	1	ITPR2	1	1	1	1	0	1.0	1	NC_057865.1
GCF_019393635.1	Dromiciops gliroides	Mammalia	Microbiotheria	Chromosome	38230856	1	ITPR3	1	1	1	1	0	1.0	1	NC_057864.1
GCF_019393635.1	Dromiciops gliroides	Mammalia	Microbiotheria	Chromosome	38230856	1	RYR	3	3	2	3	0	1.0	3	NC_057862.1;NC_057863.1;NC_057864.1
GCF_019740435.1	Gambusia affinis	Actinopteri	Cyprinodontiformes	Chromosome	12906370	1	ITPR1	2	2	2	1	1	1.0	2	NC_057874.1
GCF_019740435.1	Gambusia affinis	Actinopteri	Cyprinodontiformes	Chromosome	12906370	1	ITPR2	1	1	1	1	0	1.0	1	NC_057875.1
GCF_019740435.1	Gambusia affinis	Actinopteri	Cyprinodontiformes	Chromosome	12906370	1	ITPR3	1	1	1	1	0	1.0	1	NC_057868.1
GCF_019740435.1	Gambusia affinis	Actinopteri	Cyprinodontiformes	Chromosome	12906370	1	RYR	6	6	6	6	0	1.0	6	NC_057873.1;NC_057880.1;NC_057882.1;NC_057883.1;NC_057887.1;NC_057889.1
GCF_020171115.1	Neogale vison	Mammalia	Carnivora	Chromosome	220349319	1	ITPR1	1	1	1	1	0	1.0	1	NC_058096.1
GCF_020171115.1	Neogale vison	Mammalia	Carnivora	Chromosome	220349319	1	ITPR2	1	1	1	1	0	1.0	1	NC_058102.1
GCF_020171115.1	Neogale vison	Mammalia	Carnivora	Chromosome	220349319	1	ITPR3	1	1	1	1	0	1.0	1	NC_058091.1
GCF_020171115.1	Neogale vison	Mammalia	Carnivora	Chromosome	220349319	1	RYR	3	3	3	3	0	1.0	3	NC_058092.1;NC_058097.1;NC_058103.1
GCF_020740795.1	Apus apus	Aves	Apodiformes	Chromosome	25561769	1	ITPR1	1	1	1	1	0	1.0	1	NC_067290.1
GCF_020740795.1	Apus apus	Aves	Apodiformes	Chromosome	25561769	1	ITPR2	1	1	1	1	0	1.0	1	NC_067282.1
GCF_020740795.1	Apus apus	Aves	Apodiformes	Chromosome	25561769	1	ITPR3	1	1	1	1	0	1.0	1	NC_067304.1
GCF_020740795.1	Apus apus	Aves	Apodiformes	Chromosome	25561769	1	RYR	2	2	2	2	0	1.0	2	NC_067284.1;NC_067286.1
GCF_020826845.1	Diceros bicornis minor	Mammalia	Perissodactyla	Chromosome	28468213	1	ITPR1	1	1	1	1	0	1.0	1	NC_080741.1
GCF_020826845.1	Diceros bicornis minor	Mammalia	Perissodactyla	Chromosome	28468213	1	ITPR2	1	1	1	1	0	1.0	1	NC_080756.1
GCF_020826845.1	Diceros bicornis minor	Mammalia	Perissodactyla	Chromosome	28468213	1	ITPR3	1	1	1	1	0	1.0	1	NC_080753.1
GCF_020826845.1	Diceros bicornis minor	Mammalia	Perissodactyla	Chromosome	28468213	1	RYR	3	3	3	3	0	1.0	3	NC_080744.1;NC_080745.1;NC_080773.1
GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	Squamata	Chromosome	9459502	1	ITPR1	1	1	1	1	0	1.0	1	NC_059427.1
GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	Squamata	Chromosome	9459502	1	ITPR2	1	1	1	1	0	1.0	1	NC_059430.1
GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	Squamata	Chromosome	9459502	1	ITPR3	1	1	1	1	0	0.9539	1	NC_059429.1
GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	Squamata	Chromosome	9459502	1	RYR	3	3	2	3	0	1.0	2	NC_059425.1;NC_059426.1;NC_059430.1
GCF_021292245.1	Micropterus dolomieu	Actinopteri	Centrarchiformes	Chromosome	46775	0	ITPR1	2	2	2	1	1	1.0	2	NC_060167.1
GCF_021292245.1	Micropterus dolomieu	Actinopteri	Centrarchiformes	Chromosome	46775	0	ITPR2	1	1	1	1	0	1.0	1	NC_060171.1
GCF_021292245.1	Micropterus dolomieu	Actinopteri	Centrarchiformes	Chromosome	46775	0	ITPR3	1	1	1	1	0	1.0	1	NC_060157.1
GCF_021292245.1	Micropterus dolomieu	Actinopteri	Centrarchiformes	Chromosome	46775	0	RYR	6	6	6	6	0	1.0	6	NC_060159.1;NC_060160.1;NC_060163.1;NC_060164.1;NC_060166.1;NC_060172.1
GCF_021613505.1	Equus quagga	Mammalia	Perissodactyla	Chromosome	427941	1	ITPR1	1	1	1	1	0	1.0	1	NC_060267.1
GCF_021613505.1	Equus quagga	Mammalia	Perissodactyla	Chromosome	427941	1	ITPR2	1	1	1	1	0	1.0	1	NC_060267.1
GCF_021613505.1	Equus quagga	Mammalia	Perissodactyla	Chromosome	427941	1	ITPR3	1	1	1	1	0	1.0	1	NC_060281.1
GCF_021613505.1	Equus quagga	Mammalia	Perissodactyla	Chromosome	427941	1	RYR	3	3	3	2	1	1.0	3	NC_060268.1;NC_060279.1
GCF_023634155.1	Falco peregrinus	Aves	Falconiformes	Chromosome	15744644	1	ITPR1	1	1	1	1	0	1.0	1	NC_073725.1
GCF_023634155.1	Falco peregrinus	Aves	Falconiformes	Chromosome	15744644	1	ITPR2	1	1	1	1	0	1.0	1	NC_073726.1
GCF_023634155.1	Falco peregrinus	Aves	Falconiformes	Chromosome	15744644	1	ITPR3	1	1	1	1	0	1.0	1	NC_073736.1
GCF_023634155.1	Falco peregrinus	Aves	Falconiformes	Chromosome	15744644	1	RYR	2	2	2	2	0	1.0	2	NC_073721.1;NC_073727.1
GCF_023851605.1	Tamandua tetradactyla	Mammalia	Pilosa	Chromosome	9869167	1	ITPR1	1	1	1	1	0	1.0	1	NC_135335.1
GCF_023851605.1	Tamandua tetradactyla	Mammalia	Pilosa	Chromosome	9869167	1	ITPR2	1	1	1	1	0	1.0	1	NC_135333.1
GCF_023851605.1	Tamandua tetradactyla	Mammalia	Pilosa	Chromosome	9869167	1	ITPR3	1	1	1	1	0	1.0	1	NC_135331.1
GCF_023851605.1	Tamandua tetradactyla	Mammalia	Pilosa	Chromosome	9869167	1	RYR	3	3	3	3	0	1.0	3	NC_135333.1;NC_135340.1;NC_135342.1
GCF_024166365.1	Elephas maximus indicus	Mammalia	Proboscidea	Chromosome	87987108	1	ITPR1	1	1	1	1	0	1.0	1	NC_064838.1
GCF_024166365.1	Elephas maximus indicus	Mammalia	Proboscidea	Chromosome	87987108	1	ITPR2	1	1	1	1	0	1.0	1	NC_064822.1
GCF_024166365.1	Elephas maximus indicus	Mammalia	Proboscidea	Chromosome	87987108	1	ITPR3	1	1	1	1	0	1.0	1	NC_064819.1
GCF_024166365.1	Elephas maximus indicus	Mammalia	Proboscidea	Chromosome	87987108	1	RYR	3	3	3	3	0	1.0	3	NC_064828.1;NC_064829.1;NC_064842.1
GCF_025201925.1	Gopherus flavomarginatus	Testudines	Testudines	Chromosome	6917139	1	ITPR1	1	1	1	1	0	0.9975	1	NC_066622.1
GCF_025201925.1	Gopherus flavomarginatus	Testudines	Testudines	Chromosome	6917139	1	ITPR2	1	1	1	1	0	1.0	1	NC_066617.1
GCF_025201925.1	Gopherus flavomarginatus	Testudines	Testudines	Chromosome	6917139	1	ITPR3	1	1	1	1	0	1.0	1	NC_066621.1
GCF_025201925.1	Gopherus flavomarginatus	Testudines	Testudines	Chromosome	6917139	1	RYR	3	3	3	3	0	1.0	3	NC_066620.1;NC_066621.1;NC_066634.1
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	Squamata	Chromosome	160691000	1	ITPR1	1	1	1	1	0	1.0	1	NC_069658.1
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	Squamata	Chromosome	160691000	1	ITPR2	1	1	1	1	0	1.0	1	NC_069661.1
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	Squamata	Chromosome	160691000	1	ITPR3	1	1	1	1	0	1.0	1	NC_069660.1
GCF_027244095.1	Hemicordylus capensis	Lepidosauria	Squamata	Chromosome	160691000	1	RYR	3	3	3	2	1	1.0	3	NC_069657.1;NC_069663.1
GCF_027409185.1	Cynocephalus volans	Mammalia	Dermoptera	Chromosome	69195939	1	ITPR1	1	1	1	1	0	1.0	1	NC_084470.1
GCF_027409185.1	Cynocephalus volans	Mammalia	Dermoptera	Chromosome	69195939	1	ITPR2	1	1	1	1	0	1.0	1	NC_084471.1
GCF_027409185.1	Cynocephalus volans	Mammalia	Dermoptera	Chromosome	69195939	1	ITPR3	1	1	1	1	0	1.0	1	NC_084464.1
GCF_027409185.1	Cynocephalus volans	Mammalia	Dermoptera	Chromosome	69195939	1	RYR	3	3	3	3	0	1.0	3	NC_084462.1;NC_084469.1;NC_084477.1
GCF_027409825.1	Scomber japonicus	Actinopteri	Scombriformes	Chromosome	4898551	1	ITPR1	2	2	2	1	1	1.0	2	NC_070580.1
GCF_027409825.1	Scomber japonicus	Actinopteri	Scombriformes	Chromosome	4898551	1	ITPR2	1	1	1	1	0	1.0	1	NC_070582.1
GCF_027409825.1	Scomber japonicus	Actinopteri	Scombriformes	Chromosome	4898551	1	ITPR3	2	1	1	1	0	0.7251	2	NC_070581.1
GCF_027409825.1	Scomber japonicus	Actinopteri	Scombriformes	Chromosome	4898551	1	RYR	6	6	6	6	0	1.0	5	NC_070583.1;NC_070590.1;NC_070591.1;NC_070593.1;NC_070594.1;NC_070597.1
GCF_027579695.1	Neoarius graeffei	Actinopteri	Siluriformes	Chromosome	14859289	1	ITPR1	2	2	2	2	0	1.0	2	NC_083572.1;NC_083594.1
GCF_027579695.1	Neoarius graeffei	Actinopteri	Siluriformes	Chromosome	14859289	1	ITPR2	1	1	1	1	0	1.0	1	NC_083574.1
GCF_027579695.1	Neoarius graeffei	Actinopteri	Siluriformes	Chromosome	14859289	1	ITPR3	1	1	1	1	0	1.0	1	NC_083578.1
GCF_027579695.1	Neoarius graeffei	Actinopteri	Siluriformes	Chromosome	14859289	1	RYR	6	6	6	5	1	1.0	6	NC_083571.1;NC_083574.1;NC_083579.1;NC_083582.1;NC_083593.1
GCF_027579735.1	Bombina bombina	Amphibia	Anura	Chromosome	3759931	1	ITPR1	1	1	1	1	0	1.0	1	NC_069505.1
GCF_027579735.1	Bombina bombina	Amphibia	Anura	Chromosome	3759931	1	ITPR2	1	1	1	1	0	1.0	1	NC_069504.1
GCF_027579735.1	Bombina bombina	Amphibia	Anura	Chromosome	3759931	1	ITPR3	1	1	0	1	0	1.0	1	NC_069501.1
GCF_027579735.1	Bombina bombina	Amphibia	Anura	Chromosome	3759931	1	RYR	2	2	2	2	0	1.0	2	NC_069499.1;NC_069505.1
GCF_027595985.1	Sorex araneus	Mammalia	Eulipotyphla	Chromosome	4024507	1	ITPR1	1	1	1	1	0	1.0	1	NC_073305.1
GCF_027595985.1	Sorex araneus	Mammalia	Eulipotyphla	Chromosome	4024507	1	ITPR2	1	1	1	1	0	1.0	1	NC_073311.1
GCF_027595985.1	Sorex araneus	Mammalia	Eulipotyphla	Chromosome	4024507	1	ITPR3	1	1	1	1	0	1.0	1	NC_073303.1
GCF_027595985.1	Sorex araneus	Mammalia	Eulipotyphla	Chromosome	4024507	1	RYR	3	3	3	3	0	1.0	3	NC_073304.1;NC_073309.1;NC_073310.1
GCF_028372415.1	Notamacropus eugenii	Mammalia	Diprotodontia	Chromosome	15255043	1	ITPR1	1	1	1	1	0	1.0	1	NC_092874.1
GCF_028372415.1	Notamacropus eugenii	Mammalia	Diprotodontia	Chromosome	15255043	1	ITPR2	1	1	1	1	0	1.0	1	NC_092874.1
GCF_028372415.1	Notamacropus eugenii	Mammalia	Diprotodontia	Chromosome	15255043	1	ITPR3	1	1	1	1	0	1.0	1	NC_092873.1
GCF_028372415.1	Notamacropus eugenii	Mammalia	Diprotodontia	Chromosome	15255043	1	RYR	3	3	3	3	0	1.0	3	NC_092873.1;NC_092876.1;NC_092878.1
GCF_028389875.1	Rhea pennata	Aves	Rheiformes	Chromosome	19335416	1	ITPR1	1	1	1	1	0	1.0	1	NC_084674.1
GCF_028389875.1	Rhea pennata	Aves	Rheiformes	Chromosome	19335416	1	ITPR2	1	1	1	1	0	1.0	1	NC_084663.1
GCF_028389875.1	Rhea pennata	Aves	Rheiformes	Chromosome	19335416	1	ITPR3	1	1	1	1	0	1.0	1	NC_084687.1
GCF_028389875.1	Rhea pennata	Aves	Rheiformes	Chromosome	19335416	1	RYR	3	3	3	3	0	1.0	3	NC_084665.1;NC_084667.1;NW_026907588.1
GCF_028858725.1	Colius striatus	Aves	Coliiformes	Chromosome	21931325	1	ITPR1	1	1	1	1	0	1.0	1	NC_084773.1
GCF_028858725.1	Colius striatus	Aves	Coliiformes	Chromosome	21931325	1	ITPR2	1	1	1	1	0	1.0	1	NC_084759.1
GCF_028858725.1	Colius striatus	Aves	Coliiformes	Chromosome	21931325	1	ITPR3	1	1	1	1	0	1.0	1	NC_084780.1
GCF_028858725.1	Colius striatus	Aves	Coliiformes	Chromosome	21931325	1	RYR	2	2	2	2	0	1.0	2	NC_084760.1;NC_084764.1
GCF_029633855.1	Hoplias malabaricus	Actinopteri	Characiformes	Chromosome	3626585	1	ITPR1	2	2	2	2	0	1.0	2	NC_089802.1;NC_089804.1
GCF_029633855.1	Hoplias malabaricus	Actinopteri	Characiformes	Chromosome	3626585	1	ITPR2	1	1	1	1	0	1.0	1	NC_089810.1
GCF_029633855.1	Hoplias malabaricus	Actinopteri	Characiformes	Chromosome	3626585	1	ITPR3	1	1	1	1	0	1.0	1	NC_089813.1
GCF_029633855.1	Hoplias malabaricus	Actinopteri	Characiformes	Chromosome	3626585	1	RYR	5	5	5	4	1	1.0	5	NC_089800.1;NC_089802.1;NC_089806.1;NC_089810.1
GCF_029633865.1	Lampris incognitus	Actinopteri	Lampriformes	Chromosome	917127	1	ITPR1	2	2	2	1	1	1.0	2	NC_079212.1
GCF_029633865.1	Lampris incognitus	Actinopteri	Lampriformes	Chromosome	917127	1	ITPR2	1	1	1	1	0	1.0	1	NC_079216.1
GCF_029633865.1	Lampris incognitus	Actinopteri	Lampriformes	Chromosome	917127	1	ITPR3	1	1	0	1	0	0.9944	1	NC_079212.1
GCF_029633865.1	Lampris incognitus	Actinopteri	Lampriformes	Chromosome	917127	1	RYR	6	6	6	6	0	1.0	5	NC_079217.1;NC_079218.1;NC_079223.1;NC_079225.1;NC_079226.1;NC_079227.1
GCF_030020395.1	Manis pentadactyla	Mammalia	Pholidota	Chromosome	25547713	1	ITPR1	1	1	1	1	0	1.0	1	NC_080019.1
GCF_030020395.1	Manis pentadactyla	Mammalia	Pholidota	Chromosome	25547713	1	ITPR2	1	1	1	1	0	1.0	1	NC_080032.1
GCF_030020395.1	Manis pentadactyla	Mammalia	Pholidota	Chromosome	25547713	1	ITPR3	1	1	1	1	0	1.0	1	NC_080034.1
GCF_030020395.1	Manis pentadactyla	Mammalia	Pholidota	Chromosome	25547713	1	RYR	3	3	3	3	0	1.0	3	NC_080026.1;NC_080029.1;NC_080033.1
GCF_030445035.2	Dasypus novemcinctus	Mammalia	Cingulata	Chromosome	13963394	1	ITPR1	1	1	1	1	0	1.0	1	NC_080698.1
GCF_030445035.2	Dasypus novemcinctus	Mammalia	Cingulata	Chromosome	13963394	1	ITPR2	1	1	1	1	0	1.0	1	NC_080692.1
GCF_030445035.2	Dasypus novemcinctus	Mammalia	Cingulata	Chromosome	13963394	1	ITPR3	1	1	1	1	0	1.0	1	NC_080683.1
GCF_030445035.2	Dasypus novemcinctus	Mammalia	Cingulata	Chromosome	13963394	1	RYR	3	3	3	3	0	1.0	3	NC_080675.1;NC_080685.1;NC_080690.1
GCF_030463565.1	Pelecanus crispus	Aves	Pelecaniformes	Chromosome	9666746	1	ITPR1	1	1	1	1	0	1.0	1	NC_134649.1
GCF_030463565.1	Pelecanus crispus	Aves	Pelecaniformes	Chromosome	9666746	1	ITPR2	1	1	1	1	0	1.0	1	NC_134643.1
GCF_030463565.1	Pelecanus crispus	Aves	Pelecaniformes	Chromosome	9666746	1	ITPR3	1	1	1	1	0	1.0	1	NC_134659.1
GCF_030463565.1	Pelecanus crispus	Aves	Pelecaniformes	Chromosome	9666746	1	RYR	2	2	2	2	0	1.0	2	NC_134645.1;NC_134648.1
GCF_030490865.1	Poecile atricapillus	Aves	Passeriformes	Chromosome	8462732	1	ITPR1	1	1	1	1	0	1.0	1	NC_081257.1
GCF_030490865.1	Poecile atricapillus	Aves	Passeriformes	Chromosome	8462732	1	ITPR2	2	2	2	2	0	1.0	2	NC_081288.1;NC_081289.1
GCF_030490865.1	Poecile atricapillus	Aves	Passeriformes	Chromosome	8462732	1	ITPR3	1	1	1	1	0	1.0	1	NC_081271.1
GCF_030490865.1	Poecile atricapillus	Aves	Passeriformes	Chromosome	8462732	1	RYR	3	3	3	3	0	1.0	3	NC_081249.1;NC_081251.1;NC_081279.1
GCF_030867095.1	Alligator mississippiensis	Crocodylia	Crocodylia	Chromosome	38556409	1	ITPR1	1	1	1	1	0	0.9978	1	NC_081835.1
GCF_030867095.1	Alligator mississippiensis	Crocodylia	Crocodylia	Chromosome	38556409	1	ITPR2	1	1	1	1	0	1.0	1	NC_081827.1
GCF_030867095.1	Alligator mississippiensis	Crocodylia	Crocodylia	Chromosome	38556409	1	ITPR3	1	1	1	1	0	1.0	1	NC_081837.1
GCF_030867095.1	Alligator mississippiensis	Crocodylia	Crocodylia	Chromosome	38556409	1	RYR	3	3	3	3	0	1.0	3	NC_081824.1;NC_081825.1;NC_081838.1
GCF_030867145.1	Opisthocomus hoazin	Aves	Opisthocomiformes	Chromosome	14274197	1	ITPR1	1	1	1	1	0	1.0	1	NC_134424.1
GCF_030867145.1	Opisthocomus hoazin	Aves	Opisthocomiformes	Chromosome	14274197	1	ITPR2	1	1	1	1	0	1.0	1	NC_134414.1
GCF_030867145.1	Opisthocomus hoazin	Aves	Opisthocomiformes	Chromosome	14274197	1	ITPR3	1	1	1	1	0	1.0	1	NC_134438.1
GCF_030867145.1	Opisthocomus hoazin	Aves	Opisthocomiformes	Chromosome	14274197	1	RYR	2	2	2	2	0	1.0	2	NC_134415.1;NC_134420.1
GCF_030936135.1	Gavia stellata	Aves	Gaviiformes	Chromosome	13765203	1	ITPR1	1	1	1	1	0	1.0	1	NC_082605.1
GCF_030936135.1	Gavia stellata	Aves	Gaviiformes	Chromosome	13765203	1	ITPR2	1	1	1	1	0	1.0	1	NC_082597.1
GCF_030936135.1	Gavia stellata	Aves	Gaviiformes	Chromosome	13765203	1	ITPR3	1	1	1	1	0	1.0	1	NC_082623.1
GCF_030936135.1	Gavia stellata	Aves	Gaviiformes	Chromosome	13765203	1	RYR	3	3	2	3	0	1.0	3	NC_082595.1;NC_082600.1;NC_082634.1
GCF_033026475.1	Channa argus	Actinopteri	Anabantiformes	Chromosome	16561385	1	ITPR1	2	2	2	1	1	1.0	2	NC_090201.1
GCF_033026475.1	Channa argus	Actinopteri	Anabantiformes	Chromosome	16561385	1	ITPR2	1	1	1	1	0	1.0	1	NC_090200.1
GCF_033026475.1	Channa argus	Actinopteri	Anabantiformes	Chromosome	16561385	1	ITPR3	1	1	1	1	0	1.0	1	NC_090209.1
GCF_033026475.1	Channa argus	Actinopteri	Anabantiformes	Chromosome	16561385	1	RYR	6	6	6	6	0	1.0	6	NC_090197.1;NC_090202.1;NC_090203.1;NC_090212.1;NC_090213.1;NC_090220.1
GCF_033807715.1	Cololabis saira	Actinopteri	Beloniformes	Chromosome	8087617	1	ITPR1	2	2	2	1	1	1.0	2	NC_084594.1
GCF_033807715.1	Cololabis saira	Actinopteri	Beloniformes	Chromosome	8087617	1	ITPR2	1	1	1	1	0	1.0	1	NC_084591.1
GCF_033807715.1	Cololabis saira	Actinopteri	Beloniformes	Chromosome	8087617	1	ITPR3	1	1	1	1	0	1.0	1	NC_084598.1
