accession	label	kind	call	group	paralog	species	kingdom	phylum	length	source	in_alphafold	afdb_status	model_accession	afdb_entry	model_length	model_coverage	is_canonical	afdb_version	seq_version_date	error
A0A0K0D1J5	RIH_assoc domain-containing protein	uniprot	ITPR	Metazoa (non-vertebrate)		Angiostrongylus cantonensis (Rat lungworm)	Metazoa	Nematoda	521	InterPro	1	full	A0A0K0D1J5	AF-A0A0K0D1J5-F1	521	1.0	1	6	2015-10-14	
A0A0K0D4X0	Ion_trans domain-containing protein	uniprot	ITPR	Eukaryota (other)		Angiostrongylus cantonensis			253	S20 sweep		full	A0A0K0D4X0	AF-A0A0K0D4X0-F1	253	1.0	1	6	2015-10-14	
A0A0K0DIA6	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Angiostrongylus cantonensis (Rat lungworm)	Metazoa	Nematoda	378	InterPro	1	full	A0A0K0DIA6	AF-A0A0K0DIA6-F1	378	1.0	1	6	2015-10-14	
A0A0K0DQM5	RYDR_ITPR domain-containing protein	uniprot	ITPR	Metazoa (non-vertebrate)		Angiostrongylus cantonensis (Rat lungworm)	Metazoa	Nematoda	354	InterPro	1	full	A0A0K0DQM5	AF-A0A0K0DQM5-F1	354	1.0	1	6	2015-10-14	
A0A0K0EWY3	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Strongyloides venezuelensis (Threadworm)	Metazoa	Nematoda	2987	InterPro	0	absent			0	0.0				404
A0A0L0CKU0	FF38_03739	uniprot	ITPR	Metazoa (non-vertebrate)	FF38_03739	Lucilia cuprina (Green bottle fly) (Australian sheep blowfly)	Metazoa	Arthropoda	2810	InterPro	0	absent			0	0.0				404
A0A0L0D838	AMSG_04834	uniprot	ITPR	Eukaryota (other)	AMSG_04834	Thecamonas trahens ATCC 50062			2895	InterPro	0	absent			0	0.0				404
A0A0L0DIL6	AMSG_00953	uniprot	ITPR	Eukaryota (other)	AMSG_00953	Thecamonas trahens ATCC 50062			3179	InterPro	0	absent			0	0.0				404
A0A0L0G190	SARC_05737	uniprot	ITPR	Eukaryota (other)	SARC_05737	Sphaeroforma arctica JP610			456	S20 sweep		full	A0A0L0G190	AF-A0A0L0G190-F1	456	1.0	1	6	2015-11-11	
A0A0L0G2S5	SARC_04625	uniprot	ITPR	Eukaryota (other)	SARC_04625	Sphaeroforma arctica JP610			431	InterPro	1	full	A0A0L0G2S5	AF-A0A0L0G2S5-F1	431	1.0	1	6	2015-11-11	
A0A0L7LRU7	OBRU01_01664	uniprot	ITPR	Metazoa (non-vertebrate)	OBRU01_01664	Operophtera brumata (Winter moth) (Phalaena brumata)	Metazoa	Arthropoda	784	InterPro	1	full	A0A0L7LRU7	AF-A0A0L7LRU7-F1	784	1.0	1	6	2015-11-11	
A0A0L7R9I1	WH47_10941	uniprot	ITPR	Metazoa (non-vertebrate)	WH47_10941	Habropoda laboriosa	Metazoa	Arthropoda	2988	InterPro	0	absent			0	0.0				404
A0A0M0J4V2	Ctob_001957	uniprot	ITPR	Eukaryota (other)	Ctob_001957	Chrysochromulina tobinii		Haptophyta	3272	InterPro	0	absent			0	0.0				404
A0A0M0JZC8	Ctob_011563	uniprot	ITPR	Eukaryota (other)	Ctob_011563	Chrysochromulina tobinii		Haptophyta	422	InterPro	1	full	A0A0M0JZC8	AF-A0A0M0JZC8-F1	422	1.0	1	6	2015-11-11	
A0A0M0JZK5	Ctob_011565	uniprot	ITPR	Eukaryota (other)	Ctob_011565	Chrysochromulina tobinii			472	S20 sweep		full	A0A0M0JZK5	AF-A0A0M0JZK5-F1	472	1.0	1	6	2015-11-11	
A0A0M0K0T8	Ctob_011566	uniprot	ITPR	Eukaryota (other)	Ctob_011566	Chrysochromulina tobinii		Haptophyta	774	InterPro	1	full	A0A0M0K0T8	AF-A0A0M0K0T8-F1	774	1.0	1	6	2015-11-11	
A0A0M0K8W7	Ctob_010840	uniprot	ITPR	Eukaryota (other)	Ctob_010840	Chrysochromulina tobinii		Haptophyta	236	InterPro	1	full	A0A0M0K8W7	AF-A0A0M0K8W7-F1	236	1.0	1	6	2015-11-11	
A0A0M3HW48	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Ascaris lumbricoides (Giant roundworm)	Metazoa	Nematoda	2879	InterPro	0	absent			0	0.0				404
A0A0M4EUA4	Dbus_chr3Rg1392	uniprot	ITPR	Metazoa (non-vertebrate)	Dbus_chr3Rg1392	Drosophila busckii (Fruit fly)	Metazoa	Arthropoda	2843	InterPro	0	absent			0	0.0				404
A0A0N0BFT7	WN51_13890	uniprot	ITPR	Metazoa (non-vertebrate)	WN51_13890	Melipona quadrifasciata	Metazoa	Arthropoda	2689	InterPro	0	absent			0	0.0				404
A0A0N0DTZ2	ABB37_06626	uniprot	ITPR	Discoba	ABB37_06626	Leptomonas pyrrhocoris (Firebug parasite)		Euglenozoa	2978	InterPro	0	absent			0	0.0				404
A0A0N0DYC0	ABB37_02129	uniprot	ITPR	Discoba	ABB37_02129	Leptomonas pyrrhocoris (Firebug parasite)		Euglenozoa	996	InterPro	1	full	A0A0N0DYC0	AF-A0A0N0DYC0-F1	996	1.0	1	6	2015-12-09	
A0A0N0P7Y1	ABL78_1548	uniprot	ITPR	Discoba	ABL78_1548	Leptomonas seymouri		Euglenozoa	2946	InterPro	0	absent			0	0.0				404
A0A0N0PAE5	RR46_01023	uniprot	ITPR	Metazoa (non-vertebrate)	RR46_01023	Papilio xuthus (Asian swallowtail butterfly)	Metazoa	Arthropoda	462	InterPro	1	full	A0A0N0PAE5	AF-A0A0N0PAE5-F1	462	1.0	1	6	2015-12-09	
A0A0N0VGZ6	ABB37_02128	uniprot	ITPR	Discoba	ABB37_02128	Leptomonas pyrrhocoris (Firebug parasite)		Euglenozoa	1609	InterPro	0	absent			0	0.0				404
A0A0N1IGP3	RR48_05931	uniprot	ITPR	Metazoa (non-vertebrate)	RR48_05931	Papilio machaon (Old World swallowtail butterfly)	Metazoa	Arthropoda	2911	InterPro	0	absent			0	0.0				404
A0A0N1PDU9	ABL78_3014	uniprot	ITPR	Discoba	ABL78_3014	Leptomonas seymouri		Euglenozoa	3823	InterPro	0	absent			0	0.0				404
A0A0N1PF50	RR46_01024	uniprot	ITPR	Metazoa (non-vertebrate)	RR46_01024	Papilio xuthus (Asian swallowtail butterfly)	Metazoa	Arthropoda	2362	InterPro	0	absent			0	0.0				404
A0A0N4V2Y0	EVEC_LOCUS4090	uniprot	ITPR	Metazoa (non-vertebrate)	EVEC_LOCUS4090	Enterobius vermicularis (Human pinworm)	Metazoa	Nematoda	2709	InterPro	0	absent			0	0.0				404
A0A0N4Y873	NBR_LOCUS12404	uniprot	ITPR	Metazoa (non-vertebrate)	NBR_LOCUS12404	Nippostrongylus brasiliensis (Rat hookworm)	Metazoa	Nematoda	1212	InterPro	1	full	A0A0N4Y873	AF-A0A0N4Y873-F1	1212	1.0	1	6	2015-12-09	
A0A0N4YU74	NBR_LOCUS20797	uniprot	ITPR	Eukaryota (other)	NBR_LOCUS20797	Nippostrongylus brasiliensis			276	S20 sweep		full	A0A0N4YU74	AF-A0A0N4YU74-F1	276	1.0	1	6	2015-12-09	
A0A0N4YUU7	NBR_LOCUS21020	uniprot	ITPR	Metazoa (non-vertebrate)	NBR_LOCUS21020	Nippostrongylus brasiliensis (Rat hookworm)	Metazoa	Nematoda	677	InterPro	1	full	A0A0N4YUU7	AF-A0A0N4YUU7-F1	677	1.0	1	6	2015-12-09	
A0A0N4ZIS5	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Parastrongyloides trichosuri (Possum-specific nematode worm)	Metazoa	Nematoda	2933	InterPro	0	absent			0	0.0				404
A0A0N5C5P1	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Strongyloides papillosus (Intestinal threadworm)	Metazoa	Nematoda	2898	InterPro	0	absent			0	0.0				404
A0A0N5CRT3	TCLT_LOCUS2934	uniprot	ITPR	Metazoa (non-vertebrate)	TCLT_LOCUS2934	Thelazia callipaeda (Oriental eyeworm) (Parasitic nematode)	Metazoa	Nematoda	659	InterPro	1	full	A0A0N5CRT3	AF-A0A0N5CRT3-F1	659	1.0	1	6	2015-12-09	
A0A0P5ZUN0	APZ42_022906	uniprot	ITPR	Metazoa (non-vertebrate)	APZ42_022906	Daphnia magna	Metazoa	Arthropoda	2851	InterPro	0	absent			0	0.0				404
A0A0P6JSC5	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	Metazoa	Arthropoda	2912	InterPro	0	absent			0	0.0				404
A0A0P8XXF5	Dana\GF17257	uniprot	ITPR	Metazoa (non-vertebrate)	Dana\GF17257	Drosophila ananassae (Fruit fly)	Metazoa	Arthropoda	2829	InterPro	0	absent			0	0.0				404
A0A0Q3MNI3	AAES_56050	uniprot	ITPR	Vertebrata	AAES_56050	Amazona aestiva (Blue-fronted Amazon parrot)	Metazoa	Chordata	972	InterPro	0	absent			0	0.0				404
A0A0Q3TTL5	AAES_56009	uniprot	ITPR	Vertebrata	AAES_56009	Amazona aestiva (Blue-fronted Amazon parrot)	Metazoa	Chordata	1744	InterPro	0	absent			0	0.0				404
A0A0Q3U136	AAES_19376	uniprot	ITPR	Vertebrata	AAES_19376	Amazona aestiva	Metazoa	Chordata	526	HMM		absent			0	0.0				404
A0A0Q3WTX6	AAES_32134	uniprot	ITPR	Vertebrata	AAES_32134	Amazona aestiva	Metazoa	Chordata	239	HMM		full	A0A0Q3WTX6	AF-A0A0Q3WTX6-F1	239	1.0	1	6	2016-01-20	
A0A0Q3WVF0	AAES_32080	uniprot	ITPR	Vertebrata	AAES_32080	Amazona aestiva (Blue-fronted Amazon parrot)	Metazoa	Chordata	2462	InterPro	0	absent			0	0.0				404
A0A0Q3X8E3	AAES_19388	uniprot	ITPR	Vertebrata	AAES_19388	Amazona aestiva (Blue-fronted Amazon parrot)	Metazoa	Chordata	2228	InterPro	0	absent			0	0.0				404
A0A0Q9WH47	Dvir\GJ22702	uniprot	ITPR	Metazoa (non-vertebrate)	Dvir\GJ22702	Drosophila virilis (Fruit fly)	Metazoa	Arthropoda	2840	InterPro	0	absent			0	0.0				404
A0A0Q9WHJ7	Dvir\GJ22702	uniprot	ITPR	Metazoa (non-vertebrate)	Dvir\GJ22702	Drosophila virilis (Fruit fly)	Metazoa	Arthropoda	2826	InterPro	0	absent			0	0.0				404
A0A0Q9WQK8	Dvir\GJ22702	uniprot	ITPR	Metazoa (non-vertebrate)	Dvir\GJ22702	Drosophila virilis (Fruit fly)	Metazoa	Arthropoda	2849	InterPro	0	absent			0	0.0				404
A0A0Q9WZX8	Dmoj\GI23082	uniprot	ITPR	Metazoa (non-vertebrate)	Dmoj\GI23082	Drosophila mojavensis (Fruit fly)	Metazoa	Arthropoda	2834	InterPro	0	absent			0	0.0				404
A0A0R1EE22	Dyak\GE28441	uniprot	ITPR	Metazoa (non-vertebrate)	Dyak\GE28441	Drosophila yakuba (Fruit fly)	Metazoa	Arthropoda	256	InterPro	1	full	A0A0R1EE22	AF-A0A0R1EE22-F1	256	1.0	1	6	2016-01-20	
A0A0R3PUV7	ACOC_LOCUS9740	uniprot	ITPR	Metazoa (non-vertebrate)	ACOC_LOCUS9740	Angiostrongylus costaricensis (Nematode worm)	Metazoa	Nematoda	918	InterPro	1	full	A0A0R3PUV7	AF-A0A0R3PUV7-F1	918	1.0	1	6	2016-06-08	
A0A0R3QMQ1	BTMF_LOCUS7037	uniprot	ITPR	Metazoa (non-vertebrate)	BTMF_LOCUS7037	Brugia timori	Metazoa	Nematoda	1473	InterPro	0	absent			0	0.0				404
A0A0R3R357	BTMF_LOCUS12443	uniprot	ITPR	Eukaryota (other)	BTMF_LOCUS12443	Brugia timori			377	S20 sweep		full	A0A0R3R357	AF-A0A0R3R357-F1	377	1.0	1	6	2016-01-20	
A0A0R4IH08	itpr3	uniprot	ITPR	Vertebrata	itpr3	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2634	InterPro	0	absent			0	0.0				404
A0A0S4INA7	BSAL_52660	uniprot	ITPR	Discoba	BSAL_52660	Bodo saltans (Flagellated protozoan)		Euglenozoa	1134	InterPro	1	full	A0A0S4INA7	AF-A0A0S4INA7-F1	1134	1.0	1	6	2016-02-17	
A0A0S4INB1	BSAL_56455	uniprot	ITPR	Discoba	BSAL_56455	Bodo saltans (Flagellated protozoan)		Euglenozoa	2655	InterPro	0	absent			0	0.0				404
A0A0S4INU4	BSAL_56460	uniprot	ITPR	Eukaryota (other)	BSAL_56460	Bodo saltans			261	S20 sweep		full	A0A0S4INU4	AF-A0A0S4INU4-F1	261	1.0	1	6	2016-02-17	
A0A0S4IRR4	BSAL_55895	uniprot	ITPR	Discoba	BSAL_55895	Bodo saltans (Flagellated protozoan)		Euglenozoa	2848	InterPro	0	absent			0	0.0				404
A0A0S4J3F2	BSAL_91055	uniprot	ITPR	Discoba	BSAL_91055	Bodo saltans (Flagellated protozoan)		Euglenozoa	2423	InterPro	0	absent			0	0.0				404
A0A0S4JGF0	BSAL_18940	uniprot	ITPR	Discoba	BSAL_18940	Bodo saltans (Flagellated protozoan)		Euglenozoa	4222	InterPro	0	absent			0	0.0				404
A0A0S4JQF2	BSAL_37210	uniprot	ITPR	Discoba	BSAL_37210	Bodo saltans (Flagellated protozoan)		Euglenozoa	2412	InterPro	0	absent			0	0.0				404
A0A0S4KDU1	BSAL_52665	uniprot	ITPR	Discoba	BSAL_52665	Bodo saltans (Flagellated protozoan)		Euglenozoa	2356	InterPro	0	absent			0	0.0				404
A0A0T6ATW9	AMK59_7474	uniprot	ITPR	Metazoa (non-vertebrate)	AMK59_7474	Oryctes borbonicus	Metazoa	Arthropoda	2034	InterPro	0	absent			0	0.0				404
A0A0V0Q8T2	PPERSA_00228	uniprot	ITPR	SAR	PPERSA_00228	Pseudocohnilembus persalinus (Ciliate)		Ciliophora	1473	InterPro	0	absent			0	0.0				404
A0A0V0Q9G8	PPERSA_07362	uniprot	ITPR	SAR	PPERSA_07362	Pseudocohnilembus persalinus (Ciliate)		Ciliophora	3067	InterPro	0	absent			0	0.0				404
A0A0V0QEF2	PPERSA_12821	uniprot	ITPR	SAR	PPERSA_12821	Pseudocohnilembus persalinus (Ciliate)		Ciliophora	3260	InterPro	0	absent			0	0.0				404
A0A0V0QF34	PPERSA_03049	uniprot	ITPR	SAR	PPERSA_03049	Pseudocohnilembus persalinus (Ciliate)		Ciliophora	2793	InterPro	0	absent			0	0.0				404
A0A0V0QKQ8	PPERSA_02280	uniprot	ITPR	SAR	PPERSA_02280	Pseudocohnilembus persalinus (Ciliate)		Ciliophora	774	InterPro	1	full	A0A0V0QKQ8	AF-A0A0V0QKQ8-F1	774	1.0	1	6	2016-03-16	
A0A0V0QLA8	PPERSA_04075	uniprot	ITPR	Eukaryota (other)	PPERSA_04075	Pseudocohnilembus persalinus			911	S20 sweep		full	A0A0V0QLA8	AF-A0A0V0QLA8-F1	911	1.0	1	6	2016-03-16	
A0A0V0QX04	PPERSA_11436	uniprot	ITPR	SAR	PPERSA_11436	Pseudocohnilembus persalinus (Ciliate)		Ciliophora	3118	InterPro	0	absent			0	0.0				404
A0A0V0QX12	PPERSA_07094	uniprot	ITPR	SAR	PPERSA_07094	Pseudocohnilembus persalinus (Ciliate)		Ciliophora	2663	InterPro	0	absent			0	0.0				404
A0A0V0QZC4	PPERSA_03241	uniprot	ITPR	SAR	PPERSA_03241	Pseudocohnilembus persalinus (Ciliate)		Ciliophora	2619	InterPro	0	absent			0	0.0				404
A0A0V0R1C0	PPERSA_01799	uniprot	ITPR	SAR	PPERSA_01799	Pseudocohnilembus persalinus (Ciliate)		Ciliophora	3293	InterPro	0	absent			0	0.0				404
A0A0V0R2X6	PPERSA_08982	uniprot	ITPR	SAR	PPERSA_08982	Pseudocohnilembus persalinus (Ciliate)		Ciliophora	3618	InterPro	0	absent			0	0.0				404
A0A0V0R420	PPERSA_08862	uniprot	ITPR	SAR	PPERSA_08862	Pseudocohnilembus persalinus (Ciliate)		Ciliophora	1858	InterPro	0	absent			0	0.0				404
A0A0V0R4A7	PPERSA_05983	uniprot	ITPR	SAR	PPERSA_05983	Pseudocohnilembus persalinus (Ciliate)		Ciliophora	1804	InterPro	0	absent			0	0.0				404
A0A0V0R7F6	PPERSA_10511	uniprot	ITPR	SAR	PPERSA_10511	Pseudocohnilembus persalinus (Ciliate)		Ciliophora	2497	InterPro	0	absent			0	0.0				404
A0A0V0R909	PPERSA_12054	uniprot	ITPR	Eukaryota (other)	PPERSA_12054	Pseudocohnilembus persalinus			664	S20 sweep		full	A0A0V0R909	AF-A0A0V0R909-F1	664	1.0	1	6	2016-03-16	
A0A0V0R9A1	PPERSA_01225	uniprot	ITPR	SAR	PPERSA_01225	Pseudocohnilembus persalinus (Ciliate)		Ciliophora	3169	InterPro	0	absent			0	0.0				404
A0A0V0SMU9	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella nelsoni	Metazoa	Nematoda	2628	InterPro	0	absent			0	0.0				404
A0A0V0SN43	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella nelsoni	Metazoa	Nematoda	2735	InterPro	0	absent			0	0.0				404
A0A0V0SNF1	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella nelsoni	Metazoa	Nematoda	2709	InterPro	0	absent			0	0.0				404
A0A0V0SNJ0	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella nelsoni	Metazoa	Nematoda	2669	InterPro	0	absent			0	0.0				404
A0A0V0SNM6	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella nelsoni	Metazoa	Nematoda	2692	InterPro	0	absent			0	0.0				404
A0A0V0U3T9	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella murrelli	Metazoa	Nematoda	2654	InterPro	0	absent			0	0.0				404
A0A0V0U3U1	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella murrelli	Metazoa	Nematoda	2695	InterPro	0	absent			0	0.0				404
A0A0V1A3H8	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella patagoniensis	Metazoa	Nematoda	2695	InterPro	0	absent			0	0.0				404
A0A0V1A3L2	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella patagoniensis	Metazoa	Nematoda	2705	InterPro	0	absent			0	0.0				404
A0A0V1A3P8	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella patagoniensis	Metazoa	Nematoda	2649	InterPro	0	absent			0	0.0				404
A0A0V1A3Q0	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella patagoniensis	Metazoa	Nematoda	2706	InterPro	0	absent			0	0.0				404
A0A0V1A3S2	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella patagoniensis	Metazoa	Nematoda	2206	InterPro	0	absent			0	0.0				404
A0A0V1A472	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella patagoniensis	Metazoa	Nematoda	2701	InterPro	0	absent			0	0.0				404
A0A0V1A4U1	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella patagoniensis	Metazoa	Nematoda	2701	InterPro	0	absent			0	0.0				404
A0A0V1C2G3	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella spiralis (Trichina worm)	Metazoa	Nematoda	2734	InterPro	0	absent			0	0.0				404
A0A0V1C2N1	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella spiralis (Trichina worm)	Metazoa	Nematoda	2730	InterPro	0	absent			0	0.0				404
A0A0V1C2W0	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella spiralis (Trichina worm)	Metazoa	Nematoda	2753	InterPro	0	absent			0	0.0				404
A0A0V1C2W5	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella spiralis (Trichina worm)	Metazoa	Nematoda	2725	InterPro	0	absent			0	0.0				404
A0A0V1CUW8	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella britovi (Parasitic roundworm)	Metazoa	Nematoda	2676	InterPro	0	absent			0	0.0				404
A0A0V1CUX9	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella britovi (Parasitic roundworm)	Metazoa	Nematoda	2696	InterPro	0	absent			0	0.0				404
A0A0V1CUY4	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella britovi (Parasitic roundworm)	Metazoa	Nematoda	2683	InterPro	0	absent			0	0.0				404
A0A0V1CUY7	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella britovi (Parasitic roundworm)	Metazoa	Nematoda	2655	InterPro	0	absent			0	0.0				404
A0A0V1CV96	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella britovi (Parasitic roundworm)	Metazoa	Nematoda	2671	InterPro	0	absent			0	0.0				404
A0A0V1CVD4	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella britovi (Parasitic roundworm)	Metazoa	Nematoda	2671	InterPro	0	absent			0	0.0				404
A0A0V1CVK2	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella britovi (Parasitic roundworm)	Metazoa	Nematoda	2663	InterPro	0	absent			0	0.0				404
A0A0V1CWN1	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella britovi (Parasitic roundworm)	Metazoa	Nematoda	2701	InterPro	0	absent			0	0.0				404
A0A0V1FR27	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella pseudospiralis (Parasitic roundworm)	Metazoa	Nematoda	2747	InterPro	0	absent			0	0.0				404
A0A0V1HG40	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella zimbabwensis	Metazoa	Nematoda	2701	InterPro	0	absent			0	0.0				404
A0A0V1HGL2	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella zimbabwensis	Metazoa	Nematoda	2707	InterPro	0	absent			0	0.0				404
A0A0V1HGT5	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella zimbabwensis	Metazoa	Nematoda	2697	InterPro	0	absent			0	0.0				404
A0A0V1HH83	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella zimbabwensis	Metazoa	Nematoda	2657	InterPro	0	absent			0	0.0				404
A0A0V1HHL9	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella zimbabwensis	Metazoa	Nematoda	2685	InterPro	0	absent			0	0.0				404
A0A0V1HHQ0	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella zimbabwensis	Metazoa	Nematoda	2651	InterPro	0	absent			0	0.0				404
A0A0V1IYE3	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella pseudospiralis (Parasitic roundworm)	Metazoa	Nematoda	2724	InterPro	0	absent			0	0.0				404
A0A0V1IZL4	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella pseudospiralis (Parasitic roundworm)	Metazoa	Nematoda	2748	InterPro	0	absent			0	0.0				404
A0A0V1L9Y6	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella nativa	Metazoa	Nematoda	2702	InterPro	0	absent			0	0.0				404
A0A0V1LA26	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella nativa	Metazoa	Nematoda	2697	InterPro	0	absent			0	0.0				404
A0A0V1LAA3	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella nativa	Metazoa	Nematoda	2706	InterPro	0	absent			0	0.0				404
A0A0V1LAK0	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella nativa	Metazoa	Nematoda	2696	InterPro	0	absent			0	0.0				404
A0A0V1MSZ2	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella papuae	Metazoa	Nematoda	2681	InterPro	0	absent			0	0.0				404
A0A0V1MSZ7	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella papuae	Metazoa	Nematoda	2675	InterPro	0	absent			0	0.0				404
A0A0V1MT52	itr-1	uniprot	ITPR	Metazoa (non-vertebrate)	itr-1	Trichinella papuae	Metazoa	Nematoda	2721	InterPro	0	absent			0	0.0				404
A0A131XWU7	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Ixodes ricinus (Common tick) (Acarus ricinus)	Metazoa	Arthropoda	2225	InterPro	0	absent			0	0.0				404
A0A139WP67	GLEAN_05176	uniprot	ITPR	Metazoa (non-vertebrate)	GLEAN_05176	Tribolium castaneum (Red flour beetle)	Metazoa	Arthropoda	2678	InterPro	0	absent			0	0.0				404
A0A140CQB0	Inositol 1,4,5-trisphosphate receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Zeugodacus cucurbitae (Melon fruit fly) (Bactrocera cucurbitae)	Metazoa	Arthropoda	1090	InterPro	1	full	A0A140CQB0	AF-A0A140CQB0-F1	1090	1.0	1	6	2016-05-11	
A0A140CQB1	Gustatory receptor	uniprot	ITPR	Metazoa (non-vertebrate)		Zeugodacus cucurbitae (Melon fruit fly) (Bactrocera cucurbitae)	Metazoa	Arthropoda	1822	InterPro	0	absent			0	0.0				404
A0A150GRB6	GPECTOR_9g419	uniprot	ITPR	Eukaryota (other)	GPECTOR_9g419	Gonium pectorale			266	S20 sweep		full	A0A150GRB6	AF-A0A150GRB6-F1	266	1.0	1	6	2016-06-08	
A0A150GRF6	GPECTOR_9g418	uniprot	ITPR	Viridiplantae	GPECTOR_9g418	Gonium pectorale (Green alga)	Viridiplantae	Chlorophyta	2580	InterPro	0	absent			0	0.0				404
A0A150GSG3	GPECTOR_9g697	uniprot	ITPR	Eukaryota (other)	GPECTOR_9g697	Gonium pectorale			906	S20 sweep		full	A0A150GSG3	AF-A0A150GSG3-F1	906	1.0	1	6	2016-06-08	
A0A151MK74	Y1Q_0023796	uniprot	ITPR	Vertebrata	Y1Q_0023796	Alligator mississippiensis (American alligator)	Metazoa	Chordata	1073	InterPro	1	full	A0A151MK74	AF-A0A151MK74-F1	1073	1.0	1	6	2016-06-08	
A0A151MK79	ITPR2	uniprot	ITPR	Vertebrata	ITPR2	Alligator mississippiensis (American alligator)	Metazoa	Chordata	1680	InterPro	0	absent			0	0.0				404
A0A151MK83	Y1Q_0023796	uniprot	ITPR	Vertebrata	Y1Q_0023796	Alligator mississippiensis (American alligator)	Metazoa	Chordata	1051	InterPro	1	full	A0A151MK83	AF-A0A151MK83-F1	1051	1.0	1	6	2016-06-08	
A0A151MKE7	Y1Q_0023796	uniprot	ITPR	Vertebrata	Y1Q_0023796	Alligator mississippiensis (American alligator)	Metazoa	Chordata	1088	InterPro	1	full	A0A151MKE7	AF-A0A151MKE7-F1	1088	1.0	1	6	2016-06-08	
A0A151MPL6	Y1Q_0005058	uniprot	ITPR	Vertebrata	Y1Q_0005058	Alligator mississippiensis (American alligator)	Metazoa	Chordata	2702	InterPro	0	absent			0	0.0				404
A0A151P4X0	Y1Q_0006480	uniprot	ITPR	Vertebrata	Y1Q_0006480	Alligator mississippiensis (American alligator)	Metazoa	Chordata	2667	InterPro	0	absent			0	0.0				404
