accession	assignment	confidence	evidence	reason	itpr_score	ryr_score	score_margin	rel_margin	itpr_evalue	ryr_evalue	best_evalue	itpr_coverage	ryr_coverage	itpr_positions	ryr_positions	target_coverage	length	gene	species	taxon_id	reviewed	protein_name
A0A091FMF1	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	69.7	177.4	107.7	0.6071	4.4e-17	8.8e-50	8.8e-50	0.041	0.022	110	108	1.0	106	N303_10011	Cuculus canorus	55661	0	Ryanodine receptor 1 (Fragment)
A0A091FP39	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	77.0	77.0	1.0		1.5e-19	1.5e-19	0.0	0.028	0	138	0.238	576	N303_10358	Cuculus canorus	55661	0	RING finger and SPRY domain-containing protein 1
A0A091FQL2	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	46.6	46.6	1.0		2.1e-10	2.1e-10	0.0	0.011	0	54	0.689	167	N303_08738	Cuculus canorus	55661	0	Calcium-binding protein 1
A0A091FRR1	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	36.6	304.4	267.8	0.8798	4.2e-07	4.9e-88	4.9e-88	0.023	0.035	62	173	0.977	176	N303_10012	Cuculus canorus	55661	0	Ryanodine receptor 1 (Fragment)
A0A091G3J8	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.9	56.9	1.0		1.8e-13	1.8e-13	0.0	0.015	0	74	0.878	148	N303_08027	Cuculus canorus	55661	0	Calmodulin (Fragment)
A0A091G512	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	41.4	41.4	1.0		8.4e-09	8.4e-09	0.0	0.011	0	54	0.693	163	N303_11921	Cuculus canorus	55661	0	Troponin C, skeletal muscle (Fragment)
A0A091G574	unassigned	none	module	ryr.hmm matched only 69 profile positions (< 200) — a shared module, not a family assignment	0.0	111.6	111.6	1.0		5.7e-30	5.7e-30	0.0	0.014	0	69	0.986	73	N303_13424	Cuculus canorus	55661	0	Ryanodine receptor 2 (Fragment)
A0A091G5H3	unassigned	none	module	ryr.hmm matched only 89 profile positions (< 200) — a shared module, not a family assignment	0.0	56.2	56.2	1.0		2.9e-13	2.9e-13	0.0	0.018	0	89	0.116	740	N303_12869	Cuculus canorus	55661	0	ATP-dependent RNA helicase (Fragment)
A0A091G9H3	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	53.3	53.3	1.0		2.1e-12	2.1e-12	0.0	0.012	0	59	0.785	149	N303_00996	Cuculus canorus	55661	0	Calmodulin, striated muscle
A0A091GB38	unassigned	none	module	ryr.hmm matched only 123 profile positions (< 200) — a shared module, not a family assignment	0.0	38.0	38.0	1.0		8.4e-08	8.4e-08	0.0	0.025	0	123	0.225	543	N303_10362	Cuculus canorus	55661	0	Ran-binding protein 10 (Fragment)
A0A091GBJ0	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	33.2	33.2	1.0		2.4e-06	2.4e-06	0.0	0.027	0	133	0.227	586	N303_05431	Cuculus canorus	55661	0	Set1/Ash2 histone methyltransferase complex subunit ASH2 (Fragment)
A0A091GBP3	unassigned	none	module	ryr.hmm matched only 94 profile positions (< 200) — a shared module, not a family assignment	0.0	37.7	37.7	1.0		1e-07	1e-07	0.0	0.019	0	94	0.176	541	N303_07710	Cuculus canorus	55661	0	Ran-binding protein 9 (Fragment)
A0A091GC17	RYR	high	architecture	ryr.hmm wins by 4723.9 bits (95.6% of 4941.5) over 2943 profile positions	217.6	4941.5	4723.9	0.956	1.2e-61	0	0	0.408	0.597	1095	2943	1.0	2957	N303_00742	Cuculus canorus	55661	0	Ryanodine receptor 2 (Fragment)
A0A091GE20	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	35.1	35.1	1.0		6.5e-07	6.5e-07	0.0	0.011	0	54	0.747	146	N303_13649	Cuculus canorus	55661	0	Calcium-binding protein 4 (Fragment)
A0A091GEB7	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	130.3	256.2	125.9	0.4914	2.4e-35	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	N303_12370	Cuculus canorus	55661	0	Ryanodine receptor 2 (Fragment)
A0A091GH86	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	40.6	327.1	286.5	0.8759	2.6e-08	7.1e-95	7.1e-95	0.025	0.035	67	173	0.989	175	N303_12371	Cuculus canorus	55661	0	Ryanodine receptor 2 (Fragment)
A0A091GM56	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	35.3	35.3	1.0		5.5e-07	5.5e-07	0.0	0.012	0	59	0.722	158	N303_08660	Cuculus canorus	55661	0	Troponin C, slow skeletal and cardiac muscles (Fragment)
A0A091GNI9	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	35.3	35.3	1.0		5.4e-07	5.4e-07	0.0	0.012	0	59	0.722	158	N320_08018	Buceros rhinoceros silvestris	175836	0	Troponin C, slow skeletal and cardiac muscles (Fragment)
A0A091GPD3	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	103.4	103.4	1.0		1.7e-27	1.7e-27	0.0	0.027	0	133	0.099	1319	N303_15582	Cuculus canorus	55661	0	E3 ubiquitin-protein ligase RNF123
A0A091GQF0	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	40.6	327.1	286.5	0.8759	2.6e-08	7.1e-95	7.1e-95	0.025	0.035	67	173	0.989	175	N320_03928	Buceros rhinoceros silvestris	175836	0	Ryanodine receptor 2 (Fragment)
A0A091GRH4	unassigned	none	module	ryr.hmm matched only 89 profile positions (< 200) — a shared module, not a family assignment	0.0	55.2	55.2	1.0		5.7e-13	5.7e-13	0.0	0.018	0	89	0.116	740	N320_08829	Buceros rhinoceros silvestris	175836	0	ATP-dependent RNA helicase (Fragment)
A0A091GTJ1	unassigned	none	module	ryr.hmm matched only 94 profile positions (< 200) — a shared module, not a family assignment	0.0	37.3	37.3	1.0		1.4e-07	1.4e-07	0.0	0.019	0	94	0.176	541	N320_08150	Buceros rhinoceros silvestris	175836	0	Ran-binding protein 9 (Fragment)
A0A091GVF9	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	106.0	106.0	1.0		2.8e-28	2.8e-28	0.0	0.015	0	74	0.974	76	N320_00053	Buceros rhinoceros silvestris	175836	0	Ryanodine receptor 3 (Fragment)
A0A091GX23	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	57.1	57.1	1.0		1.5e-13	1.5e-13	0.0	0.015	0	74	0.942	138	N303_04542	Cuculus canorus	55661	0	Calmodulin (Fragment)
A0A091GZK4	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	102.4	102.4	1.0		3.3e-27	3.3e-27	0.0	0.027	0	133	0.11	1168	N320_05475	Buceros rhinoceros silvestris	175836	0	RING-type E3 ubiquitin transferase
A0A091H1J5	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.9	56.9	1.0		1.8e-13	1.8e-13	0.0	0.015	0	74	0.878	148	N320_13036	Buceros rhinoceros silvestris	175836	0	Calmodulin (Fragment)
A0A091H3I8	unassigned	none	module	itpr.hmm matched only 102 profile positions (< 200) — a shared module, not a family assignment	229.2	118.6	110.6	0.4825	3.6e-65	4.6e-32	3.6e-65	0.038	0.02	102	99	1.0	101	N320_03948	Buceros rhinoceros silvestris	175836	0	Inositol 1,4,5-trisphosphate receptor type 1 (Fragment)
A0A091H4E6	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	57.1	57.1	1.0		1.5e-13	1.5e-13	0.0	0.015	0	74	0.935	139	N320_06000	Buceros rhinoceros silvestris	175836	0	Calmodulin (Fragment)
A0A091H544	ITPR	medium	partial	itpr.hmm wins by 419.7 bits (100.0% of 419.7) over 279 profile positions; no ryr.hmm hit	419.7	0.0	419.7	1.0	1.4e-122		1.4e-122	0.104	0.0	279	0	0.996	285	N320_02922	Buceros rhinoceros silvestris	175836	0	Inositol 1,4,5-trisphosphate receptor (Fragment)
A0A091H5H4	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	133.2	256.2	123.0	0.4801	3.2e-36	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	N320_06278	Buceros rhinoceros silvestris	175836	0	Ryanodine receptor 3 (Fragment)
A0A091H7S9	unassigned	none	module	ryr.hmm matched only 158 profile positions (< 200) — a shared module, not a family assignment	0.0	235.0	235.0	1.0		3.8e-67	3.8e-67	0.0	0.032	0	158	0.648	244	N320_00176	Buceros rhinoceros silvestris	175836	0	Ryanodine receptor 2 (Fragment)
A0A091H8B4	unassigned	none	module	ryr.hmm matched only 69 profile positions (< 200) — a shared module, not a family assignment	0.0	113.4	113.4	1.0		1.7e-30	1.7e-30	0.0	0.014	0	69	0.986	73	N320_06306	Buceros rhinoceros silvestris	175836	0	Ryanodine receptor 2 (Fragment)
A0A091H8V4	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.5	322.2	279.7	0.8681	7.2e-09	2.1e-93	2.1e-93	0.029	0.035	78	173	0.983	175	N320_06277	Buceros rhinoceros silvestris	175836	0	Ryanodine receptor 3 (Fragment)
A0A091HAK5	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	34.3	34.3	1.0		1.1e-06	1.1e-06	0.0	0.027	0	133	0.232	573	N320_07170	Buceros rhinoceros silvestris	175836	0	Set1/Ash2 histone methyltransferase complex subunit ASH2 (Fragment)
A0A091HBJ0	ITPR	medium	partial	itpr.hmm wins by 414.4 bits (100.0% of 414.4) over 266 profile positions; no ryr.hmm hit	414.4	0.0	414.4	1.0	5.6e-121		5.6e-121	0.099	0.0	266	0	0.996	272	N320_00704	Buceros rhinoceros silvestris	175836	0	Inositol 1,4,5-trisphosphate receptor type 1 (Fragment)
A0A091HCW2	unassigned	none	module	itpr.hmm matched only 75 profile positions (< 200) — a shared module, not a family assignment	99.9	0.0	99.9	1.0	3.5e-26		3.5e-26	0.028	0.0	75	0	0.938	81	N320_13237	Buceros rhinoceros silvestris	175836	0	Inositol 1,4,5-trisphosphate receptor type 2 (Fragment)
A0A091HDB1	unassigned	none	module	ryr.hmm matched only 108 profile positions (< 200) — a shared module, not a family assignment	130.3	256.2	125.9	0.4914	2.4e-35	1.6e-73	1.6e-73	0.041	0.022	110	108	1.0	108	N320_03927	Buceros rhinoceros silvestris	175836	0	Ryanodine receptor 2 (Fragment)
A0A091HKG8	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.9	56.9	1.0		1.8e-13	1.8e-13	0.0	0.015	0	74	0.878	148	N300_00557	Calypte anna	9244	0	Calmodulin (Fragment)
A0A091HLC7	unassigned	none	module	ryr.hmm matched only 89 profile positions (< 200) — a shared module, not a family assignment	0.0	50.7	50.7	1.0		1.3e-11	1.3e-11	0.0	0.018	0	89	0.116	740	N300_15318	Calypte anna	9244	0	ATP-dependent RNA helicase (Fragment)
A0A091HM41	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	46.6	46.6	1.0		2.1e-10	2.1e-10	0.0	0.011	0	54	0.689	167	N320_09081	Buceros rhinoceros silvestris	175836	0	Calcium-binding protein 1
A0A091HRL8	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	49.4	49.4	1.0		3.2e-11	3.2e-11	0.0	0.011	0	54	0.804	143	N300_10685	Calypte anna	9244	0	Calcium-binding protein 1 (Fragment)
A0A091HRT8	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	33.9	33.9	1.0		1.5e-06	1.5e-06	0.0	0.027	0	133	0.242	553	N300_11720	Calypte anna	9244	0	Set1/Ash2 histone methyltransferase complex subunit ASH2 (Fragment)
A0A091HSL2	ITPR	high	architecture	itpr.hmm wins by 3532.9 bits (88.8% of 3976.8) over 2491 profile positions	3976.8	443.9	3532.9	0.8884	0	4.6e-130	0	0.928	0.269	2491	1326	0.983	2675	N300_07903	Calypte anna	9244	0	Inositol 1,4,5-trisphosphate receptor (Fragment)
A0A091HUU6	unassigned	none	module	itpr.hmm matched only 56 profile positions (< 200) — a shared module, not a family assignment	73.1	0.0	73.1	1.0	4.2e-18		4.2e-18	0.021	0.0	56	0	1.0	57	N320_07764	Buceros rhinoceros silvestris	175836	0	Inositol 1,4,5-trisphosphate receptor type 1 (Fragment)
A0A091HYW9	unassigned	none	module	ryr.hmm matched only 69 profile positions (< 200) — a shared module, not a family assignment	0.0	50.0	50.0	1.0		2.1e-11	2.1e-11	0.0	0.014	0	69	0.878	148	N300_00539	Calypte anna	9244	0	Calmodulin, striated muscle (Fragment)
A0A091I372	unassigned	none	module	ryr.hmm matched only 94 profile positions (< 200) — a shared module, not a family assignment	0.0	68.9	68.9	1.0		4.2e-17	4.2e-17	0.0	0.019	0	94	0.181	564	N300_13414	Calypte anna	9244	0	RING finger and SPRY domain-containing protein 1
A0A091I3J9	unassigned	none	module	ryr.hmm matched only 123 profile positions (< 200) — a shared module, not a family assignment	0.0	38.0	38.0	1.0		8.7e-08	8.7e-08	0.0	0.025	0	123	0.221	552	N300_13667	Calypte anna	9244	0	Ran-binding protein 10 (Fragment)
A0A091I425	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	57.1	57.1	1.0		1.5e-13	1.5e-13	0.0	0.015	0	74	0.942	138	N300_11379	Calypte anna	9244	0	Calmodulin (Fragment)
A0A091I4I6	unassigned	none	module	ryr.hmm matched only 94 profile positions (< 200) — a shared module, not a family assignment	0.0	37.3	37.3	1.0		1.4e-07	1.4e-07	0.0	0.019	0	94	0.176	541	N300_01558	Calypte anna	9244	0	Ran-binding protein 9 (Fragment)
A0A091I5D1	unassigned	none	module	ryr.hmm matched only 69 profile positions (< 200) — a shared module, not a family assignment	0.0	112.5	112.5	1.0		3e-30	3e-30	0.0	0.014	0	69	0.986	73	N300_14337	Calypte anna	9244	0	Ryanodine receptor 2 (Fragment)
A0A091I5X6	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	32.9	32.9	1.0		2.9e-06	2.9e-06	0.0	0.011	0	54	0.603	174	N300_15611	Calypte anna	9244	0	Troponin C, skeletal muscle (Fragment)
A0A091I8I6	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	35.9	35.9	1.0		3.7e-07	3.7e-07	0.0	0.012	0	59	0.722	158	N300_09995	Calypte anna	9244	0	Troponin C, slow skeletal and cardiac muscles (Fragment)
A0A091IH39	ITPR	high	architecture	itpr.hmm wins by 3712.4 bits (90.5% of 4103.2) over 2528 profile positions	4103.2	390.8	3712.4	0.9048	0	4.5e-114	0	0.942	0.256	2528	1262	0.974	2706	N300_04391	Calypte anna	9244	0	Inositol 1,4,5-trisphosphate receptor (Fragment)
A0A091IHT3	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	46.6	46.6	1.0		2.1e-10	2.1e-10	0.0	0.011	0	54	0.689	167	N300_08259	Calypte anna	9244	0	Calcium-binding protein 1
A0A091IHV0	unassigned	none	module	itpr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	70.7	0.0	70.7	1.0	2.2e-17		2.2e-17	0.02	0.0	54	0	0.981	54	N300_07211	Calypte anna	9244	0	Inositol 1,4,5-trisphosphate receptor type 2 (Fragment)
A0A091IQT4	ITPR	high	architecture	itpr.hmm wins by 3493.8 bits (88.8% of 3933.4) over 2574 profile positions	3933.4	439.6	3493.8	0.8882	0	8.8e-129	0	0.959	0.231	2574	1139	0.998	2655	Z169_15590	Egretta garzetta	188379	0	Inositol 1,4,5-trisphosphate receptor (Fragment)
A0A091IVH2	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	56.9	56.9	1.0		1.8e-13	1.8e-13	0.0	0.015	0	74	0.878	148	Z169_03612	Egretta garzetta	188379	0	Calmodulin (Fragment)
A0A091IVU8	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	57.1	57.1	1.0		1.5e-13	1.5e-13	0.0	0.015	0	74	0.942	138	Z169_12890	Egretta garzetta	188379	0	Calmodulin (Fragment)
A0A091IZ32	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	103.4	103.4	1.0		1.7e-27	1.7e-27	0.0	0.027	0	133	0.099	1312	N300_09942	Calypte anna	9244	0	E3 ubiquitin-protein ligase RNF123
A0A091J801	unassigned	none	module	ryr.hmm matched only 89 profile positions (< 200) — a shared module, not a family assignment	0.0	56.1	56.1	1.0		3e-13	3e-13	0.0	0.018	0	89	0.116	740	Z169_02384	Egretta garzetta	188379	0	ATP-dependent RNA helicase (Fragment)
A0A091J8J0	unassigned	none	module	ryr.hmm matched only 74 profile positions (< 200) — a shared module, not a family assignment	0.0	34.2	34.2	1.0		1.2e-06	1.2e-06	0.0	0.015	0	74	0.977	129	Z169_12917	Egretta garzetta	188379	0	Calmodulin (Fragment)
A0A091J973	unassigned	none	module	ryr.hmm matched only 59 profile positions (< 200) — a shared module, not a family assignment	0.0	35.3	35.3	1.0		5.4e-07	5.4e-07	0.0	0.012	0	59	0.722	158	Z169_04584	Egretta garzetta	188379	0	Troponin C, slow skeletal and cardiac muscles (Fragment)
A0A091JE51	unassigned	none	module	ryr.hmm matched only 133 profile positions (< 200) — a shared module, not a family assignment	0.0	103.3	103.3	1.0		1.9e-27	1.9e-27	0.0	0.027	0	133	0.101	1281	Z169_00965	Egretta garzetta	188379	0	RING-type E3 ubiquitin transferase (Fragment)
A0A091JF84	unassigned	none	module	ryr.hmm matched only 123 profile positions (< 200) — a shared module, not a family assignment	0.0	38.0	38.0	1.0		8.6e-08	8.6e-08	0.0	0.025	0	123	0.216	560	Z169_06110	Egretta garzetta	188379	0	Ran-binding protein 10 (Fragment)
A0A091JGG9	unassigned	none	module	ryr.hmm matched only 138 profile positions (< 200) — a shared module, not a family assignment	0.0	75.2	75.2	1.0		5.3e-19	5.3e-19	0.0	0.028	0	138	0.235	575	Z169_06113	Egretta garzetta	188379	0	RING finger and SPRY domain-containing protein 1
A0A091JHE5	unassigned	none	module	ryr.hmm matched only 54 profile positions (< 200) — a shared module, not a family assignment	0.0	46.6	46.6	1.0		2.1e-10	2.1e-10	0.0	0.011	0	54	0.689	167	Z169_14568	Egretta garzetta	188379	0	Calcium-binding protein 1
A0A091JKP9	unassigned	none	module	ryr.hmm matched only 69 profile positions (< 200) — a shared module, not a family assignment	0.0	112.6	112.6	1.0		2.9e-30	2.9e-30	0.0	0.014	0	69	0.986	73	Z169_01092	Egretta garzetta	188379	0	Ryanodine receptor 2 (Fragment)
A0A091JMH3	ITPR	high	architecture	itpr.hmm wins by 3719.9 bits (89.8% of 4144.0) over 2531 profile positions	4144.0	424.1	3719.9	0.8977	0	4.1e-124	0	0.943	0.289	2531	1425	0.971	2722	Z169_04880	Egretta garzetta	188379	0	Inositol 1,4,5-trisphosphate receptor (Fragment)
A0A091JUA4	unassigned	none	module	ryr.hmm matched only 94 profile positions (< 200) — a shared module, not a family assignment	0.0	37.5	37.5	1.0		1.2e-07	1.2e-07	0.0	0.019	0	94	0.176	541	Z169_01962	Egretta garzetta	188379	0	Ran-binding protein 9 (Fragment)
A0A091JXL0	ITPR	medium	partial	itpr.hmm wins by 416.2 bits (100.0% of 416.2) over 279 profile positions; no ryr.hmm hit	416.2	0.0	416.2	1.0	1.5e-121		1.5e-121	0.104	0.0	279	0	0.996	285	N325_08962	Colius striatus	57412	0	Inositol 1,4,5-trisphosphate receptor (Fragment)
A0A091JZU9	unassigned	none	module	itpr.hmm matched only 56 profile positions (< 200) — a shared module, not a family assignment	73.3	0.0	73.3	1.0	3.5e-18		3.5e-18	0.021	0.0	56	0	1.0	57	N325_02731	Colius striatus	57412	0	Inositol 1,4,5-trisphosphate receptor type 1 (Fragment)
A0A091JZZ9	unassigned	none	module	ryr.hmm matched only 173 profile positions (< 200) — a shared module, not a family assignment	42.8	321.8	279.0	0.867	5.7e-09	2.8e-93	2.8e-93	0.03	0.035	81	173	1.0	174	N325_10198	Colius striatus	57412	0	Ryanodine receptor 3 (Fragment)
