upid	organism	taxid	group	kingdom	phylum	class	order	n_itpr	accession	protein_count	seq_length	n_pi_plc	n_plc_x	n_plc_y	plc_status	core_n_ref	core_n_covered	core_coverage	core_identity	pore_n_ref	pore_n_covered	pore_coverage	pore_identity	delta_core_minus_pore	in_test	drop_reason
UP001652582	Bicyclus anynana (Squinting bush brown butterfly)	110368	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	1	A0ABM3M1M3	19296	2708	4	4	4	present	304	289	0.9507	0.564	238	238	1.0	0.5546	0.0094	True	
UP001652620	Bactrocera dorsalis (Oriental fruit fly) (Dacus dorsalis)	27457	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Diptera	1	A0A6I9VWT0	22491	2880	3	3	3	present	304	300	0.9868	0.5733	238	238	1.0	0.6471	-0.0738	True	
UP001652621	Musca domestica (House fly)	7370	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Diptera	1	A0ABM3VFJ9	22566	2852	3	3	3	present	304	304	1.0	0.5592	238	238	1.0	0.6345	-0.0753	True	
UP001652625	Hydra vulgaris (Hydra) (Hydra attenuata)	6087	metazoa_nonvert	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	1	A0ABM4D4D9	28759	2668	7	9	7	present	304	291	0.9572	0.567	238	238	1.0	0.6134	-0.0464	True	
UP001652626	Vanessa tameamea (Kamehameha butterfly)	334116	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	1	A0ABM4AVE1	17371	2745	4	4	4	present	304	291	0.9572	0.5533	238	235	0.9874	0.5872	-0.0339	True	
UP001652628	Drosophila suzukii (Spotted-wing drosophila fruit fly)	28584	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Diptera	1	A0ABM4TSZ9	23889	2829	3	3	3	present	304	304	1.0	0.5625	238	238	1.0	0.6303	-0.0678	True	
UP001652661	Drosophila kikkawai (Fruit fly)	30033	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Diptera	1	A0A6P4I5M1	21108	2829	3	3	3	present	304	297	0.977	0.5589	238	238	1.0	0.6345	-0.0756	True	
UP001652680	Drosophila rhopaloa (Fruit fly)	1041015	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Diptera	1	A0ABM5J2E5	20735	2838	3	3	3	present	304	304	1.0	0.5625	238	238	1.0	0.6303	-0.0678	True	
UP001652700	Diabrotica virgifera virgifera (western corn rootworm)	50390	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Coleoptera	1	A0ABM5JH36	27738	2755	4	4	4	present	304	297	0.977	0.5556	238	238	1.0	0.6261	-0.0705	True	
UP001652740	Galleria mellonella (Greater wax moth)	7137	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	1	A0ABM3MHV0	20018	2667	4	4	4	present	304	287	0.9441	0.5749	238	237	0.9958	0.5738	0.0011	True	
UP001667357	Cyamophila willieti	2604842	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hemiptera	1	A0ACF6ED13	15426	1357	3	4	4	present	304	293	0.9638	0.6246	238	3	0.0126	1.0		False	pore coverage below 0.5
UP001672501	Sergentomyia squamirostris	2283857	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Diptera	1	A0ACE7EH65	14736	2738	2	2	3	present	304	289	0.9507	0.5917	238	238	1.0	0.6134	-0.0217	True	
UP001674779	Kerria lacca (common lac scale)	473130	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hemiptera	1	A0ACH3JMQ0	10648	2722	2	3	3	present	304	293	0.9638	0.6212	238	236	0.9916	0.6102	0.011	True	
UP001675883	Semiaphis heraclei	796293	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hemiptera	1	A0ACF8WMC7	13495	3830	3	3	3	present	304	293	0.9638	0.6075	238	238	1.0	0.6429	-0.0354	True	
UP001697639	Mactra antiquata	2302425	metazoa_nonvert	Metazoa	Mollusca	Bivalvia	Venerida	5	A0ACF7JVG0	24667	2656	3	5	5	present	304	292	0.9605	0.5719	238	238	1.0	0.6134	-0.0415	True	
UP001724931	Solemya velum (Atlantic awningclam)	13268	metazoa_nonvert	Metazoa	Mollusca	Bivalvia	Solemyida	5	A0ACF8RLK1	18903	1916	6	6	6	present	304	292	0.9605	0.613	238	0	0.0			False	pore coverage below 0.5
UP001729258	Megaselia abdita (Humpbacked fly)	88686	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Diptera	1	A0ACF8ZNZ8	17639	2772	3	3	3	present	304	294	0.9671	0.5578	238	238	1.0	0.6345	-0.0767	True	
UP001729289	Mnemiopsis leidyi (Sea walnut) (Warty comb jellyfish)	27923	metazoa_nonvert	Metazoa	Ctenophora	Tentaculata	Lobata	3	A0ACF8YJV4	25028	2773	4	4	4	present	304	286	0.9408	0.5385	238	235	0.9874	0.5532	-0.0147	True	
UP001730561	Anthophora quadrimaculata	597840	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0ACE0EYC5	12666	2809	4	4	4	present	304	291	0.9572	0.6082	238	238	1.0	0.6092	-0.001	True	
UP001730562	Anthophora plagiata	597819	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0ACE0G5X1	13647	2788	5	5	5	present	304	291	0.9572	0.6082	238	238	1.0	0.6092	-0.001	True	
UP001730563	Anthophora retusa	597843	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hymenoptera	1	A0ACE0GP25	13164	2809	5	5	5	present	304	291	0.9572	0.6082	238	238	1.0	0.6092	-0.001	True	
UP001735302	Dermacentor variabilis (American dog tick)	34621	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Ixodida	1	A0ACM7Z4C8	31650	2725	7	7	7	present	304	290	0.9539	0.6069	238	238	1.0	0.6723	-0.0654	True	
UP001735580	Ixodes scapularis (Black-legged tick) (Deer tick)	6945	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Ixodida	1	A0ACM8FBX0	31574	2728	8	8	8	present	304	290	0.9539	0.5966	238	238	1.0	0.6639	-0.0673	True	
UP000031668	Thelohanellus kitauei (Myxosporean)	669202	metazoa_nonvert	Metazoa	Cnidaria	Myxozoa	Bivalvulida	1	A0A0C2JV03	14792	227	0	1	0	absent	304	0	0.0		238	74	0.3109	0.6081		False	core coverage below 0.5
UP000036681	Ascaris lumbricoides (Giant roundworm)	6252	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	1	A0A0M3HW48	23559	2879	7	9	9	present	304	302	0.9934	0.3974	238	238	1.0	0.4832	-0.0858	True	
UP000050761	Heligmosomoides polygyrus (Parasitic roundworm)	6339	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	2	A0A8L8Q6U3	27451	1283	3	6	4	present	304	300	0.9868	0.43	238	0	0.0			False	pore coverage below 0.5
UP000095283	Heterorhabditis bacteriophora (Entomopathogenic nematode worm)	37862	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	3	A0A1I7WUG1	20849	933	2	5	3	present	304	0	0.0		238	3	0.0126	1.0		False	core coverage below 0.5
UP000095287	Steinernema glaseri	37863	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	3	A0A1I7YYB5	37085	2875	12	14	16	present	304	304	1.0	0.4046	238	238	1.0	0.4916	-0.087	True	
UP000230233	Caenorhabditis nigoni	1611254	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	1	A0A2G5U3K6	44209	2843	6	6	6	present	304	303	0.9967	0.4125	238	236	0.9916	0.5	-0.0875	True	
UP000245119	Pomacea canaliculata (Golden apple snail)	400727	metazoa_nonvert	Metazoa	Mollusca	Gastropoda	Architaenioglossa	7	A0A2T7NUJ5	21377	2672	6	7	7	present	304	290	0.9539	0.5759	238	238	1.0	0.6555	-0.0796	True	
UP000266721	Mytilus galloprovincialis (Mediterranean mussel)	29158	metazoa_nonvert	Metazoa	Mollusca	Bivalvia	Mytilida	1	A0A3L5TRS9	3147	353	0	0	0	absent	304	0	0.0		238	0	0.0			False	core coverage below 0.5
UP000269396	Schistosoma mattheei	31246	metazoa_nonvert	Metazoa	Platyhelminthes	Trematoda	Strigeidida	2	A0A183P4M0	22244	276	0	1	2	absent	304	0	0.0		238	0	0.0			False	core coverage below 0.5
UP000276133	Brachionus plicatilis (Marine rotifer) (Brachionus muelleri)	10195	metazoa_nonvert	Metazoa	Rotifera	Eurotatoria	Ploima	8	A0A3M7T2M2	52387	2297	3	5	4	present	304	0	0.0		238	238	1.0	0.5714		False	core coverage below 0.5
UP000277204	Schistosoma margrebowiei	48269	metazoa_nonvert	Metazoa	Platyhelminthes	Trematoda	Strigeidida	3	A0A3P7ZQ38	25527	715	0	1	1	absent	304	122	0.4013	0.3852	238	2	0.0084	1.0		False	core coverage below 0.5
UP000279833	Schistosoma curassoni	6186	metazoa_nonvert	Metazoa	Platyhelminthes	Trematoda	Strigeidida	2	A0A183JZQ5	22688	1251	0	2	2	absent	304	71	0.2336	0.2817	238	18	0.0756	0.3889		False	core coverage below 0.5
UP000286415	Clonorchis sinensis (Chinese liver fluke)	79923	metazoa_nonvert	Metazoa	Platyhelminthes	Trematoda	Opisthorchiida	1	A0A8T1MMW7	14344	2821	1	3	1	present	304	277	0.9112	0.4404	238	228	0.958	0.4781	-0.0377	True	
UP000298663	Steinernema carpocapsae (Entomopathogenic nematode)	34508	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	2	A0A4U8V115	35146	1681	7	8	8	present	304	302	0.9934	0.3974	238	0	0.0			False	pore coverage below 0.5
UP000299102	Eumeta variegata (Bagworm moth) (Eumeta japonica)	151549	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	2	A0A4C1SDP3	96130	985	2	5	3	present	304	4	0.0132	0.5	238	13	0.0546	0.4615		False	core coverage below 0.5
UP000318571	Tigriopus californicus (Marine copepod)	6832	metazoa_nonvert	Metazoa	Arthropoda	Copepoda	Harpacticoida	3	A0A553NWY6	15551	1510	6	7	6	present	304	291	0.9572	0.5979	238	0	0.0			False	pore coverage below 0.5
UP000478052	Aphis craccivora (Cowpea aphid)	307492	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hemiptera	1	A0A6G0ZEY4	31792	3826	3	5	4	present	304	293	0.9638	0.6041	238	237	0.9958	0.6414	-0.0373	True	
UP000479000	Nesidiocoris tenuis	355587	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hemiptera	1	A0A6H5HUU5	23052	452	6	7	7	present	304	43	0.1414	0.6047	238	0	0.0			False	core coverage below 0.5
UP000499080	Araneus ventricosus (Orbweaver spider) (Epeira ventricosa)	182803	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Araneae	4	A0A4Y2F2N2	246601	2774	7	18	13	present	304	292	0.9605	0.6267	238	238	1.0	0.6387	-0.012	True	
UP000595437	Caligus rogercresseyi (Sea louse)	217165	metazoa_nonvert	Metazoa	Arthropoda	Copepoda	Siphonostomatoida	2	A0A7T8K2P8	18197	312	1	2	3	present	304	99	0.3257	0.5556	238	0	0.0			False	core coverage below 0.5
UP000597762	Acanthosepion pharaonis (Pharaoh cuttlefish) (Sepia pharaonis)	158019	metazoa_nonvert	Metazoa	Mollusca	Cephalopoda	Sepiida	6	A0A812ETH3	53515	1847	5	7	5	present	304	243	0.7993	0.2675	238	18	0.0756	0.6111		False	pore coverage below 0.5
UP000735302	Plakobranchus ocellatus	259542	metazoa_nonvert	Metazoa	Mollusca	Gastropoda		7	A0AAV4BAC7	77140	1993	3	7	7	present	304	293	0.9638	0.5631	238	0	0.0			False	pore coverage below 0.5
UP000762676	Elysia marginata	1093978	metazoa_nonvert	Metazoa	Mollusca	Gastropoda		11	A0AAV4EFD2	70727	1809	3	7	6	present	304	0	0.0		238	238	1.0	0.6261		False	core coverage below 0.5
UP000820818	Daphnia sinensis	1820382	metazoa_nonvert	Metazoa	Arthropoda	Branchiopoda	Diplostraca	1	A0AAD5PX35	16523	2845	9	9	9	present	304	293	0.9638	0.6041	238	238	1.0	0.6134	-0.0093	True	
UP000821853	Haemaphysalis longicornis (Bush tick)	44386	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Ixodida	2	A0A9J6H437	25603	1721	1	3	2	present	304	254	0.8355	0.622	238	0	0.0			False	pore coverage below 0.5
UP000821866	Rhipicephalus microplus (Cattle tick) (Boophilus microplus)	6941	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Ixodida	2	A0A9J6DF45	29322	1196	1	3	1	present	304	0	0.0		238	238	1.0	0.6723		False	core coverage below 0.5
UP000823941	Plutella xylostella (Diamondback moth) (Plutella maculipennis)	51655	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	2	A0ABQ7PVY8	18670	2509	2	5	4	present	304	284	0.9342	0.5739	238	238	1.0	0.5672	0.0067	True	
UP000828390	Dreissena polymorpha (Zebra mussel) (Mytilus polymorpha)	45954	metazoa_nonvert	Metazoa	Mollusca	Bivalvia	Myida	15	A0A9D4NEF5	181328	1428	4	8	8	present	304	290	0.9539	0.5724	238	0	0.0			False	pore coverage below 0.5
UP000886998	Trichonephila inaurata madagascariensis	2747483	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Araneae	5	A0A8X7CBL7	50567	2635	7	8	8	present	304	292	0.9605	0.6233	238	238	1.0	0.6345	-0.0112	True	
UP000887013	Nephila pilipes (Giant wood spider) (Nephila maculata)	299642	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Araneae	4	A0A8X6UFZ3	67446	2765	13	16	15	present	304	292	0.9605	0.6233	238	238	1.0	0.6345	-0.0112	True	
UP000887116	Trichonephila clavata (Joro spider) (Nephila clavata)	2740835	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Araneae	3	A0A8X6L000	66373	2767	8	8	9	present	304	292	0.9605	0.6233	238	238	1.0	0.6345	-0.0112	True	
UP000887564	Parascaris equorum (Equine roundworm)	6256	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	2	A0A914RMR8	14468	1539	1	6	3	present	304	230	0.7566	0.4174	238	10	0.042	0.5		False	pore coverage below 0.5
UP000887565	Romanomermis culicivorax (Nematode worm)	13658	metazoa_nonvert	Metazoa	Nematoda	Enoplea	Mermithida	1	A0A915JZJ7	48309	875	6	9	7	present	304	0	0.0		238	212	0.8908	0.5142		False	core coverage below 0.5
UP000887574	Ditylenchus dipsaci	166011	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	1	A0A915CQ64	27614	2955	12	17	15	present	304	279	0.9178	0.4301	238	203	0.8529	0.4433	-0.0132	True	
UP001054837	Caerostris darwini	1538125	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Araneae	5	A0AAV4SWV3	55519	2770	9	14	13	present	304	292	0.9605	0.6199	238	238	1.0	0.6387	-0.0188	True	
UP001054945	Caerostris extrusa (Bark spider) (Caerostris bankana)	172846	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Araneae	4	A0AAV4SHQ7	82696	1135	3	8	7	present	304	0	0.0		238	202	0.8487	0.6782		False	core coverage below 0.5
UP001075354	Megalurothrips usitatus (bean blossom thrips)	439358	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Thysanoptera	1	A0AAV7XRM6	12582	2737	6	6	6	present	304	291	0.9572	0.6117	238	238	1.0	0.563	0.0487	True	
UP001107558	Polypedilum vanderplanki (Sleeping chironomid midge)	319348	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Diptera	4	A0A9J6BAQ3	19076	1137	4	4	4	present	304	0	0.0		238	238	1.0	0.6303		False	core coverage below 0.5
UP001142055	Blomia tropicalis (Mite)	40697	metazoa_nonvert	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	1	A0A9Q0LYR5	10628	3204	8	9	8	present	304	292	0.9605	0.5685	238	238	1.0	0.6429	-0.0744	True	
UP001152320	Holothuria leucospilota (Black long sea cucumber) (Mertensiothuria leucospilota)	206669	metazoa_nonvert	Metazoa	Echinodermata	Holothuroidea	Aspidochirotida	1	A0A9Q1HIR2	33658	2757	4	6	5	present	304	292	0.9605	0.5753	238	237	0.9958	0.5781	-0.0028	True	
UP001152795	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	317549	metazoa_nonvert	Metazoa	Cnidaria	Anthozoa	Malacalcyonacea	5	A0A6S7JVE1	69559	881	4	7	6	present	304	0	0.0		238	0	0.0			False	core coverage below 0.5
UP001196413	Parelaphostrongylus tenuis (Meningeal worm)	148309	metazoa_nonvert	Metazoa	Nematoda	Chromadorea	Rhabditida	2	A0AAD5MUV5	29076	2206	5	5	6	present	304	301	0.9901	0.4385	238	7	0.0294	0.7143		False	pore coverage below 0.5
UP001231518	Mythimna separata (Oriental armyworm) (Pseudaletia separata)	271217	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	1	A0AAD7Y757	16944	3571	4	5	4	present	304	284	0.9342	0.5669	238	237	0.9958	0.5612	0.0057	True	
UP001283361	Elysia crispata (lettuce slug)	231223	metazoa_nonvert	Metazoa	Mollusca	Gastropoda		4	A0AAE1AEW6	69785	3110	6	8	7	present	304	222	0.7303	0.3018	238	172	0.7227	0.3256	-0.0238	True	
UP001329430	Pyrocoelia pectoralis	417401	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Coleoptera	1	A0AAN7ZFY7	13125	2719	4	4	4	present	304	295	0.9704	0.5864	238	238	1.0	0.6134	-0.027	True	
UP001688483	Uroleucon formosanum	796250	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Hemiptera	1	A0ACF7I1T5	31408	3850	4	5	4	present	304	293	0.9638	0.6075	238	238	1.0	0.6345	-0.027	True	
UP001712102	Scirpophaga incertulas	72366	metazoa_nonvert	Metazoa	Arthropoda	Insecta	Lepidoptera	4	A0ACF8L231	19873	610	3	4	3	present	304	194	0.6382	0.4536	238	0	0.0			False	pore coverage below 0.5
UP000014254	Mucor circinelloides f. circinelloides (strain 1006PhL) (Mucormycosis agent) (Calyptromyces circinelloides)	1220926	fungi	Fungi	Mucoromycota	Mucoromycetes	Mucorales	1	S2J437	12143	2592	0	0	0	absent	304	278	0.9145	0.3129	238	199	0.8361	0.3668	-0.0539	True	
UP000053815	Mucor ambiguus	91626	fungi	Fungi	Mucoromycota	Mucoromycetes	Mucorales	1	A0A0C9M4R7	11311	2599	0	0	0	absent	304	281	0.9243	0.2811	238	201	0.8445	0.3582	-0.0771	True	
UP000054107	Parasitella parasitica	35722	fungi	Fungi	Mucoromycota	Mucoromycetes	Mucorales	1	A0A0B7N6H0	13357	253	0	0	0	absent	304	0	0.0		238	125	0.5252	0.312		False	core coverage below 0.5
UP000077051	Mucor lusitanicus CBS 277.49	747725	fungi	Fungi	Mucoromycota	Mucoromycetes	Mucorales	1	A0A168KKP7	11586	2620	0	0	0	absent	304	283	0.9309	0.2792	238	201	0.8445	0.3582	-0.079	True	
UP000077315	Phycomyces blakesleeanus (strain ATCC 8743b / DSM 1359 / FGSC 10004 / NBRC 33097 / NRRL 1555)	763407	fungi	Fungi	Mucoromycota	Mucoromycetes	Mucorales	1	A0A162V9Q6	16155	2551	0	0	0	absent	304	283	0.9309	0.2544	238	218	0.916	0.3394	-0.085	True	
UP000078561	Absidia glauca (Pin mould)	4829	fungi	Fungi	Mucoromycota	Mucoromycetes	Mucorales	1	A0A168RJ50	14825	2540	0	0	0	absent	304	286	0.9408	0.2692	238	217	0.9118	0.3594	-0.0902	True	
UP000093000	Choanephora cucurbitarum	101091	fungi	Fungi	Mucoromycota	Mucoromycetes	Mucorales	1	A0A1C7NSC1	11924	2547	0	0	0	absent	304	273	0.898	0.2601	238	211	0.8866	0.3839	-0.1238	True	
UP000193498	Basidiobolus meristosporus CBS 931.73	1314790	fungi	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	2	A0A1Y1XHY3	15513	2495	2	2	2	present	304	278	0.9145	0.2302	238	228	0.958	0.3816	-0.1514	True	
UP000193560	Absidia repens	90262	fungi	Fungi	Mucoromycota	Mucoromycetes	Mucorales	1	A0A1X2IXV9	14767	2651	0	0	0	absent	304	263	0.8651	0.2928	238	220	0.9244	0.3545	-0.0617	True	
UP000193642	Rhizoclosmatium globosum	329046	fungi	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	1	A0A1Y2B255	16725	3246	0	1	0	absent	304	263	0.8651	0.3232	238	210	0.8824	0.3667	-0.0435	True	
UP000242146	Hesseltinella vesiculosa	101127	fungi	Fungi	Mucoromycota	Mucoromycetes	Mucorales	1	A0A1X2G6S3	11058	2642	0	0	0	absent	304	281	0.9243	0.2776	238	218	0.916	0.3761	-0.0985	True	
UP000253551	Rhizopus stolonifer (Rhizopus nigricans)	4846	fungi	Fungi	Mucoromycota	Mucoromycetes	Mucorales	1	A0A367KEP6	13951	1501	0	0	0	absent	304	136	0.4474	0.2279	238	5	0.021	0.8		False	core coverage below 0.5
UP000267251	Piptocephalis cylindrospora	1907219	fungi	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	1	A0A4P9Y2S6	4271	1019	0	0	0	absent	304	0	0.0		238	230	0.9664	0.3522		False	core coverage below 0.5
UP000269721	Blyttiomyces helicus	388810	fungi	Fungi	Chytridiomycota	Chytridiomycetes		1	A0A4P9W363	12137	756	0	0	1	absent	304	0	0.0		238	166	0.6975	0.3072		False	core coverage below 0.5
UP000274822	Jimgerdemannia flammicorona	994334	fungi	Fungi	Mucoromycota	Endogonomycetes	Endogonales	1	A0A433QY11	13695	2599	0	0	0	absent	304	286	0.9408	0.2273	238	207	0.8697	0.3865	-0.1592	True	
UP000320333	Chytriomyces confervae	246404	fungi	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	1	A0A507FK04	10661	3329	1	1	1	present	304	265	0.8717	0.3019	238	204	0.8571	0.4069	-0.105	True	
UP000605846	Apophysomyces ossiformis	679940	fungi	Fungi	Mucoromycota	Mucoromycetes	Mucorales	1	A0A8H7BU48	9501	2391	0	0	0	absent	304	277	0.9112	0.2816	238	166	0.6975	0.4277	-0.1461	True	
UP000646827	Circinella minor	1195481	fungi	Fungi	Mucoromycota	Mucoromycetes	Mucorales	1	A0A8H7S8H6	14115	207	0	0	0	absent	304	14	0.0461	0.5714	238	0	0.0			False	core coverage below 0.5
UP000650833	Mucor plumbeus	97098	fungi	Fungi	Mucoromycota	Mucoromycetes	Mucorales	1	A0A8H7VCW8	11657	2604	0	0	0	absent	304	282	0.9276	0.2872	238	196	0.8235	0.3929	-0.1057	True	
UP001209540	Phascolomyces articulosus	60185	fungi	Fungi	Mucoromycota	Mucoromycetes	Mucorales	2	A0AAD5K078	14436	2588	0	0	0	absent	304	283	0.9309	0.2615	238	211	0.8866	0.3744	-0.1129	True	
UP001211065	Clydaea vesicula	447962	fungi	Fungi	Chytridiomycota	Chytridiomycetes	Lobulomycetales	3	A0AAD5U9K5	8639	2759	2	2	2	present	304	287	0.9441	0.2787	238	214	0.8992	0.3972	-0.1185	True	
UP001211907	Physocladia obscura	109957	fungi	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	1	A0AAD5SYU5	12780	2858	0	1	1	absent	304	288	0.9474	0.2465	238	10	0.042	0.5		False	pore coverage below 0.5
UP001234581	Lichtheimia ornata	688661	fungi	Fungi	Mucoromycota	Mucoromycetes	Mucorales	1	A0AAD7UQL8	12926	2610	0	0	0	absent	304	274	0.9013	0.281	238	227	0.9538	0.3612	-0.0802	True	
UP001304243	Mucor velutinosus	708070	fungi	Fungi	Mucoromycota	Mucoromycetes	Mucorales	1	A0AAN7D8C4	12849	2613	0	0	0	absent	304	284	0.9342	0.2817	238	212	0.8908	0.3726	-0.0909	True	
UP001448207	Phycomyces blakesleeanus	4837	fungi	Fungi	Mucoromycota	Mucoromycetes	Mucorales	1	A0ABR3B852	12409	2551	0	0	0	absent	304	283	0.9309	0.2544	238	218	0.916	0.3394	-0.085	True	
UP001479436	Basidiobolus ranarum	34480	fungi	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	3	A0ABR2W6A1	19542	2502	2	2	2	present	304	272	0.8947	0.2537	238	228	0.958	0.3991	-0.1454	True	
UP001527925	Polyrhizophydium stewartii	2732419	fungi	Fungi	Chytridiomycota	Chytridiomycetes	Rhizophydiales	2	A0ABR4NID5	9229	4446	1	1	1	present	304	271	0.8914	0.2989	238	188	0.7899	0.4787	-0.1798	True	
UP001165960	Entomophthora muscae	34485	fungi	Fungi	Entomophthoromycota	Entomophthoromycetes	Entomophthorales	1	A0ACC2TPX2	42657	2567	4	6	4	present	304	281	0.9243	0.2313	238	220	0.9244	0.3545	-0.1232	True	
UP000001058	Volvox carteri f. nagariensis	3068	viridiplantae	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	1	D8UKJ4	14335	3167	1	1	1	present	304	277	0.9112	0.2888	238	211	0.8866	0.3175	-0.0287	True	
UP000006906	Chlamydomonas reinhardtii (Chlamydomonas smithii)	3055	viridiplantae	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	1	A0A2K3CTW4	18840	3210	1	1	1	present	304	272	0.8947	0.2574	238	206	0.8655	0.3107	-0.0533	True	
UP000075714	Gonium pectorale (Green alga)	33097	viridiplantae	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	3	A0A150GRF6	16291	2580	3	3	3	present	304	289	0.9507	0.2561	238	14	0.0588	0.3571		False	pore coverage below 0.5
UP000236333	Tetrabaena socialis	47790	viridiplantae	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	1	A0A2J8AAQ9	14193	2680	0	1	0	absent	304	294	0.9671	0.2483	238	126	0.5294	0.2857	-0.0374	True	
UP000612055	Edaphochlamys debaryana	47281	viridiplantae	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	1	A0A835Y1X9	20289	3268	1	1	1	present	304	278	0.9145	0.2878	238	188	0.7899	0.2979	-0.0101	True	
UP000613740	Chlamydomonas schloesseri	2026947	viridiplantae	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	1	A0A836B9Y3	16113	3219	1	1	1	present	304	265	0.8717	0.2868	238	209	0.8782	0.3014	-0.0146	True	
UP000650467	Chlamydomonas incerta	51695	viridiplantae	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	1	A0A835TB45	16857	3182	1	1	1	present	304	269	0.8849	0.3011	238	209	0.8782	0.3062	-0.0051	True	
UP000660262	Pycnococcus provasolii	41880	viridiplantae	Viridiplantae	Chlorophyta	Pseudoscourfieldiophyceae	Pseudoscourfieldiales	2	A0A830HJY1	11381	1662	0	0	0	absent	304	0	0.0		238	222	0.9328	0.2838		False	core coverage below 0.5
UP000708148	Ostreobium quekettii	121088	viridiplantae	Viridiplantae	Chlorophyta	Ulvophyceae	Bryopsidales	1	A0A8S1J4S2	10809	2446	0	0	0	absent	304	268	0.8816	0.2201	238	203	0.8529	0.2315	-0.0114	True	
UP000747110	Volvox reticuliferus	1737510	viridiplantae	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	1	A0A8J4D1Q5	19030	358	1	1	1	present	304	16	0.0526	0.625	238	156	0.6555	0.2821		False	core coverage below 0.5
UP000747399	Volvox africanus	51714	viridiplantae	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	2	A0A8J4BL52	18297	1944	1	1	1	present	304	285	0.9375	0.2702	238	15	0.063	0.6		False	pore coverage below 0.5
UP001054857	Astrephomene gubernaculifera	47775	viridiplantae	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	1	A0AAD3HMG2	13703	2540	1	1	1	present	304	0	0.0		238	217	0.9118	0.2673		False	core coverage below 0.5
