group	upid	organism	taxid	protein_count	n_plc_x_only_domain	n_plc_y_only_domain	n_pi_plc	plc_status
vertebrata	UP000521322	Dasyornis broadbenti (rufous bristle-bird)	243059	14364	13	11	11	present
vertebrata	UP000521525	Agelaius phoeniceus (Red-winged blackbird) (Oriolus phoeniceus)	39638	14089	13	14	13	present
vertebrata	UP000521578	Menura novaehollandiae (superb lyrebird)	47692	14416	15	14	14	present
vertebrata	UP000522270	Pterocles burchelli	2585816	13839	15	14	14	present
vertebrata	UP000522331	Leucopsar rothschildi (Bali myna) (Rothschild's mynah)	127929	13433	12	13	12	present
vertebrata	UP000522663	Odontophorus gujanensis (marbled wood quail)	886794	13809	13	13	13	present
vertebrata	UP000523146	Toxostoma redivivum (California thrasher)	99882	14127	13	12	12	present
vertebrata	UP000523279	Dicaeum eximium	667154	13622	14	13	13	present
vertebrata	UP000524007	Leiothrix lutea (Red-billed leiothrix) (Sylvia lutea)	36275	13253	12	11	10	present
vertebrata	UP000524187	Casuarius casuarius (Southern cassowary) (Struthio casuarius)	8787	13719	15	15	15	present
vertebrata	UP000524451	Cettia cetti	68486	14828	15	12	12	present
vertebrata	UP000524542	Urocynchramus pylzowi	571890	13671	15	13	13	present
vertebrata	UP000524558	Chroicocephalus maculipennis (Brown-hooded gull) (Larus maculipennis)	287016	13922	14	13	13	present
vertebrata	UP000525089	Pachyramphus minor	369605	13717	13	12	12	present
vertebrata	UP000525158	Smutsornis africanus (Double-banded courser) (Rhinoptilus africanus)	240209	13665	13	11	11	present
vertebrata	UP000525205	Cochlearius cochlearius (Boat-billed heron)	110676	14058	15	14	14	present
vertebrata	UP000525319	Drymodes brunneopygia	626378	13533	14	13	13	present
vertebrata	UP000525416	Rynchops niger (Black skimmer)	227184	14305	15	14	14	present
vertebrata	UP000525565	Asarcornis scutulata	75869	14696	11	10	10	present
vertebrata	UP000525714	Mionectes macconnelli (McConnell's flycatcher)	254557	14138	13	12	12	present
vertebrata	UP000526602	Orthonyx spaldingii (Chowchilla)	38397	14263	15	13	13	present
vertebrata	UP000526889	Edolisoma coerulescens	2585810	13645	13	12	12	present
vertebrata	UP000526942	Corythaixoides concolor (Grey go-away-bird)	103956	14210	13	12	12	present
vertebrata	UP000527178	Hippolais icterina (icterine warbler)	68497	13629	13	12	11	present
vertebrata	UP000527232	Oceanodroma tethys (Wedge-rumped storm-petrel) (Hydrobates tethys)	79633	13990	13	13	13	present
vertebrata	UP000527355	Myotis myotis (Greater mouse-eared bat) (Vespertilio myotis)	51298	45799	15	15	15	present
vertebrata	UP000528411	Balaeniceps rex (Shoebill)	33584	12216	7	6	6	present
vertebrata	UP000528690	Anhinga rufa (African darter)	317792	10475	6	5	5	present
vertebrata	UP000529728	Regulus satrapa (Golden-crowned kinglet)	13245	12984	12	10	10	present
vertebrata	UP000529852	Furnarius figulus	463165	13848	13	12	12	present
vertebrata	UP000529965	Erithacus rubecula (European robin)	37610	13660	12	12	12	present
vertebrata	UP000530263	Columbina picui (Picui ground-dove)	115618	12280	12	12	12	present
vertebrata	UP000530962	Irena cyanogastra (Philippine fairy-bluebird)	175120	14199	14	12	12	present
vertebrata	UP000531151	Geococcyx californianus (Greater roadrunner) (Saurothera californiana)	8947	13463	15	15	14	present
vertebrata	UP000531168	Amazona guildingii	175529	14181	13	13	13	present
vertebrata	UP000531559	Nothocercus julius	2585813	13353	12	11	11	present
vertebrata	UP000531938	Nothoprocta ornata	83376	13721	15	14	14	present
vertebrata	UP000532252	Motacilla alba (White wagtail) (Pied wagtail)	45807	13502	12	10	10	present
vertebrata	UP000532437	Erythrocercus mccallii	107208	14010	12	11	11	present
vertebrata	UP000532545	Bombycilla garrulus (Bohemian waxwing) (Lanius garrulus)	125297	13775	14	13	13	present
vertebrata	UP000532908	Stercorarius parasiticus (Parasitic jaeger) (Arctic skua)	54059	13851	11	10	10	present
vertebrata	UP000533896	Lophotis ruficrista	172689	13899	13	12	12	present
vertebrata	UP000533954	Eudromia elegans (Elegant crested-tinamou)	8805	13636	15	14	14	present
vertebrata	UP000534107	Bucco capensis (collared puffbird)	135168	14383	14	13	13	present
vertebrata	UP000534407	Oriolus oriolus (Eurasian golden oriole) (Coracias oriolus)	181099	13920	14	14	13	present
vertebrata	UP000534426	Crypturellus undulatus	48396	14020	13	12	12	present
vertebrata	UP000534626	Falcunculus frontatus (Eastern shriketit)	254539	14436	12	11	10	present
vertebrata	UP000534634	Illadopsis cleaveri (blackcap illadopsis)	201329	13397	14	14	13	present
vertebrata	UP000534930	Myiagra hebetior	381031	13880	12	12	11	present
vertebrata	UP000535403	Calonectris borealis (Cory's shearwater)	1323832	14417	13	12	12	present
vertebrata	UP000535478	Uria aalge (Common mure) (Colymbus aalge)	13746	14163	12	12	12	present
vertebrata	UP000535705	Pycnonotus jocosus (Red-whiskered bulbul) (Lanius jocosus)	182897	13881	14	13	13	present
vertebrata	UP000536033	Alca torda (Razorbill)	28689	13958	13	12	12	present
vertebrata	UP000536092	Certhia brachydactyla (short-toed tree-creeper)	73330	13859	13	13	12	present
vertebrata	UP000536260	Syrrhaptes paradoxus (Pallas's sandgrouse)	302527	13505	11	10	10	present
vertebrata	UP000536381	Semnornis frantzii	91796	10801	6	5	4	present
vertebrata	UP000537039	Ciconia maguari	52777	13285	13	13	13	present
vertebrata	UP000537234	Dicrurus megarhynchus	450177	14215	12	12	11	present
vertebrata	UP000537522	Chauna torquata (Southern screamer)	30388	13466	12	11	11	present
vertebrata	UP000537747	Mystacornis crossleyi	98133	10563	4	4	4	present
vertebrata	UP000537779	Tyrannus savana (Fork-tailed flycatcher) (Muscivora tyrannus)	137541	13553	11	10	10	present
vertebrata	UP000538472	Nyctibius bracteatus (Rufous potoo)	48426	13937	15	14	14	present
vertebrata	UP000538515	Sylvia borin (Garden warbler) (Motacilla borin)	73324	13496	14	14	13	present
vertebrata	UP000538725	Melanocharis versteri (Fan-tailed berrypecker)	254552	13955	13	13	12	present
vertebrata	UP000538817	Nothoprocta pentlandii	2585814	13401	14	13	13	present
vertebrata	UP000539032	Scopus umbretta (Hammerkop)	33581	12270	8	7	7	present
vertebrata	UP000539599	Sagittarius serpentarius (Secretary bird)	56258	12811	10	9	9	present
vertebrata	UP000539920	Ploceus nigricollis	441696	13506	12	12	12	present
vertebrata	UP000540071	Poecile atricapillus (Black-capped chickadee) (Parus atricapillus)	48891	14163	12	11	11	present
vertebrata	UP000540089	Rissa tridactyla (Black-legged kittiwake) (Larus tridactyla)	75485	14770	13	12	12	present
vertebrata	UP000540150	Eulacestoma nigropectus (wattled ploughbill)	461239	14287	14	14	13	present
vertebrata	UP000540762	Brachypodius melanocephalos (black-headed bulbul)	3235156	12859	15	14	13	present
vertebrata	UP000540952	Tachuris rubrigastra	495162	14316	14	12	12	present
vertebrata	UP000541181	Chunga burmeisteri (Black-legged seriema)	1352770	14396	13	12	12	present
vertebrata	UP000541249	Eurystomus gularis	325343	13936	15	14	14	present
vertebrata	UP000541332	Pampusana beccarii (Western bronze ground-dove)	2953425	14573	14	12	12	present
vertebrata	UP000541605	Chaetorhynchus papuensis (pygmy drongo)	254446	14303	13	11	11	present
vertebrata	UP000541811	Arenaria interpres (Ruddy turnstone) (Tringa interpres)	54971	13845	15	14	14	present
vertebrata	UP000542358	Oreocharis arfaki (tit berrypecker)	979223	13980	14	13	11	present
vertebrata	UP000542434	Ciccaba nigrolineata	1118524	13820	14	13	13	present
vertebrata	UP000542689	Ifrita kowaldi (blue-capped ifrita)	461245	14004	12	10	10	present
vertebrata	UP000543364	Cephalopterus ornatus (Amazonian umbrellabird)	114276	13893	14	13	12	present
vertebrata	UP000544127	Upupa epops (Eurasian hoopoe)	57439	13728	15	14	13	present
vertebrata	UP000545329	Erpornis zantholeuca	1112836	13291	13	11	10	present
vertebrata	UP000545332	Crypturellus soui	458187	14071	15	14	14	present
vertebrata	UP000545435	Rostratula benghalensis (greater painted-snipe)	118793	14195	15	14	14	present
vertebrata	UP000545574	Panurus biarmicus (Bearded tit)	181101	12783	12	8	7	present
vertebrata	UP000546235	Caloenas nicobarica (Nicobar pigeon)	187106	14055	14	13	13	present
vertebrata	UP000546986	Cisticola juncidis	52622	13372	13	12	12	present
vertebrata	UP000547499	Lanius ludovicianus (Loggerhead shrike)	28713	13675	10	10	9	present
vertebrata	UP000547721	Ptilorrhoa leucosticta	449384	13491	14	13	12	present
vertebrata	UP000548317	Struthidea cinerea	181839	14122	12	12	11	present
vertebrata	UP000549091	Nesospiza acunhae	381881	14047	13	12	12	present
vertebrata	UP000549157	Zosterops hypoxanthus	2485327	13698	13	13	12	present
vertebrata	UP000549499	Crotophaga sulcirostris (Groove-billed ani)	33598	13847	14	13	13	present
vertebrata	UP000549775	Acrocephalus arundinaceus (Great reed-warbler)	39621	13628	11	10	9	present
vertebrata	UP000550059	Setophaga kirtlandii (Kirtland's warbler) (Dendroica kirtlandii)	298831	13871	16	14	14	present
vertebrata	UP000550086	Jacana jacana (Wattled jacana) (Parra jacana)	54508	13209	9	9	9	present
vertebrata	UP000550309	Onychorhynchus coronatus (Royal flycatcher)	360224	14340	15	14	14	present
vertebrata	UP000550660	Trogon melanurus (Black-tailed trogon)	56311	14123	15	13	13	present
vertebrata	UP000550707	Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus)	27622	53557	15	15	15	present
vertebrata	UP000551127	Bucorvus abyssinicus (Northern ground-hornbill) (Abyssinian ground-hornbill)	153643	14386	14	13	13	present
vertebrata	UP000551443	Xiphorhynchus elegans (elegant woodcreeper)	269412	13517	11	10	10	present
vertebrata	UP000551758	Diceros bicornis minor (South-central black rhinoceros)	77932	19602	13	14	13	present
vertebrata	UP000551823	Nyctiprogne leucopyga	382315	13366	14	13	13	present
vertebrata	UP000552319	Quiscalus mexicanus (Great-tailed grackle) (Cassidix mexicanus)	64278	13590	11	10	10	present
vertebrata	UP000553648	Serilophus lunatus (silver-breasted broadbill)	239386	14091	12	12	12	present
vertebrata	UP000553798	Prunella fulvescens (Brown accentor)	670355	13347	12	12	11	present
vertebrata	UP000553862	Molothrus ater (Brown-headed cowbird)	84834	15960	13	11	11	present
vertebrata	UP000554720	Anthoscopus minutus (Southern penduline-tit)	156561	13552	12	10	10	present
vertebrata	UP000555275	Podilymbus podiceps (Pied-billed grebe)	9252	14192	15	14	14	present
vertebrata	UP000555367	Pelecanoides urinatrix (Common diving petrel) (Procellaria urinatrix)	37079	14741	15	14	14	present
vertebrata	UP000555649	Herpetotheres cachinnans (Laughing falcon) (Falco cachinnans)	56343	14321	16	15	15	present
vertebrata	UP000556165	Phaetusa simplex (large-billed tern)	297813	13248	13	12	12	present
vertebrata	UP000556200	Neopipo cinnamomea	456388	13978	11	10	10	present
vertebrata	UP000556761	Thalassarche chlororhynchos (Atlantic yellow-nosed albatross) (Diomedea chlororhynchos)	54017	11811	7	6	6	present
vertebrata	UP000557196	Aleadryas rufinucha (rufous-naped whistler)	461220	13884	16	14	13	present
vertebrata	UP000557230	Indicator maculatus (spotted honeyguide)	545262	13941	14	14	13	present
vertebrata	UP000557268	Hylia prasina (green hylia)	208073	13444	14	14	13	present
vertebrata	UP000557271	Chionis minor (Black-faced sheathbill)	227182	14280	13	11	11	present
vertebrata	UP000557315	Daphoenositta chrysoptera (varied sittella)	254528	13857	14	12	12	present
vertebrata	UP000557426	Zapornia atra (Henderson crake)	2585822	13329	14	11	11	present
vertebrata	UP000558164	Leptocoma aspasia	2585812	13699	15	14	13	present
vertebrata	UP000558460	Horornis vulcanius	2585811	9840	6	4	4	present
vertebrata	UP000558488	Pipistrellus kuhlii (Kuhl's pipistrelle)	59472	39728	15	15	15	present
vertebrata	UP000558509	Thryothorus ludovicianus (Carolina wren) (Sylvia ludoviciana)	74200	13660	14	13	13	present
vertebrata	UP000558958	Sakesphorus luctuosus	419690	14098	13	12	12	present
vertebrata	UP000559068	Aegotheles bennettii	48278	13683	14	13	13	present
vertebrata	UP000560066	Neodrepanis coruscans (wattled asity)	254563	8830	3	3	3	present
vertebrata	UP000560247	Melospiza melodia (Song sparrow) (Fringilla melodia)	44397	13912	13	12	11	present
vertebrata	UP000560386	Ardeotis kori	89386	13689	13	13	13	present
vertebrata	UP000561178	Rhipidura dahli	667186	14156	14	14	13	present
vertebrata	UP000562238	Circaetus pectoralis (black-chested snake-eagle)	321084	14132	12	11	11	present
vertebrata	UP000562322	Alectura lathami (Australian brush turkey)	81907	13377	11	11	11	present
vertebrata	UP000562415	Probosciger aterrimus (Palm cockatoo)	141839	13967	11	11	11	present
vertebrata	UP000563060	Fregetta grallaria (White-bellied storm-petrel) (Procellaria grallaria)	79628	13503	12	11	11	present
vertebrata	UP000563107	Chaetops frenatus (Rufous rock-jumper)	221966	13217	13	12	12	present
vertebrata	UP000564407	Malurus elegans (Red-winged fairywren)	720584	14016	14	14	13	present
vertebrata	UP000564466	Oxyruncus cristatus (sharpbill)	114331	14018	13	13	13	present
vertebrata	UP000564784	Loxia curvirostra (Red crossbill)	64802	14544	13	11	11	present
vertebrata	UP000564948	Rhagologus leucostigma	156170	14205	15	13	13	present
vertebrata	UP000565207	Pedionomus torquatus (Plains-wanderer)	227192	13302	14	14	14	present
vertebrata	UP000565698	Thinocorus orbignyianus	161742	14037	14	13	13	present
vertebrata	UP000565754	Oenanthe oenanthe (Northern wheatear)	279966	13538	13	12	12	present
vertebrata	UP000565785	Rhinopomastus cyanomelas (Common scimitarbill)	113115	14764	17	15	15	present
vertebrata	UP000566314	Buphagus erythrorhynchus (red-billed oxpecker)	245048	11060	5	2	2	present
vertebrata	UP000566440	Galbula dea	1109041	14637	14	13	13	present
vertebrata	UP000566454	Prunella himalayana	670356	13876	11	11	10	present
vertebrata	UP000567570	Aramus guarauna (Limpkin) (Scolopax guarauna)	54356	14274	16	15	15	present
vertebrata	UP000567624	Smithornis capensis	363769	13835	15	14	14	present
vertebrata	UP000567822	Sylvietta virens (Green crombec)	208069	13764	15	13	13	present
vertebrata	UP000567826	Nyctibius grandis (Great potoo)	48427	14050	15	14	13	present
vertebrata	UP000567872	Anseranas semipalmata (Magpie goose) (Anas semipalmata)	8851	14206	15	14	14	present
vertebrata	UP000568556	Chordeiles acutipennis (Lesser nighthawk) (Caprimulgus acutipennis)	118183	14023	14	14	14	present
vertebrata	UP000569728	Oceanites oceanicus (Wilson's storm petrel) (Procellaria oceanica)	79653	14204	13	12	12	present
vertebrata	UP000570016	Rhynochetos jubatus (kagu)	54386	13676	15	14	14	present
vertebrata	UP000570288	Oxylabes madagascariensis (white-throated Oxylabes)	98144	8969	3	2	2	present
vertebrata	UP000570547	Pachycephala philippinensis (yellow-belllied whistler)	449367	13318	13	12	12	present
vertebrata	UP000570592	Pardalotus punctatus (spotted pardalote)	254575	13660	13	12	11	present
vertebrata	UP000571324	Origma solitaria	720586	14437	11	9	9	present
vertebrata	UP000571567	Himantopus himantopus (Black-winged stilt) (Charadrius himantopus)	225398	14268	15	14	14	present
vertebrata	UP000571582	Alaudala cheleensis (Asian short-toed lark)	670337	14234	12	12	11	present
vertebrata	UP000572057	Helopsaltes ochotensis (Middendorff's grasshopper-warbler)	3150915	13910	15	16	14	present
vertebrata	UP000572325	Sterrhoptilus dennistouni	2585820	13232	13	12	12	present
vertebrata	UP000572837	Pomatorhinus ruficollis (streak-breasted scimitar babbler)	932028	12947	11	11	10	present
vertebrata	UP000573697	Polioptila caerulea (Blue-grey gnatcatcher)	66707	13534	14	13	13	present
vertebrata	UP000573793	Loxia leucoptera (White-winged crossbill)	96539	13967	15	14	14	present
vertebrata	UP000573818	Sylvia atricapilla (blackcap)	48155	13252	13	11	11	present
vertebrata	UP000574191	Hypocryptadius cinnamomeus	589841	12372	8	8	8	present
vertebrata	UP000574210	Rhodinocichla rosea	58203	14100	15	13	13	present
vertebrata	UP000574277	Mesembrinibis cayennensis	1118748	13857	14	13	13	present
vertebrata	UP000574528	Psilopogon haemacephalus (coppersmith barbet)	2585815	13526	11	10	10	present
vertebrata	UP000574691	Burhinus bistriatus	240201	13960	14	13	13	present
vertebrata	UP000574967	Machaerirhynchus nigripectus	1160894	13938	11	12	11	present
vertebrata	UP000575029	Grantiella picta	266360	14054	13	11	11	present
vertebrata	UP000575874	Aphelocoma coerulescens (Florida scrub-jay) (Corvus coerulescens)	39617	14551	14	13	12	present
vertebrata	UP000576729	Callaeas wilsoni (North Island kokako)	1347786	14554	12	9	8	present
vertebrata	UP000578259	Pheucticus melanocephalus (Black-headed grosbeak) (Guiraca melanocephala)	371919	12775	11	10	10	present
vertebrata	UP000578343	Baryphthengus martii (Rufous motmot)	176943	13377	14	13	13	present
vertebrata	UP000578766	Cepphus grylle (Black guillemot) (Alca grylle)	28697	14757	13	12	12	present
vertebrata	UP000579406	Chloroceryle aenea (American pygmy kingfisher)	176938	12192	12	11	11	present
vertebrata	UP000579558	Notiomystis cincta	366454	13629	15	14	14	present
vertebrata	UP000579685	Phainopepla nitens (Phainopepla)	161653	13527	13	12	12	present
vertebrata	UP000579812	Onychostoma macrolepis	369639	24720	22	21	20	present
vertebrata	UP000579904	Oreotrochilus melanogaster	689266	12132	10	10	10	present
vertebrata	UP000579941	Gymnorhina tibicen (Australian magpie) (Cracticus tibicen)	9132	14291	15	14	13	present
vertebrata	UP000580171	Pandion haliaetus (Osprey) (Falco haliaetus)	56262	12585	9	8	8	present
vertebrata	UP000580681	Emberiza fucata	337179	13193	14	14	13	present
vertebrata	UP000580691	Sinosuthora webbiana	337173	14232	15	14	14	present
vertebrata	UP000580825	Scytalopus superciliaris	312124	13826	14	14	13	present
vertebrata	UP000580879	Climacteris rufus (rufous treecreeper)	47695	14074	13	12	12	present
