accession	organism	vclass	cell	bait	clade	family	class	contig_a	start_a	end_a	strand_a	cov_a	contig_b	start_b	end_b	strand_b	cov_b	q_overlap_frac	genomic_gap_bp	same_contig	same_strand	within_one_locus
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	JAAKFY010000008.1	28825736	28999030	+	1	JAAKFY010000015.1	14893862	15017626	+	1	1	-1	0	1	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	JAAKFY010000008.1	28825736	28999030	+	1	JAAKFY010000020.1	12009470	12064928	-	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	JAAKFY010000013.1	8762014	8874375	-	0.9992	JAAKFY010000015.1	14893862	15017626	+	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	JAAKFY010000013.1	8762014	8874375	-	0.9992	JAAKFY010000020.1	12009470	12064928	-	1	1	-1	0	1	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	JAAKFY010000015.1	14893862	15017626	+	1	JAAKFY010000020.1	12009470	12064928	-	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	JAAKFY010000008.1	28825736	28999030	+	1	JAAKFY010000013.1	8762014	8855216	-	0.993	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	JAAKFY010000008.1	28825736	28999030	+	1	JAAKFY010000015.1	14893862	15017626	+	1	1	-1	0	1	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	JAAKFY010000008.1	28825736	28999030	+	1	JAAKFY010000019.1	13853216	13935566	+	1	1	-1	0	1	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	JAAKFY010000008.1	28825736	28999030	+	1	JAAKFY010000020.1	12009470	12064928	-	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	JAAKFY010000013.1	8762014	8855216	-	0.993	JAAKFY010000015.1	14893862	15017626	+	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	JAAKFY010000013.1	8762014	8855216	-	0.993	JAAKFY010000019.1	13853216	13935566	+	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	JAAKFY010000013.1	8762014	8855216	-	0.993	JAAKFY010000020.1	12009470	12064928	-	1	1	-1	0	1	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	JAAKFY010000015.1	14893862	15017626	+	1	JAAKFY010000019.1	13853216	13935566	+	1	1	-1	0	1	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	JAAKFY010000015.1	14893862	15017626	+	1	JAAKFY010000020.1	12009470	12064928	-	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	JAAKFY010000019.1	13853216	13935566	+	1	JAAKFY010000020.1	12009470	12064928	-	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	JAAKFY010000008.1	28825736	28999030	+	1	JAAKFY010000011.1	18743167	18859665	-	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	JAAKFY010000008.1	28825736	28999030	+	1	JAAKFY010000013.1	8762014	8874387	-	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	JAAKFY010000008.1	28825736	28999030	+	1	JAAKFY010000015.1	14893862	15017626	+	1	1	-1	0	1	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	JAAKFY010000008.1	28825736	28999030	+	1	JAAKFY010000019.1	13853216	13935566	+	1	1	-1	0	1	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	JAAKFY010000008.1	28825736	28999030	+	1	JAAKFY010000020.1	12009470	12064928	-	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	JAAKFY010000011.1	18743167	18859665	-	1	JAAKFY010000013.1	8762014	8874387	-	1	1	-1	0	1	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	JAAKFY010000011.1	18743167	18859665	-	1	JAAKFY010000015.1	14893862	15017626	+	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	JAAKFY010000011.1	18743167	18859665	-	1	JAAKFY010000019.1	13853216	13935566	+	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	JAAKFY010000011.1	18743167	18859665	-	1	JAAKFY010000020.1	12009470	12064928	-	1	1	-1	0	1	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	JAAKFY010000013.1	8762014	8874387	-	1	JAAKFY010000015.1	14893862	15017626	+	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	JAAKFY010000013.1	8762014	8874387	-	1	JAAKFY010000019.1	13853216	13935566	+	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	JAAKFY010000013.1	8762014	8874387	-	1	JAAKFY010000020.1	12009470	12064928	-	1	1	-1	0	1	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	JAAKFY010000015.1	14893862	15017626	+	1	JAAKFY010000019.1	13853216	13935566	+	1	1	-1	0	1	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	JAAKFY010000015.1	14893862	15017626	+	1	JAAKFY010000020.1	12009470	12064928	-	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	JAAKFY010000019.1	13853216	13935566	+	1	JAAKFY010000020.1	12009470	12064928	-	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	JAAKFY010000008.1	28872741	28999030	+	1	JAAKFY010000013.1	8762014	8855213	-	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	JAAKFY010000008.1	28872741	28999030	+	1	JAAKFY010000015.1	14914905	15017626	+	1	1	-1	0	1	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	JAAKFY010000008.1	28872741	28999030	+	1	JAAKFY010000020.1	12009470	12060664	-	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	JAAKFY010000013.1	8762014	8855213	-	1	JAAKFY010000015.1	14914905	15017626	+	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	JAAKFY010000013.1	8762014	8855213	-	1	JAAKFY010000020.1	12009470	12060664	-	1	1	-1	0	1	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	JAAKFY010000015.1	14914905	15017626	+	1	JAAKFY010000020.1	12009470	12060664	-	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	JAAKFY010000008.1	28825736	28999030	+	1	JAAKFY010000013.1	8762014	8874393	-	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	JAAKFY010000008.1	28825736	28999030	+	1	JAAKFY010000015.1	14893862	15017626	+	1	1	-1	0	1	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	JAAKFY010000008.1	28825736	28999030	+	1	JAAKFY010000019.1	13853216	13935566	+	1	1	-1	0	1	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	JAAKFY010000008.1	28825736	28999030	+	1	JAAKFY010000020.1	12009470	12064928	-	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	JAAKFY010000013.1	8762014	8874393	-	1	JAAKFY010000015.1	14893862	15017626	+	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	JAAKFY010000013.1	8762014	8874393	-	1	JAAKFY010000019.1	13853216	13935566	+	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	JAAKFY010000013.1	8762014	8874393	-	1	JAAKFY010000020.1	12009470	12064928	-	1	1	-1	0	1	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	JAAKFY010000015.1	14893862	15017626	+	1	JAAKFY010000019.1	13853216	13935566	+	1	1	-1	0	1	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	JAAKFY010000015.1	14893862	15017626	+	1	JAAKFY010000020.1	12009470	12064928	-	1	1	-1	0	0	0
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	JAAKFY010000019.1	13853216	13935566	+	1	JAAKFY010000020.1	12009470	12064928	-	1	1	-1	0	0	0
GCA_013389825.1	Crypturellus undulatus	Aves	RYR	A0A4W3I1N0	RYR	RYR	dispersed	VWPW01021686.1	6388	153055	-	0.9972	VWPW01022533.1	2622	236677	-	0.9428	1	-1	0	1	0
GCA_013389825.1	Crypturellus undulatus	Aves	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	VWPW01021686.1	6388	188083	-	1	VWPW01022533.1	2619	236680	-	0.943	1	-1	0	1	0
GCA_013389825.1	Crypturellus undulatus	Aves	RYR	A0AAJ7XD62	RYR	RYR	dispersed	VWPW01021686.1	6388	188083	-	1	VWPW01022533.1	2613	236680	-	0.9427	1	-1	0	1	0
GCA_013389825.1	Crypturellus undulatus	Aves	RYR	A0AC58GZ77	RYR	RYR	dispersed	VWPW01021686.1	6388	188083	-	1	VWPW01022533.1	2613	236680	-	0.9426	1	-1	0	1	0
GCA_013389825.1	Crypturellus undulatus	Aves	RYR	H3BGR5	RYR	RYR	dispersed	VWPW01021686.1	6388	153055	-	1	VWPW01022533.1	2622	236677	-	0.9457	1	-1	0	1	0
GCA_013389885.1	Geococcyx californianus	Aves	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	VWPV01000077.1	38012	107770	-	0.3536	VWPV01031520.1	759	103791	-	0.5616	0.9144	-1	0	1	0
GCA_013389885.1	Geococcyx californianus	Aves	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	VWPV01000077.1	38012	107773	-	0.3549	VWPV01031520.1	759	103791	-	0.5634	0.9144	-1	0	1	0
GCA_013389885.1	Geococcyx californianus	Aves	RYR	A0AC58GZ77	RYR	RYR	dispersed	VWPV01000077.1	38012	107770	-	0.3562	VWPV01031520.1	759	103791	-	0.5654	0.9145	-1	0	1	0
GCA_013389885.1	Geococcyx californianus	Aves	RYR	Q92736	RYR	RYR	dispersed	VWPV01000077.1	38012	107770	-	0.357	VWPV01031520.1	759	103791	-	0.5655	0.9148	-1	0	1	0
GCA_013390065.1	Chloropsis hardwickii	Aves	RYR	A0A4W3I1N0	RYR	RYR	dispersed	WEIW01000007.1	603461	888470	-	0.9972	WEIW01000336.1	48653	195968	+	0.9972	1	-1	0	0	0
GCA_013390065.1	Chloropsis hardwickii	Aves	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	WEIW01000007.1	603461	986066	-	1	WEIW01000336.1	3014	195968	+	1	1	-1	0	0	0
GCA_013390065.1	Chloropsis hardwickii	Aves	RYR	A0AAJ7XD62	RYR	RYR	dispersed	WEIW01000007.1	603461	986066	-	1	WEIW01000336.1	3014	195968	+	1	1	-1	0	0	0
GCA_013390065.1	Chloropsis hardwickii	Aves	RYR	A0AC58GZ77	RYR	RYR	dispersed	WEIW01000007.1	603461	986063	-	1	WEIW01000336.1	3014	195968	+	1	1	-1	0	0	0
GCA_013390065.1	Chloropsis hardwickii	Aves	RYR	H3BGR5	RYR	RYR	dispersed	WEIW01000007.1	603461	888470	-	1	WEIW01000336.1	48653	195968	+	1	1	-1	0	0	0
GCA_013396355.1	Menura novaehollandiae	Aves	RYR	A0A4W3I1N0	RYR	RYR	dispersed	VWPS01000022.1	4514479	4676220	-	0.9972	VWPS01000054.1	1037814	1329405	+	0.9972	1	-1	0	0	0
GCA_013396355.1	Menura novaehollandiae	Aves	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	VWPS01000022.1	4514479	4727368	-	1	VWPS01000054.1	1037799	1329405	+	0.9976	1	-1	0	0	0
GCA_013396355.1	Menura novaehollandiae	Aves	RYR	A0AAJ7XD62	RYR	RYR	dispersed	VWPS01000022.1	4514479	4727368	-	1	VWPS01000054.1	1037799	1329405	+	0.9977	1	-1	0	0	0
GCA_013396355.1	Menura novaehollandiae	Aves	RYR	A0AC58GZ77	RYR	RYR	dispersed	VWPS01000022.1	4514479	4727368	-	1	VWPS01000054.1	1037799	1329405	+	0.9978	1	-1	0	0	0
GCA_013396355.1	Menura novaehollandiae	Aves	RYR	H3BGR5	RYR	RYR	dispersed	VWPS01000022.1	4514479	4676220	-	1	VWPS01000054.1	1037814	1329405	+	1	1	-1	0	0	0
GCA_013396465.1	Smithornis capensis	Aves	RYR	A0A4W3I1N0	RYR	RYR	dispersed	VWYW01000072.1	911143	1079223	-	0.9972	VWYW01000101.1	1739895	2036936	+	0.9972	1	-1	0	0	0
GCA_013396465.1	Smithornis capensis	Aves	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	VWYW01000072.1	911143	1129658	-	1	VWYW01000101.1	1644478	2036936	+	1	1	-1	0	0	0
GCA_013396465.1	Smithornis capensis	Aves	RYR	A0AAJ7XD62	RYR	RYR	dispersed	VWYW01000072.1	911143	1129658	-	1	VWYW01000101.1	1644478	2036936	+	1	1	-1	0	0	0
GCA_013396465.1	Smithornis capensis	Aves	RYR	A0AC58GZ77	RYR	RYR	dispersed	VWYW01000072.1	911143	1129658	-	1	VWYW01000101.1	1644481	2036936	+	1	1	-1	0	0	0
GCA_013396465.1	Smithornis capensis	Aves	RYR	H3BGR5	RYR	RYR	dispersed	VWYW01000072.1	911143	1079223	-	1	VWYW01000101.1	1739895	2036936	+	1	1	-1	0	0	0
GCA_013396485.1	Ptilorrhoa leucosticta	Aves	RYR	A0A4W3I1N0	RYR	RYR	dispersed	VWYY01000118.1	1297525	1448022	-	0.9972	VWYY01000123.1	608420	912092	+	0.9972	1	-1	0	0	0
GCA_013396485.1	Ptilorrhoa leucosticta	Aves	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	VWYY01000118.1	1297525	1497345	-	1	VWYY01000123.1	510360	912092	+	1	1	-1	0	0	0
GCA_013396485.1	Ptilorrhoa leucosticta	Aves	RYR	A0AAJ7XD62	RYR	RYR	dispersed	VWYY01000118.1	1297525	1497345	-	1	VWYY01000123.1	510360	912092	+	1	1	-1	0	0	0
GCA_013396485.1	Ptilorrhoa leucosticta	Aves	RYR	A0AC58GZ77	RYR	RYR	dispersed	VWYY01000118.1	1297525	1497345	-	1	VWYY01000123.1	510363	912092	+	1	1	-1	0	0	0
GCA_013396485.1	Ptilorrhoa leucosticta	Aves	RYR	H3BGR5	RYR	RYR	dispersed	VWYY01000118.1	1297525	1448022	-	1	VWYY01000123.1	608420	912092	+	1	1	-1	0	0	0
GCA_013396675.1	Eubucco bourcierii	Aves	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	VWZE01005099.1	1658	195174	+	0.7413	VWZE01015450.1	367696	551883	+	0.9962	1	-1	0	1	0
GCA_013396675.1	Eubucco bourcierii	Aves	RYR	A0A4W3I1N0	RYR	RYR	dispersed	VWZE01005099.1	1670	195174	+	0.7356	VWZE01015450.1	367702	551883	+	0.9972	1	-1	0	1	0
GCA_013396675.1	Eubucco bourcierii	Aves	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	VWZE01005099.1	1667	195174	+	0.7379	VWZE01015450.1	306854	551883	+	1	1	-1	0	1	0
GCA_013396675.1	Eubucco bourcierii	Aves	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	VWZE01005099.1	1670	195174	+	0.7363	VWZE01015450.1	306854	551883	+	1	1	-1	0	1	0
GCA_013396675.1	Eubucco bourcierii	Aves	RYR	A0AAJ7XD62	RYR	RYR	dispersed	VWZE01005099.1	1670	195171	+	0.7425	VWZE01015450.1	306854	551883	+	1	1	-1	0	1	0
GCA_013396675.1	Eubucco bourcierii	Aves	RYR	A0AC58GZ77	RYR	RYR	dispersed	VWZE01005099.1	1658	195174	+	0.7384	VWZE01015450.1	306854	551883	+	1	1	-1	0	1	0
GCA_013396675.1	Eubucco bourcierii	Aves	RYR	H3BGR5	RYR	RYR	dispersed	VWZE01005099.1	1667	195174	+	0.7385	VWZE01015450.1	367702	551883	+	1	1	-1	0	1	0
GCA_013396675.1	Eubucco bourcierii	Aves	RYR	Q92736	RYR	RYR	dispersed	VWZE01005099.1	1658	195174	+	0.7401	VWZE01015450.1	306854	551883	+	1	1	-1	0	1	0
GCA_013396835.1	Psilopogon haemacephalus	Aves	RYR	A0A3Q0HBW9	RYR	RYR	dispersed	VWZI01009657.1	345135	514786	+	0.9962	VWZI01019360.1	1284	135498	+	0.6661	1	-1	0	1	0
GCA_013396835.1	Psilopogon haemacephalus	Aves	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	VWZI01009657.1	287938	514786	+	1	VWZI01019360.1	1284	135498	+	0.6679	1	-1	0	1	0
GCA_013396835.1	Psilopogon haemacephalus	Aves	RYR	A0AAJ7XD62	RYR	RYR	dispersed	VWZI01009657.1	287938	514786	+	1	VWZI01019360.1	1284	135498	+	0.6732	1	-1	0	1	0
GCA_013396835.1	Psilopogon haemacephalus	Aves	RYR	A0AC58GZ77	RYR	RYR	dispersed	VWZI01009657.1	287938	514786	+	1	VWZI01019360.1	1284	135498	+	0.671	1	-1	0	1	0
GCA_013396835.1	Psilopogon haemacephalus	Aves	RYR	Q92736	RYR	RYR	dispersed	VWZI01009657.1	287938	514786	+	1	VWZI01019360.1	1284	135498	+	0.6706	1	-1	0	1	0
GCA_013396875.1	Vireo altiloquus	Aves	RYR	A0A4W3I1N0	RYR	RYR	dispersed	VZRF01001132.1	258552	551437	-	0.9972	VZRF01009222.1	594031	749237	-	0.9972	1	-1	0	1	0
GCA_013396875.1	Vireo altiloquus	Aves	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	VZRF01001132.1	258552	551440	-	0.9968	VZRF01009222.1	594031	799678	-	1	1	-1	0	1	0
GCA_013396875.1	Vireo altiloquus	Aves	RYR	A0AAJ7XD62	RYR	RYR	dispersed	VZRF01001132.1	258552	551440	-	0.9969	VZRF01009222.1	594031	799678	-	1	1	-1	0	1	0
GCA_013396875.1	Vireo altiloquus	Aves	RYR	A0AC58GZ77	RYR	RYR	dispersed	VZRF01001132.1	258552	551440	-	0.997	VZRF01009222.1	594031	799678	-	1	1	-1	0	1	0
GCA_013396875.1	Vireo altiloquus	Aves	RYR	H3BGR5	RYR	RYR	dispersed	VZRF01001132.1	258552	551437	-	1	VZRF01009222.1	594031	749237	-	1	1	-1	0	1	0
GCA_013396935.1	Baryphthengus martii	Aves	RYR	A0A4W3I1N0	RYR	RYR	dispersed	VWZK01006851.1	3293	80661	+	0.4273	VWZK01009413.1	756	36703	-	0.3356	1	-1	0	0	0
GCA_013396935.1	Baryphthengus martii	Aves	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	VWZK01006851.1	3293	80661	+	0.4274	VWZK01009413.1	762	36712	-	0.3371	1	-1	0	0	0
GCA_013396935.1	Baryphthengus martii	Aves	RYR	H3BGR5	RYR	RYR	dispersed	VWZK01006851.1	3293	80661	+	0.4277	VWZK01009413.1	762	36712	-	0.3374	1	-1	0	0	0
GCA_013396975.1	Bucco capensis	Aves	RYR	A0A4W3I1N0	RYR	RYR	dispersed	VWZO01001808.1	57	143324	-	0.5317	VWZO01015568.1	1351	83337	-	0.4259	1	-1	0	1	0
GCA_013396975.1	Bucco capensis	Aves	RYR	A0A4W3I1N0	RYR	RYR	dispersed	VWZO01002875.1	881	62605	+	0.4065	VWZO01021750.1	85276	188023	-	0.4657	0.8612	-1	0	0	0
GCA_013396975.1	Bucco capensis	Aves	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	VWZO01001808.1	57	213887	-	0.5329	VWZO01015568.1	1351	83325	-	0.4251	1	-1	0	1	0
GCA_013396975.1	Bucco capensis	Aves	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	VWZO01002875.1	881	62659	+	0.411	VWZO01021750.1	85276	188023	-	0.4673	0.8643	-1	0	0	0
GCA_013396975.1	Bucco capensis	Aves	RYR	A0AAJ7XD62	RYR	RYR	dispersed	VWZO01002875.1	878	62605	+	0.3928	VWZO01021750.1	85276	188023	-	0.4528	0.8611	-1	0	0	0
GCA_013396975.1	Bucco capensis	Aves	RYR	H3BGR5	RYR	RYR	dispersed	VWZO01001808.1	57	143324	-	0.5301	VWZO01015568.1	1351	83337	-	0.4264	1	-1	0	1	0
GCA_013396975.1	Bucco capensis	Aves	RYR	H3BGR5	RYR	RYR	dispersed	VWZO01002875.1	881	62605	+	0.4072	VWZO01021750.1	85276	188023	-	0.4701	0.8627	-1	0	0	0
GCA_013397015.1	Myiagra hebetior	Aves	RYR	A0A4W3I1N0	RYR	RYR	dispersed	VWZQ01001806.1	698736	985178	+	0.9972	VWZQ01008955.1	519611	671917	+	0.9972	1	-1	0	1	0
GCA_013397015.1	Myiagra hebetior	Aves	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	VWZQ01001806.1	698733	985178	+	0.9968	VWZQ01008955.1	470059	671917	+	1	1	-1	0	1	0
GCA_013397015.1	Myiagra hebetior	Aves	RYR	A0AAJ7XD62	RYR	RYR	dispersed	VWZQ01001806.1	698733	985178	+	0.9969	VWZQ01008955.1	470059	671917	+	1	1	-1	0	1	0
GCA_013397015.1	Myiagra hebetior	Aves	RYR	A0AC58GZ77	RYR	RYR	dispersed	VWZQ01001806.1	698733	985178	+	0.997	VWZQ01008955.1	470059	671917	+	1	1	-1	0	1	0
GCA_013397015.1	Myiagra hebetior	Aves	RYR	H3BGR5	RYR	RYR	dispersed	VWZQ01001806.1	698736	985178	+	1	VWZQ01008955.1	519611	671917	+	1	1	-1	0	1	0
GCA_013397245.1	Thryothorus ludovicianus	Aves	RYR	A0A4W3I1N0	RYR	RYR	dispersed	VZTB01006589.1	395	212441	-	0.6782	VZTB01009153.1	168	77995	+	0.5959	0.9539	-1	0	0	0
GCA_013397245.1	Thryothorus ludovicianus	Aves	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	VZTB01006589.1	395	212444	-	0.6746	VZTB01009153.1	168	77995	+	0.5954	0.9527	-1	0	0	0
GCA_013397245.1	Thryothorus ludovicianus	Aves	RYR	A0AAJ7XD62	RYR	RYR	dispersed	VZTB01006589.1	395	212444	-	0.684	VZTB01009153.1	168	77998	+	0.6047	0.9562	-1	0	0	0
GCA_013397245.1	Thryothorus ludovicianus	Aves	RYR	H3BGR5	RYR	RYR	dispersed	VZTB01006589.1	395	212441	-	0.6752	VZTB01009153.1	168	77998	+	0.5963	0.9523	-1	0	0	0
GCA_013397295.1	Polioptila caerulea	Aves	RYR	A0A4W3I1N0	RYR	RYR	dispersed	VYXF01004723.1	45110	324733	-	0.9972	VYXF01009487.1	85514	232507	-	0.9972	1	-1	0	1	0
GCA_013397295.1	Polioptila caerulea	Aves	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	VYXF01004723.1	45110	324736	-	0.9968	VYXF01009487.1	85514	278560	-	1	1	-1	0	1	0
GCA_013397295.1	Polioptila caerulea	Aves	RYR	A0AAJ7XD62	RYR	RYR	dispersed	VYXF01004723.1	45110	324736	-	0.9969	VYXF01009487.1	85514	278560	-	1	1	-1	0	1	0
GCA_013397295.1	Polioptila caerulea	Aves	RYR	A0AC58GZ77	RYR	RYR	dispersed	VYXF01004723.1	45110	324736	-	0.997	VYXF01009487.1	85514	278560	-	1	1	-1	0	1	0
GCA_013397295.1	Polioptila caerulea	Aves	RYR	H3BGR5	RYR	RYR	dispersed	VYXF01004723.1	45110	324733	-	1	VYXF01009487.1	85514	232507	-	1	1	-1	0	1	0
GCA_013397395.1	Sinosuthora webbiana	Aves	RYR	A0A4W3I1N0	RYR	RYR	dispersed	VXBN01012045.1	281508	565484	-	0.9972	VXBN01015030.1	945585	1094514	+	0.9972	1	-1	0	0	0
GCA_013397395.1	Sinosuthora webbiana	Aves	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	VXBN01012045.1	281508	658308	-	1	VXBN01015030.1	901189	1094514	+	1	1	-1	0	0	0
GCA_013397395.1	Sinosuthora webbiana	Aves	RYR	A0AAJ7XD62	RYR	RYR	dispersed	VXBN01012045.1	281508	658308	-	1	VXBN01015030.1	901189	1094514	+	1	1	-1	0	0	0
GCA_013397395.1	Sinosuthora webbiana	Aves	RYR	A0AC58GZ77	RYR	RYR	dispersed	VXBN01012045.1	281508	658305	-	1	VXBN01015030.1	901189	1094514	+	1	1	-1	0	0	0
GCA_013397395.1	Sinosuthora webbiana	Aves	RYR	H3BGR5	RYR	RYR	dispersed	VXBN01012045.1	281508	565484	-	1	VXBN01015030.1	945585	1094514	+	1	1	-1	0	0	0
GCA_013397495.1	Mionectes macconnelli	Aves	RYR	A0A4W3I1N0	RYR	RYR	dispersed	VYZC01000019.1	1653182	1826689	-	0.9972	VYZC01000047.1	483865	775944	-	0.9972	1	-1	0	1	0
GCA_013397495.1	Mionectes macconnelli	Aves	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	VYZC01000019.1	1653182	1869762	-	1	VYZC01000047.1	483865	872792	-	1	1	-1	0	1	0
GCA_013397495.1	Mionectes macconnelli	Aves	RYR	A0AAJ7XD62	RYR	RYR	dispersed	VYZC01000019.1	1653182	1869762	-	1	VYZC01000047.1	483865	872792	-	1	1	-1	0	1	0
GCA_013397495.1	Mionectes macconnelli	Aves	RYR	A0AC58GZ77	RYR	RYR	dispersed	VYZC01000019.1	1653182	1869762	-	1	VYZC01000047.1	483865	872789	-	1	1	-1	0	1	0
