accession	organism	vclass	cell	detector_fires	n_pairs	n_within_locus	n_tandem	n_dispersed	s16_copies	s16_same_contig_copies	truth_duplicated	agreement
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ITPR1	1	28	0	0	28	2	1	1	tp
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	RYR	1	78	0	0	78	6	0	1	tp
GCF_902150065.1	Myripristis murdjan	Actinopteri	ITPR1	1	27	0	0	27	2	1	1	tp
GCF_902150065.1	Myripristis murdjan	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_902150065.1	Myripristis murdjan	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_902150065.1	Myripristis murdjan	Actinopteri	RYR	1	90	0	0	90	6	0	1	tp
GCF_902167405.1	Gadus morhua	Actinopteri	ITPR1	1	28	0	0	28	2	1	1	tp
GCF_902167405.1	Gadus morhua	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_902167405.1	Gadus morhua	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_902167405.1	Gadus morhua	Actinopteri	RYR	1	75	0	0	75	6	0	1	tp
GCF_902362185.1	Chanos chanos	Actinopteri	ITPR1	1	27	0	0	27	2	1	1	tp
GCF_902362185.1	Chanos chanos	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_902362185.1	Chanos chanos	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_902362185.1	Chanos chanos	Actinopteri	RYR	1	48	0	0	48	6	0	1	tp
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	ITPR1	1	27	0	0	27	2	1	1	tp
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	RYR	1	78	0	0	78	6	0	1	tp
GCF_907165065.1	Caprimulgus europaeus	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_907165065.1	Caprimulgus europaeus	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_907165065.1	Caprimulgus europaeus	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_907165065.1	Caprimulgus europaeus	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_933228915.1	Telmatherina bonti	Actinopteri	ITPR1	1	27	0	0	27	2	1	1	tp
GCF_933228915.1	Telmatherina bonti	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_933228915.1	Telmatherina bonti	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_933228915.1	Telmatherina bonti	Actinopteri	RYR	1	57	0	0	57	6	0	1	tp
GCF_947461875.1	Haliaeetus albicilla	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_947461875.1	Haliaeetus albicilla	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_947461875.1	Haliaeetus albicilla	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_947461875.1	Haliaeetus albicilla	Aves	RYR	1	15	0	0	15	3	0	1	tp
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	ITPR1	1	27	0	0	27	2	0	1	tp
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	RYR	1	54	0	0	54	6	1	1	tp
GCF_949606895.1	Notothenia rossii	Actinopteri	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_949606895.1	Notothenia rossii	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_949606895.1	Notothenia rossii	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_949606895.1	Notothenia rossii	Actinopteri	RYR	1	63	0	0	63	6	0	1	tp
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ITPR1	1	28	0	0	28	2	0	1	tp
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_949987555.1	Borostomias antarcticus	Actinopteri	RYR	1	27	0	0	27	6	0	1	tp
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR1	1	27	0	0	27	2	1	1	tp
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_949987685.1	Ammodytes marinus	Actinopteri	RYR	1	66	0	0	66	6	0	1	tp
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	RYR	1	15	0	0	15	3	0	1	tp
GCF_951799975.1	Gobius niger	Actinopteri	ITPR1	1	28	0	0	28	2	1	1	tp
GCF_951799975.1	Gobius niger	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_951799975.1	Gobius niger	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_951799975.1	Gobius niger	Actinopteri	RYR	1	73	0	0	73	5	0	1	tp
GCF_960531495.1	Zeus faber	Actinopteri	ITPR1	1	27	0	0	27	2	1	1	tp
GCF_960531495.1	Zeus faber	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_960531495.1	Zeus faber	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_960531495.1	Zeus faber	Actinopteri	RYR	1	50	0	0	50	6	0	1	tp
GCF_963457635.1	Microchirus variegatus	Actinopteri	ITPR1	1	27	0	0	27	2	0	1	tp
GCF_963457635.1	Microchirus variegatus	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_963457635.1	Microchirus variegatus	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_963457635.1	Microchirus variegatus	Actinopteri	RYR	1	75	0	0	75	6	0	1	tp
GCF_963514005.1	Raja brachyura	Chondrichthyes	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_963514005.1	Raja brachyura	Chondrichthyes	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_963514005.1	Raja brachyura	Chondrichthyes	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_963514005.1	Raja brachyura	Chondrichthyes	RYR	1	10	0	0	10	3	0	1	tp
GCF_963514075.1	Conger conger	Actinopteri	ITPR1	1	28	0	0	28	2	0	1	tp
GCF_963514075.1	Conger conger	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_963514075.1	Conger conger	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_963514075.1	Conger conger	Actinopteri	RYR	1	43	0	0	43	5	0	1	tp
GCF_963514085.1	Chelon labrosus	Actinopteri	ITPR1	1	27	0	0	27	2	1	1	tp
GCF_963514085.1	Chelon labrosus	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_963514085.1	Chelon labrosus	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_963514085.1	Chelon labrosus	Actinopteri	RYR	1	96	0	0	96	6	0	1	tp
GCF_963921795.1	Nannobrachium achirus	Actinopteri	ITPR1	1	28	0	0	28	2	1	1	tp
GCF_963921795.1	Nannobrachium achirus	Actinopteri	ITPR2	1	9	0	9	0	2	1	1	tp
GCF_963921795.1	Nannobrachium achirus	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_963921795.1	Nannobrachium achirus	Actinopteri	RYR	1	48	0	0	48	6	0	1	tp
GCF_963921805.1	Phalacrocorax carbo	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_963921805.1	Phalacrocorax carbo	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_963921805.1	Phalacrocorax carbo	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_963921805.1	Phalacrocorax carbo	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR1	1	17	0	0	17	2	1	1	tp
GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	1	57	0	0	57	5	0	1	tp
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	1	28	0	0	28	2	0	1	tp
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	1	93	0	0	93	6	1	1	tp
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	1	90	0	0	90	3	0	1	tp
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR2	0	0	0	0	0	0	0	0	tn
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR3	0	0	0	0	0	0	0	0	tn
GCF_964187855.1	Myxine glutinosa	Myxini	RYR	1	8	0	0	8	2	0	1	tp
GCF_964195595.1	Calonectris borealis	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_964195595.1	Calonectris borealis	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_964195595.1	Calonectris borealis	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_964195595.1	Calonectris borealis	Aves	RYR	1	13	0	0	13	3	0	1	tp
GCF_964237555.1	Oryctolagus cuniculus	Mammalia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_964237555.1	Oryctolagus cuniculus	Mammalia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_964237555.1	Oryctolagus cuniculus	Mammalia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_964237555.1	Oryctolagus cuniculus	Mammalia	RYR	1	13	0	0	13	3	0	1	tp
GCF_964237585.1	Gallinula chloropus	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_964237585.1	Gallinula chloropus	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_964237585.1	Gallinula chloropus	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_964237585.1	Gallinula chloropus	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_964261635.1	Lissotriton helveticus	Amphibia	RYR	1	22	0	0	22	3	1	1	tp
GCF_964289735.1	Phaethon aethereus	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_964289735.1	Phaethon aethereus	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_964289735.1	Phaethon aethereus	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_964289735.1	Phaethon aethereus	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_964417175.1	Larus argentatus	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_964417175.1	Larus argentatus	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_964417175.1	Larus argentatus	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_964417175.1	Larus argentatus	Aves	RYR	1	5	0	0	5	2	0	1	tp
GCF_964638095.1	Poromitra crassiceps	Actinopteri	ITPR1	1	28	0	0	28	2	0	1	tp
GCF_964638095.1	Poromitra crassiceps	Actinopteri	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_964638095.1	Poromitra crassiceps	Actinopteri	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_964638095.1	Poromitra crassiceps	Actinopteri	RYR	1	63	0	0	63	6	0	1	tp
GCF_965183815.1	Platalea leucorodia	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_965183815.1	Platalea leucorodia	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_965183815.1	Platalea leucorodia	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_965183815.1	Platalea leucorodia	Aves	RYR	1	13	0	0	13	3	0	1	tp
GCF_965601325.1	Salmo salar	Actinopteri	ITPR1	1	168	0	0	168	4	1	1	tp
GCF_965601325.1	Salmo salar	Actinopteri	ITPR2	1	17	0	0	17	2	0	1	tp
GCF_965601325.1	Salmo salar	Actinopteri	ITPR3	1	17	0	0	17	2	0	1	tp
GCF_965601325.1	Salmo salar	Actinopteri	RYR	1	201	0	0	201	10	1	1	tp
GCF_965638725.1	Aptenodytes patagonicus	Aves	ITPR1	0	0	0	0	0	1	0	0	tn
GCF_965638725.1	Aptenodytes patagonicus	Aves	ITPR2	0	0	0	0	0	1	0	0	tn
GCF_965638725.1	Aptenodytes patagonicus	Aves	ITPR3	0	0	0	0	0	1	0	0	tn
GCF_965638725.1	Aptenodytes patagonicus	Aves	RYR	1	5	0	0	5	2	0	1	tp
