accession	organism	vclass	source	cell	locus_idx	state	n_annot_edges	n_exact	n_within_tol	n_no_match	frac_exact	frac_within_tol	n_model_exons	n_annot_blocks	median_offset
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RefSeq	RYR	3	complete	212	204	204	8	0.9623	0.9623	104	107	0
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RefSeq	RYR	6	complete	206	190	190	16	0.9223	0.9223	102	104	0
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RefSeq	RYR	2	complete	210	203	203	7	0.9667	0.9667	105	106	0
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RefSeq	RYR	5	complete	212	203	203	9	0.9575	0.9575	104	107	0
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RefSeq	RYR	4	complete	206	193	193	13	0.9369	0.9369	101	104	0
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RefSeq	ITPR1	1	complete	120	106	106	14	0.8833	0.8833	58	61	0
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RefSeq	ITPR1	0	complete	116	109	109	7	0.9397	0.9397	58	59	0
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RefSeq	ITPR2	0	complete	112	105	105	7	0.9375	0.9375	55	57	0
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RefSeq	ITPR3	0	complete	118	118	118	0	1	1	60	60	0
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RefSeq	RYR	1	complete	210	204	204	6	0.9714	0.9714	105	106	0
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RefSeq	RYR	2	complete	214	201	201	13	0.9393	0.9393	104	108	0
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RefSeq	RYR	5	complete	206	182	184	22	0.8835	0.8932	102	104	0
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RefSeq	RYR	0	complete	214	205	205	9	0.9579	0.9579	116	108	0
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RefSeq	RYR	3	complete	232	179	179	53	0.7716	0.7716	99	117	0
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RefSeq	RYR	4	complete	214	208	208	6	0.972	0.972	107	108	0
GCF_900634775.2	Gouania willdenowi	Actinopteri	RefSeq	ITPR1	0	complete	118	113	113	5	0.9576	0.9576	58	60	0
GCF_900634775.2	Gouania willdenowi	Actinopteri	RefSeq	ITPR1	1	complete	122	107	107	15	0.877	0.877	58	62	0
GCF_900634775.2	Gouania willdenowi	Actinopteri	RefSeq	ITPR2	0	complete	110	104	104	6	0.9455	0.9455	55	56	0
GCF_900634775.2	Gouania willdenowi	Actinopteri	RefSeq	ITPR3	0	complete	114	113	113	1	0.9912	0.9912	60	58	0
GCF_900634775.2	Gouania willdenowi	Actinopteri	RefSeq	RYR	1	complete	204	189	190	14	0.9265	0.9314	103	103	0
GCF_900634775.2	Gouania willdenowi	Actinopteri	RefSeq	RYR	2	complete	226	197	197	29	0.8717	0.8717	102	114	0
GCF_900634775.2	Gouania willdenowi	Actinopteri	RefSeq	RYR	5	complete	206	187	187	19	0.9078	0.9078	102	104	0
GCF_900634775.2	Gouania willdenowi	Actinopteri	RefSeq	RYR	0	complete	228	220	220	8	0.9649	0.9649	113	115	0
GCF_900634775.2	Gouania willdenowi	Actinopteri	RefSeq	RYR	3	complete	212	190	190	22	0.8962	0.8962	100	107	0
GCF_900634775.2	Gouania willdenowi	Actinopteri	RefSeq	RYR	4	complete	212	200	200	12	0.9434	0.9434	105	107	0
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	RefSeq	ITPR1	0	complete	120	111	111	9	0.925	0.925	58	61	0
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	RefSeq	ITPR2	0	complete	116	109	109	7	0.9397	0.9397	57	59	0
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	RefSeq	ITPR3	0	complete	114	113	113	1	0.9912	0.9912	58	58	0
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	RefSeq	RYR	1	complete	214	207	207	7	0.9673	0.9673	105	108	0
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	RefSeq	RYR	0	complete	206	202	202	4	0.9806	0.9806	103	104	0
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	RefSeq	RYR	2	complete	204	199	199	5	0.9755	0.9755	104	103	0
GCF_900880675.2	Sparus aurata	Actinopteri	RefSeq	ITPR1	0	complete	118	113	113	5	0.9576	0.9576	58	60	0
GCF_900880675.2	Sparus aurata	Actinopteri	RefSeq	ITPR1	1	complete	122	108	108	14	0.8852	0.8852	58	62	0
GCF_900880675.2	Sparus aurata	Actinopteri	RefSeq	ITPR2	0	complete	112	104	104	8	0.9286	0.9286	55	57	0
GCF_900880675.2	Sparus aurata	Actinopteri	RefSeq	ITPR3	0	complete	120	118	118	2	0.9833	0.9833	60	61	0
GCF_900880675.2	Sparus aurata	Actinopteri	RefSeq	RYR	1	complete	218	205	205	13	0.9404	0.9404	105	110	0
GCF_900880675.2	Sparus aurata	Actinopteri	RefSeq	RYR	2	complete	214	202	202	12	0.9439	0.9439	105	108	0
GCF_900880675.2	Sparus aurata	Actinopteri	RefSeq	RYR	5	complete	208	194	194	14	0.9327	0.9327	103	105	0
GCF_900880675.2	Sparus aurata	Actinopteri	RefSeq	RYR	3	complete	210	189	189	21	0.9	0.9	102	106	0
GCF_900880675.2	Sparus aurata	Actinopteri	RefSeq	RYR	0	complete	230	224	224	6	0.9739	0.9739	115	116	0
GCF_900880675.2	Sparus aurata	Actinopteri	RefSeq	RYR	4	complete	216	197	197	19	0.912	0.912	104	109	0
GCF_901000725.3	Takifugu rubripes	Actinopteri	RefSeq	ITPR1	0	complete	116	108	108	8	0.931	0.931	57	59	0
GCF_901000725.3	Takifugu rubripes	Actinopteri	RefSeq	ITPR1	1	complete	124	105	105	19	0.8468	0.8468	58	63	0
GCF_901000725.3	Takifugu rubripes	Actinopteri	RefSeq	ITPR2	0	complete	112	108	108	4	0.9643	0.9643	56	57	0
GCF_901000725.3	Takifugu rubripes	Actinopteri	RefSeq	ITPR3	0	complete	186	99	104	82	0.5323	0.5591	59	94	0
GCF_901000725.3	Takifugu rubripes	Actinopteri	RefSeq	RYR	2	complete	226	223	223	3	0.9867	0.9867	114	114	0
GCF_901000725.3	Takifugu rubripes	Actinopteri	RefSeq	RYR	3	complete	212	186	186	26	0.8774	0.8774	98	107	0
GCF_901000725.3	Takifugu rubripes	Actinopteri	RefSeq	RYR	5	complete	206	194	194	12	0.9417	0.9417	103	104	0
GCF_901000725.3	Takifugu rubripes	Actinopteri	RefSeq	RYR	0	complete	216	204	204	12	0.9444	0.9444	104	109	0
GCF_901000725.3	Takifugu rubripes	Actinopteri	RefSeq	RYR	1	complete	216	200	200	16	0.9259	0.9259	103	109	0
GCF_901000725.3	Takifugu rubripes	Actinopteri	RefSeq	RYR	4	complete	214	198	198	16	0.9252	0.9252	102	108	0
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	RefSeq	ITPR1	0	complete	114	107	107	7	0.9386	0.9386	59	58	0
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	RefSeq	ITPR2	0	complete	110	104	105	5	0.9455	0.9545	57	56	0
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	RefSeq	ITPR3	0	complete	114	114	114	0	1	1	58	58	0
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	RefSeq	RYR	0	complete	204	202	202	2	0.9902	0.9902	103	103	0
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	RefSeq	RYR	2	complete	208	201	201	7	0.9663	0.9663	104	105	0
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	RefSeq	RYR	1	complete	214	207	207	7	0.9673	0.9673	105	108	0
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	RefSeq	ITPR1	1	complete	124	107	107	17	0.8629	0.8629	58	63	0
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	RefSeq	ITPR1	0	complete	120	108	108	12	0.9	0.9	58	61	0
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	RefSeq	ITPR2	0	complete	112	104	104	8	0.9286	0.9286	55	57	0
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	RefSeq	ITPR3	0	complete	118	117	117	1	0.9915	0.9915	60	60	0
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	RefSeq	RYR	1	complete	218	207	207	11	0.9495	0.9495	105	110	0
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	RefSeq	RYR	2	complete	208	201	201	7	0.9663	0.9663	105	105	0
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	RefSeq	RYR	5	complete	206	188	189	17	0.9126	0.9175	101	104	0
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	RefSeq	RYR	3	complete	212	196	196	16	0.9245	0.9245	101	107	0
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	RefSeq	RYR	4	complete	214	205	205	9	0.9579	0.9579	106	108	0
GCF_902150065.1	Myripristis murdjan	Actinopteri	RefSeq	ITPR1	0	complete	118	114	114	4	0.9661	0.9661	58	60	0
GCF_902150065.1	Myripristis murdjan	Actinopteri	RefSeq	ITPR1	1	complete	124	107	107	17	0.8629	0.8629	58	63	0
GCF_902150065.1	Myripristis murdjan	Actinopteri	RefSeq	ITPR2	0	complete	112	104	104	8	0.9286	0.9286	56	57	0
GCF_902150065.1	Myripristis murdjan	Actinopteri	RefSeq	ITPR3	0	complete	120	118	118	2	0.9833	0.9833	60	61	0
GCF_902150065.1	Myripristis murdjan	Actinopteri	RefSeq	RYR	1	complete	216	204	204	12	0.9444	0.9444	105	109	0
GCF_902150065.1	Myripristis murdjan	Actinopteri	RefSeq	RYR	2	complete	208	204	204	4	0.9808	0.9808	104	105	0
GCF_902150065.1	Myripristis murdjan	Actinopteri	RefSeq	RYR	5	complete	210	196	196	14	0.9333	0.9333	104	106	0
GCF_902150065.1	Myripristis murdjan	Actinopteri	RefSeq	RYR	0	complete	226	224	224	2	0.9912	0.9912	115	114	0
GCF_902150065.1	Myripristis murdjan	Actinopteri	RefSeq	RYR	3	complete	206	189	189	17	0.9175	0.9175	101	104	0
GCF_902150065.1	Myripristis murdjan	Actinopteri	RefSeq	RYR	4	complete	214	197	197	17	0.9206	0.9206	105	108	0
GCF_902167405.1	Gadus morhua	Actinopteri	RefSeq	ITPR1	0	complete	116	111	111	5	0.9569	0.9569	58	59	0
GCF_902167405.1	Gadus morhua	Actinopteri	RefSeq	ITPR1	1	complete	124	107	108	16	0.8629	0.871	58	63	0
GCF_902167405.1	Gadus morhua	Actinopteri	RefSeq	ITPR2	0	complete	112	102	102	10	0.9107	0.9107	56	57	0
GCF_902167405.1	Gadus morhua	Actinopteri	RefSeq	ITPR3	0	complete	118	114	114	4	0.9661	0.9661	59	60	0
GCF_902167405.1	Gadus morhua	Actinopteri	RefSeq	RYR	3	complete	226	192	192	34	0.8496	0.8496	100	114	0
GCF_902167405.1	Gadus morhua	Actinopteri	RefSeq	RYR	1	complete	212	205	205	7	0.967	0.967	104	107	0
GCF_902167405.1	Gadus morhua	Actinopteri	RefSeq	RYR	5	complete	204	188	188	16	0.9216	0.9216	102	103	0
GCF_902167405.1	Gadus morhua	Actinopteri	RefSeq	RYR	2	complete	210	202	202	8	0.9619	0.9619	105	106	0
GCF_902167405.1	Gadus morhua	Actinopteri	RefSeq	RYR	0	complete	232	228	228	4	0.9828	0.9828	116	117	0
GCF_902167405.1	Gadus morhua	Actinopteri	RefSeq	RYR	4	complete	212	198	198	14	0.934	0.934	104	107	0
GCF_902362185.1	Chanos chanos	Actinopteri	RefSeq	ITPR1	1	complete	112	109	109	3	0.9732	0.9732	58	57	0
GCF_902362185.1	Chanos chanos	Actinopteri	RefSeq	ITPR1	0	complete	112	110	110	2	0.9821	0.9821	59	57	0
GCF_902362185.1	Chanos chanos	Actinopteri	RefSeq	ITPR2	0	complete	112	107	107	5	0.9554	0.9554	57	57	0
GCF_902362185.1	Chanos chanos	Actinopteri	RefSeq	ITPR3	0	complete	114	108	109	5	0.9474	0.9561	58	58	0
GCF_902362185.1	Chanos chanos	Actinopteri	RefSeq	RYR	3	complete	202	191	191	11	0.9455	0.9455	101	102	0
GCF_902362185.1	Chanos chanos	Actinopteri	RefSeq	RYR	2	complete	214	205	205	9	0.9579	0.9579	105	108	0
GCF_902362185.1	Chanos chanos	Actinopteri	RefSeq	RYR	4	complete	206	194	194	12	0.9417	0.9417	100	104	0
GCF_902362185.1	Chanos chanos	Actinopteri	RefSeq	RYR	0	complete	206	205	205	1	0.9951	0.9951	105	104	0
GCF_902362185.1	Chanos chanos	Actinopteri	RefSeq	RYR	5	complete	200	186	186	14	0.93	0.93	102	101	0
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	RefSeq	ITPR1	0	complete	116	112	112	4	0.9655	0.9655	58	59	0
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	RefSeq	ITPR1	1	complete	118	100	100	18	0.8475	0.8475	57	60	0
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	RefSeq	ITPR2	0	complete	114	105	106	8	0.9211	0.9298	56	58	0
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	RefSeq	ITPR3	0	complete	102	102	102	0	1	1	60	52	0
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	RefSeq	RYR	1	complete	212	194	194	18	0.9151	0.9151	104	107	0
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	RefSeq	RYR	2	complete	212	161	161	51	0.7594	0.7594	106	107	0
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	RefSeq	RYR	5	complete	216	171	171	45	0.7917	0.7917	102	109	0
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	RefSeq	RYR	0	complete	228	212	213	15	0.9298	0.9342	112	115	0
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	RefSeq	RYR	3	complete	208	172	173	35	0.8269	0.8317	102	105	0
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	RefSeq	RYR	4	complete	238	197	197	41	0.8277	0.8277	103	120	0
GCF_907165065.1	Caprimulgus europaeus	Aves	RefSeq	ITPR1	0	complete	118	118	118	0	1	1	62	60	0
GCF_907165065.1	Caprimulgus europaeus	Aves	RefSeq	ITPR2	0	complete	114	110	110	4	0.9649	0.9649	57	58	0
GCF_907165065.1	Caprimulgus europaeus	Aves	RefSeq	ITPR3	0	complete	114	114	114	0	1	1	58	58	0
GCF_907165065.1	Caprimulgus europaeus	Aves	RefSeq	RYR	0	complete	206	202	202	4	0.9806	0.9806	104	104	0
GCF_907165065.1	Caprimulgus europaeus	Aves	RefSeq	RYR	1	complete	206	195	195	11	0.9466	0.9466	102	104	0
GCF_933228915.1	Telmatherina bonti	Actinopteri	RefSeq	ITPR1	1	complete	116	107	107	9	0.9224	0.9224	58	59	0
GCF_933228915.1	Telmatherina bonti	Actinopteri	RefSeq	ITPR1	0	complete	112	106	106	6	0.9464	0.9464	58	57	0
GCF_933228915.1	Telmatherina bonti	Actinopteri	RefSeq	ITPR2	0	complete	110	103	103	7	0.9364	0.9364	56	56	0
GCF_933228915.1	Telmatherina bonti	Actinopteri	RefSeq	ITPR3	0	complete	118	115	115	3	0.9746	0.9746	60	60	0
GCF_933228915.1	Telmatherina bonti	Actinopteri	RefSeq	RYR	4	complete	198	177	177	21	0.8939	0.8939	94	100	0
GCF_933228915.1	Telmatherina bonti	Actinopteri	RefSeq	RYR	1	complete	208	202	202	6	0.9712	0.9712	105	105	0
GCF_933228915.1	Telmatherina bonti	Actinopteri	RefSeq	RYR	2	complete	212	202	202	10	0.9528	0.9528	103	107	0
GCF_933228915.1	Telmatherina bonti	Actinopteri	RefSeq	RYR	5	complete	206	187	187	19	0.9078	0.9078	102	104	0
GCF_933228915.1	Telmatherina bonti	Actinopteri	RefSeq	RYR	0	complete	222	214	214	8	0.964	0.964	114	112	0
GCF_933228915.1	Telmatherina bonti	Actinopteri	RefSeq	RYR	3	complete	202	191	191	11	0.9455	0.9455	102	102	0
GCF_947461875.1	Haliaeetus albicilla	Aves	RefSeq	ITPR1	0	complete	120	117	117	3	0.975	0.975	62	61	0
GCF_947461875.1	Haliaeetus albicilla	Aves	RefSeq	ITPR2	0	complete	112	111	111	1	0.9911	0.9911	57	57	0
GCF_947461875.1	Haliaeetus albicilla	Aves	RefSeq	ITPR3	0	complete	114	114	114	0	1	1	58	58	0
GCF_947461875.1	Haliaeetus albicilla	Aves	RefSeq	RYR	2	complete	210	194	194	16	0.9238	0.9238	102	106	0
GCF_947461875.1	Haliaeetus albicilla	Aves	RefSeq	RYR	0	complete	212	202	202	10	0.9528	0.9528	104	107	0
GCF_947461875.1	Haliaeetus albicilla	Aves	RefSeq	RYR	1	complete	208	206	206	2	0.9904	0.9904	105	105	0
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	RefSeq	ITPR1	0	complete	118	118	118	0	1	1	60	60	0
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	RefSeq	ITPR1	1	complete	122	109	109	13	0.8934	0.8934	58	62	0
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	RefSeq	ITPR2	0	complete	112	110	110	2	0.9821	0.9821	56	57	0
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	RefSeq	ITPR3	0	complete	116	113	113	3	0.9741	0.9741	58	59	0
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	RefSeq	RYR	2	complete	212	203	203	9	0.9575	0.9575	104	107	0
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	RefSeq	RYR	5	complete	204	187	187	17	0.9167	0.9167	101	103	0
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	RefSeq	RYR	3	complete	212	190	190	22	0.8962	0.8962	102	107	0
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	RefSeq	RYR	4	complete	204	188	188	16	0.9216	0.9216	98	103	0
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	RefSeq	RYR	0	complete	204	204	204	0	1	1	106	103	0
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	RefSeq	RYR	1	complete	212	205	205	7	0.967	0.967	104	107	0
GCF_949606895.1	Notothenia rossii	Actinopteri	RefSeq	ITPR1	0	complete	116	113	113	3	0.9741	0.9741	58	59	0
GCF_949606895.1	Notothenia rossii	Actinopteri	RefSeq	ITPR2	0	complete	114	106	106	8	0.9298	0.9298	56	58	0
GCF_949606895.1	Notothenia rossii	Actinopteri	RefSeq	ITPR3	0	complete	118	117	117	1	0.9915	0.9915	60	60	0
GCF_949606895.1	Notothenia rossii	Actinopteri	RefSeq	RYR	2	complete	216	204	204	12	0.9444	0.9444	105	109	0
GCF_949606895.1	Notothenia rossii	Actinopteri	RefSeq	RYR	3	complete	212	190	190	22	0.8962	0.8962	100	107	0
GCF_949606895.1	Notothenia rossii	Actinopteri	RefSeq	RYR	4	complete	214	194	194	20	0.9065	0.9065	102	108	0
GCF_949606895.1	Notothenia rossii	Actinopteri	RefSeq	RYR	1	complete	218	200	200	18	0.9174	0.9174	104	110	0
GCF_949606895.1	Notothenia rossii	Actinopteri	RefSeq	RYR	5	complete	202	195	197	5	0.9653	0.9752	102	102	0
GCF_949606895.1	Notothenia rossii	Actinopteri	RefSeq	RYR	0	complete	244	225	225	19	0.9221	0.9221	115	123	0
GCF_949987555.1	Borostomias antarcticus	Actinopteri	RefSeq	ITPR1	1	complete	118	110	110	8	0.9322	0.9322	58	60	0
GCF_949987555.1	Borostomias antarcticus	Actinopteri	RefSeq	ITPR1	0	complete	114	114	114	0	1	1	58	58	0
GCF_949987555.1	Borostomias antarcticus	Actinopteri	RefSeq	ITPR2	0	complete	112	104	104	8	0.9286	0.9286	56	57	0
GCF_949987555.1	Borostomias antarcticus	Actinopteri	RefSeq	ITPR3	0	complete	114	112	112	2	0.9825	0.9825	58	58	0
GCF_949987555.1	Borostomias antarcticus	Actinopteri	RefSeq	RYR	2	complete	216	201	201	15	0.9306	0.9306	105	109	0
GCF_949987555.1	Borostomias antarcticus	Actinopteri	RefSeq	RYR	4	complete	204	195	195	9	0.9559	0.9559	102	103	0
GCF_949987555.1	Borostomias antarcticus	Actinopteri	RefSeq	RYR	5	complete	186	170	170	16	0.914	0.914	94	94	0
GCF_949987555.1	Borostomias antarcticus	Actinopteri	RefSeq	RYR	3	complete	202	185	187	15	0.9158	0.9257	101	102	0
GCF_949987555.1	Borostomias antarcticus	Actinopteri	RefSeq	RYR	1	complete	210	205	205	5	0.9762	0.9762	104	106	0
GCF_949987555.1	Borostomias antarcticus	Actinopteri	RefSeq	RYR	0	complete	212	208	208	4	0.9811	0.9811	108	107	0
GCF_949987685.1	Ammodytes marinus	Actinopteri	RefSeq	ITPR1	1	complete	116	112	112	4	0.9655	0.9655	58	59	0
GCF_949987685.1	Ammodytes marinus	Actinopteri	RefSeq	ITPR1	0	complete	116	109	109	7	0.9397	0.9397	58	59	0
GCF_949987685.1	Ammodytes marinus	Actinopteri	RefSeq	ITPR2	0	complete	112	105	105	7	0.9375	0.9375	56	57	0
GCF_949987685.1	Ammodytes marinus	Actinopteri	RefSeq	ITPR3	0	complete	112	107	107	5	0.9554	0.9554	55	57	0
GCF_949987685.1	Ammodytes marinus	Actinopteri	RefSeq	RYR	5	complete	206	192	192	14	0.932	0.932	103	104	0
GCF_949987685.1	Ammodytes marinus	Actinopteri	RefSeq	RYR	2	complete	212	207	207	5	0.9764	0.9764	105	107	0
GCF_949987685.1	Ammodytes marinus	Actinopteri	RefSeq	RYR	3	complete	200	186	186	14	0.93	0.93	101	101	0
GCF_949987685.1	Ammodytes marinus	Actinopteri	RefSeq	RYR	4	complete	208	197	197	11	0.9471	0.9471	105	105	0
GCF_949987685.1	Ammodytes marinus	Actinopteri	RefSeq	RYR	0	complete	226	220	220	6	0.9735	0.9735	115	114	0
GCF_949987685.1	Ammodytes marinus	Actinopteri	RefSeq	RYR	1	complete	214	203	203	11	0.9486	0.9486	105	108	0
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	RefSeq	ITPR1	0	complete	112	110	110	2	0.9821	0.9821	60	57	0
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	RefSeq	ITPR2	0	complete	112	111	111	1	0.9911	0.9911	57	57	0
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	RefSeq	ITPR3	0	complete	112	111	111	1	0.9911	0.9911	58	57	0
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	RefSeq	RYR	2	complete	204	190	190	14	0.9314	0.9314	101	103	0
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	RefSeq	RYR	1	complete	206	203	203	3	0.9854	0.9854	105	104	0
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	RefSeq	RYR	0	complete	208	204	204	4	0.9808	0.9808	104	105	0
GCF_951799975.1	Gobius niger	Actinopteri	RefSeq	ITPR1	1	complete	120	100	100	20	0.8333	0.8333	57	61	0
GCF_951799975.1	Gobius niger	Actinopteri	RefSeq	ITPR1	0	complete	116	109	109	7	0.9397	0.9397	58	59	0
GCF_951799975.1	Gobius niger	Actinopteri	RefSeq	ITPR2	0	complete	110	105	105	5	0.9545	0.9545	56	56	0
GCF_951799975.1	Gobius niger	Actinopteri	RefSeq	ITPR3	0	complete	116	116	116	0	1	1	59	59	0
GCF_951799975.1	Gobius niger	Actinopteri	RefSeq	RYR	1	complete	210	205	205	5	0.9762	0.9762	104	106	0
GCF_951799975.1	Gobius niger	Actinopteri	RefSeq	RYR	2	complete	210	203	203	7	0.9667	0.9667	105	106	0
GCF_951799975.1	Gobius niger	Actinopteri	RefSeq	RYR	4	complete	210	201	201	9	0.9571	0.9571	104	106	0
GCF_951799975.1	Gobius niger	Actinopteri	RefSeq	RYR	3	complete	210	187	187	23	0.8905	0.8905	100	106	0
GCF_951799975.1	Gobius niger	Actinopteri	RefSeq	RYR	0	complete	230	224	224	6	0.9739	0.9739	114	116	0
GCF_960531495.1	Zeus faber	Actinopteri	RefSeq	ITPR1	1	complete	112	108	108	4	0.9643	0.9643	58	57	0
GCF_960531495.1	Zeus faber	Actinopteri	RefSeq	ITPR1	0	complete	114	112	112	2	0.9825	0.9825	58	58	0
GCF_960531495.1	Zeus faber	Actinopteri	RefSeq	ITPR2	0	complete	112	104	104	8	0.9286	0.9286	55	57	0
GCF_960531495.1	Zeus faber	Actinopteri	RefSeq	ITPR3	0	complete	118	118	118	0	1	1	60	60	0
GCF_960531495.1	Zeus faber	Actinopteri	RefSeq	RYR	4	complete	208	187	187	21	0.899	0.899	101	105	0
GCF_960531495.1	Zeus faber	Actinopteri	RefSeq	RYR	2	complete	206	199	199	7	0.966	0.966	103	104	0
GCF_960531495.1	Zeus faber	Actinopteri	RefSeq	RYR	3	complete	202	188	188	14	0.9307	0.9307	100	102	0
GCF_960531495.1	Zeus faber	Actinopteri	RefSeq	RYR	1	complete	214	203	203	11	0.9486	0.9486	104	108	0
GCF_960531495.1	Zeus faber	Actinopteri	RefSeq	RYR	5	complete	202	188	188	14	0.9307	0.9307	100	102	0
GCF_960531495.1	Zeus faber	Actinopteri	RefSeq	RYR	0	complete	230	228	228	2	0.9913	0.9913	117	116	0
GCF_963457635.1	Microchirus variegatus	Actinopteri	RefSeq	ITPR1	0	complete	116	111	111	5	0.9569	0.9569	58	59	0
GCF_963457635.1	Microchirus variegatus	Actinopteri	RefSeq	ITPR1	1	complete	116	104	105	11	0.8966	0.9052	58	59	0
GCF_963457635.1	Microchirus variegatus	Actinopteri	RefSeq	ITPR2	0	complete	112	108	108	4	0.9643	0.9643	56	57	0
GCF_963457635.1	Microchirus variegatus	Actinopteri	RefSeq	ITPR3	0	complete	118	116	116	2	0.9831	0.9831	60	60	0
GCF_963457635.1	Microchirus variegatus	Actinopteri	RefSeq	RYR	2	complete	210	201	201	9	0.9571	0.9571	103	106	0
GCF_963457635.1	Microchirus variegatus	Actinopteri	RefSeq	RYR	1	complete	208	200	200	8	0.9615	0.9615	103	105	0
GCF_963457635.1	Microchirus variegatus	Actinopteri	RefSeq	RYR	5	complete	206	191	191	15	0.9272	0.9272	102	104	0
GCF_963457635.1	Microchirus variegatus	Actinopteri	RefSeq	RYR	4	complete	210	195	195	15	0.9286	0.9286	104	106	0
GCF_963457635.1	Microchirus variegatus	Actinopteri	RefSeq	RYR	0	complete	222	219	219	3	0.9865	0.9865	115	112	0
GCF_963457635.1	Microchirus variegatus	Actinopteri	RefSeq	RYR	3	complete	202	185	185	17	0.9158	0.9158	100	102	0
GCF_963514005.1	Raja brachyura	Chondrichthyes	RefSeq	ITPR1	0	complete	116	110	110	6	0.9483	0.9483	59	59	0
GCF_963514005.1	Raja brachyura	Chondrichthyes	RefSeq	ITPR2	0	complete	112	107	107	5	0.9554	0.9554	57	57	0
GCF_963514005.1	Raja brachyura	Chondrichthyes	RefSeq	ITPR3	0	complete	114	103	103	11	0.9035	0.9035	56	58	0
GCF_963514005.1	Raja brachyura	Chondrichthyes	RefSeq	RYR	1	complete	204	198	198	6	0.9706	0.9706	103	103	0
GCF_963514005.1	Raja brachyura	Chondrichthyes	RefSeq	RYR	2	complete	206	193	193	13	0.9369	0.9369	102	104	0
GCF_963514005.1	Raja brachyura	Chondrichthyes	RefSeq	RYR	0	complete	210	196	196	14	0.9333	0.9333	103	106	0
GCF_963514075.1	Conger conger	Actinopteri	RefSeq	ITPR1	0	complete	120	112	112	8	0.9333	0.9333	58	61	0
GCF_963514075.1	Conger conger	Actinopteri	RefSeq	ITPR1	1	complete	118	108	110	8	0.9153	0.9322	58	60	0
GCF_963514075.1	Conger conger	Actinopteri	RefSeq	ITPR2	0	complete	110	108	108	2	0.9818	0.9818	57	56	0
