accession	organism	vclass	vorder	cell	locus_idx	mp_id	bait	bait_paralog	frame_via_cell	reference	strand	contig	start	end	coverage	identity	q_start	q_end	residues	n_blocks	n_exons	n_merges	n_introns	frame_steps	cds_bp	span_bp	total_intron_bp	median_intron_bp	max_intron_bp	min_intron_bp_seen	mean_exon_bp	frame_balance_bp	canonical_junctions	minor_junctions	non_canonical_junctions	frac_canonical	in_scope	excluded_by
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	RYR	4	MP000066	Q92736	RYR2	0	Q92736	+	JAAKFY010000019.1	13853216	13935566	1	0.6456	1	4967	4967	105	105	0	104	8	14802	82351	67549	337.5	3674	22	140.97	-102	102	2	0	1	1	
GCA_011823955.1	Dissostichus mawsoni	Actinopteri	Perciformes	RYR	2	MP000059	A0A6I8Q6P7	RYR1	0	Q92736	-	JAAKFY010000020.1	12009470	12064928	1	0.7939	1	5037	5037	105	105	0	104	8	15052	55459	40407	108	5034	70	143.35	-62	103	1	0	1	1	
GCA_013389825.1	Crypturellus undulatus	Aves	Tinamiformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	+	VWPW01023980.1	74623	225975	1	0.9867	1	2779	2779	62	62	0	61	0	8337	151353	143016	1166	32896	82	134.47	-3	60	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013389825.1	Crypturellus undulatus	Aves	Tinamiformes	ITPR2	0	MP000010	F1P1X4	ITPR2	0	Q14571	-	VWPW01014676.1	286425	522703	1	0.98	1	2700	2700	57	57	0	56	0	8100	236279	228179	1425	34162	91	142.11	-3	55	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013389825.1	Crypturellus undulatus	Aves	Tinamiformes	RYR	1	MP000031	A0A6I8Q6P7	RYR1	0	Q92736	-	VWPW01021686.1	6388	188083	1	0.6769	1	5037	5037	103	103	0	102	0	14841	181696	166855	849.5	34974	90	144.09	-273	101	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013389825.1	Crypturellus undulatus	Aves	Tinamiformes	RYR	0	MP000034	A0A8V0Y8K1	RYR2	0	Q92736	-	VWPW01022533.1	2613	236680	0.9386	0.9768	36	4698	4663	94	94	0	93	0	13992	234068	220076	1271	16092	127	148.85	3	93	0	0	1	0	A2_contig_cannot_span_the_gene
GCA_013389885.1	Geococcyx californianus	Aves	Cuculiformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	-	VWPV01004098.1	11933	181147	1	0.987	1	2779	2779	62	62	0	61	0	8337	169215	160878	1286	31316	80	134.47	-3	60	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013389885.1	Geococcyx californianus	Aves	Cuculiformes	RYR	2	MP000027	A0A8V0Y8K1	RYR2	0	Q92736	-	VWPV01000077.1	38012	107773	0.3549	0.9807	3206	4968	1763	37	37	0	36	0	5289	69762	64473	1393	7534	138	142.95	-3	36	0	0	1	0	A1_not_a_gene_copy
GCA_013389885.1	Geococcyx californianus	Aves	Cuculiformes	RYR	0	MP000025	A0A8V0Y8K1	RYR2	0	Q92736	+	VWPV01009501.1	2457	125848	0.5779	0.9795	272	3142	2871	55	55	0	54	0	8622	123392	114770	1285	10504	109	156.76	9	53	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013389885.1	Geococcyx californianus	Aves	Cuculiformes	RYR	1	MP000026	A0A8V0Y8K1	RYR2	0	Q92736	-	VWPV01031520.1	759	103791	0.5634	0.6928	2019	4817	2799	60	60	0	59	0	8409	103033	94624	1038	7360	106	140.15	12	58	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013389965.1	Todus mexicanus	Aves	Coraciiformes	ITPR3	0	MP000031	A0A7K6LHC3	ITPR3	0	Q14573	+	WEIS01036230.1	1982	42400	1	0.9476	1	2670	2670	56	56	0	55	0	7833	40419	32586	265	7636	71	139.88	-180	54	0	1	0.9818	0	A2_contig_cannot_span_the_gene
GCA_013389965.1	Todus mexicanus	Aves	Coraciiformes	RYR	0	MP000020	A0A6I8Q6P7	RYR1	0	Q92736	-	WEIS01025216.1	1	35140	0.8074	0.6968	851	4917	4067	66	66	0	65	2	11674	35140	23466	289	2191	74	176.88	-527	62	0	3	0.9538	0	A2_contig_cannot_span_the_gene
GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	+	WEIT01025007.1	6149	158632	1	0.9853	1	2779	2779	62	62	0	61	0	8337	152484	144147	1038	28879	82	134.47	0	60	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	ITPR2	0	MP000047	A0A672UP22	ITPR2	0	Q14571	+	WEIT01016686.1	1	169312	0.763	0.9456	641	2700	2060	41	41	0	40	0	6084	169312	163228	1541.5	34885	101	148.39	-99	39	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	ITPR3	0	MP000049	A0A7K6LHC3	ITPR3	0	Q14573	+	WEIT01027115.1	18123	55110	1	0.9925	1	2670	2670	58	58	0	57	0	8037	36988	28951	263	5724	83	138.57	24	57	0	0	1	0	A2_contig_cannot_span_the_gene
GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	RYR	0	MP000057	A0A3Q0HBW9	RYR2	0	Q92736	+	WEIT01008220.1	2604	28419	0.1707	0.7488	2084	2934	851	19	19	0	18	0	2541	25816	23275	1067	3004	169	133.74	-12	18	0	0	1	0	A1_not_a_gene_copy
GCA_013389985.1	Dryoscopus gambensis	Aves	Passeriformes	RYR	1	MP000058	A0A3Q0HBW9	RYR2	0	Q92736	+	WEIT01027086.1	2446	38927	0.1035	0.9443	534	1049	516	11	11	0	10	0	1563	36482	34919	3960	7212	221	142.09	15	10	0	0	1	0	A1_not_a_gene_copy
GCA_013390065.1	Chloropsis hardwickii	Aves	Passeriformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	+	WEIW01000372.1	584206	736259	1	0.9661	1	2779	2779	61	61	0	60	0	8397	152054	143657	1071	28059	82	137.66	60	59	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013390065.1	Chloropsis hardwickii	Aves	Passeriformes	ITPR2	0	MP000048	A0A672UP22	ITPR2	0	Q14571	-	WEIW01000437.1	216914	459762	1	0.9554	1	2700	2700	57	57	0	56	0	8115	242849	234734	1518.5	35065	101	142.37	12	55	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013390065.1	Chloropsis hardwickii	Aves	Passeriformes	ITPR3	0	MP000049	A0A7K6LHC3	ITPR3	0	Q14573	-	WEIW01003401.1	12699	37703	0.9337	0.9224	178	2670	2493	50	50	0	49	0	7407	25005	17598	253	1202	81	148.14	-75	47	0	2	0.9592	0	A2_contig_cannot_span_the_gene
GCA_013390065.1	Chloropsis hardwickii	Aves	Passeriformes	RYR	0	MP000033	A0A8V0Y8K1	RYR2	0	Q92736	-	WEIW01000007.1	603461	986066	1	0.9679	1	4968	4968	104	104	0	103	0	14934	382606	367672	1660	86895	131	143.6	27	102	0	1	0.9903	0	A2_contig_cannot_span_the_gene
GCA_013390065.1	Chloropsis hardwickii	Aves	Passeriformes	RYR	1	MP000031	A0A6I8Q6P7	RYR1	0	Q92736	+	WEIW01000336.1	3014	195968	1	0.6669	1	5037	5037	101	101	0	100	1	14771	192955	178184	970	45585	94	146.25	-343	99	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013390105.1	Tichodroma muraria	Aves	Passeriformes	ITPR3	0	MP000025	A0A7K6LHC3	ITPR3	0	Q14573	+	WAAG01017736.1	29353	65694	1	0.9899	1	2670	2670	58	58	0	57	0	8061	36342	28281	267	5751	83	138.98	48	57	0	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396355.1	Menura novaehollandiae	Aves	Passeriformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	-	VWPS01000057.1	1454359	1609868	1	0.9863	1	2779	2779	62	62	0	61	0	8337	155510	147173	1029	29485	81	134.47	0	60	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396355.1	Menura novaehollandiae	Aves	Passeriformes	ITPR2	0	MP000049	A0A672UP22	ITPR2	0	Q14571	+	VWPS01000128.1	596224	815047	1	0.9719	1	2700	2700	57	57	0	56	0	8115	218824	210709	1549	34915	41	142.37	12	55	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396355.1	Menura novaehollandiae	Aves	Passeriformes	ITPR3	0	MP000050	A0A7K6LHC3	ITPR3	0	Q14573	-	VWPS01000164.1	598779	635525	1	0.9931	1	2670	2670	58	58	0	57	1	8011	36747	28736	252	5898	79	138.12	-2	57	0	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396355.1	Menura novaehollandiae	Aves	Passeriformes	RYR	1	MP000030	A0A6I8Q6P7	RYR1	0	Q92736	-	VWPS01000022.1	4514479	4727368	1	0.6757	1	5037	5037	103	103	0	102	0	14847	212890	198043	1046.5	51094	105	144.15	-267	101	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396355.1	Menura novaehollandiae	Aves	Passeriformes	RYR	0	MP000033	A0A8V0Y8K1	RYR2	0	Q92736	+	VWPS01000054.1	947597	1329405	0.9974	0.9788	14	4968	4955	103	103	0	102	0	14874	381809	366935	1667	90148	130	144.41	6	102	0	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396465.1	Smithornis capensis	Aves	Passeriformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	+	VWYW01000920.1	2801	137380	0.9712	0.9856	1	2699	2699	60	60	0	59	0	8094	134580	126486	1001	27393	79	134.9	-3	58	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396465.1	Smithornis capensis	Aves	Passeriformes	ITPR2	0	MP000052	A0A672UP22	ITPR2	0	Q14571	+	VWYW01000229.1	449541	677297	1	0.9848	1	2700	2700	57	57	0	56	0	8100	227757	219657	1520.5	33875	104	142.11	-3	55	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396465.1	Smithornis capensis	Aves	Passeriformes	ITPR3	0	MP000053	A0A7K6LHC3	ITPR3	0	Q14573	+	VWYW01001199.1	8	30487	0.8573	0.84	382	2670	2289	40	40	0	39	0	6729	30480	23751	291	11244	86	168.22	-141	38	0	1	0.9744	0	A2_contig_cannot_span_the_gene
GCA_013396465.1	Smithornis capensis	Aves	Passeriformes	RYR	1	MP000035	A0A6I8Q6P7	RYR1	0	Q92736	-	VWYW01000072.1	911143	1129658	1	0.6559	1	5037	5037	100	100	0	99	2	14760	218516	203756	1104	50381	104	147.6	-354	97	1	1	0.9899	0	A2_contig_cannot_span_the_gene
GCA_013396465.1	Smithornis capensis	Aves	Passeriformes	RYR	0	MP000037	A0A8V0Y8K1	RYR2	0	Q92736	+	VWYW01000101.1	1644478	2036936	1	0.9783	1	4968	4968	104	104	0	103	0	14913	392459	377546	1666	84872	119	143.39	6	103	0	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396485.1	Ptilorrhoa leucosticta	Aves	Passeriformes	ITPR1	0	MP000004	A0A8V0ZJT0	ITPR1	0	Q14643	+	VWYY01001129.1	8355	148776	0.8395	0.9655	1	2333	2333	53	53	0	52	0	7026	140422	133396	963	43580	82	132.57	27	50	1	1	0.9808	0	A2_contig_cannot_span_the_gene
GCA_013396485.1	Ptilorrhoa leucosticta	Aves	Passeriformes	ITPR2	0	MP000050	A0A672UP22	ITPR2	0	Q14571	+	VWYY01000731.1	1811	214537	0.9885	0.9798	32	2700	2669	56	56	0	55	0	8019	212727	204708	1464	35239	101	143.2	9	54	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396485.1	Ptilorrhoa leucosticta	Aves	Passeriformes	ITPR3	0	MP000053	A0A7K6LHC3	ITPR3	0	Q14573	-	VWYY01003676.1	3	11749	0.5311	0.8709	572	1989	1418	25	25	0	24	0	4239	11747	7508	247.5	999	86	169.56	-15	22	1	1	0.9583	0	A2_contig_cannot_span_the_gene
GCA_013396485.1	Ptilorrhoa leucosticta	Aves	Passeriformes	RYR	1	MP000034	A0A6I8Q6P7	RYR1	0	Q92736	-	VWYY01000118.1	1297525	1497345	1	0.6753	1	5037	5037	103	103	0	102	0	14859	199821	184962	997	49269	98	144.26	-255	101	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396485.1	Ptilorrhoa leucosticta	Aves	Passeriformes	RYR	0	MP000036	A0A8V0Y8K1	RYR2	0	Q92736	+	VWYY01000123.1	510360	912092	1	0.9777	1	4968	4968	104	104	0	103	0	14913	401733	386820	1673	87259	130	143.39	6	103	0	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396675.1	Eubucco bourcierii	Aves	Piciformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	+	VWZE01010273.1	79466	278172	0.9971	0.982	9	2779	2771	61	61	0	60	0	8334	198707	190373	1399.5	41765	238	136.62	18	59	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396675.1	Eubucco bourcierii	Aves	Piciformes	ITPR2	0	MP000055	A0A672UP22	ITPR2	0	Q14571	+	VWZE01018369.1	1271	131764	0.6381	0.9565	978	2700	1723	35	35	0	34	0	5169	130494	125325	1931	28280	147	147.69	-3	33	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396675.1	Eubucco bourcierii	Aves	Piciformes	ITPR3	0	MP000056	A0A7K6LHC3	ITPR3	0	Q14573	-	VWZE01023714.1	180040	224424	1	0.9738	1	2670	2670	58	58	0	57	0	8025	44385	36360	350	7983	84	138.36	12	57	0	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396675.1	Eubucco bourcierii	Aves	Piciformes	RYR	0	MP000037	A0A8V0Y8K1	RYR2	0	Q92736	+	VWZE01005099.1	1670	195174	0.7363	0.9795	118	3775	3658	76	76	0	75	0	10977	193505	182528	1689	12918	122	144.43	3	75	0	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396675.1	Eubucco bourcierii	Aves	Piciformes	RYR	1	MP000038	A0A8V0Y8K1	RYR2	0	Q92736	+	VWZE01015450.1	306854	551883	1	0.6826	1	4968	4968	103	103	0	102	0	14940	245030	230090	1297.5	42013	104	145.05	33	101	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396675.1	Eubucco bourcierii	Aves	Piciformes	RYR	2	MP000039	A0A8V0Y8K1	RYR2	0	Q92736	+	VWZE01018075.1	1207	43685	0.2403	0.9724	3775	4968	1194	23	23	0	22	0	3585	42479	38894	1253.5	9615	392	155.87	0	22	0	0	1	0	A1_not_a_gene_copy
GCA_013396835.1	Psilopogon haemacephalus	Aves	Piciformes	ITPR1	0	MP000049	A0ABM4F3U0	ITPR1	0	Q14643	+	VWZI01023573.1	1704	107601	0.8178	0.9835	53	2301	2249	49	49	0	48	0	6747	105898	99151	1281	12593	271	137.69	0	47	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396835.1	Psilopogon haemacephalus	Aves	Piciformes	ITPR2	0	MP000052	A0A672UP22	ITPR2	0	Q14571	+	VWZI01001715.1	61011	162135	0.5256	0.9626	1	1419	1419	31	31	0	30	0	4257	101125	96868	1105.5	27839	92	137.32	0	30	0	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396835.1	Psilopogon haemacephalus	Aves	Piciformes	ITPR3	0	MP000053	A0A7K6LHC3	ITPR3	0	Q14573	-	VWZI01004865.1	591370	631093	1	0.9719	1	2670	2670	58	58	0	57	1	8015	39724	31709	303	6783	80	138.19	2	57	0	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396835.1	Psilopogon haemacephalus	Aves	Piciformes	RYR	0	MP000037	A0A8V0Y8K1	RYR2	0	Q92736	+	VWZI01009657.1	287938	514786	1	0.6838	1	4968	4968	103	103	0	102	0	14778	226849	212071	1218.5	39262	108	143.48	-129	101	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396835.1	Psilopogon haemacephalus	Aves	Piciformes	RYR	1	MP000038	A0A8V0Y8K1	RYR2	0	Q92736	+	VWZI01019360.1	1284	135498	0.6679	0.9786	1651	4968	3318	68	68	0	67	0	9957	134215	124258	1350	7539	122	146.43	0	67	0	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396835.1	Psilopogon haemacephalus	Aves	Piciformes	vertebrate_basal	0	MP000031	A0AAJ7U4X1		1		-	VWZI01007542.1	9626	45346	0.327	0.5947	1825	2752	928	15	15	0	14	1	2626	35721	33095	2083.5	6949	535	175.07	-158	14	0	0	1	0	A0_cell_vertebrate_basal
GCA_013396875.1	Vireo altiloquus	Aves	Passeriformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	+	VZRF01009815.1	164036	321965	1	0.9849	1	2779	2779	62	62	0	61	0	8337	157930	149593	1073	29144	82	134.47	0	60	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396875.1	Vireo altiloquus	Aves	Passeriformes	ITPR2	0	MP000050	A0A672UP22	ITPR2	0	Q14571	+	VZRF01000017.1	33571	274938	1	0.9796	1	2700	2700	57	57	0	56	0	8100	241368	233268	1481.5	35363	101	142.11	-3	54	1	1	0.9821	0	A2_contig_cannot_span_the_gene
GCA_013396875.1	Vireo altiloquus	Aves	Passeriformes	ITPR3	0	MP000051	A0A7K6LHC3	ITPR3	0	Q14573	-	VZRF01014545.1	244457	288078	1	0.9973	1	2670	2670	58	58	0	57	1	8014	43622	35608	379	5836	79	138.17	1	57	0	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396875.1	Vireo altiloquus	Aves	Passeriformes	RYR	0	MP000034	A0A8V0Y8K1	RYR2	0	Q92736	-	VZRF01001132.1	258552	637824	0.9974	0.9782	14	4968	4955	103	103	0	102	0	14874	379273	364399	1704.5	86318	124	144.41	6	102	0	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396875.1	Vireo altiloquus	Aves	Passeriformes	RYR	1	MP000032	A0A6I8Q6P7	RYR1	0	Q92736	-	VZRF01009222.1	594031	799678	1	0.6724	1	5037	5037	102	102	0	101	0	14856	205648	190792	992	50387	97	145.65	-258	100	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	ITPR1	0	MP000007	A0A8V0ZJT0	ITPR1	0	Q14643	-	VWZK01014558.1	16091	127741	0.6715	0.9936	1	1866	1866	44	44	0	43	0	5595	111651	106056	1285	33159	83	127.16	-3	43	0	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	ITPR2	0	MP000081	A0A672UP22	ITPR2	0	Q14571	+	VWZK01012176.1	17489	248521	0.9885	0.9768	32	2700	2669	56	56	0	55	0	8031	231033	223002	1495	35304	101	143.41	21	54	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	ITPR3	0	MP000026	A0A8V1ACE6	ITPR3	0	Q14573	+	VWZK01016629.1	161007	201907	1	0.9771	1	2664	2664	57	57	0	56	1	7981	40901	32920	279.5	7666	82	140.02	-14	55	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	RYR	4	MP000044	A0A6I8Q6P7	RYR1	0	Q92736	-	VWZK01000280.1	53	15459	0.2164	0.8009	2584	3673	1090	24	24	0	23	1	3268	15407	12139	478	1739	83	136.17	-2	22	0	1	0.9565	0	A1_not_a_gene_copy
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	RYR	6	MP000059	A0AC58GZ77	RYR2	0	Q92736	-	VWZK01003262.1	726	39641	0.1796	0.7106	16	906	891	20	20	0	19	0	2667	38916	36249	1330	5757	207	133.35	-6	19	0	0	1	0	A1_not_a_gene_copy
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	RYR	5	MP000054	A0A8V0Y8K1	RYR2	0	Q92736	+	VWZK01003819.1	914	38461	0.1488	0.9851	2977	3715	739	18	18	0	17	0	2217	37548	35331	1674	5036	140	123.17	0	17	0	0	1	0	A1_not_a_gene_copy
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	RYR	0	MP000051	A0A8V0Y8K1	RYR2	0	Q92736	+	VWZK01006851.1	3293	80643	0.4229	0.9786	749	2849	2101	37	37	0	36	0	6309	77351	71042	1038	11177	124	170.51	6	36	0	0	1	0	A1_not_a_gene_copy
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	RYR	1	MP000052	A0A8V0Y8K1	RYR2	0	Q92736	-	VWZK01008086.1	155041	202039	0.2524	0.9785	3715	4968	1254	25	25	0	24	0	3765	46999	43234	1513	6523	381	150.6	0	23	1	0	1	0	A1_not_a_gene_copy
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	RYR	2	MP000062	A0A4W3I1N0		0	Q92736	-	VWZK01009413.1	756	36703	0.3356	0.6458	962	2633	1672	26	26	0	25	0	4875	35948	31073	1010	4718	150	187.5	-141	25	0	0	1	0	A1_not_a_gene_copy
GCA_013396935.1	Baryphthengus martii	Aves	Coraciiformes	RYR	3	MP000092	A0A3Q0HBW9	RYR2	0	Q92736	-	VWZK01010928.1	36663	72941	0.3032	0.7077	3475	4986	1512	33	33	0	32	0	4581	36279	31698	792.5	3911	91	138.82	42	31	1	0	1	0	A1_not_a_gene_copy
GCA_013396975.1	Bucco capensis	Aves	Piciformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	-	VWZO01019971.1	305321	469383	1	0.9867	1	2779	2779	62	62	0	61	0	8340	164063	155723	1186	29872	82	134.52	0	60	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396975.1	Bucco capensis	Aves	Piciformes	ITPR3	0	MP000016	A0A8V1ACE6	ITPR3	0	Q14573	-	VWZO01010546.1	87	35398	0.6854	0.9858	1	1826	1826	40	40	0	39	0	5487	35312	29825	221	8245	84	137.18	9	39	0	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396975.1	Bucco capensis	Aves	Piciformes	ITPR3	1	MP000017	A0A8V1ACE6	ITPR3	0	Q14573	-	VWZO01013041.1	21178	34387	0.2924	0.9846	1886	2664	779	17	17	0	16	0	2340	13210	10870	709.5	1413	99	137.65	0	16	0	0	1	0	A1_not_a_gene_copy
GCA_013396975.1	Bucco capensis	Aves	Piciformes	RYR	0	MP000031	A0A8V0Y8K1	RYR2	0	Q92736	-	VWZO01001808.1	57	213887	0.5366	0.9711	1	2666	2666	52	52	0	51	1	7993	213831	205838	1539	58925	122	153.71	-5	51	0	0	1	0	A2_contig_cannot_span_the_gene
GCA_013396975.1	Bucco capensis	Aves	Piciformes	RYR	2	MP000027	A0A6I8Q6P7	RYR1	0	Q92736	+	VWZO01002875.1	881	62659	0.411	0.6816	2403	4472	2070	44	44	0	43	0	6153	61779	55626	823	7298	109	139.84	-57	43	0	0	1	0	A1_not_a_gene_copy
GCA_013396975.1	Bucco capensis	Aves	Piciformes	RYR	3	MP000037	A0A4W3I1N0		0	Q92736	-	VWZO01015568.1	1351	83337	0.4259	0.6611	249	2370	2122	35	35	0	34	1	6127	81987	75860	1017	11420	210	175.06	-239	34	0	0	1	0	A1_not_a_gene_copy
GCA_013396975.1	Bucco capensis	Aves	Piciformes	RYR	1	MP000032	A0A8V0Y8K1	RYR2	0	Q92736	-	VWZO01021750.1	85276	188023	0.4636	0.9739	2666	4968	2303	52	52	0	51	0	6912	102748	95836	1384	9147	140	132.92	0	51	0	0	1	0	A1_not_a_gene_copy
GCA_013397015.1	Myiagra hebetior	Aves	Passeriformes	ITPR1	0	MP000003	A0A8V0ZJT0	ITPR1	0	Q14643	+	VWZQ01007131.1	499494	656234	1	0.9845	1	2779	2779	62	62	0	61	0	8337	156741	148404	1076	29673	82	134.47	0	60	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013397015.1	Myiagra hebetior	Aves	Passeriformes	ITPR2	0	MP000048	A0A672UP22	ITPR2	0	Q14571	-	VWZQ01006530.1	363409	581996	0.9885	0.982	32	2700	2669	56	56	0	55	0	8007	218588	210581	1545	35585	101	142.98	-3	54	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013397015.1	Myiagra hebetior	Aves	Passeriformes	ITPR3	0	MP000049	A0A7K6LHC3	ITPR3	0	Q14573	+	VWZQ01007200.1	310564	349711	1	0.9965	1	2670	2670	58	58	0	57	1	8014	39148	31134	292	5860	84	138.17	1	57	0	0	1	0	A2_contig_cannot_span_the_gene
GCA_013397015.1	Myiagra hebetior	Aves	Passeriformes	RYR	0	MP000032	A0A8V0Y8K1	RYR2	0	Q92736	+	VWZQ01001806.1	609461	985178	0.9974	0.978	14	4968	4955	103	103	0	102	0	14874	375718	360844	1681	89206	131	144.41	6	102	0	0	1	0	A2_contig_cannot_span_the_gene
GCA_013397015.1	Myiagra hebetior	Aves	Passeriformes	RYR	1	MP000030	A0A6I8Q6P7	RYR1	0	Q92736	+	VWZQ01008955.1	470059	671917	1	0.6748	1	5037	5037	103	103	0	102	0	14913	201859	186946	967.5	49498	97	144.79	-201	101	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	ITPR1	1	MP000009	A0A8V0ZJT0	ITPR1	0	Q14643	+	VZTB01012331.1	363128	433260	0.4901	0.9634	1	1362	1362	32	32	0	31	1	4087	70133	66046	863	27489	82	127.72	1	31	0	0	1	0	A1_not_a_gene_copy
GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	ITPR1	0	MP000067	A0ABM4F3U0	ITPR1	0	Q14643	-	VZTB01016242.1	12021	91892	0.5156	0.9767	1333	2750	1418	30	30	0	29	0	4251	79872	75621	1256	13357	219	141.7	-3	28	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	ITPR2	0	MP000069	A0A672UP22	ITPR2	0	Q14571	+	VZTB01004788.1	1922	176611	0.877	0.978	333	2700	2368	47	47	0	46	0	7104	174690	167586	1451	34453	87	151.15	-3	45	1	0	1	0	A2_contig_cannot_span_the_gene
GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	ITPR3	0	MP000070	A0A7K6LHC3	ITPR3	0	Q14573	-	VZTB01002909.1	45	27452	0.6157	0.9927	1	1644	1644	36	36	0	35	0	4932	27408	22476	227	6351	84	137	0	35	0	0	1	0	A2_contig_cannot_span_the_gene
GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	ITPR3	1	MP000071	A0A7K6LHC3	ITPR3	0	Q14573	-	VZTB01014641.1	197054	208749	0.385	0.987	1643	2670	1028	22	22	0	21	1	3088	11696	8608	353	1609	82	140.36	1	21	0	0	1	0	A1_not_a_gene_copy
GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	RYR	0	MP000047	A0A8V0Y8K1	RYR2	0	Q92736	-	VZTB01006589.1	395	296542	0.6804	0.9595	14	3393	3380	68	68	0	67	0	10017	296148	286131	1736	84032	132	147.31	-123	66	0	1	0.9851	0	A2_contig_cannot_span_the_gene
GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	RYR	1	MP000042	A0A6I8Q6P7	RYR1	0	Q92736	+	VZTB01009153.1	168	77995	0.5954	0.6748	558	3556	2999	57	57	0	56	0	8781	77828	69047	930	7354	99	154.05	-216	56	0	0	1	0	A2_contig_cannot_span_the_gene
GCA_013397245.1	Thryothorus ludovicianus	Aves	Passeriformes	RYR	2	MP000048	A0A8V0Y8K1	RYR2	0	Q92736	-	VZTB01011882.1	217828	265163	0.2524	0.9681	3715	4968	1254	25	25	0	24	0	3765	47336	43571	1416	7901	387	150.6	0	24	0	0	1	0	A1_not_a_gene_copy
