n_introns_a	n_introns_b	n_introns_b_in_shared	n_shared_columns	observed	expected_analytic	p_analytic	n_perm	expected_perm	p_perm	accession	organism	vclass	cell_a	cell_b	tolerance	is_operating_point	frame_via_cell
59	56	55	2663	49	0.561	1.80095e-94	1000	0.583	0.001	GCF_964237585.1	Gallinula chloropus	Aves	ITPR1	ITPR2	0	1	0
58	56	55	2664	49	0.561	1.76815e-94	1000	0.532	0.001	GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR1	ITPR2	0	1	0
59	55	54	2663	48	0.558	4.25826e-92	1000	0.563	0.001	GCF_964289735.1	Phaethon aethereus	Aves	ITPR1	ITPR2	0	1	0
59	56	55	2663	48	0.561	1.82582e-91	1000	0.558	0.001	GCF_964417175.1	Larus argentatus	Aves	ITPR1	ITPR2	0	1	0
57	55	53	2623	48	0.537	1.44407e-92	1000	0.533	0.001	GCF_964638095.1	Poromitra crassiceps	Actinopteri	ITPR1	ITPR2	0	1	0
59	56	55	2663	49	0.561	1.80095e-94	1000	0.563	0.001	GCF_965183815.1	Platalea leucorodia	Aves	ITPR1	ITPR2	0	1	0
56	54	53	2623	47	0.533	1.5171e-90	1000	0.487	0.001	GCF_965601325.1	Salmo salar	Actinopteri	ITPR1	ITPR2	0	1	0
59	56	55	2663	48	0.561	1.82582e-91	1000	0.56	0.001	GCF_965638725.1	Aptenodytes patagonicus	Aves	ITPR1	ITPR2	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.515	0.001	GCA_008658365.1	Alca torda	Aves	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.534	0.001	GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.483	0.001	GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR1	ITPR3	0	1	0
59	57	55	2615	46	0.55	1.93315e-86	1000	0.59	0.001	GCA_010411085.1	Cervus hanglu yarkandensis	Mammalia	ITPR1	ITPR3	0	1	0
57	59	58	2572	48	0.562	1.54556e-89	1000	0.582	0.001	GCA_011823955.1	Dissostichus mawsoni	Actinopteri	ITPR1	ITPR3	0	1	0
59	55	53	2608	44	0.524	9.62833e-83	1000	0.538	0.001	GCA_013398455.1	Loxia curvirostra	Aves	ITPR1	ITPR3	0	1	0
57	57	54	2572	48	0.536	4.10739e-93	1000	0.502	0.001	GCA_014281875.1	Nibea albiflora	Actinopteri	ITPR1	ITPR3	0	1	0
59	55	53	2608	44	0.524	9.62833e-83	1000	0.508	0.001	GCA_014839755.1	Sylvia borin	Aves	ITPR1	ITPR3	0	1	0
60	55	53	2608	44	0.537	2.25609e-82	1000	0.537	0.001	GCA_015883425.2	Lamprotornis superbus	Aves	ITPR1	ITPR3	0	1	0
56	58	56	2572	48	0.534	2.72734e-92	1000	0.578	0.001	GCA_017639675.1	Aplochiton taeniatus	Actinopteri	ITPR1	ITPR3	0	1	0
55	57	54	2530	44	0.512	1.91143e-82	1000	0.484	0.001	GCA_018340635.1	Bothrops jararaca	Lepidosauria	ITPR1	ITPR3	0	1	0
48	57	54	2592	34	0.448	1.15843e-58	1000	0.48	0.001	GCA_019447015.1	Hymenochirus boettgeri	Amphibia	ITPR1	ITPR3	0	1	0
59	57	55	2608	45	0.551	1.38215e-83	1000	0.592	0.001	GCA_020745705.1	Hemiprocne comata	Aves	ITPR1	ITPR3	0	1	0
57	57	56	2572	47	0.519	6.49392e-90	1000	0.501	0.001	GCA_022829145.1	Albula goreensis	Actinopteri	ITPR1	ITPR3	0	1	0
59	56	54	2615	45	0.558	1.65186e-83	1000	0.56	0.001	GCA_023764695.1	Pygathrix nigripes	Mammalia	ITPR1	ITPR3	0	1	0
57	59	58	2572	46	0.547	1.53888e-84	1000	0.533	0.001	GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	ITPR1	ITPR3	0	1	0
59	57	55	2615	46	0.55	1.93315e-86	1000	0.53	0.001	GCA_028571685.1	Heterohyrax brucei	Mammalia	ITPR1	ITPR3	0	1	0
56	57	55	2572	46	0.542	1.96026e-86	1000	0.528	0.001	GCA_029706075.1	Aldrovandia affinis	Actinopteri	ITPR1	ITPR3	0	1	0
57	59	58	2572	48	0.568	7.21416e-90	1000	0.567	0.001	GCA_031216635.1	Dissostichus eleginoides	Actinopteri	ITPR1	ITPR3	0	1	0
59	57	55	2615	46	0.55	1.93315e-86	1000	0.526	0.001	GCA_031835075.1	Saguinus oedipus	Mammalia	ITPR1	ITPR3	0	1	0
56	59	58	2572	45	0.53	4.43209e-83	1000	0.54	0.001	GCA_033238685.1	Lates japonicus	Actinopteri	ITPR1	ITPR3	0	1	0
58	55	52	2535	48	0.52	4.50775e-95	1000	0.497	0.001	GCA_036247105.2	Cirrhinus mrigala	Actinopteri	ITPR1	ITPR3	0	1	0
56	57	56	2572	47	0.54	2.23097e-89	1000	0.498	0.001	GCA_043380575.1	Atractosteus spatula	Actinopteri	ITPR1	ITPR3	0	1	0
56	59	57	2572	49	0.566	2.37861e-93	1000	0.566	0.001	GCA_046255725.1	Amblyopsis spelaea	Actinopteri	ITPR1	ITPR3	0	1	0
57	57	56	2572	44	0.537	4.26266e-81	1000	0.581	0.001	GCA_047511595.1	Polymixia lowei	Actinopteri	ITPR1	ITPR3	0	1	0
59	57	55	2615	46	0.553	4.09709e-86	1000	0.582	0.001	GCA_048126345.2	Notoryctes typhlops	Mammalia	ITPR1	ITPR3	0	1	0
57	59	57	2572	47	0.533	6.51027e-89	1000	0.496	0.001	GCA_048569125.1	Diretmus argenteus	Actinopteri	ITPR1	ITPR3	0	1	0
56	59	58	2572	48	0.545	2.6227e-91	1000	0.514	0.001	GCA_050084785.1	Liparis tanakae	Actinopteri	ITPR1	ITPR3	0	1	0
59	55	53	2608	44	0.524	9.62833e-83	1000	0.553	0.001	GCA_054084135.1	Copsychus sechellarum	Aves	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.555	0.001	GCA_054099775.1	Steatornis caripensis	Aves	ITPR1	ITPR3	0	1	0
59	57	55	2615	46	0.55	1.93315e-86	1000	0.581	0.001	GCA_054644205.1	Lestoros inca	Mammalia	ITPR1	ITPR3	0	1	0
57	59	58	2572	50	0.568	1.16607e-95	1000	0.576	0.001	GCA_054883175.1	Datnioides polota	Actinopteri	ITPR1	ITPR3	0	1	0
57	56	53	2572	48	0.515	1.01342e-94	1000	0.531	0.001	GCA_054883375.1	Arapaima gigas	Actinopteri	ITPR1	ITPR3	0	1	0
57	59	57	2572	50	0.555	3.29278e-96	1000	0.526	0.001	GCA_056506795.1	Pristigenys meyeri	Actinopteri	ITPR1	ITPR3	0	1	0
59	55	53	2608	44	0.524	9.62833e-83	1000	0.534	0.001	GCA_056776345.1	Spizella passerina	Aves	ITPR1	ITPR3	0	1	0
56	57	55	2572	47	0.513	6.57756e-91	1000	0.525	0.001	GCA_056783565.1	Hiodon alosoides	Actinopteri	ITPR1	ITPR3	0	1	0
56	58	57	2572	47	0.532	6.93609e-89	1000	0.517	0.001	GCA_056783665.1	Albula glossodonta	Actinopteri	ITPR1	ITPR3	0	1	0
57	57	56	2572	45	0.516	1.60343e-84	1000	0.545	0.001	GCA_056824565.1	Stylephorus chordatus	Actinopteri	ITPR1	ITPR3	0	1	0
56	57	55	2572	48	0.531	6.3106e-93	1000	0.538	0.001	GCA_056824585.1	Alepocephalus tenebrosus	Actinopteri	ITPR1	ITPR3	0	1	0
56	52	50	2525	45	0.503	2.95169e-87	1000	0.516	0.001	GCA_057876775.1	Echinorhinus cookei	Chondrichthyes	ITPR1	ITPR3	0	1	0
59	55	53	2608	44	0.524	9.62833e-83	1000	0.524	0.001	GCA_058224745.1	Acrocephalus arundinaceus	Aves	ITPR1	ITPR3	0	1	0
57	59	57	2572	47	0.529	2.99266e-89	1000	0.527	0.001	GCA_058707665.1	Platax teira	Actinopteri	ITPR1	ITPR3	0	1	0
56	58	57	2545	49	0.582	5.09248e-93	1000	0.597	0.001	GCA_965364685.1	Capros aper	Actinopteri	ITPR1	ITPR3	0	1	0
57	59	58	2572	49	0.558	1.02365e-92	1000	0.573	0.001	GCA_980438365.1	Acanthurus tractus	Actinopteri	ITPR1	ITPR3	0	1	0
57	59	58	2572	48	0.561	2.57581e-90	1000	0.551	0.001	GCA_984656905.1	Parequula melbournensis	Actinopteri	ITPR1	ITPR3	0	1	0
59	57	55	2615	46	0.55	1.93315e-86	1000	0.568	0.001	GCA_987193245.1	Pontoporia blainvillei	Mammalia	ITPR1	ITPR3	0	1	0
59	57	55	2615	46	0.55	1.93315e-86	1000	0.513	0.001	GCF_000001405.40	Homo sapiens	Mammalia	ITPR1	ITPR3	0	1	0
59	57	55	2614	47	0.54	2.12325e-89	1000	0.531	0.001	GCF_000001635.27	Mus musculus	Mammalia	ITPR1	ITPR3	0	1	0
59	57	54	2592	46	0.556	2.2287e-86	1000	0.536	0.001	GCF_000004195.4	Xenopus tropicalis	Amphibia	ITPR1	ITPR3	0	1	0
59	55	53	2578	44	0.538	2.6667e-82	1000	0.566	0.001	GCF_001715985.3	Manacus vitellinus	Aves	ITPR1	ITPR3	0	1	0
59	57	55	2614	47	0.54	2.12325e-89	1000	0.56	0.001	GCF_003668045.3	Cricetulus griseus	Mammalia	ITPR1	ITPR3	0	1	0
59	55	53	2569	43	0.528	5.64982e-80	1000	0.58	0.001	GCF_003957555.1	Calypte anna	Aves	ITPR1	ITPR3	0	1	0
58	57	55	2615	47	0.526	7.96589e-90	1000	0.505	0.001	GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	ITPR1	ITPR3	0	1	0
56	52	50	2525	46	0.524	9.57146e-90	1000	0.508	0.001	GCF_009764475.1	Pristis pectinata	Chondrichthyes	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.553	0.001	GCF_009769465.1	Tauraco erythrolophus	Aves	ITPR1	ITPR3	0	1	0
56	57	55	2572	47	0.531	5.99702e-90	1000	0.567	0.001	GCF_011004845.1	Esox lucius	Actinopteri	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.546	0.001	GCF_011004875.1	Balearica regulorum gibbericeps	Aves	ITPR1	ITPR3	0	1	0
56	57	54	2572	47	0.514	7.09091e-91	1000	0.514	0.001	GCF_013368585.1	Megalops cyprinoides	Actinopteri	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.554	0.001	GCF_013368605.1	Nyctibius grandis	Aves	ITPR1	ITPR3	0	1	0
59	56	54	2608	45	0.538	1.45167e-84	1000	0.56	0.001	GCF_014839835.1	Dryobates pubescens	Aves	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.537	0.001	GCF_016699485.2	Gallus gallus	Aves	ITPR1	ITPR3	0	1	0
56	59	57	2572	48	0.547	3.32387e-91	1000	0.509	0.001	GCF_016859285.1	Xiphias gladius	Actinopteri	ITPR1	ITPR3	0	1	0
56	52	51	2525	46	0.507	1.33369e-89	1000	0.507	0.001	GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	ITPR1	ITPR3	0	1	0
56	55	54	2572	46	0.525	5.98597e-88	1000	0.537	0.001	GCF_017654505.1	Polyodon spathula	Actinopteri	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.584	0.001	GCF_017976375.1	Cuculus canorus	Aves	ITPR1	ITPR3	0	1	0
59	57	55	2608	44	0.541	2.79924e-81	1000	0.553	0.001	GCF_018139145.2	Gymnogyps californianus	Aves	ITPR1	ITPR3	0	1	0
57	58	57	2572	48	0.549	1.78811e-90	1000	0.534	0.001	GCF_018320785.1	Cheilinus undulatus	Actinopteri	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.563	0.001	GCF_018691265.1	Tyto alba	Aves	ITPR1	ITPR3	0	1	0
59	53	51	2525	46	0.539	2.82318e-88	1000	0.525	0.001	GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR1	ITPR3	0	1	0
55	57	55	2608	44	0.549	3.54719e-80	1000	0.609	0.001	GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR1	ITPR3	0	1	0
59	57	55	2615	46	0.55	1.93315e-86	1000	0.546	0.001	GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR1	ITPR3	0	1	0
57	58	56	2572	49	0.552	8.8216e-94	1000	0.577	0.001	GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR1	ITPR3	0	1	0
59	57	55	2615	46	0.55	1.93315e-86	1000	0.591	0.001	GCF_020171115.1	Neogale vison	Mammalia	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.51	0.001	GCF_020740795.1	Apus apus	Aves	ITPR1	ITPR3	0	1	0
59	57	55	2615	46	0.55	1.93315e-86	1000	0.564	0.001	GCF_020826845.1	Diceros bicornis minor	Mammalia	ITPR1	ITPR3	0	1	0
52	54	52	2483	32	0.421	1.74114e-54	1000	0.431	0.001	GCF_021028975.2	Sphaerodactylus townsendi	Lepidosauria	ITPR1	ITPR3	0	1	0
59	57	55	2615	46	0.55	1.93315e-86	1000	0.532	0.001	GCF_021613505.1	Equus quagga	Mammalia	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.525	0.001	GCF_023634155.1	Falco peregrinus	Aves	ITPR1	ITPR3	0	1	0
59	57	55	2615	46	0.55	1.93315e-86	1000	0.516	0.001	GCF_023851605.1	Tamandua tetradactyla	Mammalia	ITPR1	ITPR3	0	1	0
59	57	55	2615	46	0.55	1.93315e-86	1000	0.53	0.001	GCF_024166365.1	Elephas maximus indicus	Mammalia	ITPR1	ITPR3	0	1	0
56	57	55	2608	42	0.513	1.67743e-76	1000	0.505	0.001	GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR1	ITPR3	0	1	0
57	57	55	2606	45	0.538	6.24774e-84	1000	0.526	0.001	GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR1	ITPR3	0	1	0
59	57	55	2615	46	0.55	1.93315e-86	1000	0.566	0.001	GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR1	ITPR3	0	1	0
58	55	52	2535	47	0.513	1.42786e-91	1000	0.515	0.001	GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR1	ITPR3	0	1	0
57	57	54	2592	43	0.541	8.36273e-79	1000	0.525	0.001	GCF_027579735.1	Bombina bombina	Amphibia	ITPR1	ITPR3	0	1	0
59	57	55	2615	46	0.55	1.93315e-86	1000	0.555	0.001	GCF_027595985.1	Sorex araneus	Mammalia	ITPR1	ITPR3	0	1	0
59	57	55	2615	47	0.54	2.08546e-89	1000	0.546	0.001	GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.575	0.001	GCF_028389875.1	Rhea pennata	Aves	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.574	0.001	GCF_028858725.1	Colius striatus	Aves	ITPR1	ITPR3	0	1	0
59	55	52	2535	48	0.524	1.03052e-94	1000	0.515	0.001	GCF_029633855.1	Hoplias malabaricus	Actinopteri	ITPR1	ITPR3	0	1	0
56	43	40	2588	26	0.37	9.20131e-45	1000	0.373	0.001	GCF_029633865.1	Lampris incognitus	Actinopteri	ITPR1	ITPR3	0	1	0
59	57	55	2615	46	0.55	1.93315e-86	1000	0.549	0.001	GCF_030020395.1	Manis pentadactyla	Mammalia	ITPR1	ITPR3	0	1	0
59	57	55	2615	46	0.561	6.66548e-86	1000	0.542	0.001	GCF_030445035.2	Dasypus novemcinctus	Mammalia	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.573	0.001	GCF_030463565.1	Pelecanus crispus	Aves	ITPR1	ITPR3	0	1	0
59	55	53	2608	44	0.524	9.62833e-83	1000	0.504	0.001	GCF_030490865.1	Poecile atricapillus	Aves	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.557	0.001	GCF_030867095.1	Alligator mississippiensis	Crocodylia	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.545	0.001	GCF_030867145.1	Opisthocomus hoazin	Aves	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.54	0.001	GCF_030936135.1	Gavia stellata	Aves	ITPR1	ITPR3	0	1	0
57	59	56	2572	48	0.524	2.96109e-92	1000	0.527	0.001	GCF_033026475.1	Channa argus	Actinopteri	ITPR1	ITPR3	0	1	0
57	59	57	2572	48	0.547	3.32387e-91	1000	0.571	0.001	GCF_033807715.1	Cololabis saira	Actinopteri	ITPR1	ITPR3	0	1	0
55	58	57	2569	46	0.533	1.39162e-86	1000	0.524	0.001	GCF_033978785.1	Entelurus aequoreus	Actinopteri	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.52	0.001	GCF_034619465.1	Leptosomus discolor	Aves	ITPR1	ITPR3	0	1	0
58	57	55	2608	46	0.551	2.18649e-86	1000	0.594	0.001	GCF_034638445.1	Ciconia boyciana	Aves	ITPR1	ITPR3	0	1	0
58	57	52	2550	48	0.535	8.84339e-94	1000	0.53	0.001	GCF_034702125.1	Engraulis encrasicolus	Actinopteri	ITPR1	ITPR3	0	1	0
56	53	51	2525	45	0.513	2.0356e-86	1000	0.496	0.001	GCF_035084215.1	Heptranchias perlo	Chondrichthyes	ITPR1	ITPR3	0	1	0
58	57	55	2608	46	0.551	2.18649e-86	1000	0.538	0.001	GCF_035582795.1	Mycteria americana	Aves	ITPR1	ITPR3	0	1	0
57	57	54	2592	45	0.556	1.61015e-83	1000	0.557	0.001	GCF_035609145.1	Eleutherodactylus coqui	Amphibia	ITPR1	ITPR3	0	1	0
59	56	54	2608	45	0.538	1.45167e-84	1000	0.573	0.001	GCF_036013445.1	Caloenas nicobarica	Aves	ITPR1	ITPR3	0	1	0
56	52	50	2525	45	0.5	1.30557e-87	1000	0.486	0.001	GCF_036365525.1	Heterodontus francisci	Chondrichthyes	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.544	0.001	GCF_036370855.1	Dromaius novaehollandiae	Aves	ITPR1	ITPR3	0	1	0
57	57	54	2572	48	0.517	4.02596e-94	1000	0.486	0.001	GCF_036373705.1	Amia ocellicauda	Actinopteri	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.587	0.001	GCF_036417535.1	Chlamydotis macqueenii	Aves	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.562	0.001	GCF_036417845.1	Apteryx mantelli	Aves	ITPR1	ITPR3	0	1	0
59	57	55	2615	46	0.55	1.93315e-86	1000	0.538	0.001	GCF_036850765.1	Saccopteryx bilineata	Mammalia	ITPR1	ITPR3	0	1	0
56	53	51	2525	46	0.515	6.02228e-90	1000	0.564	0.001	GCF_036971445.1	Narcine bancroftii	Chondrichthyes	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.532	0.001	GCF_037157495.1	Lathamus discolor	Aves	ITPR1	ITPR3	0	1	0
60	56	52	2542	40	0.532	3.57532e-71	1000	0.505	0.001	GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	ITPR1	ITPR3	0	1	0
59	57	55	2615	46	0.55	1.93315e-86	1000	0.526	0.001	GCF_037893015.1	Macrotis lagotis	Mammalia	ITPR1	ITPR3	0	1	0
57	59	58	2572	48	0.545	2.6227e-91	1000	0.543	0.001	GCF_039877785.1	Chaetodon trifascialis	Actinopteri	ITPR1	ITPR3	0	1	0
57	58	57	2572	48	0.551	9.29722e-91	1000	0.547	0.001	GCF_040054535.1	Antennarius striatus	Actinopteri	ITPR1	ITPR3	0	1	0
59	57	55	2608	45	0.562	1.67475e-83	1000	0.561	0.001	GCF_040807025.1	Struthio camelus	Aves	ITPR1	ITPR3	0	1	0
57	57	55	2572	47	0.531	5.99702e-90	1000	0.57	0.001	GCF_040954835.1	Lepisosteus oculatus	Actinopteri	ITPR1	ITPR3	0	1	0
59	55	53	2608	44	0.524	9.62833e-83	1000	0.509	0.001	GCF_041296385.2	Aphelocoma coerulescens	Aves	ITPR1	ITPR3	0	1	0
59	55	52	2535	48	0.525	1.58454e-94	1000	0.518	0.001	GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	ITPR3	0	1	0
56	59	57	2572	48	0.544	1.03318e-91	1000	0.576	0.001	GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	ITPR3	0	1	0
57	59	57	2572	50	0.57	7.60124e-96	1000	0.588	0.001	GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	ITPR3	0	1	0
56	59	57	2572	48	0.544	1.03318e-91	1000	0.522	0.001	GCF_045865225.1	Trachurus japonicus	Actinopteri	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.498	0.001	GCF_047370975.1	Nipponia nippon	Aves	ITPR1	ITPR3	0	1	0
58	53	51	2525	46	0.503	5.07249e-90	1000	0.508	0.001	GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	ITPR1	ITPR3	0	1	0
56	53	51	2525	45	0.519	9.08161e-86	1000	0.543	0.001	GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.544	0.001	GCF_047663525.1	Anas platyrhynchos	Aves	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.544	0.001	GCF_047716275.1	Strix uralensis	Aves	ITPR1	ITPR3	0	1	0
57	53	51	2525	46	0.516	8.68143e-90	1000	0.547	0.001	GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR1	ITPR3	0	1	0
59	57	55	2615	46	0.55	1.93315e-86	1000	0.537	0.001	GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR1	ITPR3	0	1	0
57	55	53	2572	46	0.53	4.74347e-88	1000	0.568	0.001	GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR1	ITPR3	0	1	0
59	57	55	2615	46	0.55	1.93315e-86	1000	0.523	0.001	GCF_049350105.2	Macaca mulatta	Mammalia	ITPR1	ITPR3	0	1	0
59	57	55	2615	46	0.55	1.93315e-86	1000	0.534	0.001	GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR1	ITPR3	0	1	0
59	55	52	2535	48	0.533	3.19781e-94	1000	0.541	0.001	GCF_052040795.1	Danio rerio	Actinopteri	ITPR1	ITPR3	0	1	0
56	53	51	2525	43	0.491	7.6135e-81	1000	0.523	0.001	GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR1	ITPR3	0	1	0
59	57	55	2615	46	0.55	1.93315e-86	1000	0.582	0.001	GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR1	ITPR3	0	1	0
57	57	55	2572	48	0.535	1.92575e-92	1000	0.509	0.001	GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR1	ITPR3	0	1	0
58	59	58	2572	50	0.558	1.25659e-95	1000	0.532	0.001	GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR1	ITPR3	0	1	0
57	59	57	2572	48	0.541	7.41557e-91	1000	0.524	0.001	GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR1	ITPR3	0	1	0
57	59	57	2572	48	0.541	8.54385e-91	1000	0.511	0.001	GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR1	ITPR3	0	1	0
57	59	58	2572	48	0.55	9.10273e-91	1000	0.592	0.001	GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR1	ITPR3	0	1	0
56	57	55	2572	49	0.559	3.94756e-95	1000	0.542	0.001	GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR1	ITPR3	0	1	0
56	59	58	2572	48	0.545	2.6227e-91	1000	0.56	0.001	GCF_900880675.2	Sparus aurata	Actinopteri	ITPR1	ITPR3	0	1	0
56	58	56	2572	43	0.55	9.81534e-78	1000	0.542	0.001	GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR1	ITPR3	0	1	0
58	57	55	2605	45	0.542	1.51724e-83	1000	0.529	0.001	GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ITPR1	ITPR3	0	1	0
56	59	57	2572	49	0.562	1.05074e-93	1000	0.552	0.001	GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ITPR1	ITPR3	0	1	0
56	59	57	2572	48	0.544	1.03318e-91	1000	0.566	0.001	GCF_902150065.1	Myripristis murdjan	Actinopteri	ITPR1	ITPR3	0	1	0
57	58	57	2567	49	0.546	7.52515e-94	1000	0.519	0.001	GCF_902167405.1	Gadus morhua	Actinopteri	ITPR1	ITPR3	0	1	0
55	55	53	2562	48	0.507	1.34726e-94	1000	0.486	0.001	GCF_902362185.1	Chanos chanos	Actinopteri	ITPR1	ITPR3	0	1	0
57	59	58	2572	47	0.554	1.78598e-87	1000	0.51	0.001	GCF_902500255.1	Thalassophryne amazonica	Actinopteri	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.549	0.001	GCF_907165065.1	Caprimulgus europaeus	Aves	ITPR1	ITPR3	0	1	0
57	59	58	2572	49	0.568	9.81922e-93	1000	0.571	0.001	GCF_933228915.1	Telmatherina bonti	Actinopteri	ITPR1	ITPR3	0	1	0
59	57	55	2608	46	0.551	2.18649e-86	1000	0.553	0.001	GCF_947461875.1	Haliaeetus albicilla	Aves	ITPR1	ITPR3	0	1	0
59	55	52	2535	49	0.524	5.54109e-98	1000	0.524	0.001	GCF_949152265.1	Phoxinus phoxinus	Actinopteri	ITPR1	ITPR3	0	1	0
56	59	58	2572	48	0.545	2.6227e-91	1000	0.507	0.001	GCF_949606895.1	Notothenia rossii	Actinopteri	ITPR1	ITPR3	0	1	0
56	57	54	2572	48	0.529	4.34749e-94	1000	0.513	0.001	GCF_949987555.1	Borostomias antarcticus	Actinopteri	ITPR1	ITPR3	0	1	0
57	54	53	2572	45	0.523	7.82148e-85	1000	0.531	0.001	GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR1	ITPR3	0	1	0
59	57	55	2615	46	0.55	1.93315e-86	1000	0.558	0.001	GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR1	ITPR3	0	1	0
55	58	56	2572	43	0.491	3.41162e-79	1000	0.514	0.001	GCF_951799975.1	Gobius niger	Actinopteri	ITPR1	ITPR3	0	1	0
57	59	58	2572	49	0.558	1.02365e-92	1000	0.553	0.001	GCF_960531495.1	Zeus faber	Actinopteri	ITPR1	ITPR3	0	1	0
56	59	58	2572	48	0.549	5.7547e-91	1000	0.531	0.001	GCF_963457635.1	Microchirus variegatus	Actinopteri	ITPR1	ITPR3	0	1	0
56	52	50	2525	46	0.514	2.55801e-90	1000	0.52	0.001	GCF_963514005.1	Raja brachyura	Chondrichthyes	ITPR1	ITPR3	0	1	0
57	57	55	2572	48	0.518	3.13505e-93	1000	0.552	0.001	GCF_963514075.1	Conger conger	Actinopteri	ITPR1	ITPR3	0	1	0
57	59	58	2572	49	0.54	1.33235e-93	1000	0.512	0.001	GCF_963514085.1	Chelon labrosus	Actinopteri	ITPR1	ITPR3	0	1	0
58	60	57	2572	48	0.574	1.0912e-90	1000	0.59	0.001	GCF_963921795.1	Nannobrachium achirus	Actinopteri	ITPR1	ITPR3	0	1	0
